ID;PersoonskenmerkenRegioEnBedrijfsind;Perioden;Totaal_1;k_1eJaar_2;k_2eJaar_3;Totaal_4;k_17Dagen_5;k_842Dagen_6;k_4391Dagen_7;k_92182Dagen_8;k_183365Dagen_9;k_366730Dagen_10;Ziekmeldingsfrequentie_11;Totaal_12;Beeindigd1eJaarNaZiekmelding_13;Beeindigd1JrEn2JrNaZiekmelding_14
466;Burgerlijke staat: gehuwd;2003 2e kwartaal*;4.9;4.9;;4.9;0.7;1.5;1.1;1.0;0.5;;1.09;18.3;18.3;
467;Burgerlijke staat: gehuwd;2003 3e kwartaal*;4.5;4.5;;4.5;0.6;1.3;0.9;1.0;0.7;;0.95;19.5;19.5;
468;Burgerlijke staat: gehuwd;2003 4e kwartaal*;5.6;5.6;;5.6;1.0;1.7;1.1;1.0;0.8;;1.45;14.7;14.7;
469;Burgerlijke staat: gehuwd;2003 jaarcijfer*;5.1;5.1;;5.1;0.8;1.3;0.7;0.7;1.5;;1.26;16.8;16.8;
470;Burgerlijke staat: gehuwd;2004 1e kwartaal*;5.3;5.3;;5.3;0.9;1.6;1.2;0.9;0.7;;1.3;18.2;18.2;
471;Burgerlijke staat: gehuwd;2004 2e kwartaal*;4.6;4.6;;4.6;0.6;1.4;1.1;1.0;0.6;;0.94;19.3;19.3;
472;Burgerlijke staat: gehuwd;2004 3e kwartaal*;4.0;4.0;;4.0;0.5;1.1;0.8;0.9;0.7;;0.78;22.1;22.1;
473;Burgerlijke staat: gehuwd;2004 4e kwartaal*;4.6;4.6;;4.6;0.8;1.5;1.1;0.7;0.5;;1.21;20.3;20.3;
474;Burgerlijke staat: gehuwd;2004 jaarcijfer*;4.6;4.6;;4.6;0.7;1.3;0.9;0.8;1.0;;1.06;19.8;19.8;
475;Burgerlijke staat: gehuwd;2005 1e kwartaal*;5.6;5.5;0.1;5.6;1.1;1.7;1.0;0.9;0.7;0.2;1.44;13.9;13.9;0.0
476;Burgerlijke staat: gehuwd;2005 2e kwartaal*;4.5;4.4;0.1;4.5;0.6;1.2;0.9;0.8;0.7;0.3;0.87;19.0;18.8;0.3
477;Burgerlijke staat: gehuwd;2005 3e kwartaal*;3.9;3.9;0.1;3.9;0.4;1.0;0.7;0.7;0.7;0.4;0.7;22.4;21.7;0.7
478;Burgerlijke staat: gehuwd;2005 4e kwartaal*;4.5;4.4;0.1;4.5;0.7;1.3;0.9;0.7;0.5;0.5;1.0;29.1;26.5;2.6
479;Burgerlijke staat: gehuwd;2005 jaarcijfer*;4.6;4.6;0.1;4.6;0.7;1.2;0.7;0.7;0.8;0.6;1.0;21.1;20.2;0.9
480;Burgerlijke staat: verweduwd;2002 1e kwartaal*;7.6;7.6;;7.6;1.0;2.2;1.6;1.6;1.3;;1.46;24.3;24.3;
481;Burgerlijke staat: verweduwd;2002 2e kwartaal*;6.5;6.5;;6.5;0.7;1.8;1.2;1.5;1.3;;1.05;27.1;27.1;
482;Burgerlijke staat: verweduwd;2002 3e kwartaal*;5.8;5.8;;5.8;0.6;1.4;1.2;1.2;1.4;;0.92;29.9;29.9;
483;Burgerlijke staat: verweduwd;2002 4e kwartaal*;6.1;6.1;;6.1;0.9;1.8;1.2;1.1;1.1;;1.31;21.0;21.0;
484;Burgerlijke staat: verweduwd;2002 jaarcijfer*;6.5;6.5;;6.5;0.7;1.5;0.9;1.1;2.3;;1.18;25.1;25.1;
485;Burgerlijke staat: verweduwd;2003 1e kwartaal*;5.8;5.8;;5.8;1.1;2.0;1.2;0.9;0.7;;1.56;19.2;19.2;
486;Burgerlijke staat: verweduwd;2003 2e kwartaal*;5.4;5.4;;5.4;0.7;1.7;1.2;1.2;0.6;;1.1;21.0;21.0;
487;Burgerlijke staat: verweduwd;2003 3e kwartaal*;5.0;5.0;;5.0;0.6;1.5;1.0;1.1;0.8;;0.98;22.6;22.6;
488;Burgerlijke staat: verweduwd;2003 4e kwartaal*;6.2;6.2;;6.2;1.0;1.9;1.3;1.2;0.9;;1.44;16.6;16.6;
489;Burgerlijke staat: verweduwd;2003 jaarcijfer*;5.6;5.6;;5.6;0.8;1.4;0.8;0.9;1.8;;1.27;19.6;19.6;
490;Burgerlijke staat: verweduwd;2004 1e kwartaal*;7.3;7.3;;7.3;0.8;2.1;1.6;1.5;1.2;;1.33;26.3;26.3;
491;Burgerlijke staat: verweduwd;2004 2e kwartaal*;6.0;6.0;;6.0;0.5;1.6;1.4;1.4;1.0;;0.94;26.4;26.4;
492;Burgerlijke staat: verweduwd;2004 3e kwartaal*;5.0;5.0;;5.0;0.4;1.3;1.0;1.1;1.1;;0.79;27.8;27.8;
493;Burgerlijke staat: verweduwd;2004 4e kwartaal*;5.4;5.4;;5.4;0.8;1.8;1.3;0.8;0.8;;1.17;26.3;26.3;
494;Burgerlijke staat: verweduwd;2004 jaarcijfer*;5.9;5.9;;5.9;0.6;1.5;1.1;1.1;1.6;;1.06;26.6;26.6;
495;Burgerlijke staat: verweduwd;2005 1e kwartaal*;7.9;7.8;0.2;7.9;0.9;2.2;1.5;1.7;1.3;0.4;1.4;19.9;19.8;0.1
496;Burgerlijke staat: verweduwd;2005 2e kwartaal*;6.2;6.1;0.1;6.2;0.5;1.5;1.1;1.2;1.3;0.6;0.89;26.8;26.4;0.4
497;Burgerlijke staat: verweduwd;2005 3e kwartaal*;5.3;5.2;0.1;5.3;0.4;1.2;1.0;1.0;1.0;0.7;0.75;29.5;28.2;1.3
498;Burgerlijke staat: verweduwd;2005 4e kwartaal*;5.8;5.6;0.1;5.8;0.6;1.6;1.1;0.9;0.7;0.8;1.0;38.9;34.8;4.1
499;Burgerlijke staat: verweduwd;2005 jaarcijfer*;6.3;6.2;0.1;6.3;0.6;1.4;1.0;1.0;1.2;1.0;1.01;28.8;27.3;1.5
500;Burgerlijke staat: gescheiden;2002 1e kwartaal*;9.6;9.6;;9.6;1.3;2.8;2.0;1.9;1.5;;1.92;22.3;22.3;
501;Burgerlijke staat: gescheiden;2002 2e kwartaal*;8.4;8.4;;8.4;1.0;2.3;1.7;1.9;1.5;;1.52;23.2;23.2;
502;Burgerlijke staat: gescheiden;2002 3e kwartaal*;7.4;7.4;;7.4;0.9;2.0;1.4;1.5;1.6;;1.32;25.1;25.1;
503;Burgerlijke staat: gescheiden;2002 4e kwartaal*;8.1;8.1;;8.1;1.2;2.5;1.7;1.4;1.3;;1.78;19.4;19.4;
504;Burgerlijke staat: gescheiden;2002 jaarcijfer*;8.4;8.4;;8.4;1.0;2.0;1.2;1.4;2.8;;1.63;22.3;22.3;
505;Burgerlijke staat: gescheiden;2003 1e kwartaal*;7.8;7.8;;7.8;1.4;2.5;1.6;1.3;1.0;;2.04;18.3;18.3;
506;Burgerlijke staat: gescheiden;2003 2e kwartaal*;7.2;7.2;;7.2;1.0;2.2;1.6;1.5;0.9;;1.52;19.2;19.2;
507;Burgerlijke staat: gescheiden;2003 3e kwartaal*;6.7;6.7;;6.7;0.9;1.9;1.3;1.5;1.1;;1.37;20.1;20.1;
508;Burgerlijke staat: gescheiden;2003 4e kwartaal*;7.9;7.9;;7.9;1.3;2.4;1.6;1.4;1.2;;1.87;16.3;16.3;
509;Burgerlijke staat: gescheiden;2003 jaarcijfer*;7.4;7.4;;7.4;1.1;1.8;1.0;1.0;2.4;;1.7;18.3;18.3;
510;Burgerlijke staat: gescheiden;2004 1e kwartaal*;7.6;7.6;;7.6;1.1;2.4;1.7;1.3;1.1;;1.71;20.3;20.3;
511;Burgerlijke staat: gescheiden;2004 2e kwartaal*;6.6;6.6;;6.6;0.8;1.9;1.6;1.3;0.9;;1.31;20.4;20.4;
512;Burgerlijke staat: gescheiden;2004 3e kwartaal*;5.9;5.9;;5.9;0.7;1.7;1.2;1.3;1.0;;1.14;22.8;22.8;
513;Burgerlijke staat: gescheiden;2004 4e kwartaal*;6.3;6.3;;6.3;1.1;2.1;1.4;1.0;0.7;;1.54;21.8;21.8;
514;Burgerlijke staat: gescheiden;2004 jaarcijfer*;6.6;6.6;;6.6;0.9;1.8;1.2;1.2;1.5;;1.43;21.2;21.2;
515;Burgerlijke staat: gescheiden;2005 1e kwartaal*;7.8;7.7;0.1;7.8;1.3;2.4;1.5;1.3;1.1;0.3;1.79;15.5;15.5;0.0
516;Burgerlijke staat: gescheiden;2005 2e kwartaal*;6.6;6.4;0.1;6.6;0.7;1.7;1.3;1.2;1.1;0.5;1.2;20.1;19.8;0.3
517;Burgerlijke staat: gescheiden;2005 3e kwartaal*;5.8;5.7;0.1;5.8;0.6;1.5;1.1;1.1;0.9;0.6;1.03;23.8;23.0;0.8
518;Burgerlijke staat: gescheiden;2005 4e kwartaal*;6.4;6.3;0.1;6.4;0.8;1.8;1.3;1.0;0.8;0.7;1.31;32.7;29.5;3.1
519;Burgerlijke staat: gescheiden;2005 jaarcijfer*;6.7;6.5;0.1;6.7;0.8;1.7;1.0;1.1;1.1;0.9;1.33;23.0;22.0;1.1
520;Herkomstgroepering: totaal;2002 1e kwartaal*;6.1;6.1;;6.1;1.1;1.8;1.2;1.1;0.8;;1.52;17.8;17.8;
521;Herkomstgroepering: totaal;2002 2e kwartaal*;5.3;5.3;;5.3;0.8;1.5;1.1;1.1;0.8;;1.16;18.9;18.9;
522;Herkomstgroepering: totaal;2002 3e kwartaal*;4.6;4.6;;4.6;0.6;1.3;0.9;0.9;0.9;;0.98;20.8;20.8;
523;Herkomstgroepering: totaal;2002 4e kwartaal*;5.2;5.2;;5.2;1.0;1.6;1.1;0.9;0.7;;1.4;15.5;15.5;
524;Herkomstgroepering: totaal;2002 jaarcijfer*;5.3;5.3;;5.3;0.8;1.3;0.8;0.9;1.5;;1.26;18.0;18.0;
525;Herkomstgroepering: totaal;2003 1e kwartaal*;5.0;5.0;;5.0;1.2;1.6;1.0;0.7;0.5;;1.6;14.3;14.3;
526;Herkomstgroepering: totaal;2003 2e kwartaal*;4.5;4.5;;4.5;0.8;1.4;1.0;0.9;0.5;;1.16;15.8;15.8;
527;Herkomstgroepering: totaal;2003 3e kwartaal*;4.2;4.2;;4.2;0.7;1.2;0.8;0.9;0.6;;1.04;16.3;16.3;
528;Herkomstgroepering: totaal;2003 4e kwartaal*;5.2;5.2;;5.2;1.1;1.5;1.0;0.9;0.7;;1.49;13.0;13.0;
529;Herkomstgroepering: totaal;2003 jaarcijfer*;4.7;4.7;;4.7;0.9;1.2;0.6;0.6;1.4;;1.32;14.7;14.7;
530;Herkomstgroepering: totaal;2004 1e kwartaal*;4.7;4.7;;4.7;0.9;1.4;1.0;0.8;0.6;;1.27;16.2;16.2;
531;Herkomstgroepering: totaal;2004 2e kwartaal*;4.0;4.0;;4.0;0.6;1.2;0.9;0.8;0.5;;0.95;16.8;16.8;
532;Herkomstgroepering: totaal;2004 3e kwartaal*;3.5;3.5;;3.5;0.5;1.0;0.7;0.7;0.5;;0.8;18.7;18.7;
533;Herkomstgroepering: totaal;2004 4e kwartaal*;4.0;4.0;;4.0;0.9;1.3;0.9;0.6;0.4;;1.19;17.7;17.7;
534;Herkomstgroepering: totaal;2004 jaarcijfer*;4.0;4.0;;4.0;0.7;1.1;0.7;0.7;0.8;;1.05;17.3;17.3;
535;Herkomstgroepering: totaal;2005 1e kwartaal*;4.9;4.8;0.1;4.9;1.0;1.5;0.9;0.8;0.6;0.2;1.38;12.6;12.6;0.0
536;Herkomstgroepering: totaal;2005 2e kwartaal*;3.9;3.9;0.1;3.9;0.6;1.1;0.8;0.7;0.6;0.3;0.87;16.5;16.3;0.2
537;Herkomstgroepering: totaal;2005 3e kwartaal*;3.4;3.4;0.1;3.4;0.5;0.9;0.6;0.6;0.5;0.3;0.73;19.2;18.7;0.6
538;Herkomstgroepering: totaal;2005 4e kwartaal*;3.9;3.8;0.1;3.9;0.7;1.1;0.8;0.6;0.4;0.4;0.98;25.3;23.2;2.1
539;Herkomstgroepering: totaal;2005 jaarcijfer*;4.0;4.0;0.1;4.0;0.7;1.0;0.6;0.6;0.6;0.5;0.99;18.4;17.7;0.7
540;Herkomstgroepering: autochtonen;2002 1e kwartaal*;5.9;5.9;;5.9;1.1;1.7;1.2;1.1;0.8;;1.47;17.8;17.8;
541;Herkomstgroepering: autochtonen;2002 2e kwartaal*;5.1;5.1;;5.1;0.7;1.4;1.0;1.1;0.8;;1.1;19.2;19.2;
542;Herkomstgroepering: autochtonen;2002 3e kwartaal*;4.4;4.4;;4.4;0.6;1.2;0.9;0.9;0.8;;0.93;21.2;21.2;
543;Herkomstgroepering: autochtonen;2002 4e kwartaal*;5.1;5.1;;5.1;1.0;1.5;1.0;0.9;0.7;;1.36;15.5;15.5;
544;Herkomstgroepering: autochtonen;2002 jaarcijfer*;5.1;5.1;;5.1;0.8;1.2;0.7;0.8;1.5;;1.21;18.1;18.1;
545;Herkomstgroepering: autochtonen;2003 1e kwartaal*;4.8;4.8;;4.8;1.1;1.5;0.9;0.7;0.5;;1.56;14.2;14.2;
546;Herkomstgroepering: autochtonen;2003 2e kwartaal*;4.4;4.4;;4.4;0.7;1.3;1.0;0.9;0.4;;1.1;15.9;15.9;
547;Herkomstgroepering: autochtonen;2003 3e kwartaal*;4.0;4.0;;4.0;0.7;1.1;0.8;0.8;0.6;;0.99;16.5;16.5;
548;Herkomstgroepering: autochtonen;2003 4e kwartaal*;5.0;5.0;;5.0;1.0;1.5;1.0;0.9;0.7;;1.45;12.9;12.9;
549;Herkomstgroepering: autochtonen;2003 jaarcijfer*;4.5;4.5;;4.5;0.9;1.1;0.6;0.6;1.3;;1.28;14.6;14.6;
550;Herkomstgroepering: autochtonen;2004 1e kwartaal*;4.6;4.6;;4.6;0.9;1.2;0.7;0.7;1.0;;1.24;16.2;16.2;
551;Herkomstgroepering: autochtonen;2004 2e kwartaal*;3.9;3.9;;3.9;0.6;1.0;0.7;0.7;0.9;;0.91;17.1;17.1;
552;Herkomstgroepering: autochtonen;2004 3e kwartaal*;3.4;3.4;;3.4;0.5;0.8;0.6;0.7;0.8;;0.77;19.1;19.1;
553;Herkomstgroepering: autochtonen;2004 4e kwartaal*;3.9;3.9;;3.9;0.8;1.2;0.9;0.6;0.4;;1.16;17.9;17.9;
554;Herkomstgroepering: autochtonen;2004 jaarcijfer*;3.9;3.9;;3.9;0.7;1.1;0.7;0.7;0.8;;1.02;17.5;17.5;
555;Herkomstgroepering: autochtonen;2005 1e kwartaal*;4.8;4.7;0.1;4.8;1.0;1.4;0.8;0.8;0.6;0.2;1.36;12.7;12.6;0.0
556;Herkomstgroepering: autochtonen;2005 2e kwartaal*;3.8;3.8;0.1;3.8;0.5;1.0;0.8;0.7;0.6;0.3;0.83;16.9;16.6;0.2
557;Herkomstgroepering: autochtonen;2005 3e kwartaal*;3.4;3.3;0.1;3.4;0.4;0.9;0.6;0.6;0.5;0.3;0.7;19.5;19.0;0.6
558;Herkomstgroepering: autochtonen;2005 4e kwartaal*;3.8;3.7;0.1;3.8;0.7;1.1;0.8;0.5;0.4;0.3;0.96;25.4;23.3;2.1
559;Herkomstgroepering: autochtonen;2005 jaarcijfer*;3.9;3.9;0.1;3.9;0.7;1.0;0.6;0.6;0.6;0.5;0.96;18.6;17.9;0.7
560;Herkomstgroepering: westerse allochtonen;2002 1e kwartaal*;6.4;6.4;;6.4;1.2;1.9;1.3;1.2;0.9;;1.66;17.1;17.1;
561;Herkomstgroepering: westerse allochtonen;2002 2e kwartaal*;5.6;5.6;;5.6;0.9;1.6;1.1;1.2;0.9;;1.28;17.7;17.7;
562;Herkomstgroepering: westerse allochtonen;2002 3e kwartaal*;4.9;4.9;;4.9;0.7;1.3;0.9;1.0;0.9;;1.1;19.8;19.8;
563;Herkomstgroepering: westerse allochtonen;2002 4e kwartaal*;5.6;5.6;;5.6;1.1;1.7;1.1;0.9;0.8;;1.52;15.1;15.1;
564;Herkomstgroepering: westerse allochtonen;2002 jaarcijfer*;5.6;5.6;;5.6;0.9;1.4;0.8;0.9;1.6;;1.39;17.2;17.2;
565;Herkomstgroepering: westerse allochtonen;2003 1e kwartaal*;5.3;5.3;;5.3;1.3;1.7;1.0;0.8;0.6;;1.73;14.0;14.0;
566;Herkomstgroepering: westerse allochtonen;2003 2e kwartaal*;4.8;4.8;;4.8;0.9;1.5;1.0;1.0;0.5;;1.26;15.2;15.2;
567;Herkomstgroepering: westerse allochtonen;2003 3e kwartaal*;4.5;4.5;;4.5;0.8;1.2;0.8;0.9;0.7;;1.15;15.4;15.4;
568;Herkomstgroepering: westerse allochtonen;2003 4e kwartaal*;5.5;5.5;;5.5;1.2;1.6;1.0;1.0;0.7;;1.61;12.8;12.8;
569;Herkomstgroepering: westerse allochtonen;2003 jaarcijfer*;5.0;5.0;;5.0;1.0;1.2;0.6;0.7;1.5;;1.44;14.2;14.2;
570;Herkomstgroepering: westerse allochtonen;2004 1e kwartaal*;5.0;5.0;;5.0;1.0;1.3;0.8;0.8;1.1;;1.41;15.6;15.6;
571;Herkomstgroepering: westerse allochtonen;2004 2e kwartaal*;4.3;4.3;;4.3;0.7;1.1;0.7;0.7;1.0;;1.07;16.0;16.0;
572;Herkomstgroepering: westerse allochtonen;2004 3e kwartaal*;3.7;3.7;;3.7;0.6;0.9;0.7;0.8;0.8;;0.91;17.7;17.7;
573;Herkomstgroepering: westerse allochtonen;2004 4e kwartaal*;4.2;4.2;;4.2;0.9;1.4;0.9;0.5;0.4;;1.31;16.9;16.9;
574;Herkomstgroepering: westerse allochtonen;2004 jaarcijfer*;4.3;4.3;;4.3;0.8;1.2;0.8;0.7;0.8;;1.17;16.5;16.5;
575;Herkomstgroepering: westerse allochtonen;2005 1e kwartaal*;5.1;5.0;0.1;5.1;1.1;1.5;0.9;0.8;0.6;0.2;1.49;12.2;12.2;0.0
576;Herkomstgroepering: westerse allochtonen;2005 2e kwartaal*;4.1;4.0;0.1;4.1;0.6;1.1;0.8;0.7;0.6;0.3;0.96;15.6;15.4;0.2
577;Herkomstgroepering: westerse allochtonen;2005 3e kwartaal*;3.6;3.5;0.1;3.6;0.5;0.9;0.7;0.6;0.5;0.4;0.82;18.3;17.7;0.6
578;Herkomstgroepering: westerse allochtonen;2005 4e kwartaal*;4.1;4.0;0.1;4.1;0.7;1.1;0.8;0.6;0.4;0.4;1.09;24.7;22.5;2.2
579;Herkomstgroepering: westerse allochtonen;2005 jaarcijfer*;4.2;4.1;0.1;4.2;0.7;1.1;0.6;0.6;0.6;0.5;1.09;17.7;17.0;0.8
580;Westerse allochtonen, 1e generatie;2002 1e kwartaal*;6.6;6.6;;6.6;1.2;2.0;1.3;1.2;0.9;;1.66;17.3;17.3;
581;Westerse allochtonen, 1e generatie;2002 2e kwartaal*;5.8;5.8;;5.8;0.9;1.7;1.1;1.2;0.9;;1.31;17.7;17.7;
582;Westerse allochtonen, 1e generatie;2002 3e kwartaal*;5.1;5.1;;5.1;0.7;1.4;0.9;1.0;1.0;;1.11;20.3;20.3;
583;Westerse allochtonen, 1e generatie;2002 4e kwartaal*;5.8;5.8;;5.8;1.1;1.8;1.1;0.9;0.8;;1.52;15.7;15.7;
584;Westerse allochtonen, 1e generatie;2002 jaarcijfer*;5.8;5.8;;5.8;0.9;1.5;0.8;0.9;1.7;;1.4;17.5;17.5;
585;Westerse allochtonen, 1e generatie;2003 1e kwartaal*;5.5;5.5;;5.5;1.2;1.8;1.0;0.8;0.6;;1.72;14.6;14.6;
586;Westerse allochtonen, 1e generatie;2003 2e kwartaal*;5.0;5.0;;5.0;0.9;1.5;1.0;1.0;0.6;;1.26;15.5;15.5;
587;Westerse allochtonen, 1e generatie;2003 3e kwartaal*;4.6;4.6;;4.6;0.8;1.3;0.8;1.0;0.7;;1.15;16.2;16.2;
588;Westerse allochtonen, 1e generatie;2003 4e kwartaal*;5.7;5.7;;5.7;1.1;1.7;1.1;1.1;0.8;;1.6;13.3;13.3;
589;Westerse allochtonen, 1e generatie;2003 jaarcijfer*;5.2;5.2;;5.2;1.0;1.3;0.6;0.7;1.6;;1.43;14.7;14.7;
590;Westerse allochtonen, 1e generatie;2004 1e kwartaal*;5.1;5.1;;5.1;1.0;1.4;0.8;0.8;1.2;;1.4;16.2;16.2;
591;Westerse allochtonen, 1e generatie;2004 2e kwartaal*;4.4;4.4;;4.4;0.7;1.1;0.7;0.7;1.1;;1.08;16.1;16.1;
592;Westerse allochtonen, 1e generatie;2004 3e kwartaal*;3.8;3.8;;3.8;0.6;0.9;0.7;0.8;0.8;;0.91;17.8;17.8;
593;Westerse allochtonen, 1e generatie;2004 4e kwartaal*;4.2;4.2;;4.2;0.9;1.4;0.9;0.5;0.5;;1.3;17.3;17.3;
594;Westerse allochtonen, 1e generatie;2004 jaarcijfer*;4.4;4.4;;4.4;0.8;1.2;0.8;0.7;0.9;;1.17;16.8;16.8;
595;Westerse allochtonen, 1e generatie;2005 1e kwartaal*;5.1;5.0;0.1;5.1;1.1;1.5;0.9;0.8;0.6;0.2;1.44;12.4;12.3;0.0
596;Westerse allochtonen, 1e generatie;2005 2e kwartaal*;4.2;4.1;0.1;4.2;0.6;1.1;0.8;0.7;0.7;0.3;0.96;15.7;15.4;0.2
597;Westerse allochtonen, 1e generatie;2005 3e kwartaal*;3.7;3.6;0.1;3.7;0.5;0.9;0.6;0.6;0.6;0.4;0.82;18.8;18.1;0.6
598;Westerse allochtonen, 1e generatie;2005 4e kwartaal*;4.2;4.1;0.1;4.2;0.7;1.2;0.8;0.6;0.5;0.5;1.09;26.1;23.7;2.5
599;Westerse allochtonen, 1e generatie;2005 jaarcijfer*;4.3;4.2;0.1;4.3;0.7;1.1;0.6;0.6;0.7;0.6;1.08;18.2;17.4;0.8
600;Westerse allochtonen, 2e generatie;2002 1e kwartaal*;6.3;6.3;;6.3;1.2;1.9;1.2;1.1;0.8;;1.66;17.0;17.0;
601;Westerse allochtonen, 2e generatie;2002 2e kwartaal*;5.4;5.4;;5.4;0.9;1.6;1.0;1.2;0.8;;1.26;17.7;17.7;
602;Westerse allochtonen, 2e generatie;2002 3e kwartaal*;4.8;4.8;;4.8;0.7;1.3;0.9;0.9;0.9;;1.09;19.5;19.5;
603;Westerse allochtonen, 2e generatie;2002 4e kwartaal*;5.4;5.4;;5.4;1.1;1.6;1.1;0.9;0.8;;1.51;14.7;14.7;
604;Westerse allochtonen, 2e generatie;2002 jaarcijfer*;5.5;5.5;;5.5;0.9;1.3;0.8;0.9;1.6;;1.38;17.0;17.0;
605;Westerse allochtonen, 2e generatie;2003 1e kwartaal*;5.2;5.2;;5.2;1.3;1.7;1.0;0.7;0.5;;1.74;13.7;13.7;
606;Westerse allochtonen, 2e generatie;2003 2e kwartaal*;4.7;4.7;;4.7;0.9;1.4;1.0;0.9;0.5;;1.26;15.0;15.0;
607;Westerse allochtonen, 2e generatie;2003 3e kwartaal*;4.4;4.4;;4.4;0.8;1.2;0.8;0.9;0.6;;1.15;15.0;15.0;
608;Westerse allochtonen, 2e generatie;2003 4e kwartaal*;5.4;5.4;;5.4;1.2;1.6;1.0;0.9;0.7;;1.61;12.5;12.5;
609;Westerse allochtonen, 2e generatie;2003 jaarcijfer*;4.9;4.9;;4.9;1.0;1.2;0.6;0.7;1.5;;1.44;13.9;13.9;
610;Westerse allochtonen, 2e generatie;2004 1e kwartaal*;4.9;4.9;;4.9;1.0;1.3;0.8;0.8;1.1;;1.41;15.2;15.2;
611;Westerse allochtonen, 2e generatie;2004 2e kwartaal*;4.2;4.2;;4.2;0.7;1.1;0.7;0.7;1.0;;1.06;16.0;16.0;
612;Westerse allochtonen, 2e generatie;2004 3e kwartaal*;3.7;3.7;;3.7;0.6;0.9;0.6;0.7;0.8;;0.9;17.7;17.7;
613;Westerse allochtonen, 2e generatie;2004 4e kwartaal*;4.1;4.1;;4.1;1.0;1.3;0.9;0.5;0.4;;1.31;16.7;16.7;
614;Westerse allochtonen, 2e generatie;2004 jaarcijfer*;4.2;4.2;;4.2;0.8;1.2;0.8;0.7;0.8;;1.17;16.3;16.3;
615;Westerse allochtonen, 2e generatie;2005 1e kwartaal*;5.1;5.0;0.1;5.1;1.1;1.5;0.9;0.8;0.6;0.2;1.51;12.1;12.1;0.0
616;Westerse allochtonen, 2e generatie;2005 2e kwartaal*;4.0;4.0;0.1;4.0;0.6;1.1;0.8;0.7;0.6;0.3;0.96;15.6;15.4;0.2
617;Westerse allochtonen, 2e generatie;2005 3e kwartaal*;3.6;3.5;0.1;3.6;0.5;0.9;0.7;0.6;0.5;0.3;0.82;18.0;17.5;0.5
618;Westerse allochtonen, 2e generatie;2005 4e kwartaal*;4.0;4.0;0.1;4.0;0.7;1.1;0.8;0.6;0.4;0.4;1.09;23.9;21.9;2.1
619;Westerse allochtonen, 2e generatie;2005 jaarcijfer*;4.2;4.1;0.1;4.2;0.7;1.1;0.7;0.6;0.6;0.5;1.09;17.4;16.7;0.7
620;Herkomstgroepering:niet-west.allochtonen;2002 1e kwartaal*;8.0;8.0;;8.0;1.4;2.5;1.6;1.5;1.1;;1.87;18.6;18.6;
621;Herkomstgroepering:niet-west.allochtonen;2002 2e kwartaal*;7.2;7.2;;7.2;1.1;2.3;1.4;1.3;1.0;;1.66;18.0;18.0;
622;Herkomstgroepering:niet-west.allochtonen;2002 3e kwartaal*;6.3;6.3;;6.3;1.0;1.9;1.2;1.1;1.1;;1.42;19.1;19.1;
623;Herkomstgroepering:niet-west.allochtonen;2002 4e kwartaal*;6.8;6.8;;6.8;1.2;2.3;1.4;1.1;0.9;;1.71;16.3;16.3;
624;Herkomstgroepering:niet-west.allochtonen;2002 jaarcijfer*;7.1;7.1;;7.1;1.1;1.9;1.0;1.1;1.9;;1.66;18.0;18.0;
625;Herkomstgroepering:niet-west.allochtonen;2003 1e kwartaal*;6.5;6.5;;6.5;1.4;2.2;1.2;1.0;0.7;;1.89;15.8;15.8;
626;Herkomstgroepering:niet-west.allochtonen;2003 2e kwartaal*;6.0;6.0;;6.0;1.1;2.0;1.2;1.1;0.7;;1.57;15.9;15.9;
627;Herkomstgroepering:niet-west.allochtonen;2003 3e kwartaal*;5.3;5.3;;5.3;0.9;1.7;1.0;1.0;0.7;;1.38;15.6;15.6;
628;Herkomstgroepering:niet-west.allochtonen;2003 4e kwartaal*;6.3;6.3;;6.3;1.2;2.0;1.2;1.1;0.8;;1.71;13.9;13.9;
629;Herkomstgroepering:niet-west.allochtonen;2003 jaarcijfer*;6.0;6.0;;6.0;1.1;1.7;0.8;0.8;1.7;;1.64;15.3;15.3;
630;Herkomstgroepering:niet-west.allochtonen;2004 1e kwartaal*;5.4;5.4;;5.4;1.0;1.6;0.9;0.8;1.2;;1.43;16.5;16.5;
631;Herkomstgroepering:niet-west.allochtonen;2004 2e kwartaal*;4.8;4.8;;4.8;0.8;1.4;0.8;0.7;1.0;;1.22;15.6;15.6;
632;Herkomstgroepering:niet-west.allochtonen;2004 3e kwartaal*;4.0;4.0;;4.0;0.6;1.2;0.7;0.7;0.7;;1.03;16.6;16.6;
633;Herkomstgroepering:niet-west.allochtonen;2004 4e kwartaal*;4.5;4.5;;4.5;0.9;1.6;1.0;0.6;0.4;;1.34;16.9;16.9;
634;Herkomstgroepering:niet-west.allochtonen;2004 jaarcijfer*;4.7;4.7;;4.7;0.8;1.5;0.9;0.7;0.8;;1.25;16.4;16.4;
635;Herkomstgroepering:niet-west.allochtonen;2005 1e kwartaal*;5.4;5.3;0.1;5.4;1.1;1.8;1.0;0.8;0.6;0.2;1.47;12.8;12.8;0.0
636;Herkomstgroepering:niet-west.allochtonen;2005 2e kwartaal*;4.6;4.5;0.1;4.6;0.8;1.4;0.9;0.7;0.6;0.3;1.1;15.2;15.0;0.2
637;Herkomstgroepering:niet-west.allochtonen;2005 3e kwartaal*;4.0;3.9;0.1;4.0;0.6;1.2;0.8;0.6;0.5;0.3;0.96;17.7;17.2;0.4
