ID;Vervoerstromen;Goederensoort;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
340;Aanvoer naar Nederland;16 Uitrusting en materiaal voor het v...;2022;4926.0
341;Aanvoer naar Nederland;16 Uitrusting en materiaal voor het v...;2023;4583.0
342;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2015;25.0
343;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2016;30.0
344;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2017;28.0
345;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2018;32.0
346;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2019;30.0
347;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2020;22.0
348;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2021;21.0
349;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2022;24.0
350;Aanvoer naar Nederland;17 Vervoerde goederen in het kader va...;2023;24.0
351;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2015;
352;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2016;
353;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2017;
354;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2018;
355;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2019;
356;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2020;
357;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2021;
358;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2022;
359;Aanvoer naar Nederland;18 Gegroepeerde goederen: diverse soo...;2023;
360;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2015;14799.0
361;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2016;15388.0
362;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2017;17476.0
363;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2018;16383.0
364;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2019;16824.0
365;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2020;15593.0
366;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2021;15265.0
367;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2022;15764.0
368;Aanvoer naar Nederland;19 Niet identificeerbare goederen: go...;2023;14715.0
369;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2015;48.0
370;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2016;51.0
371;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2017;50.0
372;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2018;58.0
373;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2019;59.0
374;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2020;58.0
375;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2021;64.0
376;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2022;66.0
377;Aanvoer naar Nederland;20 Overige goederen, n.e.g.;2023;56.0
378;Afvoer naar buitenland;Totaal goederen;2015;192299.0
379;Afvoer naar buitenland;Totaal goederen;2016;197954.0
380;Afvoer naar buitenland;Totaal goederen;2017;202986.0
381;Afvoer naar buitenland;Totaal goederen;2018;205120.0
382;Afvoer naar buitenland;Totaal goederen;2019;207159.0
383;Afvoer naar buitenland;Totaal goederen;2020;199698.0
384;Afvoer naar buitenland;Totaal goederen;2021;203501.0
385;Afvoer naar buitenland;Totaal goederen;2022;192603.0
386;Afvoer naar buitenland;Totaal goederen;2023;182808.0
387;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2015;4707.0
388;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2016;4163.0
389;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2017;5161.0
390;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2018;5788.0
391;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2019;6396.0
392;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2020;8581.0
393;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2021;9133.0
394;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2022;6334.0
395;Afvoer naar buitenland;01 Producten van de landbouw, jacht e...;2023;4990.0
396;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2015;3291.0
397;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2016;2859.0
398;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2017;3155.0
399;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2018;4767.0
400;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2019;6403.0
401;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2020;4608.0
402;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2021;5683.0
403;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2022;7583.0
404;Afvoer naar buitenland;"02 Steenkool en bruinkool; ruwe aardo...";2023;5751.0
405;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2015;5295.0
406;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2016;3939.0
407;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2017;4065.0
408;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2018;4632.0
409;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2019;5368.0
410;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2020;5158.0
411;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2021;5343.0
412;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2022;5999.0
413;Afvoer naar buitenland;03 Metaalertsen en andere delfstoffen...;2023;5923.0
414;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2015;15968.0
415;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2016;15239.0
416;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2017;16303.0
417;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2018;17274.0
418;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2019;17554.0
419;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2020;18098.0
420;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2021;19497.0
421;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2022;18373.0
422;Afvoer naar buitenland;04 Voedings- en genotmiddelen;2023;18108.0
423;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2015;961.0
424;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2016;1007.0
425;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2017;1036.0
426;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2018;1142.0
427;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2019;1130.0
428;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2020;1118.0
429;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2021;1200.0
430;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2022;1022.0
431;Afvoer naar buitenland;"05 Textiel en textielproducten; leder...";2023;976.0
432;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2015;6303.0
433;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2016;6479.0
434;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2017;8231.0
435;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2018;7674.0
436;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2019;8732.0
437;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2020;9078.0
438;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2021;7890.0
439;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2022;5642.0
440;Afvoer naar buitenland;06 Hout, hout- en kurkwaren (m.u.v. m...;2023;5280.0
441;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2015;64851.0
442;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2016;68548.0
443;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2017;51823.0
444;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2018;52580.0
445;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2019;53014.0
446;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2020;47660.0
447;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2021;46985.0
448;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2022;46467.0
449;Afvoer naar buitenland;07 Cokes en geraffineerde aardoliepro...;2023;44386.0
450;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2015;25194.0
451;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2016;28212.0
452;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2017;43202.0
453;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2018;41956.0
454;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2019;38474.0
455;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2020;38079.0
456;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2021;41161.0
457;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2022;32537.0
458;Afvoer naar buitenland;08 Chemische producten en synthetisch...;2023;33362.0
459;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2015;1546.0
460;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2016;1473.0
461;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2017;1892.0
462;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2018;2012.0
463;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2019;2009.0
464;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2020;1852.0
465;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2021;2396.0
466;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2022;2254.0
467;Afvoer naar buitenland;09 Overige niet-metaalhoudende minera...;2023;1743.0
468;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2015;7952.0
469;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2016;7315.0
470;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2017;8382.0
471;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2018;9120.0
472;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2019;8638.0
473;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2020;7978.0
474;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2021;7283.0
475;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2022;6678.0
476;Afvoer naar buitenland;"10 Metalen in primaire vorm; producte...";2023;8212.0
477;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2015;3411.0
478;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2016;3442.0
479;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2017;3757.0
480;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2018;4028.0
481;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2019;3979.0
482;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2020;3745.0
483;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2021;3809.0
484;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2022;3462.0
485;Afvoer naar buitenland;11 Machines, apparaten en werktuigen,...;2023;3235.0
486;Afvoer naar buitenland;12 Transportmiddelen;2015;2148.0
487;Afvoer naar buitenland;12 Transportmiddelen;2016;2206.0
488;Afvoer naar buitenland;12 Transportmiddelen;2017;2344.0
489;Afvoer naar buitenland;12 Transportmiddelen;2018;2237.0
490;Afvoer naar buitenland;12 Transportmiddelen;2019;2517.0
491;Afvoer naar buitenland;12 Transportmiddelen;2020;1779.0
492;Afvoer naar buitenland;12 Transportmiddelen;2021;2133.0
493;Afvoer naar buitenland;12 Transportmiddelen;2022;2132.0
494;Afvoer naar buitenland;12 Transportmiddelen;2023;2208.0
495;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2015;675.0
496;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2016;693.0
497;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2017;737.0
498;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2018;718.0
499;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2019;712.0
500;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2020;687.0
501;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2021;894.0
502;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2022;756.0
503;Afvoer naar buitenland;"13 Meubelen; overige industrieproduct...";2023;632.0
504;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2015;6944.0
505;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2016;7230.0
506;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2017;7521.0
507;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2018;7157.0
508;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2019;7097.0
509;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2020;7515.0
510;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2021;7734.0
511;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2022;7053.0
512;Afvoer naar buitenland;"14 Secundaire grondstoffen; gemeentel...";2023;8902.0
513;Afvoer naar buitenland;15 Brieven, pakketten;2015;1.0
514;Afvoer naar buitenland;15 Brieven, pakketten;2016;1.0
515;Afvoer naar buitenland;15 Brieven, pakketten;2017;2.0
516;Afvoer naar buitenland;15 Brieven, pakketten;2018;3.0
517;Afvoer naar buitenland;15 Brieven, pakketten;2019;5.0
518;Afvoer naar buitenland;15 Brieven, pakketten;2020;2.0
519;Afvoer naar buitenland;15 Brieven, pakketten;2021;2.0
520;Afvoer naar buitenland;15 Brieven, pakketten;2022;
521;Afvoer naar buitenland;15 Brieven, pakketten;2023;1.0
522;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2015;197.0
523;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2016;268.0
524;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2017;324.0
525;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2018;278.0
526;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2019;315.0
527;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2020;243.0
528;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2021;334.0
529;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2022;374.0
530;Afvoer naar buitenland;16 Uitrusting en materiaal voor het v...;2023;261.0
531;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2015;15.0
532;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2016;13.0
533;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2017;10.0
534;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2018;13.0
535;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2019;10.0
536;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2020;10.0
537;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2021;10.0
538;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2022;9.0
539;Afvoer naar buitenland;17 Vervoerde goederen in het kader va...;2023;8.0
540;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2015;
541;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2016;
542;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2017;
543;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2018;
544;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2019;
545;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2020;
546;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2021;
547;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2022;
548;Afvoer naar buitenland;18 Gegroepeerde goederen: diverse soo...;2023;
549;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2015;42777.0
550;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2016;44804.0
551;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2017;44977.0
552;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2018;43674.0
553;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2019;44737.0
554;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2020;43444.0
555;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2021;41940.0
556;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2022;45851.0
557;Afvoer naar buitenland;19 Niet identificeerbare goederen: go...;2023;38762.0
558;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2015;61.0
559;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2016;64.0
560;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2017;65.0
561;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2018;67.0
562;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2019;69.0
563;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2020;63.0
564;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2021;73.0
565;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2022;75.0
566;Afvoer naar buitenland;20 Overige goederen, n.e.g.;2023;69.0
