ID;Sterklassen;Perioden;ZakelijkeOvernachtingen_1
589;Amsterdamse hotels zonder ster;2014 3e kwartaal;150
590;Amsterdamse hotels zonder ster;2014 oktober;50
591;Amsterdamse hotels zonder ster;2014 november;40
592;Amsterdamse hotels zonder ster;2014 december;30
593;Amsterdamse hotels zonder ster;2014 4e kwartaal;120
594;Amsterdamse hotels zonder ster;2014;560
595;Amsterdamse hotels zonder ster;2015 januari;40
596;Amsterdamse hotels zonder ster;2015 februari;40
597;Amsterdamse hotels zonder ster;2015 maart;40
598;Amsterdamse hotels zonder ster;2015 1e kwartaal;120
599;Amsterdamse hotels zonder ster;2015 april;40
600;Amsterdamse hotels zonder ster;2015 mei;60
601;Amsterdamse hotels zonder ster;2015 juni;50
602;Amsterdamse hotels zonder ster;2015 2e kwartaal;150
603;Amsterdamse hotels zonder ster;2015 juli;40
604;Amsterdamse hotels zonder ster;2015 augustus;50
605;Amsterdamse hotels zonder ster;2015 september;50
606;Amsterdamse hotels zonder ster;2015 3e kwartaal;150
607;Amsterdamse hotels zonder ster;2015 oktober;50
608;Amsterdamse hotels zonder ster;2015 november;30
609;Amsterdamse hotels zonder ster;2015 december;40
610;Amsterdamse hotels zonder ster;2015 4e kwartaal;120
611;Amsterdamse hotels zonder ster;2015;530
612;Amsterdamse hotels met 1 ster;2012 januari;0
613;Amsterdamse hotels met 1 ster;2012 februari;0
614;Amsterdamse hotels met 1 ster;2012 maart;0
615;Amsterdamse hotels met 1 ster;2012 1e kwartaal;10
616;Amsterdamse hotels met 1 ster;2012 april;0
617;Amsterdamse hotels met 1 ster;2012 mei;10
618;Amsterdamse hotels met 1 ster;2012 juni;0
619;Amsterdamse hotels met 1 ster;2012 2e kwartaal;10
620;Amsterdamse hotels met 1 ster;2012 juli;0
621;Amsterdamse hotels met 1 ster;2012 augustus;0
622;Amsterdamse hotels met 1 ster;2012 september;0
623;Amsterdamse hotels met 1 ster;2012 3e kwartaal;10
624;Amsterdamse hotels met 1 ster;2012 oktober;0
625;Amsterdamse hotels met 1 ster;2012 november;0
626;Amsterdamse hotels met 1 ster;2012 december;0
627;Amsterdamse hotels met 1 ster;2012 4e kwartaal;10
628;Amsterdamse hotels met 1 ster;2012;30
629;Amsterdamse hotels met 1 ster;2013 januari;0
630;Amsterdamse hotels met 1 ster;2013 februari;10
631;Amsterdamse hotels met 1 ster;2013 maart;0
632;Amsterdamse hotels met 1 ster;2013 1e kwartaal;10
633;Amsterdamse hotels met 1 ster;2013 april;10
634;Amsterdamse hotels met 1 ster;2013 mei;10
635;Amsterdamse hotels met 1 ster;2013 juni;10
636;Amsterdamse hotels met 1 ster;2013 2e kwartaal;20
637;Amsterdamse hotels met 1 ster;2013 juli;10
638;Amsterdamse hotels met 1 ster;2013 augustus;10
639;Amsterdamse hotels met 1 ster;2013 september;10
640;Amsterdamse hotels met 1 ster;2013 3e kwartaal;20
641;Amsterdamse hotels met 1 ster;2013 oktober;10
642;Amsterdamse hotels met 1 ster;2013 november;0
643;Amsterdamse hotels met 1 ster;2013 december;0
644;Amsterdamse hotels met 1 ster;2013 4e kwartaal;10
645;Amsterdamse hotels met 1 ster;2013;60
646;Amsterdamse hotels met 1 ster;2014 januari;0
647;Amsterdamse hotels met 1 ster;2014 februari;0
648;Amsterdamse hotels met 1 ster;2014 maart;0
649;Amsterdamse hotels met 1 ster;2014 1e kwartaal;10
650;Amsterdamse hotels met 1 ster;2014 april;0
651;Amsterdamse hotels met 1 ster;2014 mei;0
652;Amsterdamse hotels met 1 ster;2014 juni;0
653;Amsterdamse hotels met 1 ster;2014 2e kwartaal;10
654;Amsterdamse hotels met 1 ster;2014 juli;0
655;Amsterdamse hotels met 1 ster;2014 augustus;0
656;Amsterdamse hotels met 1 ster;2014 september;10
657;Amsterdamse hotels met 1 ster;2014 3e kwartaal;10
658;Amsterdamse hotels met 1 ster;2014 oktober;0
659;Amsterdamse hotels met 1 ster;2014 november;0
660;Amsterdamse hotels met 1 ster;2014 december;0
661;Amsterdamse hotels met 1 ster;2014 4e kwartaal;10
662;Amsterdamse hotels met 1 ster;2014;40
663;Amsterdamse hotels met 1 ster;2015 januari;0
664;Amsterdamse hotels met 1 ster;2015 februari;0
665;Amsterdamse hotels met 1 ster;2015 maart;0
666;Amsterdamse hotels met 1 ster;2015 1e kwartaal;10
667;Amsterdamse hotels met 1 ster;2015 april;10
668;Amsterdamse hotels met 1 ster;2015 mei;10
669;Amsterdamse hotels met 1 ster;2015 juni;0
670;Amsterdamse hotels met 1 ster;2015 2e kwartaal;20
671;Amsterdamse hotels met 1 ster;2015 juli;10
672;Amsterdamse hotels met 1 ster;2015 augustus;0
673;Amsterdamse hotels met 1 ster;2015 september;10
674;Amsterdamse hotels met 1 ster;2015 3e kwartaal;20
675;Amsterdamse hotels met 1 ster;2015 oktober;0
676;Amsterdamse hotels met 1 ster;2015 november;0
677;Amsterdamse hotels met 1 ster;2015 december;0
678;Amsterdamse hotels met 1 ster;2015 4e kwartaal;10
679;Amsterdamse hotels met 1 ster;2015;60
680;Amsterdamse hotels met 2 sterren;2012 januari;20
681;Amsterdamse hotels met 2 sterren;2012 februari;20
682;Amsterdamse hotels met 2 sterren;2012 maart;10
683;Amsterdamse hotels met 2 sterren;2012 1e kwartaal;50
684;Amsterdamse hotels met 2 sterren;2012 april;10
685;Amsterdamse hotels met 2 sterren;2012 mei;10
686;Amsterdamse hotels met 2 sterren;2012 juni;20
687;Amsterdamse hotels met 2 sterren;2012 2e kwartaal;40
688;Amsterdamse hotels met 2 sterren;2012 juli;10
689;Amsterdamse hotels met 2 sterren;2012 augustus;20
690;Amsterdamse hotels met 2 sterren;2012 september;30
691;Amsterdamse hotels met 2 sterren;2012 3e kwartaal;60
692;Amsterdamse hotels met 2 sterren;2012 oktober;30
693;Amsterdamse hotels met 2 sterren;2012 november;20
694;Amsterdamse hotels met 2 sterren;2012 december;10
695;Amsterdamse hotels met 2 sterren;2012 4e kwartaal;60
696;Amsterdamse hotels met 2 sterren;2012;200
697;Amsterdamse hotels met 2 sterren;2013 januari;10
698;Amsterdamse hotels met 2 sterren;2013 februari;10
699;Amsterdamse hotels met 2 sterren;2013 maart;10
700;Amsterdamse hotels met 2 sterren;2013 1e kwartaal;30
701;Amsterdamse hotels met 2 sterren;2013 april;20
702;Amsterdamse hotels met 2 sterren;2013 mei;20
703;Amsterdamse hotels met 2 sterren;2013 juni;10
704;Amsterdamse hotels met 2 sterren;2013 2e kwartaal;50
705;Amsterdamse hotels met 2 sterren;2013 juli;20
706;Amsterdamse hotels met 2 sterren;2013 augustus;20
707;Amsterdamse hotels met 2 sterren;2013 september;20
708;Amsterdamse hotels met 2 sterren;2013 3e kwartaal;70
709;Amsterdamse hotels met 2 sterren;2013 oktober;10
710;Amsterdamse hotels met 2 sterren;2013 november;10
711;Amsterdamse hotels met 2 sterren;2013 december;10
712;Amsterdamse hotels met 2 sterren;2013 4e kwartaal;30
713;Amsterdamse hotels met 2 sterren;2013;170
714;Amsterdamse hotels met 2 sterren;2014 januari;10
715;Amsterdamse hotels met 2 sterren;2014 februari;10
716;Amsterdamse hotels met 2 sterren;2014 maart;10
717;Amsterdamse hotels met 2 sterren;2014 1e kwartaal;20
718;Amsterdamse hotels met 2 sterren;2014 april;10
719;Amsterdamse hotels met 2 sterren;2014 mei;10
720;Amsterdamse hotels met 2 sterren;2014 juni;10
721;Amsterdamse hotels met 2 sterren;2014 2e kwartaal;20
722;Amsterdamse hotels met 2 sterren;2014 juli;10
723;Amsterdamse hotels met 2 sterren;2014 augustus;10
724;Amsterdamse hotels met 2 sterren;2014 september;10
725;Amsterdamse hotels met 2 sterren;2014 3e kwartaal;30
726;Amsterdamse hotels met 2 sterren;2014 oktober;10
727;Amsterdamse hotels met 2 sterren;2014 november;10
728;Amsterdamse hotels met 2 sterren;2014 december;10
729;Amsterdamse hotels met 2 sterren;2014 4e kwartaal;30
730;Amsterdamse hotels met 2 sterren;2014;100
731;Amsterdamse hotels met 2 sterren;2015 januari;10
732;Amsterdamse hotels met 2 sterren;2015 februari;10
733;Amsterdamse hotels met 2 sterren;2015 maart;10
734;Amsterdamse hotels met 2 sterren;2015 1e kwartaal;30
735;Amsterdamse hotels met 2 sterren;2015 april;10
736;Amsterdamse hotels met 2 sterren;2015 mei;10
737;Amsterdamse hotels met 2 sterren;2015 juni;10
738;Amsterdamse hotels met 2 sterren;2015 2e kwartaal;30
739;Amsterdamse hotels met 2 sterren;2015 juli;10
740;Amsterdamse hotels met 2 sterren;2015 augustus;10
741;Amsterdamse hotels met 2 sterren;2015 september;10
742;Amsterdamse hotels met 2 sterren;2015 3e kwartaal;40
743;Amsterdamse hotels met 2 sterren;2015 oktober;10
744;Amsterdamse hotels met 2 sterren;2015 november;10
745;Amsterdamse hotels met 2 sterren;2015 december;10
746;Amsterdamse hotels met 2 sterren;2015 4e kwartaal;30
747;Amsterdamse hotels met 2 sterren;2015;130
748;Amsterdamse hotels met 3 sterren;2012 januari;50
749;Amsterdamse hotels met 3 sterren;2012 februari;50
750;Amsterdamse hotels met 3 sterren;2012 maart;80
751;Amsterdamse hotels met 3 sterren;2012 1e kwartaal;180
752;Amsterdamse hotels met 3 sterren;2012 april;100
753;Amsterdamse hotels met 3 sterren;2012 mei;100
754;Amsterdamse hotels met 3 sterren;2012 juni;90
755;Amsterdamse hotels met 3 sterren;2012 2e kwartaal;280
756;Amsterdamse hotels met 3 sterren;2012 juli;80
757;Amsterdamse hotels met 3 sterren;2012 augustus;80
758;Amsterdamse hotels met 3 sterren;2012 september;110
759;Amsterdamse hotels met 3 sterren;2012 3e kwartaal;260
760;Amsterdamse hotels met 3 sterren;2012 oktober;100
761;Amsterdamse hotels met 3 sterren;2012 november;90
762;Amsterdamse hotels met 3 sterren;2012 december;60
763;Amsterdamse hotels met 3 sterren;2012 4e kwartaal;250
764;Amsterdamse hotels met 3 sterren;2012;970
765;Amsterdamse hotels met 3 sterren;2013 januari;60
766;Amsterdamse hotels met 3 sterren;2013 februari;60
767;Amsterdamse hotels met 3 sterren;2013 maart;70
768;Amsterdamse hotels met 3 sterren;2013 1e kwartaal;190
769;Amsterdamse hotels met 3 sterren;2013 april;100
770;Amsterdamse hotels met 3 sterren;2013 mei;100
771;Amsterdamse hotels met 3 sterren;2013 juni;90
772;Amsterdamse hotels met 3 sterren;2013 2e kwartaal;290
773;Amsterdamse hotels met 3 sterren;2013 juli;100
774;Amsterdamse hotels met 3 sterren;2013 augustus;100
775;Amsterdamse hotels met 3 sterren;2013 september;120
776;Amsterdamse hotels met 3 sterren;2013 3e kwartaal;320
777;Amsterdamse hotels met 3 sterren;2013 oktober;110
778;Amsterdamse hotels met 3 sterren;2013 november;80
779;Amsterdamse hotels met 3 sterren;2013 december;60
780;Amsterdamse hotels met 3 sterren;2013 4e kwartaal;260
781;Amsterdamse hotels met 3 sterren;2013;1060
782;Amsterdamse hotels met 3 sterren;2014 januari;70
783;Amsterdamse hotels met 3 sterren;2014 februari;80
784;Amsterdamse hotels met 3 sterren;2014 maart;80
785;Amsterdamse hotels met 3 sterren;2014 1e kwartaal;240
786;Amsterdamse hotels met 3 sterren;2014 april;100
787;Amsterdamse hotels met 3 sterren;2014 mei;120
788;Amsterdamse hotels met 3 sterren;2014 juni;110
789;Amsterdamse hotels met 3 sterren;2014 2e kwartaal;330
790;Amsterdamse hotels met 3 sterren;2014 juli;90
791;Amsterdamse hotels met 3 sterren;2014 augustus;100
792;Amsterdamse hotels met 3 sterren;2014 september;130
793;Amsterdamse hotels met 3 sterren;2014 3e kwartaal;320
794;Amsterdamse hotels met 3 sterren;2014 oktober;120
795;Amsterdamse hotels met 3 sterren;2014 november;90
796;Amsterdamse hotels met 3 sterren;2014 december;60
797;Amsterdamse hotels met 3 sterren;2014 4e kwartaal;280
798;Amsterdamse hotels met 3 sterren;2014;1160
799;Amsterdamse hotels met 3 sterren;2015 januari;70
800;Amsterdamse hotels met 3 sterren;2015 februari;70
801;Amsterdamse hotels met 3 sterren;2015 maart;80
802;Amsterdamse hotels met 3 sterren;2015 1e kwartaal;220
803;Amsterdamse hotels met 3 sterren;2015 april;100
804;Amsterdamse hotels met 3 sterren;2015 mei;100
805;Amsterdamse hotels met 3 sterren;2015 juni;100
806;Amsterdamse hotels met 3 sterren;2015 2e kwartaal;300
807;Amsterdamse hotels met 3 sterren;2015 juli;80
808;Amsterdamse hotels met 3 sterren;2015 augustus;90
809;Amsterdamse hotels met 3 sterren;2015 september;110
810;Amsterdamse hotels met 3 sterren;2015 3e kwartaal;280
811;Amsterdamse hotels met 3 sterren;2015 oktober;110
812;Amsterdamse hotels met 3 sterren;2015 november;70
813;Amsterdamse hotels met 3 sterren;2015 december;60
814;Amsterdamse hotels met 3 sterren;2015 4e kwartaal;240
815;Amsterdamse hotels met 3 sterren;2015;1050
816;Amsterdamse hotels met 4 sterren;2012 januari;110
817;Amsterdamse hotels met 4 sterren;2012 februari;120
818;Amsterdamse hotels met 4 sterren;2012 maart;150
819;Amsterdamse hotels met 4 sterren;2012 1e kwartaal;370
820;Amsterdamse hotels met 4 sterren;2012 april;170
821;Amsterdamse hotels met 4 sterren;2012 mei;180
822;Amsterdamse hotels met 4 sterren;2012 juni;150
823;Amsterdamse hotels met 4 sterren;2012 2e kwartaal;500
824;Amsterdamse hotels met 4 sterren;2012 juli;130
825;Amsterdamse hotels met 4 sterren;2012 augustus;140
826;Amsterdamse hotels met 4 sterren;2012 september;160
827;Amsterdamse hotels met 4 sterren;2012 3e kwartaal;430
828;Amsterdamse hotels met 4 sterren;2012 oktober;160
829;Amsterdamse hotels met 4 sterren;2012 november;150
830;Amsterdamse hotels met 4 sterren;2012 december;120
831;Amsterdamse hotels met 4 sterren;2012 4e kwartaal;430
832;Amsterdamse hotels met 4 sterren;2012;1730
833;Amsterdamse hotels met 4 sterren;2013 januari;130
834;Amsterdamse hotels met 4 sterren;2013 februari;120
835;Amsterdamse hotels met 4 sterren;2013 maart;150
836;Amsterdamse hotels met 4 sterren;2013 1e kwartaal;390
837;Amsterdamse hotels met 4 sterren;2013 april;160
838;Amsterdamse hotels met 4 sterren;2013 mei;190
839;Amsterdamse hotels met 4 sterren;2013 juni;180
840;Amsterdamse hotels met 4 sterren;2013 2e kwartaal;530
841;Amsterdamse hotels met 4 sterren;2013 juli;150
842;Amsterdamse hotels met 4 sterren;2013 augustus;180
843;Amsterdamse hotels met 4 sterren;2013 september;190
844;Amsterdamse hotels met 4 sterren;2013 3e kwartaal;530
845;Amsterdamse hotels met 4 sterren;2013 oktober;190
846;Amsterdamse hotels met 4 sterren;2013 november;170
847;Amsterdamse hotels met 4 sterren;2013 december;130
848;Amsterdamse hotels met 4 sterren;2013 4e kwartaal;490
849;Amsterdamse hotels met 4 sterren;2013;1940
850;Amsterdamse hotels met 4 sterren;2014 januari;140
851;Amsterdamse hotels met 4 sterren;2014 februari;150
852;Amsterdamse hotels met 4 sterren;2014 maart;180
853;Amsterdamse hotels met 4 sterren;2014 1e kwartaal;470
854;Amsterdamse hotels met 4 sterren;2014 april;190
855;Amsterdamse hotels met 4 sterren;2014 mei;210
856;Amsterdamse hotels met 4 sterren;2014 juni;190
857;Amsterdamse hotels met 4 sterren;2014 2e kwartaal;590
858;Amsterdamse hotels met 4 sterren;2014 juli;160
859;Amsterdamse hotels met 4 sterren;2014 augustus;180
860;Amsterdamse hotels met 4 sterren;2014 september;190
861;Amsterdamse hotels met 4 sterren;2014 3e kwartaal;530
862;Amsterdamse hotels met 4 sterren;2014 oktober;220
863;Amsterdamse hotels met 4 sterren;2014 november;180
864;Amsterdamse hotels met 4 sterren;2014 december;150
865;Amsterdamse hotels met 4 sterren;2014 4e kwartaal;550
866;Amsterdamse hotels met 4 sterren;2014;2130
867;Amsterdamse hotels met 4 sterren;2015 januari;140
868;Amsterdamse hotels met 4 sterren;2015 februari;150
869;Amsterdamse hotels met 4 sterren;2015 maart;180
870;Amsterdamse hotels met 4 sterren;2015 1e kwartaal;480
871;Amsterdamse hotels met 4 sterren;2015 april;190
872;Amsterdamse hotels met 4 sterren;2015 mei;190
873;Amsterdamse hotels met 4 sterren;2015 juni;180
874;Amsterdamse hotels met 4 sterren;2015 2e kwartaal;570
875;Amsterdamse hotels met 4 sterren;2015 juli;170
876;Amsterdamse hotels met 4 sterren;2015 augustus;160
877;Amsterdamse hotels met 4 sterren;2015 september;200
878;Amsterdamse hotels met 4 sterren;2015 3e kwartaal;530
879;Amsterdamse hotels met 4 sterren;2015 oktober;220
880;Amsterdamse hotels met 4 sterren;2015 november;180
881;Amsterdamse hotels met 4 sterren;2015 december;130
882;Amsterdamse hotels met 4 sterren;2015 4e kwartaal;530
883;Amsterdamse hotels met 4 sterren;2015;2100
884;Amsterdamse hotels met 5 sterren;2012 januari;40
885;Amsterdamse hotels met 5 sterren;2012 februari;40
886;Amsterdamse hotels met 5 sterren;2012 maart;50
887;Amsterdamse hotels met 5 sterren;2012 1e kwartaal;120
888;Amsterdamse hotels met 5 sterren;2012 april;60
889;Amsterdamse hotels met 5 sterren;2012 mei;60
890;Amsterdamse hotels met 5 sterren;2012 juni;60
891;Amsterdamse hotels met 5 sterren;2012 2e kwartaal;180
892;Amsterdamse hotels met 5 sterren;2012 juli;60
893;Amsterdamse hotels met 5 sterren;2012 augustus;60
894;Amsterdamse hotels met 5 sterren;2012 september;60
895;Amsterdamse hotels met 5 sterren;2012 3e kwartaal;170
896;Amsterdamse hotels met 5 sterren;2012 oktober;60
897;Amsterdamse hotels met 5 sterren;2012 november;50
898;Amsterdamse hotels met 5 sterren;2012 december;40
899;Amsterdamse hotels met 5 sterren;2012 4e kwartaal;150
900;Amsterdamse hotels met 5 sterren;2012;620
901;Amsterdamse hotels met 5 sterren;2013 januari;40
902;Amsterdamse hotels met 5 sterren;2013 februari;40
903;Amsterdamse hotels met 5 sterren;2013 maart;50
904;Amsterdamse hotels met 5 sterren;2013 1e kwartaal;140
905;Amsterdamse hotels met 5 sterren;2013 april;60
906;Amsterdamse hotels met 5 sterren;2013 mei;70
907;Amsterdamse hotels met 5 sterren;2013 juni;70
908;Amsterdamse hotels met 5 sterren;2013 2e kwartaal;190
909;Amsterdamse hotels met 5 sterren;2013 juli;50
910;Amsterdamse hotels met 5 sterren;2013 augustus;60
911;Amsterdamse hotels met 5 sterren;2013 september;70
912;Amsterdamse hotels met 5 sterren;2013 3e kwartaal;170
913;Amsterdamse hotels met 5 sterren;2013 oktober;70
914;Amsterdamse hotels met 5 sterren;2013 november;60
915;Amsterdamse hotels met 5 sterren;2013 december;40
916;Amsterdamse hotels met 5 sterren;2013 4e kwartaal;170
917;Amsterdamse hotels met 5 sterren;2013;670
918;Amsterdamse hotels met 5 sterren;2014 januari;40
919;Amsterdamse hotels met 5 sterren;2014 februari;50
920;Amsterdamse hotels met 5 sterren;2014 maart;50
921;Amsterdamse hotels met 5 sterren;2014 1e kwartaal;140
922;Amsterdamse hotels met 5 sterren;2014 april;60
923;Amsterdamse hotels met 5 sterren;2014 mei;60
924;Amsterdamse hotels met 5 sterren;2014 juni;70
925;Amsterdamse hotels met 5 sterren;2014 2e kwartaal;180
926;Amsterdamse hotels met 5 sterren;2014 juli;50
927;Amsterdamse hotels met 5 sterren;2014 augustus;60
928;Amsterdamse hotels met 5 sterren;2014 september;60
929;Amsterdamse hotels met 5 sterren;2014 3e kwartaal;170
930;Amsterdamse hotels met 5 sterren;2014 oktober;70
931;Amsterdamse hotels met 5 sterren;2014 november;50
932;Amsterdamse hotels met 5 sterren;2014 december;40
933;Amsterdamse hotels met 5 sterren;2014 4e kwartaal;160
934;Amsterdamse hotels met 5 sterren;2014;660
935;Amsterdamse hotels met 5 sterren;2015 januari;40
936;Amsterdamse hotels met 5 sterren;2015 februari;40
937;Amsterdamse hotels met 5 sterren;2015 maart;50
938;Amsterdamse hotels met 5 sterren;2015 1e kwartaal;140
939;Amsterdamse hotels met 5 sterren;2015 april;50
940;Amsterdamse hotels met 5 sterren;2015 mei;60
941;Amsterdamse hotels met 5 sterren;2015 juni;60
942;Amsterdamse hotels met 5 sterren;2015 2e kwartaal;170
943;Amsterdamse hotels met 5 sterren;2015 juli;60
944;Amsterdamse hotels met 5 sterren;2015 augustus;50
945;Amsterdamse hotels met 5 sterren;2015 september;60
946;Amsterdamse hotels met 5 sterren;2015 3e kwartaal;170
947;Amsterdamse hotels met 5 sterren;2015 oktober;60
948;Amsterdamse hotels met 5 sterren;2015 november;50
949;Amsterdamse hotels met 5 sterren;2015 december;40
950;Amsterdamse hotels met 5 sterren;2015 4e kwartaal;150
951;Amsterdamse hotels met 5 sterren;2015;630
