ID;RegioS;TypeVerwarmingsinstallatie;Perioden;Woningen_1
7246;Elburg;Elektrisch verwarmd zonder gasverbruik;2021;2.7
7247;Elburg;Elektrisch verwarmd zonder gasverbruik;2022;4.5
7248;Elburg;Totaal zonder gasverbruik (ex. onbekend);2017;0.0
7249;Elburg;Totaal zonder gasverbruik (ex. onbekend);2018;0.3
7250;Elburg;Totaal zonder gasverbruik (ex. onbekend);2019;0.4
7251;Elburg;Totaal zonder gasverbruik (ex. onbekend);2020;0.8
7252;Elburg;Totaal zonder gasverbruik (ex. onbekend);2021;2.7
7253;Elburg;Totaal zonder gasverbruik (ex. onbekend);2022;4.5
7254;Elburg;Type installaties onbekend;2017;4.2
7255;Elburg;Type installaties onbekend;2018;4.4
7256;Elburg;Type installaties onbekend;2019;4.1
7257;Elburg;Type installaties onbekend;2020;3.6
7258;Elburg;Type installaties onbekend;2021;3.6
7259;Elburg;Type installaties onbekend;2022;3.9
7260;Emmen;Individuele cv;2017;93.8
7261;Emmen;Individuele cv;2018;93.4
7262;Emmen;Individuele cv;2019;92.5
7263;Emmen;Individuele cv;2020;92.3
7264;Emmen;Individuele cv;2021;92.1
7265;Emmen;Individuele cv;2022;91.0
7266;Emmen;Blokverwarming;2017;4.0
7267;Emmen;Blokverwarming;2018;4.1
7268;Emmen;Blokverwarming;2019;4.1
7269;Emmen;Blokverwarming;2020;4.2
7270;Emmen;Blokverwarming;2021;4.0
7271;Emmen;Blokverwarming;2022;3.7
7272;Emmen;Stadsverwarming met hoog gasverbruik;2017;0.0
7273;Emmen;Stadsverwarming met hoog gasverbruik;2018;0.0
7274;Emmen;Stadsverwarming met hoog gasverbruik;2019;0.0
7275;Emmen;Stadsverwarming met hoog gasverbruik;2020;0.0
7276;Emmen;Stadsverwarming met hoog gasverbruik;2021;0.0
7277;Emmen;Stadsverwarming met hoog gasverbruik;2022;0.0
7278;Emmen;Stadsverwarming met laag gasverbruik;2017;0.0
7279;Emmen;Stadsverwarming met laag gasverbruik;2018;0.0
7280;Emmen;Stadsverwarming met laag gasverbruik;2019;0.0
7281;Emmen;Stadsverwarming met laag gasverbruik;2020;0.0
7282;Emmen;Stadsverwarming met laag gasverbruik;2021;0.0
7283;Emmen;Stadsverwarming met laag gasverbruik;2022;0.0
7284;Emmen;Stadsverwarming zonder gasverbruik;2017;0.2
7285;Emmen;Stadsverwarming zonder gasverbruik;2018;0.2
7286;Emmen;Stadsverwarming zonder gasverbruik;2019;0.2
7287;Emmen;Stadsverwarming zonder gasverbruik;2020;0.2
7288;Emmen;Stadsverwarming zonder gasverbruik;2021;0.2
7289;Emmen;Stadsverwarming zonder gasverbruik;2022;0.2
7290;Emmen;Elektrisch verwarmd met hoog gasverbruik;2017;0.3
7291;Emmen;Elektrisch verwarmd met hoog gasverbruik;2018;0.4
7292;Emmen;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
7293;Emmen;Elektrisch verwarmd met hoog gasverbruik;2020;0.4
7294;Emmen;Elektrisch verwarmd met hoog gasverbruik;2021;0.5
7295;Emmen;Elektrisch verwarmd met hoog gasverbruik;2022;0.7
7296;Emmen;Elektrisch verwarmd met laag gasverbruik;2017;0.0
7297;Emmen;Elektrisch verwarmd met laag gasverbruik;2018;0.0
7298;Emmen;Elektrisch verwarmd met laag gasverbruik;2019;0.0
7299;Emmen;Elektrisch verwarmd met laag gasverbruik;2020;0.1
7300;Emmen;Elektrisch verwarmd met laag gasverbruik;2021;0.1
7301;Emmen;Elektrisch verwarmd met laag gasverbruik;2022;0.3
7302;Emmen;Elektrisch verwarmd zonder gasverbruik;2017;0.2
7303;Emmen;Elektrisch verwarmd zonder gasverbruik;2018;0.5
7304;Emmen;Elektrisch verwarmd zonder gasverbruik;2019;1.1
7305;Emmen;Elektrisch verwarmd zonder gasverbruik;2020;1.6
7306;Emmen;Elektrisch verwarmd zonder gasverbruik;2021;2.0
7307;Emmen;Elektrisch verwarmd zonder gasverbruik;2022;2.8
7308;Emmen;Totaal zonder gasverbruik (ex. onbekend);2017;0.4
7309;Emmen;Totaal zonder gasverbruik (ex. onbekend);2018;0.7
7310;Emmen;Totaal zonder gasverbruik (ex. onbekend);2019;1.3
7311;Emmen;Totaal zonder gasverbruik (ex. onbekend);2020;1.7
7312;Emmen;Totaal zonder gasverbruik (ex. onbekend);2021;2.2
7313;Emmen;Totaal zonder gasverbruik (ex. onbekend);2022;2.9
7314;Emmen;Type installaties onbekend;2017;1.5
7315;Emmen;Type installaties onbekend;2018;1.4
7316;Emmen;Type installaties onbekend;2019;1.6
7317;Emmen;Type installaties onbekend;2020;1.2
7318;Emmen;Type installaties onbekend;2021;1.1
7319;Emmen;Type installaties onbekend;2022;1.4
7320;Enkhuizen;Individuele cv;2017;93.6
7321;Enkhuizen;Individuele cv;2018;93.7
7322;Enkhuizen;Individuele cv;2019;93.7
7323;Enkhuizen;Individuele cv;2020;93.9
7324;Enkhuizen;Individuele cv;2021;93.5
7325;Enkhuizen;Individuele cv;2022;92.7
7326;Enkhuizen;Blokverwarming;2017;3.6
7327;Enkhuizen;Blokverwarming;2018;3.7
7328;Enkhuizen;Blokverwarming;2019;3.7
7329;Enkhuizen;Blokverwarming;2020;3.6
7330;Enkhuizen;Blokverwarming;2021;3.5
7331;Enkhuizen;Blokverwarming;2022;3.6
7332;Enkhuizen;Stadsverwarming met hoog gasverbruik;2017;0.0
7333;Enkhuizen;Stadsverwarming met hoog gasverbruik;2018;0.0
7334;Enkhuizen;Stadsverwarming met hoog gasverbruik;2019;0.0
7335;Enkhuizen;Stadsverwarming met hoog gasverbruik;2020;0.0
7336;Enkhuizen;Stadsverwarming met hoog gasverbruik;2021;0.0
7337;Enkhuizen;Stadsverwarming met hoog gasverbruik;2022;0.0
7338;Enkhuizen;Stadsverwarming met laag gasverbruik;2017;0.0
7339;Enkhuizen;Stadsverwarming met laag gasverbruik;2018;0.0
7340;Enkhuizen;Stadsverwarming met laag gasverbruik;2019;0.0
7341;Enkhuizen;Stadsverwarming met laag gasverbruik;2020;0.0
7342;Enkhuizen;Stadsverwarming met laag gasverbruik;2021;0.0
7343;Enkhuizen;Stadsverwarming met laag gasverbruik;2022;0.0
7344;Enkhuizen;Stadsverwarming zonder gasverbruik;2017;0.0
7345;Enkhuizen;Stadsverwarming zonder gasverbruik;2018;0.0
7346;Enkhuizen;Stadsverwarming zonder gasverbruik;2019;0.0
7347;Enkhuizen;Stadsverwarming zonder gasverbruik;2020;0.0
7348;Enkhuizen;Stadsverwarming zonder gasverbruik;2021;0.0
7349;Enkhuizen;Stadsverwarming zonder gasverbruik;2022;0.0
7350;Enkhuizen;Elektrisch verwarmd met hoog gasverbruik;2017;0.2
7351;Enkhuizen;Elektrisch verwarmd met hoog gasverbruik;2018;0.2
7352;Enkhuizen;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
7353;Enkhuizen;Elektrisch verwarmd met hoog gasverbruik;2020;0.5
7354;Enkhuizen;Elektrisch verwarmd met hoog gasverbruik;2021;0.5
7355;Enkhuizen;Elektrisch verwarmd met hoog gasverbruik;2022;0.6
7356;Enkhuizen;Elektrisch verwarmd met laag gasverbruik;2017;0.0
7357;Enkhuizen;Elektrisch verwarmd met laag gasverbruik;2018;0.0
7358;Enkhuizen;Elektrisch verwarmd met laag gasverbruik;2019;0.0
7359;Enkhuizen;Elektrisch verwarmd met laag gasverbruik;2020;0.0
7360;Enkhuizen;Elektrisch verwarmd met laag gasverbruik;2021;0.0
7361;Enkhuizen;Elektrisch verwarmd met laag gasverbruik;2022;0.1
7362;Enkhuizen;Elektrisch verwarmd zonder gasverbruik;2017;0.2
7363;Enkhuizen;Elektrisch verwarmd zonder gasverbruik;2018;0.3
7364;Enkhuizen;Elektrisch verwarmd zonder gasverbruik;2019;0.3
7365;Enkhuizen;Elektrisch verwarmd zonder gasverbruik;2020;0.4
7366;Enkhuizen;Elektrisch verwarmd zonder gasverbruik;2021;0.8
7367;Enkhuizen;Elektrisch verwarmd zonder gasverbruik;2022;1.0
7368;Enkhuizen;Totaal zonder gasverbruik (ex. onbekend);2017;0.2
7369;Enkhuizen;Totaal zonder gasverbruik (ex. onbekend);2018;0.3
7370;Enkhuizen;Totaal zonder gasverbruik (ex. onbekend);2019;0.3
7371;Enkhuizen;Totaal zonder gasverbruik (ex. onbekend);2020;0.4
7372;Enkhuizen;Totaal zonder gasverbruik (ex. onbekend);2021;0.8
7373;Enkhuizen;Totaal zonder gasverbruik (ex. onbekend);2022;1.0
7374;Enkhuizen;Type installaties onbekend;2017;2.4
7375;Enkhuizen;Type installaties onbekend;2018;2.1
7376;Enkhuizen;Type installaties onbekend;2019;1.9
7377;Enkhuizen;Type installaties onbekend;2020;1.5
7378;Enkhuizen;Type installaties onbekend;2021;1.6
7379;Enkhuizen;Type installaties onbekend;2022;2.2
7380;Enschede;Individuele cv;2017;73.3
7381;Enschede;Individuele cv;2018;75.1
7382;Enschede;Individuele cv;2019;74.3
7383;Enschede;Individuele cv;2020;73.7
7384;Enschede;Individuele cv;2021;73.5
7385;Enschede;Individuele cv;2022;72.9
7386;Enschede;Blokverwarming;2017;6.9
7387;Enschede;Blokverwarming;2018;7.0
7388;Enschede;Blokverwarming;2019;6.9
7389;Enschede;Blokverwarming;2020;6.7
7390;Enschede;Blokverwarming;2021;6.3
7391;Enschede;Blokverwarming;2022;6.1
7392;Enschede;Stadsverwarming met hoog gasverbruik;2017;2.0
7393;Enschede;Stadsverwarming met hoog gasverbruik;2018;1.8
7394;Enschede;Stadsverwarming met hoog gasverbruik;2019;1.8
7395;Enschede;Stadsverwarming met hoog gasverbruik;2020;1.9
7396;Enschede;Stadsverwarming met hoog gasverbruik;2021;1.8
7397;Enschede;Stadsverwarming met hoog gasverbruik;2022;1.7
7398;Enschede;Stadsverwarming met laag gasverbruik;2017;2.4
7399;Enschede;Stadsverwarming met laag gasverbruik;2018;2.2
7400;Enschede;Stadsverwarming met laag gasverbruik;2019;2.1
7401;Enschede;Stadsverwarming met laag gasverbruik;2020;2.2
7402;Enschede;Stadsverwarming met laag gasverbruik;2021;2.2
7403;Enschede;Stadsverwarming met laag gasverbruik;2022;2.3
7404;Enschede;Stadsverwarming zonder gasverbruik;2017;9.9
7405;Enschede;Stadsverwarming zonder gasverbruik;2018;10.6
7406;Enschede;Stadsverwarming zonder gasverbruik;2019;11.0
7407;Enschede;Stadsverwarming zonder gasverbruik;2020;11.1
7408;Enschede;Stadsverwarming zonder gasverbruik;2021;11.2
7409;Enschede;Stadsverwarming zonder gasverbruik;2022;11.3
7410;Enschede;Elektrisch verwarmd met hoog gasverbruik;2017;0.2
7411;Enschede;Elektrisch verwarmd met hoog gasverbruik;2018;0.4
7412;Enschede;Elektrisch verwarmd met hoog gasverbruik;2019;0.6
7413;Enschede;Elektrisch verwarmd met hoog gasverbruik;2020;1.3
7414;Enschede;Elektrisch verwarmd met hoog gasverbruik;2021;1.3
7415;Enschede;Elektrisch verwarmd met hoog gasverbruik;2022;1.4
7416;Enschede;Elektrisch verwarmd met laag gasverbruik;2017;0.2
7417;Enschede;Elektrisch verwarmd met laag gasverbruik;2018;0.0
7418;Enschede;Elektrisch verwarmd met laag gasverbruik;2019;0.0
7419;Enschede;Elektrisch verwarmd met laag gasverbruik;2020;0.0
7420;Enschede;Elektrisch verwarmd met laag gasverbruik;2021;0.0
7421;Enschede;Elektrisch verwarmd met laag gasverbruik;2022;0.1
7422;Enschede;Elektrisch verwarmd zonder gasverbruik;2017;0.1
7423;Enschede;Elektrisch verwarmd zonder gasverbruik;2018;0.3
7424;Enschede;Elektrisch verwarmd zonder gasverbruik;2019;0.5
7425;Enschede;Elektrisch verwarmd zonder gasverbruik;2020;0.8
7426;Enschede;Elektrisch verwarmd zonder gasverbruik;2021;1.2
7427;Enschede;Elektrisch verwarmd zonder gasverbruik;2022;1.5
7428;Enschede;Totaal zonder gasverbruik (ex. onbekend);2017;1.0
7429;Enschede;Totaal zonder gasverbruik (ex. onbekend);2018;10.9
7430;Enschede;Totaal zonder gasverbruik (ex. onbekend);2019;11.5
7431;Enschede;Totaal zonder gasverbruik (ex. onbekend);2020;11.9
7432;Enschede;Totaal zonder gasverbruik (ex. onbekend);2021;12.3
7433;Enschede;Totaal zonder gasverbruik (ex. onbekend);2022;12.9
7434;Enschede;Type installaties onbekend;2017;5.1
7435;Enschede;Type installaties onbekend;2018;2.6
7436;Enschede;Type installaties onbekend;2019;2.8
7437;Enschede;Type installaties onbekend;2020;2.3
7438;Enschede;Type installaties onbekend;2021;2.5
7439;Enschede;Type installaties onbekend;2022;2.6
7440;Epe;Individuele cv;2017;90.1
7441;Epe;Individuele cv;2018;90.1
7442;Epe;Individuele cv;2019;89.8
7443;Epe;Individuele cv;2020;89.4
7444;Epe;Individuele cv;2021;90.2
7445;Epe;Individuele cv;2022;90.0
7446;Epe;Blokverwarming;2017;6.9
7447;Epe;Blokverwarming;2018;6.9
7448;Epe;Blokverwarming;2019;6.9
7449;Epe;Blokverwarming;2020;6.9
7450;Epe;Blokverwarming;2021;4.8
7451;Epe;Blokverwarming;2022;4.0
7452;Epe;Stadsverwarming met hoog gasverbruik;2017;0.0
7453;Epe;Stadsverwarming met hoog gasverbruik;2018;0.0
7454;Epe;Stadsverwarming met hoog gasverbruik;2019;0.0
7455;Epe;Stadsverwarming met hoog gasverbruik;2020;0.0
7456;Epe;Stadsverwarming met hoog gasverbruik;2021;0.0
7457;Epe;Stadsverwarming met hoog gasverbruik;2022;0.0
7458;Epe;Stadsverwarming met laag gasverbruik;2017;0.0
7459;Epe;Stadsverwarming met laag gasverbruik;2018;0.0
7460;Epe;Stadsverwarming met laag gasverbruik;2019;0.0
7461;Epe;Stadsverwarming met laag gasverbruik;2020;0.0
7462;Epe;Stadsverwarming met laag gasverbruik;2021;0.0
7463;Epe;Stadsverwarming met laag gasverbruik;2022;0.0
7464;Epe;Stadsverwarming zonder gasverbruik;2017;0.0
7465;Epe;Stadsverwarming zonder gasverbruik;2018;0.0
7466;Epe;Stadsverwarming zonder gasverbruik;2019;0.0
7467;Epe;Stadsverwarming zonder gasverbruik;2020;0.0
7468;Epe;Stadsverwarming zonder gasverbruik;2021;0.0
7469;Epe;Stadsverwarming zonder gasverbruik;2022;0.0
7470;Epe;Elektrisch verwarmd met hoog gasverbruik;2017;0.1
7471;Epe;Elektrisch verwarmd met hoog gasverbruik;2018;0.1
7472;Epe;Elektrisch verwarmd met hoog gasverbruik;2019;0.2
7473;Epe;Elektrisch verwarmd met hoog gasverbruik;2020;0.3
7474;Epe;Elektrisch verwarmd met hoog gasverbruik;2021;0.5
7475;Epe;Elektrisch verwarmd met hoog gasverbruik;2022;0.6
7476;Epe;Elektrisch verwarmd met laag gasverbruik;2017;0.0
7477;Epe;Elektrisch verwarmd met laag gasverbruik;2018;0.0
7478;Epe;Elektrisch verwarmd met laag gasverbruik;2019;0.1
7479;Epe;Elektrisch verwarmd met laag gasverbruik;2020;0.1
7480;Epe;Elektrisch verwarmd met laag gasverbruik;2021;0.1
7481;Epe;Elektrisch verwarmd met laag gasverbruik;2022;0.1
7482;Epe;Elektrisch verwarmd zonder gasverbruik;2017;0.5
7483;Epe;Elektrisch verwarmd zonder gasverbruik;2018;0.5
7484;Epe;Elektrisch verwarmd zonder gasverbruik;2019;0.7
7485;Epe;Elektrisch verwarmd zonder gasverbruik;2020;1.4
7486;Epe;Elektrisch verwarmd zonder gasverbruik;2021;2.3
7487;Epe;Elektrisch verwarmd zonder gasverbruik;2022;2.7
7488;Epe;Totaal zonder gasverbruik (ex. onbekend);2017;0.5
7489;Epe;Totaal zonder gasverbruik (ex. onbekend);2018;0.5
7490;Epe;Totaal zonder gasverbruik (ex. onbekend);2019;0.7
7491;Epe;Totaal zonder gasverbruik (ex. onbekend);2020;1.4
7492;Epe;Totaal zonder gasverbruik (ex. onbekend);2021;2.3
7493;Epe;Totaal zonder gasverbruik (ex. onbekend);2022;2.7
7494;Epe;Type installaties onbekend;2017;2.4
7495;Epe;Type installaties onbekend;2018;2.3
7496;Epe;Type installaties onbekend;2019;2.3
7497;Epe;Type installaties onbekend;2020;1.9
7498;Epe;Type installaties onbekend;2021;2.1
7499;Epe;Type installaties onbekend;2022;2.5
7500;Ermelo;Individuele cv;2017;91.5
7501;Ermelo;Individuele cv;2018;91.0
7502;Ermelo;Individuele cv;2019;91.0
7503;Ermelo;Individuele cv;2020;90.7
7504;Ermelo;Individuele cv;2021;89.3
7505;Ermelo;Individuele cv;2022;88.8
7506;Ermelo;Blokverwarming;2017;1.6
7507;Ermelo;Blokverwarming;2018;1.7
7508;Ermelo;Blokverwarming;2019;1.7
7509;Ermelo;Blokverwarming;2020;2.8
7510;Ermelo;Blokverwarming;2021;2.7
7511;Ermelo;Blokverwarming;2022;2.5
7512;Ermelo;Stadsverwarming met hoog gasverbruik;2017;0.0
7513;Ermelo;Stadsverwarming met hoog gasverbruik;2018;0.0
7514;Ermelo;Stadsverwarming met hoog gasverbruik;2019;0.0
7515;Ermelo;Stadsverwarming met hoog gasverbruik;2020;0.0
7516;Ermelo;Stadsverwarming met hoog gasverbruik;2021;0.0
7517;Ermelo;Stadsverwarming met hoog gasverbruik;2022;0.0
7518;Ermelo;Stadsverwarming met laag gasverbruik;2017;0.0
7519;Ermelo;Stadsverwarming met laag gasverbruik;2018;0.0
7520;Ermelo;Stadsverwarming met laag gasverbruik;2019;0.0
7521;Ermelo;Stadsverwarming met laag gasverbruik;2020;0.0
7522;Ermelo;Stadsverwarming met laag gasverbruik;2021;0.0
7523;Ermelo;Stadsverwarming met laag gasverbruik;2022;0.0
7524;Ermelo;Stadsverwarming zonder gasverbruik;2017;0.0
7525;Ermelo;Stadsverwarming zonder gasverbruik;2018;0.0
7526;Ermelo;Stadsverwarming zonder gasverbruik;2019;0.0
7527;Ermelo;Stadsverwarming zonder gasverbruik;2020;0.0
7528;Ermelo;Stadsverwarming zonder gasverbruik;2021;0.0
7529;Ermelo;Stadsverwarming zonder gasverbruik;2022;0.0
7530;Ermelo;Elektrisch verwarmd met hoog gasverbruik;2017;0.2
7531;Ermelo;Elektrisch verwarmd met hoog gasverbruik;2018;0.3
7532;Ermelo;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
7533;Ermelo;Elektrisch verwarmd met hoog gasverbruik;2020;0.5
7534;Ermelo;Elektrisch verwarmd met hoog gasverbruik;2021;0.5
7535;Ermelo;Elektrisch verwarmd met hoog gasverbruik;2022;0.6
7536;Ermelo;Elektrisch verwarmd met laag gasverbruik;2017;0.0
7537;Ermelo;Elektrisch verwarmd met laag gasverbruik;2018;0.1
7538;Ermelo;Elektrisch verwarmd met laag gasverbruik;2019;0.1
7539;Ermelo;Elektrisch verwarmd met laag gasverbruik;2020;0.1
7540;Ermelo;Elektrisch verwarmd met laag gasverbruik;2021;0.1
7541;Ermelo;Elektrisch verwarmd met laag gasverbruik;2022;0.1
7542;Ermelo;Elektrisch verwarmd zonder gasverbruik;2017;0.5
7543;Ermelo;Elektrisch verwarmd zonder gasverbruik;2018;0.7
7544;Ermelo;Elektrisch verwarmd zonder gasverbruik;2019;0.9
7545;Ermelo;Elektrisch verwarmd zonder gasverbruik;2020;1.3
7546;Ermelo;Elektrisch verwarmd zonder gasverbruik;2021;2.8
7547;Ermelo;Elektrisch verwarmd zonder gasverbruik;2022;3.2
7548;Ermelo;Totaal zonder gasverbruik (ex. onbekend);2017;0.5
7549;Ermelo;Totaal zonder gasverbruik (ex. onbekend);2018;0.7
7550;Ermelo;Totaal zonder gasverbruik (ex. onbekend);2019;0.9
7551;Ermelo;Totaal zonder gasverbruik (ex. onbekend);2020;1.3
7552;Ermelo;Totaal zonder gasverbruik (ex. onbekend);2021;2.8
7553;Ermelo;Totaal zonder gasverbruik (ex. onbekend);2022;3.2
7554;Ermelo;Type installaties onbekend;2017;6.2
7555;Ermelo;Type installaties onbekend;2018;6.2
7556;Ermelo;Type installaties onbekend;2019;6.0
7557;Ermelo;Type installaties onbekend;2020;4.6
7558;Ermelo;Type installaties onbekend;2021;4.7
7559;Ermelo;Type installaties onbekend;2022;4.8
7560;Etten-Leur;Individuele cv;2017;87.8
7561;Etten-Leur;Individuele cv;2018;87.1
7562;Etten-Leur;Individuele cv;2019;86.9
7563;Etten-Leur;Individuele cv;2020;86.6
7564;Etten-Leur;Individuele cv;2021;86.4
7565;Etten-Leur;Individuele cv;2022;85.3
7566;Etten-Leur;Blokverwarming;2017;1.4
7567;Etten-Leur;Blokverwarming;2018;1.4
7568;Etten-Leur;Blokverwarming;2019;1.3
7569;Etten-Leur;Blokverwarming;2020;2.5
7570;Etten-Leur;Blokverwarming;2021;2.5
7571;Etten-Leur;Blokverwarming;2022;2.2
7572;Etten-Leur;Stadsverwarming met hoog gasverbruik;2017;0.0
7573;Etten-Leur;Stadsverwarming met hoog gasverbruik;2018;0.0
7574;Etten-Leur;Stadsverwarming met hoog gasverbruik;2019;0.0
7575;Etten-Leur;Stadsverwarming met hoog gasverbruik;2020;0.0
7576;Etten-Leur;Stadsverwarming met hoog gasverbruik;2021;0.0
7577;Etten-Leur;Stadsverwarming met hoog gasverbruik;2022;0.0
7578;Etten-Leur;Stadsverwarming met laag gasverbruik;2017;0.0
7579;Etten-Leur;Stadsverwarming met laag gasverbruik;2018;0.0
7580;Etten-Leur;Stadsverwarming met laag gasverbruik;2019;0.0
7581;Etten-Leur;Stadsverwarming met laag gasverbruik;2020;0.0
7582;Etten-Leur;Stadsverwarming met laag gasverbruik;2021;0.0
7583;Etten-Leur;Stadsverwarming met laag gasverbruik;2022;0.0
7584;Etten-Leur;Stadsverwarming zonder gasverbruik;2017;0.0
7585;Etten-Leur;Stadsverwarming zonder gasverbruik;2018;0.1
7586;Etten-Leur;Stadsverwarming zonder gasverbruik;2019;0.1
7587;Etten-Leur;Stadsverwarming zonder gasverbruik;2020;0.1
7588;Etten-Leur;Stadsverwarming zonder gasverbruik;2021;0.1
7589;Etten-Leur;Stadsverwarming zonder gasverbruik;2022;0.1
7590;Etten-Leur;Elektrisch verwarmd met hoog gasverbruik;2017;1.5
7591;Etten-Leur;Elektrisch verwarmd met hoog gasverbruik;2018;0.3
7592;Etten-Leur;Elektrisch verwarmd met hoog gasverbruik;2019;0.4
7593;Etten-Leur;Elektrisch verwarmd met hoog gasverbruik;2020;1.6
7594;Etten-Leur;Elektrisch verwarmd met hoog gasverbruik;2021;1.6
7595;Etten-Leur;Elektrisch verwarmd met hoog gasverbruik;2022;2.1
7596;Etten-Leur;Elektrisch verwarmd met laag gasverbruik;2017;0.0
7597;Etten-Leur;Elektrisch verwarmd met laag gasverbruik;2018;0.0
7598;Etten-Leur;Elektrisch verwarmd met laag gasverbruik;2019;0.0
7599;Etten-Leur;Elektrisch verwarmd met laag gasverbruik;2020;0.0
7600;Etten-Leur;Elektrisch verwarmd met laag gasverbruik;2021;0.1
7601;Etten-Leur;Elektrisch verwarmd met laag gasverbruik;2022;0.1
7602;Etten-Leur;Elektrisch verwarmd zonder gasverbruik;2017;2.0
7603;Etten-Leur;Elektrisch verwarmd zonder gasverbruik;2018;4.8
7604;Etten-Leur;Elektrisch verwarmd zonder gasverbruik;2019;5.3
7605;Etten-Leur;Elektrisch verwarmd zonder gasverbruik;2020;6.0
7606;Etten-Leur;Elektrisch verwarmd zonder gasverbruik;2021;6.3
7607;Etten-Leur;Elektrisch verwarmd zonder gasverbruik;2022;7.1
7608;Etten-Leur;Totaal zonder gasverbruik (ex. onbekend);2017;2.0
7609;Etten-Leur;Totaal zonder gasverbruik (ex. onbekend);2018;4.9
7610;Etten-Leur;Totaal zonder gasverbruik (ex. onbekend);2019;5.4
7611;Etten-Leur;Totaal zonder gasverbruik (ex. onbekend);2020;6.1
7612;Etten-Leur;Totaal zonder gasverbruik (ex. onbekend);2021;6.4
7613;Etten-Leur;Totaal zonder gasverbruik (ex. onbekend);2022;7.2
7614;Etten-Leur;Type installaties onbekend;2017;7.3
7615;Etten-Leur;Type installaties onbekend;2018;6.2
7616;Etten-Leur;Type installaties onbekend;2019;6.0
7617;Etten-Leur;Type installaties onbekend;2020;3.2
7618;Etten-Leur;Type installaties onbekend;2021;3.1
7619;Etten-Leur;Type installaties onbekend;2022;3.1
7620;Ferwerderadiel;Individuele cv;2017;94.7
7621;Ferwerderadiel;Individuele cv;2018;94.3
7622;Ferwerderadiel;Individuele cv;2019;
7623;Ferwerderadiel;Individuele cv;2020;
7624;Ferwerderadiel;Individuele cv;2021;
7625;Ferwerderadiel;Individuele cv;2022;
7626;Ferwerderadiel;Blokverwarming;2017;2.2
7627;Ferwerderadiel;Blokverwarming;2018;2.2
7628;Ferwerderadiel;Blokverwarming;2019;
7629;Ferwerderadiel;Blokverwarming;2020;
7630;Ferwerderadiel;Blokverwarming;2021;
7631;Ferwerderadiel;Blokverwarming;2022;
7632;Ferwerderadiel;Stadsverwarming met hoog gasverbruik;2017;0.0
7633;Ferwerderadiel;Stadsverwarming met hoog gasverbruik;2018;0.0
7634;Ferwerderadiel;Stadsverwarming met hoog gasverbruik;2019;
7635;Ferwerderadiel;Stadsverwarming met hoog gasverbruik;2020;
7636;Ferwerderadiel;Stadsverwarming met hoog gasverbruik;2021;
7637;Ferwerderadiel;Stadsverwarming met hoog gasverbruik;2022;
7638;Ferwerderadiel;Stadsverwarming met laag gasverbruik;2017;0.0
7639;Ferwerderadiel;Stadsverwarming met laag gasverbruik;2018;0.0
7640;Ferwerderadiel;Stadsverwarming met laag gasverbruik;2019;
7641;Ferwerderadiel;Stadsverwarming met laag gasverbruik;2020;
7642;Ferwerderadiel;Stadsverwarming met laag gasverbruik;2021;
7643;Ferwerderadiel;Stadsverwarming met laag gasverbruik;2022;
7644;Ferwerderadiel;Stadsverwarming zonder gasverbruik;2017;0.0
7645;Ferwerderadiel;Stadsverwarming zonder gasverbruik;2018;0.0
7646;Ferwerderadiel;Stadsverwarming zonder gasverbruik;2019;
7647;Ferwerderadiel;Stadsverwarming zonder gasverbruik;2020;
7648;Ferwerderadiel;Stadsverwarming zonder gasverbruik;2021;
7649;Ferwerderadiel;Stadsverwarming zonder gasverbruik;2022;
7650;Ferwerderadiel;Elektrisch verwarmd met hoog gasverbruik;2017;0.7
7651;Ferwerderadiel;Elektrisch verwarmd met hoog gasverbruik;2018;1.0
7652;Ferwerderadiel;Elektrisch verwarmd met hoog gasverbruik;2019;
7653;Ferwerderadiel;Elektrisch verwarmd met hoog gasverbruik;2020;
7654;Ferwerderadiel;Elektrisch verwarmd met hoog gasverbruik;2021;
7655;Ferwerderadiel;Elektrisch verwarmd met hoog gasverbruik;2022;
7656;Ferwerderadiel;Elektrisch verwarmd met laag gasverbruik;2017;0.3
7657;Ferwerderadiel;Elektrisch verwarmd met laag gasverbruik;2018;0.0
7658;Ferwerderadiel;Elektrisch verwarmd met laag gasverbruik;2019;
7659;Ferwerderadiel;Elektrisch verwarmd met laag gasverbruik;2020;
7660;Ferwerderadiel;Elektrisch verwarmd met laag gasverbruik;2021;
7661;Ferwerderadiel;Elektrisch verwarmd met laag gasverbruik;2022;
7662;Ferwerderadiel;Elektrisch verwarmd zonder gasverbruik;2017;0.0
7663;Ferwerderadiel;Elektrisch verwarmd zonder gasverbruik;2018;0.3
7664;Ferwerderadiel;Elektrisch verwarmd zonder gasverbruik;2019;
7665;Ferwerderadiel;Elektrisch verwarmd zonder gasverbruik;2020;
7666;Ferwerderadiel;Elektrisch verwarmd zonder gasverbruik;2021;
7667;Ferwerderadiel;Elektrisch verwarmd zonder gasverbruik;2022;
7668;Ferwerderadiel;Totaal zonder gasverbruik (ex. onbekend);2017;0.0
7669;Ferwerderadiel;Totaal zonder gasverbruik (ex. onbekend);2018;0.3
