ID;Beroepsniveau;BedrijfsgrootteSBI93;Perioden;TotaalAantalBanen_1;Voltijdbanen_2;BrutoUurloonAlleBanen_3;BrutoMaandloonAlleBanen_4;BrutoJaarloonAlleBanen_5;BrutoJaarloonVoltijdbanen_6
330;Hoger;85 Gezondheids- en welzijnzorg;2002;188.0;47.6;19.39;1927.0;25.2;36.4
331;Hoger;85 Gezondheids- en welzijnzorg;2003;;;;;;
332;Hoger;90-93,804 Cultuur en overige dienstv.;2002;64.7;26.2;20.92;2115.0;28.0;44.6
333;Hoger;90-93,804 Cultuur en overige dienstv.;2003;;;;;;
334;Hoger;15-16 Voedings- en genotmiddelenind.;2002;13.7;11.3;26.33;3379.0;45.2;52.6
335;Hoger;15-16 Voedings- en genotmiddelenind.;2003;;;;;;
336;Hoger;22 Grafische industrie;2002;;;;;;
337;Hoger;22 Grafische industrie;2003;;;;;;
338;Hoger;23-25 Aardolie- en chemische industrie;2002;13.6;11.0;25.82;3498.0;50.1;55.3
339;Hoger;23-25 Aardolie- en chemische industrie;2003;;;;;;
340;Hoger;27-35 Metaal- en elektrotechnische ind.;2002;47.6;44.0;24.16;3414.0;46.9;47.8
341;Hoger;27-35 Metaal- en elektrotechnische ind.;2003;;;;;;
342;Hoger;Rest industrie;2002;13.5;11.0;22.7;3073.0;41.5;45.0
343;Hoger;Rest industrie;2003;;;;;;
344;Hoger;50 Autohandel en - reparatie;2002;;6.3;;;;50.1
345;Hoger;50 Autohandel en - reparatie;2003;;;;;;
346;Hoger;51 Groothandel;2002;87.6;82.0;25.4;3642.0;47.7;48.9
347;Hoger;51 Groothandel;2003;;;;;;
348;Hoger;52 Detailhandel;2002;19.9;8.8;23.03;2297.0;29.8;51.5
349;Hoger;52 Detailhandel;2003;;;;;;
350;Hoger;60 Openbaar vervoer en wegvervoer;2002;;;;;;
351;Hoger;60 Openbaar vervoer en wegvervoer;2003;;;;;;
352;Hoger;61-64 Rest vervoer en communicatie;2002;41.9;34.7;24.05;3319.0;45.7;46.7
353;Hoger;61-64 Rest vervoer en communicatie;2003;;;;;;
354;Hoger;8511 Ziekenhuizen;2002;62.2;22.4;19.57;2127.0;28.5;36.1
355;Hoger;8511 Ziekenhuizen;2003;;;;;;
356;Hoger;8531 Verpleeg- en bejaardentehuizen;2002;50.4;11.0;18.31;1773.0;23.4;38.5
357;Hoger;8531 Verpleeg- en bejaardentehuizen;2003;;;;;;
358;Hoger;Rest gezondheids- en welzijnzorg;2002;75.4;14.1;19.96;1865.0;23.7;35.1
359;Hoger;Rest gezondheids- en welzijnzorg;2003;;;;;;
360;Wetenschappelijk;Totaal bedrijfsgrootte;2002;496.4;334.4;27.55;3521.0;47.4;54.9
361;Wetenschappelijk;Totaal bedrijfsgrootte;2003;;;;;;
362;Wetenschappelijk;Bedrijfsgrootte < 10 werknemers;2002;;;;;;
363;Wetenschappelijk;Bedrijfsgrootte < 10 werknemers;2003;;;;;;
364;Wetenschappelijk;Bedrijfsgrootte 10-99 werknemers;2002;77.5;51.5;23.42;3070.0;42.5;46.5
365;Wetenschappelijk;Bedrijfsgrootte 10-99 werknemers;2003;;;;;;
366;Wetenschappelijk;Bedrijfsgrootte >- 100 werknemers;2002;370.2;252.2;28.59;3653.0;49.2;56.8
367;Wetenschappelijk;Bedrijfsgrootte >- 100 werknemers;2003;;;;;;
368;Wetenschappelijk;SBI'93 totaal;2002;496.4;334.4;27.55;3521.0;47.4;54.9
369;Wetenschappelijk;SBI'93 totaal;2003;;;;;;
370;Wetenschappelijk;01-05 Landbouw en visserij;2002;;;;;;
371;Wetenschappelijk;01-05 Landbouw en visserij;2003;;;;;;
372;Wetenschappelijk;10-45 Industrie en bouwnijverheid;2002;41.5;37.4;27.98;3873.0;55.0;56.8
373;Wetenschappelijk;10-45 Industrie en bouwnijverheid;2003;;;;;;
374;Wetenschappelijk;50-74 Commerciële dienstverlening;2002;173.1;133.3;26.74;3633.0;50.0;55.2
375;Wetenschappelijk;50-74 Commerciële dienstverlening;2003;;;;;;
376;Wetenschappelijk;75-93 Niet-commerciële dienstverlening;2002;280.4;162.3;28.08;3402.0;44.7;54.3
377;Wetenschappelijk;75-93 Niet-commerciële dienstverlening;2003;;;;;;
378;Wetenschappelijk;01-05 Landbouw en visserij;2002;;;;;;
379;Wetenschappelijk;01-05 Landbouw en visserij;2003;;;;;;
380;Wetenschappelijk;10-14 Delftstoffenwinnig;2002;;;;;;67.2
381;Wetenschappelijk;10-14 Delftstoffenwinnig;2003;;;;;;
382;Wetenschappelijk;15-37 Industrie;2002;34.4;30.9;27.03;3735.0;53.8;55.8
383;Wetenschappelijk;15-37 Industrie;2003;;;;;;
384;Wetenschappelijk;40-41 Energie- en waterleidingbedrijven;2002;;;;;;
385;Wetenschappelijk;40-41 Energie- en waterleidingbedrijven;2003;;;;;;
386;Wetenschappelijk;45 Bouwnijverheid;2002;;;;;;
387;Wetenschappelijk;45 Bouwnijverheid;2003;;;;;;
388;Wetenschappelijk;50-52 Handel;2002;14.9;13.0;29.18;4125.0;59.1;62.9
389;Wetenschappelijk;50-52 Handel;2003;;;;;;
390;Wetenschappelijk;55 Horeca;2002;;;;;;
391;Wetenschappelijk;55 Horeca;2003;;;;;;
392;Wetenschappelijk;60-64 Vervoer en communicatie;2002;15.9;13.6;23.38;3216.0;42.9;44.1
393;Wetenschappelijk;60-64 Vervoer en communicatie;2003;;;;;;
394;Wetenschappelijk;65-67 Financiële instellingen;2002;17.1;15.2;32.82;4485.0;71.8;75.4
395;Wetenschappelijk;65-67 Financiële instellingen;2003;;;;;;
396;Wetenschappelijk;70-74 Zakelijke dienstverlening;2002;125.2;91.5;26.02;3512.0;46.9;52.4
397;Wetenschappelijk;70-74 Zakelijke dienstverlening;2003;;;;;;
398;Wetenschappelijk;75 Openbaar bestuur;2002;74.1;54.6;28.72;3711.0;48.6;54.0
399;Wetenschappelijk;75 Openbaar bestuur;2003;;;;;;
400;Wetenschappelijk;801-803 Gesubsidieerde onderwijs;2002;86.9;45.1;26.74;3134.0;41.4;53.5
401;Wetenschappelijk;801-803 Gesubsidieerde onderwijs;2003;;;;;;
402;Wetenschappelijk;85 Gezondheids- en welzijnzorg;2002;97.5;51.7;29.68;3541.0;46.3;56.3
403;Wetenschappelijk;85 Gezondheids- en welzijnzorg;2003;;;;;;
404;Wetenschappelijk;90-93,804 Cultuur en overige dienstv.;2002;21.8;10.9;23.72;2795.0;37.9;49.5
405;Wetenschappelijk;90-93,804 Cultuur en overige dienstv.;2003;;;;;;
406;Wetenschappelijk;15-16 Voedings- en genotmiddelenind.;2002;;;;;;
407;Wetenschappelijk;15-16 Voedings- en genotmiddelenind.;2003;;;;;;
408;Wetenschappelijk;22 Grafische industrie;2002;;;;;;
409;Wetenschappelijk;22 Grafische industrie;2003;;;;;;
410;Wetenschappelijk;23-25 Aardolie- en chemische industrie;2002;8.0;7.5;28.84;4139.0;61.7;63.5
411;Wetenschappelijk;23-25 Aardolie- en chemische industrie;2003;;;;;;
412;Wetenschappelijk;27-35 Metaal- en elektrotechnische ind.;2002;11.7;10.5;30.22;4199.0;60.2;61.5
413;Wetenschappelijk;27-35 Metaal- en elektrotechnische ind.;2003;;;;;;
414;Wetenschappelijk;Rest industrie;2002;;;;;;
415;Wetenschappelijk;Rest industrie;2003;;;;;;
416;Wetenschappelijk;50 Autohandel en - reparatie;2002;;;;;;
417;Wetenschappelijk;50 Autohandel en - reparatie;2003;;;;;;
418;Wetenschappelijk;51 Groothandel;2002;11.1;10.3;29.01;4206.0;61.8;63.3
419;Wetenschappelijk;51 Groothandel;2003;;;;;;
420;Wetenschappelijk;52 Detailhandel;2002;;;;;;
421;Wetenschappelijk;52 Detailhandel;2003;;;;;;
422;Wetenschappelijk;60 Openbaar vervoer en wegvervoer;2002;;;;;;
423;Wetenschappelijk;60 Openbaar vervoer en wegvervoer;2003;;;;;;
424;Wetenschappelijk;61-64 Rest vervoer en communicatie;2002;14.2;12.8;23.82;3342.0;44.4;44.6
425;Wetenschappelijk;61-64 Rest vervoer en communicatie;2003;;;;;;
426;Wetenschappelijk;8511 Ziekenhuizen;2002;39.3;22.1;31.33;3766.0;49.3;60.1
427;Wetenschappelijk;8511 Ziekenhuizen;2003;;;;;;
428;Wetenschappelijk;8531 Verpleeg- en bejaardentehuizen;2002;23.6;8.8;24.71;2863.0;37.8;48.5
429;Wetenschappelijk;8531 Verpleeg- en bejaardentehuizen;2003;;;;;;
430;Wetenschappelijk;Rest gezondheids- en welzijnzorg;2002;34.6;20.8;31.06;3748.0;48.6;55.6
431;Wetenschappelijk;Rest gezondheids- en welzijnzorg;2003;;;;;;
