ID;Energie;Perioden;Invoerwaarde_1;Uitvoerwaarde_2
1642;Elektriciteit;2009 september;54653.0;56657.0
1643;Elektriciteit;2009 oktober;54277.0;70035.0
1644;Elektriciteit;2009 november;62457.0;62205.0
1645;Elektriciteit;2009 december;61899.0;69191.0
1646;Elektriciteit;2009;915920.0;577885.0
1647;Elektriciteit;2010 januari;46774.0;68192.0
1648;Elektriciteit;2010 februari;34352.0;44013.0
1649;Elektriciteit;2010 maart;34455.0;55193.0
1650;Elektriciteit;2010 april;56430.0;27725.0
1651;Elektriciteit;2010 mei;77294.0;47320.0
1652;Elektriciteit;2010 juni;90573.0;33646.0
1653;Elektriciteit;2010 juli;102706.0;27083.0
1654;Elektriciteit;2010 augustus;96297.0;32779.0
1655;Elektriciteit;2010 september;68032.0;45052.0
1656;Elektriciteit;2010 oktober;41255.0;91221.0
1657;Elektriciteit;2010 november;61562.0;66395.0
1658;Elektriciteit;2010 december;91430.0;83190.0
1659;Elektriciteit;2010;801160.0;621809.0
1660;Elektriciteit;2011 januari;101464.0;52711.0
1661;Elektriciteit;2011 februari;66367.0;44836.0
1662;Elektriciteit;2011 maart;74915.0;51217.0
1663;Elektriciteit;2011 april;74847.0;32508.0
1664;Elektriciteit;2011 mei;61156.0;34757.0
1665;Elektriciteit;2011 juni;95424.0;17504.0
1666;Elektriciteit;2011 juli;93497.0;24156.0
1667;Elektriciteit;2011 augustus;87020.0;31325.0
1668;Elektriciteit;2011 september;74632.0;33811.0
1669;Elektriciteit;2011 oktober;55897.0;53796.0
1670;Elektriciteit;2011 november;43604.0;58103.0
1671;Elektriciteit;2011 december;66214.0;47128.0
1672;Elektriciteit;2011;895037.0;481852.0
1673;Elektriciteit;2012 januari;112560.0;58692.0
1674;Elektriciteit;2012 februari;88615.0;95608.0
1675;Elektriciteit;2012 maart;161347.0;83264.0
1676;Elektriciteit;2012 april;135347.0;66766.0
1677;Elektriciteit;2012 mei;168287.0;31902.0
1678;Elektriciteit;2012 juni;164498.0;44802.0
1679;Elektriciteit;2012 juli;163696.0;45858.0
1680;Elektriciteit;2012 augustus;150280.0;50248.0
1681;Elektriciteit;2012 september;143904.0;55080.0
1682;Elektriciteit;2012 oktober;150693.0;87210.0
1683;Elektriciteit;2012 november;150028.0;83835.0
1684;Elektriciteit;2012 december;161819.0;71296.0
1685;Elektriciteit;2012;1751074.0;774561.0
1686;Elektriciteit;2013 januari;152736.0;92892.0
1687;Elektriciteit;2013 februari;128211.0;90897.0
1688;Elektriciteit;2013 maart;154094.0;106959.0
1689;Elektriciteit;2013 april;131731.0;76116.0
1690;Elektriciteit;2013 mei;143364.0;52365.0
1691;Elektriciteit;2013 juni;160413.0;35720.0
1692;Elektriciteit;2013 juli;166665.0;42945.0
1693;Elektriciteit;2013 augustus;151731.0;41234.0
1694;Elektriciteit;2013 september;133564.0;45716.0
1695;Elektriciteit;2013 oktober;137820.0;55869.0
1696;Elektriciteit;2013 november;122067.0;59617.0
1697;Elektriciteit;2013 december;108290.0;64887.0
1698;Elektriciteit;2013;1690685.0;765218.0
1699;Elektriciteit;2014 januari;140108.0;63560.0
1700;Elektriciteit;2014 februari;125898.0;56442.0
1701;Elektriciteit;2014 maart;124428.0;62961.0
1702;Elektriciteit;2014 april;115017.0;82789.0
1703;Elektriciteit;2014 mei;123083.0;52764.0
1704;Elektriciteit;2014 juni;110088.0;56778.0
1705;Elektriciteit;2014 juli;124944.0;47571.0
1706;Elektriciteit;2014 augustus;101444.0;45288.0
1707;Elektriciteit;2014 september;100976.0;65042.0
1708;Elektriciteit;2014 oktober;111905.0;96750.0
1709;Elektriciteit;2014 november;116305.0;85782.0
1710;Elektriciteit;2014 december;107927.0;94147.0
1711;Elektriciteit;2014;1402123.0;809873.0
1712;Elektriciteit;2015 januari;100884.0;86655.0
1713;Elektriciteit;2015 februari;92045.0;102164.0
1714;Elektriciteit;2015 maart;102779.0;96167.0
1715;Elektriciteit;2015 april;91613.0;82383.0
1716;Elektriciteit;2015 mei;106053.0;46323.0
1717;Elektriciteit;2015 juni;123811.0;56399.0
1718;Elektriciteit;2015 juli;100398.0;61043.0
1719;Elektriciteit;2015 augustus;108103.0;63485.0
1720;Elektriciteit;2015 september;94740.0;107629.0
1721;Elektriciteit;2015 oktober;96529.0;118693.0
1722;Elektriciteit;2015 november;79831.0;82840.0
1723;Elektriciteit;2015 december;80192.0;75548.0
1724;Elektriciteit;2015;1176978.0;979330.0
1725;Elektriciteit;2016 januari;77388.0;51620.0
1726;Elektriciteit;2016 februari;71629.0;42573.0
1727;Elektriciteit;2016 maart;67432.0;48889.0
1728;Elektriciteit;2016 april;73651.0;48440.0
1729;Elektriciteit;2016 mei;80844.0;45713.0
1730;Elektriciteit;2016 juni;90016.0;37680.0
1731;Elektriciteit;2016 juli;84209.0;36075.0
1732;Elektriciteit;2016 augustus;70279.0;44825.0
1733;Elektriciteit;2016 september;60879.0;76189.0
1734;Elektriciteit;2016 oktober;64240.0;85829.0
1735;Elektriciteit;2016 november;66498.0;92530.0
1736;Elektriciteit;2016 december;66164.0;97365.0
1737;Elektriciteit;2016;873227.0;707730.0
1738;Elektriciteit;2017 januari;61471.0;131012.0
1739;Elektriciteit;2017 februari;52027.0;94482.0
1740;Elektriciteit;2017 maart;64469.0;85113.0
1741;Elektriciteit;2017 april;58089.0;81948.0
1742;Elektriciteit;2017 mei;72308.0;58434.0
1743;Elektriciteit;2017 juni;63353.0;51197.0
1744;Elektriciteit;2017 juli;52029.0;51309.0
1745;Elektriciteit;2017 augustus;72025.0;40151.0
1746;Elektriciteit;2017 september;71399.0;41845.0
1747;Elektriciteit;2017 oktober;62636.0;85381.0
1748;Elektriciteit;2017 november;46576.0;97412.0
1749;Elektriciteit;2017 december;65195.0;86950.0
1750;Elektriciteit;2017;741577.0;905236.0
1751;Elektriciteit;2018 januari;77024.0;75874.0
1752;Elektriciteit;2018 februari;65501.0;90544.0
1753;Elektriciteit;2018 maart;73505.0;72479.0
1754;Elektriciteit;2018 april;78111.0;55650.0
1755;Elektriciteit;2018 mei;98693.0;41261.0
1756;Elektriciteit;2018 juni;94181.0;48364.0
1757;Elektriciteit;2018 januari-juni;487015.0;384172.0
1758;Overige energiedragers;1996 januari;6622.0;5965.0
1759;Overige energiedragers;1996 februari;5818.0;7080.0
1760;Overige energiedragers;1996 maart;8149.0;7927.0
1761;Overige energiedragers;1996 april;9834.0;8769.0
1762;Overige energiedragers;1996 mei;9681.0;8630.0
1763;Overige energiedragers;1996 juni;9521.0;6625.0
1764;Overige energiedragers;1996 juli;7691.0;6684.0
1765;Overige energiedragers;1996 augustus;7551.0;6470.0
1766;Overige energiedragers;1996 september;10574.0;5257.0
1767;Overige energiedragers;1996 oktober;7209.0;5032.0
1768;Overige energiedragers;1996 november;8450.0;6083.0
1769;Overige energiedragers;1996 december;5456.0;5440.0
1770;Overige energiedragers;1996;96556.0;79962.0
1771;Overige energiedragers;1997 januari;4357.0;5660.0
1772;Overige energiedragers;1997 februari;11455.0;8316.0
1773;Overige energiedragers;1997 maart;11031.0;8847.0
1774;Overige energiedragers;1997 april;12958.0;9150.0
1775;Overige energiedragers;1997 mei;9506.0;8410.0
1776;Overige energiedragers;1997 juni;11337.0;7992.0
1777;Overige energiedragers;1997 juli;9618.0;7357.0
1778;Overige energiedragers;1997 augustus;10402.0;6115.0
1779;Overige energiedragers;1997 september;11133.0;6933.0
1780;Overige energiedragers;1997 oktober;11423.0;6496.0
1781;Overige energiedragers;1997 november;10682.0;6168.0
1782;Overige energiedragers;1997 december;8368.0;5939.0
1783;Overige energiedragers;1997;122270.0;87383.0
1784;Overige energiedragers;1998 januari;6832.0;7593.0
1785;Overige energiedragers;1998 februari;10406.0;7273.0
1786;Overige energiedragers;1998 maart;8641.0;10073.0
1787;Overige energiedragers;1998 april;11004.0;9380.0
1788;Overige energiedragers;1998 mei;10154.0;8639.0
1789;Overige energiedragers;1998 juni;10934.0;8677.0
1790;Overige energiedragers;1998 juli;10343.0;8303.0
1791;Overige energiedragers;1998 augustus;7189.0;6044.0
1792;Overige energiedragers;1998 september;7801.0;7257.0
1793;Overige energiedragers;1998 oktober;9115.0;7116.0
1794;Overige energiedragers;1998 november;8633.0;7280.0
1795;Overige energiedragers;1998 december;10267.0;8301.0
1796;Overige energiedragers;1998;111319.0;95936.0
1797;Overige energiedragers;1999 januari;;6845.0
1798;Overige energiedragers;1999 februari;;8232.0
1799;Overige energiedragers;1999 maart;;12396.0
1800;Overige energiedragers;1999 april;;10924.0
1801;Overige energiedragers;1999 mei;;9801.0
1802;Overige energiedragers;1999 juni;;10634.0
1803;Overige energiedragers;1999 juli;;8654.0
1804;Overige energiedragers;1999 augustus;;7260.0
1805;Overige energiedragers;1999 september;;8241.0
1806;Overige energiedragers;1999 oktober;;7614.0
1807;Overige energiedragers;1999 november;;8607.0
1808;Overige energiedragers;1999 december;;9129.0
1809;Overige energiedragers;1999;;108337.0
1810;Overige energiedragers;2000 januari;;9582.0
1811;Overige energiedragers;2000 februari;;11173.0
1812;Overige energiedragers;2000 maart;;14033.0
1813;Overige energiedragers;2000 april;;11559.0
1814;Overige energiedragers;2000 mei;;12928.0
1815;Overige energiedragers;2000 juni;;10874.0
1816;Overige energiedragers;2000 juli;;9262.0
1817;Overige energiedragers;2000 augustus;;8328.0
1818;Overige energiedragers;2000 september;;8522.0
1819;Overige energiedragers;2000 oktober;;8452.0
1820;Overige energiedragers;2000 november;;9947.0
1821;Overige energiedragers;2000 december;;8193.0
1822;Overige energiedragers;2000;;122853.0
1823;Overige energiedragers;2001 januari;;
1824;Overige energiedragers;2001 februari;;
1825;Overige energiedragers;2001 maart;;
1826;Overige energiedragers;2001 april;;
1827;Overige energiedragers;2001 mei;;
1828;Overige energiedragers;2001 juni;;
1829;Overige energiedragers;2001 juli;;
1830;Overige energiedragers;2001 augustus;;
1831;Overige energiedragers;2001 september;;
1832;Overige energiedragers;2001 oktober;;
1833;Overige energiedragers;2001 november;;
1834;Overige energiedragers;2001 december;;
1835;Overige energiedragers;2001;;
1836;Overige energiedragers;2002 januari;;
1837;Overige energiedragers;2002 februari;;
1838;Overige energiedragers;2002 maart;;
1839;Overige energiedragers;2002 april;;
1840;Overige energiedragers;2002 mei;;
1841;Overige energiedragers;2002 juni;;
1842;Overige energiedragers;2002 juli;;
1843;Overige energiedragers;2002 augustus;;
1844;Overige energiedragers;2002 september;;
1845;Overige energiedragers;2002 oktober;;
1846;Overige energiedragers;2002 november;;
1847;Overige energiedragers;2002 december;;
1848;Overige energiedragers;2002;;
1849;Overige energiedragers;2003 januari;;
1850;Overige energiedragers;2003 februari;;
1851;Overige energiedragers;2003 maart;;
1852;Overige energiedragers;2003 april;;
1853;Overige energiedragers;2003 mei;;
1854;Overige energiedragers;2003 juni;;
1855;Overige energiedragers;2003 juli;;
1856;Overige energiedragers;2003 augustus;;
1857;Overige energiedragers;2003 september;;
1858;Overige energiedragers;2003 oktober;;
1859;Overige energiedragers;2003 november;;
1860;Overige energiedragers;2003 december;;
1861;Overige energiedragers;2003;;
1862;Overige energiedragers;2004 januari;;
1863;Overige energiedragers;2004 februari;;
1864;Overige energiedragers;2004 maart;;
1865;Overige energiedragers;2004 april;;
1866;Overige energiedragers;2004 mei;;
1867;Overige energiedragers;2004 juni;;
1868;Overige energiedragers;2004 juli;;
1869;Overige energiedragers;2004 augustus;;
1870;Overige energiedragers;2004 september;;
1871;Overige energiedragers;2004 oktober;;
1872;Overige energiedragers;2004 november;;
1873;Overige energiedragers;2004 december;;
1874;Overige energiedragers;2004;;
1875;Overige energiedragers;2005 januari;;
1876;Overige energiedragers;2005 februari;;
1877;Overige energiedragers;2005 maart;;
1878;Overige energiedragers;2005 april;;
1879;Overige energiedragers;2005 mei;;
1880;Overige energiedragers;2005 juni;;
1881;Overige energiedragers;2005 juli;;
1882;Overige energiedragers;2005 augustus;;
1883;Overige energiedragers;2005 september;;
1884;Overige energiedragers;2005 oktober;;
1885;Overige energiedragers;2005 november;;
1886;Overige energiedragers;2005 december;;
1887;Overige energiedragers;2005;;
1888;Overige energiedragers;2006 januari;;
1889;Overige energiedragers;2006 februari;;
1890;Overige energiedragers;2006 maart;;
1891;Overige energiedragers;2006 april;;
1892;Overige energiedragers;2006 mei;;
1893;Overige energiedragers;2006 juni;;
1894;Overige energiedragers;2006 juli;;
1895;Overige energiedragers;2006 augustus;;
1896;Overige energiedragers;2006 september;;
1897;Overige energiedragers;2006 oktober;;
1898;Overige energiedragers;2006 november;;
1899;Overige energiedragers;2006 december;;
1900;Overige energiedragers;2006;;
1901;Overige energiedragers;2007 januari;;
1902;Overige energiedragers;2007 februari;;
1903;Overige energiedragers;2007 maart;;
1904;Overige energiedragers;2007 april;;
1905;Overige energiedragers;2007 mei;;
1906;Overige energiedragers;2007 juni;;
1907;Overige energiedragers;2007 juli;;
1908;Overige energiedragers;2007 augustus;;
1909;Overige energiedragers;2007 september;;
1910;Overige energiedragers;2007 oktober;;
1911;Overige energiedragers;2007 november;;
1912;Overige energiedragers;2007 december;;
1913;Overige energiedragers;2007;;
1914;Overige energiedragers;2008 januari;;
1915;Overige energiedragers;2008 februari;;
1916;Overige energiedragers;2008 maart;;
1917;Overige energiedragers;2008 april;;
1918;Overige energiedragers;2008 mei;;
1919;Overige energiedragers;2008 juni;;
1920;Overige energiedragers;2008 juli;;
1921;Overige energiedragers;2008 augustus;;
1922;Overige energiedragers;2008 september;;
1923;Overige energiedragers;2008 oktober;;
1924;Overige energiedragers;2008 november;;
1925;Overige energiedragers;2008 december;;
1926;Overige energiedragers;2008;;
1927;Overige energiedragers;2009 januari;;
1928;Overige energiedragers;2009 februari;;
1929;Overige energiedragers;2009 maart;;
1930;Overige energiedragers;2009 april;;
1931;Overige energiedragers;2009 mei;;
1932;Overige energiedragers;2009 juni;;
1933;Overige energiedragers;2009 juli;;
1934;Overige energiedragers;2009 augustus;;
1935;Overige energiedragers;2009 september;;
1936;Overige energiedragers;2009 oktober;;
1937;Overige energiedragers;2009 november;;
1938;Overige energiedragers;2009 december;;
1939;Overige energiedragers;2009;;
1940;Overige energiedragers;2010 januari;;
1941;Overige energiedragers;2010 februari;;
1942;Overige energiedragers;2010 maart;;
1943;Overige energiedragers;2010 april;;
1944;Overige energiedragers;2010 mei;;
1945;Overige energiedragers;2010 juni;;
1946;Overige energiedragers;2010 juli;;
1947;Overige energiedragers;2010 augustus;;
1948;Overige energiedragers;2010 september;;
1949;Overige energiedragers;2010 oktober;;
1950;Overige energiedragers;2010 november;;
1951;Overige energiedragers;2010 december;;
1952;Overige energiedragers;2010;;
1953;Overige energiedragers;2011 januari;;
1954;Overige energiedragers;2011 februari;;
1955;Overige energiedragers;2011 maart;;
1956;Overige energiedragers;2011 april;;
1957;Overige energiedragers;2011 mei;;
1958;Overige energiedragers;2011 juni;;
1959;Overige energiedragers;2011 juli;;
1960;Overige energiedragers;2011 augustus;;
1961;Overige energiedragers;2011 september;;
1962;Overige energiedragers;2011 oktober;;
1963;Overige energiedragers;2011 november;;
1964;Overige energiedragers;2011 december;;
1965;Overige energiedragers;2011;;
1966;Overige energiedragers;2012 januari;;
1967;Overige energiedragers;2012 februari;;
1968;Overige energiedragers;2012 maart;;
1969;Overige energiedragers;2012 april;;
1970;Overige energiedragers;2012 mei;;
1971;Overige energiedragers;2012 juni;;
1972;Overige energiedragers;2012 juli;;
1973;Overige energiedragers;2012 augustus;;
1974;Overige energiedragers;2012 september;;
1975;Overige energiedragers;2012 oktober;;
1976;Overige energiedragers;2012 november;;
1977;Overige energiedragers;2012 december;;
1978;Overige energiedragers;2012;;
1979;Overige energiedragers;2013 januari;;
1980;Overige energiedragers;2013 februari;;
1981;Overige energiedragers;2013 maart;;
1982;Overige energiedragers;2013 april;;
1983;Overige energiedragers;2013 mei;;
1984;Overige energiedragers;2013 juni;;
1985;Overige energiedragers;2013 juli;;
1986;Overige energiedragers;2013 augustus;;
1987;Overige energiedragers;2013 september;;
1988;Overige energiedragers;2013 oktober;;
1989;Overige energiedragers;2013 november;;
1990;Overige energiedragers;2013 december;;
1991;Overige energiedragers;2013;;
1992;Overige energiedragers;2014 januari;;
1993;Overige energiedragers;2014 februari;;
1994;Overige energiedragers;2014 maart;;
1995;Overige energiedragers;2014 april;;
1996;Overige energiedragers;2014 mei;;
1997;Overige energiedragers;2014 juni;;
1998;Overige energiedragers;2014 juli;;
1999;Overige energiedragers;2014 augustus;;
2000;Overige energiedragers;2014 september;;
2001;Overige energiedragers;2014 oktober;;
2002;Overige energiedragers;2014 november;;
2003;Overige energiedragers;2014 december;;
2004;Overige energiedragers;2014;;
2005;Overige energiedragers;2015 januari;;
2006;Overige energiedragers;2015 februari;;
2007;Overige energiedragers;2015 maart;;
2008;Overige energiedragers;2015 april;;
2009;Overige energiedragers;2015 mei;;
2010;Overige energiedragers;2015 juni;;
2011;Overige energiedragers;2015 juli;;
2012;Overige energiedragers;2015 augustus;;
2013;Overige energiedragers;2015 september;;
2014;Overige energiedragers;2015 oktober;;
2015;Overige energiedragers;2015 november;;
2016;Overige energiedragers;2015 december;;
2017;Overige energiedragers;2015;;
2018;Overige energiedragers;2016 januari;;
2019;Overige energiedragers;2016 februari;;
2020;Overige energiedragers;2016 maart;;
2021;Overige energiedragers;2016 april;;
2022;Overige energiedragers;2016 mei;;
2023;Overige energiedragers;2016 juni;;
2024;Overige energiedragers;2016 juli;;
2025;Overige energiedragers;2016 augustus;;
2026;Overige energiedragers;2016 september;;
2027;Overige energiedragers;2016 oktober;;
2028;Overige energiedragers;2016 november;;
2029;Overige energiedragers;2016 december;;
2030;Overige energiedragers;2016;;
2031;Overige energiedragers;2017 januari;;
2032;Overige energiedragers;2017 februari;;
2033;Overige energiedragers;2017 maart;;
2034;Overige energiedragers;2017 april;;
2035;Overige energiedragers;2017 mei;;
2036;Overige energiedragers;2017 juni;;
2037;Overige energiedragers;2017 juli;;
2038;Overige energiedragers;2017 augustus;;
2039;Overige energiedragers;2017 september;;
2040;Overige energiedragers;2017 oktober;;
2041;Overige energiedragers;2017 november;;
2042;Overige energiedragers;2017 december;;
2043;Overige energiedragers;2017;;
2044;Overige energiedragers;2018 januari;;
2045;Overige energiedragers;2018 februari;;
2046;Overige energiedragers;2018 maart;;
2047;Overige energiedragers;2018 april;;
2048;Overige energiedragers;2018 mei;;
2049;Overige energiedragers;2018 juni;;
2050;Overige energiedragers;2018 januari-juni;;
