ID;Leeftijd;RegioS;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instromers_4;Instromers_5;Uitstromers_6;Uitstromers_7;UitstromersNaarWerk_8;UitstromersNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkendenNaReIntegratie_11;WerkendenNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
954;15 jaar tot AOW-leeftijd;Midden-Holland (AM);145050;3720;25.5;1370;28.0;1130;23.0;550.0;11.0;1260.0;360.0;20.0;910.0;24.5;72.0;970.0;6.5
955;15 jaar tot AOW-leeftijd;Haaglanden (AM);542500;33300;61.5;10740;25.5;8410;20.0;3860.0;9.0;11780.0;3150.0;14.0;9830.0;29.5;83.5;3050.0;5.5
956;15 jaar tot AOW-leeftijd;Rijnmond (AM);872580;57060;65.5;16570;23.0;13980;19.5;6680.0;9.0;14710.0;4430.0;13.0;12110.0;21.0;82.5;5070.0;6.0
957;15 jaar tot AOW-leeftijd;Drechtsteden (AM);172810;7150;41.5;2370;26.0;1950;21.0;970.0;10.5;1120.0;430.0;25.0;790.0;11.0;70.5;1330.0;7.5
958;15 jaar tot AOW-leeftijd;Zeeland (AM);237570;7760;32.5;2740;27.5;2040;20.5;1100.0;11.0;3130.0;760.0;15.5;2410.0;31.0;77.0;2460.0;10.5
959;15 jaar tot AOW-leeftijd;West-Brabant (AM);441960;13940;31.5;4730;26.5;3680;20.5;1780.0;10.0;6080.0;1430.0;18.0;4610.0;33.0;76.0;4510.0;10.0
960;15 jaar tot AOW-leeftijd;Midden-Brabant (AM);303640;11330;37.5;4120;28.0;3140;21.5;1520.0;10.5;3080.0;760.0;19.5;2280.0;20.0;74.0;2900.0;9.5
961;15 jaar tot AOW-leeftijd;Noordoost-Brabant (AM);394080;10110;25.5;3710;27.5;3000;22.5;1590.0;12.0;3910.0;1070.0;17.0;3110.0;30.5;79.5;5650.0;14.5
962;15 jaar tot AOW-leeftijd;Zuidoost-Brabant (AM);334880;10640;32.0;3400;25.0;2600;19.5;1320.0;9.5;3430.0;1050.0;16.5;2910.0;27.5;85.0;3270.0;9.5
963;15 jaar tot AOW-leeftijd;Noord-Limburg (AM);176820;5740;32.5;2040;27.0;1740;23.0;990.0;13.0;1420.0;410.0;26.5;730.0;12.5;51.0;2270.0;13.0
964;15 jaar tot AOW-leeftijd;Zuid-Limburg (AM);392260;19290;49.0;5660;23.0;4750;19.5;2140.0;8.5;6790.0;1580.0;17.5;5160.0;27.0;76.0;6430.0;16.5
965;15 jaar tot AOW-leeftijd;Food Valley (AM);196700;5120;26.0;1740;26.5;1340;20.5;740.0;11.0;2850.0;670.0;21.0;2100.0;41.0;73.5;1190.0;6.0
966;15 jaar tot AOW-leeftijd;Helmond-De Peel (AM);161830;5190;32.0;1650;24.5;1410;21.0;720.0;11.0;1270.0;520.0;16.0;1060.0;20.5;83.5;1920.0;12.0
967;15 jaar tot AOW-leeftijd;Midden-Limburg (AM);151800;4800;31.5;1820;28.5;1380;21.5;680.0;10.5;3120.0;690.0;17.5;2560.0;53.5;82.0;1890.0;12.5
968;15 jaar tot AOW-leeftijd;Zuid-Holland Centraal (AM);230050;7130;31.0;2580;27.5;2180;23.0;1150.0;12.0;3860.0;1010.0;17.0;2830.0;39.5;73.5;790.0;3.5
969;15 jaar tot AOW-leeftijd;Gorinchem (AM);90970;1890;21.0;660;27.5;520;21.5;260.0;11.0;1060.0;260.0;18.0;910.0;48.0;85.5;600.0;6.5
970;AOW-leeftijd of ouder;Nederland;3040220;47850;15.5;7100;13.0;13960;25.5;;;;;;;;;;
971;AOW-leeftijd of ouder;Noord-Nederland (LD);336600;2290;7.0;420;17.5;760;31.0;;;;;;;;;;
972;AOW-leeftijd of ouder;Oost-Nederland (LD);631350;7830;12.5;1200;13.5;2050;23.0;;;;;;;;;;
973;AOW-leeftijd of ouder;West-Nederland (LD);1367060;30360;22.0;4200;12.0;7310;21.0;;;;;;;;;;
974;AOW-leeftijd of ouder;Zuid-Nederland (LD);705210;7330;10.5;1260;15.0;2210;26.0;;;;;;;;;;
975;AOW-leeftijd of ouder;Groningen (PV);105800;980;9.5;170;16.0;300;28.5;;;;;;;;;;
976;AOW-leeftijd of ouder;Friesland (PV);127080;740;6.0;140;18.0;260;33.5;;;;;;;;;;
977;AOW-leeftijd of ouder;Drenthe (PV);103720;570;5.5;110;18.5;200;33.0;;;;;;;;;;
978;AOW-leeftijd of ouder;Overijssel (PV);204190;2850;14.0;410;13.0;660;21.0;;;;;;;;;;
979;AOW-leeftijd of ouder;Flevoland (PV);49200;1160;23.5;150;11.0;240;18.5;;;;;;;;;;
980;AOW-leeftijd of ouder;Gelderland (PV);377960;3810;10.0;640;14.5;1150;26.5;;;;;;;;;;
981;AOW-leeftijd of ouder;Utrecht (PV);199460;3130;15.5;460;12.0;930;25.0;;;;;;;;;;
982;AOW-leeftijd of ouder;Noord-Holland (PV);468140;10700;23.0;1530;12.5;2660;22.0;;;;;;;;;;
983;AOW-leeftijd of ouder;Zuid-Holland (PV);616100;15880;26.0;2120;12.0;3530;19.5;;;;;;;;;;
984;AOW-leeftijd of ouder;Zeeland (PV);83360;650;8.0;90;12.5;180;25.5;;;;;;;;;;
985;AOW-leeftijd of ouder;Noord-Brabant (PV);465550;4880;10.5;820;14.5;1480;25.5;;;;;;;;;;
986;AOW-leeftijd of ouder;Limburg (PV);239660;2450;10.0;440;16.0;730;26.5;;;;;;;;;;
987;AOW-leeftijd of ouder;Oost-Groningen (CR);33030;190;5.5;50;22.5;60;28.0;;;;;;;;;;
988;AOW-leeftijd of ouder;Delfzijl en omgeving (CR);10690;100;9.0;20;20.5;40;33.5;;;;;;;;;;
989;AOW-leeftijd of ouder;Overig Groningen (CR);62080;700;11.5;100;13.5;210;28.0;;;;;;;;;;
990;AOW-leeftijd of ouder;Noord-Friesland (CR);61160;420;7.0;80;18.5;150;33.5;;;;;;;;;;
991;AOW-leeftijd of ouder;Zuidwest-Friesland (CR);27840;120;4.0;20;17.0;40;34.5;;;;;;;;;;
992;AOW-leeftijd of ouder;Zuidoost-Friesland (CR);38080;210;5.5;40;18.5;70;32.5;;;;;;;;;;
993;AOW-leeftijd of ouder;Noord-Drenthe (CR);40740;190;4.5;40;20.5;80;41.0;;;;;;;;;;
994;AOW-leeftijd of ouder;Zuidoost-Drenthe (CR);35810;220;6.0;40;16.5;70;30.5;;;;;;;;;;
995;AOW-leeftijd of ouder;Zuidwest-Drenthe (CR);27170;160;6.0;40;18.5;50;27.5;;;;;;;;;;
996;AOW-leeftijd of ouder;Noord-Overijssel (CR);60260;440;7.5;80;15.5;150;31.5;;;;;;;;;;
997;AOW-leeftijd of ouder;Zuidwest-Overijssel (CR);27170;270;10.0;60;17.0;90;27.5;;;;;;;;;;
998;AOW-leeftijd of ouder;Twente (CR);116770;2140;18.5;280;12.0;420;18.0;;;;;;;;;;
999;AOW-leeftijd of ouder;Veluwe (CR);124050;870;7.0;130;13.0;260;26.5;;;;;;;;;;
1000;AOW-leeftijd of ouder;Achterhoek (CR);85290;480;5.5;100;17.0;180;32.5;;;;;;;;;;
1001;AOW-leeftijd of ouder;Arnhem/Nijmegen (CR);127980;2080;16.5;350;14.5;610;25.5;;;;;;;;;;
1002;AOW-leeftijd of ouder;Zuidwest-Gelderland (CR);40640;370;9.0;60;15.0;90;21.0;;;;;;;;;;
1003;AOW-leeftijd of ouder;Utrecht (CR);199460;3130;15.5;460;12.0;930;25.0;;;;;;;;;;
1004;AOW-leeftijd of ouder;Kop van Noord-Holland (CR);71790;550;7.5;90;15.0;150;24.5;;;;;;;;;;
1005;AOW-leeftijd of ouder;Alkmaar en omgeving (CR);47400;450;9.5;60;12.0;120;23.5;;;;;;;;;;
1006;AOW-leeftijd of ouder;IJmond (CR);38160;270;7.0;40;14.5;70;23.5;;;;;;;;;;
1007;AOW-leeftijd of ouder;Agglomeratie Haarlem (CR);44100;440;10.0;60;12.0;120;25.0;;;;;;;;;;
1008;AOW-leeftijd of ouder;Zaanstreek (CR);29800;440;14.5;80;14.0;130;24.0;;;;;;;;;;
1009;AOW-leeftijd of ouder;Groot-Amsterdam (CR);185540;8020;43.0;1100;12.0;1940;21.0;;;;;;;;;;
1010;AOW-leeftijd of ouder;Het Gooi en Vechtstreek (CR);51340;540;10.5;100;16.0;130;21.5;;;;;;;;;;
1011;AOW-leeftijd of ouder;Agglomeratie Leiden en Bollenstreek (CR);73520;680;9.0;80;11.0;170;22.0;;;;;;;;;;
1012;AOW-leeftijd of ouder;Agglomeratie 's-Gravenhage (CR);133510;5250;39.5;590;10.0;990;17.0;;;;;;;;;;
1013;AOW-leeftijd of ouder;Delft en Westland (CR);36990;510;14.0;60;11.5;100;18.0;;;;;;;;;;
1014;AOW-leeftijd of ouder;Oost-Zuid-Holland (CR);58270;670;11.5;90;11.5;140;18.5;;;;;;;;;;
1015;AOW-leeftijd of ouder;Groot-Rijnmond (CR);240360;7830;32.5;1160;13.0;1910;21.0;;;;;;;;;;
1016;AOW-leeftijd of ouder;Zuidoost-Zuid-Holland (CR);73470;940;13.0;140;13.0;240;22.0;;;;;;;;;;
1017;AOW-leeftijd of ouder;Zeeuwsch-Vlaanderen (CR);25290;190;7.5;30;14.5;70;29.5;;;;;;;;;;
1018;AOW-leeftijd of ouder;Overig Zeeland (CR);58070;460;8.0;60;12.0;120;23.5;;;;;;;;;;
1019;AOW-leeftijd of ouder;West-Noord-Brabant (CR);120450;1310;11.0;210;13.5;450;28.0;;;;;;;;;;
1020;AOW-leeftijd of ouder;Midden-Noord-Brabant (CR);84360;890;10.5;140;13.0;250;24.0;;;;;;;;;;
1021;AOW-leeftijd of ouder;Noordoost-Noord-Brabant (CR);119880;1140;9.5;210;16.0;320;24.5;;;;;;;;;;
1022;AOW-leeftijd of ouder;Zuidoost-Noord-Brabant (CR);140860;1540;11.0;260;14.5;460;25.5;;;;;;;;;;
1023;AOW-leeftijd of ouder;Noord-Limburg (CR);55710;510;9.0;90;14.5;170;28.0;;;;;;;;;;
1024;AOW-leeftijd of ouder;Midden-Limburg (CR);50490;470;9.5;80;15.0;130;24.0;;;;;;;;;;
1025;AOW-leeftijd of ouder;Zuid-Limburg (CR);133460;1460;11.0;270;16.5;430;27.0;;;;;;;;;;
1026;AOW-leeftijd of ouder;Flevoland (CR);49200;1160;23.5;150;11.0;240;18.5;;;;;;;;;;
1027;AOW-leeftijd of ouder;Aa en Hunze;6050;20;2.5;0;;0;;;;;;;;;;;
1028;AOW-leeftijd of ouder;Aalburg;2080;0;;0;;0;;;;;;;;;;;
1029;AOW-leeftijd of ouder;Aalsmeer;5540;20;4.5;10;19.0;10;27.0;;;;;;;;;;
1030;AOW-leeftijd of ouder;Aalten;5530;30;4.5;10;19.0;10;34.5;;;;;;;;;;
1031;AOW-leeftijd of ouder;Achtkarspelen;5030;20;4.0;10;62.0;10;66.5;;;;;;;;;;
1032;AOW-leeftijd of ouder;Alblasserdam;3800;30;7.0;0;;10;20.0;;;;;;;;;;
1033;AOW-leeftijd of ouder;Albrandswaard;4010;30;7.0;0;;10;20.0;;;;;;;;;;
1034;AOW-leeftijd of ouder;Alkmaar;18850;320;17.0;40;12.0;70;20.5;;;;;;;;;;
1035;AOW-leeftijd of ouder;Almelo;13250;460;34.5;50;11.0;80;15.5;;;;;;;;;;
1036;AOW-leeftijd of ouder;Almere;19380;670;34.5;80;10.5;120;16.0;;;;;;;;;;
1037;AOW-leeftijd of ouder;Alphen aan den Rijn;18650;190;10.0;20;11.0;40;21.0;;;;;;;;;;
1038;AOW-leeftijd of ouder;Alphen-Chaam;2030;10;3.0;0;;0;;;;;;;;;;;
1039;AOW-leeftijd of ouder;Ameland;770;0;;0;;0;;;;;;;;;;;
1040;AOW-leeftijd of ouder;Amersfoort;20840;450;21.5;60;11.0;130;23.5;;;;;;;;;;
1041;AOW-leeftijd of ouder;Amstelveen;16560;160;10.0;20;10.0;30;15.5;;;;;;;;;;
1042;AOW-leeftijd of ouder;Amsterdam;98530;7100;72.0;990;12.0;1760;21.5;;;;;;;;;;
1043;AOW-leeftijd of ouder;Apeldoorn;31010;270;8.5;40;14.5;90;30.5;;;;;;;;;;
1044;AOW-leeftijd of ouder;Appingedam;2790;30;9.0;10;16.0;10;32.5;;;;;;;;;;
1045;AOW-leeftijd of ouder;Arnhem;21790;850;39.0;140;14.0;240;24.5;;;;;;;;;;
1046;AOW-leeftijd of ouder;Assen;12190;110;9.5;20;18.5;50;38.5;;;;;;;;;;
1047;AOW-leeftijd of ouder;Asten;3290;10;4.0;0;;0;;;;;;;;;;;
1048;AOW-leeftijd of ouder;Baarle-Nassau;1690;10;4.0;0;;0;;;;;;;;;;;
1049;AOW-leeftijd of ouder;Baarn;5390;30;6.0;0;;10;33.5;;;;;;;;;;
1050;AOW-leeftijd of ouder;Barendrecht;7380;40;6.0;0;;10;23.5;;;;;;;;;;
1051;AOW-leeftijd of ouder;Barneveld;8650;40;4.5;10;14.5;20;34.5;;;;;;;;;;
1052;AOW-leeftijd of ouder;Bedum;2070;10;4.5;0;;0;;;;;;;;;;;
1053;AOW-leeftijd of ouder;Beek (L.);3760;20;5.5;10;19.0;10;31.0;;;;;;;;;;
1054;AOW-leeftijd of ouder;Beemster;1780;10;5.5;0;;0;;;;;;;;;;;
1055;AOW-leeftijd of ouder;Beesel;2790;20;8.0;0;;0;;;;;;;;;;;
1056;AOW-leeftijd of ouder;Bellingwedde;2300;10;2.0;0;;10;20.0;;;;;;;;;;
1057;AOW-leeftijd of ouder;Bergeijk;3760;10;2.5;10;50.0;0;;;;;;;;;;;
1058;AOW-leeftijd of ouder;Bergen (L.);2760;10;5.0;0;;10;35.5;;;;;;;;;;
1059;AOW-leeftijd of ouder;Bergen (NH.);8940;30;3.0;10;18.0;20;45.5;;;;;;;;;;
1060;AOW-leeftijd of ouder;Bergen op Zoom;13140;230;17.5;40;14.5;90;30.5;;;;;;;;;;
1061;AOW-leeftijd of ouder;Berkelland;9990;30;2.5;10;17.0;10;31.0;;;;;;;;;;
1062;AOW-leeftijd of ouder;Bernheze;5720;10;1.0;0;;0;;;;;;;;;;;
1063;AOW-leeftijd of ouder;Best;5030;30;6.5;10;25.0;10;35.0;;;;;;;;;;
1064;AOW-leeftijd of ouder;Beuningen;4270;40;9.0;10;17.5;10;20.0;;;;;;;;;;
1065;AOW-leeftijd of ouder;Beverwijk;6920;90;13.0;20;18.5;20;19.5;;;;;;;;;;
1066;AOW-leeftijd of ouder;het Bildt;2060;10;4.0;0;;0;;;;;;;;;;;
1067;AOW-leeftijd of ouder;De Bilt;9780;50;5.0;10;15.5;10;19.5;;;;;;;;;;
1068;AOW-leeftijd of ouder;Binnenmaas;6210;10;1.0;0;;0;;;;;;;;;;;
1069;AOW-leeftijd of ouder;Bladel;3900;10;3.0;0;;0;;;;;;;;;;;
1070;AOW-leeftijd of ouder;Blaricum;2530;10;4.0;0;;0;;;;;;;;;;;
1071;AOW-leeftijd of ouder;Bloemendaal;5830;20;2.5;0;;0;;;;;;;;;;;
1072;AOW-leeftijd of ouder;Bodegraven-Reeuwijk;6270;40;6.0;10;15.5;10;24.5;;;;;;;;;;
1073;AOW-leeftijd of ouder;Boekel;1760;0;;0;;0;;;;;;;;;;;
1074;AOW-leeftijd of ouder;Ten Boer;1370;0;;0;;0;;;;;;;;;;;
1075;AOW-leeftijd of ouder;Borger-Odoorn;5780;10;2.0;10;41.0;0;;;;;;;;;;;
1076;AOW-leeftijd of ouder;Borne;4490;40;9.0;10;17.5;10;12.5;;;;;;;;;;
1077;AOW-leeftijd of ouder;Borsele;4170;20;4.0;0;;0;;;;;;;;;;;
1078;AOW-leeftijd of ouder;Boxmeer;5700;20;4.0;0;;10;18.5;;;;;;;;;;
1079;AOW-leeftijd of ouder;Boxtel;6060;60;9.5;10;15.0;10;16.5;;;;;;;;;;
1080;AOW-leeftijd of ouder;Breda;31080;470;15.0;90;15.5;150;27.5;;;;;;;;;;
1081;AOW-leeftijd of ouder;Brielle;3480;10;2.0;0;;10;87.5;;;;;;;;;;
1082;AOW-leeftijd of ouder;Bronckhorst;8510;10;1.5;0;;0;;;;;;;;;;;
1083;AOW-leeftijd of ouder;Brummen;4840;10;2.5;0;;10;58.5;;;;;;;;;;
1084;AOW-leeftijd of ouder;Brunssum;6370;80;12.0;10;19.0;20;27.0;;;;;;;;;;
1085;AOW-leeftijd of ouder;Bunnik;3130;0;;0;;0;;;;;;;;;;;
1086;AOW-leeftijd of ouder;Bunschoten;3140;10;4.0;0;;10;35.5;;;;;;;;;;
1087;AOW-leeftijd of ouder;Buren;4670;10;2.5;0;;0;;;;;;;;;;;
1088;AOW-leeftijd of ouder;Bussum;6560;70;10.0;10;19.0;20;23.0;;;;;;;;;;
1089;AOW-leeftijd of ouder;Capelle aan den IJssel;11990;290;24.0;40;11.5;70;20.0;;;;;;;;;;
1090;AOW-leeftijd of ouder;Castricum;8100;10;1.5;10;46.5;10;40.0;;;;;;;;;;
1091;AOW-leeftijd of ouder;Coevorden;7720;40;5.0;0;;10;12.5;;;;;;;;;;
1092;AOW-leeftijd of ouder;Cranendonck;4440;20;5.5;10;21.5;10;30.5;;;;;;;;;;
1093;AOW-leeftijd of ouder;Cromstrijen;2780;10;2.0;0;;0;;;;;;;;;;;
1094;AOW-leeftijd of ouder;Cuijk;4820;70;14.5;10;6.0;10;13.5;;;;;;;;;;
1095;AOW-leeftijd of ouder;Culemborg;4540;110;23.5;20;14.5;20;16.0;;;;;;;;;;
1096;AOW-leeftijd of ouder;Dalfsen;5370;10;2.5;10;29.5;10;29.5;;;;;;;;;;
1097;AOW-leeftijd of ouder;Dantumadiel;3790;20;4.0;0;;10;54.0;;;;;;;;;;
1098;AOW-leeftijd of ouder;Delft;15030;400;26.5;40;9.5;70;16.5;;;;;;;;;;
1099;AOW-leeftijd of ouder;Delfzijl;5930;60;11.0;20;19.0;30;33.5;;;;;;;;;;
1100;AOW-leeftijd of ouder;Deurne;6220;30;4.5;10;17.0;10;31.5;;;;;;;;;;
1101;AOW-leeftijd of ouder;Deventer;16390;240;15.0;50;16.5;80;26.0;;;;;;;;;;
1102;AOW-leeftijd of ouder;Diemen;4130;110;26.0;10;10.5;30;22.5;;;;;;;;;;
1103;AOW-leeftijd of ouder;Dinkelland;5170;20;4.5;0;;0;;;;;;;;;;;
1104;AOW-leeftijd of ouder;Doesburg;2460;30;13.5;10;15.5;10;29.0;;;;;;;;;;
1105;AOW-leeftijd of ouder;Doetinchem;10910;100;9.5;30;19.5;40;31.5;;;;;;;;;;
1106;AOW-leeftijd of ouder;Dongen;4930;40;7.5;10;19.5;10;19.5;;;;;;;;;;
1107;AOW-leeftijd of ouder;Dongeradeel;4840;30;6.5;10;24.5;10;27.0;;;;;;;;;;
1108;AOW-leeftijd of ouder;Dordrecht;20930;460;22.0;70;12.5;130;24.5;;;;;;;;;;
1109;AOW-leeftijd of ouder;Drechterland;3720;10;2.0;0;;0;;;;;;;;;;;
1110;AOW-leeftijd of ouder;Drimmelen;5400;10;2.0;0;;10;38.5;;;;;;;;;;
1111;AOW-leeftijd of ouder;Dronten;6540;70;10.5;10;12.5;20;20.0;;;;;;;;;;
1112;AOW-leeftijd of ouder;Druten;3170;30;8.0;10;15.0;10;21.0;;;;;;;;;;
1113;AOW-leeftijd of ouder;Duiven;4150;30;6.5;0;;10;45.0;;;;;;;;;;
1114;AOW-leeftijd of ouder;Echt-Susteren;7220;40;5.5;10;17.5;10;22.5;;;;;;;;;;
1115;AOW-leeftijd of ouder;Edam-Volendam;5270;20;3.0;0;;10;47.0;;;;;;;;;;
1116;AOW-leeftijd of ouder;Ede;19160;200;10.5;20;8.5;50;22.0;;;;;;;;;;
1117;AOW-leeftijd of ouder;Eemnes;1680;10;5.5;0;;0;;;;;;;;;;;
1118;AOW-leeftijd of ouder;Eemsmond;3320;10;3.5;10;45.5;10;91.0;;;;;;;;;;
1119;AOW-leeftijd of ouder;Eersel;3830;10;3.0;0;;0;;;;;;;;;;;
1120;AOW-leeftijd of ouder;Eijsden-Margraten;5720;10;1.0;0;;0;;;;;;;;;;;
1121;AOW-leeftijd of ouder;Eindhoven;36720;830;22.5;130;13.0;260;26.0;;;;;;;;;;
1122;AOW-leeftijd of ouder;Elburg;4140;10;2.0;0;;0;;;;;;;;;;;
1123;AOW-leeftijd of ouder;Emmen;22310;170;7.5;30;15.5;60;35.5;;;;;;;;;;
1124;AOW-leeftijd of ouder;Enkhuizen;3520;30;8.0;0;;10;24.0;;;;;;;;;;
1125;AOW-leeftijd of ouder;Enschede;26440;940;35.5;130;12.5;190;18.5;;;;;;;;;;
1126;AOW-leeftijd of ouder;Epe;7610;60;7.0;10;15.0;20;34.5;;;;;;;;;;
1127;AOW-leeftijd of ouder;Ermelo;5780;10;2.5;10;31.5;10;31.5;;;;;;;;;;
1128;AOW-leeftijd of ouder;Etten-Leur;7900;90;11.0;10;13.0;30;25.0;;;;;;;;;;
1129;AOW-leeftijd of ouder;Ferwerderadiel;1630;10;6.0;0;;10;38.5;;;;;;;;;;
1130;AOW-leeftijd of ouder;Franekeradeel;4110;20;5.0;0;;10;22.5;;;;;;;;;;
1131;AOW-leeftijd of ouder;De Friese Meren;10720;50;4.0;10;19.0;20;32.0;;;;;;;;;;
1132;AOW-leeftijd of ouder;Geertruidenberg;4130;20;4.0;0;;10;26.5;;;;;;;;;;
1133;AOW-leeftijd of ouder;Geldermalsen;4730;30;6.5;0;;0;;;;;;;;;;;
1134;AOW-leeftijd of ouder;Geldrop-Mierlo;7910;70;8.5;10;17.0;10;14.0;;;;;;;;;;
1135;AOW-leeftijd of ouder;Gemert-Bakel;5170;20;4.5;10;22.0;10;22.0;;;;;;;;;;
1136;AOW-leeftijd of ouder;Gennep;3570;20;5.5;0;;0;;;;;;;;;;;
1137;AOW-leeftijd of ouder;Giessenlanden;2710;10;2.0;0;;0;;;;;;;;;;;
1138;AOW-leeftijd of ouder;Gilze en Rijen;4990;30;5.0;10;16.0;20;42.0;;;;;;;;;;
1139;AOW-leeftijd of ouder;Goeree-Overflakkee;9690;20;2.0;10;22.5;10;50.0;;;;;;;;;;
1140;AOW-leeftijd of ouder;Goes;8180;70;9.0;10;14.5;20;24.5;;;;;;;;;;
1141;AOW-leeftijd of ouder;Goirle;4790;20;4.5;0;;10;25.0;;;;;;;;;;
1142;AOW-leeftijd of ouder;Gorinchem;6210;110;18.5;10;11.0;20;13.5;;;;;;;;;;
1143;AOW-leeftijd of ouder;Gouda;12510;320;25.5;40;9.5;60;16.0;;;;;;;;;;
1144;AOW-leeftijd of ouder;Grave;2440;20;6.0;0;;10;39.0;;;;;;;;;;
1145;AOW-leeftijd of ouder;'s-Gravenhage (gemeente);72210;4200;58.0;510;11.0;820;17.5;;;;;;;;;;
1146;AOW-leeftijd of ouder;Groesbeek;7850;50;6.5;10;15.0;10;26.5;;;;;;;;;;
1147;AOW-leeftijd of ouder;Groningen (gemeente);23930;490;20.5;60;11.0;140;27.5;;;;;;;;;;
1148;AOW-leeftijd of ouder;Grootegast;2040;0;;0;;0;;;;;;;;;;;
1149;AOW-leeftijd of ouder;Gulpen-Wittem;3620;20;4.5;10;33.5;0;;;;;;;;;;;
1150;AOW-leeftijd of ouder;Haaksbergen;5280;30;6.0;0;;10;17.0;;;;;;;;;;
1151;AOW-leeftijd of ouder;Haaren;2800;10;2.0;0;;0;;;;;;;;;;;
1152;AOW-leeftijd of ouder;Haarlem;26050;360;14.0;50;12.5;100;25.0;;;;;;;;;;
1153;AOW-leeftijd of ouder;Haarlemmerliede en Spaarnwoude;970;10;6.0;0;;0;;;;;;;;;;;
1154;AOW-leeftijd of ouder;Haarlemmermeer;22110;240;11.0;40;15.0;60;21.5;;;;;;;;;;
1155;AOW-leeftijd of ouder;Halderberge;6430;40;6.5;10;11.0;20;31.5;;;;;;;;;;
1156;AOW-leeftijd of ouder;Hardenberg;10200;60;5.5;10;19.0;10;19.0;;;;;;;;;;
1157;AOW-leeftijd of ouder;Harderwijk;7670;90;11.5;10;12.0;20;18.5;;;;;;;;;;
1158;AOW-leeftijd of ouder;Hardinxveld-Giessendam;3140;10;3.0;0;;0;;;;;;;;;;;
1159;AOW-leeftijd of ouder;Haren;5030;20;4.0;10;37.0;10;42.0;;;;;;;;;;
1160;AOW-leeftijd of ouder;Harlingen;3550;20;7.0;0;;10;27.0;;;;;;;;;;
1161;AOW-leeftijd of ouder;Hattem;2490;10;3.0;0;;0;;;;;;;;;;;
1162;AOW-leeftijd of ouder;Heemskerk;8100;70;8.0;10;7.5;10;17.5;;;;;;;;;;
1163;AOW-leeftijd of ouder;Heemstede;7000;30;3.5;0;;10;24.0;;;;;;;;;;
1164;AOW-leeftijd of ouder;Heerde;4020;10;1.0;0;;0;;;;;;;;;;;
1165;AOW-leeftijd of ouder;Heerenveen;10190;80;7.5;20;22.0;20;22.0;;;;;;;;;;
1166;AOW-leeftijd of ouder;Heerhugowaard;8870;70;8.0;10;11.0;20;22.0;;;;;;;;;;
1167;AOW-leeftijd of ouder;Heerlen;18590;340;18.0;70;18.5;100;26.0;;;;;;;;;;
1168;AOW-leeftijd of ouder;Heeze-Leende;3480;10;1.5;0;;0;;;;;;;;;;;
1169;AOW-leeftijd of ouder;Heiloo;5830;20;2.5;0;;10;46.5;;;;;;;;;;
1170;AOW-leeftijd of ouder;Den Helder;11500;140;12.0;20;14.5;40;24.0;;;;;;;;;;
1171;AOW-leeftijd of ouder;Hellendoorn;7110;30;5.0;10;29.0;10;23.5;;;;;;;;;;
1172;AOW-leeftijd of ouder;Hellevoetsluis;7210;70;10.0;10;7.0;20;19.5;;;;;;;;;;
1173;AOW-leeftijd of ouder;Helmond;14300;310;21.5;50;12.5;90;25.5;;;;;;;;;;
1174;AOW-leeftijd of ouder;Hendrik-Ido-Ambacht;4720;30;6.0;0;;0;;;;;;;;;;;
1175;AOW-leeftijd of ouder;Hengelo (O.);14990;350;23.0;40;9.5;80;20.0;;;;;;;;;;
1176;AOW-leeftijd of ouder;'s-Hertogenbosch;24930;440;17.5;80;15.5;130;26.0;;;;;;;;;;
1177;AOW-leeftijd of ouder;Heumen;3560;10;3.5;0;;0;;;;;;;;;;;
1178;AOW-leeftijd of ouder;Heusden;8120;50;5.5;10;17.5;20;35.0;;;;;;;;;;
1179;AOW-leeftijd of ouder;Hillegom;4210;20;5.0;0;;0;;;;;;;;;;;
1180;AOW-leeftijd of ouder;Hilvarenbeek;3080;0;;0;;0;;;;;;;;;;;
1181;AOW-leeftijd of ouder;Hilversum;16490;200;12.0;50;19.0;60;26.0;;;;;;;;;;
1182;AOW-leeftijd of ouder;Hof van Twente;8150;30;4.0;0;;10;25.5;;;;;;;;;;
1183;AOW-leeftijd of ouder;Hollands Kroon;9030;30;3.0;10;25.0;10;25.0;;;;;;;;;;
1184;AOW-leeftijd of ouder;Hoogeveen;11000;100;8.5;20;16.5;20;22.0;;;;;;;;;;
1185;AOW-leeftijd of ouder;Hoogezand-Sappemeer;7220;120;16.5;20;17.0;30;23.0;;;;;;;;;;
1186;AOW-leeftijd of ouder;Hoorn;12320;230;18.5;30;13.0;50;18.0;;;;;;;;;;
1187;AOW-leeftijd of ouder;Horst aan de Maas;7970;40;4.5;0;;10;30.5;;;;;;;;;;
1188;AOW-leeftijd of ouder;Houten;6010;40;7.5;0;;10;20.5;;;;;;;;;;
1189;AOW-leeftijd of ouder;Huizen;8360;130;15.0;20;13.5;30;18.0;;;;;;;;;;
1190;AOW-leeftijd of ouder;Hulst;6310;40;6.0;0;;10;20.0;;;;;;;;;;
