ID;Leeftijd;RegioS;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instromers_4;Instromers_5;Uitstromers_6;Uitstromers_7;UitstromersNaarWerk_8;UitstromersNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkendenNaReIntegratie_11;WerkendenNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
159;15 jaar of ouder;Ferwerderadiel;7060;200;29.0;70;24.5;70;25.0;30.0;9.5;80.0;10.0;6.5;70.0;34.0;80.5;50.0;7.5
160;15 jaar of ouder;Franekeradeel;16930;560;33.0;180;24.5;160;22.0;80.0;11.0;360.0;110.0;20.5;290.0;53.5;81.0;170.0;10.0
161;15 jaar of ouder;De Friese Meren;42460;1040;24.5;390;29.5;280;21.5;140.0;11.5;740.0;150.0;15.5;580.0;58.5;78.5;170.0;4.0
162;15 jaar of ouder;Geertruidenberg;18040;360;20.0;110;23.0;110;23.5;60.0;12.5;210.0;60.0;31.0;150.0;43.5;70.5;100.0;6.0
163;15 jaar of ouder;Geldermalsen;21570;310;14.0;110;28.0;90;21.5;40.0;12.5;200.0;50.0;24.5;170.0;62.5;84.5;110.0;5.0
164;15 jaar of ouder;Geldrop-Mierlo;32680;820;25.0;220;22.0;200;19.5;90.0;9.5;170.0;60.0;14.0;140.0;19.0;86.0;230.0;7.0
165;15 jaar of ouder;Gemert-Bakel;24710;430;17.5;160;29.5;120;21.5;60.0;10.5;120.0;60.0;30.0;100.0;25.5;84.5;240.0;9.5
166;15 jaar of ouder;Gennep;14420;320;22.0;100;24.0;60;14.0;30.0;7.5;80.0;20.0;14.5;60.0;18.5;72.5;240.0;16.5
167;15 jaar of ouder;Giessenlanden;12010;120;9.5;50;34.5;30;21.0;10.0;8.0;70.0;20.0;17.5;60.0;50.5;85.0;30.0;2.5
168;15 jaar of ouder;Gilze en Rijen;21830;500;23.0;190;29.5;140;22.0;60.0;10.5;440.0;80.0;18.0;360.0;76.0;81.5;90.0;4.5
169;15 jaar of ouder;Goeree-Overflakkee;40120;460;11.5;220;34.5;180;27.5;90.0;14.5;150.0;60.0;34.0;110.0;24.0;71.0;270.0;6.5
170;15 jaar of ouder;Goes;31660;860;27.5;300;28.0;250;23.0;110.0;11.0;530.0;120.0;17.0;450.0;56.0;84.5;310.0;10.0
171;15 jaar of ouder;Goirle;19180;350;18.0;120;28.0;110;24.5;60.0;14.0;180.0;60.0;32.0;130.0;38.0;70.5;140.0;7.5
172;15 jaar of ouder;Gorinchem;29310;920;31.5;290;25.0;240;20.5;110.0;11.0;400.0;90.0;16.5;330.0;41.0;83.0;310.0;10.5
173;15 jaar of ouder;Gouda;58640;2190;37.5;730;25.5;630;22.5;270.0;11.0;530.0;180.0;22.5;350.0;18.5;65.0;510.0;8.5
174;15 jaar of ouder;Grave;10640;170;16.0;120;41.5;60;21.5;30.0;10.5;70.0;20.0;21.5;50.0;28.5;69.0;90.0;9.0
175;15 jaar of ouder;'s-Gravenhage (gemeente);429190;31360;73.0;9180;23.5;7460;19.0;3020.0;8.5;9510.0;2340.0;12.5;7920.0;29.0;83.5;1980.0;4.5
176;15 jaar of ouder;Groesbeek;29670;830;28.0;280;27.5;210;21.0;90.0;9.5;90.0;10.0;4.0;50.0;6.0;54.0;230.0;7.5
177;15 jaar of ouder;Groningen (gemeente);176810;11350;64.0;3350;23.0;3170;21.5;1640.0;11.5;2120.0;590.0;18.0;1580.0;14.5;75.0;1240.0;7.0
178;15 jaar of ouder;Grootegast;9900;180;18.0;80;32.0;80;30.5;50.0;20.5;100.0;40.0;25.0;90.0;49.0;85.0;90.0;9.5
179;15 jaar of ouder;Gulpen-Wittem;12840;180;14.5;110;39.5;50;19.0;20.0;8.0;100.0;20.0;18.5;70.0;44.0;73.5;110.0;8.5
180;15 jaar of ouder;Haaksbergen;20330;430;21.0;160;26.5;160;27.0;50.0;9.5;80.0;10.0;8.0;70.0;16.5;77.5;130.0;6.0
181;15 jaar of ouder;Haaren;11570;90;7.5;50;35.0;40;30.5;20.0;16.5;20.0;10.0;30.5;10.0;13.5;69.0;90.0;7.5
182;15 jaar of ouder;Haarlem;131270;4070;31.0;1200;23.5;980;19.0;400.0;8.5;950.0;100.0;15.0;540.0;14.5;57.5;720.0;5.5
183;15 jaar of ouder;Haarlemmerliede en Spaarnwoude;4750;80;16.0;30;29.0;20;18.0;10.0;9.5;70.0;10.0;11.5;60.0;85.5;84.5;10.0;1.5
184;15 jaar of ouder;Haarlemmermeer;117880;2090;18.0;680;25.0;570;20.5;250.0;10.0;670.0;110.0;16.5;430.0;23.0;64.0;320.0;2.5
185;15 jaar of ouder;Halderberge;25180;530;21.0;180;26.5;160;23.0;60.0;9.5;320.0;30.0;10.0;230.0;48.0;74.5;250.0;10.0
186;15 jaar of ouder;Hardenberg;48520;950;19.5;370;28.5;330;26.0;160.0;13.0;680.0;190.0;21.0;550.0;62.0;81.5;440.0;9.0
187;15 jaar of ouder;Harderwijk;37410;1030;27.5;330;25.5;270;20.5;130.0;11.0;280.0;90.0;15.0;220.0;24.0;79.5;230.0;6.0
188;15 jaar of ouder;Hardinxveld-Giessendam;14290;160;11.5;50;26.0;40;20.0;20.0;11.0;100.0;20.0;18.5;80.0;53.5;85.5;50.0;3.5
189;15 jaar of ouder;Haren;15910;290;18.5;190;40.5;120;27.0;60.0;12.5;230.0;100.0;33.0;200.0;73.0;86.0;50.0;3.0
190;15 jaar of ouder;Harlingen;13260;600;45.5;180;23.5;150;19.5;70.0;9.5;390.0;110.0;18.5;330.0;56.5;84.0;110.0;8.0
191;15 jaar of ouder;Hattem;9750;130;13.0;60;31.5;50;28.0;20.0;11.0;140.0;30.0;21.0;100.0;79.5;70.5;50.0;5.0
192;15 jaar of ouder;Heemskerk;33230;1010;30.5;310;24.5;260;20.5;130.0;11.0;120.0;80.0;19.0;100.0;10.0;80.5;170.0;5.0
193;15 jaar of ouder;Heemstede;22070;280;12.5;120;32.0;110;28.5;50.0;14.5;250.0;50.0;15.5;210.0;83.0;82.5;70.0;3.5
194;15 jaar of ouder;Heerde;15470;180;11.5;80;35.0;40;17.5;20.0;9.0;80.0;20.0;26.5;40.0;25.0;56.5;110.0;7.5
195;15 jaar of ouder;Heerenveen;41790;1540;37.0;520;25.0;520;25.0;280.0;14.0;250.0;120.0;34.0;170.0;11.5;68.0;400.0;9.5
196;15 jaar of ouder;Heerhugowaard;43630;890;20.5;310;26.5;270;22.5;140.0;13.0;420.0;70.0;12.5;320.0;39.0;76.0;200.0;4.5
197;15 jaar of ouder;Heerlen;76100;5240;69.0;1610;24.0;1440;21.5;580.0;9.0;1920.0;460.0;21.0;1440.0;29.5;75.0;1380.0;18.0
198;15 jaar of ouder;Heeze-Leende;13280;120;9.5;50;31.5;30;20.5;20.0;14.5;20.0;10.0;15.5;20.0;15.0;85.5;60.0;4.5
199;15 jaar of ouder;Heiloo;19100;270;14.0;100;29.5;60;19.5;40.0;12.0;160.0;40.0;29.0;100.0;38.5;62.5;50.0;2.5
200;15 jaar of ouder;Den Helder;47900;2010;42.0;600;23.5;490;19.0;230.0;9.5;570.0;100.0;15.5;390.0;21.0;68.5;310.0;6.5
201;15 jaar of ouder;Hellendoorn;29500;500;17.0;170;26.5;130;21.0;80.0;13.5;390.0;90.0;25.0;260.0;56.5;68.5;180.0;6.0
202;15 jaar of ouder;Hellevoetsluis;32580;960;29.5;300;24.0;240;19.5;120.0;11.0;730.0;140.0;22.5;490.0;54.5;66.5;100.0;3.0
203;15 jaar of ouder;Helmond;73860;3240;44.0;990;23.5;940;22.5;410.0;11.0;760.0;300.0;16.0;630.0;21.5;83.0;910.0;12.5
204;15 jaar of ouder;Hendrik-Ido-Ambacht;23380;350;15.0;100;24.0;60;15.0;40.0;9.5;50.0;20.0;31.0;30.0;10.0;64.5;50.0;2.0
205;15 jaar of ouder;Hengelo (O.);67570;2830;42.0;930;25.0;900;24.0;460.0;13.5;640.0;160.0;19.5;430.0;17.0;66.5;560.0;8.5
206;15 jaar of ouder;'s-Hertogenbosch;126870;4600;36.5;1340;23.0;1180;20.0;520.0;9.5;1550.0;350.0;12.5;1310.0;31.5;85.0;1140.0;9.0
207;15 jaar of ouder;Heumen;13780;250;18.0;80;24.5;70;21.0;30.0;10.0;20.0;10.0;9.0;10.0;4.0;53.0;80.0;5.5
208;15 jaar of ouder;Heusden;36230;660;18.0;250;27.5;230;25.0;110.0;13.5;160.0;70.0;25.0;90.0;14.0;54.0;230.0;6.5
209;15 jaar of ouder;Hillegom;17680;270;15.0;110;29.5;100;26.5;50.0;15.0;60.0;40.0;34.0;50.0;18.5;82.0;90.0;5.0
210;15 jaar of ouder;Hilvarenbeek;12740;130;10.5;50;28.5;30;17.5;20.0;12.5;10.0;0.0;;10.0;10.0;93.0;80.0;6.5
211;15 jaar of ouder;Hilversum;72830;2280;31.5;680;24.0;580;20.5;260.0;10.0;900.0;240.0;19.5;800.0;38.0;88.5;350.0;5.0
212;15 jaar of ouder;Hof van Twente;29300;480;16.5;190;31.0;130;22.0;70.0;11.0;390.0;80.0;21.0;300.0;65.5;76.5;130.0;4.5
213;15 jaar of ouder;Hollands Kroon;39520;630;16.0;230;28.5;200;24.5;110.0;14.5;130.0;40.0;16.0;120.0;19.5;88.0;160.0;4.0
214;15 jaar of ouder;Hoogeveen;45520;1500;33.0;580;28.0;540;26.0;250.0;13.0;1340.0;300.0;17.5;1180.0;84.5;88.5;680.0;15.0
215;15 jaar of ouder;Hoogezand-Sappemeer;28840;1480;51.5;520;26.5;450;23.0;200.0;11.0;1400.0;300.0;17.0;1250.0;91.5;89.5;350.0;12.0
216;15 jaar of ouder;Hoorn;59600;1960;33.0;600;24.5;440;18.0;210.0;9.5;630.0;130.0;14.5;540.0;31.0;85.0;300.0;5.0
217;15 jaar of ouder;Horst aan de Maas;35040;470;13.5;170;27.0;150;24.5;90.0;14.5;260.0;70.0;25.5;180.0;42.0;70.5;240.0;7.0
218;15 jaar of ouder;Houten;38670;580;15.0;190;27.0;130;19.0;60.0;9.5;240.0;70.0;23.5;200.0;37.5;83.5;90.0;2.5
219;15 jaar of ouder;Huizen;34600;950;27.5;280;24.0;210;17.5;80.0;8.0;380.0;80.0;20.5;280.0;33.5;74.0;110.0;3.0
220;15 jaar of ouder;Hulst;23600;350;15.0;100;22.0;100;22.5;50.0;11.0;320.0;70.0;17.5;260.0;80.5;80.5;190.0;8.0
221;15 jaar of ouder;IJsselstein;27630;620;22.5;250;31.5;160;19.5;60.0;8.5;280.0;50.0;14.5;240.0;42.5;86.5;120.0;4.0
222;15 jaar of ouder;Kaag en Braassem;21830;250;11.5;110;34.5;80;25.5;30.0;10.5;60.0;20.0;17.5;50.0;18.5;77.5;60.0;3.0
223;15 jaar of ouder;Kampen;41430;910;22.0;350;30.0;290;24.5;140.0;12.0;170.0;80.0;32.5;140.0;16.5;83.0;270.0;6.5
224;15 jaar of ouder;Kapelle;10230;110;10.5;50;37.5;30;19.5;10.0;11.0;70.0;20.0;22.5;50.0;51.0;71.5;30.0;3.0
225;15 jaar of ouder;Katwijk;51800;1000;19.5;420;32.0;280;21.0;130.0;10.5;340.0;90.0;22.0;280.0;29.5;82.0;300.0;6.0
226;15 jaar of ouder;Kerkrade;40320;2230;55.5;640;22.5;580;20.5;190.0;7.5;450.0;150.0;15.0;360.0;17.0;80.0;990.0;24.5
227;15 jaar of ouder;Koggenland;18520;190;10.0;80;33.0;60;24.5;30.0;13.0;70.0;20.0;15.5;60.0;32.5;89.0;50.0;2.5
228;15 jaar of ouder;Kollumerland en Nieuwkruisland;10570;340;32.0;110;25.0;110;24.0;60.0;13.0;50.0;10.0;10.5;40.0;12.0;81.5;120.0;11.5
229;15 jaar of ouder;Korendijk;8920;80;9.0;40;35.5;20;19.0;10.0;9.0;80.0;10.0;13.0;60.0;71.5;68.0;30.0;3.0
230;15 jaar of ouder;Krimpen aan den IJssel;23930;550;23.0;190;27.0;150;22.0;80.0;12.0;220.0;50.0;15.0;160.0;33.5;75.0;110.0;4.5
231;15 jaar of ouder;Krimpenerwaard;45290;740;16.5;220;23.5;210;22.0;100.0;11.0;230.0;40.0;16.0;190.0;27.5;80.0;160.0;3.5
232;15 jaar of ouder;Laarbeek;18400;230;12.5;70;24.5;70;22.0;40.0;14.0;50.0;30.0;18.5;50.0;20.5;86.5;140.0;7.5
233;15 jaar of ouder;Landerd;12750;130;10.0;50;30.5;30;21.0;20.0;11.5;60.0;10.0;17.5;40.0;29.5;60.0;110.0;9.0
234;15 jaar of ouder;Landgraaf;32610;1250;38.0;410;25.5;370;23.0;150.0;9.5;330.0;130.0;19.5;270.0;22.5;81.5;550.0;17.0
235;15 jaar of ouder;Landsmeer;9190;120;13.5;40;25.5;30;21.5;20.0;11.0;20.0;10.0;18.0;20.0;20.0;96.0;10.0;1.0
236;15 jaar of ouder;Langedijk;22560;310;14.0;100;24.5;80;21.5;40.0;11.0;80.0;20.0;8.0;60.0;20.5;79.0;70.0;3.0
237;15 jaar of ouder;Lansingerland;46040;660;14.5;210;26.5;150;18.5;70.0;9.0;180.0;40.0;20.5;140.0;22.5;77.0;50.0;1.0
238;15 jaar of ouder;Laren (NH.);9220;110;12.0;40;30.0;30;19.5;10.0;8.5;50.0;10.0;16.0;40.0;39.5;75.0;20.0;2.0
239;15 jaar of ouder;Leek;16180;410;25.5;150;27.5;150;26.5;70.0;12.0;280.0;70.0;19.5;220.0;54.5;77.5;160.0;10.0
240;15 jaar of ouder;Leerdam;17090;460;26.5;140;24.0;130;22.5;60.0;12.5;220.0;70.0;23.5;200.0;49.0;89.5;110.0;6.0
241;15 jaar of ouder;Leeuwarden;91380;6030;66.0;2020;26.0;1680;21.5;740.0;10.0;960.0;240.0;14.5;760.0;13.0;79.0;650.0;7.0
242;15 jaar of ouder;Leeuwarderadeel;8580;160;18.5;50;21.0;50;24.0;30.0;12.0;130.0;30.0;16.0;100.0;68.5;81.5;40.0;4.0
243;15 jaar of ouder;Leiden;105840;4000;38.0;1190;23.5;1090;21.5;500.0;11.0;880.0;530.0;28.5;690.0;19.0;78.5;800.0;7.5
244;15 jaar of ouder;Leiderdorp;22530;460;20.5;150;24.5;120;19.5;50.0;9.5;90.0;30.0;20.5;80.0;19.0;87.0;140.0;6.0
245;15 jaar of ouder;Leidschendam-Voorburg;62200;2210;35.5;650;23.5;570;20.5;260.0;10.5;1450.0;290.0;14.5;1110.0;57.0;76.5;170.0;3.0
246;15 jaar of ouder;Lelystad;62150;2790;45.0;850;23.5;850;23.0;370.0;11.5;930.0;250.0;20.5;660.0;27.0;70.5;330.0;5.5
247;15 jaar of ouder;Leudal;30970;450;14.5;220;36.5;130;21.5;60.0;10.0;70.0;20.0;22.0;50.0;12.0;79.0;200.0;6.5
248;15 jaar of ouder;Leusden;24220;310;12.5;100;26.0;90;24.0;40.0;11.5;110.0;40.0;21.5;80.0;30.0;71.5;80.0;3.5
249;15 jaar of ouder;Lingewaal;9170;120;13.0;50;33.0;40;24.0;10.0;9.0;70.0;10.0;10.5;60.0;56.0;83.5;20.0;2.5
250;15 jaar of ouder;Lingewaard;37980;510;13.5;170;24.5;160;24.0;70.0;10.5;220.0;50.0;18.0;160.0;34.0;74.5;230.0;6.0
251;15 jaar of ouder;Lisse;18920;260;14.0;80;22.5;70;19.5;30.0;10.0;50.0;40.0;44.5;40.0;16.5;81.5;80.0;4.5
252;15 jaar of ouder;Littenseradiel;8830;150;17.0;60;30.5;40;22.0;20.0;11.5;60.0;10.0;19.5;40.0;27.5;72.5;40.0;4.0
253;15 jaar of ouder;Lochem;28280;490;17.5;150;26.0;110;18.0;50.0;9.5;230.0;60.0;21.0;150.0;32.0;64.5;130.0;4.5
254;15 jaar of ouder;Loon op Zand;19380;300;15.5;120;29.5;110;26.5;50.0;14.0;70.0;20.0;13.0;50.0;17.5;65.5;170.0;8.5
255;15 jaar of ouder;Lopik;11540;150;13.0;60;31.0;50;25.5;20.0;11.5;70.0;20.0;16.0;60.0;46.0;93.0;40.0;3.5
256;15 jaar of ouder;Loppersum;8400;260;31.0;110;30.5;90;24.0;50.0;14.0;70.0;30.0;17.0;60.0;22.0;86.0;70.0;8.0
257;15 jaar of ouder;Losser;18840;460;24.5;210;32.5;160;25.0;80.0;12.5;80.0;20.0;16.5;60.0;14.5;79.5;180.0;9.5
258;15 jaar of ouder;Maasdriel;20000;240;12.0;120;35.5;80;23.5;30.0;10.0;130.0;30.0;16.0;110.0;50.0;87.0;120.0;6.0
259;15 jaar of ouder;Maasgouw;20810;350;17.0;110;23.5;100;21.5;40.0;8.5;130.0;30.0;24.5;90.0;26.5;67.0;120.0;5.5
260;15 jaar of ouder;Maassluis;27220;1120;41.0;290;22.0;210;15.5;80.0;7.0;340.0;90.0;11.0;300.0;30.5;89.5;220.0;8.0
261;15 jaar of ouder;Maastricht;109270;4520;41.5;1180;21.5;930;17.0;390.0;7.5;1610.0;250.0;13.0;1310.0;31.5;81.5;1000.0;9.0
262;15 jaar of ouder;De Marne;8510;290;34.0;100;25.5;100;26.5;60.0;15.5;260.0;70.0;21.0;230.0;80.0;88.0;80.0;9.0
263;15 jaar of ouder;Marum;8580;170;20.0;60;26.0;50;23.0;30.0;11.5;130.0;30.0;14.5;100.0;55.0;75.5;70.0;8.5
264;15 jaar of ouder;Medemblik;36160;530;14.5;210;28.5;200;27.0;90.0;13.5;170.0;50.0;15.0;140.0;29.0;85.0;120.0;3.5
265;15 jaar of ouder;Meerssen;16490;250;15.5;80;22.5;80;24.5;40.0;13.0;120.0;30.0;18.5;100.0;42.5;81.5;80.0;5.0
266;15 jaar of ouder;Menameradiel;11160;210;19.0;60;22.5;70;23.0;40.0;13.0;140.0;30.0;14.0;120.0;57.0;88.0;50.0;5.0
267;15 jaar of ouder;Menterwolde;10340;380;37.0;130;25.5;110;21.5;40.0;9.0;200.0;30.0;17.0;130.0;34.0;62.5;140.0;13.5
268;15 jaar of ouder;Meppel;26940;770;28.5;260;25.0;240;23.5;120.0;13.0;610.0;190.0;25.0;490.0;67.5;80.0;350.0;13.0
269;15 jaar of ouder;Middelburg (Z.);40090;1600;40.0;470;24.0;330;17.0;170.0;9.5;80.0;40.0;6.5;70.0;4.5;83.0;330.0;8.0
270;15 jaar of ouder;Midden-Delfland;15530;150;9.5;60;32.5;40;20.5;20.0;10.5;30.0;10.0;15.0;20.0;15.0;59.0;30.0;2.0
271;15 jaar of ouder;Midden-Drenthe;28170;570;20.0;310;38.5;200;25.0;110.0;14.5;350.0;110.0;21.5;290.0;54.5;84.5;200.0;7.0
272;15 jaar of ouder;Mill en Sint Hubert;9160;120;13.0;40;24.0;30;20.5;20.0;10.5;30.0;10.0;23.0;30.0;22.5;83.5;130.0;14.5
273;15 jaar of ouder;Moerdijk;30810;520;17.0;200;30.5;150;22.0;70.0;11.0;140.0;20.0;13.0;110.0;23.0;79.0;140.0;4.5
274;15 jaar of ouder;Molenwaard;23020;230;10.0;80;29.0;70;23.5;30.0;9.5;140.0;30.0;15.0;130.0;59.0;91.0;50.0;2.0
275;15 jaar of ouder;Montferland;29980;630;21.0;220;25.0;270;30.5;110.0;13.0;220.0;80.0;21.0;170.0;30.0;78.5;260.0;9.0
276;15 jaar of ouder;Montfoort;11110;120;10.5;40;29.5;30;23.0;20.0;11.5;40.0;30.0;40.5;30.0;28.5;84.0;20.0;2.0
277;15 jaar of ouder;Mook en Middelaar;6690;110;16.0;30;23.0;30;21.5;20.0;11.5;20.0;0.0;;10.0;12.5;65.0;40.0;5.0
278;15 jaar of ouder;Muiden;5150;100;19.0;20;15.5;10;11.0;10.0;8.5;10.0;0.0;;10.0;12.0;78.5;0.0;
279;15 jaar of ouder;Naarden;13800;240;17.5;70;24.0;50;17.5;20.0;8.0;40.0;10.0;13.5;30.0;15.5;89.0;30.0;2.0
280;15 jaar of ouder;Neder-Betuwe;18190;310;17.0;110;29.0;90;23.5;50.0;13.0;60.0;40.0;31.0;40.0;13.0;64.0;80.0;4.5
281;15 jaar of ouder;Nederweert;14380;160;11.5;70;34.5;40;18.0;20.0;9.0;30.0;10.0;18.0;30.0;16.5;81.5;130.0;9.0
282;15 jaar of ouder;Neerijnen;9740;150;15.5;60;33.5;40;19.5;20.0;11.0;60.0;10.0;19.0;50.0;33.5;76.0;50.0;5.0
283;15 jaar of ouder;Nieuwegein;51820;1500;29.0;480;26.0;380;20.5;180.0;10.5;730.0;180.0;20.0;610.0;45.0;83.5;190.0;3.5
284;15 jaar of ouder;Nieuwkoop;22970;270;11.5;100;30.5;60;19.0;30.0;10.0;50.0;20.0;20.5;40.0;16.5;80.5;60.0;2.5
285;15 jaar of ouder;Nijkerk;33260;420;12.5;160;27.5;160;27.0;90.0;17.5;50.0;40.0;42.5;30.0;8.5;67.5;110.0;3.5
286;15 jaar of ouder;Nijmegen;148100;8070;54.5;2370;23.5;2010;20.0;910.0;10.0;990.0;230.0;14.5;570.0;7.5;57.0;1190.0;8.0
287;15 jaar of ouder;Nissewaard;72170;2570;35.5;800;25.0;640;20.0;330.0;11.0;600.0;190.0;27.0;430.0;18.5;71.5;340.0;4.5
288;15 jaar of ouder;Noord-Beveland;6420;110;16.5;50;31.0;50;29.0;30.0;18.0;80.0;20.0;18.5;70.0;64.5;78.5;20.0;3.5
289;15 jaar of ouder;Noordenveld;26230;580;22.0;240;29.0;220;26.5;100.0;12.5;420.0;90.0;17.0;320.0;57.0;76.5;170.0;6.5
290;15 jaar of ouder;Noordoostpolder;37430;1050;28.0;510;36.0;280;19.5;140.0;10.0;730.0;180.0;20.5;610.0;62.0;83.0;240.0;6.5
291;15 jaar of ouder;Noordwijk;21930;310;14.5;120;29.5;90;22.0;40.0;11.5;60.0;30.0;29.0;50.0;16.0;78.0;90.0;4.0
292;15 jaar of ouder;Noordwijkerhout;13550;190;14.0;60;24.0;50;18.5;20.0;6.5;20.0;10.0;14.5;20.0;10.5;94.5;50.0;4.0
293;15 jaar of ouder;Nuenen, Gerwen en Nederwetten;19300;430;22.5;120;23.5;90;17.5;40.0;8.0;100.0;40.0;28.0;90.0;20.5;81.5;80.0;4.0
294;15 jaar of ouder;Nunspeet;21790;320;14.5;110;27.0;100;24.5;40.0;11.0;320.0;50.0;14.0;260.0;85.5;80.0;150.0;6.5
295;15 jaar of ouder;Nuth;13410;240;17.5;80;26.0;70;22.0;40.0;12.5;260.0;50.0;16.0;200.0;88.5;76.5;120.0;9.0
296;15 jaar of ouder;Oegstgeest;18970;300;15.5;90;24.5;60;17.0;40.0;10.5;110.0;30.0;23.0;80.0;30.0;73.5;50.0;2.5
297;15 jaar of ouder;Oirschot;15400;150;10.0;60;33.0;50;24.0;20.0;9.0;20.0;10.0;19.5;20.0;10.5;68.0;140.0;9.0
298;15 jaar of ouder;Oisterwijk;21820;310;14.5;150;31.0;150;30.0;90.0;19.5;260.0;90.0;30.0;180.0;63.5;68.0;190.0;8.5
299;15 jaar of ouder;Oldambt;32700;1590;48.5;540;26.0;460;22.0;230.0;11.5;1230.0;300.0;19.0;1060.0;68.5;86.0;690.0;21.0
300;15 jaar of ouder;Oldebroek;18840;240;12.5;100;30.0;90;26.0;50.0;16.0;180.0;50.0;22.0;130.0;56.0;74.5;120.0;6.0
301;15 jaar of ouder;Oldenzaal;26550;720;27.0;230;25.0;210;22.5;100.0;11.5;370.0;120.0;23.5;310.0;49.5;84.0;330.0;12.5
302;15 jaar of ouder;Olst-Wijhe;14940;200;13.5;90;33.0;60;23.5;20.0;8.0;140.0;20.0;10.0;120.0;60.5;87.0;100.0;6.5
303;15 jaar of ouder;Ommen;14590;230;16.0;120;36.0;90;26.5;30.0;10.0;160.0;40.0;20.0;130.0;58.0;79.0;150.0;10.0
304;15 jaar of ouder;Onderbanken;6820;170;25.0;60;27.5;50;22.0;20.0;7.5;30.0;20.0;25.5;30.0;17.0;82.0;90.0;13.5
305;15 jaar of ouder;Oost Gelre;24700;370;15.0;150;30.5;120;24.0;50.0;12.0;340.0;80.0;21.0;260.0;73.5;74.5;320.0;13.0
306;15 jaar of ouder;Oosterhout;45600;1270;27.5;390;24.0;340;21.0;150.0;10.5;520.0;110.0;22.0;280.0;25.0;54.0;280.0;6.0
307;15 jaar of ouder;Ooststellingwerf;21560;640;30.0;250;30.0;200;23.5;90.0;10.5;440.0;130.0;22.5;360.0;58.0;83.5;180.0;8.5
308;15 jaar of ouder;Oostzaan;7980;110;14.0;30;26.0;20;14.5;10.0;6.5;10.0;0.0;;10.0;10.5;84.5;10.0;1.5
309;15 jaar of ouder;Opmeer;9430;120;13.0;50;32.0;30;22.0;20.0;10.5;30.0;10.0;10.5;30.0;23.0;90.5;20.0;2.0
310;15 jaar of ouder;Opsterland;24670;690;28.0;240;27.5;200;23.0;110.0;12.0;450.0;130.0;24.0;370.0;55.0;83.0;160.0;6.5
311;15 jaar of ouder;Oss;75620;1830;24.0;740;29.5;720;29.0;350.0;15.5;560.0;260.0;22.5;400.0;24.0;70.5;1040.0;13.5
312;15 jaar of ouder;Oud-Beijerland;19620;290;15.0;100;28.0;50;15.0;30.0;8.5;220.0;40.0;14.5;190.0;68.5;87.0;60.0;3.0
313;15 jaar of ouder;Oude IJsselstreek;33390;790;23.5;270;26.0;270;26.0;130.0;13.5;580.0;160.0;24.0;430.0;59.5;73.5;260.0;7.5
314;15 jaar of ouder;Ouder-Amstel;11030;210;19.0;70;28.0;60;22.5;30.0;10.5;80.0;20.0;22.5;50.0;29.5;66.5;20.0;1.5
315;15 jaar of ouder;Oudewater;8310;100;11.5;30;21.0;30;23.5;20.0;15.5;50.0;20.0;20.5;40.0;48.5;89.5;20.0;2.5
316;15 jaar of ouder;Overbetuwe;38290;610;16.0;160;21.0;140;18.0;70.0;9.5;530.0;100.0;18.0;430.0;74.5;81.0;200.0;5.0
317;15 jaar of ouder;Papendrecht;26780;620;23.0;210;26.5;170;22.5;90.0;12.0;50.0;20.0;22.0;40.0;6.5;70.0;100.0;3.5
318;15 jaar of ouder;Peel en Maas;36780;460;12.5;180;29.0;150;24.5;90.0;15.0;310.0;80.0;24.0;240.0;56.5;76.5;330.0;9.0
319;15 jaar of ouder;Pekela;10710;540;50.0;240;31.5;190;25.0;100.0;12.5;350.0;110.0;22.5;300.0;57.5;87.5;280.0;26.0
320;15 jaar of ouder;Pijnacker-Nootdorp;40820;540;13.0;170;24.5;160;23.0;70.0;11.0;260.0;50.0;20.0;190.0;38.0;72.0;80.0;2.0
321;15 jaar of ouder;Purmerend;67530;2000;29.5;660;26.0;600;23.0;340.0;14.5;1350.0;340.0;21.5;1060.0;61.0;79.0;320.0;5.0
322;15 jaar of ouder;Putten;20110;270;13.0;110;30.5;80;23.0;50.0;15.5;200.0;40.0;28.5;110.0;41.5;53.0;100.0;5.0
323;15 jaar of ouder;Raalte;30600;420;13.5;140;26.5;130;25.0;60.0;12.5;300.0;90.0;26.5;240.0;61.0;80.5;220.0;7.0
324;15 jaar of ouder;Reimerswaal;17480;250;14.0;90;30.0;70;21.0;40.0;12.5;200.0;30.0;12.0;150.0;68.0;78.0;70.0;4.0
325;15 jaar of ouder;Renkum;26570;690;26.0;220;26.0;180;21.5;90.0;11.0;240.0;80.0;20.5;190.0;30.0;80.5;130.0;5.0
326;15 jaar of ouder;Renswoude;3910;30;8.5;10;35.0;10;20.0;0.0;;10.0;0.0;;0.0;;;20.0;4.0
327;15 jaar of ouder;Reusel-De Mierden;10700;80;7.5;30;28.0;30;25.0;20.0;16.0;10.0;10.0;18.0;10.0;15.5;85.5;160.0;15.0
328;15 jaar of ouder;Rheden;37520;1090;29.0;430;28.0;410;26.5;180.0;12.5;780.0;220.0;21.0;630.0;60.5;80.5;320.0;8.5
