ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;TotaalNietWesters_4;Afrika_5;Azie_6;LatijnsAmerika_7;Marokko_8;NederlandseAntillenEnAruba_9;Suriname_10;Turkije_11;TotaalWesters_12;k_26EULanden_13;OverigEuropa_14;Indonesie_15;OverigBuitenEuropa_16
2306;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2017;6407;;6407;2896;616;1164;300;136;326;174;180;3511;2836;233;48;395
2307;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2018;6162;;6162;2773;545;1146;294;127;317;172;173;3388;2739;222;51;375
2308;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2019;5945;;5945;2737;519;1150;282;128;323;173;163;3208;2574;215;48;372
2309;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2020;5983;;5983;2768;513;1172;282;132;328;178;163;3216;2571;217;50;377
2310;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2021;6015;;6015;2798;514;1190;284;136;334;179;162;3217;2564;218;52;382
2311;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2022;6042;;6042;2827;515;1211;284;136;337;182;163;3215;2555;220;52;388
2312;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2023;6067;;6067;2855;516;1233;286;137;339;182;163;3212;2543;221;52;396
2313;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2024;6081;;6081;2880;518;1251;288;137;340;182;163;3201;2527;221;52;400
2314;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2025;6102;;6102;2909;519;1271;293;137;342;183;164;3193;2512;222;52;407
2315;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2026;6115;;6115;2933;521;1290;295;137;343;183;164;3182;2495;222;52;413
2316;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2027;6131;;6131;2961;523;1309;300;138;344;183;165;3169;2476;223;52;419
2317;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2028;6142;;6142;2985;525;1328;302;138;345;183;165;3157;2457;223;52;425
2318;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2029;6153;;6153;3010;527;1349;303;138;346;183;165;3143;2437;224;52;430
2319;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2030;6167;;6167;3038;528;1371;306;138;347;183;165;3129;2418;224;52;436
2320;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2031;6181;;6181;3065;530;1392;309;138;348;183;166;3116;2397;224;52;443
2321;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2032;6196;;6196;3092;531;1413;312;138;349;183;166;3104;2380;224;52;447
2322;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2033;6210;;6210;3120;533;1433;317;138;349;183;166;3090;2363;225;52;450
2323;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2034;6235;;6235;3148;534;1456;320;138;350;183;166;3087;2350;225;52;460
2324;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2035;6252;;6252;3175;536;1477;324;138;351;183;167;3077;2336;225;52;464
2325;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2036;6276;;6276;3200;537;1498;326;138;351;183;167;3076;2328;226;52;470
2326;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2037;6293;;6293;3222;538;1517;328;138;352;183;167;3070;2318;226;52;474
2327;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2038;6322;;6322;3250;539;1538;332;138;352;183;167;3072;2314;226;52;479
2328;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2039;6348;;6348;3273;540;1555;336;138;353;183;168;3075;2312;227;52;484
2329;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2040;6374;;6374;3293;541;1573;337;138;353;183;168;3081;2312;227;52;490
2330;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2041;6401;;6401;3314;541;1590;340;138;353;183;168;3086;2313;227;52;494
2331;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2042;6429;;6429;3337;542;1607;344;138;354;183;168;3092;2315;228;52;497
2332;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2043;6455;;6455;3354;543;1621;346;138;354;183;169;3101;2320;228;52;501
2333;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2044;6479;;6479;3371;543;1635;347;139;355;183;169;3109;2324;228;52;505
2334;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2045;6506;;6506;3390;544;1650;351;139;355;183;169;3116;2328;228;52;509
2335;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2046;6524;;6524;3402;544;1661;351;139;355;183;169;3122;2332;228;51;511
2336;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2047;6543;;6543;3413;544;1671;351;139;356;183;169;3130;2335;229;51;515
2337;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2048;6561;;6561;3424;545;1680;353;139;356;182;169;3137;2338;229;51;518
2338;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2049;6578;;6578;3436;545;1688;356;139;356;182;169;3142;2341;229;51;520
2339;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2050;6591;;6591;3443;545;1694;357;139;357;182;169;3147;2344;229;51;523
2340;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2051;6602;;6602;3450;546;1699;358;139;357;182;169;3153;2347;229;51;525
2341;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2052;6612;;6612;3455;546;1704;358;139;358;181;169;3158;2350;229;51;527
2342;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2053;6622;;6622;3459;546;1708;358;139;358;181;169;3162;2352;230;51;529
2343;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2054;6630;;6630;3463;546;1712;358;139;358;181;168;3167;2355;230;51;532
2344;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2055;6638;;6638;3467;547;1715;359;139;359;180;168;3171;2357;230;51;534
2345;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2056;6646;;6646;3470;547;1719;359;139;359;180;168;3176;2359;230;51;536
2346;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2057;6654;;6654;3474;547;1722;359;139;359;180;167;3180;2361;230;51;538
2347;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2058;6661;;6661;3477;547;1725;359;139;360;179;167;3184;2363;230;51;540
2348;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2059;6668;;6668;3480;548;1728;360;139;360;179;166;3188;2365;230;51;542
2349;Mannen en Vrouwen;8 jaar;Eerstegeneratieallochtoon;2060;6674;;6674;3482;548;1731;360;139;360;179;166;3192;2367;230;51;543
2350;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2011;41048;;41048;30517;4047;4720;1353;7464;2055;4530;6348;10531;6589;1995;947;1001
2351;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2012;40945;;40945;30384;4002;4788;1372;7722;1959;4341;6200;10560;6632;2034;961;934
2352;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2013;40887;;40887;30256;3989;5033;1390;7769;1893;4111;6071;10631;6690;2002;950;989
2353;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2014;40181;;40181;29899;3823;4953;1481;7881;1881;3838;6040;10283;6646;1958;903;776
2354;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2015;39639;;39639;29349;3708;5085;1508;7632;1891;3731;5794;10290;6684;1981;838;788
2355;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2016;39241;;39241;28836;3702;5074;1527;7382;2005;3566;5582;10405;6836;1858;867;843
2356;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2017;39882;;39882;28891;3826;5118;1591;7397;2080;3541;5339;10990;7280;2014;842;855
2357;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2018;39841;;39841;28202;3858;5237;1606;7079;2014;3416;4993;11639;7908;2028;848;855
2358;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2019;40130;;40130;27945;3831;5360;1624;6936;1995;3261;4939;12185;8456;2022;845;861
2359;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2020;39741;;39741;27326;3809;5372;1640;6677;1999;3114;4715;12415;8679;2042;819;876
2360;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2021;39511;;39511;26849;3755;5377;1655;6494;2004;2988;4577;12661;8915;2065;794;887
2361;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2022;39297;;39297;26377;3690;5389;1673;6289;2015;2884;4436;12920;9154;2092;776;899
2362;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2023;39085;;39085;25924;3641;5403;1687;6070;2034;2788;4301;13161;9368;2119;765;909
2363;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2024;38920;;38920;25519;3600;5422;1701;5849;2063;2708;4175;13401;9578;2145;759;919
2364;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2025;38720;;38720;25110;3559;5446;1712;5620;2087;2635;4052;13609;9765;2166;750;929
2365;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2026;38577;;38577;24763;3529;5481;1720;5400;2117;2573;3943;13814;9943;2187;746;939
2366;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2027;38445;;38445;24435;3494;5523;1726;5184;2146;2521;3842;14010;10109;2206;745;950
2367;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2028;38317;;38317;24135;3466;5567;1732;4978;2177;2468;3747;14182;10259;2221;741;960
2368;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2029;38189;;38189;23860;3440;5607;1738;4786;2204;2424;3660;14329;10389;2233;739;968
2369;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2030;38094;;38094;23629;3424;5670;1741;4610;2229;2377;3578;14465;10509;2243;736;977
2370;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2031;38043;;38043;23454;3411;5732;1743;4462;2253;2340;3514;14589;10618;2250;734;986
2371;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2032;38015;;38015;23323;3399;5799;1749;4339;2278;2304;3456;14692;10709;2257;732;993
2372;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2033;38027;;38027;23249;3395;5872;1756;4242;2301;2271;3412;14778;10786;2261;730;1002
2373;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2034;38086;;38086;23227;3393;5949;1762;4175;2320;2243;3384;14859;10856;2266;728;1010
2374;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2035;38159;;38159;23238;3397;6029;1768;4130;2338;2214;3362;14920;10909;2269;724;1019
2375;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2036;38246;;38246;23269;3396;6121;1778;4092;2356;2191;3337;14977;10958;2271;720;1028
2376;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2037;38335;;38335;23317;3403;6212;1788;4059;2373;2170;3312;15018;10995;2274;713;1036
2377;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2038;38429;;38429;23368;3412;6308;1798;4030;2387;2149;3284;15060;11032;2277;707;1044
2378;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2039;38527;;38527;23428;3419;6412;1809;4005;2398;2133;3252;15099;11062;2281;703;1053
2379;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2040;38597;;38597;23471;3431;6492;1822;3978;2409;2119;3220;15126;11078;2284;702;1062
2380;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2041;38669;;38669;23512;3442;6575;1835;3946;2417;2106;3190;15157;11098;2288;700;1071
2381;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2042;38722;;38722;23538;3451;6656;1846;3912;2426;2093;3154;15184;11113;2292;699;1079
2382;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2043;38777;;38777;23566;3458;6734;1860;3875;2435;2083;3121;15211;11131;2299;695;1087
2383;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2044;38834;;38834;23587;3468;6812;1874;3834;2442;2071;3087;15247;11155;2304;693;1095
2384;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2045;38886;;38886;23601;3473;6891;1887;3789;2449;2062;3051;15285;11180;2311;690;1104
2385;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2046;38936;;38936;23607;3478;6968;1902;3734;2457;2052;3016;15329;11211;2318;688;1111
2386;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2047;38986;;38986;23609;3484;7039;1916;3676;2466;2042;2986;15377;11246;2326;686;1119
2387;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2048;39041;;39041;23607;3489;7110;1930;3617;2472;2032;2956;15435;11291;2334;683;1127
2388;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2049;39099;;39099;23605;3495;7177;1942;3554;2483;2025;2929;15494;11334;2342;681;1136
2389;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2050;39150;;39150;23602;3499;7240;1958;3492;2492;2018;2904;15548;11376;2352;677;1143
2390;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2051;39205;;39205;23594;3500;7304;1972;3427;2502;2007;2883;15612;11424;2361;675;1151
2391;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2052;39264;;39264;23587;3504;7363;1987;3363;2511;2001;2860;15677;11475;2371;672;1159
2392;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2053;39327;;39327;23583;3510;7416;2001;3298;2522;1996;2841;15744;11525;2381;672;1166
2393;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2054;39394;;39394;23582;3514;7473;2013;3235;2531;1992;2823;15812;11576;2390;671;1174
2394;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2055;39462;;39462;23579;3520;7523;2027;3176;2542;1986;2806;15883;11631;2399;671;1181
2395;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2056;39539;;39539;23588;3528;7574;2040;3118;2553;1982;2793;15951;11682;2409;671;1189
2396;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2057;39610;;39610;23592;3536;7623;2050;3063;2564;1977;2779;16018;11734;2417;671;1197
2397;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2058;39681;;39681;23601;3543;7667;2061;3015;2576;1973;2765;16080;11780;2425;671;1204
2398;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2059;39765;;39765;23619;3552;7711;2072;2969;2588;1971;2755;16146;11832;2433;671;1211
2399;Mannen en Vrouwen;8 jaar;Totaal tweedegeneratieallochtonen;2060;39836;;39836;23634;3558;7754;2081;2927;2599;1968;2746;16203;11873;2440;672;1218
2400;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2011;18221;;18221;10056;1514;1499;987;1210;959;1990;1897;8165;5641;819;789;916
2401;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2012;18464;;18464;10334;1503;1553;1013;1325;944;1977;2020;8130;5616;884;783;846
2402;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2013;18756;;18756;10610;1476;1655;1032;1526;895;1896;2130;8146;5591;898;775;883
2403;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2014;18654;;18654;10824;1415;1712;1100;1639;926;1794;2237;7831;5490;906;739;696
2404;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2015;18601;;18601;10943;1342;1767;1138;1664;929;1788;2314;7659;5318;939;696;705
2405;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2016;18904;;18904;11254;1347;1804;1133;1881;971;1780;2338;7650;5350;883;699;718
2406;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2017;19256;;19256;11527;1359;1854;1166;2034;999;1816;2300;7729;5389;965;680;695
2407;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2018;19482;;19482;11671;1333;1917;1176;2156;984;1791;2313;7811;5527;932;680;672
2408;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2019;19901;;19901;12150;1300;1860;1112;2384;909;1824;2761;7751;5490;903;683;675
2409;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2020;19625;;19625;11973;1292;1861;1088;2350;910;1828;2643;7652;5397;898;676;681
2410;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2021;19688;;19688;12094;1291;1860;1072;2439;917;1858;2657;7593;5339;897;670;688
2411;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2022;19692;;19692;12124;1298;1870;1064;2472;924;1878;2618;7568;5310;897;665;696
2412;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2023;19682;;19682;12122;1310;1881;1055;2485;936;1885;2570;7560;5294;899;661;705
2413;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2024;19757;;19757;12172;1328;1906;1054;2498;954;1901;2531;7585;5307;904;660;714
2414;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2025;19822;;19822;12206;1347;1933;1056;2500;971;1919;2481;7616;5328;908;655;724
2415;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2026;19927;;19927;12256;1372;1966;1059;2500;994;1933;2432;7671;5366;916;655;734
2416;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2027;20046;;20046;12304;1394;2004;1064;2493;1013;1951;2386;7742;5414;926;657;744
2417;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2028;20180;;20180;12372;1420;2041;1070;2492;1035;1964;2351;7808;5462;937;657;751
2418;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2029;20349;;20349;12477;1445;2082;1079;2506;1054;1980;2331;7872;5510;950;657;755
2419;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2030;20506;;20506;12579;1469;2122;1086;2524;1068;1987;2322;7927;5551;963;655;758
2420;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2031;20696;;20696;12705;1496;2159;1092;2557;1083;1998;2320;7990;5597;978;655;761
2421;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2032;20875;;20875;12830;1514;2202;1102;2595;1095;2006;2316;8045;5635;994;655;761
2422;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2033;21058;;21058;12961;1536;2246;1110;2639;1108;2009;2313;8097;5669;1008;657;763
2423;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2034;21268;;21268;13116;1557;2294;1117;2699;1116;2013;2321;8152;5705;1026;657;763
2424;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2035;21464;;21464;13267;1582;2338;1121;2770;1124;2010;2323;8197;5734;1043;657;764
2425;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2036;21649;;21649;13402;1594;2391;1128;2833;1131;2008;2317;8246;5765;1060;657;765
2426;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2037;21804;;21804;13519;1611;2440;1135;2890;1140;2005;2300;8284;5789;1078;653;764
2427;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2038;21942;;21942;13618;1632;2488;1140;2939;1146;1996;2277;8325;5812;1094;653;765
2428;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2039;22048;;22048;13690;1644;2540;1144;2981;1149;1989;2242;8359;5832;1109;653;765
2429;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2040;22129;;22129;13748;1656;2584;1151;3016;1155;1983;2203;8381;5841;1123;652;765
2430;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2041;22178;;22178;13781;1668;2631;1153;3040;1157;1973;2159;8398;5849;1134;650;764
2431;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2042;22181;;22181;13776;1672;2669;1153;3052;1161;1959;2109;8405;5849;1143;650;763
2432;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2043;22157;;22157;13755;1675;2699;1154;3056;1165;1947;2059;8402;5846;1150;646;760
2433;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2044;22118;;22118;13721;1682;2730;1155;3053;1166;1931;2005;8397;5840;1154;643;759
2434;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2045;22047;;22047;13660;1682;2757;1155;3038;1167;1916;1945;8387;5833;1158;639;757
2435;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2046;21957;;21957;13576;1682;2781;1156;3006;1167;1898;1886;8380;5828;1161;637;755
2436;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2047;21862;;21862;13487;1679;2801;1158;2970;1169;1881;1830;8375;5826;1162;633;754
2437;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2048;21759;;21759;13382;1676;2818;1159;2925;1168;1862;1773;8377;5830;1165;630;753
2438;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2049;21662;;21662;13279;1675;2835;1160;2872;1171;1846;1721;8383;5835;1167;629;753
2439;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2050;21564;;21564;13171;1672;2848;1163;2816;1172;1829;1671;8394;5847;1170;625;753
2440;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2051;21475;;21475;13057;1666;2868;1167;2750;1173;1810;1624;8418;5867;1173;623;754
2441;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2052;21393;;21393;12949;1663;2884;1172;2681;1176;1794;1579;8444;5890;1177;621;755
2442;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2053;21322;;21322;12844;1664;2897;1178;2608;1178;1782;1538;8477;5915;1183;622;757
2443;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2054;21270;;21270;12751;1663;2917;1184;2539;1180;1770;1499;8519;5946;1189;623;761
2444;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2055;21221;;21221;12656;1662;2934;1192;2464;1183;1756;1464;8566;5982;1196;624;764
2445;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2056;21191;;21191;12577;1666;2953;1199;2392;1188;1746;1432;8614;6018;1203;626;768
2446;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2057;21158;;21158;12495;1668;2971;1206;2319;1193;1735;1403;8663;6054;1210;628;771
2447;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2058;21136;;21136;12424;1670;2990;1213;2250;1198;1726;1376;8711;6089;1217;630;776
2448;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2059;21131;;21131;12368;1672;3008;1221;2186;1204;1723;1355;8763;6127;1223;633;780
2449;Mannen en Vrouwen;8 jaar;2e Gen.: 1 ouder in buitenland geboren;2060;21116;;21116;12309;1672;3028;1227;2122;1210;1715;1336;8807;6158;1229;635;784
2450;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2011;22827;;22827;20461;2532;3221;367;6254;1096;2541;4451;2366;948;1176;158;85
2451;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2012;22481;;22481;20050;2498;3236;359;6397;1015;2364;4181;2431;1016;1150;177;88
2452;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2013;22130;;22130;19645;2512;3378;359;6243;998;2215;3941;2485;1099;1104;175;107
2453;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2014;21527;;21527;19075;2408;3241;382;6242;955;2045;3803;2452;1156;1052;164;80
2454;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2015;21038;;21038;18407;2366;3317;370;5968;962;1943;3480;2631;1366;1041;142;83
2455;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2016;20337;;20337;17582;2355;3270;394;5500;1033;1786;3244;2755;1486;975;168;126
2456;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2017;20625;;20625;17364;2467;3264;425;5363;1081;1725;3039;3261;1890;1049;162;159
2457;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2018;20360;;20360;16532;2524;3320;429;4922;1030;1626;2680;3828;2381;1096;168;183
2458;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2019;20229;;20229;15796;2531;3500;512;4552;1086;1438;2177;4434;2966;1120;162;186
2459;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2020;20116;;20116;15353;2517;3511;551;4327;1089;1286;2072;4763;3281;1144;143;195
2460;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2021;19823;;19823;14755;2464;3517;583;4055;1087;1130;1920;5068;3576;1168;125;199
2461;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2022;19604;;19604;14252;2392;3520;609;3817;1091;1006;1818;5352;3844;1195;111;203
2462;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2023;19403;;19403;13802;2331;3522;631;3585;1099;903;1731;5601;4074;1219;103;204
2463;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2024;19163;;19163;13347;2272;3517;647;3351;1109;807;1644;5816;4271;1241;99;205
2464;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2025;18898;;18898;12905;2212;3513;656;3120;1116;716;1571;5994;4437;1258;94;205
2465;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2026;18650;;18650;12507;2157;3515;661;2900;1123;639;1511;6143;4577;1270;91;205
2466;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2027;18399;;18399;12131;2100;3519;662;2691;1133;569;1456;6268;4695;1279;88;206
2467;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2028;18137;;18137;11764;2046;3526;662;2486;1142;505;1397;6374;4797;1284;84;209
2468;Mannen en Vrouwen;8 jaar;2e Gen.: 2 ouders in buitenland geboren;2029;17841;;17841;11383;1995;3526;659;2280;1151;444;1329;6457;4879;1283;83;212
