ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;TotaalNietWesters_4;Afrika_5;Azie_6;LatijnsAmerika_7;Marokko_8;NederlandseAntillenEnAruba_9;Suriname_10;Turkije_11;TotaalWesters_12;k_26EULanden_13;OverigEuropa_14;Indonesie_15;OverigBuitenEuropa_16
143;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal tweedegeneratieallochtonen;2054;2746151;;2746151;1703183;209758;364197;105782;340036;146337;232120;304940;1042967;676418;132917;162390;71245
144;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal tweedegeneratieallochtonen;2055;2766246;;2766246;1719772;212345;370766;107534;341667;148279;232804;306357;1046485;682201;134789;157426;72062
145;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal tweedegeneratieallochtonen;2056;2786061;;2786061;1736014;214910;377323;109283;343213;150194;233407;307687;1050047;688022;136657;152503;72872
146;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal tweedegeneratieallochtonen;2057;2805611;;2805611;1751927;217443;383860;111024;344656;152094;233931;308924;1053688;693862;138510;147634;73681
147;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal tweedegeneratieallochtonen;2058;2824889;;2824889;1767473;219949;390386;112749;345997;153972;234368;310058;1057410;699733;140352;142852;74476
148;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal tweedegeneratieallochtonen;2059;2843865;;2843865;1782635;222427;396876;114465;347232;155826;234723;311094;1061237;705634;142164;138173;75264
149;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal tweedegeneratieallochtonen;2060;2862560;;2862560;1797373;224870;403342;116178;348358;157652;234975;312012;1065183;711568;143973;133601;76053
150;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2011;966993;;966993;256176;38888;37515;24853;27954;32767;57519;36701;710815;456209;26589;193428;34581
151;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2012;981007;;981007;268422;40241;39448;25989;30362;33681;59342;39375;712581;456622;27440;193345;35158
152;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2013;994568;;994568;280442;41440;41335;27063;32860;34527;61172;42060;714127;456844;28262;193256;35758
153;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2014;1007378;;1007378;292141;42499;43131;28103;35381;35338;63012;44685;715239;456782;29086;193075;36289
154;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2015;1019162;;1019162;303471;43535;44929;29048;37840;36088;64794;47238;715683;456265;29901;192739;36779
155;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2016;1030921;;1030921;314865;44587;46744;29988;40310;36877;66612;49743;716066;455673;30730;192377;37289
156;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2017;1042580;;1042580;326257;45664;48575;30936;42783;37717;68424;52172;716322;454960;31556;191998;37803
157;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2018;1054189;;1054189;337694;46774;50422;31887;45243;38594;70245;54540;716500;454187;32381;191605;38330
158;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2019;1065808;;1065808;349170;47920;52311;32847;47686;39493;72078;56834;716641;453368;33210;191195;38875
159;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2020;1077439;;1077439;360712;49120;54219;33841;50126;40425;73902;59091;716725;452517;34034;190747;39418
160;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2021;1089077;;1089077;372324;50332;56147;34836;52565;41376;75742;61326;716750;451610;34876;190287;39982
161;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2022;1100712;;1100712;384028;51606;58099;35849;55026;42338;77580;63533;716676;450634;35723;189782;40542
162;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2023;1112336;;1112336;395817;52911;60089;36869;57502;43309;79424;65725;716515;449591;36578;189246;41100
163;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2024;1123976;;1123976;407731;54244;62121;37885;60026;44291;81263;67904;716236;448482;37440;188663;41663
164;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2025;1135609;;1135609;419745;55608;64184;38908;62574;45283;83101;70091;715864;447300;38311;188038;42221
165;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2026;1147268;;1147268;431900;57000;66310;39941;65176;46285;84916;72273;715372;446053;39197;187343;42777
166;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2027;1158888;;1158888;444131;58406;68473;40964;67828;47283;86733;74444;714758;444753;40090;186590;43326
167;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2028;1170487;;1170487;456442;59835;70673;41994;70537;48276;88542;76588;714048;443409;40988;185775;43872
168;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2029;1182065;;1182065;468827;61271;72898;43023;73293;49296;90332;78716;713240;442027;41910;184888;44423
169;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2030;1193640;;1193640;481289;62721;75187;44068;76087;50318;92113;80802;712351;440640;42827;183917;44967
170;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2031;1205143;;1205143;493771;64173;77504;45112;78920;51347;93869;82836;711376;439241;43751;182865;45507
171;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2032;1216544;;1216544;506222;65641;79865;46156;81764;52376;95618;84817;710327;437875;44681;181725;46053
172;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2033;1227861;;1227861;518662;67108;82273;47203;84617;53393;97337;86738;709201;436530;45604;180481;46584
173;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2034;1239027;;1239027;531008;68559;84686;48245;87479;54410;99033;88594;708010;435238;46511;179146;47115
174;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2035;1250027;;1250027;543287;70018;87135;49284;90339;55430;100711;90393;706742;434005;47423;177686;47645
175;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2036;1260887;;1260887;555463;71464;89597;50320;93174;56433;102355;92116;705420;432831;48311;176115;48160
176;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2037;1271559;;1271559;567495;72913;92090;51352;95967;57432;103990;93764;704060;431765;49193;174436;48675
177;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2038;1282040;;1282040;579361;74329;94568;52388;98725;58424;105579;95345;702681;430798;50067;172630;49181
178;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2039;1292329;;1292329;591050;75740;97052;53411;101430;59415;107141;96860;701281;429955;50933;170713;49683
179;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2040;1302500;;1302500;602588;77147;99553;54442;104068;60404;108681;98304;699908;429250;51798;168683;50182
180;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2041;1312532;;1312532;613954;78552;102047;55465;106639;61382;110174;99686;698577;428716;52657;166531;50678
181;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2042;1322405;;1322405;625110;79935;104540;56494;109132;62357;111652;101002;697295;428335;53521;164268;51170
182;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2043;1332182;;1332182;636100;81302;107037;57530;111555;63333;113079;102275;696082;428148;54381;161889;51663
183;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2044;1341852;;1341852;646900;82667;109537;58559;113884;64293;114482;103483;694955;428143;55253;159403;52152
184;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2045;1351401;;1351401;657502;84005;112022;59600;116136;65249;115854;104641;693904;428329;56131;156812;52645
185;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2046;1360888;;1360888;667951;85352;114517;60643;118308;66200;117194;105744;692939;428684;57009;154120;53125
186;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2047;1370286;;1370286;678214;86674;117011;61682;120400;67144;118507;106802;692072;429237;57897;151324;53616
187;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2048;1379594;;1379594;688302;87988;119511;62728;122384;68074;119790;107826;691304;429956;58792;148455;54103
188;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2049;1388821;;1388821;698223;89293;122029;63777;124284;69013;121032;108801;690599;430816;59693;145499;54588
189;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2050;1397948;;1397948;707971;90580;124543;64814;126105;69923;122264;109740;689981;431815;60595;142478;55077
190;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2051;1406972;;1406972;717569;91870;127051;65866;127847;70840;123455;110651;689402;432932;61514;139388;55573
191;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2052;1415896;;1415896;727020;93135;129570;66921;129515;71733;124609;111527;688879;434152;62423;136247;56059
192;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2053;1424695;;1424695;736293;94388;132091;67972;131098;72621;125752;112373;688399;435448;63342;133064;56552
193;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2054;1433349;;1433349;745404;95627;134594;69018;132611;73504;126857;113184;687945;436814;64260;129848;57029
194;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2055;1441876;;1441876;754342;96857;137112;70063;134045;74362;127932;113965;687536;438241;65172;126610;57503
195;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2056;1450239;;1450239;763089;98065;139599;71108;135410;75210;128980;114713;687149;439727;66083;123361;57982
196;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2057;1458500;;1458500;771686;99255;142090;72150;136715;76048;129999;115440;686808;441257;66991;120118;58452
197;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2058;1466642;;1466642;780126;100428;144587;73179;137954;76861;130990;116135;686515;442817;67892;116890;58911
198;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2059;1474683;;1474683;788407;101581;147072;74208;139126;77672;131946;116804;686281;444428;68796;113695;59368
199;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2060;1482646;;1482646;796539;102708;149554;75227;140252;78471;132884;117445;686107;446081;69681;110538;59805
200;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2011;725994;;725994;574277;47467;73018;8889;160403;26613;102726;155174;151727;55798;22928;69866;3140
201;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2012;745579;;745579;589593;50223;76654;9489;164590;27730;103989;156928;155979;58809;24077;69794;3329
202;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2013;764569;;764569;604090;52707;80224;10095;168609;28783;105063;158629;160477;62093;25203;69683;3514
203;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2014;782689;;782689;617501;54910;83616;10727;172325;29787;106009;160150;165188;65609;26357;69535;3698
204;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2015;799696;;799696;629718;56935;86961;11349;175509;30755;106723;161514;169976;69275;27544;69295;3877
205;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2016;816542;;816542;641596;58890;90321;11978;178503;31732;107357;162840;174945;73108;28747;69046;4048
206;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2017;832936;;832936;652916;60780;93637;12608;181270;32730;107885;164040;180018;77064;29965;68774;4219
207;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2018;848926;;848926;663736;62590;96909;13228;183819;33734;108318;165144;185194;81122;31181;68497;4389
208;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2019;864482;;864482;674053;64333;100144;13845;186164;34755;108681;166157;190429;85271;32403;68197;4557
209;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2020;879666;;879666;683946;66002;103345;14455;188302;35780;108959;167116;195721;89490;33607;67887;4735
210;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2021;894440;;894440;693401;67610;106513;15071;190224;36820;109166;168002;201040;93757;34816;67565;4908
211;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2022;908871;;908871;702483;69181;109695;15676;191939;37857;109323;168814;206382;98070;35999;67215;5096
212;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2023;923005;;923005;711271;70717;112898;16277;193468;38914;109429;169570;211728;102417;37171;66861;5286
213;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2024;936861;;936861;719789;72243;116120;16868;194812;39975;109500;170273;217072;106791;38327;66477;5481
214;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2025;950481;;950481;728088;73754;119376;17464;195998;41041;109528;170929;222399;111178;39458;66078;5674
215;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2026;963894;;963894;736208;75236;122660;18054;197053;42111;109531;171553;227697;115582;40572;65651;5887
216;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2027;977133;;977133;744178;76696;125989;18646;197992;43191;109503;172148;232958;119982;41669;65205;6107
217;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2028;990202;;990202;752019;78141;129368;19239;198821;44277;109448;172731;238176;124389;42742;64716;6329
218;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2029;1003114;;1003114;759777;79565;132787;19828;199555;45361;109367;173312;243341;128786;43788;64199;6560
219;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2030;1015905;;1015905;767465;80974;136252;20415;200201;46447;109277;173890;248437;133180;44824;63635;6801
220;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2031;1028611;;1028611;775137;82377;139770;21009;200789;47538;109168;174482;253476;137571;45838;63027;7039
221;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2032;1041242;;1041242;782777;83772;143318;21611;201317;48630;109062;175074;258453;141948;46835;62377;7291
222;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2033;1053790;;1053790;790412;85155;146909;22217;201788;49721;108942;175689;263376;146317;47832;61678;7551
223;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2034;1066314;;1066314;798059;86530;150525;22841;202212;50807;108819;176312;268247;150685;48823;60927;7816
224;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2035;1078806;;1078806;805724;87916;154187;23467;202591;51901;108697;176966;273075;155057;49814;60116;8090
225;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2036;1091295;;1091295;813427;89298;157885;24110;202937;52996;108573;177641;277864;159446;50796;59248;8372
226;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2037;1103783;;1103783;821185;90673;161618;24757;203252;54104;108444;178336;282603;163844;51796;58308;8667
227;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2038;1116310;;1116310;829003;92061;165399;25417;203545;55199;108323;179059;287308;168261;52786;57303;8964
228;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2039;1128851;;1128851;836890;93453;169227;26091;203817;56300;108195;179807;291962;172695;53784;56220;9265
229;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2040;1141395;;1141395;844821;94831;173095;26780;204070;57400;108068;180568;296573;177160;54779;55065;9573
230;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2041;1153944;;1153944;852819;96218;177001;27463;204324;58511;107948;181355;301135;181634;55776;53833;9892
231;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2042;1166504;;1166504;860877;97607;180953;28166;204568;59614;107811;182166;305628;186126;56775;52517;10213
232;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 2 ouders in buitenland geboren;2043;1179049;;1179049;868984;98995;184923;28874;204805;60719;107680;182984;310061;190614;57773;51129;10539
