ID;TypeReIntegratieParticipatievoorz;StatusVoorziening;RegioS;Perioden;ReIntegratieParticipatievoorzieningen_1
8227;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoetermeer;2024 mei;2470
8228;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoetermeer;2024 juni;2500
8229;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoetermeer;2024 juli;2520
8230;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoetermeer;2024 augustus;2520
8231;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoetermeer;2024 september;2650
8232;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 januari;50
8233;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 februari;50
8234;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 maart;50
8235;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 april;50
8236;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 mei;50
8237;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 juni;50
8238;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 juli;50
8239;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 augustus;50
8240;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 september;50
8241;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 oktober;50
8242;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 november;50
8243;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2023 december;40
8244;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 januari;30
8245;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 februari;40
8246;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 maart;40
8247;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 april;40
8248;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 mei;40
8249;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 juni;40
8250;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 juli;40
8251;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 augustus;40
8252;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zoeterwoude;2024 september;30
8253;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 januari;470
8254;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 februari;470
8255;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 maart;470
8256;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 april;470
8257;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 mei;470
8258;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 juni;480
8259;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 juli;460
8260;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 augustus;470
8261;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 september;480
8262;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 oktober;490
8263;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 november;500
8264;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2023 december;500
8265;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 januari;500
8266;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 februari;530
8267;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 maart;540
8268;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 april;530
8269;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 mei;560
8270;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 juni;550
8271;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 juli;550
8272;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 augustus;550
8273;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuidplas;2024 september;560
8274;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 januari;180
8275;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 februari;180
8276;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 maart;190
8277;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 april;190
8278;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 mei;190
8279;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 juni;190
8280;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 juli;190
8281;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 augustus;200
8282;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 september;200
8283;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 oktober;200
8284;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 november;200
8285;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2023 december;200
8286;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 januari;200
8287;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 februari;210
8288;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 maart;210
8289;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 april;210
8290;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 mei;210
8291;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 juni;210
8292;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 juli;220
8293;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 augustus;210
8294;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zundert;2024 september;240
8295;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 januari;1710
8296;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 februari;1710
8297;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 maart;1750
8298;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 april;1750
8299;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 mei;1760
8300;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 juni;1780
8301;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 juli;1790
8302;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 augustus;1790
8303;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 september;1800
8304;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 oktober;1820
8305;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 november;1840
8306;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2023 december;1810
8307;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 januari;1830
8308;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 februari;1860
8309;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 maart;1880
8310;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 april;1880
8311;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 mei;1890
8312;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 juni;1890
8313;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 juli;1910
8314;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 augustus;1900
8315;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zutphen;2024 september;2020
8316;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 januari;300
8317;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 februari;310
8318;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 maart;310
8319;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 april;310
8320;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 mei;310
8321;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 juni;300
8322;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 juli;310
8323;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 augustus;310
8324;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 september;300
8325;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 oktober;310
8326;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 november;310
8327;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2023 december;300
8328;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 januari;350
8329;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 februari;320
8330;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 maart;330
8331;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 april;330
8332;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 mei;300
8333;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 juni;310
8334;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 juli;300
8335;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 augustus;320
8336;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwartewaterland;2024 september;240
8337;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 januari;550
8338;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 februari;570
8339;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 maart;550
8340;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 april;550
8341;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 mei;560
8342;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 juni;550
8343;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 juli;570
8344;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 augustus;570
8345;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 september;560
8346;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 oktober;540
8347;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 november;550
8348;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2023 december;520
8349;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 januari;550
8350;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 februari;560
8351;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 maart;560
8352;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 april;560
8353;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 mei;560
8354;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 juni;560
8355;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 juli;570
8356;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 augustus;600
8357;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwijndrecht;2024 september;610
8358;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 januari;1980
8359;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 februari;2010
8360;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 maart;2030
8361;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 april;2140
8362;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 mei;2180
8363;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 juni;2250
8364;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 juli;2280
8365;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 augustus;2330
8366;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 september;2350
8367;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 oktober;2340
8368;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 november;2310
8369;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2023 december;2310
8370;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 januari;2590
8371;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 februari;2710
8372;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 maart;2280
8373;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 april;2270
8374;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 mei;2250
8375;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 juni;2220
8376;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 juli;2160
8377;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 augustus;2140
8378;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zwolle;2024 september;2120
8379;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 januari;14450
8380;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 februari;14760
8381;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 maart;13470
8382;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 april;13700
8383;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 mei;13510
8384;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 juni;13550
8385;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 juli;14030
8386;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 augustus;14190
8387;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 september;14310
8388;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 oktober;14480
8389;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 november;14990
8390;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2023 december;14650
8391;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 januari;15200
8392;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 februari;15440
8393;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 maart;15640
8394;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 april;15820
8395;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 mei;15950
8396;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 juni;15760
8397;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 juli;15800
8398;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 augustus;15660
8399;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Groningen (AM);2024 september;15860
8400;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 januari;11540
8401;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 februari;11590
8402;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 maart;11710
8403;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 april;11890
8404;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 mei;11930
8405;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 juni;11970
8406;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 juli;12070
8407;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 augustus;11890
8408;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 september;12000
8409;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 oktober;12000
8410;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 november;12010
8411;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2023 december;11490
8412;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 januari;11900
8413;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 februari;11750
8414;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 maart;11770
8415;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 april;11970
8416;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 mei;12030
8417;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 juni;11840
8418;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 juli;11880
8419;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 augustus;12200
8420;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Friesland (AM);2024 september;12530
8421;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 januari;3720
8422;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 februari;3750
8423;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 maart;3820
8424;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 april;3760
8425;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 mei;3730
8426;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 juni;3700
8427;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 juli;3630
8428;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 augustus;3630
8429;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 september;3680
8430;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 oktober;3670
8431;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 november;3660
8432;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2023 december;3580
8433;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 januari;3690
8434;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 februari;3730
8435;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 maart;3820
8436;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 april;3830
8437;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 mei;3900
8438;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 juni;3910
8439;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 juli;3800
8440;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 augustus;3810
8441;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Drenthe (AM);2024 september;3880
8442;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 januari;7870
8443;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 februari;7860
8444;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 maart;7960
8445;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 april;7980
8446;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 mei;8050
8447;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 juni;8010
8448;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 juli;7920
8449;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 augustus;7920
8450;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 september;8120
8451;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 oktober;8400
8452;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 november;8440
8453;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2023 december;7630
8454;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 januari;8050
8455;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 februari;8130
8456;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 maart;8230
8457;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 april;8060
8458;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 mei;8300
8459;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 juni;8220
8460;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 juli;8260
8461;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 augustus;8210
8462;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Twente (AM);2024 september;8310
8463;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 januari;7920
8464;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 februari;7960
8465;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 maart;8020
8466;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 april;8110
8467;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 mei;8120
8468;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 juni;8120
8469;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 juli;8070
8470;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 augustus;8110
8471;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 september;8270
8472;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 oktober;8420
8473;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 november;8520
8474;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2023 december;8250
8475;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 januari;8160
8476;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 februari;8280
8477;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 maart;8320
8478;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 april;8390
8479;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 mei;8420
8480;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 juni;8390
8481;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 juli;8360
8482;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 augustus;8310
8483;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Stedendriehoek en Noordwest Veluwe (AM);2024 september;8560
8484;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 januari;5590
8485;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 februari;5590
8486;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 maart;5470
8487;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 april;5470
8488;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 mei;5510
8489;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 juni;5540
8490;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 juli;5670
8491;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Midden-Gelderland (AM);2023 augustus;5750
