ID;TypeReIntegratieParticipatievoorz;StatusVoorziening;RegioS;Perioden;ReIntegratieParticipatievoorzieningen_1
1587;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 januari;1580
1588;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 februari;1600
1589;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 maart;1680
1590;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 april;1710
1591;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 mei;1710
1592;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 juni;1720
1593;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 juli;1760
1594;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 augustus;1750
1595;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Assen;2024 september;1760
1596;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 januari;60
1597;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 februari;60
1598;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 maart;70
1599;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 april;70
1600;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 mei;70
1601;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 juni;70
1602;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 juli;70
1603;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 augustus;80
1604;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 september;80
1605;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 oktober;80
1606;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 november;90
1607;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2023 december;70
1608;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 januari;90
1609;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 februari;90
1610;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 maart;90
1611;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 april;90
1612;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 mei;90
1613;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 juni;90
1614;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 juli;100
1615;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 augustus;100
1616;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Asten;2024 september;100
1617;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 januari;80
1618;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 februari;90
1619;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 maart;90
1620;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 april;80
1621;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 mei;80
1622;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 juni;80
1623;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 juli;80
1624;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 augustus;80
1625;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 september;90
1626;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 oktober;90
1627;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 november;90
1628;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2023 december;90
1629;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 januari;90
1630;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 februari;100
1631;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 maart;100
1632;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 april;100
1633;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 mei;100
1634;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 juni;110
1635;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 juli;110
1636;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 augustus;100
1637;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarle-Nassau;2024 september;110
1638;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 januari;220
1639;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 februari;210
1640;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 maart;220
1641;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 april;210
1642;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 mei;210
1643;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 juni;220
1644;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 juli;220
1645;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 augustus;220
1646;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 september;220
1647;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 oktober;220
1648;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 november;220
1649;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2023 december;190
1650;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 januari;220
1651;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 februari;220
1652;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 maart;220
1653;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 april;210
1654;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 mei;210
1655;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 juni;210
1656;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 juli;220
1657;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 augustus;220
1658;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Baarn;2024 september;210
1659;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 januari;350
1660;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 februari;380
1661;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 maart;400
1662;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 april;410
1663;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 mei;410
1664;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 juni;430
1665;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 juli;430
1666;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 augustus;450
1667;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 september;470
1668;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 oktober;470
1669;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 november;470
1670;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2023 december;390
1671;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 januari;440
1672;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 februari;450
1673;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 maart;450
1674;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 april;460
1675;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 mei;450
1676;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 juni;450
1677;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 juli;440
1678;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 augustus;430
1679;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barendrecht;2024 september;420
1680;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 januari;580
1681;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 februari;590
1682;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 maart;610
1683;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 april;620
1684;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 mei;620
1685;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 juni;600
1686;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 juli;620
1687;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 augustus;640
1688;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 september;650
1689;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 oktober;660
1690;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 november;650
1691;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2023 december;650
1692;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 januari;670
1693;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 februari;690
1694;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 maart;700
1695;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 april;700
1696;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 mei;720
1697;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 juni;700
1698;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 juli;710
1699;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 augustus;690
1700;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Barneveld;2024 september;700
1701;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 januari;130
1702;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 februari;130
1703;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 maart;130
1704;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 april;120
1705;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 mei;130
1706;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 juni;140
1707;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 juli;130
1708;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 augustus;130
1709;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 september;130
1710;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 oktober;130
1711;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 november;130
1712;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2023 december;120
1713;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 januari;130
1714;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 februari;130
1715;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 maart;130
1716;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 april;140
1717;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 mei;150
1718;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 juni;150
1719;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 juli;150
1720;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 augustus;160
1721;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beek (L.);2024 september;160
1722;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 januari;580
1723;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 februari;590
1724;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 maart;600
1725;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 april;610
1726;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 mei;620
1727;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 juni;610
1728;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 juli;630
1729;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 augustus;650
1730;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 september;670
1731;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 oktober;660
1732;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 november;650
1733;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2023 december;570
1734;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 januari;510
1735;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 februari;390
1736;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 maart;380
1737;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 april;380
1738;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 mei;380
1739;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 juni;350
1740;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 juli;340
1741;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 augustus;320
1742;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beekdaelen;2024 september;330
1743;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 januari;130
1744;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 februari;130
1745;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 maart;130
1746;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 april;140
1747;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 mei;140
1748;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 juni;130
1749;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 juli;130
1750;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 augustus;130
1751;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 september;140
1752;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 oktober;130
1753;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 november;150
1754;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2023 december;140
1755;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 januari;140
1756;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 februari;140
1757;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 maart;150
1758;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 april;150
1759;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 mei;150
1760;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 juni;150
1761;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 juli;150
1762;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 augustus;150
1763;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Beesel;2024 september;160
1764;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 januari;80
1765;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 februari;80
1766;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 maart;80
1767;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 april;70
1768;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 mei;80
1769;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 juni;80
1770;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 juli;90
1771;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 augustus;100
1772;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 september;110
1773;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 oktober;110
1774;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 november;110
1775;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2023 december;110
1776;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 januari;120
1777;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 februari;110
1778;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 maart;110
1779;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 april;110
1780;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 mei;120
1781;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 juni;110
1782;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 juli;100
1783;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 augustus;120
1784;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Berg en Dal;2024 september;130
1785;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 januari;160
1786;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 februari;150
1787;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 maart;160
1788;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 april;150
1789;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 mei;150
1790;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 juni;150
1791;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 juli;150
1792;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 augustus;160
1793;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 september;170
1794;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 oktober;170
1795;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 november;180
1796;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2023 december;170
1797;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 januari;190
1798;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 februari;180
1799;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 maart;190
1800;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 april;190
1801;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 mei;190
1802;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 juni;190
1803;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 juli;180
1804;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 augustus;190
1805;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergeijk;2024 september;210
1806;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 januari;160
1807;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 februari;160
1808;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 maart;160
1809;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 april;150
1810;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 mei;140
1811;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 juni;140
1812;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 juli;140
1813;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 augustus;150
1814;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 september;150
1815;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 oktober;140
1816;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 november;150
1817;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2023 december;150
1818;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 januari;150
1819;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 februari;150
1820;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 maart;160
1821;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 april;160
1822;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 mei;160
1823;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 juni;160
1824;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 juli;160
1825;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 augustus;150
1826;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (L.);2024 september;160
1827;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 januari;370
1828;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 februari;370
1829;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 maart;360
1830;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 april;360
1831;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 mei;350
1832;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 juni;350
1833;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 juli;310
1834;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 augustus;300
1835;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 september;310
1836;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 oktober;310
1837;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 november;300
1838;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2023 december;280
1839;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 januari;280
1840;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 februari;270
1841;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 maart;260
1842;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 april;240
1843;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 mei;250
1844;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 juni;240
1845;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 juli;230
1846;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 augustus;210
1847;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen (NH.);2024 september;220
1848;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 januari;530
1849;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 februari;480
1850;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 maart;500
1851;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 april;500
1852;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 mei;520
1853;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 juni;530
1854;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 juli;540
1855;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 augustus;560
1856;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 september;560
1857;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 oktober;580
1858;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 november;610
1859;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2023 december;630
1860;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 januari;710
1861;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 februari;730
1862;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 maart;780
1863;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 april;790
1864;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Bergen op Zoom;2024 mei;810
