ID;BedrijfstakkenBranchesSBI2008;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
1616;C Industrie;Natuurlijke personen met eenmanszaak;2019 week 47;1
1617;C Industrie;Natuurlijke personen met eenmanszaak;2019 week 48;0
1618;C Industrie;Natuurlijke personen met eenmanszaak;2019 week 49;0
1619;C Industrie;Natuurlijke personen met eenmanszaak;2019 week 50;0
1620;C Industrie;Natuurlijke personen met eenmanszaak;2019 week 51;1
1621;C Industrie;Natuurlijke personen met eenmanszaak;2019 week 52;0
1622;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 1;0
1623;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 2;1
1624;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 3;1
1625;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 4;1
1626;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 5;0
1627;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 6;0
1628;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 7;2
1629;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 8;0
1630;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 9;0
1631;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 10;0
1632;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 11;1
1633;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 12;0
1634;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 13;0
1635;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 14;1
1636;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 15;0
1637;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 16;0
1638;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 17;2
1639;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 18;0
1640;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 19;0
1641;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 20;0
1642;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 21;1
1643;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 22;2
1644;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 23;1
1645;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 24;0
1646;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 25;0
1647;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 26;0
1648;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 27;0
1649;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 28;0
1650;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 29;3
1651;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 30;0
1652;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 31;0
1653;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 32;1
1654;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 33;0
1655;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 34;1
1656;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 35;0
1657;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 36;0
1658;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 37;0
1659;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 38;1
1660;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 39;0
1661;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 40;0
1662;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 41;0
1663;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 42;0
1664;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 43;0
1665;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 44;0
1666;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 45;0
1667;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 46;1
1668;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 47;1
1669;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 48;0
1670;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 49;0
1671;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 50;1
1672;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 51;1
1673;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 52;3
1674;C Industrie;Natuurlijke personen met eenmanszaak;2020 week 53;0
1675;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 1;0
1676;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 2;0
1677;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 3;1
1678;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 4;0
1679;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 5;0
1680;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 6;0
1681;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 7;0
1682;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 8;0
1683;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 9;1
1684;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 10;0
1685;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 11;1
1686;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 12;0
1687;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 13;0
1688;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 14;1
1689;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 15;0
1690;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 16;0
1691;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 17;0
1692;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 18;0
1693;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 19;0
1694;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 20;0
1695;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 21;1
1696;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 22;0
1697;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 23;0
1698;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 24;0
1699;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 25;0
1700;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 26;1
1701;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 27;0
1702;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 28;0
1703;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 29;0
1704;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 30;0
1705;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 31;0
1706;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 32;0
1707;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 33;0
1708;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 34;0
1709;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 35;0
1710;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 36;0
1711;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 37;0
1712;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 38;0
1713;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 39;0
1714;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 40;1
1715;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 41;0
1716;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 42;0
1717;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 43;0
1718;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 44;0
1719;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 45;0
1720;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 46;0
1721;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 47;0
1722;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 48;0
1723;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 49;1
1724;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 50;0
1725;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 51;1
1726;C Industrie;Natuurlijke personen met eenmanszaak;2021 week 52;0
1727;C Industrie;Bedrijven en instellingen;2019 week 1;0
1728;C Industrie;Bedrijven en instellingen;2019 week 2;5
1729;C Industrie;Bedrijven en instellingen;2019 week 3;4
1730;C Industrie;Bedrijven en instellingen;2019 week 4;4
1731;C Industrie;Bedrijven en instellingen;2019 week 5;6
1732;C Industrie;Bedrijven en instellingen;2019 week 6;2
1733;C Industrie;Bedrijven en instellingen;2019 week 7;5
1734;C Industrie;Bedrijven en instellingen;2019 week 8;3
1735;C Industrie;Bedrijven en instellingen;2019 week 9;5
1736;C Industrie;Bedrijven en instellingen;2019 week 10;3
1737;C Industrie;Bedrijven en instellingen;2019 week 11;7
1738;C Industrie;Bedrijven en instellingen;2019 week 12;9
1739;C Industrie;Bedrijven en instellingen;2019 week 13;7
1740;C Industrie;Bedrijven en instellingen;2019 week 14;2
1741;C Industrie;Bedrijven en instellingen;2019 week 15;4
1742;C Industrie;Bedrijven en instellingen;2019 week 16;8
1743;C Industrie;Bedrijven en instellingen;2019 week 17;0
1744;C Industrie;Bedrijven en instellingen;2019 week 18;0
1745;C Industrie;Bedrijven en instellingen;2019 week 19;4
1746;C Industrie;Bedrijven en instellingen;2019 week 20;4
1747;C Industrie;Bedrijven en instellingen;2019 week 21;5
1748;C Industrie;Bedrijven en instellingen;2019 week 22;7
1749;C Industrie;Bedrijven en instellingen;2019 week 23;5
1750;C Industrie;Bedrijven en instellingen;2019 week 24;8
1751;C Industrie;Bedrijven en instellingen;2019 week 25;4
1752;C Industrie;Bedrijven en instellingen;2019 week 26;12
1753;C Industrie;Bedrijven en instellingen;2019 week 27;6
1754;C Industrie;Bedrijven en instellingen;2019 week 28;7
1755;C Industrie;Bedrijven en instellingen;2019 week 29;3
1756;C Industrie;Bedrijven en instellingen;2019 week 30;7
1757;C Industrie;Bedrijven en instellingen;2019 week 31;2
1758;C Industrie;Bedrijven en instellingen;2019 week 32;7
1759;C Industrie;Bedrijven en instellingen;2019 week 33;7
1760;C Industrie;Bedrijven en instellingen;2019 week 34;3
1761;C Industrie;Bedrijven en instellingen;2019 week 35;5
1762;C Industrie;Bedrijven en instellingen;2019 week 36;5
1763;C Industrie;Bedrijven en instellingen;2019 week 37;5
1764;C Industrie;Bedrijven en instellingen;2019 week 38;5
1765;C Industrie;Bedrijven en instellingen;2019 week 39;9
1766;C Industrie;Bedrijven en instellingen;2019 week 40;3
1767;C Industrie;Bedrijven en instellingen;2019 week 41;1
1768;C Industrie;Bedrijven en instellingen;2019 week 42;2
1769;C Industrie;Bedrijven en instellingen;2019 week 43;2
1770;C Industrie;Bedrijven en instellingen;2019 week 44;4
1771;C Industrie;Bedrijven en instellingen;2019 week 45;3
1772;C Industrie;Bedrijven en instellingen;2019 week 46;5
1773;C Industrie;Bedrijven en instellingen;2019 week 47;8
1774;C Industrie;Bedrijven en instellingen;2019 week 48;5
1775;C Industrie;Bedrijven en instellingen;2019 week 49;2
1776;C Industrie;Bedrijven en instellingen;2019 week 50;6
1777;C Industrie;Bedrijven en instellingen;2019 week 51;7
1778;C Industrie;Bedrijven en instellingen;2019 week 52;3
1779;C Industrie;Bedrijven en instellingen;2020 week 1;0
1780;C Industrie;Bedrijven en instellingen;2020 week 2;6
1781;C Industrie;Bedrijven en instellingen;2020 week 3;3
1782;C Industrie;Bedrijven en instellingen;2020 week 4;0
1783;C Industrie;Bedrijven en instellingen;2020 week 5;5
1784;C Industrie;Bedrijven en instellingen;2020 week 6;5
1785;C Industrie;Bedrijven en instellingen;2020 week 7;5
1786;C Industrie;Bedrijven en instellingen;2020 week 8;4
1787;C Industrie;Bedrijven en instellingen;2020 week 9;6
1788;C Industrie;Bedrijven en instellingen;2020 week 10;2
1789;C Industrie;Bedrijven en instellingen;2020 week 11;9
1790;C Industrie;Bedrijven en instellingen;2020 week 12;6
1791;C Industrie;Bedrijven en instellingen;2020 week 13;5
1792;C Industrie;Bedrijven en instellingen;2020 week 14;4
1793;C Industrie;Bedrijven en instellingen;2020 week 15;5
1794;C Industrie;Bedrijven en instellingen;2020 week 16;1
1795;C Industrie;Bedrijven en instellingen;2020 week 17;10
1796;C Industrie;Bedrijven en instellingen;2020 week 18;4
1797;C Industrie;Bedrijven en instellingen;2020 week 19;1
1798;C Industrie;Bedrijven en instellingen;2020 week 20;4
1799;C Industrie;Bedrijven en instellingen;2020 week 21;4
1800;C Industrie;Bedrijven en instellingen;2020 week 22;7
1801;C Industrie;Bedrijven en instellingen;2020 week 23;5
1802;C Industrie;Bedrijven en instellingen;2020 week 24;5
1803;C Industrie;Bedrijven en instellingen;2020 week 25;3
1804;C Industrie;Bedrijven en instellingen;2020 week 26;2
1805;C Industrie;Bedrijven en instellingen;2020 week 27;5
1806;C Industrie;Bedrijven en instellingen;2020 week 28;4
1807;C Industrie;Bedrijven en instellingen;2020 week 29;3
1808;C Industrie;Bedrijven en instellingen;2020 week 30;7
1809;C Industrie;Bedrijven en instellingen;2020 week 31;2
1810;C Industrie;Bedrijven en instellingen;2020 week 32;0
1811;C Industrie;Bedrijven en instellingen;2020 week 33;4
1812;C Industrie;Bedrijven en instellingen;2020 week 34;4
1813;C Industrie;Bedrijven en instellingen;2020 week 35;3
1814;C Industrie;Bedrijven en instellingen;2020 week 36;4
1815;C Industrie;Bedrijven en instellingen;2020 week 37;3
1816;C Industrie;Bedrijven en instellingen;2020 week 38;5
1817;C Industrie;Bedrijven en instellingen;2020 week 39;4
1818;C Industrie;Bedrijven en instellingen;2020 week 40;8
1819;C Industrie;Bedrijven en instellingen;2020 week 41;6
1820;C Industrie;Bedrijven en instellingen;2020 week 42;5
1821;C Industrie;Bedrijven en instellingen;2020 week 43;3
1822;C Industrie;Bedrijven en instellingen;2020 week 44;1
1823;C Industrie;Bedrijven en instellingen;2020 week 45;1
1824;C Industrie;Bedrijven en instellingen;2020 week 46;1
1825;C Industrie;Bedrijven en instellingen;2020 week 47;5
1826;C Industrie;Bedrijven en instellingen;2020 week 48;4
1827;C Industrie;Bedrijven en instellingen;2020 week 49;2
1828;C Industrie;Bedrijven en instellingen;2020 week 50;4
1829;C Industrie;Bedrijven en instellingen;2020 week 51;1
1830;C Industrie;Bedrijven en instellingen;2020 week 52;0
1831;C Industrie;Bedrijven en instellingen;2020 week 53;0
1832;C Industrie;Bedrijven en instellingen;2021 week 1;1
1833;C Industrie;Bedrijven en instellingen;2021 week 2;4
1834;C Industrie;Bedrijven en instellingen;2021 week 3;3
1835;C Industrie;Bedrijven en instellingen;2021 week 4;3
1836;C Industrie;Bedrijven en instellingen;2021 week 5;1
1837;C Industrie;Bedrijven en instellingen;2021 week 6;1
1838;C Industrie;Bedrijven en instellingen;2021 week 7;0
1839;C Industrie;Bedrijven en instellingen;2021 week 8;2
1840;C Industrie;Bedrijven en instellingen;2021 week 9;1
1841;C Industrie;Bedrijven en instellingen;2021 week 10;2
1842;C Industrie;Bedrijven en instellingen;2021 week 11;0
1843;C Industrie;Bedrijven en instellingen;2021 week 12;0
1844;C Industrie;Bedrijven en instellingen;2021 week 13;0
1845;C Industrie;Bedrijven en instellingen;2021 week 14;2
1846;C Industrie;Bedrijven en instellingen;2021 week 15;1
1847;C Industrie;Bedrijven en instellingen;2021 week 16;1
1848;C Industrie;Bedrijven en instellingen;2021 week 17;1
1849;C Industrie;Bedrijven en instellingen;2021 week 18;4
1850;C Industrie;Bedrijven en instellingen;2021 week 19;0
1851;C Industrie;Bedrijven en instellingen;2021 week 20;1
1852;C Industrie;Bedrijven en instellingen;2021 week 21;3
1853;C Industrie;Bedrijven en instellingen;2021 week 22;4
1854;C Industrie;Bedrijven en instellingen;2021 week 23;2
1855;C Industrie;Bedrijven en instellingen;2021 week 24;1
1856;C Industrie;Bedrijven en instellingen;2021 week 25;0
1857;C Industrie;Bedrijven en instellingen;2021 week 26;1
1858;C Industrie;Bedrijven en instellingen;2021 week 27;1
1859;C Industrie;Bedrijven en instellingen;2021 week 28;3
1860;C Industrie;Bedrijven en instellingen;2021 week 29;1
1861;C Industrie;Bedrijven en instellingen;2021 week 30;1
1862;C Industrie;Bedrijven en instellingen;2021 week 31;3
1863;C Industrie;Bedrijven en instellingen;2021 week 32;3
1864;C Industrie;Bedrijven en instellingen;2021 week 33;1
1865;C Industrie;Bedrijven en instellingen;2021 week 34;1
1866;C Industrie;Bedrijven en instellingen;2021 week 35;0
1867;C Industrie;Bedrijven en instellingen;2021 week 36;5
1868;C Industrie;Bedrijven en instellingen;2021 week 37;0
1869;C Industrie;Bedrijven en instellingen;2021 week 38;1
1870;C Industrie;Bedrijven en instellingen;2021 week 39;3
1871;C Industrie;Bedrijven en instellingen;2021 week 40;3
1872;C Industrie;Bedrijven en instellingen;2021 week 41;4
1873;C Industrie;Bedrijven en instellingen;2021 week 42;2
1874;C Industrie;Bedrijven en instellingen;2021 week 43;1
1875;C Industrie;Bedrijven en instellingen;2021 week 44;2
1876;C Industrie;Bedrijven en instellingen;2021 week 45;3
1877;C Industrie;Bedrijven en instellingen;2021 week 46;1
1878;C Industrie;Bedrijven en instellingen;2021 week 47;5
1879;C Industrie;Bedrijven en instellingen;2021 week 48;4
1880;C Industrie;Bedrijven en instellingen;2021 week 49;4
1881;C Industrie;Bedrijven en instellingen;2021 week 50;1
1882;C Industrie;Bedrijven en instellingen;2021 week 51;3
1883;C Industrie;Bedrijven en instellingen;2021 week 52;1
1884;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 1;0
1885;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 2;0
1886;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 3;0
1887;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 4;0
1888;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 5;0
1889;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 6;0
1890;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 7;1
1891;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 8;0
1892;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 9;2
1893;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 10;0
1894;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 11;1
1895;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 12;0
1896;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 13;0
1897;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 14;0
1898;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 15;0
1899;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 16;0
1900;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 17;1
1901;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 18;0
1902;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 19;0
1903;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 20;0
1904;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 21;1
1905;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 22;0
1906;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 23;0
1907;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 24;0
1908;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 25;0
1909;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 26;0
1910;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 27;0
1911;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 28;0
1912;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 29;0
1913;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 30;0
1914;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 31;0
1915;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 32;0
1916;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 33;0
1917;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 34;0
1918;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 35;0
1919;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 36;0
1920;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 37;0
1921;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 38;0
1922;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 39;0
1923;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 40;0
1924;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 41;1
1925;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 42;1
1926;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 43;0
1927;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 44;0
1928;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 45;0
1929;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 46;0
1930;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 47;0
1931;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 48;0
1932;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 49;0
1933;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 50;0
1934;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 51;0
1935;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2019 week 52;1
1936;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 1;0
1937;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 2;0
1938;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 3;0
1939;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 4;0
1940;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 5;2
1941;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 6;0
1942;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 7;0
1943;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 8;0
1944;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 9;0
1945;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 10;0
1946;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 11;0
1947;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 12;0
1948;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 13;0
1949;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 14;0
1950;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 15;0
1951;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 16;0
1952;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 17;0
1953;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 18;0
1954;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 19;0
1955;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 20;0
1956;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 21;0
1957;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 22;0
1958;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 23;0
1959;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 24;0
1960;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 25;0
1961;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 26;0
1962;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 27;0
1963;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 28;0
1964;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 29;0
1965;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 30;0
1966;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 31;0
1967;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 32;0
1968;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 33;0
1969;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 34;0
1970;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 35;0
1971;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 36;1
1972;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 37;0
1973;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 38;0
1974;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 39;1
1975;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 40;0
1976;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 41;0
1977;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 42;0
1978;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 43;0
1979;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 44;0
1980;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 45;0
1981;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 46;1
1982;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 47;0
1983;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 48;0
1984;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 49;0
1985;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 50;0
1986;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 51;0
1987;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 52;1
1988;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2020 week 53;0
1989;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 1;0
1990;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 2;0
1991;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 3;0
1992;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 4;0
1993;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 5;0
1994;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 6;0
1995;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 7;0
1996;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 8;0
1997;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 9;0
1998;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 10;0
1999;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 11;0
2000;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 12;0
2001;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 13;0
2002;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 14;0
2003;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 15;0
2004;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 16;0
2005;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 17;0
2006;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 18;0
2007;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 19;0
2008;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 20;0
2009;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 21;0
2010;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 22;0
