ID;BedrijfstakkenBranchesSBI2008;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
2011;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 23;0
2012;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 24;0
2013;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 25;0
2014;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 26;0
2015;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 27;0
2016;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 28;0
2017;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 29;0
2018;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 30;0
2019;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 31;0
2020;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 32;0
2021;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 33;0
2022;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 34;0
2023;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 35;0
2024;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 36;0
2025;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 37;1
2026;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 38;0
2027;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 39;0
2028;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 40;1
2029;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 41;0
2030;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 42;1
2031;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 43;1
2032;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 44;0
2033;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 45;0
2034;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 46;1
2035;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 47;0
2036;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 48;3
2037;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 49;1
2038;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 50;1
2039;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 51;1
2040;D Energievoorziening;Bedrijven, instellingen en eenmanszaken;2021 week 52;0
2041;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 1;0
2042;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 2;0
2043;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 3;0
2044;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 4;0
2045;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 5;0
2046;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 6;0
2047;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 7;0
2048;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 8;0
2049;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 9;0
2050;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 10;0
2051;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 11;0
2052;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 12;0
2053;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 13;0
2054;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 14;0
2055;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 15;0
2056;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 16;0
2057;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 17;0
2058;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 18;0
2059;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 19;0
2060;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 20;0
2061;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 21;0
2062;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 22;0
2063;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 23;0
2064;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 24;0
2065;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 25;0
2066;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 26;0
2067;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 27;0
2068;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 28;0
2069;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 29;0
2070;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 30;0
2071;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 31;0
2072;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 32;0
2073;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 33;0
2074;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 34;0
2075;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 35;0
2076;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 36;0
2077;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 37;0
2078;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 38;0
2079;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 39;0
2080;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 40;0
2081;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 41;0
2082;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 42;0
2083;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 43;0
2084;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 44;0
2085;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 45;0
2086;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 46;0
2087;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 47;0
2088;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 48;0
2089;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 49;0
2090;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 50;0
2091;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 51;0
2092;D Energievoorziening;Natuurlijke personen met eenmanszaak;2019 week 52;0
2093;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 1;0
2094;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 2;0
2095;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 3;0
2096;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 4;0
2097;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 5;0
2098;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 6;0
2099;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 7;0
2100;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 8;0
2101;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 9;0
2102;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 10;0
2103;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 11;0
2104;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 12;0
2105;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 13;0
2106;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 14;0
2107;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 15;0
2108;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 16;0
2109;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 17;0
2110;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 18;0
2111;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 19;0
2112;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 20;0
2113;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 21;0
2114;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 22;0
2115;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 23;0
2116;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 24;0
2117;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 25;0
2118;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 26;0
2119;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 27;0
2120;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 28;0
2121;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 29;0
2122;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 30;0
2123;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 31;0
2124;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 32;0
2125;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 33;0
2126;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 34;0
2127;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 35;0
2128;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 36;0
2129;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 37;0
2130;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 38;0
2131;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 39;0
2132;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 40;0
2133;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 41;0
2134;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 42;0
2135;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 43;0
2136;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 44;0
2137;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 45;0
2138;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 46;0
2139;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 47;0
2140;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 48;0
2141;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 49;0
2142;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 50;0
2143;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 51;0
2144;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 52;0
2145;D Energievoorziening;Natuurlijke personen met eenmanszaak;2020 week 53;0
2146;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 1;0
2147;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 2;0
2148;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 3;0
2149;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 4;0
2150;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 5;0
2151;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 6;0
2152;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 7;0
2153;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 8;0
2154;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 9;0
2155;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 10;0
2156;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 11;0
2157;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 12;0
2158;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 13;0
2159;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 14;0
2160;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 15;0
2161;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 16;0
2162;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 17;0
2163;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 18;0
2164;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 19;0
2165;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 20;0
2166;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 21;0
2167;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 22;0
2168;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 23;0
2169;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 24;0
2170;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 25;0
2171;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 26;0
2172;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 27;0
2173;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 28;0
2174;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 29;0
2175;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 30;0
2176;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 31;0
2177;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 32;0
2178;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 33;0
2179;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 34;0
2180;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 35;0
2181;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 36;0
2182;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 37;0
2183;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 38;0
2184;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 39;0
2185;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 40;0
2186;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 41;0
2187;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 42;0
2188;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 43;0
2189;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 44;0
2190;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 45;0
2191;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 46;0
2192;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 47;0
2193;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 48;0
2194;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 49;0
2195;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 50;0
2196;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 51;0
2197;D Energievoorziening;Natuurlijke personen met eenmanszaak;2021 week 52;0
2198;D Energievoorziening;Bedrijven en instellingen;2019 week 1;0
2199;D Energievoorziening;Bedrijven en instellingen;2019 week 2;0
2200;D Energievoorziening;Bedrijven en instellingen;2019 week 3;0
2201;D Energievoorziening;Bedrijven en instellingen;2019 week 4;0
2202;D Energievoorziening;Bedrijven en instellingen;2019 week 5;0
2203;D Energievoorziening;Bedrijven en instellingen;2019 week 6;0
2204;D Energievoorziening;Bedrijven en instellingen;2019 week 7;1
2205;D Energievoorziening;Bedrijven en instellingen;2019 week 8;0
2206;D Energievoorziening;Bedrijven en instellingen;2019 week 9;2
2207;D Energievoorziening;Bedrijven en instellingen;2019 week 10;0
2208;D Energievoorziening;Bedrijven en instellingen;2019 week 11;1
2209;D Energievoorziening;Bedrijven en instellingen;2019 week 12;0
2210;D Energievoorziening;Bedrijven en instellingen;2019 week 13;0
2211;D Energievoorziening;Bedrijven en instellingen;2019 week 14;0
2212;D Energievoorziening;Bedrijven en instellingen;2019 week 15;0
2213;D Energievoorziening;Bedrijven en instellingen;2019 week 16;0
2214;D Energievoorziening;Bedrijven en instellingen;2019 week 17;1
2215;D Energievoorziening;Bedrijven en instellingen;2019 week 18;0
2216;D Energievoorziening;Bedrijven en instellingen;2019 week 19;0
2217;D Energievoorziening;Bedrijven en instellingen;2019 week 20;0
2218;D Energievoorziening;Bedrijven en instellingen;2019 week 21;1
2219;D Energievoorziening;Bedrijven en instellingen;2019 week 22;0
2220;D Energievoorziening;Bedrijven en instellingen;2019 week 23;0
2221;D Energievoorziening;Bedrijven en instellingen;2019 week 24;0
2222;D Energievoorziening;Bedrijven en instellingen;2019 week 25;0
2223;D Energievoorziening;Bedrijven en instellingen;2019 week 26;0
2224;D Energievoorziening;Bedrijven en instellingen;2019 week 27;0
2225;D Energievoorziening;Bedrijven en instellingen;2019 week 28;0
2226;D Energievoorziening;Bedrijven en instellingen;2019 week 29;0
2227;D Energievoorziening;Bedrijven en instellingen;2019 week 30;0
2228;D Energievoorziening;Bedrijven en instellingen;2019 week 31;0
2229;D Energievoorziening;Bedrijven en instellingen;2019 week 32;0
2230;D Energievoorziening;Bedrijven en instellingen;2019 week 33;0
2231;D Energievoorziening;Bedrijven en instellingen;2019 week 34;0
2232;D Energievoorziening;Bedrijven en instellingen;2019 week 35;0
2233;D Energievoorziening;Bedrijven en instellingen;2019 week 36;0
2234;D Energievoorziening;Bedrijven en instellingen;2019 week 37;0
2235;D Energievoorziening;Bedrijven en instellingen;2019 week 38;0
2236;D Energievoorziening;Bedrijven en instellingen;2019 week 39;0
2237;D Energievoorziening;Bedrijven en instellingen;2019 week 40;0
2238;D Energievoorziening;Bedrijven en instellingen;2019 week 41;1
2239;D Energievoorziening;Bedrijven en instellingen;2019 week 42;1
2240;D Energievoorziening;Bedrijven en instellingen;2019 week 43;0
2241;D Energievoorziening;Bedrijven en instellingen;2019 week 44;0
2242;D Energievoorziening;Bedrijven en instellingen;2019 week 45;0
2243;D Energievoorziening;Bedrijven en instellingen;2019 week 46;0
2244;D Energievoorziening;Bedrijven en instellingen;2019 week 47;0
2245;D Energievoorziening;Bedrijven en instellingen;2019 week 48;0
2246;D Energievoorziening;Bedrijven en instellingen;2019 week 49;0
2247;D Energievoorziening;Bedrijven en instellingen;2019 week 50;0
2248;D Energievoorziening;Bedrijven en instellingen;2019 week 51;0
