ID;SICOrInstitutionalSector;TypeOfCapitalAsset;Periods;CapitalStockOpeningBalanceSheet_1;Revaluation_2;InvestInFixedAssetsProdAndImport_3;Depreciation_4;TradeAndOtherChanges_5;StatisticalDiscrepancy_6;CapitalStockClosingBalanceSheet_7;VolumeIndices2021100_8
8541;28 Manufacture of machinery n.e.c.;Ships;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8542;28 Manufacture of machinery n.e.c.;Ships;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8543;28 Manufacture of machinery n.e.c.;Ships;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8544;28 Manufacture of machinery n.e.c.;Ships;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8545;28 Manufacture of machinery n.e.c.;Ships;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8546;28 Manufacture of machinery n.e.c.;Ships;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8547;28 Manufacture of machinery n.e.c.;Ships;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8548;28 Manufacture of machinery n.e.c.;Ships;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8549;28 Manufacture of machinery n.e.c.;Ships;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8550;28 Manufacture of machinery n.e.c.;Ships;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8551;28 Manufacture of machinery n.e.c.;Ships;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8552;28 Manufacture of machinery n.e.c.;Ships;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8553;28 Manufacture of machinery n.e.c.;Ships;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8554;28 Manufacture of machinery n.e.c.;Ships;2023;;;;;;;;
8555;28 Manufacture of machinery n.e.c.;Aircraft;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8556;28 Manufacture of machinery n.e.c.;Aircraft;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8557;28 Manufacture of machinery n.e.c.;Aircraft;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8558;28 Manufacture of machinery n.e.c.;Aircraft;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8559;28 Manufacture of machinery n.e.c.;Aircraft;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8560;28 Manufacture of machinery n.e.c.;Aircraft;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8561;28 Manufacture of machinery n.e.c.;Aircraft;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8562;28 Manufacture of machinery n.e.c.;Aircraft;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8563;28 Manufacture of machinery n.e.c.;Aircraft;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8564;28 Manufacture of machinery n.e.c.;Aircraft;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8565;28 Manufacture of machinery n.e.c.;Aircraft;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8566;28 Manufacture of machinery n.e.c.;Aircraft;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8567;28 Manufacture of machinery n.e.c.;Aircraft;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8568;28 Manufacture of machinery n.e.c.;Aircraft;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8569;28 Manufacture of machinery n.e.c.;Aircraft;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8570;28 Manufacture of machinery n.e.c.;Aircraft;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8571;28 Manufacture of machinery n.e.c.;Aircraft;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8572;28 Manufacture of machinery n.e.c.;Aircraft;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8573;28 Manufacture of machinery n.e.c.;Aircraft;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8574;28 Manufacture of machinery n.e.c.;Aircraft;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8575;28 Manufacture of machinery n.e.c.;Aircraft;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8576;28 Manufacture of machinery n.e.c.;Aircraft;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8577;28 Manufacture of machinery n.e.c.;Aircraft;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8578;28 Manufacture of machinery n.e.c.;Aircraft;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8579;28 Manufacture of machinery n.e.c.;Aircraft;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8580;28 Manufacture of machinery n.e.c.;Aircraft;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8581;28 Manufacture of machinery n.e.c.;Aircraft;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8582;28 Manufacture of machinery n.e.c.;Aircraft;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8583;28 Manufacture of machinery n.e.c.;Aircraft;2023;;;;;;;;
8584;28 Manufacture of machinery n.e.c.;Computers;1995;97.0;-18.0;34.0;21.0;0.0;-1.0;91.0;7.4
8585;28 Manufacture of machinery n.e.c.;Computers;1996;91.0;-17.0;41.0;21.0;0.0;0.0;94.0;9.3
8586;28 Manufacture of machinery n.e.c.;Computers;1997;94.0;-1.0;44.0;25.0;0.0;0.0;112.0;11.3
8587;28 Manufacture of machinery n.e.c.;Computers;1998;112.0;-23.0;74.0;27.0;0.0;0.0;136.0;17.2
8588;28 Manufacture of machinery n.e.c.;Computers;1999;136.0;-23.0;58.0;30.0;0.0;-1.0;140.0;21.3
8589;28 Manufacture of machinery n.e.c.;Computers;2000;140.0;-14.0;53.0;33.0;0.0;0.0;146.0;24.7
8590;28 Manufacture of machinery n.e.c.;Computers;2001;146.0;-20.0;78.0;36.0;0.0;1.0;169.0;33.1
8591;28 Manufacture of machinery n.e.c.;Computers;2002;169.0;-23.0;56.0;38.0;0.0;0.0;164.0;37.2
8592;28 Manufacture of machinery n.e.c.;Computers;2003;164.0;-19.0;40.0;37.0;0.0;0.0;148.0;38.0
8593;28 Manufacture of machinery n.e.c.;Computers;2004;148.0;-10.0;37.0;36.0;0.0;1.0;140.0;38.5
8594;28 Manufacture of machinery n.e.c.;Computers;2005;140.0;-14.0;43.0;34.0;0.0;-1.0;134.0;41.0
8595;28 Manufacture of machinery n.e.c.;Computers;2006;134.0;-12.0;43.0;33.0;0.0;0.0;132.0;44.3
8596;28 Manufacture of machinery n.e.c.;Computers;2007;132.0;-8.0;45.0;34.0;0.0;1.0;136.0;48.6
8597;28 Manufacture of machinery n.e.c.;Computers;2008;136.0;-13.0;45.0;33.0;0.0;-1.0;134.0;52.9
8598;28 Manufacture of machinery n.e.c.;Computers;2009;134.0;-10.0;53.0;34.0;0.0;0.0;143.0;61.1
8599;28 Manufacture of machinery n.e.c.;Computers;2010;143.0;-3.0;56.0;38.0;0.0;0.0;158.0;68.9
8600;28 Manufacture of machinery n.e.c.;Computers;2011;158.0;-7.0;44.0;39.0;0.0;-1.0;155.0;70.7
8601;28 Manufacture of machinery n.e.c.;Computers;2012;155.0;-3.0;36.0;39.0;0.0;0.0;149.0;69.3
8602;28 Manufacture of machinery n.e.c.;Computers;2013;149.0;-1.0;40.0;40.0;0.0;1.0;149.0;69.8
8603;28 Manufacture of machinery n.e.c.;Computers;2014;149.0;0.0;37.0;40.0;0.0;0.0;146.0;68.4
8604;28 Manufacture of machinery n.e.c.;Computers;2015;146.0;-3.0;39.0;39.0;0.0;0.0;143.0;68.4
8605;28 Manufacture of machinery n.e.c.;Computers;2016;143.0;-4.0;48.0;39.0;0.0;0.0;148.0;72.8
8606;28 Manufacture of machinery n.e.c.;Computers;2017;148.0;0.0;47.0;40.0;0.0;-1.0;154.0;75.8
8607;28 Manufacture of machinery n.e.c.;Computers;2018;154.0;0.0;44.0;42.0;0.0;1.0;157.0;77.3
8608;28 Manufacture of machinery n.e.c.;Computers;2019;157.0;-6.0;60.0;42.0;0.0;0.0;169.0;86.5
8609;28 Manufacture of machinery n.e.c.;Computers;2020;169.0;-4.0;54.0;45.0;0.0;1.0;175.0;91.7
8610;28 Manufacture of machinery n.e.c.;Computers;2021;175.0;2.0;65.0;48.0;0.0;-1.0;193.0;100.0
8611;28 Manufacture of machinery n.e.c.;Computers;2022;193.0;10.0;69.0;55.0;0.0;1.0;218.0;107.4
8612;28 Manufacture of machinery n.e.c.;Computers;2023;;;;;;;;
8613;28 Manufacture of machinery n.e.c.;Telecommunications equipment;1995;7.0;0.0;3.0;3.0;0.0;0.0;7.0;143.7
8614;28 Manufacture of machinery n.e.c.;Telecommunications equipment;1996;7.0;0.0;4.0;3.0;0.0;0.0;8.0;164.2
8615;28 Manufacture of machinery n.e.c.;Telecommunications equipment;1997;8.0;0.0;4.0;3.0;0.0;-1.0;8.0;164.2
8616;28 Manufacture of machinery n.e.c.;Telecommunications equipment;1998;8.0;0.0;4.0;3.0;0.0;-1.0;8.0;164.2
8617;28 Manufacture of machinery n.e.c.;Telecommunications equipment;1999;8.0;0.0;6.0;4.0;0.0;0.0;10.0;205.3
8618;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2000;10.0;0.0;6.0;5.0;0.0;1.0;12.0;246.4
8619;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2001;12.0;0.0;5.0;5.0;0.0;-1.0;11.0;225.8
8620;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2002;11.0;0.0;8.0;5.0;0.0;0.0;14.0;287.4
8621;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2003;14.0;0.0;7.0;6.0;0.0;-1.0;14.0;287.4
8622;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2004;14.0;-1.0;6.0;6.0;0.0;1.0;14.0;309.5
8623;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2005;14.0;0.0;6.0;6.0;0.0;-1.0;13.0;287.4
8624;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2006;13.0;-1.0;7.0;6.0;0.0;1.0;14.0;335.3
8625;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2007;14.0;-1.0;7.0;6.0;0.0;0.0;14.0;361.1
8626;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2008;14.0;0.0;7.0;6.0;0.0;0.0;15.0;386.9
8627;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2009;15.0;0.0;6.0;6.0;0.0;-1.0;14.0;361.1
8628;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2010;14.0;-1.0;4.0;6.0;0.0;1.0;12.0;333.3
8629;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2011;12.0;-1.0;6.0;5.0;0.0;0.0;12.0;363.6
8630;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2012;12.0;0.0;6.0;5.0;0.0;-1.0;12.0;363.6
8631;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2013;12.0;0.0;5.0;5.0;0.0;0.0;12.0;363.6
8632;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2014;12.0;0.0;5.0;5.0;0.0;-1.0;11.0;333.3
8633;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2015;11.0;-1.0;2.0;4.0;0.0;0.0;8.0;266.7
8634;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2016;8.0;0.0;2.0;4.0;0.0;0.0;6.0;200.0
8635;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2017;6.0;0.0;3.0;3.0;0.0;0.0;6.0;200.0
8636;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2018;6.0;0.0;2.0;3.0;0.0;0.0;5.0;166.7
8637;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2019;5.0;0.0;3.0;3.0;0.0;0.0;5.0;166.7
8638;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2020;5.0;0.0;1.0;2.0;0.0;-1.0;3.0;100.0
8639;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2021;3.0;0.0;1.0;2.0;0.0;1.0;3.0;100.0
8640;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2022;3.0;0.0;1.0;1.0;0.0;-1.0;2.0;66.7
8641;28 Manufacture of machinery n.e.c.;Telecommunications equipment;2023;;;;;;;;
8642;28 Manufacture of machinery n.e.c.;Machinery and equipment;1995;1718.0;-4.0;156.0;105.0;0.0;0.0;1765.0;46.1
8643;28 Manufacture of machinery n.e.c.;Machinery and equipment;1996;1765.0;-11.0;185.0;108.0;0.0;-1.0;1830.0;48.1
8644;28 Manufacture of machinery n.e.c.;Machinery and equipment;1997;1830.0;21.0;153.0;113.0;0.0;1.0;1892.0;49.2
8645;28 Manufacture of machinery n.e.c.;Machinery and equipment;1998;1892.0;-7.0;210.0;116.0;0.0;0.0;1979.0;51.6
8646;28 Manufacture of machinery n.e.c.;Machinery and equipment;1999;1979.0;9.0;209.0;122.0;0.0;1.0;2076.0;53.9
8647;28 Manufacture of machinery n.e.c.;Machinery and equipment;2000;2076.0;30.0;215.0;128.0;0.0;0.0;2193.0;56.2
8648;28 Manufacture of machinery n.e.c.;Machinery and equipment;2001;2193.0;31.0;267.0;136.0;0.0;0.0;2355.0;59.5
8649;28 Manufacture of machinery n.e.c.;Machinery and equipment;2002;2355.0;54.0;185.0;144.0;0.0;0.0;2450.0;60.5
8650;28 Manufacture of machinery n.e.c.;Machinery and equipment;2003;2450.0;-12.0;131.0;145.0;0.0;0.0;2424.0;60.1
8651;28 Manufacture of machinery n.e.c.;Machinery and equipment;2004;2424.0;35.0;117.0;148.0;0.0;1.0;2429.0;59.4
8652;28 Manufacture of machinery n.e.c.;Machinery and equipment;2005;2429.0;33.0;134.0;150.0;0.0;0.0;2446.0;59.0
8653;28 Manufacture of machinery n.e.c.;Machinery and equipment;2006;2446.0;35.0;158.0;153.0;0.0;0.0;2486.0;59.1
8654;28 Manufacture of machinery n.e.c.;Machinery and equipment;2007;2486.0;49.0;293.0;160.0;0.0;0.0;2668.0;62.2
8655;28 Manufacture of machinery n.e.c.;Machinery and equipment;2008;2668.0;75.0;264.0;170.0;0.0;-1.0;2836.0;64.3
8656;28 Manufacture of machinery n.e.c.;Machinery and equipment;2009;2836.0;50.0;354.0;180.0;0.0;0.0;3060.0;68.2
8657;28 Manufacture of machinery n.e.c.;Machinery and equipment;2010;3060.0;46.0;347.0;192.0;0.0;1.0;3262.0;71.6
8658;28 Manufacture of machinery n.e.c.;Machinery and equipment;2011;3262.0;23.0;437.0;203.0;0.0;-1.0;3518.0;76.7
8659;28 Manufacture of machinery n.e.c.;Machinery and equipment;2012;3518.0;84.0;411.0;219.0;0.0;0.0;3794.0;80.8
8660;28 Manufacture of machinery n.e.c.;Machinery and equipment;2013;3794.0;23.0;295.0;228.0;0.0;0.0;3884.0;82.2
8661;28 Manufacture of machinery n.e.c.;Machinery and equipment;2014;3884.0;38.0;296.0;235.0;0.0;0.0;3983.0;83.5
8662;28 Manufacture of machinery n.e.c.;Machinery and equipment;2015;3983.0;126.0;379.0;249.0;0.0;1.0;4240.0;86.2
8663;28 Manufacture of machinery n.e.c.;Machinery and equipment;2016;4240.0;46.0;370.0;259.0;0.0;-1.0;4396.0;88.4
8664;28 Manufacture of machinery n.e.c.;Machinery and equipment;2017;4396.0;19.0;316.0;266.0;0.0;0.0;4465.0;89.4
8665;28 Manufacture of machinery n.e.c.;Machinery and equipment;2018;4465.0;48.0;408.0;275.0;0.0;0.0;4646.0;92.0
8666;28 Manufacture of machinery n.e.c.;Machinery and equipment;2019;4646.0;115.0;466.0;291.0;0.0;0.0;4936.0;95.4
8667;28 Manufacture of machinery n.e.c.;Machinery and equipment;2020;4936.0;34.0;342.0;300.0;0.0;0.0;5012.0;96.2
8668;28 Manufacture of machinery n.e.c.;Machinery and equipment;2021;5012.0;82.0;514.0;313.0;0.0;0.0;5295.0;100.0
8669;28 Manufacture of machinery n.e.c.;Machinery and equipment;2022;5295.0;429.0;640.0;352.0;0.0;0.0;6012.0;105.0
8670;28 Manufacture of machinery n.e.c.;Machinery and equipment;2023;;;;;;;;
8671;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;1995;185.0;3.0;24.0;29.0;0.0;0.0;183.0;90.3
8672;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;1996;183.0;3.0;22.0;28.0;0.0;0.0;180.0;87.4
8673;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;1997;180.0;3.0;25.0;28.0;0.0;0.0;180.0;85.9
8674;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;1998;180.0;4.0;32.0;29.0;0.0;0.0;187.0;87.3
8675;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;1999;187.0;2.0;27.0;29.0;0.0;-1.0;186.0;86.0
8676;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2000;186.0;5.0;34.0;30.0;0.0;0.0;195.0;87.8
8677;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2001;195.0;6.0;26.0;31.0;0.0;1.0;197.0;86.0
8678;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2002;197.0;6.0;31.0;31.0;0.0;-1.0;202.0;85.6
8679;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2003;202.0;2.0;41.0;32.0;0.0;0.0;213.0;89.4
8680;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2004;213.0;6.0;61.0;35.0;0.0;-1.0;244.0;99.6
8681;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2005;244.0;4.0;55.0;39.0;0.0;0.0;264.0;106.0
8682;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2006;264.0;4.0;62.0;42.0;0.0;0.0;288.0;113.9
8683;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2007;288.0;6.0;80.0;47.0;0.0;1.0;328.0;127.1
8684;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2008;328.0;7.0;48.0;50.0;0.0;-1.0;332.0;125.9
8685;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2009;332.0;10.0;29.0;50.0;0.0;0.0;321.0;118.2
8686;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2010;321.0;6.0;26.0;49.0;0.0;0.0;304.0;109.9
8687;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2011;304.0;7.0;52.0;48.0;0.0;0.0;315.0;111.3
8688;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2012;315.0;8.0;41.0;49.0;0.0;-1.0;314.0;108.2
8689;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2013;314.0;5.0;28.0;48.0;0.0;0.0;299.0;101.4
8690;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2014;299.0;1.0;41.0;47.0;0.0;1.0;295.0;99.7
8691;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2015;295.0;5.0;40.0;47.0;0.0;0.0;293.0;97.4
8692;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2016;293.0;2.0;44.0;46.0;0.0;0.0;293.0;96.7
8693;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2017;293.0;1.0;28.0;45.0;0.0;0.0;277.0;91.1
8694;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2018;277.0;6.0;56.0;45.0;0.0;0.0;294.0;94.7
8695;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2019;294.0;8.0;62.0;48.0;0.0;0.0;316.0;99.1
8696;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2020;316.0;4.0;52.0;50.0;0.0;0.0;322.0;99.7
8697;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2021;322.0;9.0;53.0;51.0;0.0;-1.0;332.0;100.0
8698;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2022;332.0;39.0;73.0;59.0;0.0;1.0;386.0;104.0
8699;28 Manufacture of machinery n.e.c.;Other tangible fixed assets;2023;;;;;;;;
8700;28 Manufacture of machinery n.e.c.;Cultivated assets;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8701;28 Manufacture of machinery n.e.c.;Cultivated assets;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8702;28 Manufacture of machinery n.e.c.;Cultivated assets;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8703;28 Manufacture of machinery n.e.c.;Cultivated assets;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8704;28 Manufacture of machinery n.e.c.;Cultivated assets;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8705;28 Manufacture of machinery n.e.c.;Cultivated assets;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8706;28 Manufacture of machinery n.e.c.;Cultivated assets;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8707;28 Manufacture of machinery n.e.c.;Cultivated assets;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8708;28 Manufacture of machinery n.e.c.;Cultivated assets;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8709;28 Manufacture of machinery n.e.c.;Cultivated assets;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8710;28 Manufacture of machinery n.e.c.;Cultivated assets;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8711;28 Manufacture of machinery n.e.c.;Cultivated assets;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8712;28 Manufacture of machinery n.e.c.;Cultivated assets;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8713;28 Manufacture of machinery n.e.c.;Cultivated assets;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8714;28 Manufacture of machinery n.e.c.;Cultivated assets;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8715;28 Manufacture of machinery n.e.c.;Cultivated assets;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8716;28 Manufacture of machinery n.e.c.;Cultivated assets;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8717;28 Manufacture of machinery n.e.c.;Cultivated assets;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8718;28 Manufacture of machinery n.e.c.;Cultivated assets;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8719;28 Manufacture of machinery n.e.c.;Cultivated assets;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8720;28 Manufacture of machinery n.e.c.;Cultivated assets;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8721;28 Manufacture of machinery n.e.c.;Cultivated assets;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8722;28 Manufacture of machinery n.e.c.;Cultivated assets;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8723;28 Manufacture of machinery n.e.c.;Cultivated assets;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8724;28 Manufacture of machinery n.e.c.;Cultivated assets;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8725;28 Manufacture of machinery n.e.c.;Cultivated assets;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8726;28 Manufacture of machinery n.e.c.;Cultivated assets;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8727;28 Manufacture of machinery n.e.c.;Cultivated assets;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8728;28 Manufacture of machinery n.e.c.;Cultivated assets;2023;;;;;;;;
8729;28 Manufacture of machinery n.e.c.;Research and development;1995;2220.0;48.0;481.0;376.0;0.0;0.0;2373.0;44.5
8730;28 Manufacture of machinery n.e.c.;Research and development;1996;2373.0;59.0;575.0;408.0;0.0;0.0;2599.0;47.5
8731;28 Manufacture of machinery n.e.c.;Research and development;1997;2599.0;40.0;608.0;440.0;0.0;0.0;2807.0;50.6
8732;28 Manufacture of machinery n.e.c.;Research and development;1998;2807.0;81.0;610.0;478.0;0.0;1.0;3021.0;52.9
8733;28 Manufacture of machinery n.e.c.;Research and development;1999;3021.0;84.0;693.0;517.0;0.0;0.0;3281.0;55.9
8734;28 Manufacture of machinery n.e.c.;Research and development;2000;3281.0;150.0;726.0;569.0;0.0;0.0;3588.0;58.5
8735;28 Manufacture of machinery n.e.c.;Research and development;2001;3588.0;164.0;855.0;627.0;0.0;0.0;3980.0;62.0
8736;28 Manufacture of machinery n.e.c.;Research and development;2002;3980.0;175.0;763.0;684.0;0.0;0.0;4234.0;63.2
8737;28 Manufacture of machinery n.e.c.;Research and development;2003;4234.0;116.0;774.0;722.0;0.0;1.0;4403.0;64.0
8738;28 Manufacture of machinery n.e.c.;Research and development;2004;4403.0;71.0;761.0;748.0;0.0;-1.0;4486.0;64.1
8739;28 Manufacture of machinery n.e.c.;Research and development;2005;4486.0;92.0;713.0;771.0;0.0;1.0;4521.0;63.3
8740;28 Manufacture of machinery n.e.c.;Research and development;2006;4521.0;129.0;876.0;801.0;0.0;0.0;4725.0;64.4
8741;28 Manufacture of machinery n.e.c.;Research and development;2007;4725.0;89.0;830.0;826.0;0.0;0.0;4818.0;64.4
8742;28 Manufacture of machinery n.e.c.;Research and development;2008;4818.0;159.0;822.0;857.0;0.0;0.0;4942.0;64.0
8743;28 Manufacture of machinery n.e.c.;Research and development;2009;4942.0;131.0;689.0;870.0;0.0;-1.0;4891.0;61.7
8744;28 Manufacture of machinery n.e.c.;Research and development;2010;4891.0;57.0;892.0;872.0;0.0;0.0;4968.0;61.9
8745;28 Manufacture of machinery n.e.c.;Research and development;2011;4968.0;67.0;991.0;890.0;0.0;0.0;5136.0;63.1
8746;28 Manufacture of machinery n.e.c.;Research and development;2012;5136.0;53.0;1082.0;913.0;0.0;1.0;5359.0;65.2
8747;28 Manufacture of machinery n.e.c.;Research and development;2013;5359.0;35.0;1116.0;938.0;0.0;0.0;5572.0;67.4
8748;28 Manufacture of machinery n.e.c.;Research and development;2014;5572.0;47.0;1163.0;968.0;0.0;0.0;5814.0;69.7
8749;28 Manufacture of machinery n.e.c.;Research and development;2015;5814.0;88.0;1301.0;1014.0;0.0;0.0;6189.0;73.1
8750;28 Manufacture of machinery n.e.c.;Research and development;2016;6189.0;103.0;1448.0;1074.0;0.0;1.0;6667.0;77.5
8751;28 Manufacture of machinery n.e.c.;Research and development;2017;6667.0;114.0;1531.0;1144.0;0.0;0.0;7168.0;81.9
8752;28 Manufacture of machinery n.e.c.;Research and development;2018;7168.0;172.0;1736.0;1235.0;0.0;-1.0;7840.0;87.4
8753;28 Manufacture of machinery n.e.c.;Research and development;2019;7840.0;203.0;1763.0;1337.0;0.0;0.0;8469.0;92.1
8754;28 Manufacture of machinery n.e.c.;Research and development;2020;8469.0;240.0;1781.0;1440.0;0.0;0.0;9050.0;95.7
8755;28 Manufacture of machinery n.e.c.;Research and development;2021;9050.0;579.0;2036.0;1602.0;0.0;0.0;10063.0;100.0
8756;28 Manufacture of machinery n.e.c.;Research and development;2022;10063.0;648.0;2251.0;1784.0;0.0;0.0;11178.0;104.4
8757;28 Manufacture of machinery n.e.c.;Research and development;2023;;;;;;;;
8758;28 Manufacture of machinery n.e.c.;Computer software and databases;1995;79.0;0.0;28.0;25.0;0.0;-1.0;81.0;9.2
