ID;SICOrInstitutionalSector;TypeOfCapitalAsset;Periods;CapitalStockOpeningBalanceSheet_1;Revaluation_2;InvestInFixedAssetsProdAndImport_3;Depreciation_4;TradeAndOtherChanges_5;StatisticalDiscrepancy_6;CapitalStockClosingBalanceSheet_7;VolumeIndices2021100_8
2192;B-E Industry (no construction), energy;Other intangible fixed assets;2012;5497.0;91.0;735.0;414.0;0.0;0.0;5909.0;140.3
2193;B-E Industry (no construction), energy;Other intangible fixed assets;2013;5909.0;153.0;711.0;439.0;0.0;0.0;6334.0;146.6
2194;B-E Industry (no construction), energy;Other intangible fixed assets;2014;6334.0;146.0;708.0;463.0;0.0;0.0;6725.0;152.1
2195;B-E Industry (no construction), energy;Other intangible fixed assets;2015;6725.0;140.0;147.0;476.0;0.0;1.0;6537.0;144.9
2196;B-E Industry (no construction), energy;Other intangible fixed assets;2016;6537.0;63.0;104.0;471.0;0.0;0.0;6233.0;136.8
2197;B-E Industry (no construction), energy;Other intangible fixed assets;2017;6233.0;122.0;104.0;469.0;0.0;0.0;5990.0;128.9
2198;B-E Industry (no construction), energy;Other intangible fixed assets;2018;5990.0;117.0;104.0;466.0;0.0;0.0;5745.0;121.3
2199;B-E Industry (no construction), energy;Other intangible fixed assets;2019;5745.0;55.0;106.0;458.0;0.0;1.0;5449.0;114.0
2200;B-E Industry (no construction), energy;Other intangible fixed assets;2020;5449.0;0.0;104.0;443.0;0.0;-1.0;5109.0;106.9
2201;B-E Industry (no construction), energy;Other intangible fixed assets;2021;5109.0;255.0;105.0;450.0;0.0;1.0;5020.0;100.0
2202;B-E Industry (no construction), energy;Other intangible fixed assets;2022;5020.0;740.0;109.0;497.0;0.0;-1.0;5371.0;93.2
2203;B-E Industry (no construction), energy;Other intangible fixed assets;2023;5371.0;156.0;106.0;491.0;0.0;0.0;5142.0;86.8
2204;C Manufacturing;Total capital stock;1995;104021.0;1758.0;9391.0;8948.0;-21.0;-1.0;106200.0;94.9
2205;C Manufacturing;Total capital stock;1996;106200.0;859.0;9776.0;9039.0;-248.0;1.0;107549.0;95.3
2206;C Manufacturing;Total capital stock;1997;107549.0;1329.0;10163.0;9187.0;-7.0;0.0;109847.0;96.2
2207;C Manufacturing;Total capital stock;1998;109847.0;984.0;11009.0;9390.0;-5.0;2.0;112447.0;97.6
2208;C Manufacturing;Total capital stock;1999;112447.0;1268.0;11304.0;9679.0;-3.0;0.0;115337.0;99.0
2209;C Manufacturing;Total capital stock;2000;115337.0;3211.0;11480.0;10148.0;-4.0;0.0;119876.0;100.1
2210;C Manufacturing;Total capital stock;2001;119876.0;3154.0;11299.0;10608.0;0.0;-2.0;123719.0;100.7
2211;C Manufacturing;Total capital stock;2002;123719.0;3938.0;11105.0;11056.0;-2.0;0.0;127704.0;100.7
2212;C Manufacturing;Total capital stock;2003;127704.0;1115.0;10730.0;11218.0;-1.0;-1.0;128329.0;100.3
2213;C Manufacturing;Total capital stock;2004;128329.0;1874.0;10228.0;11394.0;0.0;-8.0;129029.0;99.4
2214;C Manufacturing;Total capital stock;2005;129029.0;2124.0;10628.0;11585.0;-3.0;1.0;130194.0;98.7
2215;C Manufacturing;Total capital stock;2006;130194.0;2724.0;11494.0;11859.0;-5.0;-2.0;132546.0;98.4
2216;C Manufacturing;Total capital stock;2007;132546.0;2829.0;12199.0;12189.0;-4.0;0.0;135381.0;98.4
2217;C Manufacturing;Total capital stock;2008;135381.0;3974.0;12846.0;12614.0;-5.0;-3.0;139579.0;98.6
2218;C Manufacturing;Total capital stock;2009;139579.0;3199.0;11780.0;12919.0;-6.0;0.0;141633.0;97.8
2219;C Manufacturing;Total capital stock;2010;141633.0;2339.0;10883.0;13061.0;-8.0;0.0;141786.0;96.3
2220;C Manufacturing;Total capital stock;2011;141786.0;821.0;12240.0;13074.0;-11.0;0.0;141762.0;95.7
2221;C Manufacturing;Total capital stock;2012;141762.0;2044.0;12676.0;13230.0;-3.0;-11.0;143238.0;95.3
2222;C Manufacturing;Total capital stock;2013;143238.0;1241.0;12153.0;13321.0;-15.0;-14.0;143282.0;94.5
2223;C Manufacturing;Total capital stock;2014;143282.0;1114.0;12797.0;13454.0;-21.0;-11.0;143707.0;94.1
2224;C Manufacturing;Total capital stock;2015;143707.0;2193.0;13613.0;13683.0;0.0;-6.0;145824.0;94.0
2225;C Manufacturing;Total capital stock;2016;145824.0;840.0;15226.0;13781.0;0.0;-1.0;148108.0;95.0
2226;C Manufacturing;Total capital stock;2017;148108.0;827.0;15476.0;13970.0;-8.0;-7.0;150426.0;95.9
2227;C Manufacturing;Total capital stock;2018;150426.0;2333.0;17136.0;14330.0;-5.0;0.0;155560.0;97.7
2228;C Manufacturing;Total capital stock;2019;155560.0;3896.0;17512.0;14815.0;0.0;-2.0;162151.0;99.3
2229;C Manufacturing;Total capital stock;2020;162151.0;2850.0;16242.0;15179.0;0.0;1.0;166065.0;100.0
2230;C Manufacturing;Total capital stock;2021;166065.0;4541.0;15683.0;15637.0;0.0;0.0;170652.0;100.0
2231;C Manufacturing;Total capital stock;2022;170652.0;11245.0;18232.0;16680.0;0.0;-2.0;183447.0;100.9
2232;C Manufacturing;Total capital stock;2023;183447.0;8934.0;19702.0;17653.0;0.0;0.0;194430.0;101.9
2233;C Manufacturing;Dwellings;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2234;C Manufacturing;Dwellings;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2235;C Manufacturing;Dwellings;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2236;C Manufacturing;Dwellings;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2237;C Manufacturing;Dwellings;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2238;C Manufacturing;Dwellings;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2239;C Manufacturing;Dwellings;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2240;C Manufacturing;Dwellings;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2241;C Manufacturing;Dwellings;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2242;C Manufacturing;Dwellings;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2243;C Manufacturing;Dwellings;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2244;C Manufacturing;Dwellings;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2245;C Manufacturing;Dwellings;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2246;C Manufacturing;Dwellings;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2247;C Manufacturing;Dwellings;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2248;C Manufacturing;Dwellings;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2249;C Manufacturing;Dwellings;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2250;C Manufacturing;Dwellings;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2251;C Manufacturing;Dwellings;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2252;C Manufacturing;Dwellings;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2253;C Manufacturing;Dwellings;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2254;C Manufacturing;Dwellings;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2255;C Manufacturing;Dwellings;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2256;C Manufacturing;Dwellings;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2257;C Manufacturing;Dwellings;2019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2258;C Manufacturing;Dwellings;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2259;C Manufacturing;Dwellings;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2260;C Manufacturing;Dwellings;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2261;C Manufacturing;Dwellings;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2262;C Manufacturing;Non-residential buildings;1995;25906.0;1599.0;767.0;1287.0;-10.0;1.0;26976.0;140.5
2263;C Manufacturing;Non-residential buildings;1996;26976.0;937.0;859.0;1316.0;-10.0;1.0;27447.0;138.2
2264;C Manufacturing;Non-residential buildings;1997;27447.0;610.0;1029.0;1339.0;-2.0;8.0;27753.0;136.7
2265;C Manufacturing;Non-residential buildings;1998;27753.0;766.0;1033.0;1362.0;-1.0;4.0;28193.0;135.1
2266;C Manufacturing;Non-residential buildings;1999;28193.0;859.0;1160.0;1392.0;0.0;5.0;28825.0;134.1
2267;C Manufacturing;Non-residential buildings;2000;28825.0;1459.0;1101.0;1454.0;0.0;7.0;29938.0;132.5
2268;C Manufacturing;Non-residential buildings;2001;29938.0;1756.0;912.0;1512.0;0.0;-3.0;31091.0;130.0
2269;C Manufacturing;Non-residential buildings;2002;31091.0;1471.0;936.0;1560.0;-2.0;-1.0;31935.0;127.5
2270;C Manufacturing;Non-residential buildings;2003;31935.0;723.0;845.0;1571.0;-1.0;0.0;31931.0;124.7
2271;C Manufacturing;Non-residential buildings;2004;31931.0;564.0;901.0;1579.0;0.0;-3.0;31814.0;122.1
2272;C Manufacturing;Non-residential buildings;2005;31814.0;751.0;745.0;1580.0;-3.0;1.0;31728.0;118.9
2273;C Manufacturing;Non-residential buildings;2006;31728.0;1083.0;881.0;1605.0;-5.0;2.0;32084.0;116.3
2274;C Manufacturing;Non-residential buildings;2007;32084.0;783.0;1013.0;1608.0;-4.0;-5.0;32263.0;114.2
2275;C Manufacturing;Non-residential buildings;2008;32263.0;1163.0;1019.0;1645.0;-3.0;-1.0;32796.0;112.0
2276;C Manufacturing;Non-residential buildings;2009;32796.0;1313.0;841.0;1681.0;-2.0;0.0;33267.0;109.2
2277;C Manufacturing;Non-residential buildings;2010;33267.0;654.0;675.0;1674.0;-8.0;2.0;32916.0;106.0
2278;C Manufacturing;Non-residential buildings;2011;32916.0;-48.0;980.0;1641.0;-8.0;6.0;32205.0;103.9
2279;C Manufacturing;Non-residential buildings;2012;32205.0;-180.0;858.0;1610.0;-3.0;2.0;31272.0;101.4
2280;C Manufacturing;Non-residential buildings;2013;31272.0;457.0;1000.0;1600.0;0.0;1.0;31130.0;99.5
2281;C Manufacturing;Non-residential buildings;2014;31130.0;130.0;1023.0;1573.0;0.0;-3.0;30707.0;97.7
2282;C Manufacturing;Non-residential buildings;2015;30707.0;-639.0;1155.0;1512.0;0.0;-1.0;29710.0;96.6
2283;C Manufacturing;Non-residential buildings;2016;29710.0;-251.0;1546.0;1482.0;0.0;2.0;29525.0;96.8
2284;C Manufacturing;Non-residential buildings;2017;29525.0;8.0;1164.0;1475.0;-8.0;-2.0;29212.0;95.7
2285;C Manufacturing;Non-residential buildings;2018;29212.0;412.0;1866.0;1484.0;-5.0;3.0;30004.0;97.0
2286;C Manufacturing;Non-residential buildings;2019;30004.0;737.0;2182.0;1527.0;0.0;-1.0;31395.0;99.0
2287;C Manufacturing;Non-residential buildings;2020;31395.0;1260.0;1843.0;1589.0;0.0;-1.0;32908.0;99.8
2288;C Manufacturing;Non-residential buildings;2021;32908.0;1088.0;1702.0;1638.0;0.0;2.0;34062.0;100.0
2289;C Manufacturing;Non-residential buildings;2022;34062.0;1027.0;2115.0;1687.0;0.0;-1.0;35516.0;101.2
2290;C Manufacturing;Non-residential buildings;2023;35516.0;1954.0;2246.0;1789.0;0.0;-1.0;37926.0;102.4
2291;C Manufacturing;Civil engineering works;1995;4281.0;4.0;53.0;120.0;0.0;2.0;4220.0;64.5
2292;C Manufacturing;Civil engineering works;1996;4220.0;85.0;79.0;121.0;0.0;1.0;4264.0;63.9
2293;C Manufacturing;Civil engineering works;1997;4264.0;65.0;104.0;122.0;0.0;0.0;4311.0;63.6
2294;C Manufacturing;Civil engineering works;1998;4311.0;79.0;77.0;122.0;0.0;-1.0;4344.0;62.9
2295;C Manufacturing;Civil engineering works;1999;4344.0;81.0;72.0;123.0;0.0;-2.0;4372.0;62.2
2296;C Manufacturing;Civil engineering works;2000;4372.0;161.0;103.0;126.0;0.0;-2.0;4508.0;61.8
2297;C Manufacturing;Civil engineering works;2001;4508.0;201.0;139.0;135.0;0.0;1.0;4714.0;61.9
2298;C Manufacturing;Civil engineering works;2002;4714.0;170.0;106.0;139.0;0.0;1.0;4852.0;61.5
2299;C Manufacturing;Civil engineering works;2003;4852.0;110.0;72.0;140.0;0.0;-1.0;4893.0;60.6
2300;C Manufacturing;Civil engineering works;2004;4893.0;23.0;92.0;139.0;0.0;0.0;4869.0;60.1
2301;C Manufacturing;Civil engineering works;2005;4869.0;36.0;58.0;138.0;0.0;-2.0;4823.0;59.1
2302;C Manufacturing;Civil engineering works;2006;4823.0;129.0;68.0;140.0;0.0;-2.0;4878.0;58.2
2303;C Manufacturing;Civil engineering works;2007;4878.0;155.0;90.0;143.0;0.0;-1.0;4979.0;57.6
2304;C Manufacturing;Civil engineering works;2008;4979.0;226.0;121.0;152.0;-2.0;2.0;5174.0;57.2
2305;C Manufacturing;Civil engineering works;2009;5174.0;-75.0;79.0;147.0;-4.0;1.0;5028.0;56.4
2306;C Manufacturing;Civil engineering works;2010;5028.0;120.0;91.0;148.0;0.0;-1.0;5090.0;55.8
2307;C Manufacturing;Civil engineering works;2011;5090.0;118.0;70.0;148.0;-3.0;-1.0;5126.0;54.9
2308;C Manufacturing;Civil engineering works;2012;5126.0;113.0;103.0;150.0;0.0;-2.0;5190.0;54.4
2309;C Manufacturing;Civil engineering works;2013;5190.0;45.0;118.0;151.0;-15.0;-1.0;5186.0;53.9
2310;C Manufacturing;Civil engineering works;2014;5186.0;1.0;129.0;149.0;-21.0;-2.0;5144.0;53.4
2311;C Manufacturing;Civil engineering works;2015;5144.0;-18.0;641.0;153.0;0.0;-1.0;5613.0;58.5
2312;C Manufacturing;Civil engineering works;2016;5613.0;-31.0;1141.0;169.0;0.0;0.0;6554.0;68.7
2313;C Manufacturing;Civil engineering works;2017;6554.0;189.0;1160.0;195.0;0.0;0.0;7708.0;78.5
2314;C Manufacturing;Civil engineering works;2018;7708.0;267.0;1415.0;228.0;0.0;1.0;9163.0;90.2
2315;C Manufacturing;Civil engineering works;2019;9163.0;238.0;924.0;255.0;0.0;2.0;10072.0;96.7
2316;C Manufacturing;Civil engineering works;2020;10072.0;76.0;756.0;269.0;0.0;-1.0;10634.0;101.3
2317;C Manufacturing;Civil engineering works;2021;10634.0;512.0;145.0;290.0;0.0;2.0;11003.0;100.0
2318;C Manufacturing;Civil engineering works;2022;11003.0;1384.0;618.0;331.0;0.0;3.0;12677.0;102.3
2319;C Manufacturing;Civil engineering works;2023;12677.0;404.0;686.0;348.0;0.0;1.0;13420.0;105.0
2320;C Manufacturing;Cost of ownership transfer on land;1995;74.0;2.0;4.0;4.0;0.0;-3.0;73.0;158.0
2321;C Manufacturing;Cost of ownership transfer on land;1996;73.0;4.0;1.0;4.0;0.0;-3.0;71.0;145.7
2322;C Manufacturing;Cost of ownership transfer on land;1997;71.0;5.0;8.0;4.0;0.0;-4.0;76.0;145.7
2323;C Manufacturing;Cost of ownership transfer on land;1998;76.0;7.0;5.0;5.0;0.0;-3.0;80.0;140.5
2324;C Manufacturing;Cost of ownership transfer on land;1999;80.0;9.0;9.0;6.0;0.0;-3.0;89.0;140.5
2325;C Manufacturing;Cost of ownership transfer on land;2000;89.0;11.0;5.0;6.0;0.0;-4.0;95.0;133.4
2326;C Manufacturing;Cost of ownership transfer on land;2001;95.0;9.0;3.0;8.0;0.0;-2.0;97.0;124.5
2327;C Manufacturing;Cost of ownership transfer on land;2002;97.0;4.0;3.0;8.0;0.0;-2.0;94.0;115.8
2328;C Manufacturing;Cost of ownership transfer on land;2003;94.0;3.0;2.0;7.0;0.0;-2.0;90.0;107.5
2329;C Manufacturing;Cost of ownership transfer on land;2004;90.0;3.0;9.0;8.0;0.0;-2.0;92.0;106.3
2330;C Manufacturing;Cost of ownership transfer on land;2005;92.0;2.0;1.0;8.0;0.0;-1.0;86.0;97.3
2331;C Manufacturing;Cost of ownership transfer on land;2006;86.0;3.0;4.0;7.0;0.0;-3.0;83.0;90.7
2332;C Manufacturing;Cost of ownership transfer on land;2007;83.0;3.0;4.0;7.0;0.0;-2.0;81.0;85.4
2333;C Manufacturing;Cost of ownership transfer on land;2008;81.0;2.0;4.0;6.0;0.0;-2.0;79.0;81.3
2334;C Manufacturing;Cost of ownership transfer on land;2009;79.0;-2.0;4.0;6.0;0.0;-2.0;73.0;77.1
2335;C Manufacturing;Cost of ownership transfer on land;2010;73.0;1.0;5.0;6.0;0.0;-2.0;71.0;74.0
2336;C Manufacturing;Cost of ownership transfer on land;2011;71.0;-11.0;4.0;5.0;0.0;-2.0;57.0;70.3
2337;C Manufacturing;Cost of ownership transfer on land;2012;57.0;-15.0;4.0;2.0;0.0;-2.0;42.0;70.3
2338;C Manufacturing;Cost of ownership transfer on land;2013;42.0;-1.0;4.0;2.0;0.0;-2.0;41.0;70.3
2339;C Manufacturing;Cost of ownership transfer on land;2014;41.0;1.0;4.0;3.0;0.0;-2.0;41.0;68.6
2340;C Manufacturing;Cost of ownership transfer on land;2015;41.0;1.0;8.0;4.0;0.0;0.0;46.0;75.1
2341;C Manufacturing;Cost of ownership transfer on land;2016;46.0;4.0;8.0;4.0;0.0;-1.0;53.0;79.6
2342;C Manufacturing;Cost of ownership transfer on land;2017;53.0;4.0;8.0;4.0;0.0;-2.0;59.0;82.4
2343;C Manufacturing;Cost of ownership transfer on land;2018;59.0;5.0;12.0;4.0;0.0;-3.0;69.0;88.9
2344;C Manufacturing;Cost of ownership transfer on land;2019;69.0;1.0;10.0;5.0;0.0;-2.0;73.0;92.7
2345;C Manufacturing;Cost of ownership transfer on land;2020;73.0;2.0;10.0;6.0;0.0;-1.0;78.0;96.4
2346;C Manufacturing;Cost of ownership transfer on land;2021;78.0;2.0;10.0;6.0;0.0;-1.0;83.0;100.0
2347;C Manufacturing;Cost of ownership transfer on land;2022;83.0;25.0;12.0;8.0;0.0;-1.0;111.0;102.8
2348;C Manufacturing;Cost of ownership transfer on land;2023;111.0;-19.0;10.0;7.0;0.0;-2.0;93.0;103.9
2349;C Manufacturing;Total transport equipment;1995;1273.0;1.0;437.0;278.0;0.0;1.0;1434.0;118.1
2350;C Manufacturing;Total transport equipment;1996;1434.0;11.0;245.0;275.0;-224.0;-3.0;1188.0;97.1
2351;C Manufacturing;Total transport equipment;1997;1188.0;-1.0;279.0;248.0;0.0;-3.0;1215.0;99.3
2352;C Manufacturing;Total transport equipment;1998;1215.0;9.0;287.0;257.0;0.0;-2.0;1252.0;101.6
2353;C Manufacturing;Total transport equipment;1999;1252.0;5.0;290.0;268.0;0.0;1.0;1280.0;103.5
2354;C Manufacturing;Total transport equipment;2000;1280.0;35.0;278.0;278.0;0.0;0.0;1315.0;103.5
2355;C Manufacturing;Total transport equipment;2001;1315.0;11.0;232.0;281.0;0.0;3.0;1280.0;99.9
2356;C Manufacturing;Total transport equipment;2002;1280.0;10.0;197.0;273.0;0.0;3.0;1217.0;94.2
2357;C Manufacturing;Total transport equipment;2003;1217.0;1.0;205.0;254.0;0.0;-3.0;1166.0;90.2
2358;C Manufacturing;Total transport equipment;2004;1166.0;14.0;206.0;249.0;0.0;-3.0;1134.0;86.7
2359;C Manufacturing;Total transport equipment;2005;1134.0;27.0;218.0;247.0;0.0;0.0;1132.0;84.5
2360;C Manufacturing;Total transport equipment;2006;1132.0;17.0;238.0;242.0;0.0;-1.0;1144.0;84.2
2361;C Manufacturing;Total transport equipment;2007;1144.0;20.0;267.0;246.0;0.0;1.0;1186.0;85.8
2362;C Manufacturing;Total transport equipment;2008;1186.0;1.0;323.0;250.0;0.0;-1.0;1259.0;91.0
2363;C Manufacturing;Total transport equipment;2009;1259.0;12.0;288.0;258.0;0.0;-1.0;1300.0;93.0
2364;C Manufacturing;Total transport equipment;2010;1300.0;14.0;245.0;263.0;0.0;2.0;1298.0;91.9
2365;C Manufacturing;Total transport equipment;2011;1298.0;-8.0;307.0;259.0;0.0;-2.0;1336.0;95.2
2366;C Manufacturing;Total transport equipment;2012;1336.0;19.0;256.0;264.0;0.0;-3.0;1344.0;94.4
2367;C Manufacturing;Total transport equipment;2013;1344.0;6.0;281.0;264.0;0.0;-4.0;1363.0;95.3
2368;C Manufacturing;Total transport equipment;2014;1363.0;6.0;236.0;266.0;0.0;-2.0;1337.0;93.1
2369;C Manufacturing;Total transport equipment;2015;1337.0;29.0;269.0;267.0;0.0;-3.0;1365.0;93.0
2370;C Manufacturing;Total transport equipment;2016;1365.0;21.0;262.0;271.0;0.0;-3.0;1374.0;92.2
2371;C Manufacturing;Total transport equipment;2017;1374.0;13.0;337.0;277.0;0.0;-1.0;1446.0;96.1
2372;C Manufacturing;Total transport equipment;2018;1446.0;25.0;291.0;287.0;0.0;-1.0;1474.0;96.3
2373;C Manufacturing;Total transport equipment;2019;1474.0;32.0;378.0;302.0;0.0;1.0;1583.0;101.3
2374;C Manufacturing;Total transport equipment;2020;1583.0;40.0;286.0;313.0;0.0;3.0;1599.0;99.8
2375;C Manufacturing;Total transport equipment;2021;1599.0;39.0;319.0;314.0;0.0;-1.0;1642.0;100.0
2376;C Manufacturing;Total transport equipment;2022;1642.0;101.0;327.0;332.0;0.0;-1.0;1737.0;99.7
2377;C Manufacturing;Total transport equipment;2023;1737.0;80.0;404.0;348.0;0.0;-2.0;1871.0;102.6
2378;C Manufacturing;Passenger cars;1995;670.0;-3.0;141.0;177.0;0.0;1.0;632.0;106.8
2379;C Manufacturing;Passenger cars;1996;632.0;10.0;151.0;167.0;-1.0;0.0;625.0;104.0
2380;C Manufacturing;Passenger cars;1997;625.0;-3.0;209.0;166.0;0.0;1.0;666.0;111.3
2381;C Manufacturing;Passenger cars;1998;666.0;7.0;214.0;171.0;0.0;-2.0;714.0;118.1
2382;C Manufacturing;Passenger cars;1999;714.0;1.0;220.0;180.0;0.0;0.0;755.0;124.7
2383;C Manufacturing;Passenger cars;2000;755.0;25.0;213.0;191.0;0.0;0.0;802.0;128.2
2384;C Manufacturing;Passenger cars;2001;802.0;12.0;166.0;194.0;0.0;0.0;786.0;123.8
2385;C Manufacturing;Passenger cars;2002;786.0;6.0;140.0;188.0;0.0;2.0;746.0;116.6
2386;C Manufacturing;Passenger cars;2003;746.0;4.0;145.0;176.0;0.0;-1.0;718.0;111.6
2387;C Manufacturing;Passenger cars;2004;718.0;12.0;146.0;173.0;0.0;0.0;703.0;107.5
2388;C Manufacturing;Passenger cars;2005;703.0;16.0;153.0;172.0;0.0;2.0;702.0;105.0
2389;C Manufacturing;Passenger cars;2006;702.0;13.0;173.0;168.0;0.0;1.0;721.0;105.8
2390;C Manufacturing;Passenger cars;2007;721.0;11.0;195.0;169.0;0.0;0.0;758.0;109.6
2391;C Manufacturing;Passenger cars;2008;758.0;-15.0;239.0;169.0;0.0;-2.0;811.0;119.6
2392;C Manufacturing;Passenger cars;2009;811.0;6.0;206.0;176.0;0.0;-3.0;844.0;123.6
2393;C Manufacturing;Passenger cars;2010;844.0;1.0;176.0;180.0;0.0;1.0;842.0;123.2
2394;C Manufacturing;Passenger cars;2011;842.0;-12.0;228.0;178.0;0.0;-1.0;879.0;130.4
2395;C Manufacturing;Passenger cars;2012;879.0;6.0;180.0;182.0;0.0;-2.0;881.0;129.8
2396;C Manufacturing;Passenger cars;2013;881.0;2.0;190.0;182.0;0.0;-2.0;889.0;130.7
2397;C Manufacturing;Passenger cars;2014;889.0;5.0;164.0;184.0;0.0;1.0;875.0;127.9
2398;C Manufacturing;Passenger cars;2015;875.0;9.0;163.0;180.0;0.0;-2.0;865.0;125.2
2399;C Manufacturing;Passenger cars;2016;865.0;16.0;139.0;179.0;0.0;0.0;841.0;119.5
2400;C Manufacturing;Passenger cars;2017;841.0;12.0;175.0;176.0;0.0;-1.0;851.0;119.2
2401;C Manufacturing;Passenger cars;2018;851.0;29.0;136.0;179.0;0.0;0.0;837.0;113.4
2402;C Manufacturing;Passenger cars;2019;837.0;20.0;144.0;178.0;0.0;1.0;824.0;109.0
2403;C Manufacturing;Passenger cars;2020;824.0;31.0;139.0;177.0;0.0;2.0;819.0;104.4
2404;C Manufacturing;Passenger cars;2021;819.0;28.0;139.0;174.0;0.0;-1.0;811.0;100.0
2405;C Manufacturing;Passenger cars;2022;811.0;54.0;144.0;179.0;0.0;0.0;830.0;96.0
2406;C Manufacturing;Passenger cars;2023;830.0;25.0;179.0;179.0;0.0;-1.0;854.0;95.8
2407;C Manufacturing;Other road transport equipment;1995;196.0;-2.0;54.0;50.0;0.0;-2.0;196.0;37.5
2408;C Manufacturing;Other road transport equipment;1996;196.0;1.0;56.0;48.0;0.0;-3.0;202.0;38.5
2409;C Manufacturing;Other road transport equipment;1997;202.0;-3.0;70.0;48.0;0.0;-3.0;218.0;42.1
2410;C Manufacturing;Other road transport equipment;1998;218.0;-2.0;73.0;55.0;0.0;0.0;234.0;45.6
2411;C Manufacturing;Other road transport equipment;1999;234.0;0.0;70.0;59.0;0.0;2.0;247.0;48.2
2412;C Manufacturing;Other road transport equipment;2000;247.0;5.0;65.0;61.0;0.0;1.0;257.0;49.1
2413;C Manufacturing;Other road transport equipment;2001;257.0;1.0;66.0;63.0;0.0;1.0;262.0;49.9
2414;C Manufacturing;Other road transport equipment;2002;262.0;2.0;57.0;63.0;0.0;1.0;259.0;49.0
2415;C Manufacturing;Other road transport equipment;2003;259.0;1.0;60.0;59.0;0.0;-2.0;259.0;48.8
2416;C Manufacturing;Other road transport equipment;2004;259.0;1.0;60.0;58.0;0.0;-2.0;260.0;48.8
2417;C Manufacturing;Other road transport equipment;2005;260.0;4.0;65.0;58.0;0.0;-4.0;267.0;49.3
2418;C Manufacturing;Other road transport equipment;2006;267.0;2.0;65.0;59.0;0.0;-2.0;273.0;50.1
2419;C Manufacturing;Other road transport equipment;2007;273.0;6.0;72.0;63.0;0.0;2.0;290.0;52.0
2420;C Manufacturing;Other road transport equipment;2008;290.0;9.0;84.0;67.0;0.0;1.0;317.0;55.2
2421;C Manufacturing;Other road transport equipment;2009;317.0;1.0;82.0;69.0;0.0;1.0;332.0;57.6
2422;C Manufacturing;Other road transport equipment;2010;332.0;10.0;69.0;71.0;0.0;1.0;341.0;57.4
2423;C Manufacturing;Other road transport equipment;2011;341.0;4.0;79.0;70.0;0.0;-2.0;352.0;58.6
2424;C Manufacturing;Other road transport equipment;2012;352.0;5.0;76.0;71.0;0.0;-2.0;360.0;59.1
2425;C Manufacturing;Other road transport equipment;2013;360.0;5.0;91.0;73.0;0.0;-2.0;381.0;61.7
2426;C Manufacturing;Other road transport equipment;2014;381.0;-2.0;72.0;73.0;0.0;-2.0;376.0;61.2
2427;C Manufacturing;Other road transport equipment;2015;376.0;1.0;106.0;77.0;0.0;-1.0;405.0;65.7
2428;C Manufacturing;Other road transport equipment;2016;405.0;3.0;119.0;83.0;0.0;-3.0;441.0;71.0
2429;C Manufacturing;Other road transport equipment;2017;441.0;-2.0;120.0;91.0;0.0;0.0;468.0;75.7
2430;C Manufacturing;Other road transport equipment;2018;468.0;0.0;150.0;99.0;0.0;-1.0;518.0;83.8
2431;C Manufacturing;Other road transport equipment;2019;518.0;6.0;184.0;115.0;0.0;1.0;594.0;95.0
2432;C Manufacturing;Other road transport equipment;2020;594.0;10.0;133.0;125.0;0.0;1.0;613.0;96.4
2433;C Manufacturing;Other road transport equipment;2021;613.0;8.0;152.0;130.0;0.0;1.0;644.0;100.0
