ID;LeeftijdVoertuig;BrandstofsoortVoertuig;Perioden;KilometersNederlandsePersonenautoS_1;GemiddeldJaarkilometrage_2;NederlandsePersonenautoSInGebruik_3
1036;42 jaar;Totaal;2019;21.2;2353;9023
1037;42 jaar;Totaal;2020;18.4;1867;9878
1038;42 jaar;Benzine/overige;2015;16.0;1463;10931
1039;42 jaar;Benzine/overige;2016;12.3;1498;8189
1040;42 jaar;Benzine/overige;2017;10.9;1584;6898
1041;42 jaar;Benzine/overige;2018;9.2;1570;5886
1042;42 jaar;Benzine/overige;2019;13.1;1876;6983
1043;42 jaar;Benzine/overige;2020;12.7;1658;7658
1044;42 jaar;Diesel;2015;2.0;4927;404
1045;42 jaar;Diesel;2016;2.1;4695;452
1046;42 jaar;Diesel;2017;2.2;4394;510
1047;42 jaar;Diesel;2018;2.2;4167;526
1048;42 jaar;Diesel;2019;2.7;3384;795
1049;42 jaar;Diesel;2020;2.0;2366;835
1050;42 jaar;LPG;2015;12.4;4288;2894
1051;42 jaar;LPG;2016;8.8;4995;1764
1052;42 jaar;LPG;2017;6.5;4721;1371
1053;42 jaar;LPG;2018;5.5;4528;1211
1054;42 jaar;LPG;2019;5.4;4370;1245
1055;42 jaar;LPG;2020;3.8;2720;1385
1056;43 jaar;Totaal;2015;29.9;2168;13775
1057;43 jaar;Totaal;2016;29.6;2125;13910
1058;43 jaar;Totaal;2017;22.1;2173;10149
1059;43 jaar;Totaal;2018;19.9;2291;8672
1060;43 jaar;Totaal;2019;17.4;2295;7596
1061;43 jaar;Totaal;2020;15.5;1712;9026
1062;43 jaar;Benzine/overige;2015;17.0;1605;10566
1063;43 jaar;Benzine/overige;2016;15.8;1477;10693
1064;43 jaar;Benzine/overige;2017;12.1;1513;7982
1065;43 jaar;Benzine/overige;2018;12.4;1818;6813
1066;43 jaar;Benzine/overige;2019;10.5;1784;5861
1067;43 jaar;Benzine/overige;2020;9.2;1332;6935
1068;43 jaar;Diesel;2015;1.2;2773;418
1069;43 jaar;Diesel;2016;2.2;5428;405
1070;43 jaar;Diesel;2017;2.3;5182;441
1071;43 jaar;Diesel;2018;1.9;3651;510
1072;43 jaar;Diesel;2019;1.8;3271;536
1073;43 jaar;Diesel;2020;2.2;2651;811
1074;43 jaar;LPG;2015;11.8;4210;2791
1075;43 jaar;LPG;2016;11.6;4114;2812
1076;43 jaar;LPG;2017;7.7;4456;1726
1077;43 jaar;LPG;2018;5.6;4162;1349
1078;43 jaar;LPG;2019;5.2;4360;1199
1079;43 jaar;LPG;2020;4.1;3174;1280
1080;44 jaar;Totaal;2015;22.3;2100;10616
1081;44 jaar;Totaal;2016;27.4;2036;13475
1082;44 jaar;Totaal;2017;29.5;2173;13589
1083;44 jaar;Totaal;2018;21.6;2167;9954
1084;44 jaar;Totaal;2019;17.6;2031;8649
1085;44 jaar;Totaal;2020;11.4;1496;7596
1086;44 jaar;Benzine/overige;2015;11.8;1447;8188
1087;44 jaar;Benzine/overige;2016;15.4;1485;10361
1088;44 jaar;Benzine/overige;2017;16.9;1615;10469
1089;44 jaar;Benzine/overige;2018;12.1;1548;7825
1090;44 jaar;Benzine/overige;2019;11.7;1722;6810
1091;44 jaar;Benzine/overige;2020;7.0;1199;5851
1092;44 jaar;Diesel;2015;1.1;3494;310
1093;44 jaar;Diesel;2016;1.2;2870;411
1094;44 jaar;Diesel;2017;2.1;5068;407
1095;44 jaar;Diesel;2018;2.2;4954;446
1096;44 jaar;Diesel;2019;1.3;2444;512
1097;44 jaar;Diesel;2020;1.2;2208;542
1098;44 jaar;LPG;2015;9.4;4421;2118
1099;44 jaar;LPG;2016;10.9;4023;2703
1100;44 jaar;LPG;2017;10.6;3891;2713
1101;44 jaar;LPG;2018;7.2;4307;1683
1102;44 jaar;LPG;2019;4.6;3458;1327
1103;44 jaar;LPG;2020;3.1;2618;1203
1104;45 jaar;Totaal;2015;18.0;1926;9372
1105;45 jaar;Totaal;2016;20.1;1941;10364
1106;45 jaar;Totaal;2017;26.3;1997;13166
1107;45 jaar;Totaal;2018;27.7;2074;13358
1108;45 jaar;Totaal;2019;20.3;2056;9862
1109;45 jaar;Totaal;2020;14.0;1632;8603
1110;45 jaar;Benzine/overige;2015;10.4;1398;7416
1111;45 jaar;Benzine/overige;2016;11.0;1372;8027
1112;45 jaar;Benzine/overige;2017;14.8;1458;10184
1113;45 jaar;Benzine/overige;2018;16.0;1554;10286
1114;45 jaar;Benzine/overige;2019;12.0;1549;7774
1115;45 jaar;Benzine/overige;2020;9.4;1390;6789
1116;45 jaar;Diesel;2015;0.4;2396;166
1117;45 jaar;Diesel;2016;1.0;3428;296
1118;45 jaar;Diesel;2017;1.0;2511;396
1119;45 jaar;Diesel;2018;1.5;3602;404
1120;45 jaar;Diesel;2019;2.2;5068;441
1121;45 jaar;Diesel;2020;1.3;2500;507
1122;45 jaar;LPG;2015;7.3;4067;1790
1123;45 jaar;LPG;2016;8.1;3965;2041
1124;45 jaar;LPG;2017;10.5;4043;2586
1125;45 jaar;LPG;2018;10.3;3846;2668
1126;45 jaar;LPG;2019;6.0;3646;1647
1127;45 jaar;LPG;2020;3.3;2555;1307
1128;46 jaar of ouder;Totaal;2015;113.4;1607;70557
1129;46 jaar of ouder;Totaal;2016;127.3;1613;78951
1130;46 jaar of ouder;Totaal;2017;142.7;1619;88121
1131;46 jaar of ouder;Totaal;2018;167.9;1670;100519
1132;46 jaar of ouder;Totaal;2019;192.8;1695;113728
1133;46 jaar of ouder;Totaal;2020;156.8;1268;123677
1134;46 jaar of ouder;Benzine/overige;2015;83.4;1362;61252
1135;46 jaar of ouder;Benzine/overige;2016;90.6;1333;67989
1136;46 jaar of ouder;Benzine/overige;2017;101.0;1343;75188
1137;46 jaar of ouder;Benzine/overige;2018;116.9;1375;85008
1138;46 jaar of ouder;Benzine/overige;2019;136.1;1424;95578
1139;46 jaar of ouder;Benzine/overige;2020;114.1;1102;103577
1140;46 jaar of ouder;Diesel;2015;2.5;2245;1118
1141;46 jaar of ouder;Diesel;2016;3.2;2529;1263
1142;46 jaar of ouder;Diesel;2017;3.9;2540;1547
1143;46 jaar of ouder;Diesel;2018;5.0;2603;1908
1144;46 jaar of ouder;Diesel;2019;6.6;2858;2316
1145;46 jaar of ouder;Diesel;2020;6.1;2217;2754
1146;46 jaar of ouder;LPG;2015;27.4;3350;8187
1147;46 jaar of ouder;LPG;2016;33.5;3453;9699
1148;46 jaar of ouder;LPG;2017;37.8;3318;11386
1149;46 jaar of ouder;LPG;2018;46.0;3380;13603
1150;46 jaar of ouder;LPG;2019;50.1;3164;15834
1151;46 jaar of ouder;LPG;2020;36.6;2108;17346
