ID;HoutTextielEdelsteenEnMetaal;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
2271;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 februari;0.0;22.0;599.0;17703.0;stuks                    
2272;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 maart;1.0;174.0;624.0;26117.0;stuks                    
2273;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 april;1.0;37.0;1076.0;33921.0;stuks                    
2274;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 mei;;;1127.0;34795.0;stuks                    
2275;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 juni;1.0;152.0;2539.0;56324.0;stuks                    
2276;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 juli;0.0;2.0;730.0;18074.0;stuks                    
2277;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 augustus;;;731.0;21644.0;stuks                    
2278;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 september ;3.0;507.0;603.0;15730.0;stuks                    
2279;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 oktober;;;455.0;11996.0;stuks                    
2280;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 november;1.0;180.0;894.0;20808.0;stuks                    
2281;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021 december;0.0;6.0;62.0;9073.0;stuks                    
2282;4101203010 Gehele huiden en vellen, v...;Niet-EU;2021;8.0;1081.0;10913.0;309732.0;stuks                    
2283;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 januari;1.0;341.0;251.0;10169.0;stuks                    
2284;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 februari;;;107.0;5417.0;stuks                    
2285;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 maart;3.0;780.0;1227.0;31559.0;stuks                    
2286;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 april;;;1201.0;30111.0;stuks                    
2287;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 mei;2.0;478.0;63.0;3700.0;stuks                    
2288;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 juni;2.0;805.0;357.0;17682.0;stuks                    
2289;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 juli;0.0;60.0;436.0;13000.0;stuks                    
2290;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 augustus;;;939.0;36007.0;stuks                    
2291;4101203010 Gehele huiden en vellen, v...;Niet-EU;2022 januari-augustus;8.0;2464.0;4580.0;147645.0;stuks                    
2292;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 januari;;;14.0;54.0;stuks                    
2293;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 februari;;;34.0;48.0;stuks                    
2294;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 maart;;;17.0;473.0;stuks                    
2295;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 april;;;16.0;553.0;stuks                    
2296;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 mei;;;6.0;146.0;stuks                    
2297;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 juni;;;9.0;42.0;stuks                    
2298;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 juli;;;22.0;29.0;stuks                    
2299;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 augustus;;;1.0;78.0;stuks                    
2300;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 september;;;6.0;43.0;stuks                    
2301;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 oktober;;;1.0;44.0;stuks                    
2302;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 november;;;0.0;34.0;stuks                    
2303;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008 december;11.0;604.0;0.0;51.0;stuks                    
2304;4101205000 Gehele huiden en vellen, v...;Totaal landen;2008;11.0;604.0;127.0;1595.0;stuks                    
2305;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 januari;;;0.0;43.0;stuks                    
2306;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 februari;;;0.0;167.0;stuks                    
2307;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 maart;;;0.0;187.0;stuks                    
2308;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 april;;;0.0;40.0;stuks                    
2309;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 mei;;;0.0;38.0;stuks                    
2310;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 juni;;;0.0;96.0;stuks                    
2311;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 juli;3.0;246.0;0.0;50.0;stuks                    
2312;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 augustus;0.0;144.0;0.0;42.0;stuks                    
2313;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 september;0.0;58.0;0.0;118.0;stuks                    
2314;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 oktober;0.0;47.0;0.0;98.0;stuks                    
2315;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 november;0.0;38.0;0.0;36.0;stuks                    
2316;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009 december;0.0;55.0;0.0;81.0;stuks                    
2317;4101205000 Gehele huiden en vellen, v...;Totaal landen;2009;3.0;588.0;4.0;996.0;stuks                    
2318;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 januari;;;0.0;223.0;stuks                    
2319;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 februari;;;0.0;214.0;stuks                    
2320;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 maart;3.0;196.0;0.0;120.0;stuks                    
2321;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 april;;;0.0;218.0;stuks                    
2322;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 mei;;;0.0;21.0;stuks                    
2323;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 juni;;;0.0;110.0;stuks                    
2324;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 juli;14.0;811.0;0.0;46.0;stuks                    
2325;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 augustus;;;0.0;72.0;stuks                    
2326;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 september;;;1.0;98.0;stuks                    
2327;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 oktober;;;;;                         
2328;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 november;;;;;                         
2329;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010 december;;;;;                         
2330;4101205000 Gehele huiden en vellen, v...;Totaal landen;2010;17.0;1007.0;4.0;1122.0;stuks                    
2331;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 januari;;;;;                         
2332;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 februari;;;;;                         
2333;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 maart;;;;;                         
2334;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 april;;;;;                         
2335;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 mei;;;;;                         
2336;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 juni;;;;;                         
2337;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 juli;;;;;                         
2338;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 augustus;;;;;                         
2339;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 september;;;;;                         
2340;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 oktober;;;;;                         
2341;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 november;;;;;                         
2342;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011 december;;;;;                         
2343;4101205000 Gehele huiden en vellen, v...;Totaal landen;2011;;;;;                         
2344;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 januari;;;;;                         
2345;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 februari;;;;;                         
2346;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 maart;;;;;                         
2347;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 april;;;;;                         
2348;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 mei;;;;;                         
2349;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 juni;;;;;                         
2350;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 juli;;;;;                         
2351;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 augustus;;;;;                         
2352;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 september;;;;;                         
2353;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 oktober;;;;;                         
2354;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 november;;;;;                         
2355;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012 december;;;;;                         
2356;4101205000 Gehele huiden en vellen, v...;Totaal landen;2012;;;;;                         
2357;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 januari;;;;;                         
2358;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 februari;;;;;                         
2359;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 maart;;;;;                         
2360;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 april;;;;;                         
2361;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 mei;;;;;                         
2362;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 juni;;;;;                         
2363;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 juli;;;;;                         
2364;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 augustus;;;;;                         
2365;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 september;;;;;                         
2366;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 oktober;;;;;                         
2367;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 november;;;;;                         
2368;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 december;;;;;                         
2369;4101205000 Gehele huiden en vellen, v...;Totaal landen;2013 ;;;;;                         
2370;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 januari;;;;;                         
2371;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 februari;;;;;                         
2372;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 maart;;;;;                         
2373;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 april;;;;;                         
2374;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 mei;;;;;                         
2375;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 juni;;;;;                         
2376;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 juli;;;;;                         
2377;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 augustus;;;;;                         
2378;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 september;;;;;                         
2379;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 oktober;;;;;                         
2380;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 november;;;;;                         
2381;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014 december;;;;;                         
2382;4101205000 Gehele huiden en vellen, v...;Totaal landen;2014;;;;;                         
2383;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 januari;;;;;                         
2384;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 februari;;;;;                         
2385;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 maart;;;;;                         
2386;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 april;;;;;                         
2387;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 mei;;;;;                         
2388;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 juni;;;;;                         
2389;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 juli;;;;;                         
2390;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 augustus;;;;;                         
2391;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 september;;;;;                         
2392;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 oktober;;;;;                         
2393;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 november;;;;;                         
2394;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015 december;;;;;                         
2395;4101205000 Gehele huiden en vellen, v...;Totaal landen;2015;;;;;                         
2396;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 januari;;;;;                         
2397;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 februari;;;;;                         
2398;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 maart;;;;;                         
2399;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 april;;;;;                         
2400;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 mei;;;;;                         
2401;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 juni;;;;;                         
2402;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 juli;;;;;                         
2403;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 augustus;;;;;                         
2404;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 september;;;;;                         
2405;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 oktober;;;;;                         
2406;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 november;;;;;                         
2407;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016 december;;;;;                         
2408;4101205000 Gehele huiden en vellen, v...;Totaal landen;2016;;;;;                         
2409;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 januari;;;;;                         
2410;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 februari;;;;;                         
2411;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 maart;;;;;                         
2412;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 april;;;;;                         
2413;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 mei;;;;;                         
2414;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 juni;;;;;                         
2415;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 juli;;;;;                         
2416;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 augustus;;;;;                         
2417;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 september;;;;;                         
2418;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 oktober;;;;;                         
2419;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 november;;;;;                         
2420;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017 december;;;;;                         
2421;4101205000 Gehele huiden en vellen, v...;Totaal landen;2017;;;;;                         
2422;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 januari;;;;;                         
2423;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 februari;;;;;                         
2424;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 maart;;;;;                         
2425;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 april;;;;;                         
2426;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 mei;;;;;                         
2427;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 juni;;;;;                         
2428;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 juli;;;;;                         
2429;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 augustus;;;;;                         
2430;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 september;;;;;                         
2431;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 oktober;;;;;                         
2432;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 november;;;;;                         
2433;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018 december;;;;;                         
2434;4101205000 Gehele huiden en vellen, v...;Totaal landen;2018;;;;;                         
2435;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 januari;;;;;                         
2436;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 februari;;;;;                         
2437;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 maart;;;;;                         
2438;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 april;;;;;                         
2439;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 mei;;;;;                         
2440;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 juni;;;;;                         
2441;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 juli;;;;;                         
2442;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 augustus;;;;;                         
2443;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 september;;;;;                         
2444;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 oktober;;;;;                         
2445;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 november;;;;;                         
2446;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019 december;;;;;                         
2447;4101205000 Gehele huiden en vellen, v...;Totaal landen;2019;;;;;                         
2448;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 januari;;;;;                         
2449;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 februari;;;;;                         
2450;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 maart;;;;;                         
2451;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 april;;;;;                         
2452;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 mei;;;;;                         
2453;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 juni;;;;;                         
2454;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 juli;;;;;                         
2455;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 augustus;;;;;                         
2456;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 september;;;;;                         
2457;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 oktober;;;;;                         
2458;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 november;;;;;                         
2459;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020 december;;;;;                         
2460;4101205000 Gehele huiden en vellen, v...;Totaal landen;2020;;;;;                         
2461;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 januari;;;;;                         
2462;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 februari;;;;;                         
2463;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 maart;;;;;                         
2464;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 april;;;;;                         
2465;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 mei;;;;;                         
2466;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 juni;;;;;                         
2467;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 juli;;;;;                         
2468;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 augustus;;;;;                         
2469;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 september ;;;;;                         
2470;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 oktober;;;;;                         
2471;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 november;;;;;                         
2472;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021 december;;;;;                         
2473;4101205000 Gehele huiden en vellen, v...;Totaal landen;2021;;;;;                         
2474;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 januari;;;;;                         
2475;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 februari;;;;;                         
2476;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 maart;;;;;                         
2477;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 april;;;;;                         
2478;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 mei;;;;;                         
2479;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 juni;;;;;                         
2480;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 juli;;;;;                         
2481;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 augustus;;;;;                         
2482;4101205000 Gehele huiden en vellen, v...;Totaal landen;2022 januari-augustus;;;;;                         
2483;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 januari;;;0.0;50.0;stuks                    
2484;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 februari;;;0.0;42.0;stuks                    
2485;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 maart;;;0.0;73.0;stuks                    
2486;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 april;;;0.0;53.0;stuks                    
2487;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 mei;;;0.0;26.0;stuks                    
2488;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 juni;;;0.0;39.0;stuks                    
2489;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 juli;;;0.0;23.0;stuks                    
2490;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 augustus;;;0.0;77.0;stuks                    
2491;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 september;;;0.0;42.0;stuks                    
2492;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 oktober;;;1.0;44.0;stuks                    
2493;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 november;;;0.0;34.0;stuks                    
2494;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008 december;11.0;604.0;0.0;51.0;stuks                    
2495;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2008;11.0;604.0;4.0;554.0;stuks                    
2496;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 januari;;;0.0;43.0;stuks                    
2497;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 februari;;;0.0;167.0;stuks                    
2498;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 maart;;;0.0;187.0;stuks                    
2499;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 april;;;0.0;40.0;stuks                    
2500;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 mei;;;0.0;38.0;stuks                    
2501;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 juni;;;0.0;96.0;stuks                    
2502;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 juli;3.0;246.0;0.0;50.0;stuks                    
2503;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 augustus;0.0;144.0;0.0;42.0;stuks                    
2504;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 september;0.0;58.0;0.0;118.0;stuks                    
2505;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 oktober;0.0;47.0;0.0;98.0;stuks                    
2506;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 november;0.0;38.0;0.0;36.0;stuks                    
2507;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009 december;0.0;55.0;0.0;81.0;stuks                    
2508;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2009;3.0;588.0;4.0;996.0;stuks                    
2509;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 januari;;;0.0;223.0;stuks                    
2510;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 februari;;;0.0;214.0;stuks                    
2511;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 maart;3.0;196.0;0.0;120.0;stuks                    
2512;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 april;;;0.0;218.0;stuks                    
2513;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 mei;;;0.0;21.0;stuks                    
2514;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 juni;;;0.0;110.0;stuks                    
2515;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 juli;14.0;811.0;0.0;46.0;stuks                    
2516;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 augustus;;;0.0;72.0;stuks                    
2517;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 september;;;1.0;98.0;stuks                    
2518;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 oktober;;;;;                         
2519;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 november;;;;;                         
2520;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010 december;;;;;                         
2521;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2010;17.0;1007.0;4.0;1122.0;stuks                    
2522;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 januari;;;;;                         
2523;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 februari;;;;;                         
2524;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 maart;;;;;                         
2525;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 april;;;;;                         
2526;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 mei;;;;;                         
2527;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 juni;;;;;                         
2528;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 juli;;;;;                         
2529;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 augustus;;;;;                         
2530;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 september;;;;;                         
2531;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 oktober;;;;;                         
2532;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 november;;;;;                         
2533;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011 december;;;;;                         
2534;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2011;;;;;                         
2535;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 januari;;;;;                         
2536;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 februari;;;;;                         
2537;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 maart;;;;;                         
2538;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 april;;;;;                         
2539;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 mei;;;;;                         
2540;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 juni;;;;;                         
2541;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 juli;;;;;                         
2542;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 augustus;;;;;                         
2543;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 september;;;;;                         
2544;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 oktober;;;;;                         
2545;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 november;;;;;                         
2546;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012 december;;;;;                         
2547;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2012;;;;;                         
2548;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 januari;;;;;                         
2549;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 februari;;;;;                         
2550;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 maart;;;;;                         
2551;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 april;;;;;                         
2552;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 mei;;;;;                         
2553;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 juni;;;;;                         
2554;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 juli;;;;;                         
2555;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 augustus;;;;;                         
2556;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 september;;;;;                         
2557;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 oktober;;;;;                         
2558;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 november;;;;;                         
2559;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 december;;;;;                         
2560;4101205000 Gehele huiden en vellen, v...;EU (exclusief Nederland);2013 ;;;;;                         
