ID;HoutTextielEdelsteenEnMetaal;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
4027;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 april;302.0;15772.0;;;stuks                    
4028;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 mei;199.0;12338.0;;;stuks                    
4029;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 juni;173.0;9021.0;;;stuks                    
4030;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 juli;131.0;5995.0;;;stuks                    
4031;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 augustus;2.0;167.0;;;stuks                    
4032;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 september;147.0;11522.0;;;stuks                    
4033;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 oktober;180.0;18379.0;;;stuks                    
4034;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 november;69.0;8182.0;1.0;9.0;stuks                    
4035;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009 december;1.0;2671.0;;;stuks                    
4036;4101209000 Gehele huiden en vellen, v...;Totaal landen;2009;1405.0;93333.0;1.0;9.0;stuks                    
4037;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 januari;34.0;3744.0;;;stuks                    
4038;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 februari;102.0;2096.0;;;stuks                    
4039;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 maart;106.0;12506.0;46.0;1633.0;stuks                    
4040;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 april;126.0;17645.0;;;stuks                    
4041;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 mei;268.0;20406.0;58.0;2116.0;stuks                    
4042;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 juni;163.0;13080.0;6.0;310.0;stuks                    
4043;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 juli;1.0;26.0;;;stuks                    
4044;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 augustus;;;1.0;59.0;stuks                    
4045;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 september;250.0;28683.0;;;stuks                    
4046;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 oktober;122.0;11899.0;;;stuks                    
4047;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 november;117.0;11405.0;;;stuks                    
4048;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010 december;21.0;1285.0;;;stuks                    
4049;4101209000 Gehele huiden en vellen, v...;Totaal landen;2010;1309.0;122775.0;112.0;4118.0;stuks                    
4050;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 januari;126.0;14314.0;15.0;618.0;stuks                    
4051;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 februari;114.0;12180.0;14.0;623.0;stuks                    
4052;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 maart;151.0;18152.0;29.0;1161.0;stuks                    
4053;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 april;74.0;9096.0;21.0;876.0;stuks                    
4054;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 mei;151.0;13531.0;10.0;275.0;stuks                    
4055;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 juni;153.0;17336.0;126.0;3671.0;stuks                    
4056;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 juli;146.0;16872.0;29.0;1079.0;stuks                    
4057;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 augustus;113.0;11186.0;9.0;287.0;stuks                    
4058;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 september;155.0;14374.0;15.0;481.0;stuks                    
4059;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 oktober;160.0;13489.0;1.0;4002.0;stuks                    
4060;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 november;74.0;8668.0;34.0;1350.0;stuks                    
4061;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011 december;2.0;22.0;12.0;538.0;stuks                    
4062;4101209000 Gehele huiden en vellen, v...;Totaal landen;2011;1418.0;149220.0;317.0;14961.0;stuks                    
4063;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 januari;;;;;                         
4064;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 februari;;;;;                         
4065;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 maart;;;;;                         
4066;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 april;;;;;                         
4067;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 mei;;;;;                         
4068;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 juni;;;;;                         
4069;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 juli;;;;;                         
4070;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 augustus;;;;;                         
4071;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 september;;;;;                         
4072;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 oktober;;;;;                         
4073;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 november;;;;;                         
4074;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012 december;;;;;                         
4075;4101209000 Gehele huiden en vellen, v...;Totaal landen;2012;;;;;                         
4076;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 januari;;;;;                         
4077;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 februari;;;;;                         
4078;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 maart;;;;;                         
4079;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 april;;;;;                         
4080;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 mei;;;;;                         
4081;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 juni;;;;;                         
4082;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 juli;;;;;                         
4083;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 augustus;;;;;                         
4084;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 september;;;;;                         
4085;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 oktober;;;;;                         
4086;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 november;;;;;                         
4087;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 december;;;;;                         
4088;4101209000 Gehele huiden en vellen, v...;Totaal landen;2013 ;;;;;                         
4089;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 januari;;;;;                         
4090;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 februari;;;;;                         
4091;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 maart;;;;;                         
4092;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 april;;;;;                         
4093;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 mei;;;;;                         
4094;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 juni;;;;;                         
4095;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 juli;;;;;                         
4096;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 augustus;;;;;                         
4097;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 september;;;;;                         
4098;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 oktober;;;;;                         
4099;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 november;;;;;                         
4100;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014 december;;;;;                         
4101;4101209000 Gehele huiden en vellen, v...;Totaal landen;2014;;;;;                         
4102;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 januari;;;;;                         
4103;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 februari;;;;;                         
4104;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 maart;;;;;                         
4105;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 april;;;;;                         
4106;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 mei;;;;;                         
4107;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 juni;;;;;                         
4108;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 juli;;;;;                         
4109;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 augustus;;;;;                         
4110;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 september;;;;;                         
4111;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 oktober;;;;;                         
4112;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 november;;;;;                         
4113;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015 december;;;;;                         
4114;4101209000 Gehele huiden en vellen, v...;Totaal landen;2015;;;;;                         
4115;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 januari;;;;;                         
4116;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 februari;;;;;                         
4117;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 maart;;;;;                         
4118;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 april;;;;;                         
4119;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 mei;;;;;                         
4120;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 juni;;;;;                         
4121;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 juli;;;;;                         
4122;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 augustus;;;;;                         
4123;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 september;;;;;                         
4124;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 oktober;;;;;                         
4125;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 november;;;;;                         
4126;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016 december;;;;;                         
4127;4101209000 Gehele huiden en vellen, v...;Totaal landen;2016;;;;;                         
4128;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 januari;;;;;                         
4129;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 februari;;;;;                         
4130;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 maart;;;;;                         
4131;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 april;;;;;                         
4132;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 mei;;;;;                         
4133;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 juni;;;;;                         
4134;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 juli;;;;;                         
4135;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 augustus;;;;;                         
4136;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 september;;;;;                         
4137;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 oktober;;;;;                         
4138;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 november;;;;;                         
4139;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017 december;;;;;                         
4140;4101209000 Gehele huiden en vellen, v...;Totaal landen;2017;;;;;                         
4141;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 januari;;;;;                         
4142;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 februari;;;;;                         
4143;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 maart;;;;;                         
4144;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 april;;;;;                         
4145;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 mei;;;;;                         
4146;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 juni;;;;;                         
4147;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 juli;;;;;                         
4148;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 augustus;;;;;                         
4149;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 september;;;;;                         
4150;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 oktober;;;;;                         
4151;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 november;;;;;                         
4152;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018 december;;;;;                         
4153;4101209000 Gehele huiden en vellen, v...;Totaal landen;2018;;;;;                         
4154;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 januari;;;;;                         
4155;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 februari;;;;;                         
4156;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 maart;;;;;                         
4157;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 april;;;;;                         
4158;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 mei;;;;;                         
4159;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 juni;;;;;                         
4160;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 juli;;;;;                         
4161;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 augustus;;;;;                         
4162;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 september;;;;;                         
4163;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 oktober;;;;;                         
4164;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 november;;;;;                         
4165;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019 december;;;;;                         
4166;4101209000 Gehele huiden en vellen, v...;Totaal landen;2019;;;;;                         
4167;4101209000 Gehele huiden en vellen, v...;Totaal landen;2020 januari;;;;;                         
4168;4101209000 Gehele huiden en vellen, v...;Totaal landen;2020 februari;;;;;                         
4169;4101209000 Gehele huiden en vellen, v...;Totaal landen;2020 maart;;;;;                         
