ID;Sex;Age;MaritalStatus;CountryOfBirth;Periods;Immigration_1;EmigrationInclAdmCorrections_2;NetMigrationInclAdmCorrections_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
8045;Total male and female;0 year;Married;Palau;2021;;;;;;
8046;Total male and female;0 year;Married;Palau;2022;;;;;;
8047;Total male and female;0 year;Married;Palau;2023;;;;;;
8048;Total male and female;0 year;Married;Panama;2020;;;;;;
8049;Total male and female;0 year;Married;Panama;2021;;;;;;
8050;Total male and female;0 year;Married;Panama;2022;;;;;;
8051;Total male and female;0 year;Married;Panama;2023;;;;;;
8052;Total male and female;0 year;Married;Papua New Guinea;2020;;;;;;
8053;Total male and female;0 year;Married;Papua New Guinea;2021;;;;;;
8054;Total male and female;0 year;Married;Papua New Guinea;2022;;;;;;
8055;Total male and female;0 year;Married;Papua New Guinea;2023;;;;;;
8056;Total male and female;0 year;Married;Paraguay;2020;;;;;;
8057;Total male and female;0 year;Married;Paraguay;2021;;;;;;
8058;Total male and female;0 year;Married;Paraguay;2022;;;;;;
8059;Total male and female;0 year;Married;Paraguay;2023;;;;;;
8060;Total male and female;0 year;Married;Peru;2020;;;;;;
8061;Total male and female;0 year;Married;Peru;2021;;;;;;
8062;Total male and female;0 year;Married;Peru;2022;;;;;;
8063;Total male and female;0 year;Married;Peru;2023;;;;;;
8064;Total male and female;0 year;Married;Pitcairn;2020;;;;;;
8065;Total male and female;0 year;Married;Pitcairn;2021;;;;;;
8066;Total male and female;0 year;Married;Pitcairn;2022;;;;;;
8067;Total male and female;0 year;Married;Pitcairn;2023;;;;;;
8068;Total male and female;0 year;Married;Poland;2020;;;;;;
8069;Total male and female;0 year;Married;Poland;2021;;;;;;
8070;Total male and female;0 year;Married;Poland;2022;;;;;;
8071;Total male and female;0 year;Married;Poland;2023;;;;;;
8072;Total male and female;0 year;Married;Portugal;2020;;;;;;
8073;Total male and female;0 year;Married;Portugal;2021;;;;;;
8074;Total male and female;0 year;Married;Portugal;2022;;;;;;
8075;Total male and female;0 year;Married;Portugal;2023;;;;;;
8076;Total male and female;0 year;Married;Puerto Rico;2020;;;;;;
8077;Total male and female;0 year;Married;Puerto Rico;2021;;;;;;
8078;Total male and female;0 year;Married;Puerto Rico;2022;;;;;;
8079;Total male and female;0 year;Married;Puerto Rico;2023;;;;;;
8080;Total male and female;0 year;Married;Réunion;2020;;;;;;
8081;Total male and female;0 year;Married;Réunion;2021;;;;;;
8082;Total male and female;0 year;Married;Réunion;2022;;;;;;
8083;Total male and female;0 year;Married;Réunion;2023;;;;;;
8084;Total male and female;0 year;Married;Romania;2020;;;;;;
8085;Total male and female;0 year;Married;Romania;2021;;;;;;
8086;Total male and female;0 year;Married;Romania;2022;;;;;;
8087;Total male and female;0 year;Married;Romania;2023;;;;;;
8088;Total male and female;0 year;Married;Russian Federation;2020;;;;;;
8089;Total male and female;0 year;Married;Russian Federation;2021;;;;;;
8090;Total male and female;0 year;Married;Russian Federation;2022;;;;;;
8091;Total male and female;0 year;Married;Russian Federation;2023;;;;;;
8092;Total male and female;0 year;Married;Rwanda;2020;;;;;;
8093;Total male and female;0 year;Married;Rwanda;2021;;;;;;
8094;Total male and female;0 year;Married;Rwanda;2022;;;;;;
8095;Total male and female;0 year;Married;Rwanda;2023;;;;;;
8096;Total male and female;0 year;Married;St Kitts and Nevis;2020;;;;;;
8097;Total male and female;0 year;Married;St Kitts and Nevis;2021;;;;;;
8098;Total male and female;0 year;Married;St Kitts and Nevis;2022;;;;;;
8099;Total male and female;0 year;Married;St Kitts and Nevis;2023;;;;;;
8100;Total male and female;0 year;Married;St Pierre and Miquelon;2020;;;;;;
8101;Total male and female;0 year;Married;St Pierre and Miquelon;2021;;;;;;
8102;Total male and female;0 year;Married;St Pierre and Miquelon;2022;;;;;;
8103;Total male and female;0 year;Married;St Pierre and Miquelon;2023;;;;;;
8104;Total male and female;0 year;Married;Saint Vincent and the Grenadines;2020;;;;;;
8105;Total male and female;0 year;Married;Saint Vincent and the Grenadines;2021;;;;;;
8106;Total male and female;0 year;Married;Saint Vincent and the Grenadines;2022;;;;;;
8107;Total male and female;0 year;Married;Saint Vincent and the Grenadines;2023;;;;;;
8108;Total male and female;0 year;Married;Solomon Islands;2020;;;;;;
8109;Total male and female;0 year;Married;Solomon Islands;2021;;;;;;
8110;Total male and female;0 year;Married;Solomon Islands;2022;;;;;;
8111;Total male and female;0 year;Married;Solomon Islands;2023;;;;;;
8112;Total male and female;0 year;Married;Samoa;2020;;;;;;
8113;Total male and female;0 year;Married;Samoa;2021;;;;;;
8114;Total male and female;0 year;Married;Samoa;2022;;;;;;
8115;Total male and female;0 year;Married;Samoa;2023;;;;;;
8116;Total male and female;0 year;Married;San Marino;2020;;;;;;
8117;Total male and female;0 year;Married;San Marino;2021;;;;;;
8118;Total male and female;0 year;Married;San Marino;2022;;;;;;
8119;Total male and female;0 year;Married;San Marino;2023;;;;;;
8120;Total male and female;0 year;Married;Sao Tomé and Principe;2020;;;;;;
8121;Total male and female;0 year;Married;Sao Tomé and Principe;2021;;;;;;
8122;Total male and female;0 year;Married;Sao Tomé and Principe;2022;;;;;;
8123;Total male and female;0 year;Married;Sao Tomé and Principe;2023;;;;;;
8124;Total male and female;0 year;Married;Saudi Arabia;2020;;;;;;
8125;Total male and female;0 year;Married;Saudi Arabia;2021;;;;;;
8126;Total male and female;0 year;Married;Saudi Arabia;2022;;;;;;
8127;Total male and female;0 year;Married;Saudi Arabia;2023;;;;;;
8128;Total male and female;0 year;Married;Senegal;2020;;;;;;
8129;Total male and female;0 year;Married;Senegal;2021;;;;;;
8130;Total male and female;0 year;Married;Senegal;2022;;;;;;
8131;Total male and female;0 year;Married;Senegal;2023;;;;;;
8132;Total male and female;0 year;Married;Serbia;2020;;;;;;
8133;Total male and female;0 year;Married;Serbia;2021;;;;;;
8134;Total male and female;0 year;Married;Serbia;2022;;;;;;
8135;Total male and female;0 year;Married;Serbia;2023;;;;;;
8136;Total male and female;0 year;Married;Serbia and Montenegro;2020;;;;;;
8137;Total male and female;0 year;Married;Serbia and Montenegro;2021;;;;;;
8138;Total male and female;0 year;Married;Serbia and Montenegro;2022;;;;;;
8139;Total male and female;0 year;Married;Serbia and Montenegro;2023;;;;;;
8140;Total male and female;0 year;Married;Seychelles;2020;;;;;;
8141;Total male and female;0 year;Married;Seychelles;2021;;;;;;
8142;Total male and female;0 year;Married;Seychelles;2022;;;;;;
8143;Total male and female;0 year;Married;Seychelles;2023;;;;;;
8144;Total male and female;0 year;Married;Sierra Leone;2020;;;;;;
8145;Total male and female;0 year;Married;Sierra Leone;2021;;;;;;
8146;Total male and female;0 year;Married;Sierra Leone;2022;;;;;;
8147;Total male and female;0 year;Married;Sierra Leone;2023;;;;;;
8148;Total male and female;0 year;Married;Singapore;2020;;;;;;
8149;Total male and female;0 year;Married;Singapore;2021;;;;;;
8150;Total male and female;0 year;Married;Singapore;2022;;;;;;
8151;Total male and female;0 year;Married;Singapore;2023;;;;;;
8152;Total male and female;0 year;Married;Saint Helena;2020;;;;;;
8153;Total male and female;0 year;Married;Saint Helena;2021;;;;;;
8154;Total male and female;0 year;Married;Saint Helena;2022;;;;;;
8155;Total male and female;0 year;Married;Saint Helena;2023;;;;;;
8156;Total male and female;0 year;Married;Saint Lucia;2020;;;;;;
8157;Total male and female;0 year;Married;Saint Lucia;2021;;;;;;
8158;Total male and female;0 year;Married;Saint Lucia;2022;;;;;;
8159;Total male and female;0 year;Married;Saint Lucia;2023;;;;;;
8160;Total male and female;0 year;Married;Saint Maarten (Dutch part);2020;;;;;;
8161;Total male and female;0 year;Married;Saint Maarten (Dutch part);2021;;;;;;
8162;Total male and female;0 year;Married;Saint Maarten (Dutch part);2022;;;;;;
8163;Total male and female;0 year;Married;Saint Maarten (Dutch part);2023;;;;;;
8164;Total male and female;0 year;Married;Slovenia;2020;;;;;;
8165;Total male and female;0 year;Married;Slovenia;2021;;;;;;
8166;Total male and female;0 year;Married;Slovenia;2022;;;;;;
8167;Total male and female;0 year;Married;Slovenia;2023;;;;;;
8168;Total male and female;0 year;Married;Slovakia;2020;;;;;;
8169;Total male and female;0 year;Married;Slovakia;2021;;;;;;
8170;Total male and female;0 year;Married;Slovakia;2022;;;;;;
8171;Total male and female;0 year;Married;Slovakia;2023;;;;;;
8172;Total male and female;0 year;Married;Sudan;2020;;;;;;
8173;Total male and female;0 year;Married;Sudan;2021;;;;;;
8174;Total male and female;0 year;Married;Sudan;2022;;;;;;
8175;Total male and female;0 year;Married;Sudan;2023;;;;;;
8176;Total male and female;0 year;Married;Somalia;2020;;;;;;
8177;Total male and female;0 year;Married;Somalia;2021;;;;;;
8178;Total male and female;0 year;Married;Somalia;2022;;;;;;
8179;Total male and female;0 year;Married;Somalia;2023;;;;;;
8180;Total male and female;0 year;Married;(former) Soviet Union;2020;;;;;;
8181;Total male and female;0 year;Married;(former) Soviet Union;2021;;;;;;
8182;Total male and female;0 year;Married;(former) Soviet Union;2022;;;;;;
8183;Total male and female;0 year;Married;(former) Soviet Union;2023;;;;;;
8184;Total male and female;0 year;Married;Spain;2020;;;;;;
8185;Total male and female;0 year;Married;Spain;2021;;;;;;
8186;Total male and female;0 year;Married;Spain;2022;;;;;;
8187;Total male and female;0 year;Married;Spain;2023;;;;;;
8188;Total male and female;0 year;Married;Sri Lanka;2020;;;;;;
8189;Total male and female;0 year;Married;Sri Lanka;2021;;;;;;
8190;Total male and female;0 year;Married;Sri Lanka;2022;;;;;;
8191;Total male and female;0 year;Married;Sri Lanka;2023;;;;;;
8192;Total male and female;0 year;Married;Surinam;2020;;;;;;
8193;Total male and female;0 year;Married;Surinam;2021;;;;;;
8194;Total male and female;0 year;Married;Surinam;2022;;;;;;
8195;Total male and female;0 year;Married;Surinam;2023;;;;;;
8196;Total male and female;0 year;Married;Swaziland;2020;;;;;;
8197;Total male and female;0 year;Married;Swaziland;2021;;;;;;
8198;Total male and female;0 year;Married;Swaziland;2022;;;;;;
8199;Total male and female;0 year;Married;Swaziland;2023;;;;;;
8200;Total male and female;0 year;Married;Syria;2020;;;;;;
8201;Total male and female;0 year;Married;Syria;2021;;;;;;
8202;Total male and female;0 year;Married;Syria;2022;;;;;;
8203;Total male and female;0 year;Married;Syria;2023;;;;;;
8204;Total male and female;0 year;Married;Tajikistan;2020;;;;;;
8205;Total male and female;0 year;Married;Tajikistan;2021;;;;;;
8206;Total male and female;0 year;Married;Tajikistan;2022;;;;;;
8207;Total male and female;0 year;Married;Tajikistan;2023;;;;;;
8208;Total male and female;0 year;Married;Taiwan;2020;;;;;;
8209;Total male and female;0 year;Married;Taiwan;2021;;;;;;
8210;Total male and female;0 year;Married;Taiwan;2022;;;;;;
8211;Total male and female;0 year;Married;Taiwan;2023;;;;;;
8212;Total male and female;0 year;Married;Tanzania;2020;;;;;;
8213;Total male and female;0 year;Married;Tanzania;2021;;;;;;
8214;Total male and female;0 year;Married;Tanzania;2022;;;;;;
8215;Total male and female;0 year;Married;Tanzania;2023;;;;;;
8216;Total male and female;0 year;Married;Thailand;2020;;;;;;
8217;Total male and female;0 year;Married;Thailand;2021;;;;;;
8218;Total male and female;0 year;Married;Thailand;2022;;;;;;
8219;Total male and female;0 year;Married;Thailand;2023;;;;;;
8220;Total male and female;0 year;Married;Timor Leste;2020;;;;;;
8221;Total male and female;0 year;Married;Timor Leste;2021;;;;;;
8222;Total male and female;0 year;Married;Timor Leste;2022;;;;;;
8223;Total male and female;0 year;Married;Timor Leste;2023;;;;;;
8224;Total male and female;0 year;Married;Togo;2020;;;;;;
8225;Total male and female;0 year;Married;Togo;2021;;;;;;
8226;Total male and female;0 year;Married;Togo;2022;;;;;;
8227;Total male and female;0 year;Married;Togo;2023;;;;;;
8228;Total male and female;0 year;Married;Tokelau;2020;;;;;;
8229;Total male and female;0 year;Married;Tokelau;2021;;;;;;
8230;Total male and female;0 year;Married;Tokelau;2022;;;;;;
8231;Total male and female;0 year;Married;Tokelau;2023;;;;;;
8232;Total male and female;0 year;Married;Tonga;2020;;;;;;
8233;Total male and female;0 year;Married;Tonga;2021;;;;;;
8234;Total male and female;0 year;Married;Tonga;2022;;;;;;
8235;Total male and female;0 year;Married;Tonga;2023;;;;;;
8236;Total male and female;0 year;Married;Trinidad and Tobago;2020;;;;;;
8237;Total male and female;0 year;Married;Trinidad and Tobago;2021;;;;;;
8238;Total male and female;0 year;Married;Trinidad and Tobago;2022;;;;;;
8239;Total male and female;0 year;Married;Trinidad and Tobago;2023;;;;;;
8240;Total male and female;0 year;Married;Chad;2020;;;;;;
8241;Total male and female;0 year;Married;Chad;2021;;;;;;
8242;Total male and female;0 year;Married;Chad;2022;;;;;;
8243;Total male and female;0 year;Married;Chad;2023;;;;;;
8244;Total male and female;0 year;Married;Czech Republic;2020;;;;;;
8245;Total male and female;0 year;Married;Czech Republic;2021;;;;;;
8246;Total male and female;0 year;Married;Czech Republic;2022;;;;;;
8247;Total male and female;0 year;Married;Czech Republic;2023;;;;;;
8248;Total male and female;0 year;Married;(Former) Czechoslovakia;2020;;;;;;
8249;Total male and female;0 year;Married;(Former) Czechoslovakia;2021;;;;;;
8250;Total male and female;0 year;Married;(Former) Czechoslovakia;2022;;;;;;
8251;Total male and female;0 year;Married;(Former) Czechoslovakia;2023;;;;;;
8252;Total male and female;0 year;Married;Tunisia;2020;;;;;;
8253;Total male and female;0 year;Married;Tunisia;2021;;;;;;
8254;Total male and female;0 year;Married;Tunisia;2022;;;;;;
8255;Total male and female;0 year;Married;Tunisia;2023;;;;;;
8256;Total male and female;0 year;Married;Turkey;2020;;;;;;
8257;Total male and female;0 year;Married;Turkey;2021;;;;;;
8258;Total male and female;0 year;Married;Turkey;2022;;;;;;
8259;Total male and female;0 year;Married;Turkey;2023;;;;;;
8260;Total male and female;0 year;Married;Turkmenistan;2020;;;;;;
8261;Total male and female;0 year;Married;Turkmenistan;2021;;;;;;
8262;Total male and female;0 year;Married;Turkmenistan;2022;;;;;;
8263;Total male and female;0 year;Married;Turkmenistan;2023;;;;;;
8264;Total male and female;0 year;Married;Turks and Caicos islands;2020;;;;;;
8265;Total male and female;0 year;Married;Turks and Caicos islands;2021;;;;;;
8266;Total male and female;0 year;Married;Turks and Caicos islands;2022;;;;;;
8267;Total male and female;0 year;Married;Turks and Caicos islands;2023;;;;;;
8268;Total male and female;0 year;Married;Tuvalu;2020;;;;;;
8269;Total male and female;0 year;Married;Tuvalu;2021;;;;;;
8270;Total male and female;0 year;Married;Tuvalu;2022;;;;;;
8271;Total male and female;0 year;Married;Tuvalu;2023;;;;;;
8272;Total male and female;0 year;Married;Uganda;2020;;;;;;
8273;Total male and female;0 year;Married;Uganda;2021;;;;;;
8274;Total male and female;0 year;Married;Uganda;2022;;;;;;
8275;Total male and female;0 year;Married;Uganda;2023;;;;;;
8276;Total male and female;0 year;Married;Uruguay;2020;;;;;;
8277;Total male and female;0 year;Married;Uruguay;2021;;;;;;
8278;Total male and female;0 year;Married;Uruguay;2022;;;;;;
8279;Total male and female;0 year;Married;Uruguay;2023;;;;;;
8280;Total male and female;0 year;Married;Vanuatu;2020;;;;;;
8281;Total male and female;0 year;Married;Vanuatu;2021;;;;;;
8282;Total male and female;0 year;Married;Vanuatu;2022;;;;;;
8283;Total male and female;0 year;Married;Vanuatu;2023;;;;;;
8284;Total male and female;0 year;Married;Vatican City;2020;;;;;;
8285;Total male and female;0 year;Married;Vatican City;2021;;;;;;
8286;Total male and female;0 year;Married;Vatican City;2022;;;;;;
8287;Total male and female;0 year;Married;Vatican City;2023;;;;;;
8288;Total male and female;0 year;Married;Venezuela;2020;;;;;;
8289;Total male and female;0 year;Married;Venezuela;2021;;;;;;
8290;Total male and female;0 year;Married;Venezuela;2022;;;;;;
8291;Total male and female;0 year;Married;Venezuela;2023;;;;;;
8292;Total male and female;0 year;Married;United Kingdom;2020;;;;;;
8293;Total male and female;0 year;Married;United Kingdom;2021;;;;;;
8294;Total male and female;0 year;Married;United Kingdom;2022;;;;;;
8295;Total male and female;0 year;Married;United Kingdom;2023;;;;;;
8296;Total male and female;0 year;Married;United Arab Emirates;2020;;;;;;
8297;Total male and female;0 year;Married;United Arab Emirates;2021;;;;;;
8298;Total male and female;0 year;Married;United Arab Emirates;2022;;;;;;
8299;Total male and female;0 year;Married;United Arab Emirates;2023;;;;;;
8300;Total male and female;0 year;Married;United States of America;2020;;;;;;
8301;Total male and female;0 year;Married;United States of America;2021;;;;;;
8302;Total male and female;0 year;Married;United States of America;2022;;;;;;
8303;Total male and female;0 year;Married;United States of America;2023;;;;;;
8304;Total male and female;0 year;Married;Remote Islands of the United States;2020;;;;;;
8305;Total male and female;0 year;Married;Remote Islands of the United States;2021;;;;;;
8306;Total male and female;0 year;Married;Remote Islands of the United States;2022;;;;;;
8307;Total male and female;0 year;Married;Remote Islands of the United States;2023;;;;;;
8308;Total male and female;0 year;Married;Vietnam;2020;;;;;;
8309;Total male and female;0 year;Married;Vietnam;2021;;;;;;
8310;Total male and female;0 year;Married;Vietnam;2022;;;;;;
8311;Total male and female;0 year;Married;Vietnam;2023;;;;;;
8312;Total male and female;0 year;Married;Wallis and Futuna islands;2020;;;;;;
8313;Total male and female;0 year;Married;Wallis and Futuna islands;2021;;;;;;
8314;Total male and female;0 year;Married;Wallis and Futuna islands;2022;;;;;;
8315;Total male and female;0 year;Married;Wallis and Futuna islands;2023;;;;;;
8316;Total male and female;0 year;Married;Belarus;2020;;;;;;
8317;Total male and female;0 year;Married;Belarus;2021;;;;;;
8318;Total male and female;0 year;Married;Belarus;2022;;;;;;
8319;Total male and female;0 year;Married;Belarus;2023;;;;;;
8320;Total male and female;0 year;Married;Zambia;2020;;;;;;
8321;Total male and female;0 year;Married;Zambia;2021;;;;;;
8322;Total male and female;0 year;Married;Zambia;2022;;;;;;
8323;Total male and female;0 year;Married;Zambia;2023;;;;;;
8324;Total male and female;0 year;Married;Zimbabwe;2020;;;;;;
8325;Total male and female;0 year;Married;Zimbabwe;2021;;;;;;
8326;Total male and female;0 year;Married;Zimbabwe;2022;;;;;;
8327;Total male and female;0 year;Married;Zimbabwe;2023;;;;;;
8328;Total male and female;0 year;Married;South Africa;2020;;;;;;
8329;Total male and female;0 year;Married;South Africa;2021;;;;;;
8330;Total male and female;0 year;Married;South Africa;2022;;;;;;
8331;Total male and female;0 year;Married;South Africa;2023;;;;;;
8332;Total male and female;0 year;Married;South Korea;2020;;;;;;
8333;Total male and female;0 year;Married;South Korea;2021;;;;;;
8334;Total male and female;0 year;Married;South Korea;2022;;;;;;
8335;Total male and female;0 year;Married;South Korea;2023;;;;;;
8336;Total male and female;0 year;Married;South Sudan;2020;;;;;;
8337;Total male and female;0 year;Married;South Sudan;2021;;;;;;
8338;Total male and female;0 year;Married;South Sudan;2022;;;;;;
8339;Total male and female;0 year;Married;South Sudan;2023;;;;;;
8340;Total male and female;0 year;Married;Sweden;2020;;;;;;
8341;Total male and female;0 year;Married;Sweden;2021;;;;;;
8342;Total male and female;0 year;Married;Sweden;2022;;;;;;
8343;Total male and female;0 year;Married;Sweden;2023;;;;;;
8344;Total male and female;0 year;Married;Switzerland;2020;;;;;;
8345;Total male and female;0 year;Married;Switzerland;2021;;;;;;
8346;Total male and female;0 year;Married;Switzerland;2022;;;;;;
8347;Total male and female;0 year;Married;Switzerland;2023;;;;;;
8348;Total male and female;0 year;Married;Unknown country of birth;2020;;;;;;
8349;Total male and female;0 year;Married;Unknown country of birth;2021;;;;;;
8350;Total male and female;0 year;Married;Unknown country of birth;2022;;;;;;
8351;Total male and female;0 year;Married;Unknown country of birth;2023;;;;;;
8352;Total male and female;0 year;Widowed;Total;2020;;;;;;
8353;Total male and female;0 year;Widowed;Total;2021;;;;;;
8354;Total male and female;0 year;Widowed;Total;2022;;;;;;
8355;Total male and female;0 year;Widowed;Total;2023;;;;;;
8356;Total male and female;0 year;Widowed;The Netherlands;2020;;;;;;
8357;Total male and female;0 year;Widowed;The Netherlands;2021;;;;;;
8358;Total male and female;0 year;Widowed;The Netherlands;2022;;;;;;
8359;Total male and female;0 year;Widowed;The Netherlands;2023;;;;;;
8360;Total male and female;0 year;Widowed;Total abroad;2020;;;;;;
8361;Total male and female;0 year;Widowed;Total abroad;2021;;;;;;
8362;Total male and female;0 year;Widowed;Total abroad;2022;;;;;;
8363;Total male and female;0 year;Widowed;Total abroad;2023;;;;;;
8364;Total male and female;0 year;Widowed;Africa;2020;;;;;;
8365;Total male and female;0 year;Widowed;Africa;2021;;;;;;
8366;Total male and female;0 year;Widowed;Africa;2022;;;;;;
8367;Total male and female;0 year;Widowed;Africa;2023;;;;;;
8368;Total male and female;0 year;Widowed;America;2020;;;;;;
8369;Total male and female;0 year;Widowed;America;2021;;;;;;
8370;Total male and female;0 year;Widowed;America;2022;;;;;;
8371;Total male and female;0 year;Widowed;America;2023;;;;;;
8372;Total male and female;0 year;Widowed;Asia;2020;;;;;;
8373;Total male and female;0 year;Widowed;Asia;2021;;;;;;
8374;Total male and female;0 year;Widowed;Asia;2022;;;;;;
8375;Total male and female;0 year;Widowed;Asia;2023;;;;;;
8376;Total male and female;0 year;Widowed;Europe (excluding the Netherlands);2020;;;;;;
8377;Total male and female;0 year;Widowed;Europe (excluding the Netherlands);2021;;;;;;
8378;Total male and female;0 year;Widowed;Europe (excluding the Netherlands);2022;;;;;;
8379;Total male and female;0 year;Widowed;Europe (excluding the Netherlands);2023;;;;;;
8380;Total male and female;0 year;Widowed;Outside Europe;2020;;;;;;
8381;Total male and female;0 year;Widowed;Outside Europe;2021;;;;;;
8382;Total male and female;0 year;Widowed;Outside Europe;2022;;;;;;
8383;Total male and female;0 year;Widowed;Outside Europe;2023;;;;;;
8384;Total male and female;0 year;Widowed;Oceania;2020;;;;;;
8385;Total male and female;0 year;Widowed;Oceania;2021;;;;;;
8386;Total male and female;0 year;Widowed;Oceania;2022;;;;;;
8387;Total male and female;0 year;Widowed;Oceania;2023;;;;;;
8388;Total male and female;0 year;Widowed;European Union (excluding Netherlands);2020;;;;;;
8389;Total male and female;0 year;Widowed;European Union (excluding Netherlands);2021;;;;;;
8390;Total male and female;0 year;Widowed;European Union (excluding Netherlands);2022;;;;;;
8391;Total male and female;0 year;Widowed;European Union (excluding Netherlands);2023;;;;;;
8392;Total male and female;0 year;Widowed;GIPS countries (European Union);2020;;;;;;
8393;Total male and female;0 year;Widowed;GIPS countries (European Union);2021;;;;;;
8394;Total male and female;0 year;Widowed;GIPS countries (European Union);2022;;;;;;
8395;Total male and female;0 year;Widowed;GIPS countries (European Union);2023;;;;;;
8396;Total male and female;0 year;Widowed;Middle and Eastern European EU countries;2020;;;;;;
8397;Total male and female;0 year;Widowed;Middle and Eastern European EU countries;2021;;;;;;
8398;Total male and female;0 year;Widowed;Middle and Eastern European EU countries;2022;;;;;;
8399;Total male and female;0 year;Widowed;Middle and Eastern European EU countries;2023;;;;;;
8400;Total male and female;0 year;Widowed;Africa (excluding Morocco);2020;;;;;;
8401;Total male and female;0 year;Widowed;Africa (excluding Morocco);2021;;;;;;
8402;Total male and female;0 year;Widowed;Africa (excluding Morocco);2022;;;;;;
8403;Total male and female;0 year;Widowed;Africa (excluding Morocco);2023;;;;;;
8404;Total male and female;0 year;Widowed;America and Oceania (excluding Suri...;2020;;;;;;
8405;Total male and female;0 year;Widowed;America and Oceania (excluding Suri...;2021;;;;;;
8406;Total male and female;0 year;Widowed;America and Oceania (excluding Suri...;2022;;;;;;
8407;Total male and female;0 year;Widowed;America and Oceania (excluding Suri...;2023;;;;;;
8408;Total male and female;0 year;Widowed;Asia (excluding Indonesia and Turkey);2020;;;;;;
8409;Total male and female;0 year;Widowed;Asia (excluding Indonesia and Turkey);2021;;;;;;
8410;Total male and female;0 year;Widowed;Asia (excluding Indonesia and Turkey);2022;;;;;;
8411;Total male and female;0 year;Widowed;Asia (excluding Indonesia and Turkey);2023;;;;;;
8412;Total male and female;0 year;Widowed;Antarctica;2020;;;;;;
8413;Total male and female;0 year;Widowed;Antarctica;2021;;;;;;
8414;Total male and female;0 year;Widowed;Antarctica;2022;;;;;;
8415;Total male and female;0 year;Widowed;Antarctica;2023;;;;;;
8416;Total male and female;0 year;Widowed;Afghanistan;2020;;;;;;
8417;Total male and female;0 year;Widowed;Afghanistan;2021;;;;;;
8418;Total male and female;0 year;Widowed;Afghanistan;2022;;;;;;
8419;Total male and female;0 year;Widowed;Afghanistan;2023;;;;;;
8420;Total male and female;0 year;Widowed;Albania;2020;;;;;;
8421;Total male and female;0 year;Widowed;Albania;2021;;;;;;
8422;Total male and female;0 year;Widowed;Albania;2022;;;;;;
8423;Total male and female;0 year;Widowed;Albania;2023;;;;;;
8424;Total male and female;0 year;Widowed;Algeria;2020;;;;;;
8425;Total male and female;0 year;Widowed;Algeria;2021;;;;;;
8426;Total male and female;0 year;Widowed;Algeria;2022;;;;;;
8427;Total male and female;0 year;Widowed;Algeria;2023;;;;;;
8428;Total male and female;0 year;Widowed;American Samoa;2020;;;;;;
8429;Total male and female;0 year;Widowed;American Samoa;2021;;;;;;
8430;Total male and female;0 year;Widowed;American Samoa;2022;;;;;;
8431;Total male and female;0 year;Widowed;American Samoa;2023;;;;;;
8432;Total male and female;0 year;Widowed;American Virgin Islands;2020;;;;;;
8433;Total male and female;0 year;Widowed;American Virgin Islands;2021;;;;;;
8434;Total male and female;0 year;Widowed;American Virgin Islands;2022;;;;;;
8435;Total male and female;0 year;Widowed;American Virgin Islands;2023;;;;;;
8436;Total male and female;0 year;Widowed;Andorra;2020;;;;;;
8437;Total male and female;0 year;Widowed;Andorra;2021;;;;;;
8438;Total male and female;0 year;Widowed;Andorra;2022;;;;;;
8439;Total male and female;0 year;Widowed;Andorra;2023;;;;;;
8440;Total male and female;0 year;Widowed;Angola;2020;;;;;;
8441;Total male and female;0 year;Widowed;Angola;2021;;;;;;
8442;Total male and female;0 year;Widowed;Angola;2022;;;;;;
8443;Total male and female;0 year;Widowed;Angola;2023;;;;;;
8444;Total male and female;0 year;Widowed;Anguilla;2020;;;;;;
8445;Total male and female;0 year;Widowed;Anguilla;2021;;;;;;
8446;Total male and female;0 year;Widowed;Anguilla;2022;;;;;;
8447;Total male and female;0 year;Widowed;Anguilla;2023;;;;;;
8448;Total male and female;0 year;Widowed;Antigua and Barbuda;2020;;;;;;
8449;Total male and female;0 year;Widowed;Antigua and Barbuda;2021;;;;;;
8450;Total male and female;0 year;Widowed;Antigua and Barbuda;2022;;;;;;
8451;Total male and female;0 year;Widowed;Antigua and Barbuda;2023;;;;;;
8452;Total male and female;0 year;Widowed;Argentina;2020;;;;;;
8453;Total male and female;0 year;Widowed;Argentina;2021;;;;;;
8454;Total male and female;0 year;Widowed;Argentina;2022;;;;;;
8455;Total male and female;0 year;Widowed;Argentina;2023;;;;;;
8456;Total male and female;0 year;Widowed;Armenia;2020;;;;;;
8457;Total male and female;0 year;Widowed;Armenia;2021;;;;;;
8458;Total male and female;0 year;Widowed;Armenia;2022;;;;;;
8459;Total male and female;0 year;Widowed;Armenia;2023;;;;;;
8460;Total male and female;0 year;Widowed;Aruba;2020;;;;;;
8461;Total male and female;0 year;Widowed;Aruba;2021;;;;;;
8462;Total male and female;0 year;Widowed;Aruba;2022;;;;;;
8463;Total male and female;0 year;Widowed;Aruba;2023;;;;;;
8464;Total male and female;0 year;Widowed;Australia;2020;;;;;;
8465;Total male and female;0 year;Widowed;Australia;2021;;;;;;
8466;Total male and female;0 year;Widowed;Australia;2022;;;;;;
8467;Total male and female;0 year;Widowed;Australia;2023;;;;;;
8468;Total male and female;0 year;Widowed;Azerbaijan;2020;;;;;;
8469;Total male and female;0 year;Widowed;Azerbaijan;2021;;;;;;
