ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2
457;G+I Trade, hotels, restaurants, bars;2012 January - 2012 December;108.4;0.9
458;G+I Trade, hotels, restaurants, bars;2012 April - 2013 March;109.5;1.9
459;G+I Trade, hotels, restaurants, bars;2012 July - 2013 June;110.0;2.0
460;G+I Trade, hotels, restaurants, bars;2012 October - 2013 September;109.9;1.3
461;G+I Trade, hotels, restaurants, bars;2013 January - 2013 December;109.8;1.3
462;G Wholesale and retail trade;2001;90.6;
463;G Wholesale and retail trade;2002;94.1;3.9
464;G Wholesale and retail trade;2003;96.8;2.9
465;G Wholesale and retail trade;2004;96.6;-0.2
466;G Wholesale and retail trade;2005;97.8;1.2
467;G Wholesale and retail trade;2006;100.0;2.2
468;G Wholesale and retail trade;2007;102.4;2.4
469;G Wholesale and retail trade;2008;105.4;2.9
470;G Wholesale and retail trade;2009;105.8;0.4
471;G Wholesale and retail trade;2010;106.7;0.9
472;G Wholesale and retail trade;2011;107.8;1.0
473;G Wholesale and retail trade;2012;108.9;1.0
474;G Wholesale and retail trade;2013;110.4;1.4
475;G Wholesale and retail trade;2006 January - 2006 December;100.0;2.2
476;G Wholesale and retail trade;2006 April - 2007 March;101.1;
477;G Wholesale and retail trade;2006 July - 2007 June;101.7;
478;G Wholesale and retail trade;2006 October - 2007 September;102.1;
479;G Wholesale and retail trade;2007 January - 2007 December;102.4;2.4
480;G Wholesale and retail trade;2007 April - 2008 March;103.2;2.1
481;G Wholesale and retail trade;2007 July - 2008 June;104.1;2.4
482;G Wholesale and retail trade;2007 October - 2008 September;104.8;2.6
483;G Wholesale and retail trade;2008 January - 2008 December;105.4;2.9
484;G Wholesale and retail trade;2008 April - 2009 March;106.3;3.0
485;G Wholesale and retail trade;2008 July - 2009 June;107.1;2.9
486;G Wholesale and retail trade;2008 October - 2009 September;106.8;1.9
487;G Wholesale and retail trade;2009 January - 2009 December;105.8;0.4
488;G Wholesale and retail trade;2009 April - 2010 March;105.6;-0.7
489;G Wholesale and retail trade;2009 July - 2010 June;106.2;-0.8
490;G Wholesale and retail trade;2009 October - 2010 September;106.5;-0.3
491;G Wholesale and retail trade;2010 January - 2010 December;106.7;0.9
492;G Wholesale and retail trade;2010 April - 2011 March;106.5;0.9
493;G Wholesale and retail trade;2010 July - 2011 June;106.7;0.5
494;G Wholesale and retail trade;2010 October - 2011 September;106.9;0.4
495;G Wholesale and retail trade;2011 January - 2011 December;107.8;1.0
496;G Wholesale and retail trade;2011 April - 2012 March;107.9;1.3
497;G Wholesale and retail trade;2011 July - 2012 June;108.2;1.4
498;G Wholesale and retail trade;2011 October - 2012 September;109.0;2.0
499;G Wholesale and retail trade;2012 January - 2012 December;108.9;1.0
500;G Wholesale and retail trade;2012 April - 2013 March;110.0;1.9
501;G Wholesale and retail trade;2012 July - 2013 June;110.6;2.2
502;G Wholesale and retail trade;2012 October - 2013 September;110.5;1.4
503;G Wholesale and retail trade;2013 January - 2013 December;110.4;1.4
504;H+J Transport, ICT;2001;87.6;
505;H+J Transport, ICT;2002;92.0;5.0
506;H+J Transport, ICT;2003;95.1;3.4
507;H+J Transport, ICT;2004;95.7;0.6
508;H+J Transport, ICT;2005;97.2;1.6
509;H+J Transport, ICT;2006;100.0;2.9
510;H+J Transport, ICT;2007;103.0;3.0
511;H+J Transport, ICT;2008;106.0;2.9
512;H+J Transport, ICT;2009;107.8;1.7
513;H+J Transport, ICT;2010;108.7;0.8
514;H+J Transport, ICT;2011;109.7;0.9
515;H+J Transport, ICT;2012;110.2;0.5
516;H+J Transport, ICT;2013;112.3;1.9
517;H+J Transport, ICT;2006 January - 2006 December;100.0;2.9
518;H+J Transport, ICT;2006 April - 2007 March;100.9;
519;H+J Transport, ICT;2006 July - 2007 June;101.6;
520;H+J Transport, ICT;2006 October - 2007 September;102.3;
521;H+J Transport, ICT;2007 January - 2007 December;103.0;3.0
522;H+J Transport, ICT;2007 April - 2008 March;104.0;3.1
523;H+J Transport, ICT;2007 July - 2008 June;105.0;3.3
524;H+J Transport, ICT;2007 October - 2008 September;105.5;3.1
525;H+J Transport, ICT;2008 January - 2008 December;106.0;2.9
526;H+J Transport, ICT;2008 April - 2009 March;107.2;3.1
527;H+J Transport, ICT;2008 July - 2009 June;108.6;3.4
528;H+J Transport, ICT;2008 October - 2009 September;108.5;2.8
529;H+J Transport, ICT;2009 January - 2009 December;107.8;1.7
530;H+J Transport, ICT;2009 April - 2010 March;107.5;0.3
531;H+J Transport, ICT;2009 July - 2010 June;107.7;-0.8
532;H+J Transport, ICT;2009 October - 2010 September;108.1;-0.4
533;H+J Transport, ICT;2010 January - 2010 December;108.7;0.8
534;H+J Transport, ICT;2010 April - 2011 March;108.4;0.8
535;H+J Transport, ICT;2010 July - 2011 June;108.4;0.6
536;H+J Transport, ICT;2010 October - 2011 September;108.8;0.6
537;H+J Transport, ICT;2011 January - 2011 December;109.7;0.9
538;H+J Transport, ICT;2011 April - 2012 March;109.8;1.3
539;H+J Transport, ICT;2011 July - 2012 June;109.9;1.4
540;H+J Transport, ICT;2011 October - 2012 September;110.2;1.3
541;H+J Transport, ICT;2012 January - 2012 December;110.2;0.5
542;H+J Transport, ICT;2012 April - 2013 March;111.5;1.5
543;H+J Transport, ICT;2012 July - 2013 June;111.9;1.8
544;H+J Transport, ICT;2012 October - 2013 September;112.1;1.7
545;H+J Transport, ICT;2013 January - 2013 December;112.3;1.9
546;H Transportation and storage;2001;88.7;
547;H Transportation and storage;2002;93.5;5.4
548;H Transportation and storage;2003;95.7;2.4
549;H Transportation and storage;2004;96.1;0.4
550;H Transportation and storage;2005;97.0;0.9
551;H Transportation and storage;2006;100.0;3.1
552;H Transportation and storage;2007;102.9;2.9
553;H Transportation and storage;2008;105.4;2.4
554;H Transportation and storage;2009;106.8;1.3
555;H Transportation and storage;2010;108.1;1.2
556;H Transportation and storage;2011;109.5;1.3
557;H Transportation and storage;2012;109.9;0.4
558;H Transportation and storage;2013;111.9;1.8
559;H Transportation and storage;2006 January - 2006 December;100.0;3.1
560;H Transportation and storage;2006 April - 2007 March;100.7;
561;H Transportation and storage;2006 July - 2007 June;101.2;
562;H Transportation and storage;2006 October - 2007 September;102.0;
563;H Transportation and storage;2007 January - 2007 December;102.9;2.9
564;H Transportation and storage;2007 April - 2008 March;104.0;3.3
565;H Transportation and storage;2007 July - 2008 June;104.9;3.7
566;H Transportation and storage;2007 October - 2008 September;105.3;3.2
567;H Transportation and storage;2008 January - 2008 December;105.4;2.4
568;H Transportation and storage;2008 April - 2009 March;106.5;2.4
569;H Transportation and storage;2008 July - 2009 June;107.6;2.6
570;H Transportation and storage;2008 October - 2009 September;107.4;2.0
571;H Transportation and storage;2009 January - 2009 December;106.8;1.3
572;H Transportation and storage;2009 April - 2010 March;106.7;0.2
573;H Transportation and storage;2009 July - 2010 June;107.2;-0.4
574;H Transportation and storage;2009 October - 2010 September;107.7;0.3
575;H Transportation and storage;2010 January - 2010 December;108.1;1.2
576;H Transportation and storage;2010 April - 2011 March;107.9;1.1
577;H Transportation and storage;2010 July - 2011 June;108.0;0.7
578;H Transportation and storage;2010 October - 2011 September;108.6;0.8
579;H Transportation and storage;2011 January - 2011 December;109.5;1.3
580;H Transportation and storage;2011 April - 2012 March;109.6;1.6
581;H Transportation and storage;2011 July - 2012 June;110.0;1.9
582;H Transportation and storage;2011 October - 2012 September;110.0;1.3
583;H Transportation and storage;2012 January - 2012 December;109.9;0.4
584;H Transportation and storage;2012 April - 2013 March;111.1;1.4
585;H Transportation and storage;2012 July - 2013 June;111.5;1.4
586;H Transportation and storage;2012 October - 2013 September;111.6;1.5
587;H Transportation and storage;2013 January - 2013 December;111.9;1.8
588;I Accommodation and food serving;2001;91.4;
589;I Accommodation and food serving;2002;95.0;3.9
590;I Accommodation and food serving;2003;96.1;1.2
591;I Accommodation and food serving;2004;95.2;-0.9
592;I Accommodation and food serving;2005;97.5;2.4
593;I Accommodation and food serving;2006;100.0;2.6
594;I Accommodation and food serving;2007;101.3;1.3
595;I Accommodation and food serving;2008;103.4;2.1
596;I Accommodation and food serving;2009;104.4;1.0
597;I Accommodation and food serving;2010;103.9;-0.5
598;I Accommodation and food serving;2011;104.4;0.5
599;I Accommodation and food serving;2012;104.6;0.2
600;I Accommodation and food serving;2013;105.1;0.5
601;I Accommodation and food serving;2006 January - 2006 December;100.0;2.6
602;I Accommodation and food serving;2006 April - 2007 March;100.0;
603;I Accommodation and food serving;2006 July - 2007 June;100.4;
604;I Accommodation and food serving;2006 October - 2007 September;101.0;
605;I Accommodation and food serving;2007 January - 2007 December;101.3;1.3
606;I Accommodation and food serving;2007 April - 2008 March;101.6;1.6
607;I Accommodation and food serving;2007 July - 2008 June;102.5;2.1
608;I Accommodation and food serving;2007 October - 2008 September;103.5;2.5
609;I Accommodation and food serving;2008 January - 2008 December;103.4;2.1
610;I Accommodation and food serving;2008 April - 2009 March;103.7;2.1
611;I Accommodation and food serving;2008 July - 2009 June;104.7;2.1
612;I Accommodation and food serving;2008 October - 2009 September;104.9;1.4
613;I Accommodation and food serving;2009 January - 2009 December;104.4;1.0
614;I Accommodation and food serving;2009 April - 2010 March;104.3;0.6
615;I Accommodation and food serving;2009 July - 2010 June;104.9;0.2
616;I Accommodation and food serving;2009 October - 2010 September;104.6;-0.3
617;I Accommodation and food serving;2010 January - 2010 December;103.9;-0.5
618;I Accommodation and food serving;2010 April - 2011 March;103.3;-1.0
619;I Accommodation and food serving;2010 July - 2011 June;103.3;-1.5
620;I Accommodation and food serving;2010 October - 2011 September;103.7;-0.9
621;I Accommodation and food serving;2011 January - 2011 December;104.4;0.5
622;I Accommodation and food serving;2011 April - 2012 March;104.5;1.2
623;I Accommodation and food serving;2011 July - 2012 June;104.6;1.3
624;I Accommodation and food serving;2011 October - 2012 September;104.9;1.2
625;I Accommodation and food serving;2012 January - 2012 December;104.6;0.2
626;I Accommodation and food serving;2012 April - 2013 March;105.2;0.7
627;I Accommodation and food serving;2012 July - 2013 June;105.5;0.9
628;I Accommodation and food serving;2012 October - 2013 September;105.7;0.8
629;I Accommodation and food serving;2013 January - 2013 December;105.1;0.5
630;J Information and communication;2001;86.3;
631;J Information and communication;2002;90.2;4.5
632;J Information and communication;2003;94.3;4.5
633;J Information and communication;2004;95.2;1.0
634;J Information and communication;2005;97.4;2.3
635;J Information and communication;2006;100.0;2.7
636;J Information and communication;2007;103.0;3.0
637;J Information and communication;2008;106.6;3.5
638;J Information and communication;2009;108.9;2.2
639;J Information and communication;2010;109.4;0.5
640;J Information and communication;2011;110.0;0.5
641;J Information and communication;2012;110.6;0.5
642;J Information and communication;2013;112.8;2.0
643;J Information and communication;2006 January - 2006 December;100.0;2.7
644;J Information and communication;2006 April - 2007 March;101.0;
645;J Information and communication;2006 July - 2007 June;102.1;
646;J Information and communication;2006 October - 2007 September;102.8;
647;J Information and communication;2007 January - 2007 December;103.0;3.0
648;J Information and communication;2007 April - 2008 March;104.1;3.1
649;J Information and communication;2007 July - 2008 June;105.2;3.0
650;J Information and communication;2007 October - 2008 September;105.7;2.8
651;J Information and communication;2008 January - 2008 December;106.6;3.5
652;J Information and communication;2008 April - 2009 March;108.1;3.8
653;J Information and communication;2008 July - 2009 June;109.8;4.4
654;J Information and communication;2008 October - 2009 September;109.8;3.9
655;J Information and communication;2009 January - 2009 December;108.9;2.2
656;J Information and communication;2009 April - 2010 March;108.5;0.4
657;J Information and communication;2009 July - 2010 June;108.2;-1.5
658;J Information and communication;2009 October - 2010 September;108.7;-1.0
659;J Information and communication;2010 January - 2010 December;109.4;0.5
660;J Information and communication;2010 April - 2011 March;109.1;0.6
661;J Information and communication;2010 July - 2011 June;108.8;0.6
662;J Information and communication;2010 October - 2011 September;109.0;0.3
663;J Information and communication;2011 January - 2011 December;110.0;0.5
664;J Information and communication;2011 April - 2012 March;110.1;0.9
665;J Information and communication;2011 July - 2012 June;109.9;1.0
666;J Information and communication;2011 October - 2012 September;110.5;1.4
667;J Information and communication;2012 January - 2012 December;110.6;0.5
668;J Information and communication;2012 April - 2013 March;111.9;1.6
669;J Information and communication;2012 July - 2013 June;112.3;2.2
670;J Information and communication;2012 October - 2013 September;112.7;2.0
671;J Information and communication;2013 January - 2013 December;112.8;2.0
672;K-L Financial services and real estate;2001;84.8;
673;K-L Financial services and real estate;2002;91.2;7.5
674;K-L Financial services and real estate;2003;94.2;3.3
675;K-L Financial services and real estate;2004;96.7;2.7
676;K-L Financial services and real estate;2005;98.2;1.6
677;K-L Financial services and real estate;2006;100.0;1.8
678;K-L Financial services and real estate;2007;105.2;5.2
679;K-L Financial services and real estate;2008;106.8;1.5
680;K-L Financial services and real estate;2009;105.6;-1.1
681;K-L Financial services and real estate;2010;108.2;2.5
682;K-L Financial services and real estate;2011;110.6;2.2
683;K-L Financial services and real estate;2012;112.5;1.7
684;K-L Financial services and real estate;2013;118.2;5.1
685;K-L Financial services and real estate;2006 January - 2006 December;100.0;1.8
686;K-L Financial services and real estate;2006 April - 2007 March;101.7;
687;K-L Financial services and real estate;2006 July - 2007 June;102.3;
688;K-L Financial services and real estate;2006 October - 2007 September;102.7;
689;K-L Financial services and real estate;2007 January - 2007 December;105.2;5.2
690;K-L Financial services and real estate;2007 April - 2008 March;106.6;4.8
691;K-L Financial services and real estate;2007 July - 2008 June;107.6;5.2
692;K-L Financial services and real estate;2007 October - 2008 September;108.1;5.3
693;K-L Financial services and real estate;2008 January - 2008 December;106.8;1.5
694;K-L Financial services and real estate;2008 April - 2009 March;105.6;-0.9
695;K-L Financial services and real estate;2008 July - 2009 June;106.1;-1.4
696;K-L Financial services and real estate;2008 October - 2009 September;105.9;-2.0
697;K-L Financial services and real estate;2009 January - 2009 December;105.6;-1.1
698;K-L Financial services and real estate;2009 April - 2010 March;105.9;0.3
699;K-L Financial services and real estate;2009 July - 2010 June;107.4;1.2
700;K-L Financial services and real estate;2009 October - 2010 September;108.0;2.0
701;K-L Financial services and real estate;2010 January - 2010 December;108.2;2.5
702;K-L Financial services and real estate;2010 April - 2011 March;108.3;2.3
703;K-L Financial services and real estate;2010 July - 2011 June;108.5;1.0
704;K-L Financial services and real estate;2010 October - 2011 September;109.2;1.1
705;K-L Financial services and real estate;2011 January - 2011 December;110.6;2.2
706;K-L Financial services and real estate;2011 April - 2012 March;111.0;2.5
707;K-L Financial services and real estate;2011 July - 2012 June;111.0;2.3
708;K-L Financial services and real estate;2011 October - 2012 September;111.8;2.4
709;K-L Financial services and real estate;2012 January - 2012 December;112.5;1.7
710;K-L Financial services and real estate;2012 April - 2013 March;115.4;4.0
711;K-L Financial services and real estate;2012 July - 2013 June;115.6;4.1
712;K-L Financial services and real estate;2012 October - 2013 September;116.1;3.8
713;K-L Financial services and real estate;2013 January - 2013 December;118.2;5.1
714;K Financial institutions;2001;84.7;
715;K Financial institutions;2002;91.5;8.0
716;K Financial institutions;2003;94.1;2.8
717;K Financial institutions;2004;97.0;3.1
718;K Financial institutions;2005;98.4;1.4
719;K Financial institutions;2006;100.0;1.6
720;K Financial institutions;2007;105.8;5.8
721;K Financial institutions;2008;107.1;1.2
722;K Financial institutions;2009;105.6;-1.4
723;K Financial institutions;2010;108.4;2.7
724;K Financial institutions;2011;111.1;2.5
725;K Financial institutions;2012;112.6;1.4
726;K Financial institutions;2013;118.8;5.5
727;K Financial institutions;2006 January - 2006 December;100.0;1.6
728;K Financial institutions;2006 April - 2007 March;101.8;
729;K Financial institutions;2006 July - 2007 June;102.4;
730;K Financial institutions;2006 October - 2007 September;102.8;
731;K Financial institutions;2007 January - 2007 December;105.8;5.8
732;K Financial institutions;2007 April - 2008 March;107.2;5.3
733;K Financial institutions;2007 July - 2008 June;108.2;5.7
734;K Financial institutions;2007 October - 2008 September;108.8;5.8
735;K Financial institutions;2008 January - 2008 December;107.1;1.2
736;K Financial institutions;2008 April - 2009 March;105.6;-1.5
737;K Financial institutions;2008 July - 2009 June;106.0;-2.0
738;K Financial institutions;2008 October - 2009 September;105.9;-2.7
739;K Financial institutions;2009 January - 2009 December;105.6;-1.4
740;K Financial institutions;2009 April - 2010 March;105.9;0.3
741;K Financial institutions;2009 July - 2010 June;107.5;1.4
742;K Financial institutions;2009 October - 2010 September;108.1;2.1
743;K Financial institutions;2010 January - 2010 December;108.4;2.7
744;K Financial institutions;2010 April - 2011 March;108.6;2.5
745;K Financial institutions;2010 July - 2011 June;108.8;1.2
746;K Financial institutions;2010 October - 2011 September;109.6;1.4
747;K Financial institutions;2011 January - 2011 December;111.1;2.5
748;K Financial institutions;2011 April - 2012 March;111.3;2.5
749;K Financial institutions;2011 July - 2012 June;111.2;2.2
750;K Financial institutions;2011 October - 2012 September;112.0;2.2
751;K Financial institutions;2012 January - 2012 December;112.6;1.4
752;K Financial institutions;2012 April - 2013 March;115.7;4.0
753;K Financial institutions;2012 July - 2013 June;115.8;4.1
754;K Financial institutions;2012 October - 2013 September;116.4;3.9
755;K Financial institutions;2013 January - 2013 December;118.8;5.5
756;L Renting, buying, selling real estate;2001;85.3;
757;L Renting, buying, selling real estate;2002;89.4;4.8
758;L Renting, buying, selling real estate;2003;94.3;5.5
759;L Renting, buying, selling real estate;2004;95.2;1.0
760;L Renting, buying, selling real estate;2005;97.3;2.2
761;L Renting, buying, selling real estate;2006;100.0;2.8
762;L Renting, buying, selling real estate;2007;102.1;2.1
763;L Renting, buying, selling real estate;2008;105.1;2.9
764;L Renting, buying, selling real estate;2009;105.5;0.4
765;L Renting, buying, selling real estate;2010;106.8;1.2
766;L Renting, buying, selling real estate;2011;108.0;1.1
767;L Renting, buying, selling real estate;2012;111.6;3.3
768;L Renting, buying, selling real estate;2013;114.9;3.0
769;L Renting, buying, selling real estate;2006 January - 2006 December;100.0;2.8
770;L Renting, buying, selling real estate;2006 April - 2007 March;101.2;
771;L Renting, buying, selling real estate;2006 July - 2007 June;101.6;
772;L Renting, buying, selling real estate;2006 October - 2007 September;101.8;
773;L Renting, buying, selling real estate;2007 January - 2007 December;102.1;2.1
774;L Renting, buying, selling real estate;2007 April - 2008 March;103.3;2.1
775;L Renting, buying, selling real estate;2007 July - 2008 June;104.3;2.7
776;L Renting, buying, selling real estate;2007 October - 2008 September;104.3;2.5
777;L Renting, buying, selling real estate;2008 January - 2008 December;105.1;2.9
778;L Renting, buying, selling real estate;2008 April - 2009 March;105.7;2.3
779;L Renting, buying, selling real estate;2008 July - 2009 June;106.2;1.8
780;L Renting, buying, selling real estate;2008 October - 2009 September;105.8;1.4
781;L Renting, buying, selling real estate;2009 January - 2009 December;105.5;0.4
782;L Renting, buying, selling real estate;2009 April - 2010 March;105.6;-0.1
783;L Renting, buying, selling real estate;2009 July - 2010 June;106.6;0.4
784;L Renting, buying, selling real estate;2009 October - 2010 September;107.0;1.1
785;L Renting, buying, selling real estate;2010 January - 2010 December;106.8;1.2
786;L Renting, buying, selling real estate;2010 April - 2011 March;106.8;1.1
787;L Renting, buying, selling real estate;2010 July - 2011 June;106.6;0.0
788;L Renting, buying, selling real estate;2010 October - 2011 September;106.9;-0.1
789;L Renting, buying, selling real estate;2011 January - 2011 December;108.0;1.1
790;L Renting, buying, selling real estate;2011 April - 2012 March;109.2;2.2
791;L Renting, buying, selling real estate;2011 July - 2012 June;110.1;3.3
792;L Renting, buying, selling real estate;2011 October - 2012 September;111.0;3.8
793;L Renting, buying, selling real estate;2012 January - 2012 December;111.6;3.3
794;L Renting, buying, selling real estate;2012 April - 2013 March;113.8;4.2
795;L Renting, buying, selling real estate;2012 July - 2013 June;114.4;3.9
796;L Renting, buying, selling real estate;2012 October - 2013 September;114.5;3.2
797;L Renting, buying, selling real estate;2013 January - 2013 December;114.9;3.0
798;M-U Business and other services;2001;86.9;
799;M-U Business and other services;2002;90.4;4.0
800;M-U Business and other services;2003;93.1;3.0
801;M-U Business and other services;2004;95.2;2.3
802;M-U Business and other services;2005;97.8;2.7
803;M-U Business and other services;2006;100.0;2.2
804;M-U Business and other services;2007;103.5;3.5
805;M-U Business and other services;2008;106.6;3.0
806;M-U Business and other services;2009;108.8;2.1
807;M-U Business and other services;2010;109.8;0.9
808;M-U Business and other services;2011;111.2;1.3
809;M-U Business and other services;2012;113.1;1.7
810;M-U Business and other services;2013;114.7;1.4
811;M-U Business and other services;2006 January - 2006 December;100.0;2.2
812;M-U Business and other services;2006 April - 2007 March;101.1;
813;M-U Business and other services;2006 July - 2007 June;101.9;
814;M-U Business and other services;2006 October - 2007 September;102.5;
815;M-U Business and other services;2007 January - 2007 December;103.5;3.5
816;M-U Business and other services;2007 April - 2008 March;104.4;3.3
817;M-U Business and other services;2007 July - 2008 June;105.2;3.2
818;M-U Business and other services;2007 October - 2008 September;105.8;3.2
819;M-U Business and other services;2008 January - 2008 December;106.6;3.0
820;M-U Business and other services;2008 April - 2009 March;107.3;2.8
821;M-U Business and other services;2008 July - 2009 June;108.4;3.0
822;M-U Business and other services;2008 October - 2009 September;108.6;2.6
823;M-U Business and other services;2009 January - 2009 December;108.8;2.1
824;M-U Business and other services;2009 April - 2010 March;108.7;1.3
825;M-U Business and other services;2009 July - 2010 June;109.5;1.0
826;M-U Business and other services;2009 October - 2010 September;109.6;0.9
827;M-U Business and other services;2010 January - 2010 December;109.8;0.9
828;M-U Business and other services;2010 April - 2011 March;109.9;1.1
829;M-U Business and other services;2010 July - 2011 June;109.9;0.4
830;M-U Business and other services;2010 October - 2011 September;110.1;0.5
831;M-U Business and other services;2011 January - 2011 December;111.2;1.3
832;M-U Business and other services;2011 April - 2012 March;111.2;1.2
833;M-U Business and other services;2011 July - 2012 June;111.7;1.6
834;M-U Business and other services;2011 October - 2012 September;112.6;2.3
835;M-U Business and other services;2012 January - 2012 December;113.1;1.7
836;M-U Business and other services;2012 April - 2013 March;114.3;2.8
837;M-U Business and other services;2012 July - 2013 June;114.7;2.7
838;M-U Business and other services;2012 October - 2013 September;114.7;1.9
839;M-U Business and other services;2013 January - 2013 December;114.7;1.4
840;M-N Business services;2001;89.6;
841;M-N Business services;2002;92.7;3.5
842;M-N Business services;2003;95.3;2.8
843;M-N Business services;2004;96.4;1.2
844;M-N Business services;2005;98.4;2.1
845;M-N Business services;2006;100.0;1.6
846;M-N Business services;2007;103.2;3.2
847;M-N Business services;2008;106.0;2.7
848;M-N Business services;2009;106.5;0.5
849;M-N Business services;2010;105.9;-0.6
850;M-N Business services;2011;108.6;2.5
851;M-N Business services;2012;110.0;1.3
852;M-N Business services;2013;112.6;2.4
853;M-N Business services;2006 January - 2006 December;100.0;1.6
854;M-N Business services;2006 April - 2007 March;101.0;
855;M-N Business services;2006 July - 2007 June;101.7;
856;M-N Business services;2006 October - 2007 September;102.5;
857;M-N Business services;2007 January - 2007 December;103.2;3.2
858;M-N Business services;2007 April - 2008 March;104.1;3.1
859;M-N Business services;2007 July - 2008 June;105.1;3.3
860;M-N Business services;2007 October - 2008 September;106.1;3.5
861;M-N Business services;2008 January - 2008 December;106.0;2.7
862;M-N Business services;2008 April - 2009 March;107.0;2.8
863;M-N Business services;2008 July - 2009 June;107.7;2.5
864;M-N Business services;2008 October - 2009 September;107.2;1.0
865;M-N Business services;2009 January - 2009 December;106.5;0.5
866;M-N Business services;2009 April - 2010 March;105.6;-1.3
867;M-N Business services;2009 July - 2010 June;105.6;-1.9
868;M-N Business services;2009 October - 2010 September;105.7;-1.4
869;M-N Business services;2010 January - 2010 December;105.9;-0.6
870;M-N Business services;2010 April - 2011 March;106.5;0.9
871;M-N Business services;2010 July - 2011 June;106.9;1.2
872;M-N Business services;2010 October - 2011 September;107.3;1.5
873;M-N Business services;2011 January - 2011 December;108.6;2.5
874;M-N Business services;2011 April - 2012 March;108.3;1.7
875;M-N Business services;2011 July - 2012 June;108.7;1.7
876;M-N Business services;2011 October - 2012 September;109.7;2.2
877;M-N Business services;2012 January - 2012 December;110.0;1.3
878;M-N Business services;2012 April - 2013 March;111.3;2.8
879;M-N Business services;2012 July - 2013 June;112.1;3.1
880;M-N Business services;2012 October - 2013 September;112.3;2.4
881;M-N Business services;2013 January - 2013 December;112.6;2.4
882;M Other specialised business services;2001;89.8;
883;M Other specialised business services;2002;93.6;4.2
884;M Other specialised business services;2003;96.6;3.2
885;M Other specialised business services;2004;97.0;0.4
886;M Other specialised business services;2005;99.3;2.4
887;M Other specialised business services;2006;100.0;0.7
888;M Other specialised business services;2007;102.5;2.5
889;M Other specialised business services;2008;106.0;3.4
890;M Other specialised business services;2009;105.8;-0.2
891;M Other specialised business services;2010;106.5;0.7
892;M Other specialised business services;2011;108.9;2.3
893;M Other specialised business services;2012;110.3;1.3
894;M Other specialised business services;2013;113.2;2.6
895;M Other specialised business services;2006 January - 2006 December;100.0;0.7
896;M Other specialised business services;2006 April - 2007 March;100.7;
897;M Other specialised business services;2006 July - 2007 June;101.2;
898;M Other specialised business services;2006 October - 2007 September;101.6;
899;M Other specialised business services;2007 January - 2007 December;102.5;2.5
900;M Other specialised business services;2007 April - 2008 March;103.8;3.1
901;M Other specialised business services;2007 July - 2008 June;105.0;3.8
902;M Other specialised business services;2007 October - 2008 September;105.7;4.0
903;M Other specialised business services;2008 January - 2008 December;106.0;3.4
904;M Other specialised business services;2008 April - 2009 March;106.7;2.8
905;M Other specialised business services;2008 July - 2009 June;107.4;2.3
906;M Other specialised business services;2008 October - 2009 September;107.1;1.3
907;M Other specialised business services;2009 January - 2009 December;105.8;-0.2
908;M Other specialised business services;2009 April - 2010 March;106.0;-0.7
909;M Other specialised business services;2009 July - 2010 June;106.3;-1.0
910;M Other specialised business services;2009 October - 2010 September;106.4;-0.7
911;M Other specialised business services;2010 January - 2010 December;106.5;0.7
912;M Other specialised business services;2010 April - 2011 March;106.7;0.7
913;M Other specialised business services;2010 July - 2011 June;106.9;0.6
914;M Other specialised business services;2010 October - 2011 September;107.3;0.8
915;M Other specialised business services;2011 January - 2011 December;108.9;2.3
916;M Other specialised business services;2011 April - 2012 March;108.5;1.7
917;M Other specialised business services;2011 July - 2012 June;108.6;1.6
918;M Other specialised business services;2011 October - 2012 September;109.8;2.3
919;M Other specialised business services;2012 January - 2012 December;110.3;1.3
920;M Other specialised business services;2012 April - 2013 March;111.8;3.0
921;M Other specialised business services;2012 July - 2013 June;112.7;3.8
922;M Other specialised business services;2012 October - 2013 September;112.8;2.7
923;M Other specialised business services;2013 January - 2013 December;113.2;2.6
924;N Renting and other business support;2001;89.5;
925;N Renting and other business support;2002;91.5;2.2
926;N Renting and other business support;2003;93.5;2.2
927;N Renting and other business support;2004;95.6;2.2
928;N Renting and other business support;2005;97.2;1.7
929;N Renting and other business support;2006;100.0;2.9
930;N Renting and other business support;2007;103.9;3.9
931;N Renting and other business support;2008;106.0;2.0
932;N Renting and other business support;2009;107.3;1.2
933;N Renting and other business support;2010;104.9;-2.2
934;N Renting and other business support;2011;108.1;3.1
935;N Renting and other business support;2012;109.5;1.3
936;N Renting and other business support;2013;111.9;2.2
937;N Renting and other business support;2006 January - 2006 December;100.0;2.9
938;N Renting and other business support;2006 April - 2007 March;101.4;
939;N Renting and other business support;2006 July - 2007 June;102.3;
940;N Renting and other business support;2006 October - 2007 September;103.5;
941;N Renting and other business support;2007 January - 2007 December;103.9;3.9
942;N Renting and other business support;2007 April - 2008 March;104.3;2.9
943;N Renting and other business support;2007 July - 2008 June;105.3;2.9
944;N Renting and other business support;2007 October - 2008 September;106.6;3.0
945;N Renting and other business support;2008 January - 2008 December;106.0;2.0
946;N Renting and other business support;2008 April - 2009 March;107.4;3.0
947;N Renting and other business support;2008 July - 2009 June;108.1;2.7
948;N Renting and other business support;2008 October - 2009 September;107.4;0.8
949;N Renting and other business support;2009 January - 2009 December;107.3;1.2
950;N Renting and other business support;2009 April - 2010 March;105.0;-2.2
