ID;HuishoudensKenmerken;Perioden;Vermogenssaldo_1;Totaal_2;ChartaalGeldEnDepositoS_3;Schuldbewijzen_4;Leningen_5;AandelenEnOverigeDeelnemingen_6;VerzekeringsPensioenregelingen_7;FinancieleDerivatenEnAandelenopties_8;OverigeVorderingen_9;Totaal_10;Leningen_11;FinancieleDerivatenEnAandelenopties_12;OverigeSchulden_13;Totaal_14;WoningenEnGrondOnderWoningen_15;OverigeNietFinancieleActiva_16;Vermogenssaldo_17;Totaal_18;ChartaalGeldEnDepositoS_19;Schuldbewijzen_20;Leningen_21;AandelenEnOverigeDeelnemingen_22;VerzekeringsPensioenregelingen_23;FinancieleDerivatenEnAandelenopties_24;OverigeVorderingen_25;Totaal_26;Leningen_27;FinancieleDerivatenEnAandelenopties_28;OverigeSchulden_29;Totaal_30;WoningenEnGrondOnderWoningen_31;OverigeNietFinancieleActiva_32;Vermogenssaldo_33;Totaal_34;ChartaalGeldEnDepositoS_35;Schuldbewijzen_36;Leningen_37;AandelenEnOverigeDeelnemingen_38;VerzekeringsPensioenregelingen_39;FinancieleDerivatenEnAandelenopties_40;OverigeVorderingen_41;Totaal_42;Leningen_43;FinancieleDerivatenEnAandelenopties_44;OverigeSchulden_45;Totaal_46;WoningenEnGrondOnderWoningen_47;OverigeNietFinancieleActiva_48;Vermogenssaldo_49;Totaal_50;ChartaalGeldEnDepositoS_51;Schuldbewijzen_52;Leningen_53;AandelenEnOverigeDeelnemingen_54;VerzekeringsPensioenregelingen_55;FinancieleDerivatenEnAandelenopties_56;OverigeVorderingen_57;Totaal_58;Leningen_59;FinancieleDerivatenEnAandelenopties_60;OverigeSchulden_61;Totaal_62;WoningenEnGrondOnderWoningen_63;OverigeNietFinancieleActiva_64
138;Inkomstenbron: uit arbeid;2013;887841;765445;167122;4100;2997;93223;481271;225;16506;525359;496925;0;28434;647755;647755;0;228.7;197.2;43.0;1.1;0.8;24.0;124.0;0.1;4.3;135.3;128.0;0.0;7.3;166.8;166.8;0.0;156.3;134.7;29.4;0.7;0.5;16.4;84.7;0.0;2.9;92.5;87.5;0.0;5.0;114.0;114.0;0.0;100;86.2;18.8;0.5;0.3;10.5;54.2;0.0;1.9;59.2;56.0;0.0;3.2;73.0;73.0;0.0
139;Inkomstenbron: uit arbeid;2014;959887;821127;163641;2244;2997;70149;564226;170;17700;512648;483167;0;29481;651408;651095;313;249.1;213.0;42.5;0.6;0.8;18.2;146.4;0.0;4.6;133.0;125.4;0.0;7.6;169.0;168.9;0.1;170.7;146.0;29.1;0.4;0.5;12.5;100.3;0.0;3.1;91.2;85.9;0.0;5.2;115.8;115.8;0.1;100;85.5;17.0;0.2;0.3;7.3;58.8;0.0;1.8;53.4;50.3;0.0;3.1;67.9;67.8;0.0
140;Uitkering ouderdom/nabestaanden;2005;557102;372504;91945;4961;2405;46254;216705;103;10132;54859;45944;0;8915;239457;238726;731;305.1;204.0;50.4;2.7;1.3;25.3;118.7;0.1;5.5;30.0;25.2;0.0;4.9;131.1;130.7;0.4;256.9;171.8;42.4;2.3;1.1;21.3;99.9;0.0;4.7;25.3;21.2;0.0;4.1;110.4;110.1;0.3;100;66.9;16.5;0.9;0.4;8.3;38.9;0.0;1.8;9.8;8.2;0.0;1.6;43.0;42.9;0.1
141;Uitkering ouderdom/nabestaanden;2006;591545;384550;96418;4957;2530;47173;225498;110;7865;55265;49115;1;6149;262260;261639;621;318.0;206.7;51.8;2.7;1.4;25.4;121.2;0.1;4.2;29.7;26.4;0.0;3.3;141.0;140.7;0.3;267.7;174.0;43.6;2.2;1.1;21.3;102.1;0.0;3.6;25.0;22.2;0.0;2.8;118.7;118.4;0.3;100;65.0;16.3;0.8;0.4;8.0;38.1;0.0;1.3;9.3;8.3;0.0;1.0;44.3;44.2;0.1
142;Uitkering ouderdom/nabestaanden;2007;583168;356348;101597;3946;2581;34862;206525;85;6753;55712;49779;0;5933;282533;282310;223;312.9;191.2;54.5;2.1;1.4;18.7;110.8;0.0;3.6;29.9;26.7;0.0;3.2;151.6;151.5;0.1;263.4;161.0;45.9;1.8;1.2;15.7;93.3;0.0;3.1;25.2;22.5;0.0;2.7;127.6;127.5;0.1;100;61.1;17.4;0.7;0.4;6.0;35.4;0.0;1.2;9.6;8.5;0.0;1.0;48.4;48.4;0.0
143;Uitkering ouderdom/nabestaanden;2008;668588;429760;106022;5120;2556;42756;266500;99;6707;62925;54899;0;8026;301753;301510;244;356.4;229.1;56.5;2.7;1.4;22.8;142.0;0.1;3.6;33.5;29.3;0.0;4.3;160.8;160.7;0.1;300.1;192.9;47.6;2.3;1.1;19.2;119.6;0.0;3.0;28.2;24.6;0.0;3.6;135.4;135.3;0.1;100;64.3;15.9;0.8;0.4;6.4;39.9;0.0;1.0;9.4;8.2;0.0;1.2;45.1;45.1;0.0
144;Uitkering ouderdom/nabestaanden;2009;683106;444445;115007;5316;2704;47559;265577;108;8172;71950;61229;0;10721;310612;310612;0;355.6;231.4;59.9;2.8;1.4;24.8;138.2;0.1;4.3;37.5;31.9;0.0;5.6;161.7;161.7;0.0;299.3;194.7;50.4;2.3;1.2;20.8;116.4;0.0;3.6;31.5;26.8;0.0;4.7;136.1;136.1;0.0;100;65.1;16.8;0.8;0.4;7.0;38.9;0.0;1.2;10.5;9.0;0.0;1.6;45.5;45.5;0.0
145;Uitkering ouderdom/nabestaanden;2010;738048;500315;122059;4735;2759;49999;311673;137;8954;78568;66684;0;11884;316301;316301;0;376.2;255.0;62.2;2.4;1.4;25.5;158.9;0.1;4.6;40.0;34.0;0.0;6.1;161.2;161.2;0.0;316.1;214.3;52.3;2.0;1.2;21.4;133.5;0.1;3.8;33.6;28.6;0.0;5.1;135.5;135.5;0.0;100;67.8;16.5;0.6;0.4;6.8;42.2;0.0;1.2;10.6;9.0;0.0;1.6;42.9;42.9;0.0
146;Uitkering ouderdom/nabestaanden;2011;814128;584225;130131;3932;2508;50549;386646;135;10324;89602;74476;0;15126;319505;319505;0;409.6;293.9;65.5;2.0;1.3;25.4;194.5;0.1;5.2;45.1;37.5;0.0;7.6;160.7;160.7;0.0;344.4;247.1;55.0;1.7;1.1;21.4;163.5;0.1;4.4;37.9;31.5;0.0;6.4;135.1;135.1;0.0;100;71.7;16.0;0.5;0.3;6.2;47.5;0.0;1.3;11.0;9.1;0.0;1.9;39.2;39.2;0.0
147;Uitkering ouderdom/nabestaanden;2012;880604;657949;136201;3359;2481;50620;457705;114;7469;83789;72168;0;11621;306444;306444;0;437.0;326.5;67.6;1.7;1.2;25.1;227.1;0.1;3.7;41.6;35.8;0.0;5.8;152.1;152.1;0.0;367.3;274.4;56.8;1.4;1.0;21.1;190.9;0.0;3.1;34.9;30.1;0.0;4.8;127.8;127.8;0.0;100;74.7;15.5;0.4;0.3;5.7;52.0;0.0;0.8;9.5;8.2;0.0;1.3;34.8;34.8;0.0
148;Uitkering ouderdom/nabestaanden;2013;859416;647886;135698;2238;2433;50897;449066;123;7430;86415;73615;0;12800;297945;297945;0;421.4;317.7;66.5;1.1;1.2;25.0;220.2;0.1;3.6;42.4;36.1;0.0;6.3;146.1;146.1;0.0;354.3;267.1;55.9;0.9;1.0;21.0;185.1;0.1;3.1;35.6;30.3;0.0;5.3;122.8;122.8;0.0;100;75.4;15.8;0.3;0.3;5.9;52.3;0.0;0.9;10.1;8.6;0.0;1.5;34.7;34.7;0.0
149;Uitkering ouderdom/nabestaanden;2014;984757;776624;142268;2566;2605;80210;541208;195;7573;86371;73758;0;12613;294503;294489;15;477.9;376.9;69.0;1.2;1.3;38.9;262.6;0.1;3.7;41.9;35.8;0.0;6.1;142.9;142.9;0.0;401.6;316.7;58.0;1.0;1.1;32.7;220.7;0.1;3.1;35.2;30.1;0.0;5.1;120.1;120.1;0.0;100;78.9;14.4;0.3;0.3;8.1;55.0;0.0;0.8;8.8;7.5;0.0;1.3;29.9;29.9;0.0
150;Overig uitkeringen en overdrachtsinkomen;2005;80626;57163;11687;447;306;4167;39030;9;1518;16329;14993;0;1336;39792;39563;229;91.3;64.8;13.2;0.5;0.3;4.7;44.2;0.0;1.7;18.5;17.0;0.0;1.5;45.1;44.8;0.3;73.0;51.7;10.6;0.4;0.3;3.8;35.3;0.0;1.4;14.8;13.6;0.0;1.2;36.0;35.8;0.2;100;70.9;14.5;0.6;0.4;5.2;48.4;0.0;1.9;20.3;18.6;0.0;1.7;49.4;49.1;0.3
151;Overig uitkeringen en overdrachtsinkomen;2006;74355;53051;11841;449;311;4270;34970;10;1200;16952;16014;0;939;38256;38310;-54;87.9;62.7;14.0;0.5;0.4;5.1;41.4;0.0;1.4;20.1;18.9;0.0;1.1;45.2;45.3;-0.1;71.0;50.6;11.3;0.4;0.3;4.1;33.4;0.0;1.1;16.2;15.3;0.0;0.9;36.5;36.6;-0.1;100;71.3;15.9;0.6;0.4;5.7;47.0;0.0;1.6;22.8;21.5;0.0;1.3;51.5;51.5;-0.1
152;Overig uitkeringen en overdrachtsinkomen;2007;66303;46385;11523;314;293;2772;30413;7;1064;16576;15641;0;935;36494;36509;-15;83.1;58.1;14.4;0.4;0.4;3.5;38.1;0.0;1.3;20.8;19.6;0.0;1.2;45.7;45.7;0.0;67.8;47.5;11.8;0.3;0.3;2.8;31.1;0.0;1.1;17.0;16.0;0.0;1.0;37.3;37.4;0.0;100;70.0;17.4;0.5;0.4;4.2;45.9;0.0;1.6;25.0;23.6;0.0;1.4;55.0;55.1;0.0
153;Overig uitkeringen en overdrachtsinkomen;2008;63905;47528;10636;319;256;2662;32961;6;687;15035;14212;0;823;31412;31590;-177;85.3;63.5;14.2;0.4;0.3;3.6;44.0;0.0;0.9;20.1;19.0;0.0;1.1;41.9;42.2;-0.2;70.2;52.2;11.7;0.3;0.3;2.9;36.2;0.0;0.8;16.5;15.6;0.0;0.9;34.5;34.7;-0.2;100;74.4;16.6;0.5;0.4;4.2;51.6;0.0;1.1;23.5;22.2;0.0;1.3;49.2;49.4;-0.3
154;Overig uitkeringen en overdrachtsinkomen;2009;63357;48619;11297;198;266;1770;34632;4;453;16648;16054;0;595;31387;31387;0;78.4;60.2;14.0;0.2;0.3;2.2;42.9;0.0;0.6;20.6;19.9;0.0;0.7;38.9;38.9;0.0;64.8;49.7;11.6;0.2;0.3;1.8;35.4;0.0;0.5;17.0;16.4;0.0;0.6;32.1;32.1;0.0;100;76.7;17.8;0.3;0.4;2.8;54.7;0.0;0.7;26.3;25.3;0.0;0.9;49.5;49.5;0.0
155;Overig uitkeringen en overdrachtsinkomen;2010;67426;54105;12160;190;275;2012;39035;6;428;18905;18338;0;568;32226;32226;0;79.2;63.5;14.3;0.2;0.3;2.4;45.8;0.0;0.5;22.2;21.5;0.0;0.7;37.8;37.8;0.0;65.2;52.3;11.8;0.2;0.3;1.9;37.8;0.0;0.4;18.3;17.7;0.0;0.5;31.2;31.2;0.0;100;80.2;18.0;0.3;0.4;3.0;57.9;0.0;0.6;28.0;27.2;0.0;0.8;47.8;47.8;0.0
156;Overig uitkeringen en overdrachtsinkomen;2011;70666;58678;12662;140;244;1804;43428;5;395;18987;18409;0;578;30974;30974;0;80.3;66.6;14.4;0.2;0.3;2.0;49.3;0.0;0.4;21.6;20.9;0.0;0.7;35.2;35.2;0.0;66.2;55.0;11.9;0.1;0.2;1.7;40.7;0.0;0.4;17.8;17.3;0.0;0.5;29.0;29.0;0.0;100;77.1;16.6;0.2;0.3;2.4;57.1;0.0;0.5;26.9;26.1;0.0;0.8;40.7;40.7;0.0
157;Overig uitkeringen en overdrachtsinkomen;2012;76549;66365;12380;102;226;1535;51696;3;424;19596;18936;0;660;29780;29780;0;86.3;74.8;14.0;0.1;0.3;1.7;58.3;0.0;0.5;22.1;21.3;0.0;0.7;33.6;33.6;0.0;70.9;61.5;11.5;0.1;0.2;1.4;47.9;0.0;0.4;18.2;17.5;0.0;0.6;27.6;27.6;0.0;100;86.7;16.2;0.1;0.3;2.0;67.5;0.0;0.6;25.6;24.7;0.0;0.9;38.9;38.9;0.0
158;Overig uitkeringen en overdrachtsinkomen;2013;81688;71853;13465;108;241;2464;55011;6;557;22307;21346;0;960;32141;32141;0;84.8;74.6;14.0;0.1;0.3;2.6;57.1;0.0;0.6;23.2;22.2;0.0;1.0;33.4;33.4;0.0;69.6;61.2;11.5;0.1;0.2;2.1;46.9;0.0;0.5;19.0;18.2;0.0;0.8;27.4;27.4;0.0;100;88.0;16.5;0.1;0.3;3.0;67.3;0.0;0.7;27.3;26.1;0.0;1.2;39.3;39.3;0.0
159;Overig uitkeringen en overdrachtsinkomen;2014;97027;87203;13912;168;255;5247;66527;13;1082;23186;21384;0;1802;33010;32993;17;97.1;87.2;13.9;0.2;0.3;5.2;66.5;0.0;1.1;23.2;21.4;0.0;1.8;33.0;33.0;0.0;79.7;71.6;11.4;0.1;0.2;4.3;54.6;0.0;0.9;19.0;17.6;0.0;1.5;27.1;27.1;0.0;100;89.9;14.3;0.2;0.3;5.4;68.6;0.0;1.1;23.9;22.0;0.0;1.9;34.0;34.0;0.0
160;Hoofdkostwinner: tot 35 jaar;2005;163597;127919;21160;827;553;7714;93889;17;3757;123259;119951;3;3305;158937;143499;15439;108.5;84.8;14.0;0.5;0.4;5.1;62.3;0.0;2.5;81.7;79.5;0.0;2.2;105.4;95.1;10.2;83.9;65.6;10.9;0.4;0.3;4.0;48.1;0.0;1.9;63.2;61.5;0.0;1.7;81.5;73.6;7.9;100;78.2;12.9;0.5;0.3;4.7;57.4;0.0;2.3;75.3;73.3;0.0;2.0;97.2;87.7;9.4
161;Hoofdkostwinner: tot 35 jaar;2006;154774;123516;20859;668;547;6355;91331;15;3741;130435;127480;30;2925;161692;149079;12613;104.3;83.2;14.1;0.4;0.4;4.3;61.5;0.0;2.5;87.9;85.9;0.0;2.0;108.9;100.4;8.5;81.0;64.6;10.9;0.3;0.3;3.3;47.8;0.0;2.0;68.2;66.7;0.0;1.5;84.6;78.0;6.6;100;79.8;13.5;0.4;0.4;4.1;59.0;0.0;2.4;84.3;82.4;0.0;1.9;104.5;96.3;8.1
162;Hoofdkostwinner: tot 35 jaar;2007;152099;120603;21057;801;535;7077;88225;17;2891;134149;131580;29;2541;165645;152854;12791;102.9;81.6;14.3;0.5;0.4;4.8;59.7;0.0;2.0;90.8;89.0;0.0;1.7;112.1;103.4;8.7;80.4;63.8;11.1;0.4;0.3;3.7;46.6;0.0;1.5;70.9;69.6;0.0;1.3;87.6;80.8;6.8;100;79.3;13.8;0.5;0.4;4.7;58.0;0.0;1.9;88.2;86.5;0.0;1.7;108.9;100.5;8.4
163;Hoofdkostwinner: tot 35 jaar;2008;160152;132282;21188;614;511;5129;102355;12;2474;140459;137497;2;2960;168329;154799;13530;107.8;89.0;14.3;0.4;0.3;3.5;68.9;0.0;1.7;94.5;92.5;0.0;2.0;113.3;104.2;9.1;84.4;69.7;11.2;0.3;0.3;2.7;53.9;0.0;1.3;74.0;72.4;0.0;1.6;88.7;81.5;7.1;100;82.6;13.2;0.4;0.3;3.2;63.9;0.0;1.5;87.7;85.9;0.0;1.8;105.1;96.7;8.4
164;Hoofdkostwinner: tot 35 jaar;2009;154370;136323;21705;605;510;5413;105395;12;2682;139835;136315;1;3519;157883;145002;12880;103.7;91.6;14.6;0.4;0.3;3.6;70.8;0.0;1.8;93.9;91.6;0.0;2.4;106.0;97.4;8.7;81.2;71.7;11.4;0.3;0.3;2.8;55.4;0.0;1.4;73.5;71.7;0.0;1.9;83.0;76.2;6.8;100;88.3;14.1;0.4;0.3;3.5;68.3;0.0;1.7;90.6;88.3;0.0;2.3;102.3;93.9;8.3
165;Hoofdkostwinner: tot 35 jaar;2010;140169;130118;21712;485;491;5121;100135;14;2160;135431;132556;7;2867;145482;134201;11282;93.6;86.8;14.5;0.3;0.3;3.4;66.8;0.0;1.4;90.4;88.5;0.0;1.9;97.1;89.6;7.5;73.6;68.3;11.4;0.3;0.3;2.7;52.6;0.0;1.1;71.1;69.6;0.0;1.5;76.4;70.5;5.9;100;92.8;15.5;0.3;0.4;3.7;71.4;0.0;1.5;96.6;94.6;0.0;2.0;103.8;95.7;8.0
166;Hoofdkostwinner: tot 35 jaar;2011;145035;137727;21090;399;406;5130;108950;14;1737;131934;129388;1;2545;139243;128728;10515;95.8;91.0;13.9;0.3;0.3;3.4;72.0;0.0;1.1;87.2;85.5;0.0;1.7;92.0;85.0;6.9;75.6;71.8;11.0;0.2;0.2;2.7;56.8;0.0;0.9;68.8;67.4;0.0;1.3;72.6;67.1;5.5;100;88.8;13.6;0.3;0.3;3.3;70.2;0.0;1.1;91.0;89.2;0.0;1.6;89.7;83.0;6.8
167;Hoofdkostwinner: tot 35 jaar;2012;140036;144474;21262;298;387;4489;116560;10;1468;128665;126380;1;2284;124227;113875;10353;92.1;95.0;14.0;0.2;0.3;3.0;76.7;0.0;1.0;84.6;83.1;0.0;1.5;81.7;74.9;6.8;72.6;74.9;11.0;0.2;0.2;2.3;60.5;0.0;0.8;66.7;65.6;0.0;1.2;64.4;59.1;5.4;100;103.2;15.2;0.2;0.3;3.2;83.2;0.0;1.0;91.9;90.2;0.0;1.6;88.7;81.3;7.4
168;Hoofdkostwinner: tot 35 jaar;2013;137325;141726;21651;224;388;5089;113033;12;1329;119444;117154;1;2289;115043;103951;11092;90.5;93.4;14.3;0.1;0.3;3.4;74.5;0.0;0.9;78.7;77.2;0.0;1.5;75.8;68.5;7.3;71.2;73.5;11.2;0.1;0.2;2.6;58.6;0.0;0.7;62.0;60.8;0.0;1.2;59.7;53.9;5.8;100;103.2;15.8;0.2;0.3;3.7;82.3;0.0;1.0;87.0;85.3;0.0;1.7;83.8;75.7;8.1
169;Hoofdkostwinner: tot 35 jaar;2014;163299;163508;22094;183;405;5724;133046;14;2042;118465;115062;1;3402;118255;107343;10912;106.5;106.7;14.4;0.1;0.3;3.7;86.8;0.0;1.3;77.3;75.1;0.0;2.2;77.2;70.0;7.1;84.2;84.3;11.4;0.1;0.2;3.0;68.6;0.0;1.1;61.1;59.3;0.0;1.8;61.0;55.3;5.6;100;100.1;13.5;0.1;0.2;3.5;81.5;0.0;1.3;72.5;70.5;0.0;2.1;72.4;65.7;6.7
170;Hoofdkostwinner: 35 tot 50 jaar;2005;580363;356536;77257;6745;2021;62887;187929;140;19557;285298;268081;10;17207;509125;450854;58271;256.4;157.5;34.1;3.0;0.9;27.8;83.0;0.1;8.6;126.0;118.4;0.0;7.6;224.9;199.2;25.7;160.9;98.8;21.4;1.9;0.6;17.4;52.1;0.0;5.4;79.1;74.3;0.0;4.8;141.1;125.0;16.2;100;61.4;13.3;1.2;0.3;10.8;32.4;0.0;3.4;49.2;46.2;0.0;3.0;87.7;77.7;10.0
171;Hoofdkostwinner: 35 tot 50 jaar;2006;606213;367283;81299;6902;2133;65684;193525;153;17587;299536;285642;144;13750;538465;478103;60363;267.3;162.0;35.8;3.0;0.9;29.0;85.3;0.1;7.8;132.1;126.0;0.1;6.1;237.4;210.8;26.6;168.0;101.8;22.5;1.9;0.6;18.2;53.6;0.0;4.9;83.0;79.2;0.0;3.8;149.3;132.5;16.7;100;60.6;13.4;1.1;0.4;10.8;31.9;0.0;2.9;49.4;47.1;0.0;2.3;88.8;78.9;10.0
172;Hoofdkostwinner: 35 tot 50 jaar;2007;616589;365821;83199;6622;2114;58498;197565;142;17682;318126;302445;146;15536;568895;503588;65307;272.7;161.8;36.8;2.9;0.9;25.9;87.4;0.1;7.8;140.7;133.8;0.1;6.9;251.6;222.7;28.9;171.6;101.8;23.2;1.8;0.6;16.3;55.0;0.0;4.9;88.6;84.2;0.0;4.3;158.4;140.2;18.2;100;59.3;13.5;1.1;0.3;9.5;32.0;0.0;2.9;51.6;49.1;0.0;2.5;92.3;81.7;10.6
173;Hoofdkostwinner: 35 tot 50 jaar;2008;627842;379265;86550;7030;2087;58706;207914;136;16842;342947;322785;8;20154;591525;522260;69265;278.9;168.5;38.4;3.1;0.9;26.1;92.4;0.1;7.5;152.4;143.4;0.0;9.0;262.8;232.0;30.8;176.2;106.5;24.3;2.0;0.6;16.5;58.4;0.0;4.7;96.3;90.6;0.0;5.7;166.0;146.6;19.4;100;60.4;13.8;1.1;0.3;9.4;33.1;0.0;2.7;54.6;51.4;0.0;3.2;94.2;83.2;11.0
174;Hoofdkostwinner: 35 tot 50 jaar;2009;592433;381367;88296;6396;2076;57218;210442;130;16809;354442;332384;7;22051;565508;500762;64746;264.8;170.5;39.5;2.9;0.9;25.6;94.1;0.1;7.5;158.4;148.6;0.0;9.9;252.8;223.8;28.9;167.7;108.0;25.0;1.8;0.6;16.2;59.6;0.0;4.8;100.3;94.1;0.0;6.2;160.1;141.8;18.3;100;64.4;14.9;1.1;0.4;9.7;35.5;0.0;2.8;59.8;56.1;0.0;3.7;95.5;84.5;10.9
175;Hoofdkostwinner: 35 tot 50 jaar;2010;577968;386140;88105;5254;1991;55481;218618;153;16538;358224;336231;42;21950;550052;483017;67036;261.5;174.7;39.9;2.4;0.9;25.1;98.9;0.1;7.5;162.1;152.1;0.0;9.9;248.9;218.5;30.3;165.7;110.7;25.3;1.5;0.6;15.9;62.7;0.0;4.7;102.7;96.4;0.0;6.3;157.7;138.5;19.2;100;66.8;15.2;0.9;0.3;9.6;37.8;0.0;2.9;62.0;58.2;0.0;3.8;95.2;83.6;11.6
176;Hoofdkostwinner: 35 tot 50 jaar;2011;562850;383472;86552;4049;1668;52058;228758;139;10247;348470;333449;8;15013;527849;462453;65396;257.8;175.6;39.6;1.9;0.8;23.8;104.8;0.1;4.7;159.6;152.7;0.0;6.9;241.7;211.8;29.9;163.8;111.6;25.2;1.2;0.5;15.1;66.6;0.0;3.0;101.4;97.0;0.0;4.4;153.6;134.6;19.0;100;67.8;15.3;0.7;0.3;9.2;40.5;0.0;1.8;61.9;59.2;0.0;2.7;93.3;81.8;11.6
177;Hoofdkostwinner: 35 tot 50 jaar;2012;506096;364569;88640;3599;1615;54247;205658;122;10688;349966;333331;5;16630;491493;423854;67639;235.1;169.4;41.2;1.7;0.8;25.2;95.5;0.1;5.0;162.6;154.9;0.0;7.7;228.3;196.9;31.4;149.6;107.8;26.2;1.1;0.5;16.0;60.8;0.0;3.2;103.5;98.5;0.0;4.9;145.3;125.3;20.0;100;72.0;17.5;0.7;0.3;10.7;40.6;0.0;2.1;69.2;65.9;0.0;3.3;97.1;83.7;13.4
178;Hoofdkostwinner: 35 tot 50 jaar;2013;467580;353183;86613;2659;1553;60459;192398;146;9355;332903;316782;5;16115;447299;384413;62887;220.5;166.5;40.8;1.3;0.7;28.5;90.7;0.1;4.4;157.0;149.4;0.0;7.6;210.9;181.2;29.6;140.8;106.3;26.1;0.8;0.5;18.2;57.9;0.0;2.8;100.2;95.4;0.0;4.9;134.6;115.7;18.9;100;75.5;18.5;0.6;0.3;12.9;41.1;0.0;2.0;71.2;67.7;0.0;3.4;95.7;82.2;13.4
179;Hoofdkostwinner: 35 tot 50 jaar;2014;470412;354451;83085;1220;1521;38142;218957;93;11433;330860;311811;7;19042;446821;385753;61067;225.2;169.7;39.8;0.6;0.7;18.3;104.8;0.0;5.5;158.4;149.3;0.0;9.1;213.9;184.7;29.2;144.0;108.5;25.4;0.4;0.5;11.7;67.0;0.0;3.5;101.2;95.4;0.0;5.8;136.7;118.0;18.7;100;75.3;17.7;0.3;0.3;8.1;46.5;0.0;2.4;70.3;66.3;0.0;4.0;95.0;82.0;13.0
180;Hoofdkostwinner: 50 tot 65 jaar;2005;805906;514295;97593;10939;2553;101996;271277;227;29711;187693;161542;10;26141;479304;420904;58400;429.8;274.3;52.0;5.8;1.4;54.4;144.7;0.1;15.8;100.1;86.1;0.0;13.9;255.6;224.5;31.1;303.2;193.5;36.7;4.1;1.0;38.4;102.1;0.1;11.2;70.6;60.8;0.0;9.8;180.3;158.3;22.0;100;63.8;12.1;1.4;0.3;12.7;33.7;0.0;3.7;23.3;20.0;0.0;3.2;59.5;52.2;7.2
181;Hoofdkostwinner: 50 tot 65 jaar;2006;837492;521584;102927;11504;2700;109480;268983;255;25736;199235;178968;145;20121;515142;454409;60734;437.1;272.2;53.7;6.0;1.4;57.1;140.4;0.1;13.4;104.0;93.4;0.1;10.5;268.9;237.2;31.7;309.1;192.5;38.0;4.2;1.0;40.4;99.3;0.1;9.5;73.5;66.1;0.1;7.4;190.2;167.7;22.4;100;62.3;12.3;1.4;0.3;13.1;32.1;0.0;3.1;23.8;21.4;0.0;2.4;61.5;54.3;7.3
182;Hoofdkostwinner: 50 tot 65 jaar;2007;866872;533295;112968;12036;2870;106328;274187;258;24648;215382;193581;143;21657;548959;484632;64326;444.1;273.2;57.9;6.2;1.5;54.5;140.5;0.1;12.6;110.3;99.2;0.1;11.1;281.2;248.3;33.0;314.1;193.2;40.9;4.4;1.0;38.5;99.3;0.1;8.9;78.0;70.1;0.1;7.8;198.9;175.6;23.3;100;61.5;13.0;1.4;0.3;12.3;31.6;0.0;2.8;24.8;22.3;0.0;2.5;63.3;55.9;7.4
183;Hoofdkostwinner: 50 tot 65 jaar;2008;940173;580526;119138;12145;2872;101421;324250;235;20465;219602;195104;9;24489;579250;503738;75511;475.0;293.3;60.2;6.1;1.5;51.2;163.8;0.1;10.3;110.9;98.6;0.0;12.4;292.6;254.5;38.1;335.9;207.4;42.6;4.3;1.0;36.2;115.9;0.1;7.3;78.5;69.7;0.0;8.7;207.0;180.0;27.0;100;61.7;12.7;1.3;0.3;10.8;34.5;0.0;2.2;23.4;20.8;0.0;2.6;61.6;53.6;8.0
184;Hoofdkostwinner: 50 tot 65 jaar;2009;930568;587540;125079;10518;2941;94090;334520;214;20178;232135;205656;8;26472;575163;498895;76268;460.6;290.8;61.9;5.2;1.5;46.6;165.6;0.1;10.0;114.9;101.8;0.0;13.1;284.7;246.9;37.8;325.5;205.5;43.7;3.7;1.0;32.9;117.0;0.1;7.1;81.2;71.9;0.0;9.3;201.2;174.5;26.7;100;63.1;13.4;1.1;0.3;10.1;35.9;0.0;2.2;24.9;22.1;0.0;2.8;61.8;53.6;8.2
185;Hoofdkostwinner: 50 tot 65 jaar;2010;958466;633268;129521;9313;2928;98353;371634;270;21249;245312;217064;47;28202;570510;496797;73713;464.1;306.6;62.7;4.5;1.4;47.6;179.9;0.1;10.3;118.8;105.1;0.0;13.7;276.2;240.6;35.7;327.4;216.3;44.2;3.2;1.0;33.6;127.0;0.1;7.3;83.8;74.2;0.0;9.6;194.9;169.7;25.2;100;66.1;13.5;1.0;0.3;10.3;38.8;0.0;2.2;25.6;22.6;0.0;2.9;59.5;51.8;7.7
186;Hoofdkostwinner: 50 tot 65 jaar;2011;961887;650519;132056;6962;2545;89500;402649;239;16568;243632;219349;9;24274;555000;478361;76639;464.5;314.1;63.8;3.4;1.2;43.2;194.4;0.1;8.0;117.6;105.9;0.0;11.7;268.0;231.0;37.0;327.1;221.2;44.9;2.4;0.9;30.4;136.9;0.1;5.6;82.9;74.6;0.0;8.3;188.8;162.7;26.1;100;67.3;13.7;0.7;0.3;9.3;41.6;0.0;1.7;25.3;22.8;0.0;2.5;57.4;49.5;7.9
187;Hoofdkostwinner: 50 tot 65 jaar;2012;926693;654038;129102;5531;2352;83363;416247;188;17254;251973;225121;6;26846;524628;446282;78346;444.2;313.5;61.9;2.7;1.1;40.0;199.5;0.1;8.3;120.8;107.9;0.0;12.9;251.5;213.9;37.6;312.7;220.7;43.6;1.9;0.8;28.1;140.5;0.1;5.8;85.0;76.0;0.0;9.1;177.0;150.6;26.4;100;70.6;13.9;0.6;0.3;9.0;44.9;0.0;1.9;27.2;24.3;0.0;2.9;56.6;48.2;8.5
