ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;Bevolking_1
2131;Totaal mannen en vrouwen;4 jaar;Verweduwd;1981;
2132;Totaal mannen en vrouwen;4 jaar;Verweduwd;1982;
2133;Totaal mannen en vrouwen;4 jaar;Verweduwd;1983;
2134;Totaal mannen en vrouwen;4 jaar;Verweduwd;1984;
2135;Totaal mannen en vrouwen;4 jaar;Verweduwd;1985;
2136;Totaal mannen en vrouwen;4 jaar;Verweduwd;1986;
2137;Totaal mannen en vrouwen;4 jaar;Verweduwd;1987;
2138;Totaal mannen en vrouwen;4 jaar;Verweduwd;1988;
2139;Totaal mannen en vrouwen;4 jaar;Verweduwd;1989;
2140;Totaal mannen en vrouwen;4 jaar;Verweduwd;1990;
2141;Totaal mannen en vrouwen;4 jaar;Verweduwd;1991;
2142;Totaal mannen en vrouwen;4 jaar;Verweduwd;1992;
2143;Totaal mannen en vrouwen;4 jaar;Verweduwd;1993;
2144;Totaal mannen en vrouwen;4 jaar;Verweduwd;1994;
2145;Totaal mannen en vrouwen;4 jaar;Verweduwd;1995;
2146;Totaal mannen en vrouwen;4 jaar;Verweduwd;1996;
2147;Totaal mannen en vrouwen;4 jaar;Verweduwd;1997;
2148;Totaal mannen en vrouwen;4 jaar;Verweduwd;1998;
2149;Totaal mannen en vrouwen;4 jaar;Verweduwd;1999;
2150;Totaal mannen en vrouwen;4 jaar;Verweduwd;2000;
2151;Totaal mannen en vrouwen;4 jaar;Verweduwd;2001;
2152;Totaal mannen en vrouwen;4 jaar;Verweduwd;2002;
2153;Totaal mannen en vrouwen;4 jaar;Verweduwd;2003;
2154;Totaal mannen en vrouwen;4 jaar;Verweduwd;2004;
2155;Totaal mannen en vrouwen;4 jaar;Verweduwd;2005;
2156;Totaal mannen en vrouwen;4 jaar;Verweduwd;2006;
2157;Totaal mannen en vrouwen;4 jaar;Verweduwd;2007;
2158;Totaal mannen en vrouwen;4 jaar;Verweduwd;2008;
2159;Totaal mannen en vrouwen;4 jaar;Verweduwd;2009;
2160;Totaal mannen en vrouwen;4 jaar;Verweduwd;2010;
2161;Totaal mannen en vrouwen;4 jaar;Verweduwd;2011;
2162;Totaal mannen en vrouwen;4 jaar;Verweduwd;2012;
2163;Totaal mannen en vrouwen;4 jaar;Verweduwd;2013;
2164;Totaal mannen en vrouwen;4 jaar;Verweduwd;2014;
2165;Totaal mannen en vrouwen;4 jaar;Verweduwd;2015;
2166;Totaal mannen en vrouwen;4 jaar;Verweduwd;2016;
2167;Totaal mannen en vrouwen;4 jaar;Verweduwd;2017;
2168;Totaal mannen en vrouwen;4 jaar;Verweduwd;2018;
2169;Totaal mannen en vrouwen;4 jaar;Verweduwd;2019;
2170;Totaal mannen en vrouwen;4 jaar;Verweduwd;2020;
2171;Totaal mannen en vrouwen;4 jaar;Verweduwd;2021;
2172;Totaal mannen en vrouwen;4 jaar;Verweduwd;2022;
2173;Totaal mannen en vrouwen;4 jaar;Verweduwd;2023;
2174;Totaal mannen en vrouwen;4 jaar;Verweduwd;2024;
2175;Totaal mannen en vrouwen;4 jaar;Gescheiden;1950;
2176;Totaal mannen en vrouwen;4 jaar;Gescheiden;1951;
2177;Totaal mannen en vrouwen;4 jaar;Gescheiden;1952;
2178;Totaal mannen en vrouwen;4 jaar;Gescheiden;1953;
2179;Totaal mannen en vrouwen;4 jaar;Gescheiden;1954;
2180;Totaal mannen en vrouwen;4 jaar;Gescheiden;1955;
2181;Totaal mannen en vrouwen;4 jaar;Gescheiden;1956;
2182;Totaal mannen en vrouwen;4 jaar;Gescheiden;1957;
2183;Totaal mannen en vrouwen;4 jaar;Gescheiden;1958;
2184;Totaal mannen en vrouwen;4 jaar;Gescheiden;1959;
2185;Totaal mannen en vrouwen;4 jaar;Gescheiden;1960;
2186;Totaal mannen en vrouwen;4 jaar;Gescheiden;1961;
2187;Totaal mannen en vrouwen;4 jaar;Gescheiden;1962;
2188;Totaal mannen en vrouwen;4 jaar;Gescheiden;1963;
2189;Totaal mannen en vrouwen;4 jaar;Gescheiden;1964;
2190;Totaal mannen en vrouwen;4 jaar;Gescheiden;1965;
2191;Totaal mannen en vrouwen;4 jaar;Gescheiden;1966;
2192;Totaal mannen en vrouwen;4 jaar;Gescheiden;1967;
2193;Totaal mannen en vrouwen;4 jaar;Gescheiden;1968;
2194;Totaal mannen en vrouwen;4 jaar;Gescheiden;1969;
2195;Totaal mannen en vrouwen;4 jaar;Gescheiden;1970;
2196;Totaal mannen en vrouwen;4 jaar;Gescheiden;1971;
2197;Totaal mannen en vrouwen;4 jaar;Gescheiden;1972;
2198;Totaal mannen en vrouwen;4 jaar;Gescheiden;1973;
2199;Totaal mannen en vrouwen;4 jaar;Gescheiden;1974;
2200;Totaal mannen en vrouwen;4 jaar;Gescheiden;1975;
2201;Totaal mannen en vrouwen;4 jaar;Gescheiden;1976;
2202;Totaal mannen en vrouwen;4 jaar;Gescheiden;1977;
2203;Totaal mannen en vrouwen;4 jaar;Gescheiden;1978;
2204;Totaal mannen en vrouwen;4 jaar;Gescheiden;1979;
2205;Totaal mannen en vrouwen;4 jaar;Gescheiden;1980;
2206;Totaal mannen en vrouwen;4 jaar;Gescheiden;1981;
2207;Totaal mannen en vrouwen;4 jaar;Gescheiden;1982;
2208;Totaal mannen en vrouwen;4 jaar;Gescheiden;1983;
2209;Totaal mannen en vrouwen;4 jaar;Gescheiden;1984;
2210;Totaal mannen en vrouwen;4 jaar;Gescheiden;1985;
2211;Totaal mannen en vrouwen;4 jaar;Gescheiden;1986;
2212;Totaal mannen en vrouwen;4 jaar;Gescheiden;1987;
2213;Totaal mannen en vrouwen;4 jaar;Gescheiden;1988;
2214;Totaal mannen en vrouwen;4 jaar;Gescheiden;1989;
2215;Totaal mannen en vrouwen;4 jaar;Gescheiden;1990;
2216;Totaal mannen en vrouwen;4 jaar;Gescheiden;1991;
2217;Totaal mannen en vrouwen;4 jaar;Gescheiden;1992;
2218;Totaal mannen en vrouwen;4 jaar;Gescheiden;1993;
2219;Totaal mannen en vrouwen;4 jaar;Gescheiden;1994;
2220;Totaal mannen en vrouwen;4 jaar;Gescheiden;1995;
2221;Totaal mannen en vrouwen;4 jaar;Gescheiden;1996;
2222;Totaal mannen en vrouwen;4 jaar;Gescheiden;1997;
2223;Totaal mannen en vrouwen;4 jaar;Gescheiden;1998;
2224;Totaal mannen en vrouwen;4 jaar;Gescheiden;1999;
2225;Totaal mannen en vrouwen;4 jaar;Gescheiden;2000;
2226;Totaal mannen en vrouwen;4 jaar;Gescheiden;2001;
2227;Totaal mannen en vrouwen;4 jaar;Gescheiden;2002;
2228;Totaal mannen en vrouwen;4 jaar;Gescheiden;2003;
2229;Totaal mannen en vrouwen;4 jaar;Gescheiden;2004;
2230;Totaal mannen en vrouwen;4 jaar;Gescheiden;2005;
2231;Totaal mannen en vrouwen;4 jaar;Gescheiden;2006;
2232;Totaal mannen en vrouwen;4 jaar;Gescheiden;2007;
2233;Totaal mannen en vrouwen;4 jaar;Gescheiden;2008;
2234;Totaal mannen en vrouwen;4 jaar;Gescheiden;2009;
2235;Totaal mannen en vrouwen;4 jaar;Gescheiden;2010;
2236;Totaal mannen en vrouwen;4 jaar;Gescheiden;2011;
2237;Totaal mannen en vrouwen;4 jaar;Gescheiden;2012;
2238;Totaal mannen en vrouwen;4 jaar;Gescheiden;2013;
2239;Totaal mannen en vrouwen;4 jaar;Gescheiden;2014;
2240;Totaal mannen en vrouwen;4 jaar;Gescheiden;2015;
2241;Totaal mannen en vrouwen;4 jaar;Gescheiden;2016;
2242;Totaal mannen en vrouwen;4 jaar;Gescheiden;2017;
2243;Totaal mannen en vrouwen;4 jaar;Gescheiden;2018;
2244;Totaal mannen en vrouwen;4 jaar;Gescheiden;2019;
2245;Totaal mannen en vrouwen;4 jaar;Gescheiden;2020;
2246;Totaal mannen en vrouwen;4 jaar;Gescheiden;2021;
2247;Totaal mannen en vrouwen;4 jaar;Gescheiden;2022;
2248;Totaal mannen en vrouwen;4 jaar;Gescheiden;2023;
2249;Totaal mannen en vrouwen;4 jaar;Gescheiden;2024;
2250;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1950;204296.0
2251;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1951;192938.0
2252;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1952;269052.0
2253;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1953;254483.0
2254;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1954;237055.0
2255;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1955;226824.0
2256;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1956;220218.0
2257;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1957;218420.0
2258;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1958;222516.0
2259;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1959;221658.0
2260;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1960;222184.0
2261;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1961;222533.0
2262;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1962;225913.0
2263;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1963;229123.0
2264;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1964;231585.0
2265;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1965;237035.0
2266;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1966;234339.0
2267;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1967;242763.0
2268;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1968;241199.0
2269;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1969;245049.0
2270;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1970;246635.0
2271;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1971;241294.0
2272;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1972;236479.0
2273;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1973;236491.0
2274;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1974;235786.0
2275;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1975;247063.0
2276;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1976;240190.0
2277;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1977;228489.0
2278;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1978;216059.0
2279;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1979;197554.0
2280;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1980;189471.0
2281;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1981;181289.0
2282;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1982;179249.0
2283;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1983;175530.0
2284;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1984;177284.0
2285;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1985;176149.0
2286;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1986;181629.0
2287;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1987;178896.0
2288;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1988;173149.0
2289;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1989;171816.0
2290;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1990;176810.0
2291;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1991;180937.0
2292;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1992;187152.0
2293;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1993;189439.0
2294;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1994;189359.0
2295;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1995;191897.0
2296;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1996;200452.0
2297;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1997;200887.0
2298;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1998;198600.0
2299;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;1999;197403.0
2300;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2000;198582.0
2301;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2001;194042.0
2302;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2002;194237.0
2303;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2003;195968.0
2304;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2004;202005.0
2305;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2005;203078.0
2306;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2006;207200.0
2307;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2007;203070.0
2308;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2008;200896.0
2309;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2009;199816.0
2310;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2010;193345.0
2311;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2011;187664.0
2312;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2012;185808.0
2313;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2013;182529.0
2314;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2014;185880.0
2315;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2015;185874.0
2316;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2016;185795.0
2317;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2017;182091.0
2318;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2018;179261.0
2319;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2019;175210.0
2320;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2020;179581.0
2321;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2021;175403.0
2322;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2022;176741.0
2323;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2023;175978.0
2324;Totaal mannen en vrouwen;5 jaar;Totaal burgerlijke staat;2024;175000.0
2325;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1950;204296.0
2326;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1951;192938.0
2327;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1952;269052.0
2328;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1953;254483.0
2329;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1954;237055.0
2330;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1955;226824.0
2331;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1956;220218.0
2332;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1957;218420.0
2333;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1958;222516.0
2334;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1959;221658.0
2335;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1960;222184.0
2336;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1961;222533.0
2337;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1962;225913.0
2338;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1963;229123.0
2339;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1964;231585.0
2340;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1965;237035.0
2341;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1966;234339.0
2342;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1967;242763.0
2343;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1968;241199.0
2344;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1969;245049.0
2345;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1970;246635.0
2346;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1971;241294.0
2347;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1972;236479.0
2348;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1973;236491.0
2349;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1974;235786.0
2350;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1975;247063.0
2351;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1976;240190.0
2352;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1977;228489.0
2353;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1978;216059.0
2354;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1979;197554.0
2355;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1980;189471.0
2356;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1981;181289.0
2357;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1982;179249.0
2358;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1983;175530.0
2359;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1984;177284.0
2360;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1985;176149.0
2361;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1986;181629.0
2362;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1987;178896.0
2363;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1988;173149.0
2364;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1989;171816.0
2365;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1990;176810.0
2366;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1991;180937.0
2367;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1992;187152.0
2368;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1993;189439.0
2369;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1994;189359.0
2370;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1995;191897.0
2371;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1996;200452.0
2372;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1997;200887.0
2373;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1998;198600.0
2374;Totaal mannen en vrouwen;5 jaar;Ongehuwd;1999;197403.0
2375;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2000;198582.0
2376;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2001;194042.0
2377;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2002;194237.0
2378;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2003;195968.0
2379;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2004;202005.0
2380;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2005;203078.0
2381;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2006;207200.0
2382;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2007;203070.0
2383;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2008;200896.0
2384;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2009;199816.0
2385;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2010;193345.0
2386;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2011;187664.0
2387;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2012;185808.0
2388;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2013;182529.0
2389;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2014;185880.0
2390;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2015;185874.0
2391;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2016;185795.0
2392;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2017;182091.0
2393;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2018;179261.0
2394;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2019;175210.0
2395;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2020;179581.0
2396;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2021;175403.0
2397;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2022;176741.0
2398;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2023;175978.0
2399;Totaal mannen en vrouwen;5 jaar;Ongehuwd;2024;175000.0
2400;Totaal mannen en vrouwen;5 jaar;Gehuwd;1950;
2401;Totaal mannen en vrouwen;5 jaar;Gehuwd;1951;
2402;Totaal mannen en vrouwen;5 jaar;Gehuwd;1952;
2403;Totaal mannen en vrouwen;5 jaar;Gehuwd;1953;
2404;Totaal mannen en vrouwen;5 jaar;Gehuwd;1954;
2405;Totaal mannen en vrouwen;5 jaar;Gehuwd;1955;
2406;Totaal mannen en vrouwen;5 jaar;Gehuwd;1956;
2407;Totaal mannen en vrouwen;5 jaar;Gehuwd;1957;
2408;Totaal mannen en vrouwen;5 jaar;Gehuwd;1958;
2409;Totaal mannen en vrouwen;5 jaar;Gehuwd;1959;
2410;Totaal mannen en vrouwen;5 jaar;Gehuwd;1960;
2411;Totaal mannen en vrouwen;5 jaar;Gehuwd;1961;
2412;Totaal mannen en vrouwen;5 jaar;Gehuwd;1962;
2413;Totaal mannen en vrouwen;5 jaar;Gehuwd;1963;
2414;Totaal mannen en vrouwen;5 jaar;Gehuwd;1964;
2415;Totaal mannen en vrouwen;5 jaar;Gehuwd;1965;
2416;Totaal mannen en vrouwen;5 jaar;Gehuwd;1966;
2417;Totaal mannen en vrouwen;5 jaar;Gehuwd;1967;
2418;Totaal mannen en vrouwen;5 jaar;Gehuwd;1968;
2419;Totaal mannen en vrouwen;5 jaar;Gehuwd;1969;
2420;Totaal mannen en vrouwen;5 jaar;Gehuwd;1970;
2421;Totaal mannen en vrouwen;5 jaar;Gehuwd;1971;
2422;Totaal mannen en vrouwen;5 jaar;Gehuwd;1972;
2423;Totaal mannen en vrouwen;5 jaar;Gehuwd;1973;
2424;Totaal mannen en vrouwen;5 jaar;Gehuwd;1974;
2425;Totaal mannen en vrouwen;5 jaar;Gehuwd;1975;
2426;Totaal mannen en vrouwen;5 jaar;Gehuwd;1976;
2427;Totaal mannen en vrouwen;5 jaar;Gehuwd;1977;
2428;Totaal mannen en vrouwen;5 jaar;Gehuwd;1978;
2429;Totaal mannen en vrouwen;5 jaar;Gehuwd;1979;
2430;Totaal mannen en vrouwen;5 jaar;Gehuwd;1980;
2431;Totaal mannen en vrouwen;5 jaar;Gehuwd;1981;
2432;Totaal mannen en vrouwen;5 jaar;Gehuwd;1982;
2433;Totaal mannen en vrouwen;5 jaar;Gehuwd;1983;
2434;Totaal mannen en vrouwen;5 jaar;Gehuwd;1984;
2435;Totaal mannen en vrouwen;5 jaar;Gehuwd;1985;
2436;Totaal mannen en vrouwen;5 jaar;Gehuwd;1986;
2437;Totaal mannen en vrouwen;5 jaar;Gehuwd;1987;
2438;Totaal mannen en vrouwen;5 jaar;Gehuwd;1988;
2439;Totaal mannen en vrouwen;5 jaar;Gehuwd;1989;
2440;Totaal mannen en vrouwen;5 jaar;Gehuwd;1990;
2441;Totaal mannen en vrouwen;5 jaar;Gehuwd;1991;
2442;Totaal mannen en vrouwen;5 jaar;Gehuwd;1992;
2443;Totaal mannen en vrouwen;5 jaar;Gehuwd;1993;
2444;Totaal mannen en vrouwen;5 jaar;Gehuwd;1994;
2445;Totaal mannen en vrouwen;5 jaar;Gehuwd;1995;
2446;Totaal mannen en vrouwen;5 jaar;Gehuwd;1996;
2447;Totaal mannen en vrouwen;5 jaar;Gehuwd;1997;
2448;Totaal mannen en vrouwen;5 jaar;Gehuwd;1998;
2449;Totaal mannen en vrouwen;5 jaar;Gehuwd;1999;
2450;Totaal mannen en vrouwen;5 jaar;Gehuwd;2000;
2451;Totaal mannen en vrouwen;5 jaar;Gehuwd;2001;
2452;Totaal mannen en vrouwen;5 jaar;Gehuwd;2002;
2453;Totaal mannen en vrouwen;5 jaar;Gehuwd;2003;
2454;Totaal mannen en vrouwen;5 jaar;Gehuwd;2004;
2455;Totaal mannen en vrouwen;5 jaar;Gehuwd;2005;
2456;Totaal mannen en vrouwen;5 jaar;Gehuwd;2006;
2457;Totaal mannen en vrouwen;5 jaar;Gehuwd;2007;
2458;Totaal mannen en vrouwen;5 jaar;Gehuwd;2008;
2459;Totaal mannen en vrouwen;5 jaar;Gehuwd;2009;
2460;Totaal mannen en vrouwen;5 jaar;Gehuwd;2010;
2461;Totaal mannen en vrouwen;5 jaar;Gehuwd;2011;
2462;Totaal mannen en vrouwen;5 jaar;Gehuwd;2012;
2463;Totaal mannen en vrouwen;5 jaar;Gehuwd;2013;
2464;Totaal mannen en vrouwen;5 jaar;Gehuwd;2014;
2465;Totaal mannen en vrouwen;5 jaar;Gehuwd;2015;
2466;Totaal mannen en vrouwen;5 jaar;Gehuwd;2016;
2467;Totaal mannen en vrouwen;5 jaar;Gehuwd;2017;
2468;Totaal mannen en vrouwen;5 jaar;Gehuwd;2018;
2469;Totaal mannen en vrouwen;5 jaar;Gehuwd;2019;
2470;Totaal mannen en vrouwen;5 jaar;Gehuwd;2020;
2471;Totaal mannen en vrouwen;5 jaar;Gehuwd;2021;
2472;Totaal mannen en vrouwen;5 jaar;Gehuwd;2022;
2473;Totaal mannen en vrouwen;5 jaar;Gehuwd;2023;
2474;Totaal mannen en vrouwen;5 jaar;Gehuwd;2024;
2475;Totaal mannen en vrouwen;5 jaar;Verweduwd;1950;
2476;Totaal mannen en vrouwen;5 jaar;Verweduwd;1951;
2477;Totaal mannen en vrouwen;5 jaar;Verweduwd;1952;
2478;Totaal mannen en vrouwen;5 jaar;Verweduwd;1953;
2479;Totaal mannen en vrouwen;5 jaar;Verweduwd;1954;
2480;Totaal mannen en vrouwen;5 jaar;Verweduwd;1955;
2481;Totaal mannen en vrouwen;5 jaar;Verweduwd;1956;
2482;Totaal mannen en vrouwen;5 jaar;Verweduwd;1957;
2483;Totaal mannen en vrouwen;5 jaar;Verweduwd;1958;
2484;Totaal mannen en vrouwen;5 jaar;Verweduwd;1959;
2485;Totaal mannen en vrouwen;5 jaar;Verweduwd;1960;
2486;Totaal mannen en vrouwen;5 jaar;Verweduwd;1961;
2487;Totaal mannen en vrouwen;5 jaar;Verweduwd;1962;
2488;Totaal mannen en vrouwen;5 jaar;Verweduwd;1963;
2489;Totaal mannen en vrouwen;5 jaar;Verweduwd;1964;
2490;Totaal mannen en vrouwen;5 jaar;Verweduwd;1965;
2491;Totaal mannen en vrouwen;5 jaar;Verweduwd;1966;
2492;Totaal mannen en vrouwen;5 jaar;Verweduwd;1967;
2493;Totaal mannen en vrouwen;5 jaar;Verweduwd;1968;
2494;Totaal mannen en vrouwen;5 jaar;Verweduwd;1969;
2495;Totaal mannen en vrouwen;5 jaar;Verweduwd;1970;
2496;Totaal mannen en vrouwen;5 jaar;Verweduwd;1971;
2497;Totaal mannen en vrouwen;5 jaar;Verweduwd;1972;
2498;Totaal mannen en vrouwen;5 jaar;Verweduwd;1973;
2499;Totaal mannen en vrouwen;5 jaar;Verweduwd;1974;
2500;Totaal mannen en vrouwen;5 jaar;Verweduwd;1975;
2501;Totaal mannen en vrouwen;5 jaar;Verweduwd;1976;
2502;Totaal mannen en vrouwen;5 jaar;Verweduwd;1977;
2503;Totaal mannen en vrouwen;5 jaar;Verweduwd;1978;
2504;Totaal mannen en vrouwen;5 jaar;Verweduwd;1979;
2505;Totaal mannen en vrouwen;5 jaar;Verweduwd;1980;
2506;Totaal mannen en vrouwen;5 jaar;Verweduwd;1981;
2507;Totaal mannen en vrouwen;5 jaar;Verweduwd;1982;
