ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;Bevolking_1
7155;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1980;249860.0
7156;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1981;250563.0
7157;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1982;254661.0
7158;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1983;256962.0
7159;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1984;250717.0
7160;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1985;245157.0
7161;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1986;243312.0
7162;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1987;243788.0
7163;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1988;255820.0
7164;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1989;248400.0
7165;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1990;237737.0
7166;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1991;224603.0
7167;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1992;205997.0
7168;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1993;197342.0
7169;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1994;188183.0
7170;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1995;186019.0
7171;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1996;182741.0
7172;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1997;185170.0
7173;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1998;184621.0
7174;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;1999;191013.0
7175;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2000;188880.0
7176;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2001;184444.0
7177;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2002;183888.0
7178;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2003;189584.0
7179;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2004;192758.0
7180;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2005;196833.0
7181;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2006;196835.0
7182;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2007;195474.0
7183;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2008;197693.0
7184;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2009;205908.0
7185;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2010;205851.0
7186;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2011;203609.0
7187;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2012;201817.0
7188;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2013;202655.0
7189;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2014;197496.0
7190;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2015;197661.0
7191;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2016;200001.0
7192;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2017;207779.0
7193;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2018;210774.0
7194;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2019;216614.0
7195;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2020;213523.0
7196;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2021;212171.0
7197;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2022;214061.0
7198;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2023;210913.0
7199;Totaal mannen en vrouwen;18 jaar;Totaal burgerlijke staat;2024;207754.0
7200;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1950;161101.0
7201;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1951;163217.0
7202;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1952;155824.0
7203;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1953;156718.0
7204;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1954;155406.0
7205;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1955;156763.0
7206;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1956;155861.0
7207;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1957;163234.0
7208;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1958;165364.0
7209;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1959;169494.0
7210;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1960;164693.0
7211;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1961;171685.0
7212;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1962;186190.0
7213;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1963;194792.0
7214;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1964;183060.0
7215;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1965;255923.0
7216;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1966;245322.0
7217;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1967;230014.0
7218;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1968;220148.0
7219;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1969;213792.0
7220;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1970;211568.0
7221;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1971;216186.0
7222;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1972;214358.0
7223;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1973;215568.0
7224;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1974;216816.0
7225;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1975;221898.0
7226;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1976;226654.0
7227;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1977;230146.0
7228;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1978;237100.0
7229;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1979;236093.0
7230;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1980;245490.0
7231;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1981;246329.0
7232;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1982;251027.0
7233;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1983;253480.0
7234;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1984;247996.0
7235;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1985;242858.0
7236;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1986;241361.0
7237;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1987;241735.0
7238;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1988;253797.0
7239;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1989;246104.0
7240;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1990;234931.0
7241;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1991;222047.0
7242;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1992;203436.0
7243;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1993;195191.0
7244;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1994;186365.0
7245;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1995;184602.0
7246;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1996;181633.0
7247;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1997;184134.0
7248;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1998;183638.0
7249;Totaal mannen en vrouwen;18 jaar;Ongehuwd;1999;190009.0
7250;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2000;187920.0
7251;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2001;183546.0
7252;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2002;183037.0
7253;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2003;188704.0
7254;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2004;191979.0
7255;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2005;196289.0
7256;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2006;196529.0
7257;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2007;195242.0
7258;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2008;197437.0
7259;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2009;205696.0
7260;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2010;205600.0
7261;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2011;203373.0
7262;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2012;201618.0
7263;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2013;202459.0
7264;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2014;197341.0
7265;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2015;197519.0
7266;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2016;199836.0
7267;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2017;207581.0
7268;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2018;210621.0
7269;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2019;216502.0
7270;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2020;213417.0
7271;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2021;212091.0
7272;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2022;213975.0
7273;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2023;210824.0
7274;Totaal mannen en vrouwen;18 jaar;Ongehuwd;2024;207661.0
7275;Totaal mannen en vrouwen;18 jaar;Gehuwd;1950;2209.0
7276;Totaal mannen en vrouwen;18 jaar;Gehuwd;1951;2451.0
7277;Totaal mannen en vrouwen;18 jaar;Gehuwd;1952;2585.0
7278;Totaal mannen en vrouwen;18 jaar;Gehuwd;1953;2525.0
7279;Totaal mannen en vrouwen;18 jaar;Gehuwd;1954;2459.0
7280;Totaal mannen en vrouwen;18 jaar;Gehuwd;1955;2596.0
7281;Totaal mannen en vrouwen;18 jaar;Gehuwd;1956;2672.0
7282;Totaal mannen en vrouwen;18 jaar;Gehuwd;1957;2831.0
7283;Totaal mannen en vrouwen;18 jaar;Gehuwd;1958;3054.0
7284;Totaal mannen en vrouwen;18 jaar;Gehuwd;1959;3363.0
7285;Totaal mannen en vrouwen;18 jaar;Gehuwd;1960;3578.0
7286;Totaal mannen en vrouwen;18 jaar;Gehuwd;1961;4016.0
7287;Totaal mannen en vrouwen;18 jaar;Gehuwd;1962;4638.0
7288;Totaal mannen en vrouwen;18 jaar;Gehuwd;1963;5095.0
7289;Totaal mannen en vrouwen;18 jaar;Gehuwd;1964;5168.0
7290;Totaal mannen en vrouwen;18 jaar;Gehuwd;1965;7274.0
7291;Totaal mannen en vrouwen;18 jaar;Gehuwd;1966;7539.0
7292;Totaal mannen en vrouwen;18 jaar;Gehuwd;1967;6913.0
7293;Totaal mannen en vrouwen;18 jaar;Gehuwd;1968;6849.0
7294;Totaal mannen en vrouwen;18 jaar;Gehuwd;1969;7044.0
7295;Totaal mannen en vrouwen;18 jaar;Gehuwd;1970;7535.0
7296;Totaal mannen en vrouwen;18 jaar;Gehuwd;1971;8265.0
7297;Totaal mannen en vrouwen;18 jaar;Gehuwd;1972;8458.0
7298;Totaal mannen en vrouwen;18 jaar;Gehuwd;1973;8640.0
7299;Totaal mannen en vrouwen;18 jaar;Gehuwd;1974;8422.0
7300;Totaal mannen en vrouwen;18 jaar;Gehuwd;1975;7764.0
7301;Totaal mannen en vrouwen;18 jaar;Gehuwd;1976;7286.0
7302;Totaal mannen en vrouwen;18 jaar;Gehuwd;1977;6311.0
7303;Totaal mannen en vrouwen;18 jaar;Gehuwd;1978;5515.0
7304;Totaal mannen en vrouwen;18 jaar;Gehuwd;1979;4983.0
7305;Totaal mannen en vrouwen;18 jaar;Gehuwd;1980;4313.0
7306;Totaal mannen en vrouwen;18 jaar;Gehuwd;1981;4181.0
7307;Totaal mannen en vrouwen;18 jaar;Gehuwd;1982;3604.0
7308;Totaal mannen en vrouwen;18 jaar;Gehuwd;1983;3435.0
7309;Totaal mannen en vrouwen;18 jaar;Gehuwd;1984;2676.0
7310;Totaal mannen en vrouwen;18 jaar;Gehuwd;1985;2262.0
7311;Totaal mannen en vrouwen;18 jaar;Gehuwd;1986;1904.0
7312;Totaal mannen en vrouwen;18 jaar;Gehuwd;1987;2028.0
7313;Totaal mannen en vrouwen;18 jaar;Gehuwd;1988;1970.0
7314;Totaal mannen en vrouwen;18 jaar;Gehuwd;1989;2239.0
7315;Totaal mannen en vrouwen;18 jaar;Gehuwd;1990;2779.0
7316;Totaal mannen en vrouwen;18 jaar;Gehuwd;1991;2535.0
7317;Totaal mannen en vrouwen;18 jaar;Gehuwd;1992;2535.0
7318;Totaal mannen en vrouwen;18 jaar;Gehuwd;1993;2125.0
7319;Totaal mannen en vrouwen;18 jaar;Gehuwd;1994;1770.0
7320;Totaal mannen en vrouwen;18 jaar;Gehuwd;1995;1397.0
7321;Totaal mannen en vrouwen;18 jaar;Gehuwd;1996;1093.0
7322;Totaal mannen en vrouwen;18 jaar;Gehuwd;1997;1024.0
7323;Totaal mannen en vrouwen;18 jaar;Gehuwd;1998;978.0
7324;Totaal mannen en vrouwen;18 jaar;Gehuwd;1999;994.0
7325;Totaal mannen en vrouwen;18 jaar;Gehuwd;2000;953.0
7326;Totaal mannen en vrouwen;18 jaar;Gehuwd;2001;889.0
7327;Totaal mannen en vrouwen;18 jaar;Gehuwd;2002;843.0
7328;Totaal mannen en vrouwen;18 jaar;Gehuwd;2003;876.0
7329;Totaal mannen en vrouwen;18 jaar;Gehuwd;2004;777.0
7330;Totaal mannen en vrouwen;18 jaar;Gehuwd;2005;540.0
7331;Totaal mannen en vrouwen;18 jaar;Gehuwd;2006;303.0
7332;Totaal mannen en vrouwen;18 jaar;Gehuwd;2007;230.0
7333;Totaal mannen en vrouwen;18 jaar;Gehuwd;2008;254.0
7334;Totaal mannen en vrouwen;18 jaar;Gehuwd;2009;210.0
7335;Totaal mannen en vrouwen;18 jaar;Gehuwd;2010;250.0
7336;Totaal mannen en vrouwen;18 jaar;Gehuwd;2011;231.0
7337;Totaal mannen en vrouwen;18 jaar;Gehuwd;2012;198.0
7338;Totaal mannen en vrouwen;18 jaar;Gehuwd;2013;193.0
7339;Totaal mannen en vrouwen;18 jaar;Gehuwd;2014;154.0
7340;Totaal mannen en vrouwen;18 jaar;Gehuwd;2015;139.0
7341;Totaal mannen en vrouwen;18 jaar;Gehuwd;2016;161.0
7342;Totaal mannen en vrouwen;18 jaar;Gehuwd;2017;195.0
7343;Totaal mannen en vrouwen;18 jaar;Gehuwd;2018;150.0
7344;Totaal mannen en vrouwen;18 jaar;Gehuwd;2019;110.0
7345;Totaal mannen en vrouwen;18 jaar;Gehuwd;2020;105.0
7346;Totaal mannen en vrouwen;18 jaar;Gehuwd;2021;77.0
7347;Totaal mannen en vrouwen;18 jaar;Gehuwd;2022;85.0
7348;Totaal mannen en vrouwen;18 jaar;Gehuwd;2023;88.0
7349;Totaal mannen en vrouwen;18 jaar;Gehuwd;2024;93.0
7350;Totaal mannen en vrouwen;18 jaar;Verweduwd;1950;1.0
7351;Totaal mannen en vrouwen;18 jaar;Verweduwd;1951;1.0
7352;Totaal mannen en vrouwen;18 jaar;Verweduwd;1952;2.0
7353;Totaal mannen en vrouwen;18 jaar;Verweduwd;1953;0.0
7354;Totaal mannen en vrouwen;18 jaar;Verweduwd;1954;2.0
7355;Totaal mannen en vrouwen;18 jaar;Verweduwd;1955;2.0
7356;Totaal mannen en vrouwen;18 jaar;Verweduwd;1956;0.0
7357;Totaal mannen en vrouwen;18 jaar;Verweduwd;1957;0.0
7358;Totaal mannen en vrouwen;18 jaar;Verweduwd;1958;0.0
7359;Totaal mannen en vrouwen;18 jaar;Verweduwd;1959;3.0
7360;Totaal mannen en vrouwen;18 jaar;Verweduwd;1960;1.0
7361;Totaal mannen en vrouwen;18 jaar;Verweduwd;1961;8.0
7362;Totaal mannen en vrouwen;18 jaar;Verweduwd;1962;3.0
7363;Totaal mannen en vrouwen;18 jaar;Verweduwd;1963;11.0
7364;Totaal mannen en vrouwen;18 jaar;Verweduwd;1964;1.0
7365;Totaal mannen en vrouwen;18 jaar;Verweduwd;1965;4.0
7366;Totaal mannen en vrouwen;18 jaar;Verweduwd;1966;4.0
7367;Totaal mannen en vrouwen;18 jaar;Verweduwd;1967;3.0
7368;Totaal mannen en vrouwen;18 jaar;Verweduwd;1968;2.0
7369;Totaal mannen en vrouwen;18 jaar;Verweduwd;1969;5.0
7370;Totaal mannen en vrouwen;18 jaar;Verweduwd;1970;5.0
7371;Totaal mannen en vrouwen;18 jaar;Verweduwd;1971;7.0
7372;Totaal mannen en vrouwen;18 jaar;Verweduwd;1972;4.0
7373;Totaal mannen en vrouwen;18 jaar;Verweduwd;1973;9.0
7374;Totaal mannen en vrouwen;18 jaar;Verweduwd;1974;3.0
7375;Totaal mannen en vrouwen;18 jaar;Verweduwd;1975;8.0
7376;Totaal mannen en vrouwen;18 jaar;Verweduwd;1976;6.0
7377;Totaal mannen en vrouwen;18 jaar;Verweduwd;1977;6.0
7378;Totaal mannen en vrouwen;18 jaar;Verweduwd;1978;7.0
7379;Totaal mannen en vrouwen;18 jaar;Verweduwd;1979;4.0
7380;Totaal mannen en vrouwen;18 jaar;Verweduwd;1980;9.0
7381;Totaal mannen en vrouwen;18 jaar;Verweduwd;1981;6.0
7382;Totaal mannen en vrouwen;18 jaar;Verweduwd;1982;5.0
7383;Totaal mannen en vrouwen;18 jaar;Verweduwd;1983;5.0
7384;Totaal mannen en vrouwen;18 jaar;Verweduwd;1984;5.0
7385;Totaal mannen en vrouwen;18 jaar;Verweduwd;1985;8.0
7386;Totaal mannen en vrouwen;18 jaar;Verweduwd;1986;13.0
7387;Totaal mannen en vrouwen;18 jaar;Verweduwd;1987;2.0
7388;Totaal mannen en vrouwen;18 jaar;Verweduwd;1988;11.0
7389;Totaal mannen en vrouwen;18 jaar;Verweduwd;1989;7.0
7390;Totaal mannen en vrouwen;18 jaar;Verweduwd;1990;6.0
7391;Totaal mannen en vrouwen;18 jaar;Verweduwd;1991;1.0
7392;Totaal mannen en vrouwen;18 jaar;Verweduwd;1992;3.0
7393;Totaal mannen en vrouwen;18 jaar;Verweduwd;1993;1.0
7394;Totaal mannen en vrouwen;18 jaar;Verweduwd;1994;11.0
7395;Totaal mannen en vrouwen;18 jaar;Verweduwd;1995;1.0
7396;Totaal mannen en vrouwen;18 jaar;Verweduwd;1996;2.0
7397;Totaal mannen en vrouwen;18 jaar;Verweduwd;1997;0.0
7398;Totaal mannen en vrouwen;18 jaar;Verweduwd;1998;2.0
7399;Totaal mannen en vrouwen;18 jaar;Verweduwd;1999;1.0
7400;Totaal mannen en vrouwen;18 jaar;Verweduwd;2000;1.0
7401;Totaal mannen en vrouwen;18 jaar;Verweduwd;2001;2.0
7402;Totaal mannen en vrouwen;18 jaar;Verweduwd;2002;1.0
7403;Totaal mannen en vrouwen;18 jaar;Verweduwd;2003;0.0
7404;Totaal mannen en vrouwen;18 jaar;Verweduwd;2004;0.0
7405;Totaal mannen en vrouwen;18 jaar;Verweduwd;2005;0.0
7406;Totaal mannen en vrouwen;18 jaar;Verweduwd;2006;0.0
7407;Totaal mannen en vrouwen;18 jaar;Verweduwd;2007;0.0
7408;Totaal mannen en vrouwen;18 jaar;Verweduwd;2008;0.0
7409;Totaal mannen en vrouwen;18 jaar;Verweduwd;2009;0.0
7410;Totaal mannen en vrouwen;18 jaar;Verweduwd;2010;0.0
7411;Totaal mannen en vrouwen;18 jaar;Verweduwd;2011;1.0
7412;Totaal mannen en vrouwen;18 jaar;Verweduwd;2012;0.0
7413;Totaal mannen en vrouwen;18 jaar;Verweduwd;2013;1.0
7414;Totaal mannen en vrouwen;18 jaar;Verweduwd;2014;0.0
7415;Totaal mannen en vrouwen;18 jaar;Verweduwd;2015;0.0
7416;Totaal mannen en vrouwen;18 jaar;Verweduwd;2016;1.0
7417;Totaal mannen en vrouwen;18 jaar;Verweduwd;2017;1.0
7418;Totaal mannen en vrouwen;18 jaar;Verweduwd;2018;0.0
7419;Totaal mannen en vrouwen;18 jaar;Verweduwd;2019;0.0
7420;Totaal mannen en vrouwen;18 jaar;Verweduwd;2020;0.0
7421;Totaal mannen en vrouwen;18 jaar;Verweduwd;2021;0.0
7422;Totaal mannen en vrouwen;18 jaar;Verweduwd;2022;0.0
7423;Totaal mannen en vrouwen;18 jaar;Verweduwd;2023;1.0
7424;Totaal mannen en vrouwen;18 jaar;Verweduwd;2024;0.0
7425;Totaal mannen en vrouwen;18 jaar;Gescheiden;1950;5.0
7426;Totaal mannen en vrouwen;18 jaar;Gescheiden;1951;7.0
7427;Totaal mannen en vrouwen;18 jaar;Gescheiden;1952;6.0
7428;Totaal mannen en vrouwen;18 jaar;Gescheiden;1953;5.0
7429;Totaal mannen en vrouwen;18 jaar;Gescheiden;1954;8.0
7430;Totaal mannen en vrouwen;18 jaar;Gescheiden;1955;15.0
7431;Totaal mannen en vrouwen;18 jaar;Gescheiden;1956;8.0
7432;Totaal mannen en vrouwen;18 jaar;Gescheiden;1957;13.0
7433;Totaal mannen en vrouwen;18 jaar;Gescheiden;1958;11.0
7434;Totaal mannen en vrouwen;18 jaar;Gescheiden;1959;6.0
7435;Totaal mannen en vrouwen;18 jaar;Gescheiden;1960;9.0
7436;Totaal mannen en vrouwen;18 jaar;Gescheiden;1961;12.0
7437;Totaal mannen en vrouwen;18 jaar;Gescheiden;1962;16.0
7438;Totaal mannen en vrouwen;18 jaar;Gescheiden;1963;16.0
7439;Totaal mannen en vrouwen;18 jaar;Gescheiden;1964;16.0
7440;Totaal mannen en vrouwen;18 jaar;Gescheiden;1965;20.0
7441;Totaal mannen en vrouwen;18 jaar;Gescheiden;1966;28.0
7442;Totaal mannen en vrouwen;18 jaar;Gescheiden;1967;25.0
7443;Totaal mannen en vrouwen;18 jaar;Gescheiden;1968;30.0
7444;Totaal mannen en vrouwen;18 jaar;Gescheiden;1969;21.0
7445;Totaal mannen en vrouwen;18 jaar;Gescheiden;1970;26.0
7446;Totaal mannen en vrouwen;18 jaar;Gescheiden;1971;28.0
7447;Totaal mannen en vrouwen;18 jaar;Gescheiden;1972;31.0
7448;Totaal mannen en vrouwen;18 jaar;Gescheiden;1973;31.0
7449;Totaal mannen en vrouwen;18 jaar;Gescheiden;1974;44.0
7450;Totaal mannen en vrouwen;18 jaar;Gescheiden;1975;37.0
7451;Totaal mannen en vrouwen;18 jaar;Gescheiden;1976;50.0
7452;Totaal mannen en vrouwen;18 jaar;Gescheiden;1977;47.0
7453;Totaal mannen en vrouwen;18 jaar;Gescheiden;1978;45.0
7454;Totaal mannen en vrouwen;18 jaar;Gescheiden;1979;47.0
7455;Totaal mannen en vrouwen;18 jaar;Gescheiden;1980;48.0
7456;Totaal mannen en vrouwen;18 jaar;Gescheiden;1981;47.0
7457;Totaal mannen en vrouwen;18 jaar;Gescheiden;1982;25.0
7458;Totaal mannen en vrouwen;18 jaar;Gescheiden;1983;42.0
7459;Totaal mannen en vrouwen;18 jaar;Gescheiden;1984;40.0
7460;Totaal mannen en vrouwen;18 jaar;Gescheiden;1985;29.0
7461;Totaal mannen en vrouwen;18 jaar;Gescheiden;1986;34.0
7462;Totaal mannen en vrouwen;18 jaar;Gescheiden;1987;23.0
7463;Totaal mannen en vrouwen;18 jaar;Gescheiden;1988;42.0
7464;Totaal mannen en vrouwen;18 jaar;Gescheiden;1989;50.0
7465;Totaal mannen en vrouwen;18 jaar;Gescheiden;1990;21.0
7466;Totaal mannen en vrouwen;18 jaar;Gescheiden;1991;20.0
7467;Totaal mannen en vrouwen;18 jaar;Gescheiden;1992;23.0
7468;Totaal mannen en vrouwen;18 jaar;Gescheiden;1993;25.0
7469;Totaal mannen en vrouwen;18 jaar;Gescheiden;1994;37.0
7470;Totaal mannen en vrouwen;18 jaar;Gescheiden;1995;19.0
7471;Totaal mannen en vrouwen;18 jaar;Gescheiden;1996;13.0
7472;Totaal mannen en vrouwen;18 jaar;Gescheiden;1997;12.0
7473;Totaal mannen en vrouwen;18 jaar;Gescheiden;1998;3.0
7474;Totaal mannen en vrouwen;18 jaar;Gescheiden;1999;9.0
7475;Totaal mannen en vrouwen;18 jaar;Gescheiden;2000;6.0
7476;Totaal mannen en vrouwen;18 jaar;Gescheiden;2001;7.0
7477;Totaal mannen en vrouwen;18 jaar;Gescheiden;2002;7.0
7478;Totaal mannen en vrouwen;18 jaar;Gescheiden;2003;4.0
7479;Totaal mannen en vrouwen;18 jaar;Gescheiden;2004;2.0
7480;Totaal mannen en vrouwen;18 jaar;Gescheiden;2005;4.0
7481;Totaal mannen en vrouwen;18 jaar;Gescheiden;2006;3.0
7482;Totaal mannen en vrouwen;18 jaar;Gescheiden;2007;2.0
7483;Totaal mannen en vrouwen;18 jaar;Gescheiden;2008;2.0
7484;Totaal mannen en vrouwen;18 jaar;Gescheiden;2009;2.0
7485;Totaal mannen en vrouwen;18 jaar;Gescheiden;2010;1.0
7486;Totaal mannen en vrouwen;18 jaar;Gescheiden;2011;4.0
7487;Totaal mannen en vrouwen;18 jaar;Gescheiden;2012;1.0
7488;Totaal mannen en vrouwen;18 jaar;Gescheiden;2013;2.0
7489;Totaal mannen en vrouwen;18 jaar;Gescheiden;2014;1.0
7490;Totaal mannen en vrouwen;18 jaar;Gescheiden;2015;3.0
7491;Totaal mannen en vrouwen;18 jaar;Gescheiden;2016;3.0
7492;Totaal mannen en vrouwen;18 jaar;Gescheiden;2017;2.0
7493;Totaal mannen en vrouwen;18 jaar;Gescheiden;2018;3.0
7494;Totaal mannen en vrouwen;18 jaar;Gescheiden;2019;2.0
7495;Totaal mannen en vrouwen;18 jaar;Gescheiden;2020;1.0
7496;Totaal mannen en vrouwen;18 jaar;Gescheiden;2021;3.0
7497;Totaal mannen en vrouwen;18 jaar;Gescheiden;2022;1.0
7498;Totaal mannen en vrouwen;18 jaar;Gescheiden;2023;0.0
7499;Totaal mannen en vrouwen;18 jaar;Gescheiden;2024;0.0
7500;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1950;167339.0
7501;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1951;163339.0
7502;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1952;165073.0
7503;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1953;157453.0
7504;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1954;158443.0
7505;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1955;157270.0
7506;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1956;159012.0
7507;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1957;158417.0
7508;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1958;165815.0
7509;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1959;168190.0
7510;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1960;172242.0
7511;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1961;167865.0
7512;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1962;175527.0
7513;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1963;190900.0
7514;Totaal mannen en vrouwen;19 jaar;Totaal burgerlijke staat;1964;199773.0
