ID;Sectors;CombinedHeatAndPowerCHP;InstallationTypes;Periods;TotalInput_1;NaturalGasInput_2;FuelOilInput_3;HardCoalInput_4;OtherFuelInput_5;TotalInput_6;NaturalGasInput_7;FuelOilInput_8;HardCoalInput_9;OtherFuelInput_10;TotalOutput_11;ElectricityOutput_12;HeatOutput_13;TotalOutput_14;ElectricityOutput_15;HeatOutput_16;ElectricalPower_17;ThermalPower_18;Installations_19
7051;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2003;1273.0;39020.0;;;38.0;1273.0;1235.0;;;38.0;1044.0;117470.0;621.0;1044.0;423.0;621.0;34.0;167645.0;76.0
7052;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2004;1254.0;38424.0;;;38.0;1254.0;1216.0;;;38.0;1027.0;115451.0;611.0;1027.0;416.0;611.0;33.0;163430.0;75.0
7053;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2005;1194.0;36521.0;;;38.0;1194.0;1156.0;;;38.0;978.0;109867.0;582.0;978.0;396.0;582.0;31.0;155000.0;73.0
7054;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2006;1194.0;36521.0;;;38.0;1194.0;1156.0;;;38.0;978.0;109867.0;582.0;978.0;396.0;582.0;31.0;154064.0;72.0
7055;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2007;1308.0;41325.0;;;;1308.0;1308.0;;;;1053.0;124060.0;607.0;1053.0;447.0;607.0;31.0;154064.0;72.0
7056;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2008;1308.0;41325.0;;;;1308.0;1308.0;;;;1054.0;124060.0;607.0;1054.0;447.0;607.0;31.0;154064.0;72.0
7057;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2009;1478.0;46700.0;;;;1478.0;1478.0;;;;1191.0;140231.0;686.0;1191.0;505.0;686.0;31.0;154064.0;72.0
7058;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2010;1478.0;46700.0;;;;1478.0;1478.0;;;;1191.0;140231.0;686.0;1191.0;505.0;686.0;31.0;154064.0;72.0
7059;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2011;1478.0;46700.0;;;;1478.0;1478.0;;;;1191.0;140231.0;686.0;1191.0;505.0;686.0;31.0;154064.0;72.0
7060;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2012;1613.0;42030.0;;;282.0;1613.0;1330.0;;;282.0;1160.0;149868.0;620.0;1160.0;540.0;620.0;31.0;154064.0;72.0
7061;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2013;1613.0;42030.0;;;282.0;1613.0;1330.0;;;282.0;1226.0;149868.0;686.0;1226.0;540.0;686.0;31.0;154064.0;72.0
7062;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2014;1878.0;53000.0;;;201.0;1878.0;1677.0;;;201.0;1391.0;178000.0;750.0;1391.0;641.0;750.0;31.0;154064.0;72.0
7063;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2015;6772.0;173360.0;;;1285.0;6772.0;5487.0;;;1285.0;4184.0;606958.0;1998.0;4184.0;2185.0;1998.0;124.0;516729.0;95.0
7064;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2016;5654.0;148057.0;;;968.0;5654.0;4686.0;;;968.0;4054.0;515070.0;2200.0;4054.0;1854.0;2200.0;122.0;514641.0;93.0
7065;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2017;4326.0;111790.0;;;787.0;4326.0;3538.0;;;787.0;3236.0;321401.0;2079.0;3236.0;1157.0;2079.0;122.0;514555.0;92.0
7066;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2018;4459.0;120743.0;;;638.0;4459.0;3822.0;;;638.0;3287.0;377669.0;1928.0;3287.0;1360.0;1928.0;120.0;511387.0;91.0
7067;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2019;3987.0;107873.0;;;573.0;3987.0;3414.0;;;573.0;3303.0;399408.0;1865.0;3303.0;1438.0;1865.0;120.0;511387.0;91.0
7068;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2020;3996.0;105610.0;;;653.0;3996.0;3343.0;;;653.0;3300.0;400871.0;1856.0;3300.0;1443.0;1856.0;120.0;440653.0;90.0
7069;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2021;2873.0;66553.0;;;766.0;2873.0;2106.0;;;766.0;2353.0;263095.0;1405.0;2353.0;947.0;1405.0;116.0;478788.0;78.0
7070;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2022;2600.0;59525.0;;;716.0;2600.0;1884.0;;;716.0;2097.0;242288.0;1225.0;2097.0;872.0;1225.0;100.0;369104.0;73.0
7071;Distribution companies;Total CHP and Eonly installations;Internal combustion engines;2023;2716.0;66147.0;;;623.0;2716.0;2094.0;;;623.0;2238.0;262525.0;1293.0;2238.0;945.0;1293.0;99.0;387068.0;39.0
7072;Distribution companies;Total CHP and Eonly installations;Steam turbines;1998;15.0;;;;15.0;15.0;;;;15.0;12.0;1400.0;7.0;12.0;5.0;7.0;11.0;177640.0;4.0
7073;Distribution companies;Total CHP and Eonly installations;Steam turbines;1999;94.0;;;;94.0;94.0;;;;94.0;73.0;6500.0;50.0;73.0;23.0;50.0;1.0;13680.0;1.0
7074;Distribution companies;Total CHP and Eonly installations;Steam turbines;2000;2589.0;412.0;;;2576.0;2589.0;13.0;;;2576.0;760.0;197108.0;50.0;760.0;710.0;50.0;28.0;13680.0;2.0
7075;Distribution companies;Total CHP and Eonly installations;Steam turbines;2001;2195.0;248.0;;;2187.0;2195.0;8.0;;;2187.0;651.0;167016.0;50.0;651.0;601.0;50.0;28.0;13680.0;2.0
7076;Distribution companies;Total CHP and Eonly installations;Steam turbines;2002;2195.0;248.0;;;2187.0;2195.0;8.0;;;2187.0;651.0;167016.0;50.0;651.0;601.0;50.0;28.0;13680.0;2.0
7077;Distribution companies;Total CHP and Eonly installations;Steam turbines;2003;2424.0;170.0;;;2419.0;2424.0;5.0;;;2419.0;674.0;182123.0;18.0;674.0;656.0;18.0;28.0;13680.0;2.0
7078;Distribution companies;Total CHP and Eonly installations;Steam turbines;2004;2410.0;259.0;;;2402.0;2410.0;8.0;;;2402.0;666.0;182504.0;9.0;666.0;657.0;9.0;28.0;13680.0;2.0
7079;Distribution companies;Total CHP and Eonly installations;Steam turbines;2005;2511.0;158.0;;;2506.0;2511.0;5.0;;;2506.0;681.0;187933.0;4.0;681.0;677.0;4.0;28.0;13680.0;2.0
7080;Distribution companies;Total CHP and Eonly installations;Steam turbines;2006;2414.0;347.0;;;2403.0;2414.0;11.0;;;2403.0;714.0;180751.0;63.0;714.0;651.0;63.0;28.0;13680.0;2.0
7081;Distribution companies;Total CHP and Eonly installations;Steam turbines;2007;2443.0;382.0;;;2430.0;2443.0;12.0;;;2430.0;727.0;176578.0;91.0;727.0;636.0;91.0;28.0;13680.0;2.0
7082;Distribution companies;Total CHP and Eonly installations;Steam turbines;2008;2476.0;108.0;;;2473.0;2476.0;3.0;;;2473.0;747.0;183415.0;87.0;747.0;660.0;87.0;28.0;13680.0;2.0
7083;Distribution companies;Total CHP and Eonly installations;Steam turbines;2009;2508.0;419.0;;;2495.0;2508.0;13.0;;;2495.0;663.0;170982.0;47.0;663.0;616.0;47.0;28.0;13680.0;2.0
7084;Distribution companies;Total CHP and Eonly installations;Steam turbines;2010;1424.0;95.0;;;1421.0;1424.0;3.0;;;1421.0;411.0;96823.0;62.0;411.0;349.0;62.0;28.0;13680.0;2.0
7085;Distribution companies;Total CHP and Eonly installations;Steam turbines;2011;180.0;;;;180.0;180.0;;;;180.0;92.0;5505.0;72.0;92.0;20.0;72.0;28.0;13680.0;2.0
7086;Distribution companies;Total CHP and Eonly installations;Steam turbines;2012;726.0;106.0;;;722.0;726.0;3.0;;;722.0;233.0;42476.0;80.0;233.0;153.0;80.0;28.0;13680.0;2.0
7087;Distribution companies;Total CHP and Eonly installations;Steam turbines;2013;8841.0;;;;8841.0;8841.0;;;;8841.0;2142.0;578640.0;59.0;2142.0;2083.0;59.0;123.0;13680.0;4.0
7088;Distribution companies;Total CHP and Eonly installations;Steam turbines;2014;9452.0;;;;9452.0;9452.0;;;;9452.0;2762.0;743120.0;87.0;2762.0;2675.0;87.0;123.0;13680.0;4.0
7089;Distribution companies;Total CHP and Eonly installations;Steam turbines;2015;13167.0;240.0;372.0;;13144.0;13167.0;8.0;16.0;;13144.0;3991.0;1103123.0;19.0;3991.0;3971.0;19.0;161.0;0.0;4.0
7090;Distribution companies;Total CHP and Eonly installations;Steam turbines;2016;14389.0;348.0;396.0;;14361.0;14389.0;11.0;17.0;;14361.0;4425.0;1162416.0;240.0;4425.0;4185.0;240.0;162.0;482280.0;6.0
7091;Distribution companies;Total CHP and Eonly installations;Steam turbines;2017;13592.0;294.0;804.0;;13549.0;13592.0;9.0;35.0;;13549.0;5435.0;935413.0;2068.0;5435.0;3367.0;2068.0;165.0;562920.0;9.0
7092;Distribution companies;Total CHP and Eonly installations;Steam turbines;2018;13398.0;253.0;693.0;;13360.0;13398.0;8.0;30.0;;13360.0;5226.0;780857.0;2415.0;5226.0;2811.0;2415.0;165.0;751420.0;9.0
7093;Distribution companies;Total CHP and Eonly installations;Steam turbines;2019;16196.0;122.0;649.0;;16164.0;16196.0;4.0;28.0;;16164.0;6725.0;916148.0;3427.0;6725.0;3298.0;3427.0;171.0;956260.0;13.0
7094;Distribution companies;Total CHP and Eonly installations;Steam turbines;2020;17321.0;256.0;223.0;;17303.0;17321.0;8.0;10.0;;17303.0;7333.0;1000481.0;3732.0;7333.0;3602.0;3732.0;189.0;958792.0;13.0
7095;Distribution companies;Total CHP and Eonly installations;Steam turbines;2021;17018.0;215.0;492.0;;16990.0;17018.0;7.0;21.0;;16990.0;7313.0;945745.0;3908.0;7313.0;3405.0;3908.0;194.0;1068592.0;15.0
7096;Distribution companies;Total CHP and Eonly installations;Steam turbines;2022;17462.0;247.0;925.0;;17415.0;17462.0;8.0;40.0;;17415.0;7368.0;1036421.0;3637.0;7368.0;3731.0;3637.0;208.0;1078708.0;15.0
7097;Distribution companies;Total CHP and Eonly installations;Steam turbines;2023;16025.0;182.0;503.0;;15997.0;16025.0;6.0;22.0;;15997.0;6606.0;998504.0;3012.0;6606.0;3595.0;3012.0;208.0;1070068.0;15.0
7098;Distribution companies;Total CHP and Eonly installations;Combined cycle units;1998;9590.0;303005.0;;;;9590.0;9590.0;;;;6337.0;1200769.0;2015.0;6337.0;4323.0;2015.0;198.0;529000.0;5.0
7099;Distribution companies;Total CHP and Eonly installations;Combined cycle units;1999;9670.0;305544.0;;;;9670.0;9670.0;;;;6342.0;1222543.0;1941.0;6342.0;4401.0;1941.0;198.0;529000.0;5.0
7100;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2000;10148.0;320642.0;;;;10148.0;10148.0;;;;6414.0;1243348.0;1938.0;6414.0;4476.0;1938.0;198.0;529000.0;5.0
7101;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2001;6851.0;216467.0;;;;6851.0;6851.0;;;;4464.0;824193.0;1497.0;4464.0;2967.0;1497.0;198.0;529000.0;5.0
7102;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2002;5775.0;182457.0;;;;5775.0;5775.0;;;;4156.0;628129.0;1894.0;4156.0;2261.0;1894.0;163.0;413800.0;4.0
7103;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2003;4992.0;157719.0;;;;4992.0;4992.0;;;;3259.0;607758.0;1071.0;3259.0;2188.0;1071.0;163.0;413800.0;4.0
7104;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2004;5626.0;177759.0;;;;5626.0;5626.0;;;;3912.0;556713.0;1908.0;3912.0;2004.0;1908.0;163.0;413800.0;4.0
7105;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2005;5282.0;166877.0;;;;5282.0;5282.0;;;;3635.0;514968.0;1781.0;3635.0;1854.0;1781.0;163.0;413800.0;4.0
7106;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2006;4954.0;156514.0;;;;4954.0;4954.0;;;;3314.0;472875.0;1612.0;3314.0;1702.0;1612.0;163.0;413800.0;4.0
7107;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2007;5375.0;169824.0;;;;5375.0;5375.0;;;;3550.0;526545.0;1655.0;3550.0;1896.0;1655.0;163.0;413800.0;4.0
7108;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2008;5089.0;160802.0;;;;5089.0;5089.0;;;;3260.0;504433.0;1444.0;3260.0;1816.0;1444.0;163.0;413800.0;4.0
7109;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2009;6638.0;209734.0;;;;6638.0;6638.0;;;;4051.0;722180.0;1451.0;4051.0;2600.0;1451.0;163.0;413800.0;4.0
7110;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2010;6906.0;218209.0;;;;6906.0;6906.0;;;;4208.0;745886.0;1523.0;4208.0;2685.0;1523.0;163.0;413800.0;4.0
7111;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2011;4884.0;154315.0;;;;4884.0;4884.0;;;;3021.0;547565.0;1050.0;3021.0;1971.0;1050.0;163.0;413800.0;4.0
7112;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2012;2493.0;78758.0;;;;2493.0;2493.0;;;;1653.0;242096.0;782.0;1653.0;872.0;782.0;163.0;413800.0;4.0
7113;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2013;1553.0;49059.0;;;;1553.0;1553.0;;;;1177.0;172689.0;555.0;1177.0;622.0;555.0;163.0;413800.0;4.0
7114;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2014;1412.0;44608.0;;;;1412.0;1412.0;;;;1037.0;147464.0;506.0;1037.0;531.0;506.0;163.0;413800.0;4.0
7115;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2015;720.0;22744.0;;;;720.0;720.0;;;;563.0;80653.0;273.0;563.0;290.0;273.0;111.0;265800.0;3.0
7116;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2016;1023.0;32336.0;;;;1023.0;1023.0;;;;832.0;112496.0;427.0;832.0;405.0;427.0;111.0;265800.0;3.0
7117;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2017;1590.0;50239.0;;;;1590.0;1590.0;;;;1416.0;138889.0;916.0;1416.0;500.0;916.0;111.0;265800.0;3.0
7118;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2018;1006.0;31784.0;;;;1006.0;1006.0;;;;793.0;109208.0;400.0;793.0;393.0;400.0;111.0;265800.0;3.0
7119;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2019;1006.0;31800.0;;;;1006.0;1006.0;;;;887.0;113094.0;480.0;887.0;407.0;480.0;111.0;265800.0;3.0
7120;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2020;945.0;29866.0;;;;945.0;945.0;;;;834.0;106308.0;451.0;834.0;383.0;451.0;111.0;265800.0;3.0
7121;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2021;473.0;14933.0;;;;473.0;473.0;;;;398.0;53154.0;206.0;398.0;191.0;206.0;111.0;265800.0;3.0
7122;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2022;686.0;21674.0;;;;686.0;686.0;;;;617.0;62622.0;392.0;617.0;225.0;392.0;111.0;265824.0;3.0
7123;Distribution companies;Total CHP and Eonly installations;Combined cycle units;2023;3.0;82.0;;;;3.0;3.0;;;;2.0;270.0;1.0;2.0;1.0;1.0;111.0;265824.0;3.0
7124;Distribution companies;Total CHP and Eonly installations;Gas turbines;1998;6297.0;198946.0;;;;6297.0;6297.0;;;;3851.0;778824.0;1048.0;3851.0;2804.0;1048.0;120.0;696000.0;2.0
7125;Distribution companies;Total CHP and Eonly installations;Gas turbines;1999;7605.0;240290.0;;;;7605.0;7605.0;;;;4560.0;944375.0;1160.0;4560.0;3400.0;1160.0;120.0;696000.0;2.0
7126;Distribution companies;Total CHP and Eonly installations;Gas turbines;2000;6938.0;219225.0;;;;6938.0;6938.0;;;;4366.0;859185.0;1273.0;4366.0;3093.0;1273.0;120.0;696000.0;2.0
7127;Distribution companies;Total CHP and Eonly installations;Gas turbines;2001;4256.0;134478.0;;;;4256.0;4256.0;;;;2371.0;477452.0;652.0;2371.0;1719.0;652.0;120.0;696000.0;2.0
7128;Distribution companies;Total CHP and Eonly installations;Gas turbines;2002;4118.0;130110.0;;;;4118.0;4118.0;;;;3041.0;461682.0;1379.0;3041.0;1662.0;1379.0;120.0;696000.0;2.0
7129;Distribution companies;Total CHP and Eonly installations;Gas turbines;2003;4610.0;145652.0;;;;4610.0;4610.0;;;;2352.0;511646.0;510.0;2352.0;1842.0;510.0;120.0;696000.0;2.0
7130;Distribution companies;Total CHP and Eonly installations;Gas turbines;2004;2220.0;70154.0;;;;2220.0;2220.0;;;;1357.0;296993.0;287.0;1357.0;1069.0;287.0;120.0;696000.0;2.0
7131;Distribution companies;Total CHP and Eonly installations;Gas turbines;2005;1469.0;46399.0;;;;1469.0;1469.0;;;;616.0;171056.0;;616.0;616.0;;120.0;696000.0;2.0
7132;Distribution companies;Total CHP and Eonly installations;Gas turbines;2006;1753.0;55388.0;;;;1753.0;1753.0;;;;753.0;209278.0;;753.0;753.0;;120.0;696000.0;2.0
7133;Distribution companies;Total CHP and Eonly installations;Gas turbines;2007;2214.0;69962.0;;;;2214.0;2214.0;;;;990.0;274906.0;;990.0;990.0;;120.0;696000.0;2.0
7134;Distribution companies;Total CHP and Eonly installations;Gas turbines;2008;1998.0;63141.0;;;;1998.0;1998.0;;;;878.0;243931.0;;878.0;878.0;;120.0;696000.0;2.0
7135;Distribution companies;Total CHP and Eonly installations;Gas turbines;2009;2821.0;89127.0;;;;2821.0;2821.0;;;;1235.0;343098.0;;1235.0;1235.0;;120.0;696000.0;2.0
7136;Distribution companies;Total CHP and Eonly installations;Gas turbines;2010;1253.0;39597.0;;;;1253.0;1253.0;;;;541.0;150233.0;;541.0;541.0;;120.0;696000.0;2.0
7137;Distribution companies;Total CHP and Eonly installations;Gas turbines;2011;2364.0;74695.0;;;;2364.0;2364.0;;;;1015.0;282060.0;;1015.0;1015.0;;120.0;696000.0;2.0
7138;Distribution companies;Total CHP and Eonly installations;Gas turbines;2012;141.0;4448.0;;;;141.0;141.0;;;;61.0;16978.0;;61.0;61.0;;120.0;696000.0;2.0
7139;Distribution companies;Total CHP and Eonly installations;Gas turbines;2013;;;;;;;;;;;;;;;;;120.0;696000.0;2.0
7140;Distribution companies;Total CHP and Eonly installations;Gas turbines;2014;16.0;500.0;;;;16.0;16.0;;;;6.0;1424.0;1.0;6.0;5.0;1.0;120.0;696000.0;2.0
7141;Distribution companies;Total CHP and Eonly installations;Gas turbines;2015;1655.0;52303.0;;;;1655.0;1655.0;;;;1105.0;96816.0;756.0;1105.0;349.0;756.0;134.0;724320.0;3.0
7142;Distribution companies;Total CHP and Eonly installations;Gas turbines;2016;1254.0;39624.0;;;;1254.0;1254.0;;;;871.0;70823.0;617.0;871.0;255.0;617.0;0.0;0.0;0.0
7143;Distribution companies;Total CHP and Eonly installations;Gas turbines;2017;;;;;;;;;;;;;;;;;;;
7144;Distribution companies;Total CHP and Eonly installations;Gas turbines;2018;;;;;;;;;;;;;;;;;;;
7145;Distribution companies;Total CHP and Eonly installations;Gas turbines;2019;;;;;;;;;;;;;;;;;;;
7146;Distribution companies;Total CHP and Eonly installations;Gas turbines;2020;;;;;;;;;;;;;;;;;;;
7147;Distribution companies;Total CHP and Eonly installations;Gas turbines;2021;;;;;;;;;;;;;;;;;;;
7148;Distribution companies;Total CHP and Eonly installations;Gas turbines;2022;;;;;;;;;;;;;;;;;;;
7149;Distribution companies;Total CHP and Eonly installations;Gas turbines;2023;;;;;;;;;;;;;;;;;;;
7150;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;1998;;;;;;;;;;;;;;;;;;;
7151;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;1999;;;;;;;;;;;;;;;;;;;
7152;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2000;;;;;;;;;;;;;;;;;;;
7153;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2001;;;;;;;;;;;;;;;;;;;
7154;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2002;;;;;;;;;;;;;;;;;;;
7155;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2003;;;;;;;;;;;;;;;;;;;
7156;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2004;;;;;;;;;;;;;;;;;;;
7157;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2005;;;;;;;;;;;;;;;;;;;
7158;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2006;;;;;;;;;;;;;;;;;;;
7159;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2007;;;;;;;;;;;;;;;;;;;
7160;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2008;;;;;;;;;;;;;;;;;;;
7161;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2009;;;;;;;;;;;;;;;;;;;
7162;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2010;;;;;;;;;;;;;;;;;;;
7163;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2011;;;;;;;;;;;;;;;;;;;
7164;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2012;;;;;;;;;;;;;;;;;;;
7165;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2013;;;;;;;;;;;;;;;;;;;
7166;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2014;;;;;;;;;;;;;;;;;;;
7167;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2015;;;;;;;;;;;;;;;;;;;
7168;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2016;;;;;;;;;;;;;;;;;;;
7169;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2017;;;;;;;;;;;;;;;;;;;
7170;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2018;;;;;;;;;;;;;;;;;;;
7171;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2019;;;;;;;;;;;;;;;;;;;
7172;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2020;;;;;;;;;;;;;;;;;;;
7173;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2021;;;;;;;;;;;;;;;;;;;
7174;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2022;;;;;;;;;;;;;;;;;;;
7175;Distribution companies;Total CHP and Eonly installations;Nuclear energy plant;2023;;;;;;;;;;;;;;;;;;;
7176;Distribution companies;Total CHP and Eonly installations;Hydro power plant;1998;;;;;;;;;;;404.0;112310.0;;404.0;404.0;;37.0;;5.0
7177;Distribution companies;Total CHP and Eonly installations;Hydro power plant;1999;;;;;;;;;;;325.0;90249.0;;325.0;325.0;;37.0;;5.0
7178;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2000;;;;;;;;;;;513.0;142393.0;;513.0;513.0;;37.0;;6.0
7179;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2001;;;;;;;;;;;422.0;117324.0;;422.0;422.0;;37.0;;6.0
7180;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2002;;;;;;;;;;;395.0;109636.0;;395.0;395.0;;37.0;;6.0
7181;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2003;;;;;;;;;;;259.0;72023.0;;259.0;259.0;;37.0;;6.0
7182;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2004;;;;;;;;;;;345.0;95732.0;;345.0;345.0;;37.0;;6.0
7183;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2005;;;;;;;;;;;317.0;88000.0;;317.0;317.0;;37.0;;6.0
7184;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2006;;;;;;;;;;;379.0;105199.0;;379.0;379.0;;37.0;;6.0
7185;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2007;;;;;;;;;;;385.0;107000.0;;385.0;385.0;;37.0;;6.0
7186;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2008;;;;;;;;;;;367.0;102000.0;;367.0;367.0;;37.0;;6.0
7187;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2009;;;;;;;;;;;353.0;98000.0;;353.0;353.0;;37.0;;6.0
7188;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2010;;;;;;;;;;;375.0;104166.0;;375.0;375.0;;37.0;;7.0
7189;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2011;;;;;;;;;;;205.0;56944.0;;205.0;205.0;;37.0;;7.0
7190;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2012;;;;;;;;;;;376.0;104388.0;;376.0;376.0;;37.0;;7.0
7191;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2013;;;;;;;;;;;412.0;114312.0;;412.0;412.0;;37.0;;7.0
7192;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2014;;;;;;;;;;;403.0;112000.0;;403.0;403.0;;37.0;;7.0
7193;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2015;;;;;;;;;;;334.0;92700.0;;334.0;334.0;;37.0;;7.0
7194;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2016;;;;;;;;;;;360.0;100079.0;;360.0;360.0;;37.0;;7.0
7195;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2017;;;;;;;;;;;219.0;60757.0;;219.0;219.0;;37.0;;7.0
7196;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2018;;;;;;;;;;;260.0;72348.0;;260.0;260.0;;37.0;;7.0
7197;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2019;;;;;;;;;;;267.0;74182.0;;267.0;267.0;;37.0;;7.0
7198;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2020;;;;;;;;;;;166.0;46066.0;;166.0;166.0;;37.0;;7.0
7199;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2021;;;;;;;;;;;318.0;88240.0;;318.0;318.0;;38.0;;8.0
7200;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2022;;;;;;;;;;;180.0;49998.0;;180.0;180.0;;38.0;;8.0
7201;Distribution companies;Total CHP and Eonly installations;Hydro power plant;2023;;;;;;;;;;;250.0;69369.0;;250.0;250.0;;38.0;;8.0
7202;Distribution companies;Total CHP and Eonly installations;Wind turbine;1998;;;;;;;;;;;2304.0;640000.0;;2304.0;2304.0;;363.0;;1193.0
7203;Distribution companies;Total CHP and Eonly installations;Wind turbine;1999;;;;;;;;;;;2322.0;645000.0;;2322.0;2322.0;;410.0;;1253.0
7204;Distribution companies;Total CHP and Eonly installations;Wind turbine;2000;;;;;;;;;;;2984.0;829000.0;;2984.0;2984.0;;447.0;;1291.0
7205;Distribution companies;Total CHP and Eonly installations;Wind turbine;2001;;;;;;;;;;;2970.0;825000.0;;2970.0;2970.0;;485.0;;1342.0
7206;Distribution companies;Total CHP and Eonly installations;Wind turbine;2002;;;;;;;;;;;3406.0;946000.0;;3406.0;3406.0;;670.0;;1450.0
7207;Distribution companies;Total CHP and Eonly installations;Wind turbine;2003;;;;;;;;;;;4745.0;1318000.0;;4745.0;4745.0;;906.0;;1595.0
7208;Distribution companies;Total CHP and Eonly installations;Wind turbine;2004;;;;;;;;;;;6721.0;1867000.0;;6721.0;6721.0;;1073.0;;1651.0
7209;Distribution companies;Total CHP and Eonly installations;Wind turbine;2005;;;;;;;;;;;7441.0;2067000.0;;7441.0;7441.0;;1224.0;;1709.0
7210;Distribution companies;Total CHP and Eonly installations;Wind turbine;2006;;;;;;;;;;;9842.0;2734000.0;;9842.0;9842.0;;1559.0;;1828.0
