ID;VrachtautoSTrekkersLaadvermogenLV;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseVrachtvoertuigenInGebruik_10
188;Trekker (LV) tot 40 000 kg;Voertuig 8 jaar oud;2020;35.9;32.5;3.4;41.8;32.5;9.2;41318;32187;9131;1011
189;Trekker (LV) tot 40 000 kg;Voertuig 8 jaar oud;2021;48.8;42.6;6.2;60.3;48.8;17.7;51669;36499;15170;1168
190;Trekker (LV) tot 40 000 kg;Voertuig 8 jaar oud;2022;56.4;49.9;6.5;67.0;56.4;17.2;52252;38875;13377;1283
191;Trekker (LV) tot 40 000 kg;Voertuig 8 jaar oud;2023;68.8;60.2;8.5;82.5;68.8;22.3;51595;37664;13931;1599
192;Trekker (LV) tot 40 000 kg;Voertuig 9 jaar of ouder;2018;140.7;127.6;13.1;169.9;127.6;42.3;22065;16570;5495;7702
193;Trekker (LV) tot 40 000 kg;Voertuig 9 jaar of ouder;2019;125.6;113.6;11.9;149.6;113.6;36.0;19474;14790;4684;7684
194;Trekker (LV) tot 40 000 kg;Voertuig 9 jaar of ouder;2020;116.1;104.2;11.8;136.5;104.2;32.2;17432;13315;4117;7828
195;Trekker (LV) tot 40 000 kg;Voertuig 9 jaar of ouder;2021;123.9;111.7;12.1;146.4;123.9;34.6;18424;14063;4361;7945
196;Trekker (LV) tot 40 000 kg;Voertuig 9 jaar of ouder;2022;144.9;132.8;12.0;164.5;144.9;31.6;19462;15718;3745;8451
197;Trekker (LV) tot 40 000 kg;Voertuig 9 jaar of ouder;2023;145.8;131.9;14.0;168.3;145.8;36.4;18987;14876;4111;8864
198;Trekker (LV) 40 000 kg of meer;Totaal leeftijd voertuig;2018;4324.2;3697.0;627.2;5721.8;3697.0;2024.8;85156;55021;30135;67192
199;Trekker (LV) 40 000 kg of meer;Totaal leeftijd voertuig;2019;4376.3;3741.5;634.9;5654.1;3741.5;1912.6;82246;54424;27822;68746
200;Trekker (LV) 40 000 kg of meer;Totaal leeftijd voertuig;2020;4427.8;3762.9;664.9;5575.9;3762.9;1813.0;83465;56326;27139;66805
201;Trekker (LV) 40 000 kg of meer;Totaal leeftijd voertuig;2021;4535.5;3856.6;678.9;5796.4;4535.5;1939.9;85750;57052;28697;67597
202;Trekker (LV) 40 000 kg of meer;Totaal leeftijd voertuig;2022;4711.0;4023.4;687.7;5830.3;4711.0;1807.0;82284;56782;25502;70856
203;Trekker (LV) 40 000 kg of meer;Totaal leeftijd voertuig;2023;4601.0;3910.2;690.8;5712.6;4601.0;1802.4;77365;52956;24410;73839
204;Trekker (LV) 40 000 kg of meer;Voertuig 0 jaar oud;2018;333.9;277.7;56.2;459.1;277.7;181.3;59157;35790;23367;7760
205;Trekker (LV) 40 000 kg of meer;Voertuig 0 jaar oud;2019;338.6;282.4;56.2;451.8;282.4;169.4;61492;38433;23060;7347
206;Trekker (LV) 40 000 kg of meer;Voertuig 0 jaar oud;2020;267.0;229.4;37.6;331.9;229.4;102.6;68979;47665;21315;4812
207;Trekker (LV) 40 000 kg of meer;Voertuig 0 jaar oud;2021;273.8;224.0;49.8;366.3;273.8;142.4;62146;37996;24150;5895
208;Trekker (LV) 40 000 kg of meer;Voertuig 0 jaar oud;2022;285.5;230.9;54.6;374.3;285.5;143.3;53193;32820;20373;7036
209;Trekker (LV) 40 000 kg of meer;Voertuig 0 jaar oud;2023;341.9;284.2;57.6;434.6;341.9;150.4;53249;34825;18424;8162
210;Trekker (LV) 40 000 kg of meer;Voertuig 1 jaar oud;2018;565.4;471.3;94.1;775.1;471.3;303.8;112058;68131;43927;6917
211;Trekker (LV) 40 000 kg of meer;Voertuig 1 jaar oud;2019;607.9;504.4;103.5;816.1;504.4;311.8;109226;67501;41724;7472
212;Trekker (LV) 40 000 kg of meer;Voertuig 1 jaar oud;2020;631.1;527.4;103.7;810.2;527.4;282.8;112634;73325;39309;7193
213;Trekker (LV) 40 000 kg of meer;Voertuig 1 jaar oud;2021;425.7;364.5;61.2;539.5;425.7;175.0;116195;78501;37694;4643
214;Trekker (LV) 40 000 kg of meer;Voertuig 1 jaar oud;2022;508.3;425.0;83.3;643.9;508.3;218.9;112139;74012;38127;5742
215;Trekker (LV) 40 000 kg of meer;Voertuig 1 jaar oud;2023;556.4;461.2;95.2;709.6;556.4;248.4;103512;67283;36229;6855
216;Trekker (LV) 40 000 kg of meer;Voertuig 2 jaar oud;2018;600.2;499.2;101.0;825.2;499.2;325.9;111090;67210;43881;7428
217;Trekker (LV) 40 000 kg of meer;Voertuig 2 jaar oud;2019;559.7;470.4;89.4;739.6;470.4;269.2;105608;67167;38441;7003
218;Trekker (LV) 40 000 kg of meer;Voertuig 2 jaar oud;2020;621.4;513.6;107.8;807.6;513.6;294.0;106752;67894;38858;7565
219;Trekker (LV) 40 000 kg of meer;Voertuig 2 jaar oud;2021;621.9;523.9;98.0;803.8;621.9;279.9;111224;72496;38728;7227
220;Trekker (LV) 40 000 kg of meer;Voertuig 2 jaar oud;2022;422.6;359.9;62.7;524.6;422.6;164.7;111363;76395;34968;4711
221;Trekker (LV) 40 000 kg of meer;Voertuig 2 jaar oud;2023;484.3;403.9;80.5;613.8;484.3;209.9;106230;69900;36331;5778
222;Trekker (LV) 40 000 kg of meer;Voertuig 3 jaar oud;2018;559.3;471.3;88.0;755.3;471.3;284.0;106308;66336;39972;7105
223;Trekker (LV) 40 000 kg of meer;Voertuig 3 jaar oud;2019;582.8;491.1;91.7;767.3;491.1;276.2;102980;65907;37073;7451
224;Trekker (LV) 40 000 kg of meer;Voertuig 3 jaar oud;2020;561.2;470.0;91.2;718.7;470.0;248.7;101951;66676;35275;7049
225;Trekker (LV) 40 000 kg of meer;Voertuig 3 jaar oud;2021;624.8;514.7;110.2;829.4;624.8;314.8;105946;65739;40206;7829
226;Trekker (LV) 40 000 kg of meer;Voertuig 3 jaar oud;2022;610.5;510.8;99.7;772.7;610.5;262.0;104283;68931;35352;7410
227;Trekker (LV) 40 000 kg of meer;Voertuig 3 jaar oud;2023;401.6;340.5;61.1;500.0;401.6;159.5;103618;70564;33054;4825
228;Trekker (LV) 40 000 kg of meer;Voertuig 4 jaar oud;2018;406.0;349.7;56.3;531.4;349.7;181.7;102906;67712;35194;5164
229;Trekker (LV) 40 000 kg of meer;Voertuig 4 jaar oud;2019;520.6;433.9;86.8;695.3;433.9;261.4;97941;61115;36826;7099
230;Trekker (LV) 40 000 kg of meer;Voertuig 4 jaar oud;2020;561.1;467.5;93.5;722.6;467.5;255.1;98707;63863;34844;7321
231;Trekker (LV) 40 000 kg of meer;Voertuig 4 jaar oud;2021;556.1;464.3;91.9;726.8;556.1;262.5;101433;64796;36638;7165
232;Trekker (LV) 40 000 kg of meer;Voertuig 4 jaar oud;2022;644.6;542.1;102.5;811.5;644.6;269.4;98989;66125;32864;8198
233;Trekker (LV) 40 000 kg of meer;Voertuig 4 jaar oud;2023;570.2;481.4;88.8;713.2;570.2;231.8;95395;64392;31003;7476
234;Trekker (LV) 40 000 kg of meer;Voertuig 5 jaar oud;2018;432.1;362.4;69.7;587.4;362.4;225.0;101264;62480;38784;5801
235;Trekker (LV) 40 000 kg of meer;Voertuig 5 jaar oud;2019;380.4;328.4;52.0;485.1;328.4;156.7;95077;64367;30710;5102
236;Trekker (LV) 40 000 kg of meer;Voertuig 5 jaar oud;2020;508.8;430.7;78.1;643.8;430.7;213.1;93195;62348;30848;6908
237;Trekker (LV) 40 000 kg of meer;Voertuig 5 jaar oud;2021;542.3;458.0;84.4;699.1;542.3;241.1;97364;63783;33581;7180
238;Trekker (LV) 40 000 kg of meer;Voertuig 5 jaar oud;2022;552.2;469.3;82.9;687.1;552.2;217.8;95856;65470;30386;7168
239;Trekker (LV) 40 000 kg of meer;Voertuig 5 jaar oud;2023;591.2;494.8;96.4;746.3;591.2;251.5;91031;60353;30677;8198
240;Trekker (LV) 40 000 kg of meer;Voertuig 6 jaar oud;2018;360.4;310.7;49.8;471.4;310.7;160.7;93439;61576;31863;5045
241;Trekker (LV) 40 000 kg of meer;Voertuig 6 jaar oud;2019;381.4;329.0;52.3;486.7;329.0;157.7;89820;60719;29102;5419
242;Trekker (LV) 40 000 kg of meer;Voertuig 6 jaar oud;2020;331.6;285.1;46.5;411.9;285.1;126.9;86452;59825;26627;4765
243;Trekker (LV) 40 000 kg of meer;Voertuig 6 jaar oud;2021;472.5;403.1;69.4;601.4;472.5;198.3;91357;61227;30129;6583
244;Trekker (LV) 40 000 kg of meer;Voertuig 6 jaar oud;2022;502.3;430.4;71.9;619.3;502.3;188.9;89276;62047;27229;6937
245;Trekker (LV) 40 000 kg of meer;Voertuig 6 jaar oud;2023;471.1;404.9;66.2;577.6;471.1;172.7;83962;58858;25105;6879
246;Trekker (LV) 40 000 kg of meer;Voertuig 7 jaar oud;2018;287.1;250.0;37.1;369.8;250.0;119.8;82825;55990;26835;4465
247;Trekker (LV) 40 000 kg of meer;Voertuig 7 jaar oud;2019;288.8;255.7;33.2;355.6;255.7;99.9;79873;57428;22444;4452
248;Trekker (LV) 40 000 kg of meer;Voertuig 7 jaar oud;2020;312.3;269.0;43.3;387.0;269.0;118.0;81464;56617;24846;4751
249;Trekker (LV) 40 000 kg of meer;Voertuig 7 jaar oud;2021;298.2;262.1;36.1;365.4;298.2;103.3;83893;60177;23717;4355
250;Trekker (LV) 40 000 kg of meer;Voertuig 7 jaar oud;2022;420.7;364.3;56.4;512.4;420.7;148.1;82996;59010;23986;6174
251;Trekker (LV) 40 000 kg of meer;Voertuig 7 jaar oud;2023;399.6;338.5;61.1;497.8;399.6;159.3;77120;52441;24678;6455
252;Trekker (LV) 40 000 kg of meer;Voertuig 8 jaar oud;2018;166.6;148.4;18.1;207.0;148.4;58.6;76303;54709;21594;2713
253;Trekker (LV) 40 000 kg of meer;Voertuig 8 jaar oud;2019;210.3;187.8;22.5;255.6;187.8;67.7;69557;51124;18433;3674
254;Trekker (LV) 40 000 kg of meer;Voertuig 8 jaar oud;2020;197.4;178.8;18.6;229.5;178.8;50.7;66384;51713;14671;3457
255;Trekker (LV) 40 000 kg of meer;Voertuig 8 jaar oud;2021;251.9;219.9;32.0;311.3;251.9;91.4;76681;54167;22513;4060
256;Trekker (LV) 40 000 kg of meer;Voertuig 8 jaar oud;2022;242.4;214.4;28.1;288.1;242.4;73.8;74607;55508;19099;3862
257;Trekker (LV) 40 000 kg of meer;Voertuig 8 jaar oud;2023;306.6;268.6;38.1;367.9;306.6;99.3;67465;49250;18216;5453
258;Trekker (LV) 40 000 kg of meer;Voertuig 9 jaar of ouder;2018;613.2;556.2;56.9;740.1;556.2;183.8;50025;37599;12426;14794
259;Trekker (LV) 40 000 kg of meer;Voertuig 9 jaar of ouder;2019;505.8;458.5;47.3;601.1;458.5;142.6;43787;33400;10387;13727
260;Trekker (LV) 40 000 kg of meer;Voertuig 9 jaar of ouder;2020;435.9;391.4;44.5;512.7;391.4;121.3;39485;30144;9342;12984
261;Trekker (LV) 40 000 kg of meer;Voertuig 9 jaar of ouder;2021;468.1;422.2;45.9;553.4;468.1;131.2;43712;33351;10361;12660
262;Trekker (LV) 40 000 kg of meer;Voertuig 9 jaar of ouder;2022;522.0;476.3;45.7;596.3;522.0;120.1;43791;34975;8816;13618
263;Trekker (LV) 40 000 kg of meer;Voertuig 9 jaar of ouder;2023;478.1;432.3;45.9;551.9;478.1;119.6;40116;31419;8696;13758
264;Vrachtauto (excl. trekker voor oplegger);Totaal leeftijd voertuig;2018;2126.4;1981.2;145.2;2449.9;1981.2;468.7;36501;29517;6984;67120
265;Vrachtauto (excl. trekker voor oplegger);Totaal leeftijd voertuig;2019;2102.7;1950.0;152.7;2410.1;1950.0;460.1;35580;28787;6793;67739
266;Vrachtauto (excl. trekker voor oplegger);Totaal leeftijd voertuig;2020;2027.3;1863.2;164.0;2310.6;1863.2;447.3;34795;28058;6736;66406
267;Vrachtauto (excl. trekker voor oplegger);Totaal leeftijd voertuig;2021;2029.7;1865.8;164.0;2334.2;2029.7;468.5;35691;28528;7163;65402
268;Vrachtauto (excl. trekker voor oplegger);Totaal leeftijd voertuig;2022;2034.4;1867.3;167.0;2306.2;2034.4;438.9;35149;28460;6689;65613
269;Vrachtauto (excl. trekker voor oplegger);Totaal leeftijd voertuig;2023;1983.9;1820.5;163.4;2246.8;1983.9;426.3;33635;27253;6382;66800
270;Vrachtauto (excl. trekker voor oplegger);Voertuig 0 jaar oud;2018;131.3;124.7;6.6;146.1;124.7;21.3;32209;27504;4705;4535
271;Vrachtauto (excl. trekker voor oplegger);Voertuig 0 jaar oud;2019;132.7;122.1;10.6;154.2;122.1;32.1;31844;25217;6627;4841
272;Vrachtauto (excl. trekker voor oplegger);Voertuig 0 jaar oud;2020;96.6;87.4;9.2;112.6;87.4;25.2;32167;24978;7189;3499
273;Vrachtauto (excl. trekker voor oplegger);Voertuig 0 jaar oud;2021;84.9;77.3;7.6;99.1;84.9;21.9;30782;23994;6788;3220
274;Vrachtauto (excl. trekker voor oplegger);Voertuig 0 jaar oud;2022;80.0;73.7;6.3;90.3;80.0;16.6;28301;23109;5191;3190
275;Vrachtauto (excl. trekker voor oplegger);Voertuig 0 jaar oud;2023;106.1;100.1;6.0;115.7;106.1;15.5;24223;20968;3255;4776
276;Vrachtauto (excl. trekker voor oplegger);Voertuig 1 jaar oud;2018;221.0;205.8;15.2;254.8;205.8;49.0;63640;51408;12232;4003
277;Vrachtauto (excl. trekker voor oplegger);Voertuig 1 jaar oud;2019;234.1;215.9;18.3;270.9;215.9;55.0;60583;48283;12300;4471
278;Vrachtauto (excl. trekker voor oplegger);Voertuig 1 jaar oud;2020;247.9;229.0;18.9;280.6;229.0;51.6;58059;47378;10682;4833
279;Vrachtauto (excl. trekker voor oplegger);Voertuig 1 jaar oud;2021;167.7;153.0;14.7;195.0;167.7;42.1;55965;43888;12077;3485
280;Vrachtauto (excl. trekker voor oplegger);Voertuig 1 jaar oud;2022;153.9;138.2;15.7;179.4;153.9;41.1;56385;43452;12933;3181
281;Vrachtauto (excl. trekker voor oplegger);Voertuig 1 jaar oud;2023;151.5;136.5;15.0;175.6;151.5;39.1;54851;42631;12220;3201
282;Vrachtauto (excl. trekker voor oplegger);Voertuig 2 jaar oud;2018;218.5;201.5;16.9;256.2;201.5;54.7;63286;49773;13513;4049
283;Vrachtauto (excl. trekker voor oplegger);Voertuig 2 jaar oud;2019;215.4;198.9;16.5;248.6;198.9;49.7;62139;49723;12416;4001
284;Vrachtauto (excl. trekker voor oplegger);Voertuig 2 jaar oud;2020;231.4;209.7;21.6;268.8;209.7;59.0;60126;46923;13203;4470
285;Vrachtauto (excl. trekker voor oplegger);Voertuig 2 jaar oud;2021;246.5;226.6;19.9;283.4;246.5;56.8;58763;46984;11779;4823
286;Vrachtauto (excl. trekker voor oplegger);Voertuig 2 jaar oud;2022;173.5;159.8;13.7;195.7;173.5;35.9;55829;45594;10235;3505
287;Vrachtauto (excl. trekker voor oplegger);Voertuig 2 jaar oud;2023;151.3;136.2;15.1;175.5;151.3;39.3;54893;42595;12298;3198
288;Vrachtauto (excl. trekker voor oplegger);Voertuig 3 jaar oud;2018;170.8;155.4;15.4;205.1;155.4;49.6;62406;47300;15105;3286
289;Vrachtauto (excl. trekker voor oplegger);Voertuig 3 jaar oud;2019;205.1;184.7;20.4;246.2;184.7;61.6;60364;45272;15093;4079
290;Vrachtauto (excl. trekker voor oplegger);Voertuig 3 jaar oud;2020;203.9;182.3;21.6;241.1;182.3;58.9;59892;45272;14620;4026
291;Vrachtauto (excl. trekker voor oplegger);Voertuig 3 jaar oud;2021;232.4;210.9;21.5;272.4;232.4;61.5;59967;46431;13536;4542
292;Vrachtauto (excl. trekker voor oplegger);Voertuig 3 jaar oud;2022;245.9;226.5;19.4;277.4;245.9;50.9;56708;46306;10402;4892
293;Vrachtauto (excl. trekker voor oplegger);Voertuig 3 jaar oud;2023;166.3;152.2;14.0;188.8;166.3;36.6;53209;42890;10319;3549
294;Vrachtauto (excl. trekker voor oplegger);Voertuig 4 jaar oud;2018;135.0;125.9;9.2;155.4;125.9;29.5;58538;47412;11126;2655
295;Vrachtauto (excl. trekker voor oplegger);Voertuig 4 jaar oud;2019;162.6;148.1;14.5;191.7;148.1;43.6;57940;44759;13181;3309
296;Vrachtauto (excl. trekker voor oplegger);Voertuig 4 jaar oud;2020;195.7;174.3;21.4;232.6;174.3;58.4;56588;42393;14195;4111
297;Vrachtauto (excl. trekker voor oplegger);Voertuig 4 jaar oud;2021;204.4;184.8;19.6;240.8;204.4;56.0;58627;44991;13636;4107
298;Vrachtauto (excl. trekker voor oplegger);Voertuig 4 jaar oud;2022;226.0;201.2;24.7;266.2;226.0;65.0;57511;43474;14036;4629
299;Vrachtauto (excl. trekker voor oplegger);Voertuig 4 jaar oud;2023;236.5;218.7;17.8;265.1;236.5;46.4;53592;44216;9377;4947
300;Vrachtauto (excl. trekker voor oplegger);Voertuig 5 jaar oud;2018;164.0;151.4;12.6;192.2;151.4;40.8;58637;46198;12440;3277
301;Vrachtauto (excl. trekker voor oplegger);Voertuig 5 jaar oud;2019;127.1;118.0;9.1;145.4;118.0;27.3;54115;43938;10177;2686
302;Vrachtauto (excl. trekker voor oplegger);Voertuig 5 jaar oud;2020;155.0;140.2;14.8;180.6;140.2;40.4;54474;42285;12189;3315
303;Vrachtauto (excl. trekker voor oplegger);Voertuig 5 jaar oud;2021;196.6;177.7;18.8;231.6;196.6;53.8;55508;42604;12904;4172
304;Vrachtauto (excl. trekker voor oplegger);Voertuig 5 jaar oud;2022;204.4;188.0;16.4;231.1;204.4;43.0;55379;45063;10316;4173
305;Vrachtauto (excl. trekker voor oplegger);Voertuig 5 jaar oud;2023;221.6;201.4;20.2;254.0;221.6;52.6;54258;43016;11243;4682
306;Vrachtauto (excl. trekker voor oplegger);Voertuig 6 jaar oud;2018;154.6;142.2;12.4;182.3;142.2;40.1;52438;40903;11536;3477
307;Vrachtauto (excl. trekker voor oplegger);Voertuig 6 jaar oud;2019;142.8;128.2;14.6;172.1;128.2;43.9;52577;39167;13410;3274
308;Vrachtauto (excl. trekker voor oplegger);Voertuig 6 jaar oud;2020;109.4;98.7;10.7;127.9;98.7;29.2;48033;37082;10951;2662
309;Vrachtauto (excl. trekker voor oplegger);Voertuig 6 jaar oud;2021;146.3;132.8;13.5;171.4;146.3;38.6;51558;39957;11602;3324
310;Vrachtauto (excl. trekker voor oplegger);Voertuig 6 jaar oud;2022;190.6;173.4;17.2;218.5;190.6;45.1;51581;40929;10653;4237
311;Vrachtauto (excl. trekker voor oplegger);Voertuig 6 jaar oud;2023;186.1;172.3;13.8;208.3;186.1;36.0;49965;41318;8646;4169
312;Vrachtauto (excl. trekker voor oplegger);Voertuig 7 jaar oud;2018;148.8;135.3;13.5;178.8;135.3;43.4;49193;37242;11951;3634
313;Vrachtauto (excl. trekker voor oplegger);Voertuig 7 jaar oud;2019;136.1;125.3;10.8;157.9;125.3;32.5;46376;36820;9556;3404
314;Vrachtauto (excl. trekker voor oplegger);Voertuig 7 jaar oud;2020;125.4;112.7;12.6;147.2;112.7;34.4;46353;35505;10849;3175
315;Vrachtauto (excl. trekker voor oplegger);Voertuig 7 jaar oud;2021;100.8;91.2;9.6;118.6;100.8;27.4;45524;35024;10499;2605
316;Vrachtauto (excl. trekker voor oplegger);Voertuig 7 jaar oud;2022;139.2;127.6;11.6;158.0;139.2;30.4;47331;38221;9110;3338
317;Vrachtauto (excl. trekker voor oplegger);Voertuig 7 jaar oud;2023;168.7;150.6;18.1;197.8;168.7;47.2;47308;36014;11294;4182
318;Vrachtauto (excl. trekker voor oplegger);Voertuig 8 jaar oud;2018;122.9;114.1;8.8;142.6;114.1;28.5;41853;33493;8360;3407
319;Vrachtauto (excl. trekker voor oplegger);Voertuig 8 jaar oud;2019;127.1;117.0;10.1;147.6;117.0;30.5;42536;33730;8806;3469
320;Vrachtauto (excl. trekker voor oplegger);Voertuig 8 jaar oud;2020;110.1;99.7;10.4;128.2;99.7;28.4;40711;31676;9035;3148
321;Vrachtauto (excl. trekker voor oplegger);Voertuig 8 jaar oud;2021;105.7;93.9;11.7;127.5;105.7;33.5;43251;31870;11381;2947
322;Vrachtauto (excl. trekker voor oplegger);Voertuig 8 jaar oud;2022;95.3;88.6;6.7;106.2;95.3;17.6;41516;34632;6884;2558
323;Vrachtauto (excl. trekker voor oplegger);Voertuig 8 jaar oud;2023;122.3;114.0;8.4;135.8;122.3;21.9;42111;35334;6777;3225
324;Vrachtauto (excl. trekker voor oplegger);Voertuig 9 jaar of ouder;2018;659.4;624.8;34.6;736.5;624.8;111.8;21167;17955;3212;34797
325;Vrachtauto (excl. trekker voor oplegger);Voertuig 9 jaar of ouder;2019;619.6;591.7;27.8;675.6;591.7;83.9;19752;17300;2453;34205
326;Vrachtauto (excl. trekker voor oplegger);Voertuig 9 jaar of ouder;2020;551.9;529.3;22.7;591.1;529.3;61.9;17823;15957;1865;33167
327;Vrachtauto (excl. trekker voor oplegger);Voertuig 9 jaar of ouder;2021;544.5;517.6;26.9;594.5;544.5;77.0;18476;16085;2392;32177
328;Vrachtauto (excl. trekker voor oplegger);Voertuig 9 jaar of ouder;2022;525.7;490.2;35.5;583.4;525.7;93.2;18284;15362;2922;31910
329;Vrachtauto (excl. trekker voor oplegger);Voertuig 9 jaar of ouder;2023;473.6;438.5;35.1;530.1;473.6;91.6;17170;14204;2966;30871
330;Vrachtauto (LV) tot 7 000 kg;Totaal leeftijd voertuig;2018;507.5;486.6;20.9;553.9;486.6;67.3;22086;19402;2684;25080
331;Vrachtauto (LV) tot 7 000 kg;Totaal leeftijd voertuig;2019;497.5;476.9;20.6;539.1;476.9;62.2;21715;19210;2504;24825
332;Vrachtauto (LV) tot 7 000 kg;Totaal leeftijd voertuig;2020;460.3;438.6;21.7;497.8;438.6;59.1;20553;18112;2441;24219
333;Vrachtauto (LV) tot 7 000 kg;Totaal leeftijd voertuig;2021;456.1;436.5;19.6;492.5;456.1;55.9;20807;18443;2364;23668
334;Vrachtauto (LV) tot 7 000 kg;Totaal leeftijd voertuig;2022;454.5;433.2;21.2;489.0;454.5;55.8;20849;18471;2378;23455
335;Vrachtauto (LV) tot 7 000 kg;Totaal leeftijd voertuig;2023;448.8;430.1;18.7;478.8;448.8;48.7;20222;18164;2057;23680
336;Vrachtauto (LV) tot 7 000 kg;Voertuig 0 jaar oud;2018;26.1;25.2;0.9;28.1;25.2;2.9;22961;20597;2364;1223
337;Vrachtauto (LV) tot 7 000 kg;Voertuig 0 jaar oud;2019;22.3;21.2;1.1;24.5;21.2;3.3;20922;18107;2815;1170
338;Vrachtauto (LV) tot 7 000 kg;Voertuig 0 jaar oud;2020;21.0;20.1;1.0;22.7;20.1;2.7;22158;19556;2603;1026
339;Vrachtauto (LV) tot 7 000 kg;Voertuig 0 jaar oud;2021;17.6;16.6;1.1;19.6;17.6;3.1;20578;17364;3213;954
340;Vrachtauto (LV) tot 7 000 kg;Voertuig 0 jaar oud;2022;15.7;14.7;1.1;17.5;15.7;2.8;20539;17260;3279;850
341;Vrachtauto (LV) tot 7 000 kg;Voertuig 0 jaar oud;2023;26.3;26.0;0.3;26.8;26.3;0.9;15823;15304;518;1696
342;Vrachtauto (LV) tot 7 000 kg;Voertuig 1 jaar oud;2018;45.4;43.4;2.0;49.8;43.4;6.4;46167;40232;5935;1079
343;Vrachtauto (LV) tot 7 000 kg;Voertuig 1 jaar oud;2019;49.1;47.1;2.0;53.1;47.1;6.0;43044;38145;4899;1234
344;Vrachtauto (LV) tot 7 000 kg;Voertuig 1 jaar oud;2020;44.2;42.3;1.9;47.5;42.3;5.2;40305;35900;4406;1179
345;Vrachtauto (LV) tot 7 000 kg;Voertuig 1 jaar oud;2021;37.6;36.5;1.0;39.5;37.6;3.0;38748;35846;2902;1019
346;Vrachtauto (LV) tot 7 000 kg;Voertuig 1 jaar oud;2022;34.4;33.1;1.3;36.5;34.4;3.5;38995;35301;3693;937
347;Vrachtauto (LV) tot 7 000 kg;Voertuig 1 jaar oud;2023;31.6;29.9;1.8;34.5;31.6;4.6;39926;34597;5329;863
348;Vrachtauto (LV) tot 7 000 kg;Voertuig 2 jaar oud;2018;51.2;48.9;2.3;56.4;48.9;7.5;45700;39638;6063;1234
349;Vrachtauto (LV) tot 7 000 kg;Voertuig 2 jaar oud;2019;44.5;42.1;2.4;49.3;42.1;7.2;45672;39021;6651;1080
350;Vrachtauto (LV) tot 7 000 kg;Voertuig 2 jaar oud;2020;48.0;45.8;2.2;51.8;45.8;6.0;41896;37015;4881;1236
351;Vrachtauto (LV) tot 7 000 kg;Voertuig 2 jaar oud;2021;42.7;40.6;2.0;46.5;42.7;5.9;40018;34978;5041;1162
352;Vrachtauto (LV) tot 7 000 kg;Voertuig 2 jaar oud;2022;36.9;35.1;1.8;39.7;36.9;4.6;38667;34191;4476;1028
353;Vrachtauto (LV) tot 7 000 kg;Voertuig 2 jaar oud;2023;33.9;32.6;1.4;36.2;33.9;3.6;38179;34376;3804;947
354;Vrachtauto (LV) tot 7 000 kg;Voertuig 3 jaar oud;2018;38.9;36.5;2.4;44.2;36.5;7.7;40361;33337;7025;1095
355;Vrachtauto (LV) tot 7 000 kg;Voertuig 3 jaar oud;2019;50.0;47.9;2.1;54.3;47.9;6.4;43274;38170;5104;1254
356;Vrachtauto (LV) tot 7 000 kg;Voertuig 3 jaar oud;2020;42.1;39.6;2.5;46.4;39.6;6.8;42091;35948;6143;1102
357;Vrachtauto (LV) tot 7 000 kg;Voertuig 3 jaar oud;2021;48.1;46.1;2.0;51.8;48.1;5.7;40700;36209;4491;1272
358;Vrachtauto (LV) tot 7 000 kg;Voertuig 3 jaar oud;2022;43.0;41.0;1.9;46.1;43.0;5.1;38559;34302;4257;1196
359;Vrachtauto (LV) tot 7 000 kg;Voertuig 3 jaar oud;2023;36.2;34.5;1.6;38.8;36.2;4.3;37353;33216;4136;1039
360;Vrachtauto (LV) tot 7 000 kg;Voertuig 4 jaar oud;2018;38.8;37.3;1.5;42.2;37.3;4.9;42061;37167;4894;1004
361;Vrachtauto (LV) tot 7 000 kg;Voertuig 4 jaar oud;2019;38.5;36.7;1.8;42.2;36.7;5.5;38115;33164;4951;1106
362;Vrachtauto (LV) tot 7 000 kg;Voertuig 4 jaar oud;2020;45.4;42.9;2.5;49.8;42.9;6.8;39094;33733;5361;1273
363;Vrachtauto (LV) tot 7 000 kg;Voertuig 4 jaar oud;2021;43.0;41.1;2.0;46.6;43.0;5.6;40600;35736;4864;1149
364;Vrachtauto (LV) tot 7 000 kg;Voertuig 4 jaar oud;2022;47.1;45.0;2.1;50.5;47.1;5.5;39602;35294;4307;1274
365;Vrachtauto (LV) tot 7 000 kg;Voertuig 4 jaar oud;2023;41.1;39.2;2.0;44.3;41.1;5.1;37174;32894;4280;1191
366;Vrachtauto (LV) tot 7 000 kg;Voertuig 5 jaar oud;2018;43.8;42.2;1.7;47.6;42.2;5.4;39603;35106;4497;1201
367;Vrachtauto (LV) tot 7 000 kg;Voertuig 5 jaar oud;2019;34.5;32.0;2.5;39.5;32.0;7.5;39411;31964;7447;1002
368;Vrachtauto (LV) tot 7 000 kg;Voertuig 5 jaar oud;2020;36.3;35.0;1.3;38.5;35.0;3.5;34749;31614;3134;1108
369;Vrachtauto (LV) tot 7 000 kg;Voertuig 5 jaar oud;2021;45.3;43.3;2.0;49.0;45.3;5.7;38071;33666;4405;1286
