ID;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;TotaalOverigeToevoegingen_3;TotaalFysiekeToevoeging_4;LateResponsNieuwbouw_5;Transformatie_6;LateResponsTransformatie_7;Woningsplitsing_8;Woningsamenvoeging_9;OverigDoorVerbouw_10;TotaalToevoegingDoorFunctiewijziging_11;VanLogiesfunctieNaarWoonfunctie_12;VanOverigeFunctieNaarWoonfunctie_13;TotaalAdministratieveToevoeging_14;Sloop_15;TotaalOverigeOnttrekkingen_16;TotaalFysiekeOnttrekking_17;LateResponsSloop_18;Woningsplitsing_19;Woningsamenvoeging_20;OverigDoorVerbouw_21;TotaalOnttrekkingDoorFunctiewijziging_22;VanWoonNaarLogiesfunctie_23;VanWoonfunctieNaarOverigeFunctie_24;TotaalAdministratieveOnttrekking_25;SaldoVoorraad_26;EindstandVoorraad_27;SaldoWoningsplitsing_28;SaldoWoningsamenvoeging_29;SaldoOverigDoorVerbouw_30
507;Deventer;2023;47015.0;450.0;325.0;230.0;0.0;70.0;5.0;15.0;5.0;145.0;0.0;0.0;0.0;95.0;45.0;230.0;140.0;5.0;0.0;120.0;15.0;0.0;0.0;0.0;90.0;500.0;47515.0;15.0;-115.0;130.0
508;Diemen;2020;15015.0;450.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;450.0;15465.0;0.0;0.0;-5.0
509;Diemen;2021;15465.0;605.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;600.0;16070.0;0.0;-5.0;0.0
510;Diemen;2022;16070.0;140.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;250.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-110.0;15960.0;0.0;0.0;0.0
511;Diemen;2023;15960.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;250.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;-145.0;15815.0;0.0;0.0;0.0
512;Dijk en Waard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513;Dijk en Waard;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;Dijk en Waard;2022;36665.0;740.0;70.0;65.0;0.0;40.0;0.0;5.0;0.0;20.0;0.0;0.0;0.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;795.0;37460.0;5.0;0.0;20.0
515;Dijk en Waard;2023;37460.0;550.0;15.0;15.0;0.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;15.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;550.0;38005.0;0.0;0.0;0.0
516;Dinkelland;2020;10940.0;80.0;65.0;50.0;0.0;20.0;0.0;15.0;0.0;15.0;10.0;5.0;5.0;5.0;20.0;15.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;110.0;11045.0;10.0;0.0;10.0
517;Dinkelland;2021;11045.0;65.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;15.0;10.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;60.0;11105.0;5.0;0.0;5.0
518;Dinkelland;2022;11105.0;95.0;20.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;20.0;15.0;10.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;80.0;11185.0;0.0;0.0;0.0
519;Dinkelland;2023;11185.0;100.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;15.0;20.0;10.0;10.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;80.0;11270.0;0.0;0.0;15.0
520;Doesburg;2020;5295.0;55.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;40.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;20.0;5315.0;0.0;0.0;0.0
521;Doesburg;2021;5315.0;40.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;5330.0;0.0;0.0;0.0
522;Doesburg;2022;5330.0;50.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;5380.0;0.0;0.0;0.0
523;Doesburg;2023;5380.0;55.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;5440.0;0.0;0.0;5.0
524;Doetinchem;2020;26130.0;355.0;50.0;40.0;0.0;30.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;15.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;380.0;26510.0;0.0;0.0;5.0
525;Doetinchem;2021;26510.0;135.0;105.0;90.0;0.0;65.0;0.0;10.0;0.0;15.0;0.0;0.0;0.0;20.0;5.0;15.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;220.0;26730.0;5.0;0.0;15.0
526;Doetinchem;2022;26730.0;175.0;20.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;70.0;15.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;105.0;26835.0;5.0;0.0;5.0
527;Doetinchem;2023;26835.0;280.0;90.0;80.0;0.0;45.0;0.0;5.0;0.0;35.0;0.0;0.0;0.0;5.0;5.0;20.0;15.0;5.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;340.0;27175.0;5.0;0.0;25.0
528;Dongen;2020;11290.0;160.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;165.0;11455.0;0.0;0.0;5.0
529;Dongen;2021;11455.0;95.0;20.0;20.0;0.0;5.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;85.0;11540.0;0.0;0.0;15.0
530;Dongen;2022;11540.0;240.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;55.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.0;11730.0;0.0;0.0;0.0
531;Dongen;2023;11730.0;30.0;25.0;20.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11735.0;5.0;0.0;0.0
532;Dordrecht;2020;55280.0;385.0;365.0;240.0;0.0;140.0;0.0;30.0;5.0;65.0;25.0;0.0;25.0;100.0;60.0;155.0;45.0;5.0;10.0;20.0;10.0;5.0;0.0;5.0;105.0;535.0;55815.0;20.0;-15.0;55.0
533;Dordrecht;2021;55815.0;505.0;300.0;270.0;0.0;150.0;0.0;20.0;5.0;95.0;15.0;0.0;15.0;15.0;305.0;65.0;20.0;0.0;10.0;5.0;5.0;10.0;0.0;10.0;35.0;435.0;56245.0;10.0;0.0;90.0
534;Dordrecht;2022;56245.0;160.0;410.0;280.0;0.0;140.0;5.0;20.0;5.0;110.0;65.0;0.0;65.0;65.0;145.0;75.0;55.0;0.0;10.0;15.0;30.0;10.0;0.0;10.0;15.0;350.0;56595.0;10.0;-10.0;80.0
535;Dordrecht;2023;56595.0;695.0;155.0;115.0;0.0;85.0;0.0;15.0;5.0;10.0;10.0;0.0;5.0;35.0;120.0;50.0;20.0;0.0;10.0;5.0;5.0;0.0;0.0;0.0;30.0;680.0;57275.0;5.0;0.0;5.0
536;Drechterland;2020;8375.0;40.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;35.0;8410.0;5.0;0.0;5.0
537;Drechterland;2021;8410.0;35.0;20.0;20.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;45.0;8455.0;0.0;0.0;0.0
538;Drechterland;2022;8455.0;135.0;20.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.0;8600.0;0.0;0.0;0.0
539;Drechterland;2023;8600.0;115.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;20.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;8710.0;0.0;0.0;5.0
540;Drimmelen;2020;11760.0;55.0;40.0;30.0;0.0;5.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;10.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;11845.0;0.0;0.0;20.0
541;Drimmelen;2021;11845.0;150.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;11985.0;0.0;0.0;5.0
542;Drimmelen;2022;11985.0;200.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;200.0;12180.0;0.0;0.0;0.0
543;Drimmelen;2023;12180.0;140.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;12320.0;0.0;0.0;0.0
544;Dronten;2020;17390.0;345.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;340.0;17730.0;0.0;0.0;0.0
545;Dronten;2021;17730.0;275.0;90.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;355.0;18085.0;0.0;0.0;0.0
546;Dronten;2022;18085.0;250.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;18345.0;0.0;0.0;5.0
547;Dronten;2023;18345.0;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;165.0;18505.0;0.0;0.0;0.0
548;Druten;2020;8125.0;85.0;45.0;40.0;0.0;5.0;0.0;5.0;15.0;15.0;0.0;0.0;0.0;5.0;20.0;35.0;30.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;5.0;75.0;8200.0;5.0;-15.0;15.0
549;Druten;2021;8200.0;135.0;20.0;20.0;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.0;8345.0;0.0;0.0;10.0
550;Druten;2022;8345.0;85.0;10.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;8435.0;0.0;0.0;0.0
551;Druten;2023;8435.0;25.0;40.0;35.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;8490.0;0.0;0.0;0.0
552;Duiven;2020;10745.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;10760.0;0.0;0.0;10.0
553;Duiven;2021;10760.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;10780.0;0.0;0.0;0.0
554;Duiven;2022;10780.0;50.0;45.0;45.0;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;85.0;10865.0;0.0;0.0;0.0
555;Duiven;2023;10865.0;5.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;10875.0;0.0;0.0;5.0
556;Echt-Susteren;2020;14595.0;80.0;50.0;45.0;0.0;15.0;0.0;0.0;0.0;25.0;5.0;0.0;5.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;14715.0;0.0;0.0;25.0
557;Echt-Susteren;2021;14715.0;35.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;14745.0;0.0;0.0;0.0
558;Echt-Susteren;2022;14745.0;130.0;50.0;45.0;0.0;5.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;14910.0;0.0;0.0;40.0
559;Echt-Susteren;2023;14910.0;155.0;15.0;10.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;15.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;155.0;15065.0;5.0;0.0;5.0
560;Edam-Volendam;2020;15120.0;310.0;25.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15.0;5.0;20.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;310.0;15430.0;0.0;0.0;5.0
561;Edam-Volendam;2021;15430.0;135.0;20.0;15.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;15.0;10.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;135.0;15565.0;0.0;0.0;0.0
562;Edam-Volendam;2022;15565.0;105.0;25.0;15.0;0.0;5.0;0.0;0.0;0.0;10.0;5.0;0.0;5.0;5.0;5.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;115.0;15680.0;0.0;0.0;10.0
563;Edam-Volendam;2023;15680.0;250.0;65.0;55.0;0.0;10.0;0.0;0.0;0.0;45.0;0.0;0.0;0.0;5.0;10.0;20.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;15.0;285.0;15960.0;0.0;-5.0;45.0
564;Ede;2020;49150.0;820.0;230.0;220.0;0.0;60.0;0.0;35.0;0.0;125.0;0.0;0.0;0.0;5.0;105.0;40.0;30.0;5.0;10.0;0.0;10.0;0.0;0.0;0.0;10.0;905.0;50055.0;25.0;0.0;115.0
565;Ede;2021;50055.0;560.0;220.0;195.0;0.0;80.0;15.0;25.0;0.0;75.0;15.0;0.0;15.0;10.0;50.0;45.0;25.0;0.0;10.0;5.0;10.0;10.0;5.0;5.0;10.0;685.0;50745.0;15.0;-5.0;65.0
566;Ede;2022;50745.0;730.0;350.0;315.0;5.0;230.0;0.0;25.0;0.0;50.0;25.0;0.0;25.0;15.0;65.0;40.0;20.0;5.0;10.0;5.0;5.0;5.0;0.0;5.0;15.0;975.0;51720.0;15.0;-5.0;45.0
567;Ede;2023;51720.0;540.0;245.0;230.0;0.0;155.0;0.0;15.0;5.0;55.0;5.0;0.0;5.0;5.0;30.0;35.0;30.0;5.0;5.0;5.0;10.0;5.0;0.0;5.0;5.0;720.0;52435.0;10.0;0.0;45.0
568;Eemnes;2020;4010.0;80.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;4090.0;0.0;0.0;0.0
569;Eemnes;2021;4090.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4100.0;0.0;0.0;0.0
570;Eemnes;2022;4100.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;4125.0;0.0;0.0;0.0
571;Eemnes;2023;4125.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;180.0;4305.0;0.0;0.0;0.0
572;Eemsdelta;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;Eemsdelta;2021;23085.0;425.0;25.0;20.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;350.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;95.0;23175.0;0.0;0.0;0.0
574;Eemsdelta;2022;23175.0;745.0;55.0;25.0;0.0;10.0;0.0;5.0;0.0;15.0;5.0;0.0;5.0;20.0;350.0;35.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;410.0;23585.0;5.0;0.0;15.0
575;Eemsdelta;2023;23585.0;425.0;70.0;30.0;0.0;10.0;0.0;5.0;0.0;10.0;5.0;0.0;5.0;40.0;400.0;65.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;60.0;30.0;23615.0;0.0;0.0;10.0
576;Eersel;2020;8400.0;110.0;25.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;20.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;8510.0;0.0;0.0;0.0
577;Eersel;2021;8510.0;100.0;20.0;15.0;0.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;105.0;8615.0;0.0;0.0;5.0
578;Eersel;2022;8615.0;65.0;20.0;15.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;20.0;20.0;10.0;0.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0;45.0;8660.0;0.0;0.0;5.0
579;Eersel;2023;8660.0;85.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;15.0;15.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;75.0;8740.0;0.0;-5.0;0.0
580;Eijsden-Margraten;2020;11325.0;35.0;20.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;15.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;40.0;11365.0;0.0;0.0;0.0
581;Eijsden-Margraten;2021;11365.0;95.0;40.0;20.0;0.0;10.0;0.0;0.0;0.0;10.0;5.0;0.0;5.0;20.0;5.0;75.0;65.0;0.0;0.0;0.0;65.0;0.0;0.0;0.0;10.0;60.0;11425.0;0.0;0.0;-55.0
582;Eijsden-Margraten;2022;11425.0;40.0;35.0;20.0;0.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;10.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;11490.0;5.0;0.0;5.0
583;Eijsden-Margraten;2023;11490.0;55.0;110.0;100.0;0.0;70.0;0.0;10.0;0.0;20.0;0.0;0.0;0.0;5.0;5.0;15.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;140.0;11625.0;5.0;0.0;15.0
584;Eindhoven;2020;112965.0;1360.0;425.0;380.0;0.0;210.0;5.0;50.0;0.0;120.0;15.0;0.0;15.0;30.0;200.0;155.0;65.0;0.0;20.0;5.0;40.0;30.0;10.0;15.0;60.0;1435.0;114400.0;30.0;-5.0;80.0
585;Eindhoven;2021;114400.0;1420.0;410.0;365.0;0.0;155.0;0.0;160.0;0.0;50.0;10.0;0.0;10.0;35.0;55.0;120.0;80.0;5.0;55.0;0.0;20.0;5.0;0.0;5.0;35.0;1660.0;116055.0;105.0;0.0;30.0
586;Eindhoven;2022;116055.0;1605.0;835.0;745.0;5.0;350.0;5.0;220.0;0.0;165.0;65.0;0.0;65.0;20.0;25.0;135.0;110.0;0.0;80.0;5.0;25.0;5.0;0.0;5.0;20.0;2275.0;118335.0;140.0;-5.0;140.0
587;Eindhoven;2023;118335.0;980.0;310.0;290.0;0.0;180.0;0.0;65.0;0.0;45.0;5.0;0.0;5.0;20.0;195.0;55.0;40.0;0.0;25.0;5.0;10.0;0.0;0.0;0.0;10.0;1045.0;119375.0;40.0;-5.0;35.0
588;Elburg;2020;9355.0;225.0;30.0;25.0;0.0;10.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;10.0;10.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;240.0;9595.0;5.0;-5.0;10.0
589;Elburg;2021;9595.0;165.0;15.0;15.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;15.0;5.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;155.0;9750.0;5.0;-5.0;0.0
590;Elburg;2022;9750.0;15.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;10.0;5.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;10.0;9760.0;0.0;0.0;-5.0
591;Elburg;2023;9760.0;35.0;20.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;10.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;35.0;9795.0;0.0;0.0;5.0
592;Emmen;2020;49310.0;245.0;240.0;125.0;0.0;50.0;5.0;5.0;0.0;70.0;85.0;5.0;80.0;30.0;80.0;190.0;105.0;45.0;0.0;55.0;0.0;0.0;0.0;0.0;85.0;220.0;49530.0;5.0;-55.0;70.0
593;Emmen;2021;49530.0;420.0;175.0;155.0;0.0;45.0;60.0;5.0;0.0;40.0;5.0;0.0;5.0;20.0;85.0;35.0;10.0;10.0;0.0;0.0;0.0;5.0;0.0;5.0;20.0;475.0;50000.0;5.0;0.0;40.0
594;Emmen;2022;50000.0;320.0;80.0;50.0;0.0;20.0;0.0;5.0;0.0;20.0;5.0;0.0;5.0;25.0;20.0;50.0;10.0;5.0;0.0;0.0;5.0;5.0;0.0;5.0;35.0;330.0;50330.0;5.0;0.0;15.0
595;Emmen;2023;50330.0;210.0;140.0;115.0;0.0;5.0;5.0;0.0;0.0;105.0;0.0;0.0;0.0;30.0;80.0;40.0;10.0;5.0;0.0;5.0;0.0;5.0;0.0;5.0;25.0;230.0;50565.0;0.0;-5.0;105.0
596;Enkhuizen;2020;8825.0;35.0;30.0;25.0;0.0;10.0;0.0;5.0;0.0;10.0;5.0;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;55.0;8880.0;5.0;0.0;5.0
597;Enkhuizen;2021;8880.0;5.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;20.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;-10.0;8870.0;0.0;0.0;10.0
598;Enkhuizen;2022;8870.0;35.0;30.0;20.0;0.0;10.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;55.0;8925.0;5.0;0.0;5.0
599;Enkhuizen;2023;8925.0;10.0;20.0;20.0;0.0;15.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;8955.0;5.0;0.0;0.0
600;Enschede;2020;75220.0;500.0;305.0;295.0;0.0;225.0;0.0;30.0;0.0;40.0;5.0;0.0;5.0;0.0;75.0;25.0;20.0;5.0;10.0;0.0;10.0;0.0;0.0;0.0;5.0;705.0;75925.0;20.0;0.0;30.0
601;Enschede;2021;75925.0;310.0;130.0;120.0;0.0;105.0;0.0;5.0;0.0;15.0;5.0;0.0;5.0;5.0;85.0;30.0;15.0;0.0;0.0;5.0;10.0;10.0;0.0;10.0;5.0;325.0;76250.0;5.0;-5.0;5.0
602;Enschede;2022;76250.0;605.0;265.0;255.0;0.0;210.0;35.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;20.0;40.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;5.0;25.0;810.0;77060.0;5.0;0.0;5.0
603;Enschede;2023;77060.0;315.0;190.0;180.0;0.0;140.0;0.0;10.0;0.0;25.0;0.0;0.0;0.0;10.0;470.0;40.0;20.0;5.0;5.0;5.0;10.0;5.0;0.0;5.0;15.0;0.0;77060.0;5.0;-5.0;15.0
604;Epe;2020;14585.0;70.0;75.0;65.0;0.0;10.0;0.0;10.0;0.0;40.0;5.0;5.0;5.0;5.0;15.0;20.0;10.0;0.0;0.0;5.0;0.0;5.0;0.0;5.0;10.0;110.0;14695.0;10.0;-5.0;40.0
605;Epe;2021;14695.0;75.0;60.0;45.0;0.0;5.0;0.0;25.0;0.0;15.0;5.0;0.0;5.0;10.0;25.0;15.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;10.0;95.0;14790.0;20.0;0.0;15.0
606;Epe;2022;14790.0;25.0;60.0;45.0;0.0;10.0;0.0;20.0;0.0;15.0;10.0;0.0;10.0;5.0;15.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;50.0;14845.0;15.0;0.0;15.0
607;Epe;2023;14845.0;80.0;30.0;25.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0;5.0;15.0;15.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;75.0;14920.0;5.0;0.0;5.0
608;Ermelo;2020;11155.0;195.0;60.0;50.0;0.0;5.0;0.0;15.0;0.0;30.0;5.0;5.0;0.0;0.0;40.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;11360.0;15.0;0.0;30.0
609;Ermelo;2021;11360.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;15.0;15.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;90.0;11450.0;0.0;0.0;10.0
