ID;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;TotaalOverigeToevoegingen_3;TotaalFysiekeToevoeging_4;LateResponsNieuwbouw_5;Transformatie_6;LateResponsTransformatie_7;Woningsplitsing_8;Woningsamenvoeging_9;OverigDoorVerbouw_10;TotaalToevoegingDoorFunctiewijziging_11;VanLogiesfunctieNaarWoonfunctie_12;VanOverigeFunctieNaarWoonfunctie_13;TotaalAdministratieveToevoeging_14;Sloop_15;TotaalOverigeOnttrekkingen_16;TotaalFysiekeOnttrekking_17;LateResponsSloop_18;Woningsplitsing_19;Woningsamenvoeging_20;OverigDoorVerbouw_21;TotaalOnttrekkingDoorFunctiewijziging_22;VanWoonNaarLogiesfunctie_23;VanWoonfunctieNaarOverigeFunctie_24;TotaalAdministratieveOnttrekking_25;SaldoVoorraad_26;EindstandVoorraad_27;SaldoWoningsplitsing_28;SaldoWoningsamenvoeging_29;SaldoOverigDoorVerbouw_30
401;Bodegraven-Reeuwijk;2021;14675.0;170.0;25.0;20.0;0.0;0.0;0.0;0.0;0.0;20.0;5.0;0.0;5.0;0.0;10.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;180.0;14855.0;0.0;0.0;15.0
402;Bodegraven-Reeuwijk;2022;14855.0;200.0;45.0;35.0;0.0;5.0;0.0;5.0;0.0;25.0;5.0;0.0;5.0;5.0;5.0;20.0;5.0;0.0;0.0;0.0;5.0;10.0;0.0;10.0;5.0;220.0;15075.0;5.0;0.0;20.0
403;Bodegraven-Reeuwijk;2023;15075.0;105.0;25.0;20.0;0.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;15180.0;0.0;0.0;10.0
404;Boekel;2020;4250.0;150.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;4395.0;0.0;0.0;5.0
405;Boekel;2021;4395.0;80.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;75.0;4475.0;0.0;0.0;0.0
406;Boekel;2022;4475.0;55.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;10.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;45.0;4520.0;0.0;0.0;0.0
407;Boekel;2023;4520.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.0;4615.0;0.0;0.0;0.0
408;Borger-Odoorn;2020;11375.0;45.0;75.0;40.0;30.0;5.0;0.0;0.0;0.0;5.0;20.0;0.0;20.0;15.0;15.0;260.0;0.0;0.0;0.0;0.0;0.0;250.0;250.0;0.0;5.0;-150.0;11225.0;0.0;0.0;5.0
409;Borger-Odoorn;2021;11225.0;50.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;50.0;11275.0;0.0;0.0;10.0
410;Borger-Odoorn;2022;11275.0;80.0;110.0;25.0;5.0;10.0;0.0;0.0;0.0;10.0;75.0;0.0;75.0;10.0;25.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;155.0;11430.0;0.0;0.0;10.0
411;Borger-Odoorn;2023;11430.0;85.0;60.0;30.0;0.0;5.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;30.0;35.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;105.0;11535.0;0.0;0.0;20.0
412;Borne;2020;9955.0;130.0;20.0;20.0;0.0;15.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;10105.0;0.0;0.0;5.0
413;Borne;2021;10105.0;180.0;10.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;185.0;10290.0;0.0;0.0;0.0
414;Borne;2022;10290.0;25.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;10305.0;0.0;0.0;0.0
415;Borne;2023;10305.0;160.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;160.0;10470.0;0.0;0.0;0.0
416;Borsele;2020;9820.0;75.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;35.0;15.0;15.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;9850.0;0.0;0.0;5.0
417;Borsele;2021;9850.0;80.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;45.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;9895.0;0.0;0.0;5.0
418;Borsele;2022;9895.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;30.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;120.0;10015.0;0.0;0.0;0.0
419;Borsele;2023;10015.0;75.0;15.0;15.0;0.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;10100.0;0.0;0.0;5.0
420;Boxmeer;2020;12570.0;165.0;15.0;10.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;12740.0;5.0;0.0;5.0
421;Boxmeer;2021;12740.0;65.0;30.0;25.0;0.0;0.0;0.0;0.0;0.0;25.0;5.0;0.0;5.0;0.0;15.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;12815.0;0.0;0.0;25.0
422;Boxmeer;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;Boxmeer;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;Boxtel;2020;13400.0;40.0;40.0;30.0;0.0;15.0;0.0;0.0;0.0;15.0;5.0;0.0;5.0;0.0;0.0;15.0;5.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;5.0;60.0;13460.0;0.0;0.0;15.0
425;Boxtel;2021;14390.0;75.0;25.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;15.0;0.0;15.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;80.0;14470.0;0.0;0.0;5.0
426;Boxtel;2022;14470.0;245.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;240.0;14710.0;0.0;0.0;0.0
427;Boxtel;2023;14710.0;110.0;20.0;15.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;110.0;14820.0;0.0;0.0;10.0
428;Breda;2020;84565.0;625.0;245.0;205.0;0.0;70.0;0.0;45.0;15.0;75.0;20.0;0.0;20.0;25.0;120.0;90.0;60.0;5.0;15.0;30.0;10.0;5.0;0.0;5.0;30.0;665.0;85230.0;30.0;-15.0;65.0
429;Breda;2021;85230.0;525.0;295.0;270.0;0.0;155.0;0.0;55.0;15.0;40.0;10.0;0.0;10.0;15.0;60.0;120.0;70.0;5.0;20.0;30.0;15.0;10.0;0.0;10.0;40.0;640.0;85870.0;35.0;-15.0;25.0
430;Breda;2022;85870.0;705.0;245.0;225.0;0.0;160.0;5.0;15.0;5.0;45.0;10.0;0.0;10.0;10.0;40.0;50.0;35.0;5.0;5.0;20.0;5.0;5.0;0.0;5.0;10.0;860.0;86725.0;10.0;-15.0;40.0
431;Breda;2023;86725.0;975.0;230.0;215.0;0.0;100.0;0.0;25.0;5.0;85.0;5.0;0.0;5.0;10.0;20.0;110.0;85.0;0.0;10.0;10.0;70.0;5.0;0.0;5.0;15.0;1075.0;87800.0;15.0;-5.0;15.0
432;Brielle;2020;8030.0;75.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;8110.0;0.0;0.0;0.0
433;Brielle;2021;8110.0;90.0;35.0;35.0;0.0;30.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;8230.0;0.0;0.0;5.0
434;Brielle;2022;8230.0;65.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;8300.0;0.0;0.0;5.0
435;Brielle;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;Bronckhorst;2020;16200.0;75.0;45.0;40.0;0.0;5.0;0.0;15.0;10.0;10.0;0.0;0.0;0.0;0.0;70.0;35.0;30.0;0.0;10.0;15.0;5.0;0.0;0.0;0.0;5.0;15.0;16215.0;5.0;-5.0;5.0
437;Bronckhorst;2021;16215.0;95.0;55.0;55.0;0.0;20.0;0.0;25.0;0.0;10.0;0.0;0.0;0.0;5.0;25.0;20.0;20.0;0.0;15.0;0.0;5.0;0.0;0.0;0.0;0.0;105.0;16315.0;10.0;0.0;5.0
438;Bronckhorst;2022;16315.0;30.0;45.0;40.0;0.0;15.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0;5.0;10.0;10.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;55.0;16375.0;5.0;0.0;5.0
439;Bronckhorst;2023;16375.0;125.0;35.0;35.0;0.0;10.0;0.0;15.0;0.0;10.0;0.0;0.0;0.0;0.0;65.0;15.0;15.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;80.0;16455.0;10.0;0.0;5.0
440;Brummen;2020;9350.0;80.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;9415.0;0.0;0.0;5.0
441;Brummen;2021;9415.0;135.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105.0;9520.0;0.0;0.0;0.0
442;Brummen;2022;9520.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;15.0;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;125.0;9645.0;0.0;0.0;-10.0
443;Brummen;2023;9645.0;150.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;9800.0;0.0;0.0;5.0
444;Brunssum;2020;14495.0;115.0;20.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;150.0;15.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;-30.0;14465.0;0.0;-5.0;5.0
445;Brunssum;2021;14465.0;135.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;80.0;15.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;55.0;14515.0;0.0;0.0;0.0
446;Brunssum;2022;14515.0;50.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;60.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;-5.0;14510.0;0.0;0.0;10.0
447;Brunssum;2023;14510.0;95.0;20.0;15.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;105.0;15.0;10.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;14510.0;0.0;-5.0;5.0
448;Bunnik;2020;6390.0;85.0;25.0;25.0;0.0;5.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;15.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;6485.0;0.0;0.0;20.0
449;Bunnik;2021;6485.0;75.0;15.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;85.0;6570.0;0.0;0.0;5.0
450;Bunnik;2022;6570.0;190.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195.0;6765.0;0.0;0.0;5.0
451;Bunnik;2023;6765.0;30.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;25.0;6785.0;0.0;0.0;0.0
452;Bunschoten;2020;8535.0;105.0;20.0;20.0;0.0;10.0;0.0;0.0;5.0;10.0;5.0;0.0;5.0;0.0;5.0;110.0;5.0;0.0;0.0;5.0;0.0;105.0;105.0;0.0;0.0;15.0;8550.0;0.0;0.0;10.0
453;Bunschoten;2021;8550.0;155.0;10.0;10.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;8710.0;0.0;0.0;0.0
454;Bunschoten;2022;8710.0;75.0;45.0;45.0;0.0;30.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115.0;8825.0;0.0;0.0;15.0
455;Bunschoten;2023;8825.0;120.0;10.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;8945.0;0.0;0.0;0.0
456;Buren;2020;10830.0;105.0;15.0;15.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;105.0;10935.0;0.0;0.0;10.0
457;Buren;2021;10935.0;85.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;85.0;11015.0;0.0;0.0;0.0
458;Buren;2022;11015.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;0.0;10.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;11125.0;0.0;0.0;5.0
459;Buren;2023;11125.0;65.0;15.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;11200.0;0.0;0.0;5.0
460;Capelle aan den IJssel;2020;31270.0;170.0;125.0;120.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;285.0;31555.0;0.0;0.0;0.0
461;Capelle aan den IJssel;2021;31555.0;185.0;20.0;15.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;200.0;31755.0;0.0;0.0;0.0
462;Capelle aan den IJssel;2022;31755.0;10.0;90.0;90.0;0.0;5.0;0.0;0.0;0.0;85.0;0.0;0.0;0.0;0.0;360.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-265.0;31490.0;0.0;0.0;85.0
463;Capelle aan den IJssel;2023;31490.0;155.0;25.0;20.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;31595.0;0.0;0.0;0.0
464;Castricum;2020;16055.0;160.0;25.0;20.0;0.0;10.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;175.0;16230.0;5.0;0.0;5.0
465;Castricum;2021;16230.0;50.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;0.0;10.0;15.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;40.0;16270.0;0.0;0.0;5.0
466;Castricum;2022;16270.0;65.0;20.0;10.0;0.0;0.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;70.0;16345.0;5.0;0.0;5.0
467;Castricum;2023;16345.0;205.0;25.0;20.0;0.0;15.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;5.0;5.0;10.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;5.0;215.0;16560.0;0.0;0.0;0.0
468;Coevorden;2020;15555.0;20.0;15.0;15.0;0.0;5.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;15580.0;5.0;0.0;5.0
469;Coevorden;2021;15580.0;130.0;25.0;10.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;5.0;15.0;40.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;15690.0;0.0;0.0;5.0
470;Coevorden;2022;15690.0;215.0;35.0;20.0;0.0;10.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;15.0;30.0;20.0;20.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;205.0;15895.0;5.0;0.0;10.0
471;Coevorden;2023;15895.0;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;10.0;35.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;70.0;15965.0;0.0;0.0;10.0
472;Cranendonck;2020;9005.0;35.0;10.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;9045.0;0.0;0.0;0.0
473;Cranendonck;2021;9045.0;55.0;30.0;25.0;0.0;10.0;0.0;5.0;0.0;10.0;0.0;0.0;0.0;5.0;5.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;70.0;9115.0;5.0;0.0;10.0
474;Cranendonck;2022;9115.0;20.0;20.0;20.0;0.0;10.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;5.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;9140.0;5.0;0.0;5.0
475;Cranendonck;2023;9140.0;105.0;20.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115.0;9255.0;0.0;0.0;5.0
476;Cuijk;2020;11195.0;130.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;20.0;0.0;0.0;0.0;0.0;5.0;10.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;140.0;11335.0;5.0;0.0;15.0
477;Cuijk;2021;11335.0;80.0;20.0;20.0;0.0;15.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;90.0;11425.0;0.0;0.0;-5.0
478;Cuijk;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;Cuijk;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;Culemborg;2020;12530.0;180.0;30.0;25.0;0.0;5.0;0.0;5.0;0.0;15.0;5.0;0.0;5.0;5.0;0.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;200.0;12730.0;5.0;0.0;10.0
481;Culemborg;2021;12730.0;35.0;40.0;25.0;0.0;20.0;0.0;5.0;0.0;0.0;10.0;0.0;10.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;12800.0;5.0;0.0;0.0
482;Culemborg;2022;12800.0;190.0;50.0;45.0;0.0;35.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;5.0;10.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;225.0;13025.0;0.0;-5.0;5.0
483;Culemborg;2023;13025.0;190.0;50.0;40.0;0.0;35.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;5.0;0.0;15.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;230.0;13250.0;5.0;0.0;0.0
484;Dalfsen;2020;11890.0;180.0;15.0;10.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;25.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;165.0;12055.0;5.0;0.0;5.0
485;Dalfsen;2021;12055.0;105.0;25.0;20.0;0.0;5.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;10.0;10.0;20.0;15.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;5.0;100.0;12160.0;0.0;0.0;0.0
486;Dalfsen;2022;12160.0;195.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.0;25.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;175.0;12330.0;0.0;0.0;5.0
487;Dalfsen;2023;12330.0;105.0;45.0;20.0;0.0;5.0;0.0;5.0;0.0;5.0;5.0;0.0;5.0;20.0;5.0;15.0;10.0;5.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;130.0;12460.0;5.0;0.0;5.0
488;Dantumadiel;2020;8165.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;8200.0;0.0;0.0;0.0
489;Dantumadiel;2021;8200.0;50.0;15.0;15.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;20.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;8240.0;0.0;0.0;5.0
490;Dantumadiel;2022;8240.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;8265.0;0.0;0.0;0.0
491;Dantumadiel;2023;8265.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;8270.0;0.0;0.0;0.0
492;Delft;2020;50905.0;335.0;340.0;320.0;0.0;230.0;0.0;30.0;5.0;55.0;5.0;0.0;5.0;10.0;35.0;50.0;30.0;0.0;10.0;10.0;10.0;0.0;0.0;0.0;15.0;590.0;51495.0;20.0;-5.0;45.0
493;Delft;2021;51495.0;705.0;230.0;200.0;0.0;95.0;5.0;70.0;10.0;20.0;10.0;0.0;10.0;20.0;225.0;75.0;55.0;5.0;20.0;20.0;10.0;5.0;0.0;5.0;20.0;635.0;52130.0;50.0;-10.0;10.0
494;Delft;2022;52130.0;675.0;135.0;115.0;0.0;20.0;5.0;45.0;15.0;35.0;10.0;0.0;10.0;10.0;0.0;120.0;105.0;10.0;15.0;30.0;50.0;10.0;0.0;10.0;10.0;685.0;52815.0;30.0;-15.0;-15.0
495;Delft;2023;52815.0;1245.0;210.0;195.0;0.0;100.0;0.0;60.0;5.0;30.0;5.0;0.0;5.0;10.0;0.0;55.0;40.0;5.0;20.0;10.0;10.0;0.0;0.0;0.0;10.0;1405.0;54220.0;40.0;-5.0;20.0
496;Delfzijl;2020;12225.0;40.0;25.0;20.0;0.0;5.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;55.0;12280.0;0.0;0.0;15.0
497;Delfzijl;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498;Delfzijl;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;Delfzijl;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;Deurne;2020;13955.0;75.0;45.0;40.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;5.0;15.0;10.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;95.0;14050.0;0.0;0.0;35.0
501;Deurne;2021;14050.0;115.0;45.0;25.0;0.0;0.0;5.0;5.0;0.0;20.0;5.0;0.0;5.0;10.0;25.0;20.0;10.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;115.0;14165.0;5.0;0.0;15.0
502;Deurne;2022;14165.0;140.0;30.0;20.0;0.0;5.0;0.0;0.0;0.0;10.0;5.0;0.0;5.0;10.0;20.0;10.0;5.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;145.0;14310.0;0.0;0.0;10.0
503;Deurne;2023;14310.0;145.0;30.0;25.0;0.0;0.0;0.0;5.0;0.0;20.0;5.0;0.0;5.0;0.0;20.0;10.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;140.0;14455.0;5.0;0.0;20.0
504;Deventer;2020;45990.0;155.0;115.0;90.0;0.0;65.0;0.0;10.0;0.0;15.0;5.0;0.0;5.0;15.0;5.0;25.0;20.0;10.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;235.0;46225.0;5.0;0.0;10.0
505;Deventer;2021;46225.0;185.0;105.0;85.0;0.0;25.0;5.0;5.0;0.0;50.0;10.0;0.0;10.0;5.0;20.0;25.0;20.0;5.0;0.0;5.0;10.0;0.0;0.0;0.0;5.0;245.0;46470.0;5.0;-5.0;40.0
506;Deventer;2022;46470.0;405.0;215.0;180.0;0.0;85.0;20.0;10.0;0.0;65.0;25.0;0.0;20.0;10.0;20.0;50.0;40.0;5.0;0.0;5.0;30.0;5.0;0.0;5.0;10.0;545.0;47015.0;10.0;-5.0;35.0
