ID;Opdrachtgever;Bouwfasen;Perioden;TotaleBouwkostenGebouwen_1;BouwkostenGebouwenNietNieuwbouw_2;BouwkostenGebouwenNieuwbouw_3;Wonen_4;ALandbouwBosbouwEnVisserij_5;BFNijverheidEnEnergie_6;GIHandelEnHoreca_7;HJVervoerInformatieEnCommunicatie_8;KNFinancieleEnZakelijkeDiensten_9;OOpenbaarBestuurEnOverheidsdiensten_10;POnderwijs_11;QGezondheidsEnWelzijnszorg_12;RUCultuurRecreatieOverigeDiensten_13
782;Totaal opdrachtgevers;Productie van bouwwerken;2020 november;1720;377;1343;925.0;26.0;96.0;75.0;81.0;37.0;4.0;34.0;41.0;24.0
783;Totaal opdrachtgevers;Productie van bouwwerken;2020 december;1175;253;922;639.0;18.0;63.0;50.0;56.0;26.0;3.0;22.0;29.0;16.0
784;Totaal opdrachtgevers;Productie van bouwwerken;2020 4e kwartaal;4627;1018;3609;2489.0;72.0;259.0;201.0;215.0;100.0;11.0;89.0;111.0;64.0
785;Totaal opdrachtgevers;Productie van bouwwerken;2020;17687;3883;13805;9547.0;276.0;1025.0;763.0;725.0;398.0;35.0;339.0;426.0;272.0
786;Totaal opdrachtgevers;Productie van bouwwerken;2021 januari;1618;345;1273;886.0;25.0;85.0;68.0;77.0;36.0;4.0;30.0;40.0;21.0
787;Totaal opdrachtgevers;Productie van bouwwerken;2021 februari;1308;281;1027;717.0;21.0;67.0;55.0;62.0;30.0;3.0;24.0;31.0;16.0
788;Totaal opdrachtgevers;Productie van bouwwerken;2021 maart;1994;428;1566;1093.0;31.0;100.0;82.0;95.0;49.0;5.0;39.0;47.0;24.0
789;Totaal opdrachtgevers;Productie van bouwwerken;2021 1e kwartaal;4920;1055;3865;2697.0;77.0;253.0;204.0;234.0;115.0;12.0;94.0;119.0;60.0
790;Totaal opdrachtgevers;Productie van bouwwerken;2021 april;1620;342;1277;895.0;26.0;79.0;66.0;78.0;41.0;4.0;32.0;39.0;18.0
791;Totaal opdrachtgevers;Productie van bouwwerken;2021 mei;1569;324;1245;878.0;25.0;74.0;64.0;77.0;39.0;3.0;32.0;35.0;17.0
792;Totaal opdrachtgevers;Productie van bouwwerken;2021 juni;1988;405;1583;1117.0;30.0;98.0;77.0;99.0;49.0;4.0;42.0;45.0;22.0
793;Totaal opdrachtgevers;Productie van bouwwerken;2021 2e kwartaal;5177;1072;4106;2891.0;81.0;251.0;207.0;253.0;129.0;11.0;106.0;120.0;57.0
794;Totaal opdrachtgevers;Productie van bouwwerken;2021 juli;1856;379;1477;1050.0;27.0;92.0;65.0;93.0;45.0;5.0;36.0;43.0;21.0
795;Totaal opdrachtgevers;Productie van bouwwerken;2021 augustus;791;161;630;447.0;11.0;40.0;27.0;39.0;19.0;3.0;16.0;19.0;9.0
796;Totaal opdrachtgevers;Productie van bouwwerken;2021 september;2113;436;1677;1187.0;31.0;109.0;70.0;105.0;49.0;10.0;42.0;51.0;22.0
797;Totaal opdrachtgevers;Productie van bouwwerken;2021 3e kwartaal;4760;976;3784;2684.0;69.0;241.0;162.0;237.0;113.0;18.0;94.0;113.0;52.0
798;Totaal opdrachtgevers;Productie van bouwwerken;2021 oktober;1951;407;1543;1083.0;29.0;105.0;66.0;98.0;44.0;11.0;39.0;48.0;20.0
799;Totaal opdrachtgevers;Productie van bouwwerken;2021 november;2086;444;1642;1142.0;32.0;114.0;74.0;103.0;49.0;13.0;39.0;53.0;22.0
800;Totaal opdrachtgevers;Productie van bouwwerken;2021 december;1634;347;1287;894.0;25.0;90.0;59.0;83.0;37.0;11.0;29.0;41.0;18.0
801;Totaal opdrachtgevers;Productie van bouwwerken;2021 4e kwartaal;5671;1199;4472;3119.0;86.0;309.0;199.0;285.0;131.0;34.0;107.0;143.0;60.0
802;Totaal opdrachtgevers;Productie van bouwwerken;2021;20528;4301;16227;11390.0;313.0;1054.0;772.0;1010.0;487.0;76.0;401.0;495.0;229.0
803;Totaal opdrachtgevers;Productie van bouwwerken;2022 januari;1700;363;1337;927.0;27.0;95.0;60.0;90.0;36.0;11.0;29.0;42.0;19.0
804;Totaal opdrachtgevers;Productie van bouwwerken;2022 februari;1748;374;1374;955.0;28.0;101.0;62.0;92.0;37.0;9.0;30.0;41.0;19.0
805;Totaal opdrachtgevers;Productie van bouwwerken;2022 maart;2176;463;1713;1183.0;36.0;132.0;78.0;114.0;47.0;11.0;37.0;51.0;23.0
806;Totaal opdrachtgevers;Productie van bouwwerken;2022 1e kwartaal;5624;1200;4424;3064.0;92.0;328.0;200.0;297.0;120.0;31.0;97.0;134.0;60.0
807;Totaal opdrachtgevers;Productie van bouwwerken;2022 april;1672;357;1315;909.0;27.0;107.0;60.0;82.0;36.0;9.0;29.0;39.0;17.0
808;Totaal opdrachtgevers;Productie van bouwwerken;2022 mei;1887;407;1480;1016.0;30.0;127.0;67.0;90.0;41.0;10.0;33.0;46.0;19.0
809;Totaal opdrachtgevers;Productie van bouwwerken;2022 juni;1963;428;1535;1051.0;29.0;136.0;66.0;90.0;42.0;9.0;34.0;49.0;28.0
810;Totaal opdrachtgevers;Productie van bouwwerken;2022 2e kwartaal;5521;1192;4330;2976.0;86.0;371.0;193.0;262.0;119.0;27.0;95.0;134.0;65.0
811;Totaal opdrachtgevers;Productie van bouwwerken;2022 juli;1793;395;1398;959.0;25.0;120.0;57.0;88.0;38.0;7.0;30.0;42.0;31.0
812;Totaal opdrachtgevers;Productie van bouwwerken;2022 augustus;980;211;769;525.0;14.0;71.0;31.0;55.0;21.0;4.0;16.0;22.0;11.0
813;Totaal opdrachtgevers;Productie van bouwwerken;2022 september;2145;465;1680;1139.0;30.0;169.0;69.0;113.0;45.0;10.0;38.0;45.0;23.0
814;Totaal opdrachtgevers;Productie van bouwwerken;2022 3e kwartaal;4918;1071;3848;2623.0;69.0;360.0;156.0;256.0;104.0;21.0;85.0;109.0;64.0
815;Totaal opdrachtgevers;Productie van bouwwerken;2022 oktober;2038;483;1555;1045.0;28.0;153.0;66.0;99.0;44.0;9.0;39.0;50.0;22.0
816;Totaal opdrachtgevers;Productie van bouwwerken;2022 november;2125;514;1612;1086.0;28.0;155.0;65.0;109.0;46.0;9.0;37.0;54.0;23.0
817;Totaal opdrachtgevers;Productie van bouwwerken;2022 december;1317;298;1019;695.0;18.0;99.0;42.0;64.0;29.0;6.0;22.0;29.0;15.0
818;Totaal opdrachtgevers;Productie van bouwwerken;2022 4e kwartaal;5480;1294;4186;2826.0;74.0;408.0;173.0;272.0;119.0;25.0;97.0;133.0;60.0
819;Totaal opdrachtgevers;Productie van bouwwerken;2022;21543;4756;16787;11489.0;321.0;1467.0;723.0;1087.0;462.0;105.0;374.0;510.0;250.0
820;Totaal opdrachtgevers;Productie van bouwwerken;2023 januari;1581;360;1221;826.0;22.0;117.0;52.0;77.0;37.0;7.0;27.0;38.0;19.0
821;Totaal opdrachtgevers;Productie van bouwwerken;2023 februari;1704;388;1316;896.0;24.0;107.0;57.0;89.0;40.0;8.0;32.0;39.0;23.0
822;Totaal opdrachtgevers;Productie van bouwwerken;2023 maart;2029;450;1579;1044.0;28.0;164.0;61.0;111.0;45.0;12.0;39.0;47.0;29.0
823;Totaal opdrachtgevers;Productie van bouwwerken;2023 1e kwartaal;5314;1197;4116;2766.0;74.0;389.0;169.0;277.0;122.0;28.0;98.0;124.0;70.0
824;Totaal opdrachtgevers;Productie van bouwwerken;2023 april;1580;343;1238;789.0;21.0;160.0;48.0;87.0;36.0;10.0;28.0;39.0;21.0
825;Totaal opdrachtgevers;Productie van bouwwerken;2023 mei;1794;392;1403;938.0;24.0;119.0;57.0;103.0;45.0;13.0;34.0;46.0;24.0
826;Totaal opdrachtgevers;Productie van bouwwerken;2023 juni;2066;436;1631;1072.0;26.0;135.0;64.0;139.0;59.0;15.0;43.0;51.0;27.0
827;Totaal opdrachtgevers;Productie van bouwwerken;2023 2e kwartaal;5441;1170;4271;2800.0;70.0;414.0;168.0;328.0;139.0;38.0;104.0;137.0;72.0
828;Totaal opdrachtgevers;Productie van bouwwerken;2023 juli;1636;339;1297;838.0;20.0;105.0;50.0;121.0;51.0;12.0;36.0;43.0;20.0
829;Totaal opdrachtgevers;Productie van bouwwerken;2023 augustus;977;211;766;496.0;12.0;66.0;37.0;60.0;29.0;7.0;22.0;26.0;11.0
830;Totaal opdrachtgevers;Productie van bouwwerken;2023 september;1997;435;1562;1004.0;26.0;139.0;84.0;120.0;59.0;14.0;44.0;49.0;23.0
831;Totaal opdrachtgevers;Productie van bouwwerken;2023 3e kwartaal;4610;984;3626;2338.0;58.0;310.0;171.0;302.0;138.0;33.0;102.0;118.0;54.0
832;Totaal opdrachtgevers;Productie van bouwwerken;2023 oktober;1910;416;1494;983.0;25.0;126.0;58.0;114.0;59.0;15.0;45.0;47.0;22.0
833;Totaal opdrachtgevers;Productie van bouwwerken;2023 november;1876;412;1464;969.0;25.0;123.0;57.0;110.0;56.0;15.0;45.0;44.0;21.0
834;Totaal opdrachtgevers;Productie van bouwwerken;2023 december;1381;305;1077;718.0;20.0;90.0;43.0;81.0;39.0;11.0;30.0;30.0;15.0
835;Totaal opdrachtgevers;Productie van bouwwerken;2023 4e kwartaal;5167;1132;4035;2670.0;70.0;338.0;158.0;305.0;154.0;41.0;120.0;121.0;59.0
836;Totaal opdrachtgevers;Productie van bouwwerken;2023;20532;4484;16048;10574.0;273.0;1451.0;666.0;1212.0;553.0;140.0;425.0;500.0;254.0
837;Totaal opdrachtgevers;Productie van bouwwerken;2024 januari;1388;307;1081;714.0;22.0;89.0;44.0;82.0;39.0;11.0;29.0;29.0;21.0
838;Totaal opdrachtgevers;Productie van bouwwerken;2024 februari;1754;389;1365;897.0;23.0;105.0;60.0;111.0;50.0;14.0;37.0;37.0;33.0
839;Totaal opdrachtgevers;Productie van bouwwerken;2024 maart;1778;404;1374;914.0;23.0;92.0;63.0;118.0;51.0;14.0;39.0;39.0;21.0
840;Totaal opdrachtgevers;Productie van bouwwerken;2024 1e kwartaal;4920;1100;3820;2525.0;68.0;286.0;167.0;312.0;140.0;38.0;105.0;105.0;75.0
841;Totaal opdrachtgevers;Productie van bouwwerken;2024 april;1826;412;1414;955.0;24.0;86.0;61.0;114.0;53.0;13.0;46.0;41.0;22.0
842;Totaal opdrachtgevers;Productie van bouwwerken;2024 mei;1810;406;1404;949.0;25.0;86.0;60.0;113.0;52.0;13.0;48.0;38.0;20.0
843;Totaal opdrachtgevers;Productie van bouwwerken;2024 juni;1818;400;1419;971.0;26.0;90.0;60.0;103.0;53.0;13.0;41.0;42.0;20.0
844;Totaal opdrachtgevers;Productie van bouwwerken;2024 2e kwartaal;5454;1217;4237;2875.0;75.0;261.0;181.0;329.0;158.0;39.0;135.0;120.0;62.0
845;Totaal opdrachtgevers;Productie van bouwwerken;2024 juli;1866;387;1479;1007.0;27.0;94.0;67.0;112.0;54.0;13.0;41.0;44.0;19.0
846;Totaal opdrachtgevers;Productie van bouwwerken;2024 augustus;997;207;790;535.0;16.0;52.0;38.0;63.0;28.0;7.0;20.0;20.0;10.0
847;Totaal opdrachtgevers;Productie van bouwwerken;2024 september;2072;431;1641;1099.0;35.0;112.0;72.0;142.0;61.0;16.0;41.0;41.0;23.0
848;Totaal opdrachtgevers;Productie van bouwwerken;2024 3e kwartaal;4935;1025;3910;2640.0;78.0;258.0;178.0;317.0;143.0;36.0;102.0;105.0;53.0
849;Totaal opdrachtgevers;Productie van bouwwerken;2024 oktober;2134;447;1687;1116.0;36.0;117.0;76.0;150.0;64.0;18.0;42.0;43.0;24.0
850;Totaal opdrachtgevers;Productie van bouwwerken;2024 november;1952;410;1542;1029.0;32.0;108.0;70.0;131.0;57.0;16.0;39.0;38.0;22.0
851;Totaal opdrachtgevers;Productie van bouwwerken;2024 december;1608;326;1281;862.0;26.0;90.0;51.0;112.0;49.0;12.0;32.0;31.0;18.0
852;Totaal opdrachtgevers;Productie van bouwwerken;2024 4e kwartaal;5693;1183;4510;3007.0;94.0;314.0;196.0;393.0;170.0;46.0;113.0;113.0;64.0
853;Totaal opdrachtgevers;Productie van bouwwerken;2024;21003;4526;16477;11047.0;316.0;1119.0;722.0;1352.0;611.0;160.0;455.0;443.0;253.0
854;Totaal opdrachtgevers;Productie van bouwwerken;2025 januari;1902;381;1520;1027.0;30.0;103.0;59.0;129.0;56.0;22.0;38.0;36.0;20.0
855;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 januari;7671;1629;6042;3209.0;157.0;259.0;480.0;274.0;313.0;145.0;328.0;506.0;371.0
856;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 februari;7784;1702;6082;3231.0;147.0;242.0;470.0;266.0;433.0;140.0;306.0;483.0;364.0
857;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 maart;7651;1631;6020;3271.0;139.0;226.0;454.0;257.0;409.0;130.0;285.0;484.0;364.0
858;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 1e kwartaal;7651;1631;6020;3271.0;139.0;226.0;454.0;257.0;409.0;130.0;285.0;484.0;364.0
859;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 april;8056;1704;6352;3629.0;137.0;223.0;470.0;279.0;395.0;122.0;287.0;452.0;359.0
860;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 mei;8727;1793;6934;4160.0;136.0;261.0;463.0;320.0;387.0;114.0;270.0;468.0;356.0
861;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 juni;8940;1819;7121;4314.0;132.0;250.0;453.0;314.0;454.0;111.0;298.0;458.0;337.0
862;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 2e kwartaal;8940;1819;7121;4314.0;132.0;250.0;453.0;314.0;454.0;111.0;298.0;458.0;337.0
863;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 juli;8996;1836;7160;4241.0;128.0;260.0;458.0;413.0;452.0;105.0;327.0;451.0;326.0
864;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 augustus;9437;1966;7471;4518.0;155.0;265.0;471.0;406.0;476.0;101.0;317.0;440.0;323.0
865;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 september;9111;1893;7218;4300.0;160.0;258.0;443.0;428.0;475.0;94.0;318.0;426.0;316.0
866;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 3e kwartaal;9111;1893;7218;4300.0;160.0;258.0;443.0;428.0;475.0;94.0;318.0;426.0;316.0
867;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 oktober;9004;1874;7130;4153.0;157.0;242.0;434.0;415.0;602.0;88.0;310.0;428.0;301.0
868;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 november;8723;1786;6937;4063.0;151.0;233.0;439.0;410.0;584.0;81.0;289.0;406.0;281.0
869;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 december;8714;1844;6870;4024.0;148.0;239.0;433.0;402.0;556.0;75.0;278.0;446.0;268.0
870;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015 4e kwartaal;8714;1844;6870;4024.0;148.0;239.0;433.0;402.0;556.0;75.0;278.0;446.0;268.0
871;Totaal opdrachtgevers;Nog te produceren bouwwerken;2015;8714;1844;6870;4024.0;148.0;239.0;433.0;402.0;556.0;75.0;278.0;446.0;268.0
872;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 januari;8686;1860;6826;3957.0;135.0;243.0;460.0;407.0;528.0;127.0;279.0;438.0;252.0
873;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 februari;8582;1808;6774;3907.0;122.0;242.0;496.0;400.0;517.0;119.0;290.0;437.0;245.0
874;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 maart;8352;1801;6551;3759.0;121.0;249.0;463.0;384.0;499.0;111.0;295.0;429.0;241.0
875;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 1e kwartaal;8352;1801;6551;3759.0;121.0;249.0;463.0;384.0;499.0;111.0;295.0;429.0;241.0
876;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 april;8224;1778;6446;3715.0;124.0;270.0;465.0;382.0;467.0;102.0;286.0;416.0;222.0
877;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 mei;8319;1792;6527;3757.0;140.0;265.0;499.0;410.0;451.0;95.0;280.0;413.0;215.0
878;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 juni;8189;1786;6403;3664.0;150.0;268.0;492.0;397.0;477.0;86.0;274.0;391.0;204.0
879;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 2e kwartaal;8189;1786;6403;3664.0;150.0;268.0;492.0;397.0;477.0;86.0;274.0;391.0;204.0
880;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 juli;8409;1807;6601;3791.0;151.0;264.0;516.0;398.0;466.0;83.0;266.0;477.0;189.0
881;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 augustus;9075;1983;7092;4112.0;170.0;302.0;563.0;439.0;458.0;81.0;281.0;481.0;203.0
882;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 september;8921;2017;6904;4048.0;162.0;285.0;527.0;452.0;432.0;74.0;257.0;464.0;203.0
883;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 3e kwartaal;8921;2017;6904;4048.0;162.0;285.0;527.0;452.0;432.0;74.0;257.0;464.0;203.0
884;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 oktober;8893;2017;6876;4021.0;162.0;277.0;493.0;456.0;438.0;73.0;290.0;448.0;219.0
885;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 november;8993;1964;7029;4155.0;151.0;308.0;466.0;556.0;409.0;68.0;277.0;426.0;213.0
886;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 december;9292;1994;7298;4414.0;150.0;309.0;453.0;554.0;427.0;66.0;268.0;419.0;239.0
887;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016 4e kwartaal;9292;1994;7298;4414.0;150.0;309.0;453.0;554.0;427.0;66.0;268.0;419.0;239.0
888;Totaal opdrachtgevers;Nog te produceren bouwwerken;2016;9292;1994;7298;4414.0;150.0;309.0;453.0;554.0;427.0;66.0;268.0;419.0;239.0
889;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 januari;9833;2114;7719;4650.0;167.0;371.0;503.0;585.0;432.0;89.0;252.0;423.0;245.0
890;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 februari;9859;2074;7785;4725.0;152.0;379.0;518.0;589.0;458.0;83.0;235.0;416.0;229.0
891;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 maart;9584;2014;7570;4576.0;165.0;371.0;485.0;560.0;425.0;76.0;223.0;393.0;294.0
892;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 1e kwartaal;9584;2014;7570;4576.0;165.0;371.0;485.0;560.0;425.0;76.0;223.0;393.0;294.0
893;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 april;9884;2051;7833;4746.0;175.0;431.0;501.0;582.0;418.0;86.0;207.0;377.0;310.0
894;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 mei;10286;1983;8303;5085.0;164.0;449.0;518.0;637.0;395.0;81.0;211.0;360.0;403.0
895;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 juni;10147;1941;8207;5062.0;156.0;466.0;510.0;608.0;384.0;75.0;226.0;340.0;380.0
896;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 2e kwartaal;10147;1941;8207;5062.0;156.0;466.0;510.0;608.0;384.0;75.0;226.0;340.0;380.0
897;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 juli;10123;1894;8229;5085.0;150.0;498.0;520.0;611.0;361.0;71.0;229.0;325.0;379.0
898;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 augustus;11174;2068;9107;5727.0;164.0;531.0;522.0;639.0;354.0;71.0;335.0;338.0;425.0
899;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 september;11197;2068;9129;5727.0;166.0;538.0;611.0;644.0;333.0;66.0;322.0;317.0;405.0
900;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 3e kwartaal;11197;2068;9129;5727.0;166.0;538.0;611.0;644.0;333.0;66.0;322.0;317.0;405.0
901;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 oktober;10940;2032;8908;5647.0;157.0;504.0;571.0;608.0;345.0;60.0;321.0;306.0;389.0
902;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 november;10970;2071;8899;5737.0;161.0;522.0;547.0;595.0;324.0;56.0;296.0;289.0;374.0
903;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 december;11464;2129;9335;6066.0;155.0;576.0;595.0;626.0;307.0;55.0;282.0;296.0;379.0
904;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017 4e kwartaal;11464;2129;9335;6066.0;155.0;576.0;595.0;626.0;307.0;55.0;282.0;296.0;379.0
905;Totaal opdrachtgevers;Nog te produceren bouwwerken;2017;11464;2129;9335;6066.0;155.0;576.0;595.0;626.0;307.0;55.0;282.0;296.0;379.0
906;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 januari;11646;2137;9509;6165.0;175.0;622.0;580.0;686.0;282.0;67.0;268.0;293.0;371.0
907;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 februari;11751;2170;9581;6156.0;171.0;626.0;588.0;701.0;275.0;64.0;261.0;382.0;357.0
908;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 maart;11775;2189;9586;6223.0;179.0;593.0;608.0;672.0;252.0;61.0;253.0;368.0;379.0
909;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 1e kwartaal;11775;2189;9586;6223.0;179.0;593.0;608.0;672.0;252.0;61.0;253.0;368.0;379.0
910;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 april;11727;2204;9523;6164.0;172.0;591.0;581.0;712.0;245.0;57.0;259.0;365.0;376.0
911;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 mei;11825;2226;9598;6300.0;176.0;605.0;539.0;693.0;250.0;54.0;262.0;344.0;373.0
912;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 juni;11703;2101;9602;6190.0;162.0;626.0;590.0;676.0;319.0;53.0;259.0;336.0;391.0
913;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 2e kwartaal;11703;2101;9602;6190.0;162.0;626.0;590.0;676.0;319.0;53.0;259.0;336.0;391.0
914;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 juli;11800;2063;9737;6213.0;163.0;615.0;690.0;662.0;367.0;49.0;248.0;348.0;383.0
915;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 augustus;12560;2244;10315;6671.0;177.0;660.0;701.0;704.0;361.0;46.0;251.0;358.0;386.0
916;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 september;12604;2235;10369;6644.0;165.0;685.0;706.0;729.0;364.0;43.0;260.0;368.0;405.0
917;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 3e kwartaal;12604;2235;10369;6644.0;165.0;685.0;706.0;729.0;364.0;43.0;260.0;368.0;405.0
918;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 oktober;12322;2172;10150;6527.0;162.0;655.0;666.0;713.0;353.0;38.0;247.0;386.0;402.0
919;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 november;12748;2121;10627;6937.0;152.0;658.0;645.0;720.0;336.0;33.0;366.0;391.0;388.0
920;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 december;13266;2152;11115;7383.0;150.0;679.0;679.0;699.0;384.0;31.0;349.0;382.0;380.0
921;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018 4e kwartaal;13266;2152;11115;7383.0;150.0;679.0;679.0;699.0;384.0;31.0;349.0;382.0;380.0
922;Totaal opdrachtgevers;Nog te produceren bouwwerken;2018;13266;2152;11115;7383.0;150.0;679.0;679.0;699.0;384.0;31.0;349.0;382.0;380.0
923;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 januari;13474;2182;11292;7455.0;148.0;711.0;675.0;747.0;375.0;33.0;349.0;417.0;382.0
924;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 februari;13363;2215;11148;7365.0;142.0;688.0;672.0;754.0;378.0;34.0;339.0;402.0;374.0
925;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 maart;12868;2123;10745;7041.0;137.0;687.0;689.0;727.0;358.0;31.0;319.0;393.0;362.0
926;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 1e kwartaal;12868;2123;10745;7041.0;137.0;687.0;689.0;727.0;358.0;31.0;319.0;393.0;362.0
927;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 april;12746;2147;10599;6939.0;128.0;689.0;685.0;747.0;345.0;31.0;313.0;378.0;343.0
928;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 mei;12602;2111;10491;6860.0;122.0;663.0;660.0;761.0;365.0;28.0;302.0;389.0;340.0
929;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 juni;12552;2115;10437;6773.0;116.0;651.0;696.0;797.0;359.0;45.0;294.0;386.0;320.0
930;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 2e kwartaal;12552;2115;10437;6773.0;116.0;651.0;696.0;797.0;359.0;45.0;294.0;386.0;320.0
931;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 juli;12203;2051;10151;6518.0;113.0;662.0;659.0;763.0;382.0;42.0;282.0;422.0;308.0
932;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 augustus;13056;2303;10753;7010.0;124.0;674.0;672.0;803.0;398.0;41.0;303.0;426.0;301.0
933;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 september;12976;2273;10704;6919.0;121.0;695.0;657.0;801.0;421.0;42.0;304.0;460.0;284.0
934;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 3e kwartaal;12976;2273;10704;6919.0;121.0;695.0;657.0;801.0;421.0;42.0;304.0;460.0;284.0
935;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 oktober;12514;2239;10276;6590.0;107.0;690.0;634.0;745.0;393.0;46.0;329.0;468.0;273.0
936;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 november;12483;2214;10269;6706.0;103.0;700.0;620.0;708.0;388.0;42.0;309.0;447.0;246.0
937;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 december;12987;2306;10681;7047.0;105.0;698.0;677.0;740.0;394.0;39.0;304.0;442.0;234.0
938;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019 4e kwartaal;12987;2306;10681;7047.0;105.0;698.0;677.0;740.0;394.0;39.0;304.0;442.0;234.0
939;Totaal opdrachtgevers;Nog te produceren bouwwerken;2019;12987;2306;10681;7047.0;105.0;698.0;677.0;740.0;394.0;39.0;304.0;442.0;234.0
940;Totaal opdrachtgevers;Nog te produceren bouwwerken;2020 januari;13123;2243;10880;7141.0;96.0;783.0;677.0;827.0;376.0;37.0;288.0;436.0;217.0
941;Totaal opdrachtgevers;Nog te produceren bouwwerken;2020 februari;13182;2263;10919;7153.0;95.0;784.0;715.0;811.0;395.0;35.0;274.0;435.0;222.0
942;Totaal opdrachtgevers;Nog te produceren bouwwerken;2020 maart;12820;2220;10600;6996.0;85.0;746.0;679.0;777.0;373.0;31.0;285.0;413.0;216.0
943;Totaal opdrachtgevers;Nog te produceren bouwwerken;2020 1e kwartaal;12820;2220;10600;6996.0;85.0;746.0;679.0;777.0;373.0;31.0;285.0;413.0;216.0
944;Totaal opdrachtgevers;Nog te produceren bouwwerken;2020 april;13029;2364;10665;7026.0;83.0;770.0;660.0;753.0;433.0;29.0;282.0;421.0;207.0
