ID;Sectoren;Jaren;Totaal_1;MetAutomatisering_2;MetExterneCommunicatie_3;MetInternet_4;MetAnderNet_5;AlsGebruikerVanNetwerk_6;AlsAanbiederOpNetwerk_7;ElektronischeEtalage_8;ElektronischBestellen_9;ElektronischBetalen_10;Klantondersteuning_11;OpvragenGratisInformatie_12;VerzendenOntvangenBerichten_13;FinancieleTransacties_14;WervenVanPersoneel_15;ContactMetOverheid_16;OpvragenBetaaldeInfo_17;BestellenGoederen_18;BetalingNaBestellen_19;Aantal_20;Telewerk_21;ITPersoneel_22;ArbeidsjVoorSoftwareOntwikkeling_23;ITVacatures_24;PCSTerminals_25;GekoppeldePCS_26;InternetPC_27;Totaal_28;Hardware_29;Software_30;Totaal_31;Hardware_32;Software_33;LoonkostenITPersoneel_34;InhuurITPersoneel_35;OverigeITKosten_36
99;22 Uitgeverijen en drukkerijen;2001;2040.0;1703.0;1605.0;1347.0;1222.0;1542.0;1165.0;876.0;932.0;511.0;332.0;1344.0;1423.0;1233.0;289.0;296.0;290.0;656.0;554.0;;;1809.0;;;56608.0;51928.0;34994.0;;;;284.0;;;;;
100;23,24 Aardolie- en chemische industrie;1997;499.0;437.0;374.0;280.0;;279.0;113.0;94.0;24.0;5.0;35.0;249.0;236.0;;;;83.0;;;102156.0;;2633.0;714.0;189.0;71241.0;61003.0;17879.0;109.0;69.0;40.0;445.0;131.0;61.0;159.0;55.0;39.0
101;23,24 Aardolie- en chemische industrie;1998;501.0;436.0;390.0;345.0;;;;;;;;319.0;320.0;;;;154.0;;;89540.0;758.0;2306.0;551.0;145.0;70300.0;67325.0;33201.0;210.0;78.0;133.0;478.0;100.0;121.0;123.0;91.0;43.0
102;23,24 Aardolie- en chemische industrie;1999;514.0;471.0;428.0;409.0;335.0;420.0;273.0;243.0;134.0;65.0;117.0;385.0;397.0;308.0;108.0;116.0;135.0;162.0;87.0;63879.0;813.0;2348.0;519.0;177.0;65759.0;62405.0;31380.0;180.0;60.0;120.0;467.0;77.0;119.0;147.0;83.0;41.0
103;23,24 Aardolie- en chemische industrie;2000;514.0;475.0;;;;;;;;;;;;;;;;;;;;2474.0;;;68875.0;64899.0;33838.0;;;;490.0;;;;;
104;23,24 Aardolie- en chemische industrie;2001;514.0;475.0;453.0;417.0;342.0;446.0;388.0;368.0;226.0;122.0;204.0;415.0;433.0;325.0;149.0;169.0;159.0;256.0;127.0;;;2497.0;;;68842.0;66532.0;37019.0;;;;499.0;;;;;
105;25 Rubber- en kunststofindustrie;1997;653.0;574.0;390.0;166.0;;145.0;44.0;38.0;13.0;7.0;4.0;111.0;124.0;;;;37.0;;;33571.0;;228.0;30.0;18.0;11103.0;6787.0;1116.0;13.0;10.0;4.0;30.0;10.0;7.0;10.0;3.0;0.0
106;25 Rubber- en kunststofindustrie;1998;661.0;648.0;539.0;350.0;;;;;;;;307.0;268.0;;;;83.0;;;32546.0;342.0;296.0;86.0;10.0;10392.0;9693.0;2902.0;14.0;8.0;6.0;40.0;10.0;7.0;14.0;5.0;3.0
107;25 Rubber- en kunststofindustrie;1999;668.0;638.0;520.0;479.0;348.0;520.0;327.0;230.0;209.0;101.0;137.0;454.0;481.0;387.0;45.0;114.0;148.0;119.0;46.0;34817.0;250.0;571.0;123.0;18.0;12520.0;11413.0;3967.0;18.0;11.0;7.0;44.0;10.0;10.0;15.0;6.0;4.0
108;25 Rubber- en kunststofindustrie;2000;668.0;638.0;;;;;;;;;;;;;;;;;;;;609.0;;;13471.0;12193.0;4970.0;;;;41.0;;;;;
109;25 Rubber- en kunststofindustrie;2001;668.0;638.0;578.0;506.0;352.0;549.0;484.0;422.0;307.0;163.0;233.0;504.0;549.0;408.0;94.0;144.0;197.0;275.0;164.0;;;666.0;;;14094.0;12886.0;6247.0;;;;42.0;;;;;
110;27 Basismetaalindustrie;1997;147.0;127.0;81.0;47.0;;47.0;23.0;21.0;3.0;3.0;8.0;43.0;36.0;;;;15.0;;;26214.0;;633.0;213.0;26.0;9365.0;6377.0;1222.0;9.0;6.0;3.0;71.0;20.0;15.0;29.0;5.0;1.0
111;27 Basismetaalindustrie;1998;151.0;132.0;99.0;70.0;;;;;;;;62.0;61.0;;;;28.0;;;25517.0;224.0;467.0;210.0;18.0;12641.0;11474.0;3735.0;19.0;8.0;11.0;70.0;17.0;11.0;20.0;14.0;7.0
112;27 Basismetaalindustrie;1999;145.0;141.0;109.0;90.0;84.0;103.0;68.0;50.0;35.0;16.0;26.0;84.0;85.0;82.0;13.0;21.0;27.0;36.0;14.0;26495.0;197.0;469.0;214.0;17.0;14241.0;11899.0;4077.0;18.0;9.0;9.0;88.0;23.0;13.0;22.0;18.0;12.0
113;27 Basismetaalindustrie;2000;145.0;141.0;;;;;;;;;;;;;;;;;;;;481.0;;;15118.0;12340.0;5596.0;;;;90.0;;;;;
114;27 Basismetaalindustrie;2001;145.0;141.0;126.0;102.0;88.0;119.0;103.0;75.0;63.0;31.0;44.0;99.0;110.0;94.0;32.0;34.0;40.0;56.0;24.0;;;489.0;;;15597.0;12726.0;6397.0;;;;94.0;;;;;
115;28 Metaalproductenindustrie;1997;2686.0;1827.0;1295.0;809.0;;772.0;301.0;195.0;120.0;29.0;34.0;693.0;585.0;;;;215.0;;;77702.0;;552.0;64.0;16.0;23819.0;15888.0;1585.0;26.0;18.0;9.0;62.0;25.0;10.0;20.0;5.0;3.0
116;28 Metaalproductenindustrie;1998;2790.0;2494.0;1634.0;1366.0;;;;;;;;1253.0;1215.0;;;;507.0;;;93981.0;398.0;582.0;212.0;30.0;31888.0;28138.0;6568.0;57.0;30.0;27.0;104.0;34.0;20.0;20.0;16.0;14.0
117;28 Metaalproductenindustrie;1999;2811.0;2503.0;2189.0;1541.0;1560.0;2008.0;876.0;541.0;559.0;291.0;111.0;1406.0;1483.0;1633.0;172.0;233.0;314.0;487.0;233.0;98506.0;166.0;901.0;219.0;65.0;35336.0;31001.0;10006.0;56.0;28.0;29.0;104.0;19.0;23.0;27.0;20.0;15.0
118;28 Metaalproductenindustrie;2000;2811.0;2503.0;;;;;;;;;;;;;;;;;;;;949.0;;;38182.0;33100.0;13871.0;;;;94.0;;;;;
119;28 Metaalproductenindustrie;2001;2811.0;2503.0;2243.0;1914.0;1576.0;2198.0;1399.0;1139.0;1023.0;462.0;384.0;1842.0;1830.0;1800.0;264.0;416.0;572.0;825.0;433.0;;;1034.0;;;40573.0;35820.0;19184.0;;;;98.0;;;;;
120;29 Machine-industrie;1997;1787.0;1495.0;869.0;453.0;;453.0;305.0;277.0;97.0;30.0;142.0;428.0;443.0;;;;61.0;;;79436.0;;633.0;34.0;52.0;32008.0;24222.0;2325.0;43.0;27.0;15.0;81.0;34.0;9.0;23.0;12.0;2.0
121;29 Machine-industrie;1998;1837.0;1788.0;1474.0;1238.0;;;;;;;;1125.0;1145.0;;;;494.0;;;79720.0;1767.0;722.0;197.0;26.0;37885.0;34590.0;8075.0;70.0;29.0;41.0;109.0;29.0;20.0;33.0;16.0;11.0
122;29 Machine-industrie;1999;1890.0;1815.0;1659.0;1329.0;1173.0;1582.0;952.0;764.0;232.0;66.0;558.0;1159.0;1336.0;1086.0;127.0;259.0;262.0;232.0;126.0;85769.0;902.0;796.0;202.0;89.0;43593.0;40163.0;15530.0;53.0;36.0;17.0;104.0;29.0;16.0;28.0;18.0;14.0
123;29 Machine-industrie;2000;1890.0;1815.0;;;;;;;;;;;;;;;;;;;;918.0;;;47757.0;42679.0;19271.0;;;;111.0;;;;;
124;29 Machine-industrie;2001;1890.0;1815.0;1701.0;1451.0;1182.0;1662.0;1355.0;1090.0;621.0;124.0;730.0;1362.0;1506.0;1170.0;237.0;372.0;402.0;452.0;186.0;;;1016.0;;;48486.0;44030.0;23104.0;;;;121.0;;;;;
125;30 t/m 33 Elektrotechn. industrie;1997;988.0;793.0;540.0;390.0;;358.0;223.0;153.0;41.0;37.0;106.0;316.0;306.0;;;;34.0;;;90869.0;;1922.0;453.0;276.0;72128.0;59529.0;21073.0;79.0;51.0;28.0;300.0;82.0;56.0;87.0;39.0;35.0
126;30 t/m 33 Elektrotechn. industrie;1998;1013.0;945.0;800.0;656.0;;;;;;;;610.0;632.0;;;;235.0;;;89396.0;528.0;2089.0;738.0;93.0;57192.0;52788.0;16409.0;121.0;57.0;64.0;586.0;90.0;66.0;133.0;268.0;28.0
127;30 t/m 33 Elektrotechn. industrie;1999;1037.0;944.0;776.0;604.0;546.0;752.0;403.0;375.0;161.0;101.0;228.0;543.0;613.0;597.0;210.0;130.0;147.0;228.0;152.0;90417.0;553.0;1470.0;407.0;121.0;57681.0;53687.0;13665.0;131.0;59.0;73.0;645.0;68.0;86.0;123.0;332.0;37.0
128;30 t/m 33 Elektrotechn. industrie;2000;1037.0;964.0;;;;;;;;;;;;;;;;;;;;1576.0;;;61173.0;56008.0;17607.0;;;;719.0;;;;;
129;30 t/m 33 Elektrotechn. industrie;2001;1037.0;964.0;805.0;767.0;546.0;805.0;636.0;616.0;334.0;179.0;370.0;681.0;795.0;626.0;272.0;159.0;206.0;392.0;217.0;;;1667.0;;;63423.0;58057.0;21283.0;;;;736.0;;;;;
130;34, 35 Transportmiddelenindustrie;1997;716.0;549.0;364.0;86.0;;86.0;49.0;45.0;24.0;4.0;25.0;83.0;74.0;;;;15.0;;;50605.0;;397.0;105.0;38.0;14611.0;10073.0;2001.0;29.0;17.0;12.0;69.0;22.0;12.0;19.0;7.0;8.0
131;34, 35 Transportmiddelenindustrie;1998;727.0;689.0;489.0;398.0;;;;;;;;348.0;333.0;;;;128.0;;;52902.0;3077.0;432.0;123.0;40.0;17652.0;15317.0;3740.0;34.0;20.0;14.0;122.0;28.0;18.0;29.0;35.0;13.0
132;34, 35 Transportmiddelenindustrie;1999;751.0;654.0;540.0;471.0;370.0;506.0;306.0;261.0;126.0;41.0;143.0;419.0;442.0;412.0;30.0;101.0;106.0;153.0;105.0;54909.0;225.0;689.0;217.0;63.0;20152.0;17999.0;3129.0;45.0;27.0;18.0;158.0;25.0;21.0;25.0;60.0;28.0
133;34, 35 Transportmiddelenindustrie;2000;751.0;678.0;;;;;;;;;;;;;;;;;;;;717.0;;;21851.0;19936.0;5108.0;;;;156.0;;;;;
134;34, 35 Transportmiddelenindustrie;2001;751.0;678.0;583.0;525.0;395.0;583.0;431.0;403.0;217.0;112.0;224.0;505.0;549.0;484.0;72.0;111.0;121.0;254.0;172.0;;;810.0;;;22982.0;21447.0;7885.0;;;;153.0;;;;;
135;20,26,36,37  Overige industrie;1997;2325.0;1872.0;1264.0;517.0;;435.0;254.0;215.0;50.0;23.0;23.0;406.0;404.0;;;;120.0;;;125776.0;;784.0;74.0;36.0;25828.0;19148.0;1733.0;31.0;20.0;11.0;86.0;34.0;14.0;25.0;9.0;5.0
136;20,26,36,37  Overige industrie;1998;2375.0;2156.0;1407.0;1000.0;;;;;;;;889.0;764.0;;;;203.0;;;95930.0;1246.0;468.0;201.0;31.0;24383.0;20114.0;5326.0;38.0;22.0;16.0;82.0;25.0;15.0;20.0;13.0;9.0
137;20,26,36,37  Overige industrie;1999;2412.0;2131.0;1639.0;1254.0;1304.0;1607.0;749.0;604.0;513.0;228.0;238.0;1107.0;1153.0;1245.0;69.0;179.0;283.0;373.0;242.0;104762.0;483.0;703.0;130.0;37.0;27383.0;23077.0;5391.0;39.0;21.0;18.0;79.0;20.0;18.0;23.0;12.0;7.0
138;20,26,36,37  Overige industrie;2000;2412.0;2131.0;;;;;;;;;;;;;;;;;;;;776.0;;;29051.0;24667.0;9160.0;;;;80.0;;;;;
139;20,26,36,37  Overige industrie;2001;2412.0;2131.0;1832.0;1422.0;1308.0;1809.0;1235.0;1074.0;868.0;399.0;449.0;1428.0;1499.0;1305.0;179.0;233.0;428.0;706.0;429.0;;;872.0;;;30847.0;26731.0;13020.0;;;;79.0;;;;;
140;40 Energie- en waterleidingbedrijven;1997;78.0;69.0;55.0;52.0;;45.0;26.0;23.0;2.0;2.0;7.0;42.0;40.0;;;;11.0;;;33258.0;;796.0;203.0;56.0;24400.0;20095.0;1147.0;54.0;28.0;26.0;163.0;35.0;29.0;38.0;38.0;24.0
141;40 Energie- en waterleidingbedrijven;1998;80.0;59.0;54.0;53.0;;;;;;;;49.0;43.0;;;;11.0;;;27827.0;348.0;625.0;146.0;81.0;22924.0;21788.0;6060.0;47.0;22.0;25.0;148.0;31.0;25.0;30.0;34.0;27.0
142;40 Energie- en waterleidingbedrijven;1999;76.0;65.0;64.0;62.0;54.0;64.0;44.0;39.0;9.0;9.0;17.0;60.0;64.0;42.0;17.0;32.0;13.0;23.0;12.0;30234.0;530.0;663.0;144.0;70.0;25570.0;23695.0;10496.0;41.0;25.0;17.0;190.0;28.0;30.0;32.0;42.0;58.0
143;40 Energie- en waterleidingbedrijven;2000;76.0;65.0;;;;;;;;;;;;;;;;;;;;682.0;;;25654.0;24126.0;15516.0;;;;216.0;;;;;
144;40 Energie- en waterleidingbedrijven;2001;76.0;65.0;65.0;62.0;57.0;65.0;56.0;54.0;19.0;15.0;31.0;62.0;65.0;49.0;27.0;39.0;14.0;29.0;14.0;;;673.0;;;25866.0;24391.0;17750.0;;;;227.0;;;;;
145;5 tot 20 werkn. van energie en water;1997;6.0;;;;;;;;;;;;;;;;;;;0.0;;;0.0;;;0.0;;;;;;;;;;
146;5 tot 20 werkn. van energie en water;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;5 tot 20 werkn. van energie en water;1999;5.0;3.0;3.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;9.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;5 tot 20 werkn. van energie en water;2000;5.0;3.0;;;;;;;;;;;;;;;;;;;;0.0;;;9.0;6.0;1.0;;;;0.0;;;;;
149;5 tot 20 werkn. van energie en water;2001;5.0;3.0;3.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;;9.0;6.0;1.0;;;;0.0;;;;;
150;20 tot 100 werkn. van energie en water;1997;15.0;;;;;;;;;;;;;;;;;;;0.0;;;0.0;;;0.0;;;;;;;;;;
151;20 tot 100 werkn. van energie en water;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;20 tot 100 werkn. van energie en water;1999;20.0;18.0;17.0;17.0;12.0;17.0;7.0;4.0;2.0;2.0;6.0;15.0;17.0;5.0;2.0;4.0;4.0;7.0;2.0;1013.0;9.0;33.0;9.0;1.0;816.0;729.0;198.0;6.0;2.0;4.0;6.0;1.0;2.0;1.0;1.0;0.0
153;20 tot 100 werkn. van energie en water;2000;20.0;18.0;;;;;;;;;;;;;;;;;;;;38.0;;;849.0;759.0;320.0;;;;8.0;;;;;
154;20 tot 100 werkn. van energie en water;2001;20.0;18.0;18.0;17.0;13.0;18.0;12.0;10.0;5.0;4.0;6.0;16.0;18.0;10.0;8.0;5.0;4.0;9.0;2.0;;;33.0;;;856.0;764.0;413.0;;;;10.0;;;;;
155;100 en meer werkn. van energie en water;1997;57.0;;;;;;;;;;;;;;;;;;;0.0;;;0.0;;;0.0;;;;;;;;;;
156;100 en meer werkn. van energie en water;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;100 en meer werkn. van energie en water;1999;51.0;44.0;44.0;44.0;41.0;44.0;37.0;36.0;7.0;7.0;11.0;44.0;44.0;36.0;15.0;29.0;9.0;16.0;10.0;29198.0;521.0;629.0;135.0;69.0;24745.0;22960.0;10297.0;35.0;22.0;13.0;184.0;26.0;29.0;31.0;40.0;57.0
158;100 en meer werkn. van energie en water;2000;51.0;44.0;;;;;;;;;;;;;;;;;;;;644.0;;;24796.0;23360.0;15195.0;;;;208.0;;;;;
159;100 en meer werkn. van energie en water;2001;51.0;44.0;44.0;44.0;43.0;44.0;44.0;44.0;14.0;12.0;26.0;44.0;44.0;38.0;19.0;34.0;10.0;20.0;12.0;;;640.0;;;25001.0;23621.0;17336.0;;;;218.0;;;;;
160;45 Bouwnijverheid;1997;12106.0;9019.0;6331.0;1697.0;;1453.0;637.0;395.0;192.0;170.0;54.0;1228.0;861.0;;;;323.0;;;348629.0;;1042.0;111.0;61.0;74043.0;50630.0;6591.0;88.0;66.0;22.0;178.0;83.0;28.0;38.0;15.0;14.0
161;45 Bouwnijverheid;1998;12413.0;10511.0;6195.0;3379.0;;;;;;;;3054.0;2883.0;;;;1148.0;;;370081.0;4901.0;1099.0;265.0;82.0;95266.0;80180.0;19960.0;120.0;82.0;39.0;221.0;75.0;38.0;44.0;43.0;22.0
162;45 Bouwnijverheid;1999;12718.0;10953.0;7446.0;5182.0;5767.0;7102.0;2449.0;1739.0;1398.0;807.0;611.0;4367.0;4243.0;5895.0;675.0;517.0;1105.0;1464.0;653.0;436772.0;2513.0;1978.0;266.0;174.0;97434.0;77312.0;24306.0;142.0;91.0;52.0;236.0;76.0;49.0;54.0;32.0;25.0
163;45 Bouwnijverheid;2000;12718.0;11050.0;;;;;;;;;;;;;;;;;;;;2139.0;;;105642.0;84704.0;37525.0;;;;239.0;;;;;
164;45 Bouwnijverheid;2001;12718.0;11050.0;8711.0;6103.0;5946.0;8329.0;4639.0;3737.0;2138.0;1184.0;749.0;6021.0;6019.0;6786.0;1167.0;1014.0;1770.0;2622.0;1450.0;;;2359.0;;;112087.0;91583.0;46916.0;;;;242.0;;;;;
165;5 tot 20 werknemers van bouwnijverheid;1997;8666.0;5814.0;3886.0;845.0;;718.0;406.0;255.0;119.0;111.0;32.0;607.0;255.0;;;;215.0;;;97620.0;;138.0;0.0;0.0;15185.0;6839.0;804.0;17.0;11.0;5.0;18.0;9.0;6.0;3.0;0.0;0.0
166;5 tot 20 werknemers van bouwnijverheid;1998;8766.0;7152.0;3724.0;1824.0;;;;;;;;1600.0;1532.0;;;;635.0;;;103262.0;2389.0;85.0;36.0;29.0;22060.0;15871.0;4962.0;27.0;18.0;9.0;22.0;11.0;6.0;2.0;2.0;1.0
167;5 tot 20 werknemers van bouwnijverheid;1999;8916.0;7591.0;4704.0;2914.0;3657.0;4508.0;1334.0;708.0;863.0;464.0;402.0;2323.0;2191.0;3824.0;168.0;175.0;506.0;723.0;272.0;107405.0;844.0;588.0;76.0;74.0;25631.0;16457.0;6813.0;37.0;24.0;13.0;30.0;11.0;9.0;6.0;3.0;1.0
168;5 tot 20 werknemers van bouwnijverheid;2000;8916.0;7689.0;;;;;;;;;;;;;;;;;;;;673.0;;;27524.0;17942.0;9219.0;;;;30.0;;;;;
169;5 tot 20 werknemers van bouwnijverheid;2001;8916.0;7689.0;5627.0;3659.0;3772.0;5353.0;2565.0;1870.0;1281.0;672.0;417.0;3563.0;3379.0;4553.0;387.0;540.0;1000.0;1414.0;821.0;;;773.0;;;29009.0;19886.0;10574.0;;;;29.0;;;;;
170;20 tot 100 werknemers van bouwnijverheid;1997;3059.0;2845.0;2162.0;645.0;;537.0;172.0;99.0;66.0;53.0;11.0;466.0;439.0;;;;43.0;;;123595.0;;157.0;0.0;1.0;20931.0;14090.0;2498.0;26.0;19.0;8.0;30.0;18.0;6.0;5.0;1.0;0.0
171;20 tot 100 werknemers van bouwnijverheid;1998;3246.0;2999.0;2164.0;1277.0;;;;;;;;1196.0;1097.0;;;;416.0;;;146291.0;2118.0;269.0;55.0;0.0;26439.0;23352.0;5745.0;29.0;19.0;10.0;37.0;15.0;9.0;7.0;3.0;2.0
172;20 tot 100 werknemers van bouwnijverheid;1999;3383.0;2974.0;2425.0;1967.0;1875.0;2282.0;978.0;896.0;516.0;335.0;199.0;1772.0;1775.0;1845.0;419.0;287.0;534.0;665.0;349.0;132807.0;334.0;442.0;68.0;31.0;28554.0;23700.0;8149.0;34.0;23.0;11.0;51.0;20.0;10.0;11.0;6.0;4.0
173;20 tot 100 werknemers van bouwnijverheid;2000;3383.0;2974.0;;;;;;;;;;;;;;;;;;;;407.0;;;30538.0;25935.0;12804.0;;;;46.0;;;;;
174;20 tot 100 werknemers van bouwnijverheid;2001;3383.0;2974.0;2737.0;2141.0;1922.0;2628.0;1802.0;1606.0;794.0;467.0;303.0;2146.0;2301.0;1975.0;624.0;369.0;656.0;1041.0;539.0;;;485.0;;;32574.0;28338.0;15990.0;;;;44.0;;;;;
175;100 en meer werknemers van bouwnijverhei;1997;381.0;360.0;284.0;207.0;;198.0;59.0;40.0;6.0;6.0;12.0;155.0;167.0;;;;65.0;;;127413.0;;748.0;111.0;60.0;37927.0;29701.0;3289.0;45.0;36.0;9.0;130.0;57.0;17.0;30.0;13.0;13.0
176;100 en meer werknemers van bouwnijverhei;1998;401.0;360.0;308.0;278.0;;;;;;;;258.0;255.0;;;;97.0;;;120528.0;394.0;746.0;174.0;53.0;46768.0;40958.0;9254.0;64.0;44.0;20.0;163.0;49.0;23.0;36.0;38.0;19.0
177;100 en meer werknemers van bouwnijverhei;1999;419.0;387.0;316.0;301.0;235.0;312.0;136.0;135.0;19.0;9.0;10.0;272.0;277.0;226.0;88.0;54.0;65.0;77.0;32.0;196560.0;1336.0;948.0;121.0;70.0;43248.0;37156.0;9343.0;72.0;44.0;28.0;154.0;45.0;29.0;36.0;23.0;21.0
178;100 en meer werknemers van bouwnijverhei;2000;419.0;387.0;;;;;;;;;;;;;;;;;;;;1059.0;;;47581.0;40826.0;15501.0;;;;163.0;;;;;
179;100 en meer werknemers van bouwnijverhei;2001;419.0;387.0;347.0;303.0;252.0;347.0;271.0;261.0;62.0;45.0;29.0;312.0;339.0;259.0;155.0;105.0;114.0;167.0;90.0;;;1100.0;;;50504.0;43360.0;20352.0;;;;169.0;;;;;
180;4521.1, e.v.  Burg- en utiliteitsbouw;1997;4972.0;3555.0;2484.0;524.0;;470.0;76.0;65.0;3.0;5.0;9.0;394.0;342.0;;;;68.0;;;129818.0;;284.0;6.0;5.0;22456.0;12948.0;2319.0;24.0;18.0;6.0;41.0;22.0;8.0;9.0;2.0;1.0
181;4521.1, e.v.  Burg- en utiliteitsbouw;1998;5050.0;4193.0;2335.0;813.0;;;;;;;;735.0;706.0;;;;373.0;;;128228.0;2826.0;269.0;88.0;37.0;28845.0;23847.0;5321.0;41.0;29.0;13.0;57.0;24.0;13.0;10.0;6.0;5.0
182;4521.1, e.v.  Burg- en utiliteitsbouw;1999;5136.0;4555.0;2916.0;1715.0;2369.0;2745.0;676.0;509.0;375.0;290.0;176.0;1364.0;1490.0;2518.0;156.0;157.0;343.0;451.0;163.0;140881.0;713.0;695.0;91.0;15.0;33301.0;25403.0;7326.0;46.0;28.0;18.0;67.0;25.0;16.0;13.0;7.0;5.0
183;4521.1, e.v.  Burg- en utiliteitsbouw;2000;5136.0;4555.0;;;;;;;;;;;;;;;;;;;;748.0;;;36056.0;28016.0;14228.0;;;;60.0;;;;;
184;4521.1, e.v.  Burg- en utiliteitsbouw;2001;5136.0;4555.0;3586.0;2199.0;2447.0;3326.0;1507.0;1260.0;544.0;383.0;205.0;2135.0;2195.0;2928.0;238.0;342.0;681.0;847.0;495.0;;;821.0;;;38073.0;30434.0;17800.0;;;;64.0;;;;;
185;451 e.v.  Grond-, water- en wegenbouw;1997;1780.0;1285.0;831.0;284.0;;250.0;139.0;78.0;20.0;8.0;45.0;245.0;202.0;;;;55.0;;;77289.0;;314.0;23.0;14.0;21051.0;15240.0;986.0;21.0;17.0;5.0;67.0;28.0;7.0;12.0;9.0;12.0
186;451 e.v.  Grond-, water- en wegenbouw;1998;1875.0;1622.0;964.0;580.0;;;;;;;;524.0;475.0;;;;95.0;;;80218.0;923.0;265.0;60.0;8.0;20055.0;16038.0;3569.0;21.0;15.0;6.0;48.0;12.0;8.0;11.0;11.0;5.0
187;451 e.v.  Grond-, water- en wegenbouw;1999;1887.0;1639.0;987.0;679.0;749.0;947.0;362.0;329.0;173.0;139.0;77.0;605.0;528.0;761.0;107.0;119.0;155.0;132.0;74.0;66479.0;416.0;455.0;64.0;28.0;18567.0;14135.0;3761.0;25.0;15.0;10.0;48.0;14.0;9.0;11.0;8.0;6.0
188;451 e.v.  Grond-, water- en wegenbouw;2000;1887.0;1647.0;;;;;;;;;;;;;;;;;;;;441.0;;;20162.0;15396.0;5921.0;;;;49.0;;;;;
189;451 e.v.  Grond-, water- en wegenbouw;2001;1887.0;1647.0;1192.0;786.0;762.0;1192.0;734.0;665.0;318.0;204.0;97.0;858.0;829.0;979.0;209.0;235.0;275.0;304.0;199.0;;;471.0;;;21638.0;17017.0;7192.0;;;;54.0;;;;;
190;45.3, 45.4 Overige bouwnijverheid;1997;5354.0;4179.0;3017.0;890.0;;734.0;421.0;253.0;168.0;157.0;1.0;589.0;317.0;;;;199.0;;;141522.0;;444.0;83.0;42.0;30535.0;22442.0;3285.0;42.0;31.0;11.0;70.0;34.0;13.0;17.0;5.0;1.0
191;45.3, 45.4 Overige bouwnijverheid;1998;5488.0;4696.0;2897.0;1986.0;;;;;;;;1794.0;1702.0;;;;680.0;;;161635.0;1151.0;566.0;116.0;37.0;46366.0;40295.0;11070.0;58.0;38.0;20.0;117.0;39.0;17.0;24.0;25.0;12.0
192;45.3, 45.4 Overige bouwnijverheid;1999;5695.0;4758.0;3543.0;2788.0;2649.0;3411.0;1411.0;901.0;850.0;378.0;358.0;2398.0;2225.0;2617.0;411.0;241.0;607.0;882.0;416.0;229412.0;1384.0;829.0;111.0;131.0;45566.0;37774.0;13219.0;71.0;47.0;24.0;122.0;36.0;24.0;29.0;17.0;15.0
193;45.3, 45.4 Overige bouwnijverheid;2000;5695.0;4848.0;;;;;;;;;;;;;;;;;;;;950.0;;;49424.0;41293.0;17375.0;;;;130.0;;;;;
194;45.3, 45.4 Overige bouwnijverheid;2001;5695.0;4848.0;3933.0;3119.0;2737.0;3811.0;2398.0;1813.0;1276.0;597.0;447.0;3028.0;2995.0;2879.0;720.0;437.0;813.0;1471.0;755.0;;;1067.0;;;52376.0;44132.0;21924.0;;;;124.0;;;;;
195;50 t/m  55 Handel, horeca en reparatie;1997;32102.0;21839.0;15045.0;6857.0;;5906.0;3747.0;2504.0;886.0;761.0;1540.0;5347.0;4929.0;;;;2015.0;;;835402.0;;8837.0;1799.0;725.0;270703.0;184805.0;43958.0;421.0;306.0;114.0;1114.0;390.0;141.0;395.0;148.0;42.0
196;50 t/m  55 Handel, horeca en reparatie;1998;33087.0;26255.0;18992.0;12604.0;;;;;;;;11035.0;10309.0;;;;3820.0;;;913292.0;14848.0;10300.0;4568.0;980.0;330967.0;271773.0;95766.0;513.0;321.0;192.0;1464.0;359.0;205.0;472.0;283.0;145.0
197;50 t/m  55 Handel, horeca en reparatie;1999;33987.0;28158.0;21919.0;17938.0;16415.0;20664.0;11678.0;9039.0;6588.0;3197.0;4298.0;15951.0;16998.0;15699.0;2397.0;4613.0;3494.0;6925.0;4700.0;1039719.0;9314.0;13267.0;3588.0;883.0;385180.0;319845.0;126022.0;708.0;437.0;271.0;1695.0;451.0;254.0;499.0;295.0;196.0
198;50 t/m  55 Handel, horeca en reparatie;2000;33987.0;28659.0;;;;;;;;;;;;;;;;;;;;14193.0;;;418721.0;350044.0;169903.0;;;;1677.0;;;;;
199;50 t/m  55 Handel, horeca en reparatie;2001;33987.0;28659.0;24602.0;19880.0;16922.0;23531.0;17530.0;14822.0;10828.0;5116.0;7836.0;19684.0;21561.0;17539.0;3905.0;5819.0;5268.0;10681.0;6683.0;;;15155.0;;;445458.0;378131.0;208172.0;;;;1738.0;;;;;
