ID;Sectoren;Jaren;Totaal_1;MetAutomatisering_2;MetExterneCommunicatie_3;MetInternet_4;MetAnderNet_5;AlsGebruikerVanNetwerk_6;AlsAanbiederOpNetwerk_7;ElektronischeEtalage_8;ElektronischBestellen_9;ElektronischBetalen_10;Klantondersteuning_11;OpvragenGratisInformatie_12;VerzendenOntvangenBerichten_13;FinancieleTransacties_14;WervenVanPersoneel_15;ContactMetOverheid_16;OpvragenBetaaldeInfo_17;BestellenGoederen_18;BetalingNaBestellen_19;Aantal_20;Telewerk_21;ITPersoneel_22;ArbeidsjVoorSoftwareOntwikkeling_23;ITVacatures_24;PCSTerminals_25;GekoppeldePCS_26;InternetPC_27;Totaal_28;Hardware_29;Software_30;Totaal_31;Hardware_32;Software_33;LoonkostenITPersoneel_34;InhuurITPersoneel_35;OverigeITKosten_36
392;10 tot 20 werknemers van totaal;1999;29750.0;25676.0;20592.0;16728.0;14575.0;19612.0;10076.0;7938.0;5425.0;2327.0;3867.0;15023.0;15482.0;14612.0;2596.0;4086.0;3780.0;5933.0;3289.0;508275.0;5531.0;11506.0;3627.0;1745.0;223600.0;178456.0;96033.0;338.0;215.0;123.0;688.0;157.0;107.0;329.0;59.0;35.0
393;10 tot 20 werknemers van totaal;2000;29750.0;25855.0;;;;;;;;;;;;;;;;;;;;13361.0;;;243547.0;194610.0;119670.0;;;;699.0;;;;;
394;10 tot 20 werknemers van totaal;2001;29750.0;25855.0;22785.0;18589.0;15285.0;22105.0;15454.0;12826.0;8579.0;3824.0;5891.0;18383.0;19237.0;16462.0;3981.0;5378.0;5418.0;8996.0;4789.0;;;15507.0;;;258501.0;212310.0;139841.0;;;;733.0;;;;;
395;20 tot 50 werknemers van totaal;1997;17215.0;15158.0;11005.0;5356.0;;4995.0;2488.0;1871.0;808.0;496.0;850.0;4467.0;4244.0;;;;1434.0;;;551407.0;;6890.0;1790.0;977.0;197579.0;134298.0;26164.0;297.0;209.0;88.0;605.0;217.0;89.0;243.0;39.0;19.0
396;20 tot 50 werknemers van totaal;1998;18061.0;16516.0;13240.0;9063.0;;;;;;;;8043.0;7937.0;;;;3055.0;;;650131.0;12005.0;11742.0;6139.0;1939.0;236691.0;198086.0;80644.0;359.0;226.0;133.0;977.0;218.0;128.0;442.0;108.0;82.0
397;20 tot 50 werknemers van totaal;1999;18735.0;16586.0;13751.0;11786.0;10322.0;13292.0;7085.0;5687.0;3816.0;1740.0;2364.0;10626.0;11439.0;9982.0;2390.0;3039.0;2981.0;4159.0;2257.0;664661.0;5019.0;10989.0;3945.0;1335.0;256226.0;208831.0;95214.0;379.0;230.0;149.0;898.0;203.0;127.0;364.0;131.0;74.0
398;20 tot 50 werknemers van totaal;2000;18735.0;16679.0;;;;;;;;;;;;;;;;;;;;12205.0;;;284310.0;231173.0;132243.0;;;;936.0;;;;;
399;20 tot 50 werknemers van totaal;2001;18735.0;16697.0;15145.0;12656.0;10467.0;14797.0;10892.0;9473.0;6459.0;2879.0;3896.0;12532.0;13780.0;10731.0;3669.0;4014.0;3978.0;6316.0;3220.0;;;14656.0;;;303485.0;258161.0;167193.0;;;;999.0;;;;;
400;50 tot 100 werknemers van totaal;1997;6047.0;5487.0;4194.0;2560.0;;2471.0;1299.0;1032.0;283.0;116.0;283.0;2120.0;2261.0;;;;446.0;;;442892.0;;7265.0;2289.0;721.0;159109.0;107578.0;24972.0;231.0;171.0;60.0;617.0;218.0;73.0;277.0;35.0;14.0
401;50 tot 100 werknemers van totaal;1998;6299.0;5803.0;4651.0;3714.0;;;;;;;;3354.0;3350.0;;;;1184.0;;;465694.0;12661.0;8615.0;2936.0;714.0;188058.0;164484.0;64911.0;294.0;175.0;119.0;844.0;189.0;116.0;363.0;108.0;69.0
402;50 tot 100 werknemers van totaal;1999;6351.0;5772.0;5014.0;4491.0;3918.0;4946.0;3061.0;2463.0;1429.0;646.0;1088.0;4189.0;4446.0;3576.0;1281.0;1393.0;1195.0;1688.0;876.0;495906.0;5299.0;8697.0;3219.0;1136.0;212637.0;184069.0;83394.0;344.0;209.0;135.0;979.0;212.0;146.0;351.0;184.0;87.0
403;50 tot 100 werknemers van totaal;2000;6351.0;5786.0;;;;;;;;;;;;;;;;;;;;9909.0;;;236535.0;205786.0;112168.0;;;;990.0;;;;;
404;50 tot 100 werknemers van totaal;2001;6351.0;5786.0;5468.0;4841.0;4018.0;5395.0;4259.0;3880.0;2220.0;1020.0;1675.0;4844.0;5126.0;3795.0;1866.0;1867.0;1682.0;2486.0;1297.0;;;10800.0;;;256175.0;226498.0;141483.0;;;;1021.0;;;;;
405;100 tot 200 werknemers van totaal;1997;2828.0;2653.0;2106.0;1562.0;;1453.0;794.0;642.0;141.0;74.0;167.0;1290.0;1281.0;;;;419.0;;;402585.0;;7710.0;1797.0;594.0;173042.0;129070.0;18053.0;285.0;203.0;83.0;817.0;255.0;113.0;287.0;107.0;57.0
406;100 tot 200 werknemers van totaal;1998;2980.0;2765.0;2372.0;2005.0;;;;;;;;1837.0;1762.0;;;;708.0;;;429194.0;7077.0;7992.0;2648.0;726.0;195091.0;165320.0;63154.0;290.0;168.0;122.0;893.0;200.0;121.0;330.0;141.0;102.0
407;100 tot 200 werknemers van totaal;1999;3066.0;2861.0;2642.0;2468.0;2118.0;2604.0;1599.0;1357.0;750.0;282.0;471.0;2303.0;2371.0;1901.0;793.0;785.0;563.0;1068.0;540.0;534556.0;6776.0;8778.0;2537.0;868.0;214120.0;181307.0;74056.0;334.0;194.0;140.0;946.0;215.0;138.0;346.0;138.0;109.0
408;100 tot 200 werknemers van totaal;2000;3066.0;2861.0;;;;;;;;;;;;;;;;;;;;9530.0;;;241532.0;205486.0;106092.0;;;;977.0;;;;;
409;100 tot 200 werknemers van totaal;2001;3066.0;2861.0;2780.0;2579.0;2206.0;2770.0;2269.0;2116.0;1213.0;457.0;841.0;2582.0;2688.0;2073.0;1249.0;1016.0;734.0;1522.0;799.0;;;10524.0;;;261852.0;226787.0;137310.0;;;;1054.0;;;;;
410;200 tot 500 werknemers van totaal;1997;1716.0;1619.0;1391.0;1048.0;;975.0;539.0;435.0;111.0;42.0;158.0;887.0;890.0;;;;295.0;;;549491.0;;8320.0;2542.0;642.0;223291.0;174847.0;32466.0;314.0;227.0;87.0;960.0;304.0;154.0;339.0;110.0;54.0
411;200 tot 500 werknemers van totaal;1998;1745.0;1622.0;1428.0;1250.0;;;;;;;;1152.0;1136.0;;;;416.0;;;569671.0;7637.0;11189.0;3576.0;914.0;267258.0;243826.0;95674.0;552.0;312.0;241.0;1444.0;359.0;202.0;509.0;218.0;156.0
412;200 tot 500 werknemers van totaal;1999;1781.0;1632.0;1535.0;1445.0;1325.0;1505.0;1016.0;901.0;430.0;207.0;308.0;1392.0;1412.0;1111.0;572.0;542.0;346.0;658.0;323.0;595766.0;7054.0;11111.0;3364.0;1128.0;289567.0;252435.0;111319.0;473.0;276.0;197.0;1319.0;264.0;198.0;452.0;220.0;185.0
413;200 tot 500 werknemers van totaal;2000;1781.0;1636.0;;;;;;;;;;;;;;;;;;;;11726.0;;;317103.0;280577.0;158662.0;;;;1397.0;;;;;
414;200 tot 500 werknemers van totaal;2001;1781.0;1636.0;1604.0;1495.0;1372.0;1604.0;1323.0;1250.0;632.0;313.0;510.0;1505.0;1566.0;1229.0;883.0;681.0;474.0;911.0;478.0;;;12344.0;;;339357.0;304034.0;202672.0;;;;1442.0;;;;;
415;500 of meer werknemers van totaal;1997;978.0;934.0;815.0;748.0;;723.0;406.0;331.0;88.0;44.0;157.0;680.0;633.0;;;;267.0;;;1512246.0;;47688.0;19065.0;3411.0;823390.0;668225.0;137650.0;1496.0;1092.0;404.0;7039.0;1901.0;974.0;2466.0;1152.0;547.0
416;500 of meer werknemers van totaal;1998;987.0;914.0;854.0;789.0;;;;;;;;754.0;723.0;;;;301.0;;;1561843.0;27676.0;60260.0;15065.0;8174.0;859034.0;774257.0;292654.0;1954.0;1113.0;840.0;8981.0;1909.0;1158.0;3143.0;1919.0;852.0
417;500 of meer werknemers van totaal;1999;1026.0;963.0;944.0;917.0;793.0;934.0;667.0;611.0;272.0;121.0;248.0;900.0;902.0;666.0;430.0;370.0;280.0;421.0;189.0;1623476.0;32621.0;72801.0;12864.0;7877.0;927027.0;836556.0;310038.0;2070.0;1048.0;1022.0;10474.0;1831.0;1463.0;3732.0;2087.0;1360.0
418;500 of meer werknemers van totaal;2000;1026.0;966.0;;;;;;;;;;;;;;;;;;;;75220.0;;;989970.0;897170.0;396296.0;;;;10971.0;;;;;
419;500 of meer werknemers van totaal;2001;1026.0;966.0;955.0;936.0;817.0;946.0;860.0;834.0;382.0;198.0;397.0;928.0;939.0;720.0;624.0;465.0;341.0;620.0;303.0;;;76938.0;;;1027863.0;940989.0;496564.0;;;;11289.0;;;;;
420;Rijk;1997;13.0;;13.0;13.0;;12.0;10.0;9.0;3.0;0.0;6.0;13.0;12.0;;;;12.0;;;184940.0;;6487.0;1413.0;451.0;152767.0;127630.0;9071.0;114.0;176.0;80.0;932.0;259.0;287.0;240.0;50.0;96.0
421;Rijk;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;Rijk;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;Rijk;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;Rijk;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;Provincies;1997;12.0;;12.0;12.0;;10.0;7.0;7.0;1.0;0.0;5.0;9.0;7.0;;;;5.0;;;11102.0;;332.0;101.0;29.0;10872.0;9218.0;701.0;8.0;6.0;1.0;29.0;11.0;3.0;13.0;2.0;0.0
426;Provincies;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;Provincies;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;Provincies;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;Provincies;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;Waterschappen;1997;69.0;;52.0;42.0;;42.0;12.0;5.0;0.0;0.0;7.0;42.0;42.0;;;;1.0;;;6538.0;;215.0;49.0;71.0;7725.0;6742.0;177.0;9.0;5.0;3.0;30.0;9.0;6.0;8.0;4.0;3.0
431;Waterschappen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;Waterschappen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;Waterschappen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;Waterschappen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;Gemeenten totaal;1997;551.0;;466.0;299.0;;275.0;139.0;80.0;28.0;13.0;66.0;269.0;206.0;;;;59.0;;;149773.0;;3508.0;673.0;142.0;121946.0;104123.0;6110.0;125.0;82.0;43.0;388.0;131.0;80.0;132.0;22.0;23.0
436;Gemeenten totaal;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;Gemeenten totaal;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;Gemeenten totaal;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;Gemeenten totaal;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;Gemeenten tot 20 000 inwoners;1997;325.0;;256.0;149.0;;134.0;58.0;34.0;15.0;10.0;38.0;129.0;92.0;;;;10.0;;;20025.0;;461.0;7.0;26.0;19058.0;13928.0;267.0;21.0;13.0;8.0;58.0;19.0;17.0;17.0;0.0;5.0
441;Gemeenten tot 20 000 inwoners;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;Gemeenten tot 20 000 inwoners;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;Gemeenten tot 20 000 inwoners;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;Gemeenten tot 20 000 inwoners;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;Gemeenten 20 000 tot 50 000 inwoners;1997;165.0;;150.0;104.0;;96.0;42.0;19.0;8.0;0.0;15.0;97.0;76.0;;;;34.0;;;27703.0;;549.0;40.0;36.0;29073.0;25236.0;437.0;25.0;15.0;11.0;67.0;25.0;19.0;20.0;1.0;3.0
446;Gemeenten 20 000 tot 50 000 inwoners;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;Gemeenten 20 000 tot 50 000 inwoners;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;Gemeenten 20 000 tot 50 000 inwoners;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;Gemeenten 20 000 tot 50 000 inwoners;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;Gemeenten 50 000 tot 100 000 inwoners;1997;34.0;;34.0;22.0;;21.0;17.0;13.0;1.0;2.0;0.0;20.0;17.0;;;;7.0;;;22955.0;;439.0;27.0;12.0;17746.0;15864.0;346.0;17.0;11.0;5.0;47.0;15.0;10.0;15.0;2.0;5.0
451;Gemeenten 50 000 tot 100 000 inwoners;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;Gemeenten 50 000 tot 100 000 inwoners;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;Gemeenten 50 000 tot 100 000 inwoners;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;Gemeenten 50 000 tot 100 000 inwoners;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;Gemeenten 100 000 en meer inwoners;1997;27.0;;26.0;25.0;;24.0;22.0;14.0;4.0;1.0;12.0;23.0;21.0;;;;8.0;;;79090.0;;2059.0;598.0;68.0;56070.0;49096.0;5060.0;62.0;43.0;19.0;216.0;73.0;35.0;79.0;19.0;11.0
456;Gemeenten 100 000 en meer inwoners;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;Gemeenten 100 000 en meer inwoners;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;Gemeenten 100 000 en meer inwoners;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;Gemeenten 100 000 en meer inwoners;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;Politie;1997;26.0;;23.0;21.0;;20.0;3.0;2.0;0.0;0.0;1.0;20.0;16.0;;;;13.0;;;44272.0;;887.0;109.0;61.0;35077.0;18133.0;293.0;18.0;13.0;5.0;88.0;37.0;11.0;31.0;6.0;2.0
461;Politie;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;Politie;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;Politie;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;Politie;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;Universiteiten;1997;21.0;;21.0;21.0;;21.0;17.0;16.0;8.0;4.0;12.0;21.0;21.0;;;;20.0;;;40973.0;;2693.0;431.0;84.0;68100.0;66647.0;62639.0;55.0;42.0;13.0;195.0;63.0;13.0;115.0;4.0;0.0
466;Universiteiten;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;Universiteiten;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;Universiteiten;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;Universiteiten;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;Overheid totaal;1997;692.0;;585.0;408.0;;655.0;188.0;119.0;40.0;18.0;95.0;375.0;304.0;;;;110.0;;;437597.0;;14122.0;2776.0;837.0;396488.0;332493.0;78991.0;469.0;324.0;145.0;1662.0;510.0;400.0;539.0;89.0;125.0
471;Overheid totaal;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;Overheid totaal;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;Overheid totaal;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;Overheid totaal;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
