ID;Bedrijfsgrootte;RegioS;Perioden;BoomteeltEnVastePlantenTotaal_1;GewassenTotaal_2;BosEnHaagplantsoen_3;LaanEnParkbomenTotaal_4;Onderstammen_5;Spillen_6;Opzetters_7;Rozenstruiken_8;Sierconiferen_9;SierheestersEnKlimplantenTotaal_10;Buxus_11;Ericaceae_12;TrekEnBesheester_13;OverigeSierheestersEnKlimplanten_14;VastePlanten_15;VruchtbomenTotaal_16;Moerbomen_17;Onderstammen_18;OverigeVruchtbomen_19;TeeltwijzeTotaal_20;TeeltInDeVolleGrond_21;TeeltInPottenEnContainers_22;OnderGlasTotaal_23;Vermeerdering_24;VolledigeTeeltOnderGlas_25;BoomteeltEnVastePlantenTotaal_26;GewassenTotaal_27;BosEnHaagplantsoen_28;LaanEnParkbomenTotaal_29;Onderstammen_30;Spillen_31;Opzetters_32;Rozenstruiken_33;Sierconiferen_34;SierheestersEnKlimplantenTotaal_35;Buxus_36;Ericaceae_37;TrekEnBesheester_38;OverigeSierheestersEnKlimplanten_39;VastePlanten_40;VruchtbomenTotaal_41;Moerbomen_42;Onderstammen_43;OverigeVruchtbomen_44;TeeltwijzeTotaal_45;TeeltInDeVolleGrond_46;TeeltInPottenEnContainers_47;OnderGlasTotaal_48;Vermeerdering_49;VolledigeTeeltOnderGlas_50
287;Kleine kwekerijen;Utrecht (PV);2007;41;40;6;8;3.0;2.0;3.0;0;8;7;2.0;0.0;4.0;1.0;6;6;1.0;1.0;4.0;40;37;3;1;1;0;61;57;13;14;7.0;3.0;4.0;1;17;20;7.0;0.0;4.0;11.0;13;6;2.0;2.0;2.0;57;52;11;10;6;5
288;Kleine kwekerijen;Utrecht (PV);2008;34;33;5;6;1.0;2.0;3.0;2;7;5;2.0;0.0;3.0;1.0;7;1;0.0;1.0;0.0;33;28;5;1;0;0;54;52;10;9;3.0;2.0;4.0;2;20;17;8.0;0.0;5.0;8.0;12;3;1.0;2.0;1.0;52;46;12;8;6;3
289;Kleine kwekerijen;Utrecht (PV);2009;35;35;4;8;3.0;1.0;4.0;0;7;6;2.0;0.0;3.0;1.0;6;4;0.0;0.0;3.0;35;33;2;0;0;0;55;53;12;10;6.0;2.0;3.0;1;19;20;11.0;0.0;6.0;8.0;13;6;2.0;1.0;3.0;53;51;5;6;4;2
290;Kleine kwekerijen;Noord-Holland (PV);2000;102;98;9;2;;;;4;14;19;;;;;47;4;;;;98;83;15;4;3;1;274;257;15;10;;;;13;44;68;;;;;164;6;;;;257;230;44;36;25;12
291;Kleine kwekerijen;Noord-Holland (PV);2001;106;104;3;6;;;;9;8;15;;;;;62;2;;;;104;93;12;2;2;0;250;240;13;11;;;;13;32;58;;;;;166;5;;;;240;217;37;27;23;7
292;Kleine kwekerijen;Noord-Holland (PV);2002;99;96;6;5;;;;5;8;13;;;;;57;1;;;;96;84;12;3;2;1;236;223;9;9;;;;13;26;50;;;;;147;3;;;;223;200;36;32;23;11
293;Kleine kwekerijen;Noord-Holland (PV);2003;85;82;7;4;;;;5;7;10;;;;;49;1;;;;82;72;11;3;2;1;206;196;8;9;;;;12;26;44;;;;;128;1;;;;196;178;31;26;20;8
294;Kleine kwekerijen;Noord-Holland (PV);2004;88;84;10;5;;;;4;8;10;;;;;45;1;;;;84;75;10;4;3;1;199;181;13;9;;;;10;26;41;;;;;116;2;;;;181;164;31;30;21;10
295;Kleine kwekerijen;Noord-Holland (PV);2005;76;73;5;4;;;;3;8;8;;;;;43;1;;;;73;65;8;3;2;1;178;159;9;7;;;;6;20;36;;;;;110;3;;;;159;143;32;32;25;8
296;Kleine kwekerijen;Noord-Holland (PV);2006;80;77;5;0;0.0;0.0;0.0;3;6;23;2.0;0.0;18.0;4.0;35;4;1.0;0.0;2.0;77;65;12;3;1;1;173;161;7;1;0.0;1.0;0.0;3;18;56;12.0;0.0;27.0;21.0;93;5;1.0;0.0;4.0;161;137;37;29;17;13
297;Kleine kwekerijen;Noord-Holland (PV);2007;85;83;9;0;0.0;0.0;0.0;3;5;25;2.0;0.0;19.0;3.0;34;6;0.0;0.0;6.0;83;70;13;2;1;1;160;153;12;1;1.0;0.0;0.0;5;12;50;11.0;0.0;25.0;18.0;84;7;0.0;0.0;7.0;153;130;38;19;13;7
298;Kleine kwekerijen;Noord-Holland (PV);2008;77;76;9;0;0.0;0.0;0.0;2;6;28;2.0;0.0;23.0;3.0;30;2;0.0;0.0;2.0;76;69;7;1;1;0;138;132;9;0;0.0;0.0;0.0;4;14;46;10.0;0.0;29.0;10.0;69;4;1.0;0.0;3.0;132;122;20;16;11;5
299;Kleine kwekerijen;Noord-Holland (PV);2009;72;70;3;1;1.0;0.0;0.0;2;6;28;2.0;0.0;24.0;3.0;29;1;0.0;0.0;1.0;70;64;7;2;0;1;130;124;7;2;2.0;0.0;0.0;4;16;45;9.0;0.0;27.0;13.0;69;3;0.0;0.0;3.0;124;116;19;18;7;12
300;Kleine kwekerijen;Zuid-Holland (PV);2000;302;290;24;11;;;;10;50;124;;;;;59;12;;;;290;256;34;12;9;3;675;647;51;19;;;;23;213;362;;;;;224;19;;;;647;595;169;205;169;57
301;Kleine kwekerijen;Zuid-Holland (PV);2001;297;286;34;8;;;;10;50;106;;;;;70;9;;;;286;253;33;11;8;3;635;603;45;21;;;;21;196;325;;;;;222;17;;;;603;560;167;181;144;54
302;Kleine kwekerijen;Zuid-Holland (PV);2002;274;264;25;8;;;;9;46;99;;;;;69;8;;;;264;226;39;10;7;3;577;555;41;23;;;;22;178;294;;;;;207;14;;;;555;495;163;160;131;46
303;Kleine kwekerijen;Zuid-Holland (PV);2003;236;227;20;10;;;;8;41;72;;;;;65;12;;;;227;201;26;9;6;2;519;492;29;20;;;;14;147;245;;;;;189;12;;;;492;446;123;134;108;37
304;Kleine kwekerijen;Zuid-Holland (PV);2004;223;215;26;11;;;;6;34;66;;;;;68;4;;;;215;190;25;8;6;2;484;459;34;17;;;;15;131;224;;;;;176;6;;;;459;411;123;123;97;35
305;Kleine kwekerijen;Zuid-Holland (PV);2005;210;201;26;7;;;;6;36;58;;;;;62;7;;;;201;180;21;9;7;2;436;408;35;16;;;;13;117;192;;;;;164;8;;;;408;371;108;119;103;28
306;Kleine kwekerijen;Zuid-Holland (PV);2006;214;207;20;6;3.0;1.0;3.0;9;23;92;14.0;1.0;31.0;45.0;49;7;0.0;0.0;7.0;207;184;23;7;5;2;412;393;26;17;9.0;6.0;4.0;13;86;239;60.0;9.0;47.0;159.0;122;14;1.0;0.0;13.0;393;357;105;93;77;26
307;Kleine kwekerijen;Zuid-Holland (PV);2007;186;179;26;13;4.0;6.0;3.0;3;19;71;13.0;2.0;23.0;32.0;40;7;0.0;2.0;5.0;179;155;24;7;5;2;361;339;32;19;11.0;9.0;7.0;6;71;202;54.0;8.0;43.0;126.0;109;13;1.0;4.0;8.0;339;300;100;82;62;27
308;Kleine kwekerijen;Zuid-Holland (PV);2008;188;182;28;8;2.0;2.0;4.0;7;18;76;11.0;2.0;36.0;27.0;41;4;0.0;0.0;4.0;182;167;16;5;4;1;343;322;32;15;7.0;6.0;4.0;7;64;193;59.0;14.0;58.0;97.0;99;5;1.0;0.0;4.0;322;299;75;68;58;17
309;Kleine kwekerijen;Zuid-Holland (PV);2009;154;149;19;7;2.0;1.0;4.0;6;16;66;12.0;3.0;28.0;24.0;32;4;0.0;1.0;2.0;149;137;12;4;3;2;296;271;26;14;7.0;6.0;5.0;7;57;174;53.0;13.0;50.0;92.0;81;8;1.0;2.0;6.0;271;260;52;61;45;21
310;Kleine kwekerijen;Zeeland (PV);2000;79;78;6;3;;;;1;4;6;;;;;6;52;;;;78;76;2;0;0;0;91;90;6;6;;;;2;13;22;;;;;15;43;;;;90;87;7;5;5;1
311;Kleine kwekerijen;Zeeland (PV);2001;75;75;7;2;;;;1;4;4;;;;;8;47;;;;75;73;1;0;0;0;93;92;7;8;;;;2;11;20;;;;;18;43;;;;92;90;6;3;3;1
312;Kleine kwekerijen;Zeeland (PV);2002;66;66;7;1;;;;1;2;5;;;;;6;44;;;;66;64;2;0;0;0;86;84;8;6;;;;3;9;17;;;;;17;41;;;;84;80;10;5;5;0
313;Kleine kwekerijen;Zeeland (PV);2003;58;58;7;2;;;;2;3;4;;;;;7;34;;;;58;56;2;0;0;0;79;79;8;7;;;;3;10;17;;;;;17;32;;;;79;77;10;3;3;0
314;Kleine kwekerijen;Zeeland (PV);2004;41;41;2;1;;;;2;4;4;;;;;4;24;;;;41;39;1;0;0;0;69;69;7;7;;;;3;12;18;;;;;13;30;;;;69;66;11;4;3;1
315;Kleine kwekerijen;Zeeland (PV);2005;45;43;8;1;;;;1;5;3;;;;;4;23;;;;43;37;7;1;1;0;61;57;8;6;;;;2;11;14;;;;;13;21;;;;57;53;12;7;7;0
316;Kleine kwekerijen;Zeeland (PV);2006;36;36;1;0;0.0;0.0;0.0;4;3;3;1.0;0.0;0.0;2.0;7;18;7.0;3.0;7.0;36;35;1;1;0;0;59;56;6;2;0.0;1.0;1.0;3;11;17;8.0;0.0;1.0;11.0;14;21;3.0;9.0;10.0;56;55;7;7;4;3
317;Kleine kwekerijen;Zeeland (PV);2007;34;34;2;2;2.0;0.0;0.0;4;4;5;1.0;0.0;2.0;2.0;3;13;2.0;3.0;8.0;34;31;2;0;0;0;56;54;5;4;2.0;0.0;2.0;3;13;17;9.0;0.0;3.0;8.0;10;18;2.0;10.0;7.0;54;50;11;5;3;2
318;Kleine kwekerijen;Zeeland (PV);2008;32;32;1;1;0.0;0.0;1.0;2;4;8;2.0;0.0;4.0;2.0;1;15;0.0;4.0;11.0;32;31;1;0;0;0;53;51;4;4;3.0;1.0;1.0;1;13;19;10.0;0.0;4.0;8.0;7;17;0.0;10.0;11.0;51;50;5;5;3;2
319;Kleine kwekerijen;Zeeland (PV);2009;38;38;1;3;2.0;0.0;0.0;3;4;5;1.0;0.0;3.0;1.0;4;17;3.0;8.0;6.0;38;37;1;0;0;0;46;46;4;3;3.0;1.0;1.0;2;13;14;7.0;1.0;3.0;5.0;11;14;1.0;9.0;6.0;46;45;3;2;2;0
320;Kleine kwekerijen;Noord-Brabant (PV);2000;1053;1044;594;177;;;;58;123;32;;;;;30;28;;;;1044;1006;38;10;7;2;871;856;390;162;;;;41;259;143;;;;;120;30;;;;856;802;128;105;81;34
321;Kleine kwekerijen;Noord-Brabant (PV);2001;955;946;536;160;;;;40;118;31;;;;;36;26;;;;946;909;37;8;6;2;801;786;358;150;;;;33;236;139;;;;;105;24;;;;786;735;119;94;73;31
322;Kleine kwekerijen;Noord-Brabant (PV);2002;977;969;542;168;;;;42;121;31;;;;;38;28;;;;969;925;43;8;7;1;819;803;359;158;;;;35;229;126;;;;;105;33;;;;803;755;111;99;85;21
323;Kleine kwekerijen;Noord-Brabant (PV);2003;770;766;430;122;;;;34;97;21;;;;;34;28;;;;766;737;28;5;4;1;728;716;316;136;;;;27;220;101;;;;;105;29;;;;716;682;87;72;58;20
324;Kleine kwekerijen;Noord-Brabant (PV);2004;725;719;375;145;;;;38;79;20;;;;;36;26;;;;719;688;32;6;5;1;665;647;282;145;;;;25;172;95;;;;;103;29;;;;647;613;90;82;63;24
325;Kleine kwekerijen;Noord-Brabant (PV);2005;749;743;416;143;;;;33;72;20;;;;;37;22;;;;743;711;32;6;5;2;653;639;300;138;;;;21;167;89;;;;;98;21;;;;639;602;94;67;52;21
326;Kleine kwekerijen;Noord-Brabant (PV);2006;718;713;383;125;45.0;42.0;38.0;40;64;33;11.0;0.0;6.0;15.0;31;38;1.0;16.0;21.0;713;679;34;5;4;1;615;603;272;112;52.0;42.0;41.0;19;154;134;56.0;0.0;11.0;80.0;76;31;4.0;8.0;20.0;603;563;92;60;49;18
327;Kleine kwekerijen;Noord-Brabant (PV);2007;585;579;324;108;29.0;41.0;38.0;21;48;32;15.0;0.0;6.0;11.0;25;21;5.0;5.0;12.0;579;555;24;6;4;2;566;549;253;100;41.0;44.0;35.0;16;121;120;64.0;2.0;8.0;57.0;67;21;4.0;4.0;14.0;549;517;67;58;38;26
328;Kleine kwekerijen;Noord-Brabant (PV);2008;600;595;300;121;28.0;38.0;55.0;23;48;32;15.0;0.0;6.0;10.0;20;51;5.0;11.0;35.0;595;573;22;5;4;1;544;534;224;98;33.0;38.0;47.0;18;122;120;67.0;4.0;11.0;55.0;54;32;3.0;5.0;24.0;534;510;63;45;35;14
329;Kleine kwekerijen;Noord-Brabant (PV);2009;559;554;290;121;42.0;40.0;39.0;17;45;30;15.0;1.0;4.0;10.0;22;29;5.0;4.0;21.0;554;538;16;5;4;1;509;497;206;98;44.0;36.0;35.0;15;110;113;69.0;7.0;5.0;51.0;57;22;3.0;3.0;16.0;497;480;43;39;28;15
330;Kleine kwekerijen;Limburg (PV);2000;335;332;62;37;;;;109;36;15;;;;;10;64;;;;332;312;20;3;2;1;293;288;71;42;;;;78;89;64;;;;;38;54;;;;288;267;58;34;26;11
331;Kleine kwekerijen;Limburg (PV);2001;288;285;57;31;;;;82;44;11;;;;;17;44;;;;285;268;17;3;2;1;266;258;66;35;;;;58;92;53;;;;;43;38;;;;258;239;50;36;25;12
332;Kleine kwekerijen;Limburg (PV);2002;288;286;64;36;;;;67;42;11;;;;;20;45;;;;286;265;21;2;1;1;271;265;67;33;;;;48;87;49;;;;;54;35;;;;265;243;57;26;18;9
333;Kleine kwekerijen;Limburg (PV);2003;232;230;51;28;;;;63;32;6;;;;;16;33;;;;230;215;15;3;2;1;221;209;53;31;;;;39;73;34;;;;;43;25;;;;209;192;46;34;27;9
334;Kleine kwekerijen;Limburg (PV);2004;210;208;53;23;;;;55;30;7;;;;;15;25;;;;208;191;17;2;2;1;207;196;52;27;;;;36;70;35;;;;;42;22;;;;196;178;46;31;24;9
335;Kleine kwekerijen;Limburg (PV);2005;194;191;49;27;;;;41;30;6;;;;;13;24;;;;191;179;12;3;2;0;190;180;51;26;;;;29;58;32;;;;;37;19;;;;180;162;39;27;23;4
336;Kleine kwekerijen;Limburg (PV);2006;191;189;47;10;1.0;1.0;8.0;57;23;11;4.0;0.0;3.0;4.0;10;32;2.0;17.0;12.0;189;176;13;1;1;0;183;179;46;13;4.0;6.0;5.0;33;58;49;24.0;1.0;6.0;23.0;26;27;3.0;10.0;15.0;179;166;32;20;15;6
337;Kleine kwekerijen;Limburg (PV);2007;166;165;48;14;1.0;2.0;10.0;38;16;8;3.0;0.0;1.0;4.0;12;29;3.0;8.0;17.0;165;150;15;1;0;1;175;169;44;12;3.0;8.0;6.0;27;47;40;22.0;0.0;3.0;20.0;27;27;3.0;9.0;15.0;169;155;30;15;8;8
338;Kleine kwekerijen;Limburg (PV);2008;160;159;44;18;2.0;2.0;13.0;40;15;9;3.0;1.0;2.0;3.0;9;23;1.0;7.0;15.0;159;151;8;1;0;1;172;166;51;14;4.0;4.0;9.0;26;45;42;25.0;3.0;5.0;17.0;23;24;1.0;8.0;15.0;166;157;22;15;10;7
339;Kleine kwekerijen;Limburg (PV);2009;136;134;33;18;4.0;4.0;9.0;35;16;7;3.0;0.0;1.0;3.0;8;17;2.0;10.0;5.0;134;129;6;1;1;0;145;142;34;14;5.0;5.0;6.0;19;39;31;15.0;2.0;5.0;15.0;21;19;2.0;10.0;8.0;142;136;15;9;8;2
340;Middelgrote kwekerijen;Nederland;2000;3499;3412;713;652;;;;196;606;553;;;;;318;373;;;;3412;3109;303;87;53;33;1349;1307;200;175;;;;94;550;653;;;;;313;78;;;;1307;1182;473;535;422;214
341;Middelgrote kwekerijen;Nederland;2001;3352;3267;754;630;;;;189;589;552;;;;;285;268;;;;3267;2970;297;85;56;29;1273;1231;193;175;;;;75;496;666;;;;;251;59;;;;1231;1122;463;502;401;192
342;Middelgrote kwekerijen;Nederland;2002;3338;3260;767;625;;;;188;575;501;;;;;349;256;;;;3260;3001;259;78;50;28;1251;1222;186;168;;;;69;485;623;;;;;280;51;;;;1222;1112;426;479;382;191
343;Middelgrote kwekerijen;Nederland;2003;3119;3044;798;603;;;;189;463;471;;;;;303;216;;;;3044;2784;259;75;49;26;1241;1209;219;181;;;;76;448;627;;;;;255;55;;;;1209;1096;413;477;382;186
344;Middelgrote kwekerijen;Nederland;2004;3088;3014;800;593;;;;164;439;473;;;;;296;248;;;;3014;2761;252;75;46;29;1233;1198;221;180;;;;62;425;613;;;;;247;54;;;;1198;1089;434;466;370;194
345;Middelgrote kwekerijen;Nederland;2005;3017;2946;785;637;;;;172;415;454;;;;;277;205;;;;2946;2709;237;71;45;25;1171;1138;203;184;;;;66;400;587;;;;;228;47;;;;1138;1034;422;437;347;175
346;Middelgrote kwekerijen;Nederland;2006;2935;2872;695;559;131.0;214.0;214.0;182;394;528;120.0;11.0;71.0;326.0;241;272;48.0;61.0;163.0;2872;2635;237;63;39;25;1149;1109;195;163;67.0;87.0;82.0;58;377;610;216.0;28.0;46.0;464.0;209;67;17.0;20.0;49.0;1109;1020;393;371;288;166
347;Middelgrote kwekerijen;Nederland;2007;2857;2797;686;567;116.0;274.0;177.0;172;329;504;140.0;10.0;92.0;262.0;217;322;75.0;96.0;151.0;2797;2617;180;59;37;22;1127;1091;202;160;70.0;92.0;71.0;53;340;599;251.0;31.0;51.0;414.0;209;67;21.0;22.0;46.0;1091;1007;365;353;287;142
348;Middelgrote kwekerijen;Nederland;2008;2818;2765;681;555;114.0;242.0;199.0;165;346;470;129.0;8.0;107.0;226.0;249;300;72.0;90.0;138.0;2765;2583;183;53;35;18;1086;1057;191;158;68.0;97.0;80.0;45;329;538;228.0;28.0;59.0;367.0;200;60;24.0;21.0;38.0;1057;979;297;293;237;121
349;Middelgrote kwekerijen;Nederland;2009;2656;2607;579;600;116.0;275.0;209.0;160;299;450;129.0;15.0;92.0;215.0;242;277;50.0;85.0;143.0;2607;2461;147;49;27;22;1047;1010;160;157;72.0;98.0;82.0;46;292;509;220.0;37.0;53.0;337.0;192;56;17.0;17.0;35.0;1010;959;216;267;201;129
350;Middelgrote kwekerijen;Noord-Nederland (LD);2000;151;147;43;10;;;;9;30;24;;;;;31;0;;;;147;135;12;4;2;2;66;64;10;7;;;;4;21;26;;;;;25;1;;;;64;55;19;19;17;9
351;Middelgrote kwekerijen;Noord-Nederland (LD);2001;121;118;30;12;;;;4;29;27;;;;;16;0;;;;118;98;20;3;1;2;56;55;9;6;;;;2;21;32;;;;;16;1;;;;55;46;22;17;14;9
352;Middelgrote kwekerijen;Noord-Nederland (LD);2002;149;146;48;12;;;;3;33;21;;;;;30;0;;;;146;126;20;3;1;1;63;62;12;6;;;;2;24;27;;;;;26;1;;;;62;51;23;17;13;9
353;Middelgrote kwekerijen;Noord-Nederland (LD);2003;165;162;59;1;;;;9;43;21;;;;;28;0;;;;162;141;21;3;1;1;68;65;17;5;;;;5;32;32;;;;;24;2;;;;65;56;20;20;16;10
354;Middelgrote kwekerijen;Noord-Nederland (LD);2004;130;127;36;1;;;;6;39;21;;;;;24;0;;;;127;114;13;3;1;2;60;58;13;6;;;;4;30;29;;;;;18;2;;;;58;52;20;20;15;10
355;Middelgrote kwekerijen;Noord-Nederland (LD);2005;120;115;34;1;;;;1;33;22;;;;;22;1;;;;115;95;19;5;3;2;62;59;13;7;;;;3;26;31;;;;;19;3;;;;59;53;19;23;19;11
356;Middelgrote kwekerijen;Noord-Nederland (LD);2006;133;130;20;10;8.0;1.0;0.0;15;34;18;3.0;0.0;2.0;13.0;19;13;6.0;2.0;6.0;130;104;26;3;2;1;54;53;12;7;2.0;3.0;3.0;6;26;24;8.0;1.0;1.0;19.0;16;4;2.0;1.0;3.0;53;46;15;21;17;8
357;Middelgrote kwekerijen;Noord-Nederland (LD);2007;96;93;12;11;10.0;0.0;0.0;9;27;20;4.0;0.0;2.0;14.0;11;4;4.0;0.0;0.0;93;82;11;3;3;0;51;50;12;8;3.0;3.0;2.0;3;23;28;11.0;2.0;1.0;22.0;11;2;1.0;0.0;1.0;50;43;14;19;18;3
358;Middelgrote kwekerijen;Noord-Nederland (LD);2008;89;87;15;5;0.0;1.0;4.0;7;16;31;10.0;0.0;10.0;10.0;7;5;2.0;3.0;0.0;87;77;9;2;1;1;46;46;10;8;1.0;4.0;4.0;3;16;33;18.0;4.0;4.0;18.0;7;3;2.0;1.0;1.0;46;41;12;11;8;5
359;Middelgrote kwekerijen;Noord-Nederland (LD);2009;95;93;20;1;1.0;0.0;1.0;12;19;27;6.0;1.0;8.0;12.0;10;5;2.0;2.0;0.0;93;84;9;2;1;1;47;46;9;5;2.0;1.0;2.0;4;17;29;13.0;5.0;3.0;19.0;7;4;2.0;1.0;2.0;46;42;12;11;8;7
360;Middelgrote kwekerijen;Oost-Nederland (LD);2000;689;677;13;263;;;;2;148;56;;;;;42;154;;;;677;620;57;11;9;2;214;208;13;56;;;;4;98;73;;;;;49;23;;;;208;188;62;59;47;19
361;Middelgrote kwekerijen;Oost-Nederland (LD);2001;616;605;17;257;;;;1;130;58;;;;;44;98;;;;605;556;49;11;7;4;198;191;13;53;;;;2;83;74;;;;;38;16;;;;191;171;53;52;37;22
362;Middelgrote kwekerijen;Oost-Nederland (LD);2002;625;616;23;285;;;;1;131;50;;;;;46;80;;;;616;581;35;9;5;4;195;191;16;58;;;;1;84;70;;;;;39;14;;;;191;174;42;47;33;22
363;Middelgrote kwekerijen;Oost-Nederland (LD);2003;592;583;48;270;;;;1;101;43;;;;;45;74;;;;583;553;30;10;7;3;193;191;24;67;;;;3;81;69;;;;;39;12;;;;191;174;44;48;37;17
364;Middelgrote kwekerijen;Oost-Nederland (LD);2004;622;613;46;271;;;;1;96;50;;;;;45;104;;;;613;570;43;10;6;4;205;199;23;66;;;;1;72;74;;;;;40;17;;;;199;178;50;49;33;24
365;Middelgrote kwekerijen;Oost-Nederland (LD);2005;614;606;40;296;;;;1;101;42;;;;;42;85;;;;606;578;28;8;4;4;190;186;20;65;;;;1;71;63;;;;;33;14;;;;186;171;43;41;30;17
366;Middelgrote kwekerijen;Oost-Nederland (LD);2006;596;586;76;215;62.0;97.0;56.0;8;99;51;14.0;2.0;4.0;30.0;34;104;13.0;36.0;54.0;586;557;29;10;5;5;194;185;26;54;35.0;35.0;26.0;3;71;65;28.0;6.0;2.0;51.0;32;20;3.0;8.0;15.0;185;171;51;46;30;22
367;Middelgrote kwekerijen;Oost-Nederland (LD);2007;595;584;57;242;54.0;139.0;49.0;13;58;57;26.0;1.0;7.0;22.0;33;123;21.0;55.0;47.0;584;563;21;11;8;3;188;179;20;56;34.0;40.0;24.0;3;56;73;41.0;5.0;5.0;42.0;34;22;7.0;11.0;12.0;179;168;39;43;35;15
368;Middelgrote kwekerijen;Oost-Nederland (LD);2008;584;576;49;245;57.0;141.0;47.0;4;53;61;23.0;1.0;9.0;28.0;35;130;38.0;45.0;47.0;576;554;23;8;5;3;186;179;16;56;37.0;42.0;27.0;1;53;72;38.0;3.0;5.0;45.0;28;22;9.0;10.0;12.0;179;168;35;34;24;17
369;Middelgrote kwekerijen;Oost-Nederland (LD);2009;560;550;36;263;55.0;145.0;62.0;5;49;55;20.0;2.0;9.0;24.0;34;107;17.0;43.0;47.0;550;530;20;10;5;5;182;173;14;59;38.0;49.0;30.0;2;48;67;33.0;5.0;7.0;43.0;30;18;4.0;5.0;10.0;173;164;25;38;27;19
370;Middelgrote kwekerijen;West-Nederland (LD);2000;832;788;23;54;;;;6;114;359;;;;;169;62;;;;788;662;126;44;24;20;572;545;24;29;;;;25;207;391;;;;;165;20;;;;545;496;257;314;253;129
371;Middelgrote kwekerijen;West-Nederland (LD);2001;795;753;19;56;;;;4;119;356;;;;;157;43;;;;753;626;127;41;25;16;542;519;23;28;;;;16;188;398;;;;;137;15;;;;519;478;258;293;239;113
372;Middelgrote kwekerijen;West-Nederland (LD);2002;758;722;25;45;;;;6;106;319;;;;;159;61;;;;722;603;118;37;20;16;505;487;20;21;;;;15;177;362;;;;;130;16;;;;487;439;242;279;225;114
373;Middelgrote kwekerijen;West-Nederland (LD);2003;698;661;28;28;;;;5;100;306;;;;;142;53;;;;661;551;110;37;24;13;504;484;24;21;;;;18;169;367;;;;;123;21;;;;484;437;227;277;231;105
374;Middelgrote kwekerijen;West-Nederland (LD);2004;686;648;31;33;;;;7;91;296;;;;;144;46;;;;648;536;112;37;22;15;491;471;27;21;;;;12;159;354;;;;;121;14;;;;471;428;249;277;231;112
375;Middelgrote kwekerijen;West-Nederland (LD);2005;664;631;26;50;;;;3;89;289;;;;;146;27;;;;631;521;110;34;20;13;473;457;21;26;;;;12;148;343;;;;;118;13;;;;457;409;242;256;210;105
376;Middelgrote kwekerijen;West-Nederland (LD);2006;687;660;39;44;17.0;13.0;13.0;18;76;317;56.0;6.0;47.0;209.0;112;55;5.0;2.0;47.0;660;558;102;27;14;12;447;431;25;23;7.0;10.0;6.0;16;133;335;102.0;17.0;31.0;276.0;92;20;4.0;4.0;13.0;431;393;225;199;162;92
377;Middelgrote kwekerijen;West-Nederland (LD);2007;674;650;65;41;10.0;20.0;11.0;18;71;289;50.0;7.0;70.0;163.0;108;58;6.0;5.0;48.0;650;570;80;24;11;12;420;405;24;20;7.0;11.0;4.0;13;117;305;104.0;18.0;36.0;238.0;98;18;4.0;2.0;16.0;405;371;199;185;153;80
378;Middelgrote kwekerijen;West-Nederland (LD);2008;640;617;42;61;10.0;19.0;32.0;16;70;257;45.0;5.0;73.0;134.0;136;34;9.0;1.0;24.0;617;539;77;24;14;9;399;386;24;24;10.0;14.0;10.0;10;109;269;88.0;16.0;41.0;208.0;109;9;4.0;1.0;8.0;386;355;163;161;133;65
379;Middelgrote kwekerijen;West-Nederland (LD);2009;555;533;22;49;12.0;15.0;22.0;1;58;240;47.0;7.0;54.0;132.0;126;37;7.0;8.0;22.0;533;467;67;22;12;10;377;361;11;15;10.0;7.0;8.0;6;98;253;90.0;20.0;32.0;191.0;103;8;3.0;2.0;6.0;361;337;125;140;112;65
380;Middelgrote kwekerijen;Zuid-Nederland (LD);2000;1827;1799;634;325;;;;178;315;114;;;;;76;157;;;;1799;1691;108;28;18;9;497;490;153;83;;;;61;224;163;;;;;74;34;;;;490;443;135;143;105;57
381;Middelgrote kwekerijen;Zuid-Nederland (LD);2001;1821;1791;688;306;;;;181;311;110;;;;;69;127;;;;1791;1690;101;30;23;7;477;466;148;88;;;;55;204;162;;;;;60;27;;;;466;427;130;140;111;48
382;Middelgrote kwekerijen;Zuid-Nederland (LD);2002;1806;1777;671;283;;;;179;305;111;;;;;114;114;;;;1777;1691;86;30;23;7;488;482;138;83;;;;51;200;164;;;;;85;20;;;;482;448;119;136;111;46
383;Middelgrote kwekerijen;Zuid-Nederland (LD);2003;1663;1638;663;303;;;;175;220;101;;;;;87;89;;;;1638;1539;99;25;17;9;476;469;154;88;;;;50;166;159;;;;;69;20;;;;469;429;122;132;98;54
384;Middelgrote kwekerijen;Zuid-Nederland (LD);2004;1650;1626;687;288;;;;151;213;105;;;;;83;98;;;;1626;1541;85;24;17;7;477;470;158;87;;;;45;164;156;;;;;68;21;;;;470;431;115;120;91;48
385;Middelgrote kwekerijen;Zuid-Nederland (LD);2005;1618;1594;685;290;;;;167;192;100;;;;;68;92;;;;1594;1514;80;24;18;7;446;436;149;86;;;;50;155;150;;;;;58;17;;;;436;401;118;117;88;42
386;Middelgrote kwekerijen;Zuid-Nederland (LD);2006;1520;1495;560;291;43.0;103.0;145.0;141;185;141;47.0;3.0;19.0;73.0;77;101;23.0;21.0;57.0;1495;1416;79;24;18;6;454;440;132;79;23.0;39.0;47.0;33;147;186;78.0;4.0;12.0;118.0;69;23;8.0;7.0;18.0;440;410;102;105;79;44
