ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouders_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
396;106;2039;333448;333448;0;0;0;16745;16171;539;35
397;106;2040;339490;339490;0;0;0;17251;16670;546;35
398;106;2041;343948;343948;0;0;0;17649;17062;553;34
399;106;2042;347297;347297;0;0;0;17945;17356;555;34
400;106;2043;350153;350153;0;0;0;18194;17607;554;33
401;106;2044;353189;353189;0;0;0;18439;17857;550;32
402;106;2045;358152;358152;0;0;0;18748;18170;546;32
403;106;2046;361728;361728;0;0;0;18956;18380;544;32
404;106;2047;362880;362880;0;0;0;18997;18425;541;31
405;106;2048;362094;362094;0;0;0;18882;18319;534;29
406;106;2049;357685;357685;0;0;0;18540;17994;518;28
407;106;2050;351856;351856;0;0;0;18111;17585;499;27
408;107;2000;12976;12976;0;0;0;1309;1222;77;10
409;107;2001;13248;13248;0;0;0;1341;1250;80;11
410;107;2002;13509;13509;0;0;0;1368;1276;81;11
411;107;2003;13822;13822;0;0;0;1401;1307;83;11
412;107;2004;14021;14021;0;0;0;1432;1336;85;11
413;107;2005;14492;14492;0;0;0;1468;1369;87;12
414;107;2006;15743;15743;0;0;0;1536;1429;94;13
415;107;2007;16773;16773;0;0;0;1597;1481;102;14
416;107;2008;17642;17642;0;0;0;1657;1532;110;15
417;107;2009;18595;18595;0;0;0;1718;1586;116;16
418;107;2010;19360;19360;0;0;0;1771;1635;120;16
419;107;2011;19972;19972;0;0;0;1823;1684;123;16
420;107;2012;20558;20558;0;0;0;1879;1736;126;17
421;107;2013;21053;21053;0;0;0;1929;1784;128;17
422;107;2014;21811;21811;0;0;0;1985;1835;132;18
423;107;2015;22474;22474;0;0;0;2035;1881;136;18
424;107;2016;23301;23301;0;0;0;2086;1926;141;19
425;107;2017;23966;23966;0;0;0;2129;1963;146;20
426;107;2018;24663;24663;0;0;0;2177;2006;151;20
427;107;2019;25082;25082;0;0;0;2211;2038;153;20
428;107;2020;25602;25602;0;0;0;2250;2073;156;21
429;107;2021;26080;26080;0;0;0;2291;2111;159;21
430;107;2022;26663;26663;0;0;0;2321;2137;162;22
431;107;2023;27245;27245;0;0;0;2338;2150;166;22
432;107;2024;28118;28118;0;0;0;2368;2174;171;23
433;107;2025;29052;29052;0;0;0;2394;2193;177;24
434;107;2026;30072;30072;0;0;0;2425;2216;184;25
435;107;2027;30694;30694;0;0;0;2445;2230;190;25
436;107;2028;31582;31582;0;0;0;2483;2261;196;26
437;107;2029;33045;33045;0;0;0;2560;2330;203;27
438;107;2030;34726;34726;0;0;0;2657;2415;213;29
439;107;2031;35630;35630;0;0;0;2726;2474;222;30
440;107;2032;40004;40004;0;0;0;2981;2703;245;33
441;107;2033;43160;43160;0;0;0;3194;2892;265;37
442;107;2034;44894;44894;0;0;0;3360;3035;286;39
443;107;2035;45873;45873;0;0;0;3491;3158;294;39
444;107;2036;46435;46435;0;0;0;3617;3286;293;38
445;107;2037;46821;46821;0;0;0;3722;3399;286;37
446;107;2038;47559;47559;0;0;0;3838;3517;284;37
447;107;2039;48137;48137;0;0;0;3944;3621;285;38
448;107;2040;48825;48825;0;0;0;4049;3723;288;38
449;107;2041;49754;49754;0;0;0;4154;3824;292;38
450;107;2042;50674;50674;0;0;0;4239;3904;296;39
451;107;2043;51845;51845;0;0;0;4339;3998;301;40
452;107;2044;53255;53255;0;0;0;4454;4107;307;40
453;107;2045;54917;54917;0;0;0;4585;4231;313;41
454;107;2046;56564;56564;0;0;0;4715;4353;320;42
455;107;2047;58505;58505;0;0;0;4845;4477;325;43
456;107;2048;60396;60396;0;0;0;4971;4599;329;43
457;107;2049;62438;62438;0;0;0;5113;4736;333;44
458;107;2050;64594;64594;0;0;0;5262;4880;338;44
459;108;2000;241;241;0;0;0;67;67;0;0
460;108;2001;280;280;0;0;0;70;70;0;0
461;108;2002;306;306;0;0;0;73;73;0;0
462;108;2003;335;335;0;0;0;76;76;0;0
463;108;2004;358;358;0;0;0;82;82;0;0
464;108;2005;389;389;0;0;0;88;88;0;0
465;108;2006;410;410;0;0;0;95;95;0;0
466;108;2007;434;434;0;0;0;101;101;0;0
467;108;2008;467;467;0;0;0;110;110;0;0
468;108;2009;497;497;0;0;0;120;120;0;0
469;108;2010;519;519;0;0;0;129;129;0;0
470;108;2011;537;537;0;0;0;136;136;0;0
471;108;2012;556;556;0;0;0;144;144;0;0
472;108;2013;574;574;0;0;0;151;151;0;0
473;108;2014;579;579;0;0;0;157;157;0;0
474;108;2015;602;602;0;0;0;164;164;0;0
475;108;2016;651;651;0;0;0;181;181;0;0
476;108;2017;690;690;0;0;0;193;193;0;0
477;108;2018;721;721;0;0;0;205;205;0;0
478;108;2019;747;747;0;0;0;216;216;0;0
479;108;2020;767;767;0;0;0;225;225;0;0
480;108;2021;777;777;0;0;0;230;230;0;0
481;108;2022;786;786;0;0;0;237;237;0;0
482;108;2023;793;793;0;0;0;244;244;0;0
483;108;2024;809;809;0;0;0;249;249;0;0
484;108;2025;822;822;0;0;0;256;256;0;0
485;108;2026;840;840;0;0;0;266;266;0;0
486;108;2027;855;855;0;0;0;272;272;0;0
487;108;2028;869;869;0;0;0;279;279;0;0
488;108;2029;875;875;0;0;0;283;283;0;0
489;108;2030;883;883;0;0;0;289;289;0;0
490;108;2031;890;890;0;0;0;296;296;0;0
491;108;2032;892;892;0;0;0;300;300;0;0
492;108;2033;896;896;0;0;0;305;305;0;0
493;108;2034;907;907;0;0;0;316;316;0;0
494;108;2035;934;934;0;0;0;327;327;0;0
495;108;2036;960;960;0;0;0;338;338;0;0
496;108;2037;971;971;0;0;0;346;346;0;0
497;108;2038;992;992;0;0;0;356;356;0;0
498;108;2039;1040;1040;0;0;0;374;374;0;0
499;108;2040;1091;1091;0;0;0;392;392;0;0
500;108;2041;1112;1112;0;0;0;399;399;0;0
501;108;2042;1276;1276;0;0;0;454;454;0;0
502;108;2043;1389;1389;0;0;0;486;486;0;0
503;108;2044;1441;1441;0;0;0;504;504;0;0
504;108;2045;1478;1478;0;0;0;515;515;0;0
505;108;2046;1517;1517;0;0;0;523;523;0;0
506;108;2047;1556;1556;0;0;0;526;526;0;0
507;108;2048;1612;1612;0;0;0;530;530;0;0
508;108;2049;1672;1672;0;0;0;535;535;0;0
509;108;2050;1748;1748;0;0;0;541;541;0;0
510;1;2000;13689;10482;2982;217;8;1183;1106;71;6
511;1;2001;13543;10344;2977;215;7;1170;1094;70;6
512;1;2002;13469;10282;2945;235;7;1158;1083;69;6
513;1;2003;13775;10768;2782;218;7;1170;1095;69;6
514;1;2004;14182;11281;2674;220;7;1200;1123;71;6
515;1;2005;14502;11645;2627;222;8;1231;1152;73;6
516;1;2006;14783;11959;2591;225;8;1257;1175;75;7
517;1;2007;14830;12060;2538;224;8;1264;1182;75;7
518;1;2008;14931;12191;2506;226;8;1278;1195;76;7
519;1;2009;15173;12438;2496;231;8;1304;1220;77;7
520;1;2010;15473;12738;2492;235;8;1328;1242;79;7
521;1;2011;15464;12768;2453;235;8;1327;1241;79;7
522;1;2012;15347;12693;2410;236;8;1319;1234;78;7
523;1;2013;15321;12694;2380;239;8;1314;1229;78;7
524;1;2014;15292;12694;2350;240;8;1313;1228;78;7
525;1;2015;15127;12563;2318;238;8;1303;1219;77;7
526;1;2016;15190;12628;2315;239;8;1312;1228;77;7
527;1;2017;15465;12877;2335;245;8;1340;1254;79;7
528;1;2018;15757;13143;2355;251;8;1370;1282;81;7
529;1;2019;15880;13263;2356;253;8;1385;1296;82;7
530;1;2020;16074;13447;2363;256;8;1400;1310;83;7
531;1;2021;16019;13412;2343;256;8;1394;1305;82;7
532;1;2022;15898;13317;2315;258;8;1383;1294;82;7
533;1;2023;15729;13184;2279;258;8;1370;1282;81;7
534;1;2024;15553;13040;2248;257;8;1353;1266;80;7
535;1;2025;15380;12898;2219;255;8;1338;1252;79;7
536;1;2026;15218;12766;2190;254;8;1323;1238;78;7
537;1;2027;15080;12653;2166;253;8;1312;1228;77;7
538;1;2028;14968;12564;2145;251;8;1304;1220;77;7
539;1;2029;14882;12490;2132;252;8;1296;1213;76;7
540;1;2030;14830;12449;2120;253;8;1293;1210;76;7
541;1;2031;14809;12431;2117;253;8;1292;1209;76;7
542;1;2032;14813;12438;2113;254;8;1292;1209;76;7
543;1;2033;14836;12460;2113;255;8;1296;1213;76;7
544;1;2034;14877;12495;2118;256;8;1301;1218;76;7
545;1;2035;14934;12543;2126;257;8;1307;1224;76;7
546;1;2036;14997;12595;2136;258;8;1314;1230;77;7
547;1;2037;15061;12648;2146;259;8;1322;1238;77;7
548;1;2038;15135;12707;2159;261;8;1330;1245;78;7
549;1;2039;15206;12768;2166;264;8;1337;1252;78;7
550;1;2040;15272;12828;2171;265;8;1343;1258;78;7
551;1;2041;15338;12901;2164;265;8;1351;1265;79;7
552;1;2042;15393;12961;2160;264;8;1355;1269;79;7
553;1;2043;15446;13020;2154;264;8;1363;1276;80;7
554;1;2044;15490;13066;2152;264;8;1365;1278;80;7
555;1;2045;15529;13109;2148;264;8;1369;1282;80;7
556;1;2046;15558;13140;2147;263;8;1371;1284;80;7
557;1;2047;15586;13170;2145;263;8;1373;1286;80;7
558;1;2048;15605;13190;2144;263;8;1376;1288;81;7
559;1;2049;15620;13206;2143;263;8;1378;1290;81;7
560;1;2050;15628;13214;2143;263;8;1378;1290;81;7
561;2;2000;158263;125789;23325;7587;1562;8003;6296;1458;249
562;2;2001;158506;125759;23755;7435;1557;8054;6343;1462;249
563;2;2002;159299;125906;24411;7455;1527;8135;6409;1475;251
564;2;2003;159988;125992;25026;7456;1514;8208;6466;1489;253
565;2;2004;160133;126565;24872;7177;1519;8237;6484;1497;256
566;2;2005;160603;127212;24746;7095;1550;8277;6513;1506;258
567;2;2006;159902;126842;24510;6982;1568;8254;6501;1497;256
568;2;2007;160356;127506;24345;6922;1583;8281;6533;1494;254
569;2;2008;162849;129882;24411;6943;1613;8410;6638;1515;257
570;2;2009;166071;132645;24717;7053;1656;8574;6766;1546;262
571;2;2010;168832;134942;25038;7156;1696;8727;6883;1576;268
572;2;2011;171379;137057;25341;7247;1734;8869;6996;1601;272
573;2;2012;172924;138430;25461;7272;1761;8962;7074;1614;274
574;2;2013;174679;139916;25652;7321;1790;9064;7156;1631;277
575;2;2014;176664;141519;25917;7399;1829;9173;7239;1653;281
576;2;2015;178248;142777;26127;7480;1864;9265;7308;1672;285
577;2;2016;177786;142468;25983;7457;1878;9247;7294;1668;285
578;2;2017;176749;141726;25736;7404;1883;9202;7261;1658;283
579;2;2018;176376;141501;25597;7386;1892;9194;7258;1654;282
580;2;2019;176523;141708;25537;7377;1901;9222;7286;1654;282
581;2;2020;176706;141979;25471;7351;1905;9250;7319;1651;280
582;2;2021;178680;143621;25724;7410;1925;9376;7424;1669;283
583;2;2022;181542;145897;26161;7525;1959;9542;7556;1698;288
584;2;2023;183922;147758;26539;7634;1991;9681;7666;1722;293
585;2;2024;184903;148544;26669;7680;2010;9742;7714;1733;295
586;2;2025;185509;148993;26755;7728;2033;9781;7742;1742;297
587;2;2026;184409;148134;26545;7692;2038;9728;7700;1732;296
588;2;2027;182780;146883;26232;7628;2037;9651;7641;1717;293
589;2;2028;180908;145442;25879;7558;2029;9556;7568;1698;290
590;2;2029;179057;144022;25534;7484;2017;9457;7491;1679;287
591;2;2030;177315;142689;25203;7417;2006;9370;7424;1662;284
592;2;2031;175793;141529;24914;7353;1997;9290;7363;1646;281
593;2;2032;174559;140590;24675;7303;1991;9226;7314;1633;279
594;2;2033;173658;139917;24490;7266;1985;9180;7280;1623;277
595;2;2034;173084;139498;24360;7241;1985;9154;7261;1617;276
596;2;2035;172856;139345;24293;7232;1986;9146;7257;1614;275
597;2;2036;172926;139424;24278;7235;1989;9152;7264;1613;275
598;2;2037;173237;139688;24309;7246;1994;9173;7282;1616;275
599;2;2038;173749;140102;24379;7266;2002;9202;7306;1620;276
600;2;2039;174415;140628;24482;7294;2011;9239;7336;1626;277
601;2;2040;175192;141236;24609;7328;2019;9281;7370;1633;278
602;2;2041;176049;141900;24751;7368;2030;9327;7407;1641;279
603;2;2042;176943;142608;24888;7405;2042;9374;7445;1649;280
604;2;2043;177834;143334;25011;7435;2054;9420;7481;1657;282
605;2;2044;178683;144068;25097;7456;2062;9462;7514;1665;283
606;2;2045;179448;144784;25133;7464;2067;9500;7543;1672;285
607;2;2046;180118;145484;25111;7457;2066;9535;7570;1679;286
608;2;2047;180712;146101;25095;7451;2065;9562;7590;1685;287
609;2;2048;181233;146636;25086;7447;2064;9584;7606;1690;288
610;2;2049;181676;147094;25077;7442;2063;9604;7620;1695;289
611;2;2050;182061;147486;25073;7439;2063;9617;7630;1698;289
612;3;2000;390032;232709;88854;53029;15440;22784;14009;6798;1977
613;3;2001;371026;222528;84030;49462;15006;21735;13370;6481;1884
614;3;2002;354311;213744;79322;46436;14809;20799;12808;6193;1798
615;3;2003;341030;207139;75472;43940;14479;20014;12354;5941;1719
616;3;2004;334992;204174;73916;42531;14371;19682;12171;5828;1683
617;3;2005;331920;203040;73151;41430;14299;19523;12093;5768;1662
618;3;2006;333499;204405;73323;41283;14488;19646;12186;5793;1667
619;3;2007;335511;205953;73411;41477;14670;19810;12293;5838;1679
620;3;2008;336024;206550;72972;41639;14863;19913;12351;5871;1691
621;3;2009;335436;206684;72315;41415;15022;19936;12361;5879;1696
622;3;2010;336015;207021;72334;41448;15212;20007;12405;5900;1702
623;3;2011;335918;207420;72090;41143;15265;19986;12409;5884;1693
624;3;2012;338421;209586;72409;41060;15366;20112;12512;5905;1695
625;3;2013;343301;212834;73344;41487;15636;20419;12716;5986;1717
626;3;2014;348629;215830;74612;42196;15991;20783;12948;6087;1748
627;3;2015;353304;218375;75792;42818;16319;21119;13165;6179;1775
628;3;2016;358475;221435;77012;43402;16626;21467;13395;6271;1801
629;3;2017;362053;223767;77784;43675;16827;21720;13573;6331;1816
630;3;2018;365001;225424;78519;44005;17053;21952;13733;6386;1833
631;3;2019;367715;226698;79290;44419;17308;22194;13894;6447;1853
632;3;2020;369785;227633;79852;44764;17536;22394;14029;6497;1868
633;3;2021;368353;226769;79469;44545;17570;22362;14022;6477;1863
634;3;2022;366141;225569;78864;44163;17545;22273;13984;6437;1852
635;3;2023;365684;225466;78664;43982;17572;22284;14011;6425;1848
636;3;2024;367084;226663;78854;43933;17634;22394;14106;6439;1849
637;3;2025;368624;227992;79103;43847;17682;22504;14203;6451;1850
638;3;2026;373158;230843;80181;44243;17891;22818;14425;6524;1869
639;3;2027;378307;233692;81530;44897;18188;23194;14675;6621;1898
640;3;2028;382023;235584;82547;45436;18456;23490;14869;6699;1922
641;3;2029;383141;236053;82886;45607;18595;23609;14951;6727;1931
642;3;2030;383184;235805;82960;45713;18706;23668;14988;6742;1938
643;3;2031;380630;234297;82308;45366;18659;23531;14906;6699;1926
644;3;2032;377270;232419;81413;44876;18562;23339;14790;6640;1909
645;3;2033;373580;230399;80422;44326;18433;23117;14656;6572;1889
646;3;2034;370026;228485;79459;43781;18301;22904;14528;6506;1870
647;3;2035;366755;226742;78572;43265;18176;22705;14409;6444;1852
648;3;2036;363970;225287;77807;42810;18066;22535;14309;6390;1836
649;3;2037;361792;224171;77211;42426;17984;22394;14226;6346;1822
650;3;2038;360268;223410;76798;42134;17926;22289;14164;6313;1812
651;3;2039;359378;223010;76554;41915;17899;22233;14133;6294;1806
652;3;2040;359134;222940;76493;41796;17905;22203;14118;6283;1802
653;3;2041;359425;223154;76586;41751;17934;22214;14127;6284;1803
654;3;2042;360154;223600;76799;41770;17985;22250;14152;6293;1805
655;3;2043;361246;224236;77115;41845;18050;22306;14189;6308;1809
656;3;2044;362610;225004;77515;41964;18127;22379;14235;6329;1815
657;3;2045;364169;225875;77970;42110;18214;22460;14285;6353;1822
658;3;2046;365860;226813;78455;42279;18313;22555;14343;6381;1831
659;3;2047;367572;227843;78882;42444;18403;22647;14398;6410;1839
660;3;2048;369233;228945;79220;42590;18478;22732;14446;6438;1848
661;3;2049;370792;230138;79422;42701;18531;22809;14488;6465;1856
662;3;2050;372206;231379;79519;42754;18554;22877;14522;6491;1864
663;4;2000;501893;138449;128855;169954;64635;42315;21111;15084;6120
664;4;2001;502385;139433;131630;168974;62348;42466;21216;15118;6132
665;4;2002;499821;138373;132882;168133;60433;42515;21238;15133;6144
666;4;2003;494353;136782;131823;166308;59440;42301;21119;15060;6122
667;4;2004;481262;133403;127084;163150;57625;41459;20662;14777;6020
668;4;2005;461069;129832;119732;156184;55321;39836;19849;14201;5786
669;4;2006;440013;127056;111793;148384;52780;38071;18977;13567;5527
670;4;2007;422175;124667;105261;141719;50528;36531;18225;13011;5295
671;4;2008;408072;122886;100483;136675;48028;35253;17618;12541;5094
672;4;2009;401741;122536;98032;134329;46844;34695;17362;12332;5001
673;4;2010;398516;122993;96406;133441;45676;34420;17244;12225;4951
674;4;2011;400400;123756;96614;134406;45624;34619;17362;12287;4970
675;4;2012;402430;123488;97402;135736;45804;34872;17503;12369;5000
676;4;2013;402528;122609;97340;136601;45978;35022;17578;12421;5023
677;4;2014;401533;122017;96875;136656;45985;35041;17597;12422;5022
678;4;2015;402081;122246;96645;137092;46098;35157;17670;12454;5033
679;4;2016;402196;123277;96135;136851;45933;35157;17703;12435;5019
680;4;2017;405366;125278;96510;137505;46073;35402;17869;12496;5037
681;4;2018;410861;127546;97235;139419;46661;35909;18153;12657;5099
682;4;2019;416654;129345;98076;141814;47419;36499;18467;12854;5178
683;4;2020;421770;130874;98870;143929;48097;37032;18758;13028;5246
684;4;2021;427669;132819;100014;146054;48782;37616;19083;13215;5318
685;4;2022;431737;134333;100786;147414;49204;38020;19321;13336;5363
686;4;2023;434858;135271;101245;148723;49619;38375;19524;13444;5407
687;4;2024;437653;135960;101569;150064;50060;38728;19722;13554;5452
688;4;2025;439810;136569;101735;151099;50407;39018;19884;13644;5490
689;4;2026;438064;136327;100958;150554;50225;38926;19854;13601;5471
690;4;2027;435540;135986;100039;149603;49912;38760;19790;13530;5440
691;4;2028;435155;136290;99752;149297;49816;38753;19813;13512;5428
692;4;2029;437057;137371;100184;149587;49915;38924;19928;13556;5440
693;4;2030;439057;138429;100693;149912;50023;39105;20050;13602;5453
694;4;2031;444386;140162;102025;151616;50583;39594;20321;13762;5511
695;4;2032;450136;141660;103347;153817;51312;40149;20613;13950;5586
696;4;2033;454140;142598;104153;155506;51883;40572;20828;14098;5646
697;4;2034;455206;142847;104196;156081;52082;40718;20906;14146;5666
698;4;2035;454976;142668;103883;156262;52163;40750;20918;14159;5673
699;4;2036;451950;141976;102933;155206;51835;40493;20790;14066;5637
700;4;2037;448050;141118;101794;153760;51378;40150;20617;13945;5588
701;4;2038;443793;140173;100615;152143;50862;39758;20418;13808;5532
702;4;2039;439723;139295;99502;150566;50360;39379;20227;13674;5478
703;4;2040;435985;138483;98505;149101;49896;39020;20047;13547;5426
704;4;2041;432813;137807;97678;147832;49496;38708;19889;13436;5383
705;4;2042;430340;137300;97053;146809;49178;38456;19764;13345;5347
706;4;2043;428628;136970;96631;146073;48954;38266;19670;13276;5320
707;4;2044;427639;136816;96401;145603;48819;38140;19607;13230;5303
708;4;2045;427378;136814;96366;145420;48778;38077;19575;13207;5295
709;4;2046;427730;136965;96486;145467;48812;38074;19573;13205;5296
710;4;2047;428570;137220;96733;145708;48909;38120;19593;13222;5305
711;4;2048;429829;137576;97083;146111;49059;38202;19630;13253;5319
712;4;2049;431391;137984;97518;146637;49252;38299;19673;13291;5335
713;4;2050;433176;138453;98004;147243;49476;38426;19729;13341;5356
714;5;2000;519702;68421;85457;235361;130463;60736;25296;24211;11229
715;5;2001;522775;69441;87536;237857;127941;61334;25556;24441;11337
716;5;2002;521033;68490;89145;238370;125028;61403;25592;24464;11347
717;5;2003;518256;67221;90762;238956;121317;61372;25593;24444;11335
718;5;2004;515479;65097;93318;238679;118385;61211;25550;24364;11297
719;5;2005;515725;63120;96525;240412;115668;61294;25619;24381;11294
720;5;2006;516022;61659;98855;242103;113405;61464;25706;24441;11317
721;5;2007;513722;60437;99666;242492;111127;61423;25689;24425;11309
722;5;2008;508275;60321;98034;240538;109382;60971;25488;24255;11228
723;5;2009;495084;60372;93273;235797;105642;59569;24887;23704;10978
724;5;2010;474780;60644;86581;226514;101041;57153;23871;22748;10534
725;5;2011;453670;61885;79283;216634;95868;54612;22806;21743;10063
726;5;2012;435805;62965;72925;208673;91242;52431;21901;20874;9656
727;5;2013;421708;63238;68583;202919;86968;50658;21172;20168;9318
728;5;2014;415349;63592;66123;200839;84795;49858;20854;19843;9161
729;5;2015;412094;63885;64740;200353;83116;49462;20703;19680;9079
730;5;2016;413931;63517;64900;202486;83028;49704;20825;19766;9113
731;5;2017;415811;62707;65287;204653;83164;49995;20964;19872;9159
732;5;2018;415701;61904;65044;205686;83067;50118;21029;19912;9177
733;5;2019;414521;61670;64407;205752;82692;50078;21027;19889;9162
734;5;2020;414943;61825;63965;206583;82570;50197;21101;19922;9174
735;5;2021;415042;62478;63311;207031;82222;50191;21124;19906;9161
736;5;2022;418250;63471;63352;208939;82488;50538;21296;20030;9212
737;5;2023;423709;64543;63724;212091;83351;51196;21591;20280;9325
738;5;2024;429426;65329;64224;215496;84377;51960;21928;20572;9460
739;5;2025;434542;65990;64738;218536;85278;52643;22233;20832;9578
740;5;2026;440545;66810;65511;221932;86292;53421;22583;21127;9711
741;5;2027;444724;67498;65982;224332;86912;53961;22829;21332;9800
742;5;2028;447883;67966;66265;226240;87412;54398;23023;21501;9874
743;5;2029;450682;68330;66520;227949;87883;54805;23200;21660;9945
744;5;2030;452855;68706;66682;229270;88197;55135;23348;21786;10001
745;5;2031;451105;68841;66164;228420;87680;54941;23268;21711;9962
746;5;2032;448562;68903;65559;227115;86985;54649;23148;21596;9905
747;5;2033;448184;69105;65424;226946;86709;54596;23134;21572;9890
748;5;2034;450142;69515;65776;227983;86868;54809;23241;21647;9921
749;5;2035;452172;69875;66152;229083;87062;55029;23345;21730;9954
750;5;2036;457520;70397;67134;232009;87980;55672;23629;21978;10065
751;5;2037;463227;70841;68129;235197;89060;56398;23940;22264;10194
752;5;2038;467149;71131;68782;237422;89814;56926;24163;22472;10291
753;5;2039;468107;71221;68900;238028;89958;57068;24221;22530;10317
754;5;2040;467739;71150;68791;237942;89856;57041;24210;22517;10314
755;5;2041;464601;70937;68222;236302;89140;56642;24041;22357;10244
756;5;2042;460600;70673;67511;234180;88236;56130;23825;22152;10153
757;5;2043;456268;70377;66759;231869;87263;55557;23585;21922;10050
758;5;2044;452138;70097;66061;229654;86326;55005;23352;21701;9952
759;5;2045;448354;69835;65429;227627;85463;54497;23137;21498;9862
760;5;2046;445142;69597;64913;225913;84719;54057;22951;21321;9785
761;5;2047;442647;69405;64543;224576;84123;53703;22800;21180;9723
762;5;2048;440922;69259;64315;223656;83692;53449;22690;21080;9679
763;5;2049;439930;69160;64219;223138;83413;53285;22617;21017;9651
764;5;2050;439682;69099;64264;223030;83289;53207;22578;20989;9640
765;6;2000;483001;62656;82100;216090;122155;69148;30746;27162;11240
766;6;2001;488642;62037;81359;219726;125520;70329;31289;27616;11424
767;6;2002;495155;61741;81097;224510;127807;71551;31838;28093;11620
768;6;2003;500669;60983;81401;229226;129059;72745;32385;28554;11806
769;6;2004;506235;60275;82426;234257;129277;73882;32908;28993;11981
770;6;2005;510850;59783;83371;238590;129106;74953;33395;29411;12147
771;6;2006;513348;58606;84714;241977;128051;75570;33702;29640;12228
772;6;2007;511810;57094;85463;243063;126190;75595;33744;29639;12212
773;6;2008;509194;55092;86311;244042;123749;75460;33706;29580;12174
774;6;2009;506469;52141;87990;244403;121935;75189;33598;29468;12123
775;6;2010;506671;49270;90041;246751;120609;75240;33594;29499;12147
776;6;2011;506791;47133;91556;248761;119341;75346;33637;29545;12164
777;6;2012;504393;46179;91407;249102;117705;75077;33548;29431;12098
778;6;2013;498903;46594;89095;247190;116024;74298;33246;29111;11941
779;6;2014;485877;47561;84239;241998;112079;72454;32487;28364;11603
780;6;2015;465977;48525;77484;232757;107211;69483;31178;27191;11114
781;6;2016;445389;50101;70449;223012;101827;66395;29796;25982;10617
782;6;2017;427970;51023;64566;215213;97168;63775;28612;24957;10206
783;6;2018;414189;51180;60441;209364;93204;61697;27657;24152;9888
784;6;2019;407903;51217;57995;207410;91281;60761;27228;23788;9745
785;6;2020;404602;51294;56389;206918;90001;60294;27016;23605;9673
786;6;2021;406199;50568;56225;209222;90184;60591;27156;23716;9719
787;6;2022;407814;49512;56438;211394;90470;60920;27322;23834;9764
788;6;2023;407500;48742;56087;212344;90327;61012;27399;23850;9763
789;6;2024;406224;48237;55591;212501;89895;60916;27387;23796;9733
790;6;2025;406571;48035;55328;213404;89804;61032;27464;23825;9743
791;6;2026;406667;48359;54669;213986;89653;61025;27454;23823;9748
792;6;2027;409828;48923;54602;216094;90209;61457;27633;23998;9826
793;6;2028;415205;49699;54946;219328;91232;62265;27999;24314;9952
794;6;2029;420826;50316;55453;222739;92318;63146;28411;24654;10081
795;6;2030;425858;50821;55947;225808;93282;63919;28772;24952;10195
796;6;2031;431757;51346;56630;229324;94457;64834;29186;25311;10337
797;6;2032;435878;51805;57019;231813;95241;65475;29470;25566;10439
798;6;2033;438933;52142;57291;233719;95781;65940;29685;25748;10507
799;6;2034;441630;52448;57564;235394;96224;66367;29896;25908;10563
800;6;2035;443707;52748;57762;236684;96513;66718;30073;26038;10607
801;6;2036;441957;52899;57337;235782;95939;66448;29960;25928;10560
802;6;2037;439420;52945;56829;234441;95205;66067;29790;25780;10497
803;6;2038;438999;52978;56723;234321;94977;65981;29748;25748;10485
804;6;2039;440848;53028;57008;235506;95306;66226;29850;25845;10531
805;6;2040;442785;53088;57295;236723;95679;66487;29956;25951;10580
806;6;2041;447933;53224;58138;239791;96780;67237;30291;26241;10705
807;6;2042;453429;53426;59043;243028;97932;68046;30667;26549;10830
808;6;2043;457183;53601;59667;245242;98673;68620;30949;26759;10912
809;6;2044;458071;53676;59826;245809;98760;68727;31013;26791;10923
810;6;2045;457663;53667;59810;245644;98542;68638;30993;26744;10901
811;6;2046;454596;53560;59356;243944;97736;68116;30765;26533;10818
812;6;2047;450687;53407;58769;241763;96748;67476;30479;26279;10718
813;6;2048;446468;53233;58142;239389;95704;66778;30161;26006;10611
814;6;2049;442458;53076;57552;237125;94705;66119;29858;25752;10509
815;6;2050;438794;52925;57017;235056;93796;65514;29577;25519;10418
816;7;2000;447744;104606;131778;153639;57721;64634;36257;21690;6687
817;7;2001;450575;102914;128935;157449;61277;65428;36712;21949;6767
818;7;2002;454740;99976;126857;162530;65377;66521;37338;22307;6876
819;7;2003;457588;95820;124335;167848;69585;67341;37796;22585;6960
820;7;2004;462162;92117;122337;174111;73597;68407;38397;22942;7068
821;7;2005;468442;88226;121334;181592;77290;69626;39084;23353;7189
822;7;2006;473236;83882;120510;188428;80416;70764;39735;23729;7300
823;7;2007;479616;81180;120567;195087;82782;71962;40404;24135;7423
824;7;2008;485038;78567;121033;201064;84374;73108;41055;24519;7534
825;7;2009;490378;76462;121601;206683;85632;74193;41669;24884;7640
826;7;2010;494696;74867;121521;211516;86792;75228;42245;25239;7744
827;7;2011;496993;72924;121553;215193;87323;75794;42600;25413;7781
828;7;2012;495316;70030;120705;217391;87190;75779;42634;25385;7760
829;7;2013;492631;66767;119754;219297;86813;75616;42586;25305;7725
830;7;2014;489870;63061;119582;220778;86449;75316;42440;25189;7687
831;7;2015;489992;59277;120125;224055;86535;75429;42464;25247;7718
832;7;2016;490006;56110;120757;226771;86368;75478;42509;25254;7715
