ID;SamenstellingVanHetHuishouden;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;ParticuliereHuishoudens_1
2318;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2027;100637
2319;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2028;99873
2320;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2029;99398
2321;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2030;96559
2322;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2031;94161
2323;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2032;93410
2324;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2033;91928
2325;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2034;93474
2326;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2035;93414
2327;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2036;93126
2328;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2037;91427
2329;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2038;89906
2330;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2039;88210
2331;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2040;89618
2332;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2041;87940
2333;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2042;88827
2334;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2043;87615
2335;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2044;87748
2336;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2045;88854
2337;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2046;90102
2338;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2047;91715
2339;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2048;93119
2340;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2049;94638
2341;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2050;96073
2342;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2051;97318
2343;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2052;98354
2344;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2053;99124
2345;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2054;99752
2346;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2055;100180
2347;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2056;100447
2348;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2057;100559
2349;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2058;100506
2350;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2059;100386
2351;Particulier huishouden;25 jaar;Totaal burgerlijke staat;2060;100242
2352;Particulier huishouden;25 jaar;Ongehuwd;2019;93749
2353;Particulier huishouden;25 jaar;Ongehuwd;2020;94433
2354;Particulier huishouden;25 jaar;Ongehuwd;2021;92008
2355;Particulier huishouden;25 jaar;Ongehuwd;2022;90655
2356;Particulier huishouden;25 jaar;Ongehuwd;2023;90062
2357;Particulier huishouden;25 jaar;Ongehuwd;2024;92610
2358;Particulier huishouden;25 jaar;Ongehuwd;2025;92535
2359;Particulier huishouden;25 jaar;Ongehuwd;2026;93750
2360;Particulier huishouden;25 jaar;Ongehuwd;2027;92196
2361;Particulier huishouden;25 jaar;Ongehuwd;2028;91475
2362;Particulier huishouden;25 jaar;Ongehuwd;2029;91029
2363;Particulier huishouden;25 jaar;Ongehuwd;2030;88387
2364;Particulier huishouden;25 jaar;Ongehuwd;2031;86138
2365;Particulier huishouden;25 jaar;Ongehuwd;2032;85430
2366;Particulier huishouden;25 jaar;Ongehuwd;2033;84056
2367;Particulier huishouden;25 jaar;Ongehuwd;2034;85478
2368;Particulier huishouden;25 jaar;Ongehuwd;2035;85423
2369;Particulier huishouden;25 jaar;Ongehuwd;2036;85156
2370;Particulier huishouden;25 jaar;Ongehuwd;2037;83557
2371;Particulier huishouden;25 jaar;Ongehuwd;2038;82137
2372;Particulier huishouden;25 jaar;Ongehuwd;2039;80551
2373;Particulier huishouden;25 jaar;Ongehuwd;2040;81872
2374;Particulier huishouden;25 jaar;Ongehuwd;2041;80297
2375;Particulier huishouden;25 jaar;Ongehuwd;2042;81117
2376;Particulier huishouden;25 jaar;Ongehuwd;2043;79983
2377;Particulier huishouden;25 jaar;Ongehuwd;2044;80106
2378;Particulier huishouden;25 jaar;Ongehuwd;2045;81127
2379;Particulier huishouden;25 jaar;Ongehuwd;2046;82279
2380;Particulier huishouden;25 jaar;Ongehuwd;2047;83767
2381;Particulier huishouden;25 jaar;Ongehuwd;2048;85065
2382;Particulier huishouden;25 jaar;Ongehuwd;2049;86465
2383;Particulier huishouden;25 jaar;Ongehuwd;2050;87789
2384;Particulier huishouden;25 jaar;Ongehuwd;2051;88937
2385;Particulier huishouden;25 jaar;Ongehuwd;2052;89896
2386;Particulier huishouden;25 jaar;Ongehuwd;2053;90607
2387;Particulier huishouden;25 jaar;Ongehuwd;2054;91185
2388;Particulier huishouden;25 jaar;Ongehuwd;2055;91581
2389;Particulier huishouden;25 jaar;Ongehuwd;2056;91830
2390;Particulier huishouden;25 jaar;Ongehuwd;2057;91934
2391;Particulier huishouden;25 jaar;Ongehuwd;2058;91889
2392;Particulier huishouden;25 jaar;Ongehuwd;2059;91780
2393;Particulier huishouden;25 jaar;Ongehuwd;2060;91650
2394;Particulier huishouden;25 jaar;Gehuwd;2019;7049
2395;Particulier huishouden;25 jaar;Gehuwd;2020;7252
2396;Particulier huishouden;25 jaar;Gehuwd;2021;7179
2397;Particulier huishouden;25 jaar;Gehuwd;2022;7273
2398;Particulier huishouden;25 jaar;Gehuwd;2023;7400
2399;Particulier huishouden;25 jaar;Gehuwd;2024;7691
2400;Particulier huishouden;25 jaar;Gehuwd;2025;7757
2401;Particulier huishouden;25 jaar;Gehuwd;2026;7864
2402;Particulier huishouden;25 jaar;Gehuwd;2027;7774
2403;Particulier huishouden;25 jaar;Gehuwd;2028;7735
2404;Particulier huishouden;25 jaar;Gehuwd;2029;7710
2405;Particulier huishouden;25 jaar;Gehuwd;2030;7529
2406;Particulier huishouden;25 jaar;Gehuwd;2031;7394
2407;Particulier huishouden;25 jaar;Gehuwd;2032;7356
2408;Particulier huishouden;25 jaar;Gehuwd;2033;7254
2409;Particulier huishouden;25 jaar;Gehuwd;2034;7371
2410;Particulier huishouden;25 jaar;Gehuwd;2035;7366
2411;Particulier huishouden;25 jaar;Gehuwd;2036;7345
2412;Particulier huishouden;25 jaar;Gehuwd;2037;7256
2413;Particulier huishouden;25 jaar;Gehuwd;2038;7163
2414;Particulier huishouden;25 jaar;Gehuwd;2039;7066
2415;Particulier huishouden;25 jaar;Gehuwd;2040;7140
2416;Particulier huishouden;25 jaar;Gehuwd;2041;7050
2417;Particulier huishouden;25 jaar;Gehuwd;2042;7112
2418;Particulier huishouden;25 jaar;Gehuwd;2043;7042
2419;Particulier huishouden;25 jaar;Gehuwd;2044;7049
2420;Particulier huishouden;25 jaar;Gehuwd;2045;7128
2421;Particulier huishouden;25 jaar;Gehuwd;2046;7218
2422;Particulier huishouden;25 jaar;Gehuwd;2047;7332
2423;Particulier huishouden;25 jaar;Gehuwd;2048;7431
2424;Particulier huishouden;25 jaar;Gehuwd;2049;7538
2425;Particulier huishouden;25 jaar;Gehuwd;2050;7641
2426;Particulier huishouden;25 jaar;Gehuwd;2051;7730
2427;Particulier huishouden;25 jaar;Gehuwd;2052;7803
2428;Particulier huishouden;25 jaar;Gehuwd;2053;7857
2429;Particulier huishouden;25 jaar;Gehuwd;2054;7902
2430;Particulier huishouden;25 jaar;Gehuwd;2055;7931
2431;Particulier huishouden;25 jaar;Gehuwd;2056;7948
2432;Particulier huishouden;25 jaar;Gehuwd;2057;7955
2433;Particulier huishouden;25 jaar;Gehuwd;2058;7948
2434;Particulier huishouden;25 jaar;Gehuwd;2059;7937
2435;Particulier huishouden;25 jaar;Gehuwd;2060;7923
2436;Particulier huishouden;25 jaar;Verweduwd;2019;22
2437;Particulier huishouden;25 jaar;Verweduwd;2020;28
2438;Particulier huishouden;25 jaar;Verweduwd;2021;35
2439;Particulier huishouden;25 jaar;Verweduwd;2022;48
2440;Particulier huishouden;25 jaar;Verweduwd;2023;54
2441;Particulier huishouden;25 jaar;Verweduwd;2024;56
2442;Particulier huishouden;25 jaar;Verweduwd;2025;56
2443;Particulier huishouden;25 jaar;Verweduwd;2026;58
2444;Particulier huishouden;25 jaar;Verweduwd;2027;58
2445;Particulier huishouden;25 jaar;Verweduwd;2028;57
2446;Particulier huishouden;25 jaar;Verweduwd;2029;56
2447;Particulier huishouden;25 jaar;Verweduwd;2030;55
2448;Particulier huishouden;25 jaar;Verweduwd;2031;54
2449;Particulier huishouden;25 jaar;Verweduwd;2032;53
2450;Particulier huishouden;25 jaar;Verweduwd;2033;53
2451;Particulier huishouden;25 jaar;Verweduwd;2034;53
2452;Particulier huishouden;25 jaar;Verweduwd;2035;53
2453;Particulier huishouden;25 jaar;Verweduwd;2036;53
2454;Particulier huishouden;25 jaar;Verweduwd;2037;52
2455;Particulier huishouden;25 jaar;Verweduwd;2038;51
2456;Particulier huishouden;25 jaar;Verweduwd;2039;49
2457;Particulier huishouden;25 jaar;Verweduwd;2040;51
2458;Particulier huishouden;25 jaar;Verweduwd;2041;49
2459;Particulier huishouden;25 jaar;Verweduwd;2042;49
2460;Particulier huishouden;25 jaar;Verweduwd;2043;48
2461;Particulier huishouden;25 jaar;Verweduwd;2044;48
2462;Particulier huishouden;25 jaar;Verweduwd;2045;49
2463;Particulier huishouden;25 jaar;Verweduwd;2046;49
2464;Particulier huishouden;25 jaar;Verweduwd;2047;51
2465;Particulier huishouden;25 jaar;Verweduwd;2048;51
2466;Particulier huishouden;25 jaar;Verweduwd;2049;52
2467;Particulier huishouden;25 jaar;Verweduwd;2050;52
2468;Particulier huishouden;25 jaar;Verweduwd;2051;53
2469;Particulier huishouden;25 jaar;Verweduwd;2052;53
2470;Particulier huishouden;25 jaar;Verweduwd;2053;53
2471;Particulier huishouden;25 jaar;Verweduwd;2054;54
2472;Particulier huishouden;25 jaar;Verweduwd;2055;54
2473;Particulier huishouden;25 jaar;Verweduwd;2056;54
2474;Particulier huishouden;25 jaar;Verweduwd;2057;54
2475;Particulier huishouden;25 jaar;Verweduwd;2058;53
2476;Particulier huishouden;25 jaar;Verweduwd;2059;53
2477;Particulier huishouden;25 jaar;Verweduwd;2060;53
2478;Particulier huishouden;25 jaar;Gescheiden;2019;563
2479;Particulier huishouden;25 jaar;Gescheiden;2020;568
2480;Particulier huishouden;25 jaar;Gescheiden;2021;531
2481;Particulier huishouden;25 jaar;Gescheiden;2022;534
2482;Particulier huishouden;25 jaar;Gescheiden;2023;557
2483;Particulier huishouden;25 jaar;Gescheiden;2024;587
2484;Particulier huishouden;25 jaar;Gescheiden;2025;599
2485;Particulier huishouden;25 jaar;Gescheiden;2026;614
2486;Particulier huishouden;25 jaar;Gescheiden;2027;609
2487;Particulier huishouden;25 jaar;Gescheiden;2028;606
2488;Particulier huishouden;25 jaar;Gescheiden;2029;603
2489;Particulier huishouden;25 jaar;Gescheiden;2030;588
2490;Particulier huishouden;25 jaar;Gescheiden;2031;575
2491;Particulier huishouden;25 jaar;Gescheiden;2032;571
2492;Particulier huishouden;25 jaar;Gescheiden;2033;565
2493;Particulier huishouden;25 jaar;Gescheiden;2034;572
2494;Particulier huishouden;25 jaar;Gescheiden;2035;572
2495;Particulier huishouden;25 jaar;Gescheiden;2036;572
2496;Particulier huishouden;25 jaar;Gescheiden;2037;562
2497;Particulier huishouden;25 jaar;Gescheiden;2038;555
2498;Particulier huishouden;25 jaar;Gescheiden;2039;544
2499;Particulier huishouden;25 jaar;Gescheiden;2040;555
2500;Particulier huishouden;25 jaar;Gescheiden;2041;544
2501;Particulier huishouden;25 jaar;Gescheiden;2042;549
2502;Particulier huishouden;25 jaar;Gescheiden;2043;542
2503;Particulier huishouden;25 jaar;Gescheiden;2044;545
2504;Particulier huishouden;25 jaar;Gescheiden;2045;550
2505;Particulier huishouden;25 jaar;Gescheiden;2046;556
2506;Particulier huishouden;25 jaar;Gescheiden;2047;565
2507;Particulier huishouden;25 jaar;Gescheiden;2048;572
2508;Particulier huishouden;25 jaar;Gescheiden;2049;583
2509;Particulier huishouden;25 jaar;Gescheiden;2050;591
2510;Particulier huishouden;25 jaar;Gescheiden;2051;598
2511;Particulier huishouden;25 jaar;Gescheiden;2052;602
2512;Particulier huishouden;25 jaar;Gescheiden;2053;607
2513;Particulier huishouden;25 jaar;Gescheiden;2054;611
2514;Particulier huishouden;25 jaar;Gescheiden;2055;614
2515;Particulier huishouden;25 jaar;Gescheiden;2056;615
2516;Particulier huishouden;25 jaar;Gescheiden;2057;616
2517;Particulier huishouden;25 jaar;Gescheiden;2058;616
2518;Particulier huishouden;25 jaar;Gescheiden;2059;616
2519;Particulier huishouden;25 jaar;Gescheiden;2060;616
2520;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2019;110193
2521;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2020;110606
2522;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2021;111206
2523;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2022;108340
2524;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2023;107503
2525;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2024;107430
2526;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2025;110760
2527;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2026;111018
2528;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2027;112636
2529;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2028;110895
2530;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2029;110100
2531;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2030;109623
2532;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2031;106498
2533;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2032;103888
2534;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2033;103091
2535;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2034;101433
2536;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2035;103184
2537;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2036;103118
2538;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2037;102788
2539;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2038;100937
2540;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2039;99250
2541;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2040;97395
2542;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2041;98937
2543;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2042;97108
2544;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2043;98110
2545;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2044;96774
2546;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2045;96925
2547;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2046;98153
2548;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2047;99546
2549;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2048;101331
2550;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2049;102894
2551;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2050;104570
2552;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2051;106159
2553;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2052;107530
2554;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2053;108679
2555;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2054;109528
2556;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2055;110215
2557;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2056;110691
2558;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2057;110983
2559;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2058;111101
2560;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2059;111047
2561;Particulier huishouden;26 jaar;Totaal burgerlijke staat;2060;110911
2562;Particulier huishouden;26 jaar;Ongehuwd;2019;99151
2563;Particulier huishouden;26 jaar;Ongehuwd;2020;99366
2564;Particulier huishouden;26 jaar;Ongehuwd;2021;99800
2565;Particulier huishouden;26 jaar;Ongehuwd;2022;97168
2566;Particulier huishouden;26 jaar;Ongehuwd;2023;96223
2567;Particulier huishouden;26 jaar;Ongehuwd;2024;96001
2568;Particulier huishouden;26 jaar;Ongehuwd;2025;98909
2569;Particulier huishouden;26 jaar;Ongehuwd;2026;99067
2570;Particulier huishouden;26 jaar;Ongehuwd;2027;100519
2571;Particulier huishouden;26 jaar;Ongehuwd;2028;98918
2572;Particulier huishouden;26 jaar;Ongehuwd;2029;98189
2573;Particulier huishouden;26 jaar;Ongehuwd;2030;97752
2574;Particulier huishouden;26 jaar;Ongehuwd;2031;94912
2575;Particulier huishouden;26 jaar;Ongehuwd;2032;92522
2576;Particulier huishouden;26 jaar;Ongehuwd;2033;91786
2577;Particulier huishouden;26 jaar;Ongehuwd;2034;90290
2578;Particulier huishouden;26 jaar;Ongehuwd;2035;91856
2579;Particulier huishouden;26 jaar;Ongehuwd;2036;91793
2580;Particulier huishouden;26 jaar;Ongehuwd;2037;91497
2581;Particulier huishouden;26 jaar;Ongehuwd;2038;89791
2582;Particulier huishouden;26 jaar;Ongehuwd;2039;88256
2583;Particulier huishouden;26 jaar;Ongehuwd;2040;86557
2584;Particulier huishouden;26 jaar;Ongehuwd;2041;87973
2585;Particulier huishouden;26 jaar;Ongehuwd;2042;86291
2586;Particulier huishouden;26 jaar;Ongehuwd;2043;87190
2587;Particulier huishouden;26 jaar;Ongehuwd;2044;85966
2588;Particulier huishouden;26 jaar;Ongehuwd;2045;86102
2589;Particulier huishouden;26 jaar;Ongehuwd;2046;87205
2590;Particulier huishouden;26 jaar;Ongehuwd;2047;88450
2591;Particulier huishouden;26 jaar;Ongehuwd;2048;90058
2592;Particulier huishouden;26 jaar;Ongehuwd;2049;91461
2593;Particulier huishouden;26 jaar;Ongehuwd;2050;92969
2594;Particulier huishouden;26 jaar;Ongehuwd;2051;94394
2595;Particulier huishouden;26 jaar;Ongehuwd;2052;95628
2596;Particulier huishouden;26 jaar;Ongehuwd;2053;96659
2597;Particulier huishouden;26 jaar;Ongehuwd;2054;97425
2598;Particulier huishouden;26 jaar;Ongehuwd;2055;98044
2599;Particulier huishouden;26 jaar;Ongehuwd;2056;98473
2600;Particulier huishouden;26 jaar;Ongehuwd;2057;98738
2601;Particulier huishouden;26 jaar;Ongehuwd;2058;98849
2602;Particulier huishouden;26 jaar;Ongehuwd;2059;98804
2603;Particulier huishouden;26 jaar;Ongehuwd;2060;98686
2604;Particulier huishouden;26 jaar;Gehuwd;2019;10111
2605;Particulier huishouden;26 jaar;Gehuwd;2020;10330
2606;Particulier huishouden;26 jaar;Gehuwd;2021;10497
2607;Particulier huishouden;26 jaar;Gehuwd;2022;10301
2608;Particulier huishouden;26 jaar;Gehuwd;2023;10394
2609;Particulier huishouden;26 jaar;Gehuwd;2024;10513
2610;Particulier huishouden;26 jaar;Gehuwd;2025;10889
2611;Particulier huishouden;26 jaar;Gehuwd;2026;10975
2612;Particulier huishouden;26 jaar;Gehuwd;2027;11118
2613;Particulier huishouden;26 jaar;Gehuwd;2028;10988
2614;Particulier huishouden;26 jaar;Gehuwd;2029;10929
2615;Particulier huishouden;26 jaar;Gehuwd;2030;10892
2616;Particulier huishouden;26 jaar;Gehuwd;2031;10630
2617;Particulier huishouden;26 jaar;Gehuwd;2032;10433
2618;Particulier huishouden;26 jaar;Gehuwd;2033;10378
2619;Particulier huishouden;26 jaar;Gehuwd;2034;10227
2620;Particulier huishouden;26 jaar;Gehuwd;2035;10398
2621;Particulier huishouden;26 jaar;Gehuwd;2036;10393
2622;Particulier huishouden;26 jaar;Gehuwd;2037;10361
2623;Particulier huishouden;26 jaar;Gehuwd;2038;10234
2624;Particulier huishouden;26 jaar;Gehuwd;2039;10094
2625;Particulier huishouden;26 jaar;Gehuwd;2040;9954
2626;Particulier huishouden;26 jaar;Gehuwd;2041;10064
2627;Particulier huishouden;26 jaar;Gehuwd;2042;9935
2628;Particulier huishouden;26 jaar;Gehuwd;2043;10028
2629;Particulier huishouden;26 jaar;Gehuwd;2044;9929
2630;Particulier huishouden;26 jaar;Gehuwd;2045;9942
2631;Particulier huishouden;26 jaar;Gehuwd;2046;10057
2632;Particulier huishouden;26 jaar;Gehuwd;2047;10191
2633;Particulier huishouden;26 jaar;Gehuwd;2048;10356
2634;Particulier huishouden;26 jaar;Gehuwd;2049;10504
2635;Particulier huishouden;26 jaar;Gehuwd;2050;10657
2636;Particulier huishouden;26 jaar;Gehuwd;2051;10807
2637;Particulier huishouden;26 jaar;Gehuwd;2052;10935
2638;Particulier huishouden;26 jaar;Gehuwd;2053;11041
2639;Particulier huishouden;26 jaar;Gehuwd;2054;11118
2640;Particulier huishouden;26 jaar;Gehuwd;2055;11179
2641;Particulier huishouden;26 jaar;Gehuwd;2056;11223
2642;Particulier huishouden;26 jaar;Gehuwd;2057;11246
2643;Particulier huishouden;26 jaar;Gehuwd;2058;11253
2644;Particulier huishouden;26 jaar;Gehuwd;2059;11244
2645;Particulier huishouden;26 jaar;Gehuwd;2060;11228
2646;Particulier huishouden;26 jaar;Verweduwd;2019;24
2647;Particulier huishouden;26 jaar;Verweduwd;2020;33
2648;Particulier huishouden;26 jaar;Verweduwd;2021;37
2649;Particulier huishouden;26 jaar;Verweduwd;2022;43
2650;Particulier huishouden;26 jaar;Verweduwd;2023;55
2651;Particulier huishouden;26 jaar;Verweduwd;2024;60
2652;Particulier huishouden;26 jaar;Verweduwd;2025;64
2653;Particulier huishouden;26 jaar;Verweduwd;2026;64
2654;Particulier huishouden;26 jaar;Verweduwd;2027;66
2655;Particulier huishouden;26 jaar;Verweduwd;2028;65
2656;Particulier huishouden;26 jaar;Verweduwd;2029;64
2657;Particulier huishouden;26 jaar;Verweduwd;2030;63
2658;Particulier huishouden;26 jaar;Verweduwd;2031;62
2659;Particulier huishouden;26 jaar;Verweduwd;2032;60
2660;Particulier huishouden;26 jaar;Verweduwd;2033;60
2661;Particulier huishouden;26 jaar;Verweduwd;2034;59
2662;Particulier huishouden;26 jaar;Verweduwd;2035;60
2663;Particulier huishouden;26 jaar;Verweduwd;2036;60
2664;Particulier huishouden;26 jaar;Verweduwd;2037;60
2665;Particulier huishouden;26 jaar;Verweduwd;2038;58
2666;Particulier huishouden;26 jaar;Verweduwd;2039;57
2667;Particulier huishouden;26 jaar;Verweduwd;2040;57
2668;Particulier huishouden;26 jaar;Verweduwd;2041;57
2669;Particulier huishouden;26 jaar;Verweduwd;2042;56
2670;Particulier huishouden;26 jaar;Verweduwd;2043;57
2671;Particulier huishouden;26 jaar;Verweduwd;2044;55
2672;Particulier huishouden;26 jaar;Verweduwd;2045;55
2673;Particulier huishouden;26 jaar;Verweduwd;2046;55
2674;Particulier huishouden;26 jaar;Verweduwd;2047;57
2675;Particulier huishouden;26 jaar;Verweduwd;2048;57
2676;Particulier huishouden;26 jaar;Verweduwd;2049;58
2677;Particulier huishouden;26 jaar;Verweduwd;2050;58
2678;Particulier huishouden;26 jaar;Verweduwd;2051;59
2679;Particulier huishouden;26 jaar;Verweduwd;2052;59
2680;Particulier huishouden;26 jaar;Verweduwd;2053;61
2681;Particulier huishouden;26 jaar;Verweduwd;2054;61
2682;Particulier huishouden;26 jaar;Verweduwd;2055;61
2683;Particulier huishouden;26 jaar;Verweduwd;2056;61
2684;Particulier huishouden;26 jaar;Verweduwd;2057;61
2685;Particulier huishouden;26 jaar;Verweduwd;2058;61
2686;Particulier huishouden;26 jaar;Verweduwd;2059;61
2687;Particulier huishouden;26 jaar;Verweduwd;2060;60
2688;Particulier huishouden;26 jaar;Gescheiden;2019;907
2689;Particulier huishouden;26 jaar;Gescheiden;2020;877
2690;Particulier huishouden;26 jaar;Gescheiden;2021;872
2691;Particulier huishouden;26 jaar;Gescheiden;2022;828
2692;Particulier huishouden;26 jaar;Gescheiden;2023;831
2693;Particulier huishouden;26 jaar;Gescheiden;2024;856
2694;Particulier huishouden;26 jaar;Gescheiden;2025;898
2695;Particulier huishouden;26 jaar;Gescheiden;2026;912
2696;Particulier huishouden;26 jaar;Gescheiden;2027;933
2697;Particulier huishouden;26 jaar;Gescheiden;2028;924
2698;Particulier huishouden;26 jaar;Gescheiden;2029;918
2699;Particulier huishouden;26 jaar;Gescheiden;2030;916
2700;Particulier huishouden;26 jaar;Gescheiden;2031;894
2701;Particulier huishouden;26 jaar;Gescheiden;2032;873
2702;Particulier huishouden;26 jaar;Gescheiden;2033;867
2703;Particulier huishouden;26 jaar;Gescheiden;2034;857
2704;Particulier huishouden;26 jaar;Gescheiden;2035;870
2705;Particulier huishouden;26 jaar;Gescheiden;2036;872
2706;Particulier huishouden;26 jaar;Gescheiden;2037;870
2707;Particulier huishouden;26 jaar;Gescheiden;2038;854
2708;Particulier huishouden;26 jaar;Gescheiden;2039;843
2709;Particulier huishouden;26 jaar;Gescheiden;2040;827
2710;Particulier huishouden;26 jaar;Gescheiden;2041;843
2711;Particulier huishouden;26 jaar;Gescheiden;2042;826
2712;Particulier huishouden;26 jaar;Gescheiden;2043;835
2713;Particulier huishouden;26 jaar;Gescheiden;2044;824
2714;Particulier huishouden;26 jaar;Gescheiden;2045;826
2715;Particulier huishouden;26 jaar;Gescheiden;2046;836
2716;Particulier huishouden;26 jaar;Gescheiden;2047;848
2717;Particulier huishouden;26 jaar;Gescheiden;2048;860
2718;Particulier huishouden;26 jaar;Gescheiden;2049;871
2719;Particulier huishouden;26 jaar;Gescheiden;2050;886
2720;Particulier huishouden;26 jaar;Gescheiden;2051;899
2721;Particulier huishouden;26 jaar;Gescheiden;2052;908
2722;Particulier huishouden;26 jaar;Gescheiden;2053;918
2723;Particulier huishouden;26 jaar;Gescheiden;2054;924
2724;Particulier huishouden;26 jaar;Gescheiden;2055;931
2725;Particulier huishouden;26 jaar;Gescheiden;2056;934
2726;Particulier huishouden;26 jaar;Gescheiden;2057;938
2727;Particulier huishouden;26 jaar;Gescheiden;2058;938
2728;Particulier huishouden;26 jaar;Gescheiden;2059;938
2729;Particulier huishouden;26 jaar;Gescheiden;2060;937
2730;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2019;117308
2731;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2020;117610
2732;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2021;117506
2733;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2022;117910
2734;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2023;115011
2735;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2024;114452
2736;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2025;114590
2737;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2026;118321
2738;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2027;118760
2739;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2028;120574
2740;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2029;118790
2741;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2030;117979
2742;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2031;117507
2743;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2032;114174
2744;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2033;111414
2745;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2034;110580
2746;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2035;108790
2747;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2036;110704
2748;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2037;110626
2749;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2038;110260
2750;Particulier huishouden;27 jaar;Totaal burgerlijke staat;2039;108315
