ID;Bedrijfsafvalstoffen;NuttigeToepassingEnEindverwerking;BedrijfstakkenBranchesSBI2008;Perioden;Bedrijfsafval_1
1885;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2007;
1886;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2008;153.0
1887;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2009;122.0
1888;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2010;117.0
1889;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2011;116.0
1890;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2012;163.0
1891;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2013;152.0
1892;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2014;146.0
1893;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2015;164.0
1894;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2016;138.0
1895;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2017;136.0
1896;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2018;149.0
1897;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2019;138.0
1898;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2020;128.0
1899;Totaal naar verwerking;Totaal nuttige toepassing;31 Meubelindustrie;2021;139.0
1900;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;1994;
1901;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;1996;
1902;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;1998;
1903;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2000;
1904;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2001;
1905;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2002;
1906;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2003;
1907;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2004;
1908;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2005;
1909;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2006;
1910;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2007;
1911;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2008;51.0
1912;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2009;50.0
1913;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2010;58.0
1914;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2011;59.0
1915;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2012;79.0
1916;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2013;79.0
1917;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2014;57.0
1918;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2015;57.0
1919;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2016;65.0
1920;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2017;62.0
1921;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2018;58.0
1922;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2019;59.0
1923;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2020;49.0
1924;Totaal naar verwerking;Totaal nuttige toepassing;32 Overige industrie;2021;50.0
1925;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;1994;
1926;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;1996;
1927;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;1998;
1928;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2000;
1929;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2001;
1930;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2002;
1931;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2003;
1932;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2004;
1933;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2005;
1934;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2006;
1935;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2007;
1936;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2008;27.0
1937;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2009;27.0
1938;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2010;31.0
1939;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2011;31.0
1940;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2012;57.0
1941;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2013;56.0
1942;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2014;54.0
1943;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2015;54.0
1944;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2016;55.0
1945;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2017;55.0
1946;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2018;56.0
1947;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2019;54.0
1948;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2020;42.0
1949;Totaal naar verwerking;Totaal nuttige toepassing;33 Reparatie en installatie van machines;2021;35.0
1950;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;1994;1362.0
1951;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;1996;1381.0
1952;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;1998;1520.0
1953;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2000;1615.0
1954;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2001;1549.0
1955;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2002;1668.0
1956;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2003;1557.0
1957;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2004;1487.0
1958;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2005;1342.0
1959;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2006;1165.0
1960;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2007;1313.0
1961;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2008;1297.0
1962;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2009;1253.0
1963;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2010;1120.0
1964;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2011;1137.0
1965;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2012;1312.0
1966;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2013;1296.0
1967;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2014;1645.0
1968;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2015;2070.0
1969;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2016;1986.0
1970;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2017;1917.0
1971;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2018;1475.0
1972;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2019;1029.0
1973;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2020;425.0
1974;Totaal naar verwerking;Totaal nuttige toepassing;D Energievoorziening;2021;565.0
1975;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;1994;
1976;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;1996;
1977;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;1998;
1978;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2000;
1979;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2001;
1980;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2002;
1981;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2003;
1982;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2004;
1983;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2005;
1984;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2006;
1985;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2007;3879.0
1986;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2008;4437.0
1987;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2009;4600.0
1988;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2010;5883.0
1989;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2011;6173.0
1990;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2012;5784.0
1991;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2013;6033.0
1992;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2014;6418.0
1993;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2015;6319.0
1994;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2016;6741.0
1995;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2017;6860.0
1996;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2018;7021.0
1997;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2019;7115.0
1998;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2020;7698.0
1999;Totaal naar verwerking;Totaal nuttige toepassing;E Waterbedrijven en afvalbeheer;2021;7731.0
2000;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;1994;103.0
2001;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;1996;114.0
2002;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;1998;133.0
2003;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2000;137.0
2004;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2001;150.0
2005;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2002;153.0
2006;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2003;141.0
2007;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2004;151.0
2008;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2005;153.0
2009;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2006;163.0
2010;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2007;155.0
2011;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2008;146.0
2012;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2009;149.0
2013;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2010;144.0
2014;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2011;152.0
2015;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2012;135.0
2016;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2013;134.0
2017;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2014;328.0
2018;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2015;365.0
2019;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2016;261.0
2020;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2017;270.0
2021;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2018;260.0
2022;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2019;262.0
2023;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2020;269.0
2024;Totaal naar verwerking;Totaal nuttige toepassing;360 Waterleidingbedrijven;2021;271.0
2025;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;1994;
2026;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;1996;
2027;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;1998;
2028;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2000;
2029;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2001;
2030;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2002;
2031;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2003;
2032;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2004;
2033;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2005;
2034;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2006;
2035;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2007;194.0
2036;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2008;206.0
2037;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2009;220.0
2038;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2010;331.0
2039;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2011;340.0
2040;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2012;238.0
2041;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2013;244.0
2042;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2014;248.0
2043;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2015;222.0
2044;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2016;252.0
2045;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2017;257.0
2046;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2018;275.0
2047;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2019;280.0
2048;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2020;295.0
2049;Totaal naar verwerking;Totaal nuttige toepassing;370 Afvalwaterinzameling en -behandeling;2021;290.0
2050;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;1994;
2051;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;1996;
2052;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;1998;
2053;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2000;
2054;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2001;
2055;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2002;
2056;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2003;
2057;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2004;
2058;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2005;
2059;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2006;
2060;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2007;0.0
2061;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2008;0.0
2062;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2009;0.0
2063;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2010;1.0
2064;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2011;1.0
2065;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2012;2.0
2066;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2013;2.0
2067;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2014;2.0
2068;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2015;2.0
2069;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2016;2.0
2070;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2017;2.0
2071;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2018;2.0
2072;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2019;2.0
2073;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2020;2.0
2074;Totaal naar verwerking;Totaal nuttige toepassing;381 Inzameling van afval;2021;2.0
2075;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;1994;
2076;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;1996;
2077;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;1998;
2078;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2000;
2079;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2001;
2080;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2002;
2081;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2003;
2082;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2004;
2083;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2005;
2084;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2006;
2085;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2007;3392.0
2086;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2008;3598.0
2087;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2009;3842.0
2088;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2010;4820.0
2089;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2011;5186.0
2090;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2012;4804.0
2091;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2013;5056.0
2092;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2014;5136.0
2093;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2015;5003.0
2094;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2016;5281.0
2095;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2017;5385.0
2096;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2018;5456.0
2097;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2019;5576.0
2098;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2020;5856.0
2099;Totaal naar verwerking;Totaal nuttige toepassing;382 Behandeling van afval;2021;5726.0
2100;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;1994;
2101;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;1996;290.0
2102;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;1998;157.0
2103;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2000;156.0
2104;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2001;165.0
2105;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2002;214.0
2106;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2003;219.0
2107;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2004;213.0
2108;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2005;216.0
2109;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2006;121.0
2110;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2007;120.0
2111;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2008;470.0
2112;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2009;370.0
2113;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2010;487.0
2114;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2011;390.0
2115;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2012;548.0
2116;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2013;541.0
2117;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2014;647.0
2118;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2015;671.0
2119;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2016;887.0
2120;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2017;885.0
2121;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2018;963.0
2122;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2019;928.0
2123;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2020;1206.0
2124;Totaal naar verwerking;Totaal nuttige toepassing;383 Voorbereiding tot recycling;2021;1372.0
2125;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;1994;
2126;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;1996;
2127;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;1998;
2128;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2000;
2129;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2001;
2130;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2002;
2131;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2003;
2132;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2004;
2133;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2005;
2134;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2006;
2135;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2007;16.0
2136;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2008;18.0
2137;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2009;19.0
2138;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2010;101.0
2139;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2011;105.0
2140;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2012;56.0
2141;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2013;58.0
2142;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2014;56.0
2143;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2015;55.0
2144;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2016;60.0
2145;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2017;61.0
2146;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2018;65.0
2147;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2019;67.0
2148;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2020;70.0
2149;Totaal naar verwerking;Totaal nuttige toepassing;390 Sanering en overig afvalbeheer;2021;69.0
2150;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;1994;
2151;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;1996;
2152;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;1998;
2153;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2000;
2154;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2001;
2155;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2002;
2156;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2003;
2157;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2004;
2158;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2005;
2159;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2006;
2160;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2007;5745.0
2161;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2008;5726.0
2162;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2009;5746.0
2163;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2010;4356.0
2164;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2011;4332.0
2165;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2012;3727.0
2166;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2013;3552.0
2167;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2014;3449.0
2168;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2015;3319.0
2169;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2016;3514.0
2170;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2017;3602.0
2171;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2018;3484.0
2172;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2019;3519.0
2173;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2020;3516.0
2174;Totaal naar verwerking;Totaal eindverwerking;B-E Nijverheid (geen bouw) en energie;2021;3469.0
2175;Totaal naar verwerking;Totaal eindverwerking;B Delfstoffenwinning;1994;171.0
2176;Totaal naar verwerking;Totaal eindverwerking;B Delfstoffenwinning;1996;118.0
2177;Totaal naar verwerking;Totaal eindverwerking;B Delfstoffenwinning;1998;89.0
