ID;Bedrijfsafvalstoffen;NuttigeToepassingEnEindverwerking;BedrijfstakkenBranchesSBI2008;Perioden;Bedrijfsafval_1
8652;Metaalafval;Totaal eindverwerking;C Industrie;1998;18.0
8653;Metaalafval;Totaal eindverwerking;C Industrie;2000;17.0
8654;Metaalafval;Totaal eindverwerking;C Industrie;2001;4.0
8655;Metaalafval;Totaal eindverwerking;C Industrie;2002;1.0
8656;Metaalafval;Totaal eindverwerking;C Industrie;2003;3.0
8657;Metaalafval;Totaal eindverwerking;C Industrie;2004;19.0
8658;Metaalafval;Totaal eindverwerking;C Industrie;2005;19.0
8659;Metaalafval;Totaal eindverwerking;C Industrie;2006;4.0
8660;Metaalafval;Totaal eindverwerking;C Industrie;2007;3.0
8661;Metaalafval;Totaal eindverwerking;C Industrie;2008;9.0
8662;Metaalafval;Totaal eindverwerking;C Industrie;2009;7.0
8663;Metaalafval;Totaal eindverwerking;C Industrie;2010;4.0
8664;Metaalafval;Totaal eindverwerking;C Industrie;2011;5.0
8665;Metaalafval;Totaal eindverwerking;C Industrie;2012;13.0
8666;Metaalafval;Totaal eindverwerking;C Industrie;2013;13.0
8667;Metaalafval;Totaal eindverwerking;C Industrie;2014;6.0
8668;Metaalafval;Totaal eindverwerking;C Industrie;2015;6.0
8669;Metaalafval;Totaal eindverwerking;C Industrie;2016;11.0
8670;Metaalafval;Totaal eindverwerking;C Industrie;2017;12.0
8671;Metaalafval;Totaal eindverwerking;C Industrie;2018;8.0
8672;Metaalafval;Totaal eindverwerking;C Industrie;2019;11.0
8673;Metaalafval;Totaal eindverwerking;C Industrie;2020;1.0
8674;Metaalafval;Totaal eindverwerking;C Industrie;2021;1.0
8675;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;1994;0.0
8676;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;1996;0.0
8677;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;1998;1.0
8678;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2000;0.0
8679;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2001;0.0
8680;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2002;0.0
8681;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2003;0.0
8682;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2004;0.0
8683;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2005;0.0
8684;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2006;0.0
8685;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2007;0.0
8686;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2008;0.0
8687;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2009;0.0
8688;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2010;0.0
8689;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2011;0.0
8690;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2012;1.0
8691;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2013;1.0
8692;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2014;2.0
8693;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2015;2.0
8694;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2016;0.0
8695;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2017;0.0
8696;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2018;1.0
8697;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2019;0.0
8698;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2020;0.0
8699;Metaalafval;Totaal eindverwerking;10-12 Voedings-, genotmiddelenindustrie;2021;0.0
8700;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;1994;0.0
8701;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;1996;0.0
8702;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;1998;1.0
8703;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2000;0.0
8704;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2001;0.0
8705;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2002;0.0
8706;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2003;0.0
8707;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2004;0.0
8708;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2005;0.0
8709;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2006;0.0
8710;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2007;0.0
8711;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2008;0.0
8712;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2009;0.0
8713;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2010;0.0
8714;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2011;0.0
8715;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2012;1.0
8716;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2013;1.0
8717;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2014;2.0
8718;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2015;2.0
8719;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2016;0.0
8720;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2017;0.0
8721;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2018;1.0
8722;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2019;0.0
8723;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2020;0.0
8724;Metaalafval;Totaal eindverwerking;10 Voedingsmiddelenindustrie;2021;0.0
8725;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;1994;0.0
8726;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;1996;0.0
8727;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;1998;0.0
8728;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2000;0.0
8729;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2001;0.0
8730;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2002;0.0
8731;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2003;0.0
8732;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2004;0.0
8733;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2005;0.0
8734;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2006;0.0
8735;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2007;0.0
8736;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2008;0.0
8737;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2009;0.0
8738;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2010;0.0
8739;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2011;0.0
8740;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2012;0.0
8741;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2013;0.0
8742;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2014;0.0
8743;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2015;0.0
8744;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2016;0.0
8745;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2017;0.0
8746;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2018;0.0
8747;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2019;0.0
8748;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2020;0.0
8749;Metaalafval;Totaal eindverwerking;11 Drankenindustrie;2021;0.0
8750;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;1994;0.0
8751;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;1996;0.0
8752;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;1998;0.0
8753;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2000;0.0
8754;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2001;0.0
8755;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2002;0.0
8756;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2003;0.0
8757;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2004;0.0
8758;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2005;0.0
8759;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2006;0.0
8760;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2007;0.0
8761;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2008;0.0
8762;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2009;0.0
8763;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2010;0.0
8764;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2011;0.0
8765;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2012;0.0
8766;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2013;0.0
8767;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2014;0.0
8768;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2015;0.0
8769;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2016;0.0
8770;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2017;0.0
8771;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2018;0.0
8772;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2019;0.0
8773;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2020;0.0
8774;Metaalafval;Totaal eindverwerking;12 Tabaksindustrie;2021;0.0
8775;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;1994;0.0
8776;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;1996;0.0
8777;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;1998;0.0
8778;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2000;0.0
8779;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2001;0.0
8780;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2002;0.0
8781;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2003;0.0
8782;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2004;0.0
8783;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2005;0.0
8784;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2006;0.0
8785;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2007;0.0
8786;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2008;0.0
8787;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2009;0.0
8788;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2010;0.0
8789;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2011;0.0
8790;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2012;0.0
8791;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2013;0.0
8792;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2014;0.0
8793;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2015;0.0
8794;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2016;0.0
8795;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2017;0.0
8796;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2018;0.0
8797;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2019;0.0
8798;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2020;0.0
8799;Metaalafval;Totaal eindverwerking;13-15 Textiel-, kleding-, lederindustrie;2021;0.0
8800;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;1994;1.0
8801;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;1996;0.0
8802;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;1998;0.0
8803;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2000;2.0
8804;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2001;1.0
8805;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2002;0.0
8806;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2003;0.0
8807;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2004;1.0
8808;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2005;1.0
8809;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2006;1.0
8810;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2007;1.0
8811;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2008;1.0
8812;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2009;1.0
8813;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2010;1.0
8814;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2011;0.0
8815;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2012;1.0
8816;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2013;1.0
8817;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2014;0.0
8818;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2015;0.0
8819;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2016;0.0
8820;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2017;0.0
8821;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2018;0.0
8822;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2019;0.0
8823;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2020;0.0
8824;Metaalafval;Totaal eindverwerking;16+23 Hout- en bouwmaterialenindustrie;2021;0.0
8825;Metaalafval;Totaal eindverwerking;16 Houtindustrie;1994;0.0
8826;Metaalafval;Totaal eindverwerking;16 Houtindustrie;1996;0.0
8827;Metaalafval;Totaal eindverwerking;16 Houtindustrie;1998;0.0
8828;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2000;0.0
8829;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2001;0.0
8830;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2002;0.0
8831;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2003;0.0
8832;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2004;0.0
8833;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2005;0.0
8834;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2006;0.0
8835;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2007;0.0
8836;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2008;0.0
8837;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2009;0.0
8838;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2010;0.0
8839;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2011;0.0
8840;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2012;1.0
8841;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2013;0.0
8842;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2014;0.0
8843;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2015;0.0
8844;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2016;0.0
8845;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2017;0.0
8846;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2018;0.0
8847;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2019;0.0
8848;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2020;0.0
8849;Metaalafval;Totaal eindverwerking;16 Houtindustrie;2021;0.0
8850;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;1994;0.0
8851;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;1996;0.0
8852;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;1998;0.0
8853;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2000;0.0
8854;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2001;0.0
8855;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2002;0.0
8856;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2003;0.0
8857;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2004;1.0
8858;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2005;1.0
8859;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2006;0.0
8860;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2007;0.0
8861;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2008;0.0
8862;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2009;0.0
8863;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2010;1.0
8864;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2011;1.0
8865;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2012;0.0
8866;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2013;0.0
8867;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2014;0.0
8868;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2015;0.0
8869;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2016;0.0
8870;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2017;0.0
8871;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2018;0.0
8872;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2019;0.0
8873;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2020;0.0
8874;Metaalafval;Totaal eindverwerking;17-18 Papier- en grafische industrie;2021;0.0
8875;Metaalafval;Totaal eindverwerking;17 Papierindustrie;1994;0.0
8876;Metaalafval;Totaal eindverwerking;17 Papierindustrie;1996;0.0
8877;Metaalafval;Totaal eindverwerking;17 Papierindustrie;1998;0.0
8878;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2000;0.0
8879;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2001;0.0
8880;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2002;0.0
8881;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2003;0.0
8882;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2004;0.0
8883;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2005;0.0
8884;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2006;0.0
8885;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2007;0.0
8886;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2008;0.0
8887;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2009;0.0
8888;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2010;1.0
8889;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2011;1.0
8890;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2012;0.0
8891;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2013;0.0
8892;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2014;0.0
8893;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2015;0.0
8894;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2016;0.0
8895;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2017;0.0
8896;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2018;0.0
8897;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2019;0.0
8898;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2020;0.0
8899;Metaalafval;Totaal eindverwerking;17 Papierindustrie;2021;0.0
8900;Metaalafval;Totaal eindverwerking;18 Grafische industrie;1994;0.0
8901;Metaalafval;Totaal eindverwerking;18 Grafische industrie;1996;0.0
8902;Metaalafval;Totaal eindverwerking;18 Grafische industrie;1998;0.0
8903;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2000;0.0
8904;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2001;0.0
8905;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2002;0.0
8906;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2003;0.0
8907;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2004;1.0
8908;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2005;1.0
8909;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2006;0.0
8910;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2007;0.0
8911;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2008;0.0
8912;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2009;0.0
8913;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2010;0.0
8914;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2011;0.0
8915;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2012;0.0
8916;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2013;0.0
8917;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2014;0.0
8918;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2015;0.0
8919;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2016;0.0
8920;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2017;0.0
8921;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2018;0.0
8922;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2019;0.0
8923;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2020;0.0
8924;Metaalafval;Totaal eindverwerking;18 Grafische industrie;2021;0.0
8925;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;1994;0.0
8926;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;1996;0.0
8927;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;1998;1.0
8928;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2000;0.0
8929;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2001;1.0
8930;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2002;0.0
8931;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2003;1.0
8932;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2004;0.0
8933;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2005;0.0
8934;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2006;0.0
8935;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2007;0.0
8936;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2008;1.0
8937;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2009;1.0
8938;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2010;0.0
8939;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2011;0.0
8940;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2012;1.0
8941;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2013;1.0
8942;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2014;2.0
8943;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2015;2.0
8944;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2016;0.0
8945;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2017;0.0
8946;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2018;1.0
8947;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2019;3.0
8948;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2020;0.0
8949;Metaalafval;Totaal eindverwerking;19-22 Raffinaderijen en chemie;2021;0.0
8950;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;1994;0.0
8951;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;1996;0.0
8952;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;1998;0.0
8953;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2000;0.0
8954;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2001;0.0
8955;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2002;0.0
8956;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2003;0.0
8957;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2004;0.0
8958;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2005;0.0
8959;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2006;0.0
8960;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2007;0.0
8961;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2008;1.0
8962;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2009;1.0
8963;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2010;0.0
8964;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2011;0.0
8965;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2012;1.0
8966;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2013;1.0
8967;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2014;2.0
8968;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2015;2.0
8969;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2016;0.0
8970;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2017;0.0
8971;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2018;0.0
8972;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2019;0.0
8973;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2020;0.0
8974;Metaalafval;Totaal eindverwerking;19 Aardolie-industrie;2021;0.0
8975;Metaalafval;Totaal eindverwerking;20-21 Chemie en farmaceutische industrie;1994;0.0
8976;Metaalafval;Totaal eindverwerking;20-21 Chemie en farmaceutische industrie;1996;0.0
8977;Metaalafval;Totaal eindverwerking;20-21 Chemie en farmaceutische industrie;1998;0.0
8978;Metaalafval;Totaal eindverwerking;20-21 Chemie en farmaceutische industrie;2000;0.0
