ID;Vegetables;Periodes;GrossYield_1;CroppingArea_2
681;Courgettes;2004;11.5;160
682;Courgettes;2005;12.0;165
683;Courgettes;2006;11.5;160
684;Courgettes;2007;14.0;195
685;Courgettes;2008;16.5;230
686;Courgettes;2009;18.5;245
687;Courgettes;2010;18.0;264
688;Courgettes;2011;18.0;265
689;Courgettes;2012;17.0;260
690;Courgettes;2013;16.0;268
691;Courgettes;2014;17.5;290
692;Courgettes;2015;18.4;306
693;Courgettes;2016;22.0;331
694;Courgettes;2017;26.2;374
695;Courgettes;2018;19.8;473
696;Courgettes;2019;16.7;412
697;Courgettes;2020;16.2;412
698;Courgettes;2021;17.1;438
699;Courgettes;2022;15.0;429
700;Courgettes;2023;14.0;356
701;Courgettes;2024;17.3;418
702;Tomatoes (total);1998;510.0;1175
703;Tomatoes (total);1999;525.0;1178
704;Tomatoes (total);2000;520.0;1133
705;Tomatoes (total);2001;550.0;1224
706;Tomatoes (total);2002;555.0;1226
707;Tomatoes (total);2003;595.0;1257
708;Tomatoes (total);2004;655.0;1352
709;Tomatoes (total);2005;660.0;1396
710;Tomatoes (total);2006;680.0;1481
711;Tomatoes (total);2007;685.0;1545
712;Tomatoes (total);2008;730.0;1600
713;Tomatoes (total);2009;800.0;1628
714;Tomatoes (total);2010;815.0;1676
715;Tomatoes (total);2011;825.0;1702
716;Tomatoes (total);2012;805.0;1691
717;Tomatoes (total);2013;855.0;1768
718;Tomatoes (total);2014;900.0;1780
719;Tomatoes (total);2015;890.0;1755
720;Tomatoes (total);2016;900.0;1775
721;Tomatoes (total);2017;910.0;1790
722;Tomatoes (total);2018;910.0;1788
723;Tomatoes (total);2019;910.0;1800
724;Tomatoes (total);2020;910.0;1872
725;Tomatoes (total);2021;880.0;1846
726;Tomatoes (total);2022;770.0;1815
727;Tomatoes (total);2023;726.0;1771
728;Tomatoes (total);2024;828.5;1726
729;Cucumbers;1998;445.0;710
730;Cucumbers;1999;455.0;710
731;Cucumbers;2000;410.0;663
732;Cucumbers;2001;425.0;660
733;Cucumbers;2002;433.0;658
734;Cucumbers;2003;430.0;639
735;Cucumbers;2004;435.0;623
736;Cucumbers;2005;440.0;631
737;Cucumbers;2006;440.0;638
738;Cucumbers;2007;430.0;617
739;Cucumbers;2008;425.0;622
740;Cucumbers;2009;435.0;626
741;Cucumbers;2010;435.0;664
742;Cucumbers;2011;430.0;656
743;Cucumbers;2012;410.0;622
744;Cucumbers;2013;400.0;615
745;Cucumbers;2014;440.0;598
746;Cucumbers;2015;405.0;545
747;Cucumbers;2016;370.0;554
748;Cucumbers;2017;400.0;580
749;Cucumbers;2018;410.0;563
750;Cucumbers;2019;410.0;580
751;Cucumbers;2020;430.0;595
752;Cucumbers;2021;440.0;636
753;Cucumbers;2022;400.0;624
754;Cucumbers;2023;426.0;655
755;Cucumbers;2024;416.0;640
756;Vegetables, open field (excl onions);1998;495.7;27224
757;Vegetables, open field (excl onions);1999;728.2;28913
758;Vegetables, open field (excl onions);2000;648.9;26037
759;Vegetables, open field (excl onions);2001;629.4;25552
760;Vegetables, open field (excl onions);2002;683.2;27315
761;Vegetables, open field (excl onions);2003;701.2;28190
762;Vegetables, open field (excl onions);2004;750.3;27576
763;Vegetables, open field (excl onions);2005;750.7;26654
764;Vegetables, open field (excl onions);2006;798.8;28788
765;Vegetables, open field (excl onions);2007;826.0;29358
766;Vegetables, open field (excl onions);2008;779.8;29277
767;Vegetables, open field (excl onions);2009;807.8;26787
768;Vegetables, open field (excl onions);2010;704.5;23887
769;Vegetables, open field (excl onions);2011;735.0;24424
770;Vegetables, open field (excl onions);2012;759.0;23364
771;Vegetables, open field (excl onions);2013;781.0;23460
772;Vegetables, open field (excl onions);2014;804.0;21934
773;Vegetables, open field (excl onions);2015;823.0;22345
774;Vegetables, open field (excl onions);2016;853.0;22783
775;Vegetables, open field (excl onions);2017;917.4;23529
776;Vegetables, open field (excl onions);2018;820.2;24343
777;Vegetables, open field (excl onions);2019;936.9;26682
778;Vegetables, open field (excl onions);2020;889.8;25680
779;Vegetables, open field (excl onions);2021;972.5;28048
780;Vegetables, open field (excl onions);2022;776.1;24590
781;Vegetables, open field (excl onions);2023;808.3;27049
782;Vegetables, open field (excl onions);2024;824.6;27185
783;Green peas;1998;31.0;5172
784;Green peas;1999;36.0;6085
785;Green peas;2000;37.0;5867
786;Green peas;2001;35.0;5534
787;Green peas;2002;40.0;6278
788;Green peas;2003;38.0;6033
789;Green peas;2004;35.0;5136
790;Green peas;2005;34.0;5361
791;Green peas;2006;34.0;5758
792;Green peas;2007;38.0;6392
793;Green peas;2008;40.0;6885
794;Green peas;2009;30.5;5522
795;Green peas;2010;20.9;4023
796;Green peas;2011;20.5;4108
797;Green peas;2012;16.6;3456
798;Green peas;2013;17.6;3901
799;Green peas;2014;18.7;3733
800;Green peas;2015;17.7;3541
801;Green peas;2016;15.6;3324
802;Green peas;2017;21.0;3042
803;Green peas;2018;19.0;3089
804;Green peas;2019;25.3;3813
805;Green peas;2020;21.6;3295
806;Green peas;2021;28.6;4521
807;Green peas;2022;30.4;4216
808;Green peas;2023;37.2;6219
809;Green peas;2024;28.2;5262
810;Celeriac;1998;40.0;1416
811;Celeriac;1999;60.0;1452
812;Celeriac;2000;62.0;1490
813;Celeriac;2001;53.0;1312
814;Celeriac;2002;56.0;1334
815;Celeriac;2003;54.0;1352
816;Celeriac;2004;64.0;1443
817;Celeriac;2005;53.0;1210
818;Celeriac;2006;50.0;1281
819;Celeriac;2007;58.0;1393
820;Celeriac;2008;61.0;1330
821;Celeriac;2009;55.0;1223
822;Celeriac;2010;56.0;1311
823;Celeriac;2011;77.0;1650
824;Celeriac;2012;65.5;1559
825;Celeriac;2013;61.2;1534
826;Celeriac;2014;74.0;1585
827;Celeriac;2015;71.4;1559
828;Celeriac;2016;75.2;1705
829;Celeriac;2017;101.2;1926
830;Celeriac;2018;79.1;1883
831;Celeriac;2019;92.2;1880
832;Celeriac;2020;92.7;1938
833;Celeriac;2021;82.2;1733
834;Celeriac;2022;80.1;1845
835;Celeriac;2023;94.3;1840
836;Celeriac;2024;78.1;1881
837;Beetroot;1998;12.0;372
838;Beetroot;1999;20.0;400
839;Beetroot;2000;21.0;349
840;Beetroot;2001;22.0;373
841;Beetroot;2002;23.0;366
842;Beetroot;2003;24.0;358
843;Beetroot;2004;24.0;335
844;Beetroot;2005;22.0;307
845;Beetroot;2006;23.0;359
846;Beetroot;2007;25.0;370
847;Beetroot;2008;26.0;405
848;Beetroot;2009;26.0;415
849;Beetroot;2010;24.0;405
850;Beetroot;2011;31.0;496
851;Beetroot;2012;29.0;468
852;Beetroot;2013;34.2;553
853;Beetroot;2014;31.0;621
854;Beetroot;2015;33.5;656
855;Beetroot;2016;40.3;741
856;Beetroot;2017;55.6;952
857;Beetroot;2018;40.4;880
858;Beetroot;2019;37.6;875
859;Beetroot;2020;38.1;861
860;Beetroot;2021;44.7;936
861;Beetroot;2022;36.3;764
862;Beetroot;2023;52.9;836
863;Beetroot;2024;45.7;1009
864;Scorzonera;1998;20.0;1674
865;Scorzonera;1999;30.0;1666
866;Scorzonera;2000;21.0;1172
867;Scorzonera;2001;22.0;1240
868;Scorzonera;2002;22.0;1169
869;Scorzonera;2003;25.0;1339
870;Scorzonera;2004;20.0;1020
871;Scorzonera;2005;17.0;867
872;Scorzonera;2006;17.0;917
873;Scorzonera;2007;20.0;996
874;Scorzonera;2008;23.0;1100
875;Scorzonera;2009;25.0;1250
876;Scorzonera;2010;22.0;1060
877;Scorzonera;2011;19.0;915
878;Scorzonera;2012;18.0;905
879;Scorzonera;2013;20.0;1016
880;Scorzonera;2014;22.0;955
881;Scorzonera;2015;16.7;741
882;Scorzonera;2016;9.6;441
883;Scorzonera;2017;17.8;667
884;Scorzonera;2018;16.4;744
885;Scorzonera;2019;17.6;689
886;Scorzonera;2020;16.8;642
887;Scorzonera;2021;16.2;664
888;Scorzonera;2022;13.1;583
889;Scorzonera;2023;9.1;523
890;Scorzonera;2024;8.4;535
891;Spinach;1998;46.0;2171
892;Spinach;1999;48.0;2308
893;Spinach;2000;54.0;2272
894;Spinach;2001;49.0;2452
895;Spinach;2002;43.0;2139
896;Spinach;2003;43.0;2141
897;Spinach;2004;40.0;2067
898;Spinach;2005;43.0;2258
899;Spinach;2006;39.0;2272
900;Spinach;2007;44.0;2315
901;Spinach;2008;38.5;1832
902;Spinach;2009;32.0;1690
903;Spinach;2010;29.5;1821
904;Spinach;2011;34.0;1895
905;Spinach;2012;29.0;1812
906;Spinach;2013;37.3;2329
907;Spinach;2014;38.0;2010
908;Spinach;2015;46.9;2347
909;Spinach;2016;44.8;2240
910;Spinach;2017;60.0;2916
911;Spinach;2018;66.6;3141
912;Spinach;2019;74.2;3386
913;Spinach;2020;72.4;3303
914;Spinach;2021;74.7;3486
915;Spinach;2022;55.8;3026
916;Spinach;2023;39.4;2572
917;Spinach;2024;38.4;2667
918;Winter Carrots;1998;170.0;4665
919;Winter Carrots;1999;309.0;5628
920;Winter Carrots;2000;253.0;4731
921;Winter Carrots;2001;260.0;4451
922;Winter Carrots;2002;287.0;4746
923;Winter Carrots;2003;305.0;5082
924;Winter Carrots;2004;342.0;5400
925;Winter Carrots;2005;350.0;5000
926;Winter Carrots;2006;404.0;5936
927;Winter Carrots;2007;399.0;5700
928;Winter Carrots;2008;350.0;5300
929;Winter Carrots;2009;421.0;5850
930;Winter Carrots;2010;362.0;5568
931;Winter Carrots;2011;357.0;5800
932;Winter Carrots;2012;413.8;6176
933;Winter Carrots;2013;429.9;6180
934;Winter Carrots;2014;413.3;5772
935;Winter Carrots;2015;415.0;5804
936;Winter Carrots;2016;449.9;6383
937;Winter Carrots;2017;443.5;6469
938;Winter Carrots;2018;384.9;6168
939;Winter Carrots;2019;446.9;6767
940;Winter Carrots;2020;413.5;6543
941;Winter Carrots;2021;485.3;6681
942;Winter Carrots;2022;349.5;5427
943;Winter Carrots;2023;322.5;5009
944;Winter Carrots;2024;379.7;5536
945;Vegetables, market garden (total);1998;644.3;27440
946;Vegetables, market garden (total);1999;711.3;29413
947;Vegetables, market garden (total);2000;641.1;27263
948;Vegetables, market garden (total);2001;597.6;25368
949;Vegetables, market garden (total);2002;617.8;25547
950;Vegetables, market garden (total);2003;642.0;25603
951;Vegetables, market garden (total);2004;646.5;24349
952;Vegetables, market garden (total);2005;622.4;23746
953;Vegetables, market garden (total);2006;624.1;25464
954;Vegetables, market garden (total);2007;700.0;26165
955;Vegetables, market garden (total);2008;701.4;26567
956;Vegetables, market garden (total);2009;660.5;25994
957;Vegetables, market garden (total);2010;650.9;25823
958;Vegetables, market garden (total);2011;643.6;25993
959;Vegetables, market garden (total);2012;630.7;25590
960;Vegetables, market garden (total);2013;651.7;25532
961;Vegetables, market garden (total);2014;673.4;24166
962;Vegetables, market garden (total);2015;681.2;25166
963;Vegetables, market garden (total);2016;644.7;25272
964;Vegetables, market garden (total);2017;750.7;28706
965;Vegetables, market garden (total);2018;636.8;27477
966;Vegetables, market garden (total);2019;676.9;27200
967;Vegetables, market garden (total);2020;685.7;27766
968;Vegetables, market garden (total);2021;710.3;29236
969;Vegetables, market garden (total);2022;681.4;27801
970;Vegetables, market garden (total);2023;726.3;25797
971;Vegetables, market garden (total);2024;767.7;28245
972;Endive;1998;33.0;800
973;Endive;1999;31.0;800
974;Endive;2000;31.0;830
975;Endive;2001;28.0;800
976;Endive;2002;30.0;835
977;Endive;2003;26.0;850
978;Endive;2004;29.0;850
979;Endive;2005;28.0;810
980;Endive;2006;26.5;810
981;Endive;2007;29.0;810
982;Endive;2008;27.0;775
983;Endive;2009;26.0;775
984;Endive;2010;24.6;775
985;Endive;2011;19.3;635
986;Endive;2012;18.5;610
987;Endive;2013;16.6;555
988;Endive;2014;15.1;489
989;Endive;2015;16.0;515
990;Endive;2016;17.6;511
991;Endive;2017;10.8;365
992;Endive;2018;9.6;361
993;Endive;2019;9.4;309
994;Endive;2020;8.9;295
995;Endive;2021;9.3;307
996;Endive;2022;7.0;289
997;Endive;2023;10.2;300
998;Endive;2024;10.1;336
999;Cauliflower;1998;45.0;2421
1000;Cauliflower;1999;48.0;2443
1001;Cauliflower;2000;43.0;2165
1002;Cauliflower;2001;40.0;2276
1003;Cauliflower;2002;42.0;2502
1004;Cauliflower;2003;42.0;2490
1005;Cauliflower;2004;42.0;2550
1006;Cauliflower;2005;42.0;2450
1007;Cauliflower;2006;39.5;2550
1008;Cauliflower;2007;46.0;2600
1009;Cauliflower;2008;49.0;2700
1010;Cauliflower;2009;40.0;2575
1011;Cauliflower;2010;41.7;2575
1012;Cauliflower;2011;38.5;2525
1013;Cauliflower;2012;36.0;2500
1014;Cauliflower;2013;33.7;2217
1015;Cauliflower;2014;35.4;1990
1016;Cauliflower;2015;44.7;2365
1017;Cauliflower;2016;42.2;2219
1018;Cauliflower;2017;48.2;2501
1019;Cauliflower;2018;45.4;2583
1020;Cauliflower;2019;46.0;2577
1021;Cauliflower;2020;46.7;2521
1022;Cauliflower;2021;51.2;2931
1023;Cauliflower;2022;48.8;2678
1024;Cauliflower;2023;52.9;2667
1025;Cauliflower;2024;58.4;2883
1026;Broccoli;1998;7.0;753
1027;Broccoli;1999;9.5;1049
1028;Broccoli;2000;9.5;1062
1029;Broccoli;2001;9.5;1047
1030;Broccoli;2002;11.0;1200
1031;Broccoli;2003;11.0;1250
1032;Broccoli;2004;13.0;1350
1033;Broccoli;2005;14.0;1500
1034;Broccoli;2006;13.0;1650
1035;Broccoli;2007;17.0;1750
1036;Broccoli;2008;17.0;1900
1037;Broccoli;2009;19.0;2100
1038;Broccoli;2010;19.0;2100
1039;Broccoli;2011;18.5;2150
1040;Broccoli;2012;17.0;2000
1041;Broccoli;2013;18.1;2127
1042;Broccoli;2014;19.2;1921
1043;Broccoli;2015;20.8;1996
1044;Broccoli;2016;20.1;2071
1045;Broccoli;2017;22.2;2419
1046;Broccoli;2018;24.7;2368
1047;Broccoli;2019;19.7;2081
1048;Broccoli;2020;23.1;2361
1049;Broccoli;2021;24.8;2649
1050;Broccoli;2022;30.0;2672
1051;Broccoli;2023;23.0;2256
1052;Broccoli;2024;28.1;2620
1053;Bulb fennel;1998;4.5;132
1054;Bulb fennel;1999;4.5;246
1055;Bulb fennel;2000;3.5;196
1056;Bulb fennel;2001;4.0;188
1057;Bulb fennel;2002;4.0;188
1058;Bulb fennel;2003;3.0;170
1059;Bulb fennel;2004;3.0;150
1060;Bulb fennel;2005;3.0;140
1061;Bulb fennel;2006;3.0;180
1062;Bulb fennel;2007;3.0;157
1063;Bulb fennel;2008;3.5;183
1064;Bulb fennel;2009;3.0;179
1065;Bulb fennel;2010;3.2;183
1066;Bulb fennel;2011;2.9;168
1067;Bulb fennel;2012;2.9;168
1068;Bulb fennel;2013;3.0;190
1069;Bulb fennel;2014;3.0;186
1070;Bulb fennel;2015;3.4;210
1071;Bulb fennel;2016;4.0;222
1072;Bulb fennel;2017;4.5;253
1073;Bulb fennel;2018;2.7;185
1074;Bulb fennel;2019;3.5;195
1075;Bulb fennel;2020;3.3;183
1076;Bulb fennel;2021;3.5;182
1077;Bulb fennel;2022;2.8;153
1078;Bulb fennel;2023;2.0;134
1079;Bulb fennel;2024;2.8;145
1080;Celery;1998;6.0;161
1081;Celery;1999;6.0;117
1082;Celery;2000;9.0;229
1083;Celery;2001;6.0;165
1084;Celery;2002;8.0;200
1085;Celery;2003;6.5;180
1086;Celery;2004;5.5;140
1087;Celery;2005;5.5;140
1088;Celery;2006;5.0;140
1089;Celery;2007;6.0;140
1090;Celery;2008;5.5;134
1091;Celery;2009;5.9;148
1092;Celery;2010;5.4;136
1093;Celery;2011;5.2;130
1094;Celery;2012;4.4;110
1095;Celery;2013;5.0;138
1096;Celery;2014;6.5;170
1097;Celery;2015;7.7;204
1098;Celery;2016;5.7;163
1099;Celery;2017;7.0;199
1100;Celery;2018;6.0;165
1101;Celery;2019;4.5;170
1102;Celery;2020;5.2;194
1103;Celery;2021;10.8;234
1104;Celery;2022;6.9;224
1105;Celery;2023;9.4;224
1106;Celery;2024;7.7;194
1107;Green cabbage;1998;8.0;231
1108;Green cabbage;1999;6.0;174
1109;Green cabbage;2000;7.0;200
1110;Green cabbage;2001;6.0;180
1111;Green cabbage;2002;6.0;180
1112;Green cabbage;2003;5.0;180
1113;Green cabbage;2004;4.0;140
1114;Green cabbage;2005;4.0;130
1115;Green cabbage;2006;3.5;130
1116;Green cabbage;2007;4.0;140
1117;Green cabbage;2008;4.0;150
1118;Green cabbage;2009;3.5;130
1119;Green cabbage;2010;3.4;136
1120;Green cabbage;2011;3.1;119
1121;Green cabbage;2012;1.9;74
1122;Green cabbage;2013;2.3;93
1123;Green cabbage;2014;1.8;64
1124;Green cabbage;2015;1.3;47
1125;Green cabbage;2016;1.3;47
1126;Green cabbage;2017;1.8;62
1127;Green cabbage;2018;1.3;50
1128;Green cabbage;2019;2.1;67
1129;Green cabbage;2020;0.9;29
1130;Green cabbage;2021;0.9;28
1131;Green cabbage;2022;0.5;21
1132;Green cabbage;2023;1.0;32
1133;Green cabbage;2024;0.7;23
1134;Conical cabbage;1998;16.0;392
1135;Conical cabbage;1999;14.0;346
1136;Conical cabbage;2000;9.0;279
1137;Conical cabbage;2001;9.0;250
1138;Conical cabbage;2002;9.0;250
1139;Conical cabbage;2003;8.0;250
1140;Conical cabbage;2004;8.0;250
1141;Conical cabbage;2005;9.5;320
1142;Conical cabbage;2006;11.0;394
1143;Conical cabbage;2007;15.0;500
1144;Conical cabbage;2008;16.0;525
1145;Conical cabbage;2009;16.0;525
1146;Conical cabbage;2010;14.5;500
1147;Conical cabbage;2011;13.5;450
1148;Conical cabbage;2012;13.0;450
1149;Conical cabbage;2013;14.0;458
1150;Conical cabbage;2014;14.0;450
1151;Conical cabbage;2015;14.3;418
1152;Conical cabbage;2016;15.5;513
1153;Conical cabbage;2017;16.3;570
1154;Conical cabbage;2018;13.4;497
1155;Conical cabbage;2019;16.9;542
1156;Conical cabbage;2020;16.4;550
1157;Conical cabbage;2021;14.7;494
1158;Conical cabbage;2022;14.9;555
1159;Conical cabbage;2023;19.8;523
1160;Conical cabbage;2024;20.7;521
1161;Brussels sprouts;1998;76.0;4736
1162;Brussels sprouts;1999;90.0;5203
1163;Brussels sprouts;2000;80.0;5033
1164;Brussels sprouts;2001;70.0;4713
1165;Brussels sprouts;2002;63.0;4100
1166;Brussels sprouts;2003;82.0;4232
1167;Brussels sprouts;2004;78.0;3617
1168;Brussels sprouts;2005;62.0;3219
1169;Brussels sprouts;2006;62.0;3426
1170;Brussels sprouts;2007;69.0;3450
1171;Brussels sprouts;2008;77.0;3350
1172;Brussels sprouts;2009;66.0;3150
1173;Brussels sprouts;2010;61.0;3050
1174;Brussels sprouts;2011;63.0;3000
1175;Brussels sprouts;2012;57.0;2800
1176;Brussels sprouts;2013;51.5;2710
1177;Brussels sprouts;2014;59.7;2715
1178;Brussels sprouts;2015;60.0;2676
1179;Brussels sprouts;2016;46.6;2509
1180;Brussels sprouts;2017;53.2;2618
1181;Brussels sprouts;2018;51.1;2650
1182;Brussels sprouts;2019;54.4;2730
1183;Brussels sprouts;2020;55.2;2849
1184;Brussels sprouts;2021;62.8;2929
1185;Brussels sprouts;2022;61.8;2864
1186;Brussels sprouts;2023;52.7;2595
1187;Brussels sprouts;2024;64.7;2800
1188;Eggplants;1998;37.0;90
1189;Eggplants;1999;38.0;86
1190;Eggplants;2000;33.0;76
1191;Eggplants;2001;31.0;71
1192;Eggplants;2002;33.0;75
1193;Eggplants;2003;39.0;85
1194;Eggplants;2004;41.0;89
1195;Eggplants;2005;41.0;90
1196;Eggplants;2006;40.0;90
1197;Eggplants;2007;41.0;96
1198;Eggplants;2008;43.0;97
1199;Eggplants;2009;46.0;97
1200;Eggplants;2010;46.0;104
1201;Eggplants;2011;46.0;101
1202;Eggplants;2012;47.0;105
1203;Eggplants;2013;48.0;104
1204;Eggplants;2014;51.0;103
1205;Eggplants;2015;53.0;106
1206;Eggplants;2016;54.0;111
1207;Eggplants;2017;53.0;103
1208;Eggplants;2018;55.0;105
1209;Eggplants;2019;62.0;120
1210;Eggplants;2020;65.0;125
1211;Eggplants;2021;63.0;119
1212;Eggplants;2022;66.0;132
1213;Eggplants;2023;60.0;123
1214;Eggplants;2024;59.0;123
1215;Strawberries under glass (total);1998;14.2;170
1216;Strawberries under glass (total);1999;14.2;170
1217;Strawberries under glass (total);2000;15.0;180
1218;Strawberries under glass (total);2001;15.0;180
1219;Strawberries under glass (total);2002;16.0;189
1220;Strawberries under glass (total);2003;16.5;200
1221;Strawberries under glass (total);2004;15.5;210
1222;Strawberries under glass (total);2005;17.0;225
1223;Strawberries under glass (total);2006;19.5;245
1224;Strawberries under glass (total);2007;21.0;265
1225;Strawberries under glass (total);2008;21.2;269
1226;Strawberries under glass (total);2009;20.5;275
1227;Strawberries under glass (total);2010;21.4;285
1228;Strawberries under glass (total);2011;24.0;310
1229;Strawberries under glass (total);2012;24.4;315
1230;Strawberries under glass (total);2013;27.0;341
1231;Strawberries under glass (total);2014;29.0;350
1232;Strawberries under glass (total);2015;28.6;357
1233;Strawberries under glass (total);2016;32.5;361
1234;Strawberries under glass (total);2017;41.5;395
1235;Strawberries under glass (total);2018;40.6;386
1236;Strawberries under glass (total);2019;51.8;489
1237;Strawberries under glass (total);2020;56.8;504
1238;Strawberries under glass (total);2021;65.9;574
1239;Strawberries under glass (total);2022;67.2;568
1240;Strawberries under glass (total);2023;59.7;571
1241;Strawberries under glass (total);2024;66.0;602
1242;Peppers (total);1998;250.0;1010
1243;Peppers (total);1999;285.0;1119
1244;Peppers (total);2000;285.0;1155
1245;Peppers (total);2001;295.0;1194
1246;Peppers (total);2002;310.0;1235
1247;Peppers (total);2003;315.0;1213
1248;Peppers (total);2004;318.0;1205
1249;Peppers (total);2005;345.0;1280
1250;Peppers (total);2006;318.0;1214
1251;Peppers (total);2007;320.0;1187
1252;Peppers (total);2008;335.0;1250
1253;Peppers (total);2009;370.0;1331
1254;Peppers (total);2010;365.0;1403
1255;Peppers (total);2011;365.0;1357
1256;Peppers (total);2012;345.0;1313
1257;Peppers (total);2013;325.0;1244
1258;Peppers (total);2014;340.0;1200
1259;Peppers (total);2015;360.0;1280
1260;Peppers (total);2016;365.0;1315
1261;Peppers (total);2017;370.0;1319
1262;Peppers (total);2018;355.0;1311
1263;Peppers (total);2019;415.0;1504
1264;Peppers (total);2020;430.0;1532
1265;Peppers (total);2021;440.0;1628
1266;Peppers (total);2022;435.0;1648
1267;Peppers (total);2023;420.0;1555
1268;Peppers (total);2024;406.6;1570
1269;Mushrooms (total);1998;246.0;98
1270;Mushrooms (total);1999;258.0;94
1271;Mushrooms (total);2000;265.0;95
1272;Mushrooms (total);2001;275.0;97
1273;Mushrooms (total);2002;270.0;93
1274;Mushrooms (total);2003;263.0;88
1275;Mushrooms (total);2004;260.0;85
1276;Mushrooms (total);2005;240.0;77
1277;Mushrooms (total);2006;235.0;70
1278;Mushrooms (total);2007;240.0;70
1279;Mushrooms (total);2008;255.0;77
1280;Mushrooms (total);2009;230.0;76
1281;Mushrooms (total);2010;266.0;73
1282;Mushrooms (total);2011;304.0;68
1283;Mushrooms (total);2012;307.0;66
1284;Mushrooms (total);2013;310.0;70
1285;Mushrooms (total);2014;310.0;72
1286;Mushrooms (total);2015;310.0;69
1287;Mushrooms (total);2016;300.0;66
1288;Mushrooms (total);2017;300.0;63
1289;Mushrooms (total);2018;300.0;64
1290;Mushrooms (total);2019;270.0;61
1291;Mushrooms (total);2020;260.0;60
1292;Mushrooms (total);2021;260.0;68
1293;Mushrooms (total);2022;235.0;68
1294;Mushrooms (total);2023;205.0;75
1295;Mushrooms (total);2024;200.0;83
