ID;UitkomstenOnderzoek;RegioS;Perioden;AfgerondeDienstenOnderzoek_1;AfgerondeDienstenOnderzoekRelatief_2
1717;Kindermishandeling: bevestigd;Drenthe (VT);2020;75.0;15.0
1718;Kindermishandeling: bevestigd;Drenthe (VT);1e halfjaar 2021;35.0;7.0
1719;Kindermishandeling: bevestigd;Drenthe (VT);2e halfjaar 2021;25.0;5.0
1720;Kindermishandeling: bevestigd;Drenthe (VT);2021;65.0;13.0
1721;Kindermishandeling: bevestigd;Drenthe (VT);1e halfjaar 2022;20.0;4.0
1722;Kindermishandeling: bevestigd;Drenthe (VT);2e halfjaar 2022;20.0;4.0
1723;Kindermishandeling: bevestigd;Drenthe (VT);2022;40.0;8.0
1724;Kindermishandeling: bevestigd;Drenthe (VT);1e halfjaar 2023;15.0;3.0
1725;Kindermishandeling: bevestigd;Drenthe (VT);2e halfjaar 2023;15.0;3.0
1726;Kindermishandeling: bevestigd;Drenthe (VT);2023;25.0;5.0
1727;Kindermishandeling: bevestigd;Drenthe (VT);1e halfjaar 2024;15.0;3.0
1728;Kindermishandeling: bevestigd;Flevoland (VT);1e halfjaar 2019;10.0;2.0
1729;Kindermishandeling: bevestigd;Flevoland (VT);2e halfjaar 2019;15.0;4.0
1730;Kindermishandeling: bevestigd;Flevoland (VT);2019;25.0;6.0
1731;Kindermishandeling: bevestigd;Flevoland (VT);1e halfjaar 2020;35.0;8.0
1732;Kindermishandeling: bevestigd;Flevoland (VT);2e halfjaar 2020;40.0;9.0
1733;Kindermishandeling: bevestigd;Flevoland (VT);2020;70.0;17.0
1734;Kindermishandeling: bevestigd;Flevoland (VT);1e halfjaar 2021;110.0;26.0
1735;Kindermishandeling: bevestigd;Flevoland (VT);2e halfjaar 2021;135.0;32.0
1736;Kindermishandeling: bevestigd;Flevoland (VT);2021;245.0;57.0
1737;Kindermishandeling: bevestigd;Flevoland (VT);1e halfjaar 2022;150.0;35.0
1738;Kindermishandeling: bevestigd;Flevoland (VT);2e halfjaar 2022;115.0;26.0
1739;Kindermishandeling: bevestigd;Flevoland (VT);2022;265.0;61.0
1740;Kindermishandeling: bevestigd;Flevoland (VT);1e halfjaar 2023;130.0;30.0
1741;Kindermishandeling: bevestigd;Flevoland (VT);2e halfjaar 2023;160.0;36.0
1742;Kindermishandeling: bevestigd;Flevoland (VT);2023;290.0;66.0
1743;Kindermishandeling: bevestigd;Flevoland (VT);1e halfjaar 2024;160.0;35.0
1744;Kindermishandeling: bevestigd;Friesland (VT);1e halfjaar 2019;55.0;8.0
1745;Kindermishandeling: bevestigd;Friesland (VT);2e halfjaar 2019;130.0;20.0
1746;Kindermishandeling: bevestigd;Friesland (VT);2019;185.0;29.0
1747;Kindermishandeling: bevestigd;Friesland (VT);1e halfjaar 2020;125.0;19.0
1748;Kindermishandeling: bevestigd;Friesland (VT);2e halfjaar 2020;110.0;17.0
1749;Kindermishandeling: bevestigd;Friesland (VT);2020;235.0;36.0
1750;Kindermishandeling: bevestigd;Friesland (VT);1e halfjaar 2021;110.0;17.0
1751;Kindermishandeling: bevestigd;Friesland (VT);2e halfjaar 2021;90.0;14.0
1752;Kindermishandeling: bevestigd;Friesland (VT);2021;205.0;31.0
1753;Kindermishandeling: bevestigd;Friesland (VT);1e halfjaar 2022;115.0;17.0
1754;Kindermishandeling: bevestigd;Friesland (VT);2e halfjaar 2022;115.0;18.0
1755;Kindermishandeling: bevestigd;Friesland (VT);2022;230.0;35.0
1756;Kindermishandeling: bevestigd;Friesland (VT);1e halfjaar 2023;130.0;19.0
1757;Kindermishandeling: bevestigd;Friesland (VT);2e halfjaar 2023;125.0;19.0
1758;Kindermishandeling: bevestigd;Friesland (VT);2023;250.0;38.0
1759;Kindermishandeling: bevestigd;Friesland (VT);1e halfjaar 2024;105.0;16.0
1760;Kindermishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2019;30.0;4.0
1761;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2019;35.0;5.0
1762;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2019;65.0;9.0
1763;Kindermishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2020;30.0;4.0
1764;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2020;30.0;4.0
1765;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2020;60.0;9.0
1766;Kindermishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2021;25.0;4.0
1767;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2021;30.0;4.0
1768;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2021;55.0;8.0
1769;Kindermishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2022;20.0;3.0
1770;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2022;30.0;4.0
1771;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2022;50.0;7.0
1772;Kindermishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2023;35.0;5.0
1773;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2023;45.0;6.0
1774;Kindermishandeling: bevestigd;Gelderland-Midden (VT);2023;80.0;11.0
1775;Kindermishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2024;45.0;6.0
1776;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2019;70.0;12.0
1777;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2019;55.0;10.0
1778;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2019;125.0;22.0
1779;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2020;40.0;7.0
1780;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2020;50.0;9.0
1781;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2020;90.0;16.0
1782;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2021;60.0;10.0
1783;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2021;50.0;9.0
1784;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2021;105.0;18.0
1785;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2022;45.0;8.0
1786;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2022;45.0;8.0
1787;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2022;90.0;16.0
1788;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2023;55.0;9.0
1789;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2023;50.0;9.0
1790;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);2023;105.0;18.0
1791;Kindermishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2024;50.0;8.0
1792;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2019;;
1793;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2019;;
1794;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2019;;
1795;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2020;;
1796;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2020;;
1797;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2020;;
1798;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2021;;
1799;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2021;;
1800;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2021;;
1801;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2022;;
1802;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2022;15.0;5.0
1803;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2022;20.0;8.0
1804;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2023;20.0;7.0
1805;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2023;15.0;6.0
1806;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);2023;35.0;14.0
1807;Kindermishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2024;10.0;4.0
1808;Kindermishandeling: bevestigd;Groningen (VT);1e halfjaar 2019;10.0;2.0
1809;Kindermishandeling: bevestigd;Groningen (VT);2e halfjaar 2019;25.0;4.0
1810;Kindermishandeling: bevestigd;Groningen (VT);2019;35.0;6.0
1811;Kindermishandeling: bevestigd;Groningen (VT);1e halfjaar 2020;70.0;12.0
1812;Kindermishandeling: bevestigd;Groningen (VT);2e halfjaar 2020;55.0;9.0
1813;Kindermishandeling: bevestigd;Groningen (VT);2020;125.0;21.0
1814;Kindermishandeling: bevestigd;Groningen (VT);1e halfjaar 2021;45.0;8.0
1815;Kindermishandeling: bevestigd;Groningen (VT);2e halfjaar 2021;40.0;7.0
1816;Kindermishandeling: bevestigd;Groningen (VT);2021;90.0;15.0
1817;Kindermishandeling: bevestigd;Groningen (VT);1e halfjaar 2022;45.0;8.0
1818;Kindermishandeling: bevestigd;Groningen (VT);2e halfjaar 2022;40.0;7.0
1819;Kindermishandeling: bevestigd;Groningen (VT);2022;85.0;15.0
1820;Kindermishandeling: bevestigd;Groningen (VT);1e halfjaar 2023;25.0;4.0
1821;Kindermishandeling: bevestigd;Groningen (VT);2e halfjaar 2023;30.0;5.0
1822;Kindermishandeling: bevestigd;Groningen (VT);2023;60.0;10.0
1823;Kindermishandeling: bevestigd;Groningen (VT);1e halfjaar 2024;30.0;5.0
1824;Kindermishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2019;55.0;5.0
1825;Kindermishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2019;175.0;16.0
1826;Kindermishandeling: bevestigd;Haaglanden (VT);2019;230.0;21.0
1827;Kindermishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2020;165.0;15.0
1828;Kindermishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2020;260.0;23.0
1829;Kindermishandeling: bevestigd;Haaglanden (VT);2020;425.0;38.0
1830;Kindermishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2021;220.0;20.0
1831;Kindermishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2021;165.0;15.0
1832;Kindermishandeling: bevestigd;Haaglanden (VT);2021;390.0;35.0
1833;Kindermishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2022;165.0;14.0
1834;Kindermishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2022;170.0;15.0
1835;Kindermishandeling: bevestigd;Haaglanden (VT);2022;330.0;29.0
1836;Kindermishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2023;150.0;13.0
1837;Kindermishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2023;140.0;12.0
1838;Kindermishandeling: bevestigd;Haaglanden (VT);2023;295.0;26.0
1839;Kindermishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2024;200.0;17.0
1840;Kindermishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2019;40.0;5.0
1841;Kindermishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2019;75.0;9.0
1842;Kindermishandeling: bevestigd;Hollands-Midden (VT);2019;120.0;15.0
1843;Kindermishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2020;95.0;12.0
1844;Kindermishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2020;90.0;11.0
1845;Kindermishandeling: bevestigd;Hollands-Midden (VT);2020;185.0;23.0
1846;Kindermishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2021;90.0;11.0
1847;Kindermishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2021;105.0;13.0
1848;Kindermishandeling: bevestigd;Hollands-Midden (VT);2021;195.0;24.0
1849;Kindermishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2022;90.0;11.0
1850;Kindermishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2022;100.0;12.0
1851;Kindermishandeling: bevestigd;Hollands-Midden (VT);2022;190.0;23.0
1852;Kindermishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2023;90.0;11.0
1853;Kindermishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2023;70.0;9.0
1854;Kindermishandeling: bevestigd;Hollands-Midden (VT);2023;160.0;19.0
1855;Kindermishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2024;85.0;10.0
1856;Kindermishandeling: bevestigd;IJsselland (VT);1e halfjaar 2019;25.0;5.0
1857;Kindermishandeling: bevestigd;IJsselland (VT);2e halfjaar 2019;30.0;6.0
1858;Kindermishandeling: bevestigd;IJsselland (VT);2019;55.0;10.0
1859;Kindermishandeling: bevestigd;IJsselland (VT);1e halfjaar 2020;25.0;5.0
1860;Kindermishandeling: bevestigd;IJsselland (VT);2e halfjaar 2020;15.0;3.0
1861;Kindermishandeling: bevestigd;IJsselland (VT);2020;40.0;8.0
1862;Kindermishandeling: bevestigd;IJsselland (VT);1e halfjaar 2021;10.0;2.0
1863;Kindermishandeling: bevestigd;IJsselland (VT);2e halfjaar 2021;15.0;3.0
1864;Kindermishandeling: bevestigd;IJsselland (VT);2021;25.0;5.0
1865;Kindermishandeling: bevestigd;IJsselland (VT);1e halfjaar 2022;30.0;5.0
1866;Kindermishandeling: bevestigd;IJsselland (VT);2e halfjaar 2022;15.0;2.0
1867;Kindermishandeling: bevestigd;IJsselland (VT);2022;40.0;8.0
1868;Kindermishandeling: bevestigd;IJsselland (VT);1e halfjaar 2023;15.0;3.0
1869;Kindermishandeling: bevestigd;IJsselland (VT);2e halfjaar 2023;25.0;5.0
1870;Kindermishandeling: bevestigd;IJsselland (VT);2023;45.0;8.0
1871;Kindermishandeling: bevestigd;IJsselland (VT);1e halfjaar 2024;30.0;6.0
1872;Kindermishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2019;10.0;2.0
1873;Kindermishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2019;15.0;3.0
1874;Kindermishandeling: bevestigd;Kennemerland (VT);2019;25.0;5.0
1875;Kindermishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2020;20.0;4.0
1876;Kindermishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2020;50.0;9.0
1877;Kindermishandeling: bevestigd;Kennemerland (VT);2020;70.0;13.0
1878;Kindermishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2021;70.0;13.0
1879;Kindermishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2021;70.0;13.0
1880;Kindermishandeling: bevestigd;Kennemerland (VT);2021;140.0;26.0
1881;Kindermishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2022;65.0;12.0
1882;Kindermishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2022;55.0;10.0
1883;Kindermishandeling: bevestigd;Kennemerland (VT);2022;120.0;22.0
1884;Kindermishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2023;85.0;15.0
1885;Kindermishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2023;115.0;21.0
1886;Kindermishandeling: bevestigd;Kennemerland (VT);2023;200.0;37.0
1887;Kindermishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2024;75.0;14.0
1888;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2019;;
1889;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2019;10.0;2.0
1890;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2019;10.0;2.0
1891;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2020;20.0;4.0
1892;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2020;30.0;6.0
1893;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2020;50.0;10.0
1894;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2021;25.0;5.0
1895;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2021;25.0;5.0
1896;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2021;50.0;10.0
1897;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2022;15.0;3.0
1898;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2022;15.0;3.0
1899;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2022;30.0;6.0
1900;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2023;10.0;2.0
1901;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2023;15.0;3.0
1902;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);2023;25.0;5.0
1903;Kindermishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2024;20.0;4.0
1904;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2019;30.0;4.0
1905;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2019;55.0;7.0
1906;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2019;85.0;10.0
1907;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2020;40.0;5.0
1908;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2020;35.0;4.0
1909;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2020;75.0;9.0
1910;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2021;50.0;6.0
1911;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2021;45.0;5.0
1912;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2021;95.0;11.0
1913;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2022;50.0;6.0
1914;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2022;60.0;7.0
1915;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2022;105.0;13.0
1916;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2023;45.0;5.0
1917;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2023;35.0;4.0
1918;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2023;80.0;9.0
1919;Kindermishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2024;40.0;5.0
1920;Kindermishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2019;25.0;6.0
1921;Kindermishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2019;30.0;7.0
1922;Kindermishandeling: bevestigd;Midden-Brabant (VT);2019;55.0;12.0
1923;Kindermishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2020;40.0;9.0
1924;Kindermishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2020;45.0;10.0
1925;Kindermishandeling: bevestigd;Midden-Brabant (VT);2020;85.0;19.0
1926;Kindermishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2021;40.0;9.0
1927;Kindermishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2021;40.0;9.0
1928;Kindermishandeling: bevestigd;Midden-Brabant (VT);2021;75.0;16.0
1929;Kindermishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2022;40.0;8.0
1930;Kindermishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2022;40.0;9.0
1931;Kindermishandeling: bevestigd;Midden-Brabant (VT);2022;80.0;17.0
1932;Kindermishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2023;25.0;5.0
1933;Kindermishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2023;35.0;7.0
1934;Kindermishandeling: bevestigd;Midden-Brabant (VT);2023;65.0;13.0
1935;Kindermishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2024;50.0;10.0
1936;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2019;20.0;3.0
1937;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2019;120.0;18.0
1938;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2019;140.0;21.0
1939;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2020;140.0;21.0
1940;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2020;125.0;18.0
1941;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2020;265.0;39.0
1942;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2021;140.0;21.0
1943;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2021;115.0;17.0
1944;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2021;255.0;38.0
1945;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2022;195.0;28.0
1946;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2022;180.0;27.0
1947;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2022;375.0;55.0
1948;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2023;175.0;25.0
1949;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2023;165.0;24.0
1950;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);2023;340.0;50.0
1951;Kindermishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2024;195.0;28.0
1952;Kindermishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2019;;
1953;Kindermishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2019;;
1954;Kindermishandeling: bevestigd;Oost-Brabant (VT);2019;;
1955;Kindermishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2020;;
1956;Kindermishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2020;;
1957;Kindermishandeling: bevestigd;Oost-Brabant (VT);2020;;
1958;Kindermishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2021;;
1959;Kindermishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2021;;
1960;Kindermishandeling: bevestigd;Oost-Brabant (VT);2021;;
1961;Kindermishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2022;;
1962;Kindermishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2022;;
1963;Kindermishandeling: bevestigd;Oost-Brabant (VT);2022;;
1964;Kindermishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2023;120.0;8.0
1965;Kindermishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2023;100.0;7.0
1966;Kindermishandeling: bevestigd;Oost-Brabant (VT);2023;220.0;15.0
1967;Kindermishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2024;95.0;7.0
1968;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2019;10.0;1.0
1969;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2019;20.0;2.0
1970;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2019;30.0;2.0
1971;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2020;45.0;3.0
1972;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2020;50.0;4.0
1973;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2020;95.0;7.0
1974;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2021;65.0;5.0
1975;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2021;65.0;5.0
1976;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2021;130.0;10.0
1977;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2022;50.0;4.0
1978;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2022;55.0;4.0
1979;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2022;110.0;8.0
1980;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2023;65.0;5.0
1981;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2023;65.0;5.0
1982;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);2023;130.0;10.0
1983;Kindermishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2024;80.0;6.0
1984;Kindermishandeling: bevestigd;Twente (VT);1e halfjaar 2019;;
1985;Kindermishandeling: bevestigd;Twente (VT);2e halfjaar 2019;10.0;2.0
1986;Kindermishandeling: bevestigd;Twente (VT);2019;15.0;2.0
1987;Kindermishandeling: bevestigd;Twente (VT);1e halfjaar 2020;15.0;2.0
1988;Kindermishandeling: bevestigd;Twente (VT);2e halfjaar 2020;25.0;4.0
1989;Kindermishandeling: bevestigd;Twente (VT);2020;40.0;6.0
1990;Kindermishandeling: bevestigd;Twente (VT);1e halfjaar 2021;35.0;6.0
1991;Kindermishandeling: bevestigd;Twente (VT);2e halfjaar 2021;25.0;4.0
1992;Kindermishandeling: bevestigd;Twente (VT);2021;60.0;9.0
1993;Kindermishandeling: bevestigd;Twente (VT);1e halfjaar 2022;15.0;3.0
1994;Kindermishandeling: bevestigd;Twente (VT);2e halfjaar 2022;30.0;5.0
1995;Kindermishandeling: bevestigd;Twente (VT);2022;50.0;8.0
1996;Kindermishandeling: bevestigd;Twente (VT);1e halfjaar 2023;30.0;4.0
1997;Kindermishandeling: bevestigd;Twente (VT);2e halfjaar 2023;35.0;5.0
1998;Kindermishandeling: bevestigd;Twente (VT);2023;60.0;10.0
1999;Kindermishandeling: bevestigd;Twente (VT);1e halfjaar 2024;55.0;8.0
2000;Kindermishandeling: bevestigd;Utrecht (VT);1e halfjaar 2019;;
2001;Kindermishandeling: bevestigd;Utrecht (VT);2e halfjaar 2019;25.0;2.0
2002;Kindermishandeling: bevestigd;Utrecht (VT);2019;30.0;2.0
2003;Kindermishandeling: bevestigd;Utrecht (VT);1e halfjaar 2020;35.0;3.0
2004;Kindermishandeling: bevestigd;Utrecht (VT);2e halfjaar 2020;45.0;3.0
2005;Kindermishandeling: bevestigd;Utrecht (VT);2020;85.0;6.0
2006;Kindermishandeling: bevestigd;Utrecht (VT);1e halfjaar 2021;60.0;4.0
2007;Kindermishandeling: bevestigd;Utrecht (VT);2e halfjaar 2021;60.0;4.0
2008;Kindermishandeling: bevestigd;Utrecht (VT);2021;120.0;9.0
2009;Kindermishandeling: bevestigd;Utrecht (VT);1e halfjaar 2022;55.0;4.0
2010;Kindermishandeling: bevestigd;Utrecht (VT);2e halfjaar 2022;55.0;4.0
2011;Kindermishandeling: bevestigd;Utrecht (VT);2022;115.0;8.0
2012;Kindermishandeling: bevestigd;Utrecht (VT);1e halfjaar 2023;75.0;5.0
2013;Kindermishandeling: bevestigd;Utrecht (VT);2e halfjaar 2023;55.0;4.0
2014;Kindermishandeling: bevestigd;Utrecht (VT);2023;130.0;9.0
2015;Kindermishandeling: bevestigd;Utrecht (VT);1e halfjaar 2024;70.0;5.0
2016;Kindermishandeling: bevestigd;West-brabant (VT);1e halfjaar 2019;10.0;1.0
2017;Kindermishandeling: bevestigd;West-brabant (VT);2e halfjaar 2019;25.0;4.0
2018;Kindermishandeling: bevestigd;West-brabant (VT);2019;35.0;5.0
2019;Kindermishandeling: bevestigd;West-brabant (VT);1e halfjaar 2020;10.0;1.0
2020;Kindermishandeling: bevestigd;West-brabant (VT);2e halfjaar 2020;15.0;2.0
