ID;UitkomstenOnderzoek;RegioS;Perioden;AfgerondeDienstenOnderzoek_1;AfgerondeDienstenOnderzoekRelatief_2
8044;Ouderenmishandeling: bevestigd;Brabant Noordoost (VT);1e halfjaar 2023;;
8045;Ouderenmishandeling: bevestigd;Brabant Noordoost (VT);2e halfjaar 2023;;
8046;Ouderenmishandeling: bevestigd;Brabant Noordoost (VT);2023;;
8047;Ouderenmishandeling: bevestigd;Brabant Noordoost (VT);1e halfjaar 2024;;
8048;Ouderenmishandeling: bevestigd;Drenthe (VT);1e halfjaar 2019;;
8049;Ouderenmishandeling: bevestigd;Drenthe (VT);2e halfjaar 2019;;
8050;Ouderenmishandeling: bevestigd;Drenthe (VT);2019;;
8051;Ouderenmishandeling: bevestigd;Drenthe (VT);1e halfjaar 2020;;
8052;Ouderenmishandeling: bevestigd;Drenthe (VT);2e halfjaar 2020;;
8053;Ouderenmishandeling: bevestigd;Drenthe (VT);2020;;
8054;Ouderenmishandeling: bevestigd;Drenthe (VT);1e halfjaar 2021;;
8055;Ouderenmishandeling: bevestigd;Drenthe (VT);2e halfjaar 2021;;
8056;Ouderenmishandeling: bevestigd;Drenthe (VT);2021;;
8057;Ouderenmishandeling: bevestigd;Drenthe (VT);1e halfjaar 2022;;
8058;Ouderenmishandeling: bevestigd;Drenthe (VT);2e halfjaar 2022;;
8059;Ouderenmishandeling: bevestigd;Drenthe (VT);2022;;
8060;Ouderenmishandeling: bevestigd;Drenthe (VT);1e halfjaar 2023;;
8061;Ouderenmishandeling: bevestigd;Drenthe (VT);2e halfjaar 2023;;
8062;Ouderenmishandeling: bevestigd;Drenthe (VT);2023;;
8063;Ouderenmishandeling: bevestigd;Drenthe (VT);1e halfjaar 2024;;
8064;Ouderenmishandeling: bevestigd;Flevoland (VT);1e halfjaar 2019;;
8065;Ouderenmishandeling: bevestigd;Flevoland (VT);2e halfjaar 2019;;
8066;Ouderenmishandeling: bevestigd;Flevoland (VT);2019;;
8067;Ouderenmishandeling: bevestigd;Flevoland (VT);1e halfjaar 2020;;
8068;Ouderenmishandeling: bevestigd;Flevoland (VT);2e halfjaar 2020;;
8069;Ouderenmishandeling: bevestigd;Flevoland (VT);2020;;
8070;Ouderenmishandeling: bevestigd;Flevoland (VT);1e halfjaar 2021;;
8071;Ouderenmishandeling: bevestigd;Flevoland (VT);2e halfjaar 2021;;
8072;Ouderenmishandeling: bevestigd;Flevoland (VT);2021;;
8073;Ouderenmishandeling: bevestigd;Flevoland (VT);1e halfjaar 2022;;
8074;Ouderenmishandeling: bevestigd;Flevoland (VT);2e halfjaar 2022;;
8075;Ouderenmishandeling: bevestigd;Flevoland (VT);2022;;
8076;Ouderenmishandeling: bevestigd;Flevoland (VT);1e halfjaar 2023;;
8077;Ouderenmishandeling: bevestigd;Flevoland (VT);2e halfjaar 2023;;
8078;Ouderenmishandeling: bevestigd;Flevoland (VT);2023;;
8079;Ouderenmishandeling: bevestigd;Flevoland (VT);1e halfjaar 2024;;
8080;Ouderenmishandeling: bevestigd;Friesland (VT);1e halfjaar 2019;;
8081;Ouderenmishandeling: bevestigd;Friesland (VT);2e halfjaar 2019;10.0;2.0
8082;Ouderenmishandeling: bevestigd;Friesland (VT);2019;10.0;2.0
8083;Ouderenmishandeling: bevestigd;Friesland (VT);1e halfjaar 2020;10.0;2.0
8084;Ouderenmishandeling: bevestigd;Friesland (VT);2e halfjaar 2020;15.0;2.0
8085;Ouderenmishandeling: bevestigd;Friesland (VT);2020;25.0;4.0
8086;Ouderenmishandeling: bevestigd;Friesland (VT);1e halfjaar 2021;10.0;2.0
8087;Ouderenmishandeling: bevestigd;Friesland (VT);2e halfjaar 2021;;
8088;Ouderenmishandeling: bevestigd;Friesland (VT);2021;15.0;2.0
8089;Ouderenmishandeling: bevestigd;Friesland (VT);1e halfjaar 2022;10.0;1.0
8090;Ouderenmishandeling: bevestigd;Friesland (VT);2e halfjaar 2022;;
8091;Ouderenmishandeling: bevestigd;Friesland (VT);2022;10.0;2.0
8092;Ouderenmishandeling: bevestigd;Friesland (VT);1e halfjaar 2023;;
8093;Ouderenmishandeling: bevestigd;Friesland (VT);2e halfjaar 2023;;
8094;Ouderenmishandeling: bevestigd;Friesland (VT);2023;10.0;1.0
8095;Ouderenmishandeling: bevestigd;Friesland (VT);1e halfjaar 2024;;
8096;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2019;;
8097;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2019;;
8098;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2019;;
8099;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2020;;
8100;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2020;;
8101;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2020;;
8102;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2021;;
8103;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2021;;
8104;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2021;;
8105;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2022;;
8106;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2022;;
8107;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2022;;
8108;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2023;;
8109;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2e halfjaar 2023;;
8110;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);2023;;
8111;Ouderenmishandeling: bevestigd;Gelderland-Midden (VT);1e halfjaar 2024;;
8112;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2019;;
8113;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2019;;
8114;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2019;;
8115;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2020;;
8116;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2020;;
8117;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2020;;
8118;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2021;;
8119;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2021;;
8120;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2021;;
8121;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2022;;
8122;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2022;;
8123;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2022;;
8124;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2023;;
8125;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2e halfjaar 2023;;
8126;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);2023;;
8127;Ouderenmishandeling: bevestigd;Gelderland-Zuid (VT);1e halfjaar 2024;;
8128;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2019;;
8129;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2019;;
8130;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2019;;
8131;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2020;;
8132;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2020;;
8133;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2020;;
8134;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2021;;
8135;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2021;;
8136;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2021;;
8137;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2022;;
8138;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2022;;
8139;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2022;;
8140;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2023;;
8141;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2e halfjaar 2023;;
8142;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);2023;;
8143;Ouderenmishandeling: bevestigd;Gooi en Vechtstreek (VT);1e halfjaar 2024;;
8144;Ouderenmishandeling: bevestigd;Groningen (VT);1e halfjaar 2019;;
8145;Ouderenmishandeling: bevestigd;Groningen (VT);2e halfjaar 2019;;
8146;Ouderenmishandeling: bevestigd;Groningen (VT);2019;;
8147;Ouderenmishandeling: bevestigd;Groningen (VT);1e halfjaar 2020;;
8148;Ouderenmishandeling: bevestigd;Groningen (VT);2e halfjaar 2020;;
8149;Ouderenmishandeling: bevestigd;Groningen (VT);2020;;
8150;Ouderenmishandeling: bevestigd;Groningen (VT);1e halfjaar 2021;;
8151;Ouderenmishandeling: bevestigd;Groningen (VT);2e halfjaar 2021;;
8152;Ouderenmishandeling: bevestigd;Groningen (VT);2021;10.0;2.0
8153;Ouderenmishandeling: bevestigd;Groningen (VT);1e halfjaar 2022;;
8154;Ouderenmishandeling: bevestigd;Groningen (VT);2e halfjaar 2022;;
8155;Ouderenmishandeling: bevestigd;Groningen (VT);2022;;
8156;Ouderenmishandeling: bevestigd;Groningen (VT);1e halfjaar 2023;10.0;1.0
8157;Ouderenmishandeling: bevestigd;Groningen (VT);2e halfjaar 2023;;
8158;Ouderenmishandeling: bevestigd;Groningen (VT);2023;10.0;2.0
8159;Ouderenmishandeling: bevestigd;Groningen (VT);1e halfjaar 2024;;
8160;Ouderenmishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2019;;
8161;Ouderenmishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2019;15.0;1.0
8162;Ouderenmishandeling: bevestigd;Haaglanden (VT);2019;20.0;2.0
8163;Ouderenmishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2020;15.0;1.0
8164;Ouderenmishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2020;15.0;1.0
8165;Ouderenmishandeling: bevestigd;Haaglanden (VT);2020;30.0;3.0
8166;Ouderenmishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2021;10.0;1.0
8167;Ouderenmishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2021;15.0;1.0
8168;Ouderenmishandeling: bevestigd;Haaglanden (VT);2021;25.0;2.0
8169;Ouderenmishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2022;15.0;1.0
8170;Ouderenmishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2022;10.0;1.0
8171;Ouderenmishandeling: bevestigd;Haaglanden (VT);2022;25.0;2.0
8172;Ouderenmishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2023;15.0;1.0
8173;Ouderenmishandeling: bevestigd;Haaglanden (VT);2e halfjaar 2023;;
8174;Ouderenmishandeling: bevestigd;Haaglanden (VT);2023;20.0;2.0
8175;Ouderenmishandeling: bevestigd;Haaglanden (VT);1e halfjaar 2024;10.0;1.0
8176;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2019;;
8177;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2019;;
8178;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2019;;
8179;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2020;;
8180;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2020;;
8181;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2020;;
8182;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2021;;
8183;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2021;;
8184;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2021;;
8185;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2022;;
8186;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2022;;
8187;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2022;;
8188;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2023;;
8189;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2e halfjaar 2023;;
8190;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);2023;10.0;1.0
8191;Ouderenmishandeling: bevestigd;Hollands-Midden (VT);1e halfjaar 2024;;
8192;Ouderenmishandeling: bevestigd;IJsselland (VT);1e halfjaar 2019;;
8193;Ouderenmishandeling: bevestigd;IJsselland (VT);2e halfjaar 2019;;
8194;Ouderenmishandeling: bevestigd;IJsselland (VT);2019;;
8195;Ouderenmishandeling: bevestigd;IJsselland (VT);1e halfjaar 2020;;
8196;Ouderenmishandeling: bevestigd;IJsselland (VT);2e halfjaar 2020;;
8197;Ouderenmishandeling: bevestigd;IJsselland (VT);2020;;
8198;Ouderenmishandeling: bevestigd;IJsselland (VT);1e halfjaar 2021;;
8199;Ouderenmishandeling: bevestigd;IJsselland (VT);2e halfjaar 2021;;
8200;Ouderenmishandeling: bevestigd;IJsselland (VT);2021;;
8201;Ouderenmishandeling: bevestigd;IJsselland (VT);1e halfjaar 2022;;
8202;Ouderenmishandeling: bevestigd;IJsselland (VT);2e halfjaar 2022;;
8203;Ouderenmishandeling: bevestigd;IJsselland (VT);2022;;
8204;Ouderenmishandeling: bevestigd;IJsselland (VT);1e halfjaar 2023;;
8205;Ouderenmishandeling: bevestigd;IJsselland (VT);2e halfjaar 2023;;
8206;Ouderenmishandeling: bevestigd;IJsselland (VT);2023;;
8207;Ouderenmishandeling: bevestigd;IJsselland (VT);1e halfjaar 2024;;
8208;Ouderenmishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2019;;
8209;Ouderenmishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2019;;
8210;Ouderenmishandeling: bevestigd;Kennemerland (VT);2019;10.0;2.0
8211;Ouderenmishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2020;;
8212;Ouderenmishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2020;10.0;2.0
8213;Ouderenmishandeling: bevestigd;Kennemerland (VT);2020;15.0;3.0
8214;Ouderenmishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2021;;
8215;Ouderenmishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2021;;
8216;Ouderenmishandeling: bevestigd;Kennemerland (VT);2021;10.0;2.0
8217;Ouderenmishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2022;10.0;2.0
8218;Ouderenmishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2022;15.0;3.0
8219;Ouderenmishandeling: bevestigd;Kennemerland (VT);2022;25.0;5.0
8220;Ouderenmishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2023;10.0;2.0
8221;Ouderenmishandeling: bevestigd;Kennemerland (VT);2e halfjaar 2023;15.0;3.0
8222;Ouderenmishandeling: bevestigd;Kennemerland (VT);2023;25.0;4.0
8223;Ouderenmishandeling: bevestigd;Kennemerland (VT);1e halfjaar 2024;;
8224;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2019;;
8225;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2019;;
8226;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2019;;
8227;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2020;;
8228;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2020;;
8229;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2020;;
8230;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2021;;
8231;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2021;;
8232;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2021;;
8233;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2022;;
8234;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2022;;
8235;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2022;;
8236;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2023;;
8237;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2e halfjaar 2023;;
8238;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);2023;;
8239;Ouderenmishandeling: bevestigd;Noord- en Midden Limburg (VT);1e halfjaar 2024;;
8240;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2019;;
8241;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2019;;
8242;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2019;;
8243;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2020;;
8244;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2020;;
8245;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2020;;
8246;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2021;;
8247;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2021;;
8248;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2021;;
8249;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2022;;
8250;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2022;;
8251;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2022;;
8252;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2023;;
8253;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2e halfjaar 2023;;
8254;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);2023;;
8255;Ouderenmishandeling: bevestigd;Noord- en Oost-Gelderland (VT);1e halfjaar 2024;;
8256;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2019;;
8257;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2019;;
8258;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2019;;
8259;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2020;;
8260;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2020;;
8261;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2020;;
8262;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2021;;
8263;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2021;;
8264;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2021;;
8265;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2022;;
8266;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2022;;
8267;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2022;;
8268;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2023;;
8269;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2e halfjaar 2023;;
8270;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);2023;;
8271;Ouderenmishandeling: bevestigd;Midden-Brabant (VT);1e halfjaar 2024;;
8272;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2019;;
8273;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2019;;
8274;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2019;;
8275;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2020;;
8276;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2020;;
8277;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2020;;
8278;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2021;;
8279;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2021;;
8280;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2021;;
8281;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2022;;
8282;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2022;;
8283;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2022;10.0;1.0
8284;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2023;;
8285;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2e halfjaar 2023;;
8286;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);2023;;
8287;Ouderenmishandeling: bevestigd;Noord-Holland Noord (VT);1e halfjaar 2024;;
8288;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2019;;
8289;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2019;;
8290;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2019;;
8291;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2020;;
8292;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2020;;
8293;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2020;;
8294;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2021;;
8295;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2021;;
8296;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2021;;
8297;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2022;;
8298;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2022;;
8299;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2022;;
8300;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2023;25.0;2.0
8301;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2e halfjaar 2023;10.0;1.0
8302;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);2023;35.0;2.0
8303;Ouderenmishandeling: bevestigd;Oost-Brabant (VT);1e halfjaar 2024;10.0;1.0
8304;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2019;;
8305;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2019;;
8306;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2019;;
8307;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2020;;
8308;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2020;;
8309;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2020;;
8310;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2021;;
8311;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2021;;
8312;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2021;;
8313;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2022;;
8314;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2022;;
8315;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2022;10.0;1.0
8316;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2023;;
8317;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2e halfjaar 2023;;
8318;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);2023;10.0;1.0
8319;Ouderenmishandeling: bevestigd;Rotterdam-Rijnmond (VT);1e halfjaar 2024;;
8320;Ouderenmishandeling: bevestigd;Twente (VT);1e halfjaar 2019;;
8321;Ouderenmishandeling: bevestigd;Twente (VT);2e halfjaar 2019;;
8322;Ouderenmishandeling: bevestigd;Twente (VT);2019;;
8323;Ouderenmishandeling: bevestigd;Twente (VT);1e halfjaar 2020;;
8324;Ouderenmishandeling: bevestigd;Twente (VT);2e halfjaar 2020;;
8325;Ouderenmishandeling: bevestigd;Twente (VT);2020;;
8326;Ouderenmishandeling: bevestigd;Twente (VT);1e halfjaar 2021;;
8327;Ouderenmishandeling: bevestigd;Twente (VT);2e halfjaar 2021;;
8328;Ouderenmishandeling: bevestigd;Twente (VT);2021;;
8329;Ouderenmishandeling: bevestigd;Twente (VT);1e halfjaar 2022;;
8330;Ouderenmishandeling: bevestigd;Twente (VT);2e halfjaar 2022;;
8331;Ouderenmishandeling: bevestigd;Twente (VT);2022;;
8332;Ouderenmishandeling: bevestigd;Twente (VT);1e halfjaar 2023;;
8333;Ouderenmishandeling: bevestigd;Twente (VT);2e halfjaar 2023;;
8334;Ouderenmishandeling: bevestigd;Twente (VT);2023;;
8335;Ouderenmishandeling: bevestigd;Twente (VT);1e halfjaar 2024;;
8336;Ouderenmishandeling: bevestigd;Utrecht (VT);1e halfjaar 2019;;
8337;Ouderenmishandeling: bevestigd;Utrecht (VT);2e halfjaar 2019;10.0;1.0
8338;Ouderenmishandeling: bevestigd;Utrecht (VT);2019;10.0;1.0
8339;Ouderenmishandeling: bevestigd;Utrecht (VT);1e halfjaar 2020;;
8340;Ouderenmishandeling: bevestigd;Utrecht (VT);2e halfjaar 2020;;
8341;Ouderenmishandeling: bevestigd;Utrecht (VT);2020;10.0;1.0
8342;Ouderenmishandeling: bevestigd;Utrecht (VT);1e halfjaar 2021;;
8343;Ouderenmishandeling: bevestigd;Utrecht (VT);2e halfjaar 2021;;
8344;Ouderenmishandeling: bevestigd;Utrecht (VT);2021;;
8345;Ouderenmishandeling: bevestigd;Utrecht (VT);1e halfjaar 2022;;
8346;Ouderenmishandeling: bevestigd;Utrecht (VT);2e halfjaar 2022;;
8347;Ouderenmishandeling: bevestigd;Utrecht (VT);2022;;
8348;Ouderenmishandeling: bevestigd;Utrecht (VT);1e halfjaar 2023;;
8349;Ouderenmishandeling: bevestigd;Utrecht (VT);2e halfjaar 2023;;
8350;Ouderenmishandeling: bevestigd;Utrecht (VT);2023;10.0;1.0
8351;Ouderenmishandeling: bevestigd;Utrecht (VT);1e halfjaar 2024;;
8352;Ouderenmishandeling: bevestigd;West-brabant (VT);1e halfjaar 2019;;
8353;Ouderenmishandeling: bevestigd;West-brabant (VT);2e halfjaar 2019;;
8354;Ouderenmishandeling: bevestigd;West-brabant (VT);2019;;
8355;Ouderenmishandeling: bevestigd;West-brabant (VT);1e halfjaar 2020;;
8356;Ouderenmishandeling: bevestigd;West-brabant (VT);2e halfjaar 2020;;
8357;Ouderenmishandeling: bevestigd;West-brabant (VT);2020;;
8358;Ouderenmishandeling: bevestigd;West-brabant (VT);1e halfjaar 2021;;
8359;Ouderenmishandeling: bevestigd;West-brabant (VT);2e halfjaar 2021;;
8360;Ouderenmishandeling: bevestigd;West-brabant (VT);2021;;
8361;Ouderenmishandeling: bevestigd;West-brabant (VT);1e halfjaar 2022;;
8362;Ouderenmishandeling: bevestigd;West-brabant (VT);2e halfjaar 2022;;
8363;Ouderenmishandeling: bevestigd;West-brabant (VT);2022;;
8364;Ouderenmishandeling: bevestigd;West-brabant (VT);1e halfjaar 2023;;
8365;Ouderenmishandeling: bevestigd;West-brabant (VT);2e halfjaar 2023;;
8366;Ouderenmishandeling: bevestigd;West-brabant (VT);2023;;
