ID;Generatie;HerkomstgroeperingVrouw;Huwelijksjaar;TotaalMannen_1;Autochtoon_2;TotaalNietWesters_3;Marokko_4;NederlandseAntillenAruba_5;Suriname_6;Turkije_7;OverigeNietWesters_8;Westers_9
197;Man 2e gen. allochtoon, vrouw autochtoon;Totaal niet-westers;2004 (Nog geen jaar getrouwd);;;;;;;;;
198;Man 2e gen. allochtoon, vrouw autochtoon;Marokko;2002 (Twee jaar getrouwd);;;;;;;;;
199;Man 2e gen. allochtoon, vrouw autochtoon;Marokko;2003 (Eén jaar getrouwd);;;;;;;;;
200;Man 2e gen. allochtoon, vrouw autochtoon;Marokko;2004 (Nog geen jaar getrouwd);;;;;;;;;
201;Man 2e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2002 (Twee jaar getrouwd);;;;;;;;;
202;Man 2e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2003 (Eén jaar getrouwd);;;;;;;;;
203;Man 2e gen. allochtoon, vrouw autochtoon;Nederlandse Antillen + Aruba;2004 (Nog geen jaar getrouwd);;;;;;;;;
204;Man 2e gen. allochtoon, vrouw autochtoon;Suriname;2002 (Twee jaar getrouwd);;;;;;;;;
205;Man 2e gen. allochtoon, vrouw autochtoon;Suriname;2003 (Eén jaar getrouwd);;;;;;;;;
206;Man 2e gen. allochtoon, vrouw autochtoon;Suriname;2004 (Nog geen jaar getrouwd);;;;;;;;;
207;Man 2e gen. allochtoon, vrouw autochtoon;Turkije;2002 (Twee jaar getrouwd);;;;;;;;;
208;Man 2e gen. allochtoon, vrouw autochtoon;Turkije;2003 (Eén jaar getrouwd);;;;;;;;;
209;Man 2e gen. allochtoon, vrouw autochtoon;Turkije;2004 (Nog geen jaar getrouwd);;;;;;;;;
210;Man 2e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2002 (Twee jaar getrouwd);;;;;;;;;
211;Man 2e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2003 (Eén jaar getrouwd);;;;;;;;;
212;Man 2e gen. allochtoon, vrouw autochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);;;;;;;;;
213;Man 2e gen. allochtoon, vrouw autochtoon;Westers;2002 (Twee jaar getrouwd);;;;;;;;;
214;Man 2e gen. allochtoon, vrouw autochtoon;Westers;2003 (Eén jaar getrouwd);;;;;;;;;
215;Man 2e gen. allochtoon, vrouw autochtoon;Westers;2004 (Nog geen jaar getrouwd);;;;;;;;;
216;Man autochtoon, vrouw 2e gen. allochtoon;Totaal vrouwen;2002 (Twee jaar getrouwd);3507.0;3507.0;;;;;;;
217;Man autochtoon, vrouw 2e gen. allochtoon;Totaal vrouwen;2003 (Eén jaar getrouwd);3397.0;3397.0;;;;;;;
218;Man autochtoon, vrouw 2e gen. allochtoon;Totaal vrouwen;2004 (Nog geen jaar getrouwd);3253.0;3253.0;;;;;;;
219;Man autochtoon, vrouw 2e gen. allochtoon;Autochtoon;2002 (Twee jaar getrouwd);;;;;;;;;
220;Man autochtoon, vrouw 2e gen. allochtoon;Autochtoon;2003 (Eén jaar getrouwd);;;;;;;;;
221;Man autochtoon, vrouw 2e gen. allochtoon;Autochtoon;2004 (Nog geen jaar getrouwd);;;;;;;;;
222;Man autochtoon, vrouw 2e gen. allochtoon;Totaal niet-westers;2002 (Twee jaar getrouwd);469.0;469.0;;;;;;;
223;Man autochtoon, vrouw 2e gen. allochtoon;Totaal niet-westers;2003 (Eén jaar getrouwd);476.0;476.0;;;;;;;
224;Man autochtoon, vrouw 2e gen. allochtoon;Totaal niet-westers;2004 (Nog geen jaar getrouwd);528.0;528.0;;;;;;;
225;Man autochtoon, vrouw 2e gen. allochtoon;Marokko;2002 (Twee jaar getrouwd);33.0;33.0;;;;;;;
226;Man autochtoon, vrouw 2e gen. allochtoon;Marokko;2003 (Eén jaar getrouwd);37.0;37.0;;;;;;;
227;Man autochtoon, vrouw 2e gen. allochtoon;Marokko;2004 (Nog geen jaar getrouwd);43.0;43.0;;;;;;;
228;Man autochtoon, vrouw 2e gen. allochtoon;Nederlandse Antillen + Aruba;2002 (Twee jaar getrouwd);115.0;115.0;;;;;;;
229;Man autochtoon, vrouw 2e gen. allochtoon;Nederlandse Antillen + Aruba;2003 (Eén jaar getrouwd);125.0;125.0;;;;;;;
230;Man autochtoon, vrouw 2e gen. allochtoon;Nederlandse Antillen + Aruba;2004 (Nog geen jaar getrouwd);117.0;117.0;;;;;;;
231;Man autochtoon, vrouw 2e gen. allochtoon;Suriname;2002 (Twee jaar getrouwd);160.0;160.0;;;;;;;
232;Man autochtoon, vrouw 2e gen. allochtoon;Suriname;2003 (Eén jaar getrouwd);138.0;138.0;;;;;;;
233;Man autochtoon, vrouw 2e gen. allochtoon;Suriname;2004 (Nog geen jaar getrouwd);170.0;170.0;;;;;;;
234;Man autochtoon, vrouw 2e gen. allochtoon;Turkije;2002 (Twee jaar getrouwd);49.0;49.0;;;;;;;
235;Man autochtoon, vrouw 2e gen. allochtoon;Turkije;2003 (Eén jaar getrouwd);45.0;45.0;;;;;;;
236;Man autochtoon, vrouw 2e gen. allochtoon;Turkije;2004 (Nog geen jaar getrouwd);42.0;42.0;;;;;;;
237;Man autochtoon, vrouw 2e gen. allochtoon;Overige niet-westers;2002 (Twee jaar getrouwd);112.0;112.0;;;;;;;
238;Man autochtoon, vrouw 2e gen. allochtoon;Overige niet-westers;2003 (Eén jaar getrouwd);131.0;131.0;;;;;;;
239;Man autochtoon, vrouw 2e gen. allochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);156.0;156.0;;;;;;;
240;Man autochtoon, vrouw 2e gen. allochtoon;Westers;2002 (Twee jaar getrouwd);3038.0;3038.0;;;;;;;
241;Man autochtoon, vrouw 2e gen. allochtoon;Westers;2003 (Eén jaar getrouwd);2921.0;2921.0;;;;;;;
242;Man autochtoon, vrouw 2e gen. allochtoon;Westers;2004 (Nog geen jaar getrouwd);2725.0;2725.0;;;;;;;
243;Beiden 2e generatie allochtoon;Totaal vrouwen;2002 (Twee jaar getrouwd);865.0;;468.0;77.0;20.0;98.0;250.0;23.0;397.0
244;Beiden 2e generatie allochtoon;Totaal vrouwen;2003 (Eén jaar getrouwd);865.0;;465.0;94.0;10.0;77.0;249.0;35.0;400.0
245;Beiden 2e generatie allochtoon;Totaal vrouwen;2004 (Nog geen jaar getrouwd);847.0;;499.0;110.0;12.0;103.0;243.0;31.0;348.0
246;Beiden 2e generatie allochtoon;Autochtoon;2002 (Twee jaar getrouwd);;;;;;;;;
247;Beiden 2e generatie allochtoon;Autochtoon;2003 (Eén jaar getrouwd);;;;;;;;;
248;Beiden 2e generatie allochtoon;Autochtoon;2004 (Nog geen jaar getrouwd);;;;;;;;;
249;Beiden 2e generatie allochtoon;Totaal niet-westers;2002 (Twee jaar getrouwd);468.0;;417.0;73.0;10.0;73.0;249.0;12.0;51.0
250;Beiden 2e generatie allochtoon;Totaal niet-westers;2003 (Eén jaar getrouwd);480.0;;422.0;90.0;2.0;61.0;241.0;28.0;58.0
251;Beiden 2e generatie allochtoon;Totaal niet-westers;2004 (Nog geen jaar getrouwd);515.0;;455.0;105.0;3.0;83.0;239.0;25.0;60.0
252;Beiden 2e generatie allochtoon;Marokko;2002 (Twee jaar getrouwd);80.0;;76.0;68.0;1.0;2.0;3.0;2.0;4.0
253;Beiden 2e generatie allochtoon;Marokko;2003 (Eén jaar getrouwd);101.0;;93.0;85.0;1.0;2.0;2.0;3.0;8.0
254;Beiden 2e generatie allochtoon;Marokko;2004 (Nog geen jaar getrouwd);115.0;;107.0;95.0;1.0;2.0;7.0;2.0;8.0
255;Beiden 2e generatie allochtoon;Nederlandse Antillen + Aruba;2002 (Twee jaar getrouwd);14.0;;4.0;;2.0;2.0;;0.0;10.0
256;Beiden 2e generatie allochtoon;Nederlandse Antillen + Aruba;2003 (Eén jaar getrouwd);14.0;;3.0;;1.0;;1.0;1.0;11.0
257;Beiden 2e generatie allochtoon;Nederlandse Antillen + Aruba;2004 (Nog geen jaar getrouwd);13.0;;6.0;2.0;1.0;2.0;;1.0;7.0
258;Beiden 2e generatie allochtoon;Suriname;2002 (Twee jaar getrouwd);92.0;;75.0;2.0;6.0;66.0;;1.0;17.0
259;Beiden 2e generatie allochtoon;Suriname;2003 (Eén jaar getrouwd);77.0;;60.0;;;54.0;1.0;5.0;17.0
260;Beiden 2e generatie allochtoon;Suriname;2004 (Nog geen jaar getrouwd);97.0;;73.0;1.0;1.0;67.0;2.0;2.0;24.0
261;Beiden 2e generatie allochtoon;Turkije;2002 (Twee jaar getrouwd);254.0;;250.0;1.0;1.0;;245.0;3.0;4.0
262;Beiden 2e generatie allochtoon;Turkije;2003 (Eén jaar getrouwd);254.0;;242.0;2.0;;4.0;235.0;1.0;12.0
263;Beiden 2e generatie allochtoon;Turkije;2004 (Nog geen jaar getrouwd);239.0;;232.0;1.0;;1.0;229.0;1.0;7.0
264;Beiden 2e generatie allochtoon;Overige niet-westers;2002 (Twee jaar getrouwd);28.0;;12.0;2.0;0.0;3.0;1.0;6.0;16.0
265;Beiden 2e generatie allochtoon;Overige niet-westers;2003 (Eén jaar getrouwd);34.0;;24.0;3.0;0.0;1.0;2.0;18.0;10.0
266;Beiden 2e generatie allochtoon;Overige niet-westers;2004 (Nog geen jaar getrouwd);51.0;;37.0;6.0;0.0;11.0;1.0;19.0;14.0
267;Beiden 2e generatie allochtoon;Westers;2002 (Twee jaar getrouwd);397.0;;51.0;4.0;10.0;25.0;1.0;11.0;346.0
268;Beiden 2e generatie allochtoon;Westers;2003 (Eén jaar getrouwd);385.0;;43.0;4.0;8.0;16.0;8.0;7.0;342.0
269;Beiden 2e generatie allochtoon;Westers;2004 (Nog geen jaar getrouwd);332.0;;44.0;5.0;9.0;20.0;4.0;6.0;288.0
