ID;LeeftijdMoeder;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalUitGehuwdeMoeders_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKinderen_10;TotaalUitNietGehuwdeMoeders_11;k_1eKind_12;k_2eKind_13;k_3eKind_14;k_4eOfVolgendeKinderen_15;TotaalDoodgeborenen24_16;k_1eKind_17;k_2eKind_18;k_3eKind_19;k_4eOfVolgendeKinderen_20
677;24;1977;15026;8254;5830;806;136;14743;8072;5763;778;130;283;182;67;28;6;;;;;
678;24;1978;14800;8237;5569;849;145;14509;8040;5504;828;137;291;197;65;21;8;;;;;
679;24;1979;14650;8277;5340;882;151;14294;8048;5247;853;146;356;229;93;29;5;;;;;
680;24;1980;14712;8383;5246;912;171;14254;8082;5137;873;162;458;301;109;39;9;;;;;
681;24;1981;14030;8087;4892;881;170;13495;7712;4781;844;158;535;375;111;37;12;;;;;
682;24;1982;13390;7766;4624;825;175;12769;7322;4488;797;162;621;444;136;28;13;;;;;
683;24;1983;12664;7588;4145;788;143;11915;7073;3963;745;134;749;515;182;43;9;;;;;
684;24;1984;12557;7630;3937;826;164;11666;7028;3718;774;146;891;602;219;52;18;;;;;
685;24;1985;12158;7193;4014;761;190;11272;6582;3814;702;174;886;611;200;59;16;;;;;
686;24;1986;11958;7046;4006;759;147;10960;6368;3755;701;136;998;678;251;58;11;;;;;
687;24;1987;11144;6639;3640;717;148;10110;5955;3363;655;137;1034;684;277;62;11;;;;;
688;24;1988;10485;6321;3380;652;132;9347;5543;3103;585;116;1138;778;277;67;16;;;;;
689;24;1989;10124;6225;3109;656;134;8919;5403;2796;596;124;1205;822;313;60;10;;;;;
690;24;1990;9813;6142;2955;581;135;8579;5299;2649;512;119;1234;843;306;69;16;;;;;
691;24;1991;9091;5831;2593;553;114;7727;4882;2263;481;101;1364;949;330;72;13;;;;;
692;24;1992;8312;5217;2535;462;98;7013;4324;2206;399;84;1299;893;329;63;14;;;;;
693;24;1993;8027;4988;2424;517;98;6694;4061;2099;448;86;1333;927;325;69;12;;;;;
694;24;1994;7948;5009;2317;507;115;6391;3899;1958;430;104;1557;1110;359;77;11;;;;;
695;24;1995;7244;4566;2135;454;89;5661;3480;1726;384;71;1583;1086;409;70;18;48.0;46.0;2.0;0.0;0.0
696;24;1996;6609;4147;1986;404;72;5020;2991;1631;338;60;1589;1156;355;66;12;40.0;30.0;8.0;2.0;0.0
697;24;1997;6290;4028;1834;356;72;4538;2753;1427;295;63;1752;1275;407;61;9;39.0;33.0;4.0;2.0;0.0
698;24;1998;6097;3936;1728;375;58;4389;2683;1352;304;50;1708;1253;376;71;8;39.0;26.0;11.0;1.0;1.0
699;24;1999;5935;3854;1684;343;54;4097;2469;1311;274;43;1838;1385;373;69;11;40.0;33.0;4.0;1.0;2.0
700;24;2000;5949;3924;1639;322;64;3952;2462;1198;242;50;1997;1462;441;80;14;43.0;34.0;8.0;1.0;0.0
701;24;2001;5770;3794;1642;279;55;3713;2298;1188;194;33;2057;1496;454;85;22;46.0;33.0;9.0;3.0;1.0
702;24;2002;5953;3869;1711;330;43;3809;2330;1201;247;31;2144;1539;510;83;12;32.0;25.0;5.0;2.0;0.0
703;24;2003;6058;3961;1747;302;48;3780;2345;1206;202;27;2278;1616;541;100;21;36.0;19.0;15.0;2.0;0.0
704;24;2004;6055;4021;1666;312;56;3671;2299;1123;216;33;2384;1722;543;96;23;49.0;39.0;5.0;5.0;0.0
705;24;2005;5942;3904;1672;316;50;3466;2145;1083;206;32;2476;1759;589;110;18;31.0;22.0;6.0;3.0;0.0
706;24;2006;5892;3746;1787;302;57;3329;2011;1102;188;28;2563;1735;685;114;29;34.0;22.0;9.0;2.0;1.0
707;24;2007;5919;3888;1632;352;47;3186;2001;970;199;16;2733;1887;662;153;31;20.0;15.0;4.0;0.0;1.0
708;24;2008;6012;3899;1739;307;67;3081;1906;972;175;28;2931;1993;767;132;39;25.0;14.0;10.0;1.0;0.0
709;24;2009;6003;4010;1664;282;47;3009;1931;903;149;26;2994;2079;761;133;21;24.0;12.0;10.0;1.0;1.0
710;24;2010;6269;4186;1708;316;59;3251;2121;931;172;27;3018;2065;777;144;32;24.0;17.0;2.0;3.0;2.0
711;24;2011;6100;4148;1614;296;42;3046;2034;834;155;23;3054;2114;780;141;19;14.0;12.0;1.0;0.0;1.0
712;24;2012;6027;4135;1608;249;35;3020;2035;852;116;17;3007;2100;756;133;18;26.0;18.0;7.0;1.0;0.0
713;24;2013;5734;3952;1506;244;32;2868;1938;793;119;18;2866;2014;713;125;14;19.0;13.0;5.0;1.0;0.0
714;24;2014;5866;3988;1544;284;50;2865;1879;826;137;23;3001;2109;718;147;27;17.0;12.0;4.0;1.0;0.0
715;25;1950;12771;5691;4275;1874;931;12599;5578;4248;1855;918;172;113;27;19;13;;;;;
716;25;1951;12737;5934;4139;1792;872;12599;5840;4117;1777;865;138;94;22;15;7;;;;;
717;25;1952;13081;6356;4086;1732;907;12923;6241;4060;1723;899;158;115;26;9;8;;;;;
718;25;1953;13183;6375;4147;1713;948;13038;6273;4126;1702;937;145;102;21;11;11;;;;;
719;25;1954;13752;6664;4473;1709;906;13587;6544;4453;1697;893;165;120;20;12;13;;;;;
720;25;1955;13954;6959;4460;1673;862;13831;6875;4438;1665;853;123;84;22;8;9;;;;;
721;25;1956;14334;7169;4636;1647;882;14190;7074;4610;1636;870;144;95;26;11;12;;;;;
722;25;1957;14830;7495;4716;1690;929;14708;7415;4693;1679;921;122;80;23;11;8;;;;;
723;25;1958;14874;7583;4671;1698;922;14715;7494;4644;1679;898;159;89;27;19;24;;;;;
724;25;1959;15535;7674;5222;1764;875;15390;7585;5189;1748;868;145;89;33;16;7;;;;;
725;25;1960;15528;7504;5394;1781;849;15384;7419;5352;1769;844;144;85;42;12;5;;;;;
726;25;1961;16074;7537;5712;1868;957;15928;7445;5681;1854;948;146;92;31;14;9;;;;;
727;25;1962;16128;7600;5715;1934;879;15999;7517;5686;1924;872;129;83;29;10;7;;;;;
728;25;1963;16946;7812;6175;2012;947;16791;7715;6138;1999;939;155;97;37;13;8;;;;;
729;25;1964;17723;8226;6456;2112;929;17559;8118;6415;2103;923;164;108;41;9;6;;;;;
730;25;1965;17838;8448;6580;2003;807;17658;8330;6538;1991;799;180;118;42;12;8;;;;;
731;25;1966;17329;8218;6582;1858;671;17153;8103;6540;1847;663;176;115;42;11;8;;;;;
732;25;1967;17069;8134;6599;1759;577;16884;8010;6557;1747;570;185;124;42;12;7;;;;;
733;25;1968;18148;8442;7271;1860;575;17962;8316;7233;1846;567;186;126;38;14;8;;;;;
734;25;1969;20093;8937;8406;2145;605;19874;8806;8348;2125;595;219;131;58;20;10;;;;;
735;25;1970;19350;8323;8330;2136;561;19157;8196;8292;2119;550;193;127;38;17;11;;;;;
736;25;1971;20210;9060;8619;2047;484;20040;8957;8585;2025;473;170;103;34;22;11;;;;;
737;25;1972;23104;10824;9929;1932;419;22887;10689;9881;1912;405;217;135;48;20;14;;;;;
738;25;1973;20042;9585;8718;1420;319;19852;9481;8673;1392;306;190;104;45;28;13;;;;;
739;25;1974;18445;8879;8117;1233;216;18281;8782;8075;1214;210;164;97;42;19;6;;;;;
740;25;1975;17278;8527;7432;1082;237;17100;8432;7381;1061;226;178;95;51;21;11;;;;;
741;25;1976;16843;8211;7285;1138;209;16624;8087;7219;1123;195;219;124;66;15;14;;;;;
742;25;1977;16225;8007;6869;1124;225;15982;7881;6791;1097;213;243;126;78;27;12;;;;;
743;25;1978;16756;8301;7075;1152;228;16450;8128;6982;1123;217;306;173;93;29;11;;;;;
744;25;1979;16099;8215;6447;1192;245;15794;8030;6357;1168;239;305;185;90;24;6;;;;;
745;25;1980;16713;8763;6380;1310;260;16272;8479;6270;1269;254;441;284;110;41;6;;;;;
746;25;1981;16214;8468;6145;1353;248;15689;8138;6011;1302;238;525;330;134;51;10;;;;;
747;25;1982;15021;7883;5709;1173;256;14403;7494;5547;1117;245;618;389;162;56;11;;;;;
748;25;1983;14614;7837;5355;1177;245;13931;7392;5174;1127;238;683;445;181;50;7;;;;;
749;25;1984;14832;8199;5283;1092;258;14004;7653;5065;1046;240;828;546;218;46;18;;;;;
750;25;1985;14468;8048;5087;1095;238;13565;7442;4868;1027;228;903;606;219;68;10;;;;;
751;25;1986;14177;7760;5133;1052;232;13193;7128;4871;980;214;984;632;262;72;18;;;;;
752;25;1987;13692;7599;4794;1044;255;12645;6924;4514;974;233;1047;675;280;70;22;;;;;
753;25;1988;13122;7444;4442;972;264;11954;6692;4134;886;242;1168;752;308;86;22;;;;;
754;25;1989;12467;7135;4196;905;231;11286;6370;3860;844;212;1181;765;336;61;19;;;;;
755;25;1990;12456;7377;3941;909;229;11151;6484;3621;833;213;1305;893;320;76;16;;;;;
756;25;1991;11571;6877;3635;834;225;10233;5976;3300;757;200;1338;901;335;77;25;;;;;
757;25;1992;10608;6293;3425;728;162;9329;5455;3086;647;141;1279;838;339;81;21;;;;;
758;25;1993;10042;5991;3201;681;169;8601;5021;2824;606;150;1441;970;377;75;19;;;;;
759;25;1994;10076;6049;3121;735;171;8462;4966;2703;642;151;1614;1083;418;93;20;;;;;
760;25;1995;9490;5824;2902;641;123;7776;4622;2491;556;107;1714;1202;411;85;16;63.0;54.0;8.0;1.0;0.0
761;25;1996;8735;5384;2635;598;118;6933;4115;2201;517;100;1802;1269;434;81;18;64.0;54.0;9.0;1.0;0.0
762;25;1997;8477;5286;2468;592;131;6409;3805;1993;499;112;2068;1481;475;93;19;55.0;45.0;9.0;1.0;0.0
763;25;1998;8159;5092;2380;573;114;6167;3650;1937;482;98;1992;1442;443;91;16;65.0;52.0;8.0;5.0;0.0
764;25;1999;7889;5011;2303;472;103;5690;3434;1782;386;88;2199;1577;521;86;15;61.0;48.0;11.0;2.0;0.0
765;25;2000;7746;4966;2188;468;124;5424;3249;1689;391;95;2322;1717;499;77;29;58.0;42.0;14.0;2.0;0.0
766;25;2001;7278;4724;1989;460;105;4930;3008;1476;366;80;2348;1716;513;94;25;55.0;45.0;9.0;1.0;0.0
767;25;2002;7477;4823;2098;470;86;4933;2962;1545;360;66;2544;1861;553;110;20;51.0;37.0;10.0;4.0;0.0
768;25;2003;7544;4773;2179;505;87;4907;2940;1537;373;57;2637;1833;642;132;30;42.0;27.0;13.0;2.0;0.0
769;25;2004;7320;4727;2091;415;87;4639;2831;1461;296;51;2681;1896;630;119;36;42.0;26.0;11.0;4.0;1.0
770;25;2005;7207;4507;2129;479;92;4479;2619;1445;354;61;2728;1888;684;125;31;39.0;25.0;11.0;3.0;0.0
771;25;2006;7568;4701;2303;473;91;4498;2594;1538;311;55;3070;2107;765;162;36;43.0;38.0;4.0;1.0;0.0
772;25;2007;7394;4749;2106;440;99;4206;2523;1339;289;55;3188;2226;767;151;44;29.0;21.0;5.0;3.0;0.0
773;25;2008;7531;4719;2240;482;90;4174;2428;1400;302;44;3357;2291;840;180;46;45.0;29.0;15.0;0.0;1.0
774;25;2009;7727;4851;2303;487;86;4100;2431;1333;298;38;3627;2420;970;189;48;29.0;18.0;8.0;2.0;1.0
775;25;2010;7974;5024;2370;481;99;4423;2617;1463;287;56;3551;2407;907;194;43;31.0;19.0;8.0;2.0;2.0
776;25;2011;7746;4972;2265;426;83;4297;2684;1336;232;45;3449;2288;929;194;38;25.0;17.0;6.0;2.0;0.0
777;25;2012;7542;4885;2146;430;81;3953;2481;1188;248;36;3589;2404;958;182;45;22.0;18.0;3.0;1.0;0.0
778;25;2013;7469;4744;2203;434;88;3982;2428;1245;258;51;3487;2316;958;176;37;24.0;16.0;5.0;3.0;0.0
779;25;2014;7355;4781;2082;417;75;3807;2409;1151;205;42;3548;2372;931;212;33;26.0;15.0;8.0;2.0;1.0
780;26;1950;14464;5701;4970;2394;1399;14322;5604;4947;2380;1391;142;97;23;14;8;;;;;
781;26;1951;14110;5772;4659;2311;1368;13965;5679;4631;2297;1358;145;93;28;14;10;;;;;
782;26;1952;14251;6022;4681;2193;1355;14100;5935;4646;2173;1346;151;87;35;20;9;;;;;
783;26;1953;14142;5951;4757;2159;1275;14026;5878;4729;2152;1267;116;73;28;7;8;;;;;
784;26;1954;14559;6100;4837;2218;1404;14430;6016;4824;2200;1390;129;84;13;18;14;;;;;
785;26;1955;14856;6439;4927;2213;1277;14734;6373;4889;2205;1267;122;66;38;8;10;;;;;
786;26;1956;15205;6667;5186;2093;1259;15082;6584;5167;2085;1246;123;83;19;8;13;;;;;
787;26;1957;15974;7016;5397;2269;1292;15843;6930;5373;2259;1281;131;86;24;10;11;;;;;
788;26;1958;16229;6995;5792;2202;1240;16109;6922;5771;2188;1228;120;73;21;14;12;;;;;
789;26;1959;16401;6961;5879;2294;1267;16278;6892;5853;2283;1250;123;69;26;11;17;;;;;
790;26;1960;16196;6666;5986;2334;1210;16087;6603;5967;2320;1197;109;63;19;14;13;;;;;
791;26;1961;16729;6704;6268;2495;1262;16598;6621;6248;2474;1255;131;83;20;21;7;;;;;
792;26;1962;16980;6711;6584;2508;1177;16860;6641;6556;2499;1164;120;70;28;9;13;;;;;
793;26;1963;16972;6518;6675;2530;1249;16823;6433;6649;2510;1231;149;85;26;20;18;;;;;
794;26;1964;17428;6715;6885;2624;1204;17278;6623;6856;2608;1191;150;92;29;16;13;;;;;
795;26;1965;17609;6924;7100;2525;1060;17458;6833;7073;2505;1047;151;91;27;20;13;;;;;
796;26;1966;17486;6883;7281;2412;910;17307;6774;7247;2391;895;179;109;34;21;15;;;;;
797;26;1967;16986;6708;7223;2273;782;16823;6607;7193;2254;769;163;101;30;19;13;;;;;
798;26;1968;16969;6512;7446;2272;739;16788;6401;7415;2248;724;181;111;31;24;15;;;;;
799;26;1969;18500;6628;8405;2611;856;18326;6530;8373;2587;836;174;98;32;24;20;;;;;
800;26;1970;18839;6657;8706;2677;799;18677;6568;8675;2655;779;162;89;31;22;20;;;;;
801;26;1971;17988;6544;8327;2445;672;17843;6470;8286;2430;657;145;74;41;15;15;;;;;
802;26;1972;18926;7394;8777;2220;535;18785;7306;8750;2206;523;141;88;27;14;12;;;;;
803;26;1973;20825;8515;9892;1968;450;20669;8415;9862;1951;441;156;100;30;17;9;;;;;
804;26;1974;19246;7920;9259;1695;372;19059;7818;9208;1678;355;187;102;51;17;17;;;;;
805;26;1975;17714;7657;8248;1497;312;17564;7586;8205;1476;297;150;71;43;21;15;;;;;
806;26;1976;17356;7437;8081;1469;369;17158;7339;8027;1448;344;198;98;54;21;25;;;;;
807;26;1977;16663;7105;7754;1494;310;16449;6989;7693;1467;300;214;116;61;27;10;;;;;
808;26;1978;17100;7594;7627;1570;309;16799;7409;7561;1537;292;301;185;66;33;17;;;;;
809;26;1979;17000;7812;7259;1593;336;16650;7612;7168;1548;322;350;200;91;45;14;;;;;
810;26;1980;17273;7852;7274;1780;367;16858;7623;7146;1733;356;415;229;128;47;11;;;;;
811;26;1981;17165;7850;7079;1791;445;16635;7522;6937;1747;429;530;328;142;44;16;;;;;
812;26;1982;16116;7464;6582;1674;396;15523;7101;6427;1618;377;593;363;155;56;19;;;;;
813;26;1983;15621;7548;6177;1532;364;14920;7098;6001;1475;346;701;450;176;57;18;;;;;
814;26;1984;15906;7943;6113;1513;337;15140;7464;5918;1446;312;766;479;195;67;25;;;;;
815;26;1985;16177;8131;6162;1483;401;15256;7542;5933;1408;373;921;589;229;75;28;;;;;
816;26;1986;16173;8002;6257;1539;375;15199;7382;6005;1460;352;974;620;252;79;23;;;;;
817;26;1987;15716;7969;5952;1417;378;14685;7326;5680;1329;350;1031;643;272;88;28;;;;;
818;26;1988;15284;8112;5454;1364;354;14182;7406;5162;1283;331;1102;706;292;81;23;;;;;
819;26;1989;14746;7930;5190;1307;319;13566;7178;4890;1204;294;1180;752;300;103;25;;;;;
820;26;1990;14834;8183;5038;1294;319;13499;7352;4676;1187;284;1335;831;362;107;35;;;;;
821;26;1991;14337;8049;4791;1164;333;12974;7140;4467;1066;301;1363;909;324;98;32;;;;;
822;26;1992;13310;7479;4443;1099;289;11937;6595;4099;990;253;1373;884;344;109;36;;;;;
823;26;1993;12401;6985;4172;990;254;10951;6014;3810;902;225;1450;971;362;88;29;;;;;
824;26;1994;11843;6912;3735;911;285;10238;5866;3311;811;250;1605;1046;424;100;35;;;;;
825;26;1995;11782;6945;3672;904;261;10030;5782;3211;796;241;1752;1163;461;108;20;62.0;50.0;10.0;2.0;0.0
826;26;1996;11625;6880;3648;856;241;9611;5454;3173;758;226;2014;1426;475;98;15;74.0;58.0;13.0;1.0;2.0
827;26;1997;10736;6450;3325;777;184;8579;4981;2763;671;164;2157;1469;562;106;20;81.0;63.0;14.0;3.0;1.0
828;26;1998;10687;6608;3116;765;198;8337;4954;2566;650;167;2350;1654;550;115;31;58.0;37.0;15.0;4.0;2.0
829;26;1999;10201;6366;2925;748;162;7712;4596;2348;631;137;2489;1770;577;117;25;70.0;52.0;13.0;4.0;1.0
830;26;2000;9817;6012;2892;759;154;7211;4150;2309;627;125;2606;1862;583;132;29;48.0;34.0;12.0;2.0;0.0
831;26;2001;9301;5795;2735;613;158;6542;3844;2071;502;125;2759;1951;664;111;33;57.0;46.0;9.0;2.0;0.0
832;26;2002;9052;5584;2698;625;145;6282;3657;2016;491;118;2770;1927;682;134;27;55.0;39.0;12.0;4.0;0.0
833;26;2003;9101;5652;2714;608;127;6177;3626;1991;467;93;2924;2026;723;141;34;41.0;30.0;7.0;3.0;1.0
834;26;2004;9046;5565;2709;634;138;6014;3450;1981;480;103;3032;2115;728;154;35;37.0;25.0;9.0;3.0;0.0
835;26;2005;8862;5352;2765;626;119;5690;3160;1969;476;85;3172;2192;796;150;34;30.0;24.0;6.0;0.0;0.0
836;26;2006;9145;5536;2829;641;139;5762;3209;1973;482;98;3383;2327;856;159;41;42.0;29.0;8.0;5.0;0.0
837;26;2007;9127;5501;2846;651;129;5387;2952;1868;474;93;3740;2549;978;177;36;34.0;24.0;9.0;1.0;0.0
838;26;2008;9257;5529;2908;699;121;5456;2976;1919;484;77;3801;2553;989;215;44;25.0;17.0;7.0;0.0;1.0
839;26;2009;9189;5559;2846;656;128;5176;2941;1726;435;74;4013;2618;1120;221;54;30.0;17.0;10.0;2.0;1.0
840;26;2010;9476;5733;2942;645;156;5572;3200;1859;418;95;3904;2533;1083;227;61;29.0;22.0;6.0;1.0;0.0
841;26;2011;9380;5727;2899;628;126;5471;3144;1833;415;79;3909;2583;1066;213;47;30.0;18.0;10.0;1.0;1.0
842;26;2012;9731;5939;2958;684;150;5508;3188;1803;423;94;4223;2751;1155;261;56;22.0;15.0;6.0;1.0;0.0
843;26;2013;9113;5597;2796;585;135;5056;2943;1668;358;87;4057;2654;1128;227;48;18.0;15.0;3.0;0.0;0.0
844;26;2014;9033;5647;2700;571;115;4992;2919;1644;360;69;4041;2728;1056;211;46;19.0;17.0;2.0;0.0;0.0
845;27;1950;15197;5104;5183;2967;1943;15037;5009;5149;2952;1927;160;95;34;15;16;;;;;
846;27;1951;15052;5264;5040;2791;1957;14919;5189;5008;2778;1944;133;75;32;13;13;;;;;
847;27;1952;15291;5549;5036;2820;1886;15167;5472;5006;2813;1876;124;77;30;7;10;;;;;
848;27;1953;14437;5078;4976;2575;1808;14339;5015;4961;2566;1797;98;63;15;9;11;;;;;
849;27;1954;14800;5406;5110;2540;1744;14704;5354;5095;2523;1732;96;52;15;17;12;;;;;
850;27;1955;15013;5421;5211;2595;1786;14917;5368;5190;2586;1773;96;53;21;9;13;;;;;
851;27;1956;15399;5565;5373;2656;1805;15287;5509;5354;2639;1785;112;56;19;17;20;;;;;
852;27;1957;16133;6020;5705;2682;1726;16033;5966;5686;2667;1714;100;54;19;15;12;;;;;
853;27;1958;16662;6156;5950;2787;1769;16558;6105;5932;2768;1753;104;51;18;19;16;;;;;
854;27;1959;16751;6015;6159;2774;1803;16646;5962;6142;2760;1782;105;53;17;14;21;;;;;
855;27;1960;16330;5476;6297;2803;1754;16224;5421;6278;2790;1735;106;55;19;13;19;;;;;
856;27;1961;16575;5420;6470;2954;1731;16471;5372;6446;2940;1713;104;48;24;14;18;;;;;
857;27;1962;16457;5362;6322;3129;1644;16337;5306;6288;3118;1625;120;56;34;11;19;;;;;
858;27;1963;16512;5178;6486;3118;1730;16386;5118;6457;3103;1708;126;60;29;15;22;;;;;
859;27;1964;16635;5227;6550;3218;1640;16506;5159;6518;3206;1623;129;68;32;12;17;;;;;
860;27;1965;16463;5302;6655;3084;1422;16323;5231;6621;3068;1403;140;71;34;16;19;;;;;
861;27;1966;16395;5289;6882;2989;1235;16257;5219;6849;2975;1214;138;70;33;14;21;;;;;
862;27;1967;16473;5342;7093;2935;1103;16320;5264;7056;2918;1082;153;78;37;17;21;;;;;
863;27;1968;15964;5008;7106;2844;1006;15822;4936;7074;2825;987;142;72;32;19;19;;;;;
864;27;1969;16125;4795;7303;2973;1054;15985;4719;7279;2953;1034;140;76;24;20;20;;;;;
865;27;1970;16191;4553;7623;3016;999;16052;4495;7591;2987;979;139;58;32;29;20;;;;;
866;27;1971;16552;4871;7913;2892;876;16427;4824;7874;2873;856;125;47;39;19;20;;;;;
867;27;1972;15914;5068;7669;2452;725;15781;5007;7641;2431;702;133;61;28;21;23;;;;;
868;27;1973;16138;5532;7928;2132;546;16020;5474;7898;2114;534;118;58;30;18;12;;;;;
869;27;1974;18665;6588;9478;2111;488;18520;6512;9433;2096;479;145;76;45;15;9;;;;;
870;27;1975;17215;6235;8681;1847;452;17051;6156;8633;1829;433;164;79;48;18;19;;;;;
871;27;1976;16705;6287;8133;1883;402;16540;6200;8096;1861;383;165;87;37;22;19;;;;;
872;27;1977;16311;6028;8027;1822;434;16076;5896;7970;1792;418;235;132;57;30;16;;;;;
873;27;1978;16236;6126;7747;1929;434;15989;5990;7679;1900;420;247;136;68;29;14;;;;;
874;27;1979;16583;6568;7523;2041;451;16279;6394;7452;2001;432;304;174;71;40;19;;;;;
875;27;1980;17164;6933;7512;2203;516;16770;6711;7405;2158;496;394;222;107;45;20;;;;;
876;27;1981;16394;6653;7125;2094;522;15941;6379;7012;2047;503;453;274;113;47;19;;;;;
877;27;1982;16244;6519;7040;2152;533;15691;6206;6892;2076;517;553;313;148;76;16;;;;;
878;27;1983;15841;6802;6607;1954;478;15168;6385;6447;1883;453;673;417;160;71;25;;;;;
879;27;1984;16292;7261;6663;1893;475;15441;6767;6412;1809;453;851;494;251;84;22;;;;;
880;27;1985;16309;7359;6540;1898;512;15430;6835;6288;1817;490;879;524;252;81;22;;;;;
881;27;1986;17358;7887;7046;1905;520;16363;7275;6775;1820;493;995;612;271;85;27;;;;;
882;27;1987;17206;8021;6759;1910;516;16164;7421;6477;1795;471;1042;600;282;115;45;;;;;
883;27;1988;16591;8148;6124;1835;484;15441;7441;5813;1731;456;1150;707;311;104;28;;;;;
884;27;1989;16469;8053;6135;1804;477;15295;7382;5799;1671;443;1174;671;336;133;34;;;;;
885;27;1990;16754;8367;6175;1686;526;15386;7487;5834;1576;489;1368;880;341;110;37;;;;;
886;27;1991;16568;8792;5775;1566;435;15097;7868;5381;1453;395;1471;924;394;113;40;;;;;
887;27;1992;15617;8158;5571;1418;470;14196;7293;5163;1314;426;1421;865;408;104;44;;;;;
888;27;1993;14715;7899;5155;1278;383;13222;6949;4734;1188;351;1493;950;421;90;32;;;;;
889;27;1994;14316;7772;4923;1310;311;12630;6708;4460;1186;276;1686;1064;463;124;35;;;;;
890;27;1995;13643;7576;4594;1156;317;11841;6457;4100;1007;277;1802;1119;494;149;40;70.0;59.0;8.0;2.0;1.0
891;27;1996;13624;7785;4410;1088;341;11572;6414;3871;975;312;2052;1371;539;113;29;90.0;69.0;18.0;1.0;2.0
892;27;1997;13771;8123;4333;1043;272;11335;6476;3713;904;242;2436;1647;620;139;30;93.0;69.0;16.0;4.0;4.0
893;27;1998;13574;8140;4132;1030;272;10806;6234;3448;888;236;2768;1906;684;142;36;74.0;55.0;15.0;4.0;0.0
894;27;1999;12883;7674;3925;1009;275;10026;5686;3238;867;235;2857;1988;687;142;40;73.0;55.0;11.0;4.0;3.0
895;27;2000;12564;7508;3866;952;238;9552;5398;3148;812;194;3012;2110;718;140;44;82.0;63.0;13.0;6.0;0.0
896;27;2001;11603;6882;3654;840;227;8696;4890;2920;701;185;2907;1992;734;139;42;74.0;50.0;19.0;5.0;0.0
897;27;2002;11297;6669;3521;905;202;8083;4466;2721;727;169;3214;2203;800;178;33;53.0;35.0;9.0;5.0;4.0
898;27;2003;10903;6414;3463;823;203;7583;4140;2617;668;158;3320;2274;846;155;45;55.0;32.0;18.0;3.0;2.0
899;27;2004;10589;6238;3365;801;185;7269;3963;2505;650;151;3320;2275;860;151;34;45.0;39.0;3.0;2.0;1.0
900;27;2005;10526;6097;3426;816;187;6971;3726;2491;617;137;3555;2371;935;199;50;37.0;21.0;11.0;3.0;2.0
901;27;2006;10620;5977;3543;912;188;6797;3461;2507;688;141;3823;2516;1036;224;47;42.0;24.0;15.0;3.0;0.0
902;27;2007;10793;6158;3565;875;195;6614;3392;2436;638;148;4179;2766;1129;237;47;33.0;16.0;9.0;6.0;2.0
903;27;2008;11377;6594;3711;868;204;6740;3535;2435;633;137;4637;3059;1276;235;67;39.0;25.0;11.0;3.0;0.0
904;27;2009;11065;6433;3581;845;206;6437;3439;2266;598;134;4628;2994;1315;247;72;44.0;24.0;14.0;5.0;1.0
905;27;2010;11061;6358;3613;890;200;6696;3556;2371;626;143;4365;2802;1242;264;57;40.0;26.0;11.0;2.0;1.0
906;27;2011;10804;6161;3560;895;188;6514;3464;2340;603;107;4290;2697;1220;292;81;24.0;16.0;5.0;2.0;1.0
907;27;2012;10902;6259;3589;846;208;6452;3427;2300;587;138;4450;2832;1289;259;70;25.0;14.0;8.0;1.0;2.0
908;27;2013;10821;6256;3544;817;204;6250;3372;2204;549;125;4571;2884;1340;268;79;34.0;24.0;9.0;0.0;1.0
909;27;2014;11165;6499;3644;822;200;6379;3475;2269;514;121;4786;3024;1375;308;79;26.0;22.0;3.0;0.0;1.0
910;28;1950;15321;4434;5031;3217;2639;15193;4373;4996;3198;2626;128;61;35;19;13;;;;;
911;28;1951;15097;4390;4859;3193;2655;14987;4332;4841;3179;2635;110;58;18;14;20;;;;;
912;28;1952;15324;4596;4998;3084;2646;15222;4546;4978;3070;2628;102;50;20;14;18;;;;;
913;28;1953;14940;4367;5140;2945;2488;14850;4320;5120;2934;2476;90;47;20;11;12;;;;;
914;28;1954;14473;4352;4911;2903;2307;14380;4298;4898;2888;2296;93;54;13;15;11;;;;;
915;28;1955;14701;4414;5032;2945;2310;14617;4377;5015;2931;2294;84;37;17;14;16;;;;;
916;28;1956;15293;4712;5214;3006;2361;15200;4661;5194;2996;2349;93;51;20;10;12;;;;;
917;28;1957;15484;4668;5518;2949;2349;15392;4617;5500;2938;2337;92;51;18;11;12;;;;;
918;28;1958;16012;4946;5732;3140;2194;15928;4904;5719;3121;2184;84;42;13;19;10;;;;;
919;28;1959;16499;4712;6219;3260;2308;16395;4663;6198;3246;2288;104;49;21;14;20;;;;;
920;28;1960;16004;4460;6025;3275;2244;15899;4413;6007;3260;2219;105;47;18;15;25;;;;;
921;28;1961;16095;4314;6130;3395;2256;16000;4277;6113;3379;2231;95;37;17;16;25;;;;;
922;28;1962;15634;4067;5990;3372;2205;15546;4030;5968;3355;2193;88;37;22;17;12;;;;;
923;28;1963;15994;4109;6154;3441;2290;15889;4065;6138;3424;2262;105;44;16;17;28;;;;;
924;28;1964;15671;4057;6035;3443;2136;15565;4006;6017;3428;2114;106;51;18;15;22;;;;;
