ID;LeeftijdReferentiepersoon;Perioden;ReferentiepersonenMetKinderen_1;JongsteKind02Jaar_2;JongsteKind35Jaar_3;JongsteKind611Jaar_4;JongsteKind1217Jaar_5;JongsteKind18JaarEnOuder_6
983;12;2022;11320;0;0;0.0;0.0;11320.0
984;12;2023;11413;0;0;0.0;0.0;11413.0
985;12;2024;11640;0;0;0.0;0.0;11640.0
986;12;2025;11998;0;0;0.0;0.0;11998.0
987;12;2026;12410;0;0;0.0;0.0;12410.0
988;12;2027;12932;0;0;0.0;0.0;12932.0
989;12;2028;13463;0;0;0.0;0.0;13463.0
990;12;2029;13995;0;0;0.0;0.0;13995.0
991;12;2030;14557;0;0;0.0;0.0;14557.0
992;12;2031;15084;0;0;0.0;0.0;15084.0
993;12;2032;15596;0;0;0.0;0.0;15596.0
994;12;2033;16058;0;0;0.0;0.0;16058.0
995;12;2034;16503;0;0;0.0;0.0;16503.0
996;12;2035;16912;0;0;0.0;0.0;16912.0
997;12;2036;17201;0;0;0.0;0.0;17201.0
998;12;2037;17356;0;0;0.0;0.0;17356.0
999;12;2038;17467;0;0;0.0;0.0;17467.0
1000;12;2039;17579;0;0;0.0;0.0;17579.0
1001;12;2040;17825;0;0;0.0;0.0;17825.0
1002;12;2041;17975;0;0;0.0;0.0;17975.0
1003;12;2042;17930;0;0;0.0;0.0;17930.0
1004;12;2043;17707;0;0;0.0;0.0;17707.0
1005;12;2044;17147;0;0;0.0;0.0;17147.0
1006;12;2045;16400;0;0;0.0;0.0;16400.0
1007;12;2046;15618;0;0;0.0;0.0;15618.0
1008;12;2047;14970;0;0;0.0;0.0;14970.0
1009;12;2048;14478;0;0;0.0;0.0;14478.0
1010;12;2049;14254;0;0;0.0;0.0;14254.0
1011;12;2050;14126;0;0;0.0;0.0;14126.0
1012;13;2005;5134;0;0;0.0;0.0;5134.0
1013;13;2006;5134;0;0;0.0;0.0;5134.0
1014;13;2007;5134;0;0;0.0;0.0;5134.0
1015;13;2008;5134;0;0;0.0;0.0;5134.0
1016;13;2009;5134;0;0;0.0;0.0;5134.0
1017;13;2010;5134;0;0;0.0;0.0;5134.0
1018;13;2011;5134;0;0;0.0;0.0;5134.0
1019;13;2012;5093;0;0;0.0;0.0;5093.0
1020;13;2013;5013;0;0;0.0;0.0;5013.0
1021;13;2014;4935;0;0;0.0;0.0;4935.0
1022;13;2015;4834;0;0;0.0;0.0;4834.0
1023;13;2016;4704;0;0;0.0;0.0;4704.0
1024;13;2017;4525;0;0;0.0;0.0;4525.0
1025;13;2018;4383;0;0;0.0;0.0;4383.0
1026;13;2019;4325;0;0;0.0;0.0;4325.0
1027;13;2020;4321;0;0;0.0;0.0;4321.0
1028;13;2021;4245;0;0;0.0;0.0;4245.0
1029;13;2022;4659;0;0;0.0;0.0;4659.0
1030;13;2023;4966;0;0;0.0;0.0;4966.0
1031;13;2024;5158;0;0;0.0;0.0;5158.0
1032;13;2025;5286;0;0;0.0;0.0;5286.0
1033;13;2026;5461;0;0;0.0;0.0;5461.0
1034;13;2027;5449;0;0;0.0;0.0;5449.0
1035;13;2028;5557;0;0;0.0;0.0;5557.0
1036;13;2029;5732;0;0;0.0;0.0;5732.0
1037;13;2030;5971;0;0;0.0;0.0;5971.0
1038;13;2031;6240;0;0;0.0;0.0;6240.0
1039;13;2032;6571;0;0;0.0;0.0;6571.0
1040;13;2033;6908;0;0;0.0;0.0;6908.0
1041;13;2034;7242;0;0;0.0;0.0;7242.0
1042;13;2035;7588;0;0;0.0;0.0;7588.0
1043;13;2036;7901;0;0;0.0;0.0;7901.0
1044;13;2037;8202;0;0;0.0;0.0;8202.0
1045;13;2038;8470;0;0;0.0;0.0;8470.0
1046;13;2039;8730;0;0;0.0;0.0;8730.0
1047;13;2040;8976;0;0;0.0;0.0;8976.0
1048;13;2041;9162;0;0;0.0;0.0;9162.0
1049;13;2042;9287;0;0;0.0;0.0;9287.0
1050;13;2043;9389;0;0;0.0;0.0;9389.0
1051;13;2044;9490;0;0;0.0;0.0;9490.0
1052;13;2045;9661;0;0;0.0;0.0;9661.0
1053;13;2046;9773;0;0;0.0;0.0;9773.0
1054;13;2047;9770;0;0;0.0;0.0;9770.0
1055;13;2048;9659;0;0;0.0;0.0;9659.0
1056;13;2049;9356;0;0;0.0;0.0;9356.0
1057;13;2050;8950;0;0;0.0;0.0;8950.0
1058;14;2005;1969;0;0;0.0;0.0;1969.0
1059;14;2006;1969;0;0;0.0;0.0;1969.0
1060;14;2007;1969;0;0;0.0;0.0;1969.0
1061;14;2008;1969;0;0;0.0;0.0;1969.0
1062;14;2009;1969;0;0;0.0;0.0;1969.0
1063;14;2010;1969;0;0;0.0;0.0;1969.0
1064;14;2011;1969;0;0;0.0;0.0;1969.0
1065;14;2012;1969;0;0;0.0;0.0;1969.0
1066;14;2013;1969;0;0;0.0;0.0;1969.0
1067;14;2014;1969;0;0;0.0;0.0;1969.0
1068;14;2015;1969;0;0;0.0;0.0;1969.0
1069;14;2016;1969;0;0;0.0;0.0;1969.0
1070;14;2017;1941;0;0;0.0;0.0;1941.0
1071;14;2018;1889;0;0;0.0;0.0;1889.0
1072;14;2019;1831;0;0;0.0;0.0;1831.0
1073;14;2020;1761;0;0;0.0;0.0;1761.0
1074;14;2021;1679;0;0;0.0;0.0;1679.0
1075;14;2022;1581;0;0;0.0;0.0;1581.0
1076;14;2023;1508;0;0;0.0;0.0;1508.0
1077;14;2024;1475;0;0;0.0;0.0;1475.0
1078;14;2025;1470;0;0;0.0;0.0;1470.0
1079;14;2026;1444;0;0;0.0;0.0;1444.0
1080;14;2027;1619;0;0;0.0;0.0;1619.0
1081;14;2028;1751;0;0;0.0;0.0;1751.0
1082;14;2029;1846;0;0;0.0;0.0;1846.0
1083;14;2030;1920;0;0;0.0;0.0;1920.0
1084;14;2031;2014;0;0;0.0;0.0;2014.0
1085;14;2032;2057;0;0;0.0;0.0;2057.0
1086;14;2033;2151;0;0;0.0;0.0;2151.0
1087;14;2034;2270;0;0;0.0;0.0;2270.0
1088;14;2035;2413;0;0;0.0;0.0;2413.0
1089;14;2036;2567;0;0;0.0;0.0;2567.0
1090;14;2037;2749;0;0;0.0;0.0;2749.0
1091;14;2038;2935;0;0;0.0;0.0;2935.0
1092;14;2039;3114;0;0;0.0;0.0;3114.0
1093;14;2040;3295;0;0;0.0;0.0;3295.0
1094;14;2041;3458;0;0;0.0;0.0;3458.0
1095;14;2042;3620;0;0;0.0;0.0;3620.0
1096;14;2043;3768;0;0;0.0;0.0;3768.0
1097;14;2044;3922;0;0;0.0;0.0;3922.0
1098;14;2045;4074;0;0;0.0;0.0;4074.0
1099;14;2046;4196;0;0;0.0;0.0;4196.0
1100;14;2047;4289;0;0;0.0;0.0;4289.0
1101;14;2048;4370;0;0;0.0;0.0;4370.0
1102;14;2049;4447;0;0;0.0;0.0;4447.0
1103;14;2050;4555;0;0;0.0;0.0;4555.0
1104;15;2005;500;0;0;0.0;0.0;500.0
1105;15;2006;500;0;0;0.0;0.0;500.0
1106;15;2007;500;0;0;0.0;0.0;500.0
1107;15;2008;500;0;0;0.0;0.0;500.0
1108;15;2009;500;0;0;0.0;0.0;500.0
1109;15;2010;500;0;0;0.0;0.0;500.0
1110;15;2011;500;0;0;0.0;0.0;500.0
1111;15;2012;500;0;0;0.0;0.0;500.0
1112;15;2013;500;0;0;0.0;0.0;500.0
1113;15;2014;500;0;0;0.0;0.0;500.0
1114;15;2015;500;0;0;0.0;0.0;500.0
1115;15;2016;500;0;0;0.0;0.0;500.0
1116;15;2017;500;0;0;0.0;0.0;500.0
1117;15;2018;500;0;0;0.0;0.0;500.0
1118;15;2019;500;0;0;0.0;0.0;500.0
1119;15;2020;500;0;0;0.0;0.0;500.0
1120;15;2021;500;0;0;0.0;0.0;500.0
1121;15;2022;487;0;0;0.0;0.0;487.0
1122;15;2023;464;0;0;0.0;0.0;464.0
1123;15;2024;439;0;0;0.0;0.0;439.0
1124;15;2025;412;0;0;0.0;0.0;412.0
1125;15;2026;383;0;0;0.0;0.0;383.0
1126;15;2027;354;0;0;0.0;0.0;354.0
1127;15;2028;337;0;0;0.0;0.0;337.0
1128;15;2029;333;0;0;0.0;0.0;333.0
1129;15;2030;339;0;0;0.0;0.0;339.0
1130;15;2031;341;0;0;0.0;0.0;341.0
1131;15;2032;399;0;0;0.0;0.0;399.0
1132;15;2033;440;0;0;0.0;0.0;440.0
1133;15;2034;474;0;0;0.0;0.0;474.0
1134;15;2035;500;0;0;0.0;0.0;500.0
1135;15;2036;535;0;0;0.0;0.0;535.0
1136;15;2037;561;0;0;0.0;0.0;561.0
1137;15;2038;603;0;0;0.0;0.0;603.0
1138;15;2039;654;0;0;0.0;0.0;654.0
1139;15;2040;710;0;0;0.0;0.0;710.0
1140;15;2041;767;0;0;0.0;0.0;767.0
1141;15;2042;832;0;0;0.0;0.0;832.0
1142;15;2043;898;0;0;0.0;0.0;898.0
1143;15;2044;960;0;0;0.0;0.0;960.0
1144;15;2045;1021;0;0;0.0;0.0;1021.0
1145;15;2046;1080;0;0;0.0;0.0;1080.0
1146;15;2047;1140;0;0;0.0;0.0;1140.0
1147;15;2048;1199;0;0;0.0;0.0;1199.0
1148;15;2049;1263;0;0;0.0;0.0;1263.0
1149;15;2050;1327;0;0;0.0;0.0;1327.0
1150;16;2005;75;0;0;0.0;0.0;75.0
1151;16;2006;75;0;0;0.0;0.0;75.0
1152;16;2007;75;0;0;0.0;0.0;75.0
1153;16;2008;75;0;0;0.0;0.0;75.0
1154;16;2009;75;0;0;0.0;0.0;75.0
1155;16;2010;75;0;0;0.0;0.0;75.0
1156;16;2011;75;0;0;0.0;0.0;75.0
1157;16;2012;75;0;0;0.0;0.0;75.0
1158;16;2013;75;0;0;0.0;0.0;75.0
1159;16;2014;75;0;0;0.0;0.0;75.0
1160;16;2015;75;0;0;0.0;0.0;75.0
1161;16;2016;75;0;0;0.0;0.0;75.0
1162;16;2017;75;0;0;0.0;0.0;75.0
1163;16;2018;75;0;0;0.0;0.0;75.0
1164;16;2019;75;0;0;0.0;0.0;75.0
1165;16;2020;75;0;0;0.0;0.0;75.0
1166;16;2021;75;0;0;0.0;0.0;75.0
1167;16;2022;75;0;0;0.0;0.0;75.0
1168;16;2023;75;0;0;0.0;0.0;75.0
1169;16;2024;75;0;0;0.0;0.0;75.0
1170;16;2025;75;0;0;0.0;0.0;75.0
1171;16;2026;75;0;0;0.0;0.0;75.0
1172;16;2027;72;0;0;0.0;0.0;72.0
1173;16;2028;66;0;0;0.0;0.0;66.0
1174;16;2029;62;0;0;0.0;0.0;62.0
1175;16;2030;58;0;0;0.0;0.0;58.0
1176;16;2031;55;0;0;0.0;0.0;55.0
1177;16;2032;52;0;0;0.0;0.0;52.0
1178;16;2033;52;0;0;0.0;0.0;52.0
1179;16;2034;53;0;0;0.0;0.0;53.0
1180;16;2035;56;0;0;0.0;0.0;56.0
1181;16;2036;57;0;0;0.0;0.0;57.0
1182;16;2037;69;0;0;0.0;0.0;69.0
1183;16;2038;76;0;0;0.0;0.0;76.0
1184;16;2039;83;0;0;0.0;0.0;83.0
1185;16;2040;90;0;0;0.0;0.0;90.0
1186;16;2041;98;0;0;0.0;0.0;98.0
1187;16;2042;105;0;0;0.0;0.0;105.0
1188;16;2043;115;0;0;0.0;0.0;115.0
1189;16;2044;126;0;0;0.0;0.0;126.0
1190;16;2045;138;0;0;0.0;0.0;138.0
1191;16;2046;149;0;0;0.0;0.0;149.0
1192;16;2047;161;0;0;0.0;0.0;161.0
1193;16;2048;174;0;0;0.0;0.0;174.0
1194;16;2049;185;0;0;0.0;0.0;185.0
1195;16;2050;197;0;0;0.0;0.0;197.0
1196;17;2005;6;0;0;0.0;0.0;6.0
1197;17;2006;6;0;0;0.0;0.0;6.0
1198;17;2007;6;0;0;0.0;0.0;6.0
1199;17;2008;6;0;0;0.0;0.0;6.0
1200;17;2009;6;0;0;0.0;0.0;6.0
1201;17;2010;6;0;0;0.0;0.0;6.0
1202;17;2011;6;0;0;0.0;0.0;6.0
1203;17;2012;6;0;0;0.0;0.0;6.0
1204;17;2013;6;0;0;0.0;0.0;6.0
1205;17;2014;6;0;0;0.0;0.0;6.0
1206;17;2015;6;0;0;0.0;0.0;6.0
1207;17;2016;6;0;0;0.0;0.0;6.0
1208;17;2017;6;0;0;0.0;0.0;6.0
1209;17;2018;6;0;0;0.0;0.0;6.0
1210;17;2019;6;0;0;0.0;0.0;6.0
1211;17;2020;6;0;0;0.0;0.0;6.0
1212;17;2021;6;0;0;0.0;0.0;6.0
1213;17;2022;6;0;0;0.0;0.0;6.0
1214;17;2023;6;0;0;0.0;0.0;6.0
1215;17;2024;6;0;0;0.0;0.0;6.0
1216;17;2025;6;0;0;0.0;0.0;6.0
1217;17;2026;6;0;0;0.0;0.0;6.0
1218;17;2027;6;0;0;0.0;0.0;6.0
1219;17;2028;6;0;0;0.0;0.0;6.0
1220;17;2029;6;0;0;0.0;0.0;6.0
1221;17;2030;6;0;0;0.0;0.0;6.0
1222;17;2031;6;0;0;0.0;0.0;6.0
1223;17;2032;5;0;0;0.0;0.0;5.0
1224;17;2033;5;0;0;0.0;0.0;5.0
1225;17;2034;5;0;0;0.0;0.0;5.0
1226;17;2035;5;0;0;0.0;0.0;5.0
1227;17;2036;5;0;0;0.0;0.0;5.0
1228;17;2037;5;0;0;0.0;0.0;5.0
1229;17;2038;5;0;0;0.0;0.0;5.0
1230;17;2039;5;0;0;0.0;0.0;5.0
1231;17;2040;5;0;0;0.0;0.0;5.0
1232;17;2041;5;0;0;0.0;0.0;5.0
1233;17;2042;7;0;0;0.0;0.0;7.0
1234;17;2043;7;0;0;0.0;0.0;7.0
1235;17;2044;9;0;0;0.0;0.0;9.0
1236;17;2045;9;0;0;0.0;0.0;9.0
1237;17;2046;10;0;0;0.0;0.0;10.0
1238;17;2047;11;0;0;0.0;0.0;11.0
1239;17;2048;12;0;0;0.0;0.0;12.0
1240;17;2049;13;0;0;0.0;0.0;13.0
1241;17;2050;13;0;0;0.0;0.0;13.0
