ID;InstitutioneleBeleggers;LanglopendeBeleggingen;Perioden;StandBeginKwartaal_1;Aankopen_2;Verkopen_3;Herwaarderingen_4;OverigeMutaties_5;StandEindKwartaal_6
187;Verzekeringsmaatschappijen;Aand. en deeln., beleggingsinstellingen;2004, 4e kwartaal;62777.8;4078.1;3134.1;703.1;-352.1;64072.8
188;Verzekeringsmaatschappijen;Aand. en deeln., beleggingsinstellingen;2005, 1e kwartaal;64072.8;8504.6;6898.8;1640.9;-964.1;66355.4
189;Verzekeringsmaatschappijen;Aand. en deeln., beleggingsinstellingen;2005, 2e kwartaal;66355.4;4619.6;3315.0;2674.9;-423.0;69911.9
190;Verzekeringsmaatschappijen;Aand. en deeln., beleggingsinstellingen;2005, 3e kwartaal;69911.9;5566.7;4480.5;1442.1;6.7;72446.9
191;Verzekeringsmaatschappijen;Aand. en deeln., beleggingsinstellingen;2005, 4e kwartaal;72446.9;5901.1;5121.3;2236.1;0.6;75463.4
192;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2002, 1e kwartaal;39929.6;5078.4;3868.7;954.1;0.0;42093.4
193;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2002, 2e kwartaal;42093.4;4980.1;6508.4;-6713.8;12.7;33864.0
194;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2002, 3e kwartaal;33864.0;2576.2;2675.3;-7374.3;-620.4;25770.2
195;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2002, 4e kwartaal;25770.2;8148.2;8757.7;2645.4;-160.6;27645.5
196;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2003, 1e kwartaal;27645.5;2101.1;3953.6;-3763.0;-649.8;21380.2
197;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2003, 2e kwartaal;21380.2;3441.1;3907.5;2984.5;84.7;23983.0
198;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2003, 3e kwartaal;23983.0;1369.6;1595.8;649.6;-525.9;23880.5
199;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2003, 4e kwartaal;23880.5;3812.6;3778.8;1714.1;-137.1;25491.3
200;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2004, 1e kwartaal;25491.3;2043.4;2227.0;1561.1;-17.0;26851.8
201;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2004, 2e kwartaal;26851.8;3044.7;2702.1;-177.4;140.6;27157.6
202;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2004, 3e kwartaal;27157.6;2154.5;3193.8;-572.4;-22.9;25523.0
203;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2004, 4e kwartaal;25523.0;3646.0;3683.7;1433.5;324.7;27243.5
204;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2005, 1e kwartaal;27243.5;2426.2;4024.8;875.3;704.0;27224.2
205;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2005, 2e kwartaal;27224.2;2408.4;3093.0;1336.3;-134.9;27741.0
206;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2005, 3e kwartaal;27741.0;2546.7;1803.1;1687.8;5.7;30178.1
207;Verzekeringsmaatschappijen;Aand. en deeln., overig beursgenoteerd;2005, 4e kwartaal;30178.1;2745.3;3050.1;1328.4;1.3;31203.0
208;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2002, 1e kwartaal;10260.2;1212.4;927.8;134.1;0.0;10678.9
209;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2002, 2e kwartaal;10678.9;789.4;634.2;-689.7;-242.7;9901.7
210;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2002, 3e kwartaal;9901.7;1387.0;1245.2;-1361.0;-38.2;8644.3
211;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2002, 4e kwartaal;8644.3;405.6;1849.2;127.8;-3495.8;3832.7
212;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2003, 1e kwartaal;3832.7;163.1;774.3;-162.7;-308.7;2750.1
213;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2003, 2e kwartaal;2750.1;122.4;258.8;166.9;-87.8;2692.8
214;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2003, 3e kwartaal;2692.8;892.9;894.4;13.0;267.8;2972.1
215;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2003, 4e kwartaal;2972.1;535.9;1010.2;-121.7;227.2;2603.3
216;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2004, 1e kwartaal;2603.3;561.9;303.2;85.1;535.9;3483.0
217;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2004, 2e kwartaal;3483.0;698.9;432.9;-133.0;-242.0;3374.0
218;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2004, 3e kwartaal;3374.0;157.0;221.4;6.9;9.5;3326.0
219;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2004, 4e kwartaal;3326.0;608.6;233.1;-80.9;6.4;3627.0
220;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2005, 1e kwartaal;3627.0;953.0;659.4;137.0;1115.5;5173.1
221;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2005, 2e kwartaal;5173.1;767.3;819.9;-45.4;-27.8;5047.3
222;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2005, 3e kwartaal;5047.3;304.9;223.0;68.0;-1.5;5195.7
223;Verzekeringsmaatschappijen;Aand. en deeln., overig niet-beursgenot.;2005, 4e kwartaal;5195.7;865.3;291.2;254.4;573.6;6597.8
224;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2002, 1e kwartaal;37775.3;4176.7;1184.1;-54.5;0.0;40713.4
225;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2002, 2e kwartaal;40713.4;3111.1;1131.6;138.6;-0.6;42830.9
226;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2002, 3e kwartaal;42830.9;3019.5;2139.9;147.4;521.9;44379.8
227;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2002, 4e kwartaal;44379.8;3615.2;4936.0;325.5;843.9;44228.4
228;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2003, 1e kwartaal;44228.4;2424.5;4825.4;618.4;-902.8;41543.1
229;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2003, 2e kwartaal;41543.1;5006.4;3461.8;230.5;-84.3;43233.9
230;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2003, 3e kwartaal;43233.9;3438.2;1660.1;-555.3;-1349.6;43107.1
231;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2003, 4e kwartaal;43107.1;3470.5;11980.3;-199.1;-638.2;33760.0
232;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2004, 1e kwartaal;33760.0;1199.5;952.8;46.5;292.3;34345.5
233;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2004, 2e kwartaal;34345.5;1162.9;2274.4;-86.4;4.7;33152.3
234;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2004, 3e kwartaal;33152.3;1205.8;976.2;66.8;-4.1;33444.6
235;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2004, 4e kwartaal;33444.6;1019.3;5351.6;-4.5;-3.3;29104.5
236;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2005, 1e kwartaal;29104.5;1104.3;910.0;-225.6;55.9;29129.1
237;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2005, 2e kwartaal;29129.1;1120.4;3281.1;-49.8;-172.3;26746.3
238;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2005, 3e kwartaal;26746.3;1684.6;1110.2;-0.8;2.8;27322.7
239;Verzekeringsmaatschappijen;Langlopend krediet, woninghypotheken;2005, 4e kwartaal;27322.7;2315.6;2713.1;124.1;0.2;27049.5
240;Verzekeringsmaatschappijen;Langlopend krediet, overige;2002, 1e kwartaal;43884.3;2600.1;3606.9;-270.2;0.0;42607.3
241;Verzekeringsmaatschappijen;Langlopend krediet, overige;2002, 2e kwartaal;42607.3;1067.6;3236.7;307.3;134.6;40880.1
242;Verzekeringsmaatschappijen;Langlopend krediet, overige;2002, 3e kwartaal;40880.1;1158.6;1332.4;-38.4;-261.3;40406.6
243;Verzekeringsmaatschappijen;Langlopend krediet, overige;2002, 4e kwartaal;40406.6;3669.7;4070.1;115.1;-795.3;39326.0
244;Verzekeringsmaatschappijen;Langlopend krediet, overige;2003, 1e kwartaal;39326.0;2136.9;5431.2;-157.8;-89.4;35784.5
245;Verzekeringsmaatschappijen;Langlopend krediet, overige;2003, 2e kwartaal;35784.5;2289.5;3448.1;157.1;-23.3;34759.7
246;Verzekeringsmaatschappijen;Langlopend krediet, overige;2003, 3e kwartaal;34759.7;1229.3;1498.3;-134.6;669.6;35025.7
247;Verzekeringsmaatschappijen;Langlopend krediet, overige;2003, 4e kwartaal;35025.7;5782.9;8220.3;608.4;-38.7;33158.0
248;Verzekeringsmaatschappijen;Langlopend krediet, overige;2004, 1e kwartaal;33158.0;1791.6;3278.3;179.7;-3358.4;28492.6
249;Verzekeringsmaatschappijen;Langlopend krediet, overige;2004, 2e kwartaal;28492.6;3851.6;4227.5;-275.5;52.5;27893.7
250;Verzekeringsmaatschappijen;Langlopend krediet, overige;2004, 3e kwartaal;27893.7;1777.7;2707.8;126.4;45.3;27135.3
251;Verzekeringsmaatschappijen;Langlopend krediet, overige;2004, 4e kwartaal;27135.3;1077.7;3208.5;224.8;43.4;25272.7
252;Verzekeringsmaatschappijen;Langlopend krediet, overige;2005, 1e kwartaal;25272.7;1818.3;2365.4;320.1;-1109.3;23936.4
253;Verzekeringsmaatschappijen;Langlopend krediet, overige;2005, 2e kwartaal;23936.4;659.9;1421.7;336.9;-99.8;23411.7
254;Verzekeringsmaatschappijen;Langlopend krediet, overige;2005, 3e kwartaal;23411.7;943.6;927.9;164.8;9.5;23601.7
255;Verzekeringsmaatschappijen;Langlopend krediet, overige;2005, 4e kwartaal;23601.7;1513.8;826.9;368.3;-67.1;24589.8
256;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2002, 1e kwartaal;14878.3;173.6;1406.4;17.8;0.0;13663.3
257;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2002, 2e kwartaal;13663.3;254.8;248.6;43.9;-3.8;13709.6
258;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2002, 3e kwartaal;13709.6;70.8;522.9;88.5;-12.9;13333.1
259;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2002, 4e kwartaal;13333.1;99.6;767.3;278.8;-12.7;12931.5
260;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2003, 1e kwartaal;12931.5;108.1;271.7;91.4;448.9;13308.2
261;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2003, 2e kwartaal;13308.2;2.6;160.4;108.4;71.1;13329.9
262;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2003, 3e kwartaal;13329.9;27.9;99.0;121.6;-110.6;13269.8
263;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2003, 4e kwartaal;13269.8;113.0;360.3;-41.8;204.7;13185.4
264;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2004, 1e kwartaal;13185.4;33.9;30.1;108.4;-52.0;13245.6
265;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2004, 2e kwartaal;13245.6;112.7;161.1;71.3;-80.2;13188.3
266;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2004, 3e kwartaal;13188.3;57.9;8.7;95.1;155.7;13488.3
267;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2004, 4e kwartaal;13488.3;81.0;443.8;206.4;-27.5;13304.4
268;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2005, 1e kwartaal;13304.4;307.5;176.6;127.7;95.0;13658.0
269;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2005, 2e kwartaal;13658.0;204.3;172.2;18.8;21.2;13730.1
270;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2005, 3e kwartaal;13730.1;316.3;758.7;85.5;16.8;13390.0
271;Pensioenfondsen;Onr.goed.niet in eigen gebruik, woningen;2005, 4e kwartaal;13390.0;256.0;272.9;248.0;24.3;13645.4
272;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2002, 1e kwartaal;8494.8;291.0;313.6;74.4;0.0;8546.6
273;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2002, 2e kwartaal;8546.6;79.5;385.2;159.2;-4.3;8395.8
274;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2002, 3e kwartaal;8395.8;141.6;129.9;-77.3;2.7;8332.9
275;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2002, 4e kwartaal;8332.9;259.9;600.5;131.9;12.3;8136.5
276;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2003, 1e kwartaal;8136.5;527.2;127.3;-10.7;730.9;9256.6
277;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2003, 2e kwartaal;9256.6;77.1;180.3;41.2;73.3;9267.9
278;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2003, 3e kwartaal;9267.9;40.5;43.1;-39.9;-22.8;9202.6
279;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2003, 4e kwartaal;9202.6;59.0;925.2;24.7;-105.4;8255.7
280;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2004, 1e kwartaal;8255.7;105.1;70.3;37.9;1.9;8330.3
281;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2004, 2e kwartaal;8330.3;359.1;226.8;56.6;19.1;8538.3
282;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2004, 3e kwartaal;8538.3;61.2;50.3;4.1;-12.3;8541.0
283;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2004, 4e kwartaal;8541.0;409.8;374.2;-132.8;-35.0;8408.8
284;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2005, 1e kwartaal;8408.8;190.3;106.1;7.5;86.0;8586.5
285;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2005, 2e kwartaal;8586.5;327.8;159.5;31.9;161.8;8948.5
286;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2005, 3e kwartaal;8948.5;129.1;174.1;40.9;-1.0;8943.4
287;Pensioenfondsen;Onr.goed.niet in eigen gebruik, overige;2005, 4e kwartaal;8943.4;327.7;282.1;65.2;53.8;9108.0
288;Pensioenfondsen;Obligaties;2002, 1e kwartaal;159105.7;66531.3;65082.5;-1510.9;0.0;159043.6
289;Pensioenfondsen;Obligaties;2002, 2e kwartaal;159043.6;50792.8;50158.6;-414.4;7352.5;166615.9
290;Pensioenfondsen;Obligaties;2002, 3e kwartaal;166615.9;46824.5;45435.5;6744.0;610.7;175359.6
291;Pensioenfondsen;Obligaties;2002, 4e kwartaal;175359.6;107011.5;102326.6;-818.9;-2137.3;177088.3
292;Pensioenfondsen;Obligaties;2003, 1e kwartaal;177088.3;69857.0;68344.5;464.1;131.5;179196.4
293;Pensioenfondsen;Obligaties;2003, 2e kwartaal;179196.4;67254.7;66777.5;1985.7;1200.2;182859.5
294;Pensioenfondsen;Obligaties;2003, 3e kwartaal;182859.5;73793.6;71424.5;-2455.5;72.0;182845.1
295;Pensioenfondsen;Obligaties;2003, 4e kwartaal;182845.1;55912.4;53272.6;-3234.0;-176.1;182074.8
296;Pensioenfondsen;Obligaties;2004, 1e kwartaal;182074.8;70190.5;63159.0;5024.9;109.4;194240.6
297;Pensioenfondsen;Obligaties;2004, 2e kwartaal;194240.6;62657.3;61106.9;-2981.7;1800.1;194609.4
298;Pensioenfondsen;Obligaties;2004, 3e kwartaal;194609.4;65354.7;62198.8;3345.1;974.8;202085.2
299;Pensioenfondsen;Obligaties;2004, 4e kwartaal;202085.2;74739.0;69934.8;502.7;-1938.6;205453.5
300;Pensioenfondsen;Obligaties;2005, 1e kwartaal;205453.5;90324.0;81239.4;2589.6;-16.3;217111.4
301;Pensioenfondsen;Obligaties;2005, 2e kwartaal;217111.4;88808.4;85791.1;10560.4;1826.4;232515.5
302;Pensioenfondsen;Obligaties;2005, 3e kwartaal;232515.5;100390.5;95203.0;-707.3;-821.9;236173.8
303;Pensioenfondsen;Obligaties;2005, 4e kwartaal;236173.8;101637.5;89265.4;798.8;-3729.7;245615.0
304;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2002, 1e kwartaal;27956.3;5657.1;4015.1;166.2;0.0;29764.5
305;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2002, 2e kwartaal;29764.5;6549.0;6060.3;-3910.5;-117.9;26224.8
306;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2002, 3e kwartaal;26224.8;2178.7;1941.6;-4038.9;113.9;22536.9
307;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2002, 4e kwartaal;22536.9;5810.9;5472.7;409.6;1578.5;24863.2
308;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2003, 1e kwartaal;24863.2;3109.3;2186.3;-1543.2;448.4;24691.4
309;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2003, 2e kwartaal;24691.4;4387.1;986.5;2024.9;152.5;30269.4
310;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2003, 3e kwartaal;30269.4;4245.7;3284.9;1230.4;-74.3;32386.3
311;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2003, 4e kwartaal;32386.3;5564.2;4250.3;1488.5;220.7;35409.4
312;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2004, 1e kwartaal;35409.4;4117.5;3699.1;1919.9;570.4;38318.1
313;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2004, 2e kwartaal;38318.1;3841.8;3314.7;33.6;242.8;39121.6
314;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2004, 3e kwartaal;39121.6;4947.0;3267.4;-12.8;-219.6;40568.8
315;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2004, 4e kwartaal;40568.8;2356.9;4535.2;1495.4;-169.9;39716.0
316;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2005, 1e kwartaal;39716.0;2494.9;2076.8;1940.5;-946.8;41127.8
317;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2005, 2e kwartaal;41127.8;1948.2;2345.5;2218.4;-192.1;42756.8
318;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2005, 3e kwartaal;42756.8;3879.0;4525.4;2320.0;-1801.7;42628.7
319;Pensioenfondsen;Aand. en deeln., beleggingsinstellingen;2005, 4e kwartaal;42628.7;3840.2;2112.8;2064.2;104.8;46525.1
320;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2002, 1e kwartaal;182039.4;30751.3;23742.5;1377.2;0.0;190425.4
321;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2002, 2e kwartaal;190425.4;27639.1;20954.0;-30368.8;-5275.7;161466.0
322;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2002, 3e kwartaal;161466.0;24544.4;20191.1;-25186.7;-2657.0;137975.6
323;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2002, 4e kwartaal;137975.6;21274.5;22637.7;2324.1;4270.8;143207.3
324;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2003, 1e kwartaal;143207.3;24790.2;19096.9;-12202.4;-3294.7;133403.5
325;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2003, 2e kwartaal;133403.5;24262.1;21210.3;15120.3;-670.9;150904.7
326;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2003, 3e kwartaal;150904.7;23278.1;21308.2;4965.9;1263.2;159103.7
327;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2003, 4e kwartaal;159103.7;20080.7;17544.8;9338.1;-1917.3;169060.4
328;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2004, 1e kwartaal;169060.4;35398.3;33268.0;9051.2;-493.1;179748.8
329;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2004, 2e kwartaal;179748.8;27402.2;28060.0;-121.4;6752.3;185721.9
330;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2004, 3e kwartaal;185721.9;29946.4;29515.3;-2736.6;-4501.0;178915.4
331;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2004, 4e kwartaal;178915.4;35728.8;32258.9;5325.1;211.7;187922.1
332;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2005, 1e kwartaal;187922.1;38034.9;36028.9;6083.0;704.2;196715.3
333;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2005, 2e kwartaal;196715.3;31133.4;29659.1;15994.3;193.2;214377.1
334;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2005, 3e kwartaal;214377.1;44175.0;41785.7;15580.1;-869.9;231476.6
335;Pensioenfondsen;Aand. en deeln., overig beursgenoteerd;2005, 4e kwartaal;231476.6;24058.1;34381.5;11911.4;-551.8;232512.8
336;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2002, 1e kwartaal;15091.9;711.3;908.0;1834.3;0.0;16729.5
337;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2002, 2e kwartaal;16729.5;534.3;548.7;-3517.7;3310.4;16507.8
338;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2002, 3e kwartaal;16507.8;1447.7;725.0;-1388.7;-2.5;15839.3
339;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2002, 4e kwartaal;15839.3;823.1;904.0;41.8;6.9;15807.1
340;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2003, 1e kwartaal;15807.1;4116.4;3351.6;-808.0;1260.9;17024.8
341;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2003, 2e kwartaal;17024.8;4040.1;3761.2;1118.9;-512.6;17910.0
342;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2003, 3e kwartaal;17910.0;3635.2;3349.4;1361.0;-1051.7;18505.1
343;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2003, 4e kwartaal;18505.1;6941.3;4734.5;1207.9;-22.0;21897.8
344;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2004, 1e kwartaal;21897.8;552.2;455.9;978.7;694.9;23667.7
345;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2004, 2e kwartaal;23667.7;3479.2;2764.7;-145.8;-945.1;23291.3
346;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2004, 3e kwartaal;23291.3;1000.3;777.1;116.2;163.1;23793.8
347;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2004, 4e kwartaal;23793.8;1490.2;1620.4;441.8;730.1;24835.5
348;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2005, 1e kwartaal;24835.5;4466.1;3616.3;1094.5;1412.9;28192.7
349;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2005, 2e kwartaal;28192.7;1802.7;2665.0;1645.4;130.4;29106.2
350;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2005, 3e kwartaal;29106.2;2052.3;4332.0;2396.7;2610.0;31833.2
351;Pensioenfondsen;Aand. en deeln., overig niet-beursgenot.;2005, 4e kwartaal;31833.2;4081.0;3685.6;2699.3;-942.2;33985.7
352;Pensioenfondsen;Langlopend krediet, woninghypotheken;2002, 1e kwartaal;9606.0;757.9;416.6;-40.5;0.0;9906.8
353;Pensioenfondsen;Langlopend krediet, woninghypotheken;2002, 2e kwartaal;9906.8;739.0;725.6;-77.7;115.9;9958.4
354;Pensioenfondsen;Langlopend krediet, woninghypotheken;2002, 3e kwartaal;9958.4;585.3;438.3;262.1;78.5;10446.0
355;Pensioenfondsen;Langlopend krediet, woninghypotheken;2002, 4e kwartaal;10446.0;116.8;380.0;128.0;286.4;10597.2
356;Pensioenfondsen;Langlopend krediet, woninghypotheken;2003, 1e kwartaal;10597.2;228.2;389.4;326.4;-108.1;10654.3
357;Pensioenfondsen;Langlopend krediet, woninghypotheken;2003, 2e kwartaal;10654.3;108.1;238.3;343.8;6.6;10874.5
358;Pensioenfondsen;Langlopend krediet, woninghypotheken;2003, 3e kwartaal;10874.5;92.4;270.0;-135.6;13.2;10574.5
359;Pensioenfondsen;Langlopend krediet, woninghypotheken;2003, 4e kwartaal;10574.5;193.4;475.0;-156.1;-39.4;10097.4
360;Pensioenfondsen;Langlopend krediet, woninghypotheken;2004, 1e kwartaal;10097.4;81.4;169.7;115.1;-75.2;10049.0
361;Pensioenfondsen;Langlopend krediet, woninghypotheken;2004, 2e kwartaal;10049.0;93.7;274.5;-95.1;-4.1;9769.0
362;Pensioenfondsen;Langlopend krediet, woninghypotheken;2004, 3e kwartaal;9769.0;123.0;301.7;64.6;-53.6;9601.3
363;Pensioenfondsen;Langlopend krediet, woninghypotheken;2004, 4e kwartaal;9601.3;104.9;496.3;115.9;40.3;9366.1
364;Pensioenfondsen;Langlopend krediet, woninghypotheken;2005, 1e kwartaal;9366.1;42.7;332.7;-18.9;-0.3;9056.9
365;Pensioenfondsen;Langlopend krediet, woninghypotheken;2005, 2e kwartaal;9056.9;119.7;1277.5;151.8;-6.3;8044.6
366;Pensioenfondsen;Langlopend krediet, woninghypotheken;2005, 3e kwartaal;8044.6;133.4;296.7;-51.6;2.2;7831.9
367;Pensioenfondsen;Langlopend krediet, woninghypotheken;2005, 4e kwartaal;7831.9;86.8;416.4;-20.7;42.6;7524.2
368;Pensioenfondsen;Langlopend krediet, overige;2002, 1e kwartaal;27700.1;598.9;1353.6;104.6;0.0;27050.0
369;Pensioenfondsen;Langlopend krediet, overige;2002, 2e kwartaal;27050.0;325.5;1479.7;-67.6;-1578.0;24250.2
370;Pensioenfondsen;Langlopend krediet, overige;2002, 3e kwartaal;24250.2;769.6;3520.8;-180.6;156.4;21474.8
371;Pensioenfondsen;Langlopend krediet, overige;2002, 4e kwartaal;21474.8;1291.6;3894.2;69.4;925.2;19866.8
372;Pensioenfondsen;Langlopend krediet, overige;2003, 1e kwartaal;19866.8;1545.9;2478.9;-1016.8;928.7;18845.7
373;Pensioenfondsen;Langlopend krediet, overige;2003, 2e kwartaal;18845.7;230.6;1131.7;-361.7;207.3;17790.2
374;Pensioenfondsen;Langlopend krediet, overige;2003, 3e kwartaal;17790.2;411.7;1834.4;-410.6;177.7;16134.6
375;Pensioenfondsen;Langlopend krediet, overige;2003, 4e kwartaal;16134.6;218.0;1525.0;-437.5;-32.1;14358.0
376;Pensioenfondsen;Langlopend krediet, overige;2004, 1e kwartaal;14358.0;138.8;942.0;86.0;-920.2;12720.6
377;Pensioenfondsen;Langlopend krediet, overige;2004, 2e kwartaal;12720.6;23.4;583.8;-196.4;43.6;12007.4
378;Pensioenfondsen;Langlopend krediet, overige;2004, 3e kwartaal;12007.4;76.1;333.6;88.4;273.5;12111.8
379;Pensioenfondsen;Langlopend krediet, overige;2004, 4e kwartaal;12111.8;142.9;846.5;-53.5;-41.7;11313.0
