ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenEindSeptember_2;WerkzamePersonenFTEEindSeptember_3;WerknemersOpDeEigenLoonlijst_4;WerknemersFTEOpDeEigenLoonlijst_5;BrutoLonenEnSalarissen_6;TotaleBedrijfsopbrengsten_7;NettoOmzet_8;OverigeBedrijfsopbrengsten_9;TotaleBedrijfslasten_10;TotaleInkoopwaardeOmzet_11;InkoopwaardeExclusiefHandelsgoederen_12;Arbeidskosten_13;AfschrijvingenOpVasteActiva_14;TotaleOverigeBedrijfslasten_15;OverigePersoneelskosten_16;KostenVervoermiddelen_17;KostenEnergieverbruik_18;Huisvestingkosten_19;KostenMachinesEnInstallaties_20;Verkoopkosten_21;Communicatiekosten_22;KostenVanDienstverleningDoorDerden_23;NietEerderGenoemdeBedrijfslasten_24;Bedrijfsresultaat_25;SaldoFinancieleBatenEnLasten_26;FinancieleBaten_27;FinancieleLasten_28;SaldoVoorzieningen_29;OnttrekkingenVrijvalVanVoorzieningen_30;ToevoegingenAanVoorzieningen_31;SaldoBuitengewoneBatenEnLasten_32;BuitengewoneBaten_33;BuitengewoneLasten_34;ResultaatVoorBelastingen_35
85;6311 Laad-, los- en overslagbedrijven;2001;370;10.8;10.3;9.7;9.3;353.0;1391.0;1354.0;37.0;1305.0;197.0;187.0;439.0;123.0;547.0;120.0;30.0;25.0;130.0;153.0;10.0;6.0;29.0;42.0;86.0;-20.0;9.0;29.0;-5.0;2.0;7.0;0.0;14.0;14.0;61.0
86;6311 Laad-, los- en overslagbedrijven;2002;355;9.9;9.4;8.7;8.3;344.0;1383.0;1322.0;61.0;1291.0;229.0;205.0;433.0;115.0;513.0;98.0;31.0;23.0;128.0;133.0;9.0;6.0;31.0;54.0;92.0;-8.0;18.0;26.0;-16.0;1.0;17.0;2.0;7.0;5.0;70.0
87;6311 Laad-, los- en overslagbedrijven;2003;310;9.8;9.3;8.6;8.2;354.0;1703.0;1637.0;66.0;1520.0;447.0;440.0;443.0;118.0;513.0;95.0;31.0;26.0;132.0;129.0;10.0;6.0;33.0;51.0;183.0;-31.0;7.0;38.0;-3.0;3.0;6.0;17.0;21.0;5.0;166.0
88;6311 Laad-, los- en overslagbedrijven;2004;305;9.6;9.1;8.6;8.2;360.0;1727.0;1704.0;23.0;1574.0;522.0;513.0;445.0;96.0;511.0;105.0;37.0;26.0;124.0;123.0;10.0;6.0;40.0;41.0;153.0;-32.0;8.0;40.0;-7.0;2.0;9.0;11.0;14.0;3.0;125.0
89;6311 Laad-, los- en overslagbedrijven;2005;310;10.5;9.8;9.4;8.7;382.0;1834.0;1815.0;19.0;1645.0;486.0;470.0;476.0;103.0;580.0;100.0;39.0;35.0;163.0;135.0;11.0;6.0;50.0;40.0;189.0;-24.0;9.0;33.0;-8.0;3.0;11.0;4.0;6.0;3.0;161.0
90;6312 Opslagbedrijven;2000;585;12.7;11.3;10.4;9.8;306.0;1685.0;1648.0;37.0;1508.0;313.0;164.0;374.0;139.0;682.0;105.0;22.0;54.0;189.0;48.0;17.0;10.0;41.0;194.0;177.0;-44.0;54.0;97.0;-3.0;3.0;7.0;36.0;53.0;17.0;166.0
91;6312 Opslagbedrijven;2001;600;13.1;12.2;10.7;10.0;337.0;1824.0;1762.0;62.0;1603.0;355.0;223.0;410.0;156.0;681.0;118.0;21.0;56.0;188.0;50.0;20.0;9.0;44.0;174.0;221.0;-34.0;24.0;58.0;3.0;9.0;5.0;-51.0;45.0;96.0;139.0
92;6312 Opslagbedrijven;2002;600;13.5;12.7;11.2;10.5;382.0;2013.0;1953.0;60.0;1797.0;430.0;179.0;472.0;175.0;719.0;129.0;25.0;52.0;200.0;66.0;19.0;10.0;54.0;164.0;216.0;-12.0;60.0;72.0;-5.0;3.0;8.0;18.0;78.0;60.0;217.0
93;6312 Opslagbedrijven;2003;545;13.5;12.4;11.4;10.4;390.0;2016.0;1958.0;58.0;1872.0;327.0;233.0;502.0;192.0;850.0;126.0;30.0;54.0;197.0;67.0;16.0;10.0;77.0;275.0;145.0;-12.0;51.0;63.0;-4.0;7.0;11.0;21.0;78.0;57.0;149.0
94;6312 Opslagbedrijven;2004;530;15.6;14.1;12.9;11.6;462.0;2406.0;2350.0;57.0;2265.0;603.0;421.0;576.0;208.0;878.0;141.0;43.0;66.0;227.0;95.0;26.0;10.0;72.0;200.0;141.0;-11.0;38.0;49.0;18.0;23.0;4.0;1.0;62.0;61.0;150.0
95;6312 Opslagbedrijven;2005;565;15.3;12.9;11.8;10.7;468.0;2563.0;2512.0;50.0;2325.0;625.0;469.0;578.0;201.0;922.0;150.0;42.0;75.0;241.0;101.0;30.0;10.0;68.0;206.0;237.0;-24.0;30.0;54.0;-3.0;2.0;4.0;-16.0;17.0;33.0;195.0
96;632 Overige diensten voor het vervoer;2000;885;13.7;12.8;11.2;10.5;412.0;2595.0;1804.0;791.0;1997.0;126.0;112.0;502.0;319.0;1050.0;97.0;22.0;18.0;110.0;16.0;38.0;13.0;181.0;555.0;597.0;-191.0;106.0;297.0;-43.0;34.0;77.0;-4.0;30.0;34.0;358.0
97;632 Overige diensten voor het vervoer;2001;755;15.0;14.1;12.5;11.7;464.0;2987.0;1948.0;1039.0;2245.0;131.0;127.0;572.0;320.0;1222.0;128.0;29.0;18.0;154.0;19.0;42.0;14.0;172.0;646.0;742.0;-225.0;87.0;311.0;-125.0;34.0;159.0;-30.0;10.0;40.0;363.0
98;632 Overige diensten voor het vervoer;2002;845;16.7;15.6;14.1;13.2;527.0;3016.0;2015.0;1001.0;2438.0;95.0;87.0;664.0;324.0;1355.0;142.0;23.0;19.0;181.0;24.0;47.0;18.0;196.0;706.0;578.0;-191.0;212.0;403.0;-10.0;6.0;16.0;-26.0;6.0;32.0;351.0
99;632 Overige diensten voor het vervoer;2003;720;18.5;17.0;15.3;14.0;571.0;3309.0;2194.0;1115.0;2632.0;118.0;94.0;709.0;378.0;1427.0;147.0;26.0;21.0;199.0;46.0;40.0;19.0;261.0;667.0;678.0;-158.0;197.0;355.0;-9.0;5.0;14.0;-33.0;7.0;39.0;478.0
100;632 Overige diensten voor het vervoer;2004;690;17.5;16.1;14.6;13.3;597.0;3458.0;2376.0;1082.0;2812.0;108.0;99.0;740.0;452.0;1512.0;117.0;25.0;27.0;203.0;30.0;60.0;23.0;294.0;733.0;646.0;-191.0;88.0;278.0;-72.0;15.0;87.0;30.0;36.0;6.0;412.0
101;632 Overige diensten voor het vervoer;2005;735;17.8;16.2;14.9;13.6;609.0;3748.0;2588.0;1160.0;3010.0;127.0;121.0;741.0;474.0;1669.0;151.0;31.0;29.0;210.0;36.0;65.0;23.0;308.0;815.0;738.0;-186.0;94.0;280.0;-44.0;32.0;76.0;6.0;14.0;9.0;514.0
102;6321 Ov. diensten voor vervoer over land;2000;425;5.9;5.4;5.2;4.7;162.0;1010.0;275.0;735.0;883.0;11.0;4.0;184.0;92.0;596.0;55.0;4.0;3.0;29.0;5.0;6.0;3.0;26.0;464.0;127.0;-129.0;19.0;147.0;23.0;28.0;5.0;13.0;18.0;5.0;35.0
103;6321 Ov. diensten voor vervoer over land;2001;430;6.8;6.2;6.1;5.5;187.0;1309.0;309.0;1001.0;1014.0;6.0;5.0;213.0;89.0;706.0;58.0;5.0;3.0;39.0;6.0;6.0;4.0;30.0;554.0;296.0;-126.0;38.0;164.0;-105.0;1.0;107.0;-22.0;4.0;27.0;41.0
104;6321 Ov. diensten voor vervoer over land;2002;430;7.3;6.7;6.4;5.9;199.0;1316.0;356.0;959.0;1140.0;32.0;26.0;235.0;92.0;782.0;69.0;4.0;3.0;43.0;9.0;6.0;5.0;41.0;601.0;176.0;-129.0;114.0;243.0;-4.0;2.0;6.0;-12.0;0.0;12.0;31.0
105;6321 Ov. diensten voor vervoer over land;2003;400;8.3;7.4;6.7;6.1;211.0;1444.0;389.0;1055.0;1237.0;27.0;7.0;245.0;121.0;844.0;77.0;5.0;5.0;66.0;6.0;8.0;6.0;49.0;622.0;207.0;-137.0;52.0;189.0;-1.0;1.0;2.0;-12.0;4.0;17.0;58.0
106;6321 Ov. diensten voor vervoer over land;2004;390;7.2;6.4;6.1;5.5;199.0;1513.0;487.0;1026.0;1322.0;46.0;44.0;248.0;158.0;870.0;59.0;5.0;9.0;63.0;16.0;23.0;8.0;85.0;601.0;191.0;-126.0;18.0;144.0;0.0;4.0;4.0;-2.0;1.0;3.0;63.0
107;6321 Ov. diensten voor vervoer over land;2005;405;7.6;6.7;6.4;5.7;212.0;1693.0;583.0;1110.0;1475.0;43.0;41.0;257.0;162.0;1013.0;78.0;9.0;10.0;77.0;17.0;26.0;7.0;51.0;740.0;218.0;-133.0;23.0;156.0;-7.0;0.0;7.0;2.0;2.0;0.0;81.0
108;6322 Ov. diensten v. vervoer over water;2000;420;4.1;4.0;2.6;2.5;95.0;784.0;765.0;19.0;497.0;103.0;98.0;129.0;98.0;167.0;16.0;17.0;3.0;22.0;4.0;19.0;4.0;35.0;48.0;287.0;-73.0;26.0;99.0;-26.0;2.0;28.0;-9.0;1.0;10.0;179.0
109;6322 Ov. diensten v. vervoer over water;2001;280;4.3;4.2;2.9;2.9;120.0;854.0;843.0;11.0;582.0;113.0;110.0;161.0;108.0;200.0;29.0;23.0;3.0;48.0;4.0;22.0;4.0;32.0;35.0;272.0;-68.0;37.0;105.0;-23.0;5.0;28.0;-8.0;5.0;13.0;173.0
110;6322 Ov. diensten v. vervoer over water;2002;370;4.3;4.1;3.1;3.0;130.0;762.0;752.0;10.0;515.0;42.0;41.0;178.0;102.0;193.0;23.0;15.0;3.0;59.0;5.0;26.0;5.0;21.0;36.0;247.0;-75.0;33.0;108.0;-5.0;5.0;10.0;-14.0;5.0;18.0;153.0
111;6322 Ov. diensten v. vervoer over water;2003;270;4.1;4.0;2.8;2.8;129.0;805.0;784.0;21.0;541.0;76.0;75.0;176.0;104.0;185.0;17.0;18.0;3.0;48.0;29.0;20.0;4.0;25.0;20.0;264.0;-68.0;37.0;106.0;-9.0;3.0;12.0;-20.0;1.0;21.0;167.0
112;6322 Ov. diensten v. vervoer over water;2004;250;4.1;4.0;2.9;2.8;154.0;822.0;793.0;29.0;583.0;42.0;41.0;185.0;127.0;229.0;12.0;17.0;2.0;48.0;4.0;18.0;5.0;20.0;102.0;239.0;-71.0;6.0;77.0;-65.0;11.0;76.0;34.0;35.0;1.0;137.0
113;6322 Ov. diensten v. vervoer over water;2005;280;4.0;3.9;2.9;2.9;160.0;860.0;832.0;28.0;575.0;63.0;62.0;199.0;124.0;190.0;25.0;20.0;3.0;30.0;7.0;17.0;5.0;25.0;57.0;284.0;-64.0;7.0;71.0;-23.0;31.0;54.0;12.0;12.0;0.0;209.0
114;6323 Luchthavens,diensten tbv luchtvaart;2000;40;3.6;3.4;3.4;3.2;155.0;801.0;764.0;37.0;618.0;13.0;11.0;188.0;129.0;288.0;26.0;1.0;12.0;59.0;7.0;13.0;6.0;120.0;44.0;183.0;11.0;61.0;50.0;-41.0;3.0;44.0;-8.0;11.0;19.0;145.0
115;6323 Luchthavens,diensten tbv luchtvaart;2001;45;3.9;3.7;3.5;3.3;158.0;823.0;796.0;27.0;649.0;12.0;12.0;198.0;123.0;317.0;41.0;1.0;13.0;66.0;9.0;14.0;6.0;110.0;57.0;175.0;-30.0;12.0;42.0;3.0;27.0;24.0;1.0;1.0;0.0;148.0
116;6323 Luchthavens,diensten tbv luchtvaart;2002;45;5.1;4.8;4.6;4.3;198.0;938.0;907.0;31.0;782.0;21.0;20.0;251.0;130.0;380.0;49.0;4.0;12.0;79.0;10.0;15.0;8.0;134.0;69.0;156.0;12.0;64.0;52.0;0.0;0.0;0.0;0.0;2.0;2.0;167.0
117;6323 Luchthavens,diensten tbv luchtvaart;2003;45;6.1;5.5;5.8;5.1;231.0;1061.0;1021.0;39.0;854.0;15.0;13.0;288.0;153.0;398.0;53.0;4.0;13.0;85.0;11.0;12.0;9.0;186.0;25.0;206.0;47.0;108.0;60.0;1.0;1.0;0.0;0.0;2.0;2.0;254.0
118;6323 Luchthavens,diensten tbv luchtvaart;2004;50;6.2;5.7;5.6;5.0;245.0;1123.0;1096.0;27.0;907.0;20.0;14.0;307.0;167.0;413.0;45.0;3.0;15.0;92.0;10.0;19.0;10.0;189.0;30.0;216.0;6.0;64.0;58.0;-8.0;0.0;8.0;-2.0;0.0;3.0;212.0
119;6323 Luchthavens,diensten tbv luchtvaart;2005;50;6.2;5.6;5.6;5.0;238.0;1195.0;1173.0;22.0;960.0;22.0;18.0;285.0;188.0;465.0;48.0;2.0;15.0;104.0;12.0;22.0;10.0;232.0;19.0;236.0;11.0;65.0;53.0;-14.0;0.0;14.0;-9.0;0.0;9.0;224.0
120;633 Reis-/informatiebureaus tbv toerisme;2000;2245;22.6;18.4;20.1;16.5;409.0;4209.0;4155.0;54.0;4121.0;2907.0;2812.0;486.0;62.0;666.0;66.0;14.0;7.0;71.0;33.0;262.0;57.0;52.0;104.0;89.0;15.0;42.0;27.0;-3.0;1.0;5.0;-8.0;19.0;27.0;92.0
121;633 Reis-/informatiebureaus tbv toerisme;2001;2370;24.1;19.7;21.5;17.6;420.0;4445.0;4376.0;69.0;4336.0;3130.0;3121.0;499.0;68.0;638.0;62.0;15.0;8.0;73.0;17.0;279.0;49.0;51.0;85.0;110.0;16.0;35.0;19.0;-3.0;1.0;4.0;2.0;12.0;10.0;124.0
122;633 Reis-/informatiebureaus tbv toerisme;2002;2340;24.1;20.0;21.2;17.3;446.0;4522.0;4466.0;56.0;4395.0;3084.0;3067.0;534.0;64.0;713.0;65.0;20.0;8.0;82.0;23.0;306.0;56.0;58.0;96.0;127.0;12.0;29.0;17.0;-1.0;2.0;4.0;-2.0;4.0;6.0;135.0
123;633 Reis-/informatiebureaus tbv toerisme;2003;2160;24.7;20.0;22.5;17.9;478.0;4390.0;4337.0;53.0;4324.0;2929.0;2921.0;571.0;87.0;737.0;64.0;18.0;10.0;95.0;25.0;314.0;56.0;62.0;93.0;66.0;0.0;22.0;22.0;-2.0;2.0;4.0;-18.0;5.0;23.0;46.0
124;633 Reis-/informatiebureaus tbv toerisme;2004;2160;23.9;19.5;21.7;17.5;443.0;4582.0;4522.0;59.0;4511.0;3234.0;3220.0;529.0;68.0;680.0;48.0;20.0;7.0;87.0;15.0;315.0;44.0;64.0;79.0;71.0;16.0;36.0;20.0;-5.0;3.0;8.0;6.0;21.0;14.0;88.0
125;633 Reis-/informatiebureaus tbv toerisme;2005;2355;24.6;19.5;22.1;17.3;439.0;4780.0;4717.0;63.0;4686.0;3385.0;3367.0;527.0;88.0;687.0;53.0;22.0;8.0;79.0;13.0;327.0;49.0;63.0;73.0;94.0;3.0;26.0;23.0;0.0;1.0;1.0;5.0;8.0;3.0;102.0
126;"634 Expediteurs,bevrachters; weging e.d.";2000;2005;30.9;28.9;27.4;25.5;850.0;5530.0;5446.0;84.0;5250.0;3098.0;2734.0;1010.0;125.0;1016.0;196.0;136.0;16.0;182.0;40.0;63.0;47.0;116.0;219.0;281.0;-6.0;69.0;75.0;-7.0;1.0;9.0;-29.0;21.0;50.0;239.0
127;"634 Expediteurs,bevrachters; weging e.d.";2001;2100;32.9;30.5;29.1;26.8;914.0;6545.0;6487.0;58.0;6286.0;3960.0;3777.0;1089.0;138.0;1098.0;203.0;139.0;17.0;200.0;45.0;63.0;48.0;134.0;250.0;259.0;-26.0;45.0;71.0;-14.0;4.0;18.0;-13.0;41.0;54.0;207.0
128;"634 Expediteurs,bevrachters; weging e.d.";2002;2095;31.9;29.5;28.1;25.9;875.0;7051.0;6972.0;79.0;6729.0;4344.0;4278.0;1053.0;153.0;1179.0;209.0;173.0;20.0;209.0;49.0;67.0;55.0;139.0;259.0;322.0;-58.0;73.0;130.0;-17.0;5.0;23.0;11.0;37.0;27.0;258.0
129;"634 Expediteurs,bevrachters; weging e.d.";2003;1825;32.5;29.6;28.1;25.5;882.0;7422.0;7381.0;41.0;7068.0;4722.0;4706.0;1060.0;167.0;1119.0;201.0;172.0;19.0;220.0;41.0;69.0;53.0;143.0;201.0;354.0;-51.0;64.0;115.0;0.0;13.0;14.0;-9.0;19.0;28.0;293.0
130;"634 Expediteurs,bevrachters; weging e.d.";2004;1820;34.0;31.2;29.0;26.5;967.0;8860.0;8810.0;50.0;8282.0;5519.0;5478.0;1162.0;193.0;1408.0;250.0;236.0;25.0;238.0;54.0;124.0;79.0;133.0;270.0;578.0;-57.0;148.0;205.0;-6.0;6.0;11.0;-4.0;12.0;16.0;511.0
131;"634 Expediteurs,bevrachters; weging e.d.";2005;1955;35.1;31.9;29.4;26.8;987.0;9818.0;9737.0;81.0;9249.0;6552.0;6500.0;1196.0;167.0;1334.0;282.0;252.0;26.0;235.0;54.0;83.0;58.0;130.0;213.0;569.0;-27.0;113.0;141.0;-3.0;6.0;9.0;-3.0;27.0;30.0;536.0
132;64 Post en telecommunicatie;2000;3000;152.9;117.8;126.8;99.2;3633.0;19626.0;19023.0;603.0;19246.0;3051.0;2851.0;4286.0;3117.0;8793.0;1551.0;295.0;72.0;596.0;1001.0;856.0;198.0;1711.0;2511.0;380.0;-2151.0;784.0;2935.0;260.0;310.0;50.0;2281.0;2325.0;43.0;770.0
133;64 Post en telecommunicatie;2001;3360;156.5;124.2;135.6;103.9;4053.0;21919.0;20912.0;1008.0;21541.0;3855.0;3663.0;4765.0;3967.0;8955.0;1411.0;338.0;78.0;636.0;1035.0;1027.0;173.0;2085.0;2172.0;379.0;-8964.0;8433.0;17397.0;-904.0;168.0;1073.0;-1319.0;90.0;1409.0;-10809.0
134;64 Post en telecommunicatie;2002;2960;149.2;114.7;130.5;98.0;3880.0;23595.0;22981.0;614.0;23160.0;4672.0;4241.0;4693.0;5615.0;8180.0;830.0;345.0;86.0;643.0;952.0;898.0;254.0;2694.0;1479.0;435.0;-10902.0;1661.0;12563.0;-201.0;193.0;394.0;289.0;502.0;213.0;-10379.0
135;64 Post en telecommunicatie;2003;3265;146.1;107.8;129.3;93.7;3485.0;23814.0;23000.0;813.0;19325.0;4491.0;3935.0;4203.0;3581.0;7050.0;762.0;274.0;89.0;616.0;654.0;925.0;246.0;2796.0;688.0;4489.0;-843.0;1741.0;2584.0;-66.0;167.0;233.0;-722.0;396.0;1118.0;2859.0
136;64 Post en telecommunicatie;2004;3595;132.9;96.5;119.1;85.5;3196.0;22978.0;22703.0;275.0;18977.0;4490.0;3995.0;4009.0;3098.0;7381.0;562.0;373.0;91.0;460.0;717.0;917.0;113.0;3387.0;760.0;4001.0;457.0;956.0;499.0;-24.0;142.0;166.0;-15.0;127.0;143.0;4419.0
137;64 Post en telecommunicatie;2005;3650;130.7;96.9;113.5;84.5;3257.0;23280.0;22919.0;361.0;19374.0;4577.0;4269.0;3964.0;3236.0;7596.0;611.0;418.0;103.0;480.0;694.0;1058.0;110.0;3253.0;868.0;3906.0;501.0;1649.0;1148.0;-92.0;116.0;208.0;-79.0;111.0;190.0;4236.0
138;641 Post- en koeriersdiensten;2000;2225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;641 Post- en koeriersdiensten;2001;2235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;641 Post- en koeriersdiensten;2002;1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;641 Post- en koeriersdiensten;2003;2065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;641 Post- en koeriersdiensten;2004;2210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;641 Post- en koeriersdiensten;2005;2350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;6411 Nationale postdiensten;2000;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;6411 Nationale postdiensten;2001;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;6411 Nationale postdiensten;2002;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;6411 Nationale postdiensten;2003;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;6411 Nationale postdiensten;2004;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;6411 Nationale postdiensten;2005;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;6412 Lokale post- en koeriersdiensten;2000;2155;15.9;12.7;13.5;10.5;300.0;1283.0;1279.0;4.0;1273.0;440.0;431.0;362.0;49.0;422.0;48.0;120.0;3.0;19.0;11.0;17.0;10.0;22.0;171.0;10.0;-90.0;61.0;150.0;0.0;0.0;0.0;-1.0;1.0;2.0;-81.0
151;6412 Lokale post- en koeriersdiensten;2001;2175;16.5;14.2;13.8;11.6;325.0;1316.0;1312.0;4.0;1312.0;458.0;456.0;381.0;61.0;413.0;58.0;134.0;2.0;24.0;12.0;20.0;12.0;17.0;134.0;4.0;-113.0;60.0;173.0;-7.0;0.0;7.0;0.0;45.0;45.0;-115.0
152;6412 Lokale post- en koeriersdiensten;2002;1810;15.8;13.3;12.7;10.3;308.0;1344.0;1342.0;2.0;1335.0;477.0;476.0;366.0;69.0;423.0;48.0;135.0;3.0;27.0;10.0;12.0;11.0;21.0;155.0;10.0;-98.0;68.0;166.0;-1.0;5.0;6.0;-35.0;19.0;55.0;-125.0
153;6412 Lokale post- en koeriersdiensten;2003;2020;15.3;13.0;12.3;10.1;295.0;1402.0;1363.0;39.0;1294.0;486.0;478.0;353.0;59.0;396.0;44.0;112.0;4.0;28.0;10.0;11.0;11.0;16.0;160.0;108.0;-71.0;42.0;113.0;0.0;2.0;2.0;-51.0;2.0;53.0;-14.0
154;6412 Lokale post- en koeriersdiensten;2004;2160;16.7;13.7;13.7;11.0;383.0;1823.0;1820.0;3.0;1716.0;642.0;638.0;461.0;53.0;561.0;69.0;152.0;3.0;30.0;10.0;18.0;17.0;31.0;229.0;107.0;-11.0;6.0;17.0;-28.0;1.0;29.0;-11.0;6.0;17.0;57.0
155;6412 Lokale post- en koeriersdiensten;2005;2310;17.7;14.8;13.4;10.6;372.0;1951.0;1923.0;27.0;1787.0;710.0;707.0;446.0;59.0;572.0;86.0;141.0;4.0;33.0;9.0;18.0;14.0;30.0;234.0;164.0;-17.0;4.0;21.0;-19.0;2.0;22.0;11.0;17.0;6.0;138.0
156;642 Telecommunicatiebedrijven;2000;780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;642 Telecommunicatiebedrijven;2001;1125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;642 Telecommunicatiebedrijven;2002;1100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;642 Telecommunicatiebedrijven;2003;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;642 Telecommunicatiebedrijven;2004;1385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;642 Telecommunicatiebedrijven;2005;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
