ID;BedrijfstakBranchesSBI2008;NuttigeToepassingEnEindverwerking;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalNietChemischAfval_2;Metaalafval_3;Glasafval_4;PapierKartonafval_5;KunststofRubberafval_6;Houtafval_7;TextielLederafval_8;DierlijkPlantaardigAfval_9;GemengdAfval_10;Slib_11;MineralenSteenachtigAfval_12;OverigNietChemischAfval_13;ChemischAfval_14;TotaalBedrijfsafvalstoffen_15;TotaalNuttigeToepassing_16;InzetAlsBrandstof_17;OverigNuttigeToepassing_18;TotaalEindverwerking_19;Verbranden_20;StortenLozen_21;ScheidenAchteraf_22
2562;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2006;196.0;196.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;110.0;80.0;0.0;0.0;196.0;163.0;0.0;163.0;33.0;1.0;32.0;1.0
2563;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2007;187.0;187.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;101.0;80.0;0.0;0.0;187.0;155.0;0.0;155.0;32.0;1.0;31.0;1.0
2564;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2008;175.0;175.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;86.0;83.0;0.0;0.0;175.0;146.0;0.0;146.0;30.0;2.0;28.0;0.0
2565;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2009;167.0;167.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;80.0;80.0;0.0;0.0;167.0;149.0;0.0;149.0;18.0;2.0;16.0;0.0
2566;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2010;173.0;173.0;1.0;0.0;2.0;0.0;0.0;0.0;4.0;2.0;86.0;78.0;0.0;0.0;173.0;144.0;0.0;144.0;29.0;2.0;25.0;2.0
2567;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2011;171.0;171.0;1.0;0.0;2.0;0.0;0.0;0.0;4.0;2.0;82.0;80.0;0.0;0.0;171.0;152.0;0.0;152.0;19.0;2.0;15.0;2.0
2568;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2012;162.0;159.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;3.0;72.0;77.0;0.0;3.0;162.0;135.0;1.0;134.0;27.0;0.0;26.0;0.0
2569;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2013;160.0;158.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;3.0;71.0;77.0;0.0;3.0;160.0;134.0;1.0;133.0;26.0;0.0;26.0;0.0
2570;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2014;330.0;321.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;2.0;83.0;229.0;0.0;9.0;330.0;329.0;2.0;326.0;1.0;0.0;1.0;1.0
2571;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2015;366.0;357.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;2.0;102.0;246.0;0.0;9.0;366.0;365.0;2.0;363.0;1.0;0.0;1.0;1.0
2572;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2016;263.0;254.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;21.0;113.0;114.0;0.0;10.0;263.0;261.0;3.0;258.0;2.0;0.0;2.0;1.0
2573;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2017;272.0;262.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;21.0;114.0;121.0;0.0;10.0;272.0;270.0;3.0;267.0;2.0;0.0;2.0;1.0
2574;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2018;266.0;256.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;17.0;126.0;106.0;0.0;10.0;266.0;259.0;3.0;257.0;6.0;0.0;5.0;1.0
2575;360 Waterleidingbedrijven;Totaal bedrijfsafvalstoffen;2019;268.0;257.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;17.0;126.0;107.0;0.0;11.0;268.0;261.0;3.0;259.0;6.0;0.0;5.0;1.0
2576;360 Waterleidingbedrijven;Totaal nuttige toepassing;1994;103.0;103.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;33.0;67.0;0.0;0.0;103.0;103.0;;103.0;;;;
2577;360 Waterleidingbedrijven;Totaal nuttige toepassing;1996;114.0;102.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;35.0;65.0;0.0;12.0;114.0;114.0;;114.0;;;;
2578;360 Waterleidingbedrijven;Totaal nuttige toepassing;1998;133.0;113.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;54.0;0.0;20.0;133.0;133.0;;133.0;;;;
2579;360 Waterleidingbedrijven;Totaal nuttige toepassing;2000;137.0;132.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;62.0;66.0;0.0;5.0;137.0;137.0;;137.0;;;;
2580;360 Waterleidingbedrijven;Totaal nuttige toepassing;2001;150.0;145.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;75.0;66.0;0.0;5.0;150.0;150.0;;150.0;;;;
2581;360 Waterleidingbedrijven;Totaal nuttige toepassing;2002;153.0;140.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;62.0;73.0;0.0;13.0;153.0;153.0;;153.0;;;;
2582;360 Waterleidingbedrijven;Totaal nuttige toepassing;2003;141.0;126.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;43.0;78.0;0.0;15.0;141.0;141.0;;141.0;;;;
2583;360 Waterleidingbedrijven;Totaal nuttige toepassing;2004;151.0;138.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;63.0;70.0;0.0;13.0;151.0;151.0;0.0;150.0;;;;
2584;360 Waterleidingbedrijven;Totaal nuttige toepassing;2005;153.0;143.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;66.0;72.0;0.0;10.0;153.0;153.0;0.0;153.0;;;;
2585;360 Waterleidingbedrijven;Totaal nuttige toepassing;2006;163.0;163.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;81.0;78.0;0.0;0.0;163.0;163.0;0.0;163.0;;;;
2586;360 Waterleidingbedrijven;Totaal nuttige toepassing;2007;155.0;155.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;73.0;78.0;0.0;0.0;155.0;155.0;0.0;155.0;;;;
2587;360 Waterleidingbedrijven;Totaal nuttige toepassing;2008;146.0;146.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;61.0;81.0;0.0;0.0;146.0;146.0;0.0;146.0;;;;
2588;360 Waterleidingbedrijven;Totaal nuttige toepassing;2009;149.0;149.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;66.0;78.0;0.0;0.0;149.0;149.0;0.0;149.0;;;;
2589;360 Waterleidingbedrijven;Totaal nuttige toepassing;2010;144.0;144.0;1.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;64.0;73.0;0.0;0.0;144.0;144.0;0.0;144.0;;;;
2590;360 Waterleidingbedrijven;Totaal nuttige toepassing;2011;152.0;152.0;1.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;69.0;75.0;0.0;0.0;152.0;152.0;0.0;152.0;;;;
2591;360 Waterleidingbedrijven;Totaal nuttige toepassing;2012;135.0;133.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;3.0;49.0;74.0;0.0;2.0;135.0;135.0;1.0;134.0;;;;
2592;360 Waterleidingbedrijven;Totaal nuttige toepassing;2013;134.0;132.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;3.0;48.0;74.0;0.0;2.0;134.0;134.0;1.0;133.0;;;;
2593;360 Waterleidingbedrijven;Totaal nuttige toepassing;2014;329.0;319.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;2.0;83.0;228.0;0.0;9.0;329.0;329.0;2.0;326.0;;;;
2594;360 Waterleidingbedrijven;Totaal nuttige toepassing;2015;365.0;356.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;2.0;102.0;245.0;0.0;9.0;365.0;365.0;2.0;363.0;;;;
2595;360 Waterleidingbedrijven;Totaal nuttige toepassing;2016;261.0;251.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;20.0;113.0;112.0;0.0;10.0;261.0;261.0;3.0;258.0;;;;
2596;360 Waterleidingbedrijven;Totaal nuttige toepassing;2017;270.0;260.0;3.0;0.0;0.0;2.0;0.0;0.0;1.0;21.0;114.0;119.0;0.0;10.0;270.0;270.0;3.0;267.0;;;;
2597;360 Waterleidingbedrijven;Totaal nuttige toepassing;2018;259.0;250.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;16.0;126.0;101.0;0.0;10.0;259.0;259.0;3.0;257.0;;;;
2598;360 Waterleidingbedrijven;Totaal nuttige toepassing;2019;261.0;251.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;15.0;126.0;103.0;0.0;11.0;261.0;261.0;3.0;259.0;;;;
2599;360 Waterleidingbedrijven;Totaal eindverwerking;1994;19.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;3.0;0.0;1.0;19.0;;;;19.0;0.0;18.0;0.0
2600;360 Waterleidingbedrijven;Totaal eindverwerking;1996;22.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;14.0;5.0;0.0;1.0;22.0;;;;22.0;1.0;19.0;2.0
2601;360 Waterleidingbedrijven;Totaal eindverwerking;1998;38.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;16.0;20.0;0.0;0.0;38.0;;;;38.0;1.0;34.0;3.0
2602;360 Waterleidingbedrijven;Totaal eindverwerking;2000;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;0.0;7.0;;;;7.0;1.0;4.0;2.0
2603;360 Waterleidingbedrijven;Totaal eindverwerking;2001;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;4.0;;;;4.0;1.0;2.0;2.0
2604;360 Waterleidingbedrijven;Totaal eindverwerking;2002;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;2.0;0.0;0.0;8.0;;;;8.0;0.0;6.0;2.0
2605;360 Waterleidingbedrijven;Totaal eindverwerking;2003;22.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;3.0;0.0;4.0;22.0;;;;22.0;0.0;19.0;3.0
2606;360 Waterleidingbedrijven;Totaal eindverwerking;2004;23.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;19.0;1.0;0.0;1.0;23.0;;;;23.0;1.0;22.0;1.0
2607;360 Waterleidingbedrijven;Totaal eindverwerking;2005;33.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;28.0;1.0;0.0;2.0;33.0;;;;33.0;1.0;30.0;1.0
2608;360 Waterleidingbedrijven;Totaal eindverwerking;2006;33.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;29.0;2.0;0.0;0.0;33.0;;;;33.0;1.0;32.0;1.0
2609;360 Waterleidingbedrijven;Totaal eindverwerking;2007;32.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;28.0;2.0;0.0;0.0;32.0;;;;32.0;1.0;31.0;1.0
2610;360 Waterleidingbedrijven;Totaal eindverwerking;2008;30.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;26.0;2.0;0.0;0.0;30.0;;;;30.0;2.0;28.0;0.0
2611;360 Waterleidingbedrijven;Totaal eindverwerking;2009;18.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;14.0;2.0;0.0;0.0;18.0;;;;18.0;2.0;16.0;0.0
2612;360 Waterleidingbedrijven;Totaal eindverwerking;2010;29.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;22.0;5.0;0.0;0.0;29.0;;;;29.0;2.0;25.0;2.0
2613;360 Waterleidingbedrijven;Totaal eindverwerking;2011;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;12.0;5.0;0.0;0.0;19.0;;;;19.0;2.0;15.0;2.0
2614;360 Waterleidingbedrijven;Totaal eindverwerking;2012;27.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;3.0;0.0;1.0;27.0;;;;27.0;0.0;26.0;0.0
2615;360 Waterleidingbedrijven;Totaal eindverwerking;2013;26.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;3.0;0.0;1.0;26.0;;;;26.0;0.0;26.0;0.0
2616;360 Waterleidingbedrijven;Totaal eindverwerking;2014;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;;;;1.0;0.0;1.0;1.0
2617;360 Waterleidingbedrijven;Totaal eindverwerking;2015;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;;;;1.0;0.0;1.0;1.0
2618;360 Waterleidingbedrijven;Totaal eindverwerking;2016;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;;;;2.0;0.0;2.0;1.0
2619;360 Waterleidingbedrijven;Totaal eindverwerking;2017;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;;;;2.0;0.0;2.0;1.0
2620;360 Waterleidingbedrijven;Totaal eindverwerking;2018;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;6.0;;;;6.0;0.0;5.0;1.0
2621;360 Waterleidingbedrijven;Totaal eindverwerking;2019;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;5.0;0.0;0.0;6.0;;;;6.0;0.0;5.0;1.0
2622;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;1994;;;;;;;;;;;;;;;;;;;;;;
2623;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;1996;;;;;;;;;;;;;;;;;;;;;;
2624;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;1998;;;;;;;;;;;;;;;;;;;;;;
2625;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2000;;;;;;;;;;;;;;;;;;;;;;
2626;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2001;;;;;;;;;;;;;;;;;;;;;;
2627;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2002;;;;;;;;;;;;;;;;;;;;;;
2628;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2003;;;;;;;;;;;;;;;;;;;;;;
2629;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2004;;;;;;;;;;;;;;;;;;;;;;
2630;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2005;;;;;;;;;;;;;;;;;;;;;;
2631;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2006;;;;;;;;;;;;;;;;;;;;;;
2632;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2007;1317.0;1317.0;1.0;0.0;0.0;0.0;0.0;0.0;27.0;27.0;1247.0;15.0;0.0;0.0;1317.0;194.0;2.0;193.0;1123.0;1095.0;11.0;17.0
2633;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2008;1397.0;1397.0;1.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;1323.0;15.0;0.0;0.0;1397.0;206.0;2.0;205.0;1191.0;1161.0;11.0;18.0
2634;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2009;1492.0;1491.0;1.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;1413.0;17.0;0.0;0.0;1492.0;220.0;2.0;218.0;1272.0;1240.0;12.0;19.0
2635;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2010;1508.0;1483.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;26.0;1404.0;10.0;0.0;25.0;1508.0;331.0;25.0;306.0;1177.0;1153.0;24.0;0.0
2636;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2011;1550.0;1524.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;26.0;1444.0;10.0;0.0;26.0;1550.0;340.0;26.0;315.0;1210.0;1186.0;24.0;0.0
2637;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2012;1541.0;1470.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;25.0;1401.0;11.0;0.0;71.0;1541.0;238.0;61.0;177.0;1303.0;1277.0;26.0;0.0
2638;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2013;1580.0;1507.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;26.0;1436.0;11.0;0.0;73.0;1580.0;244.0;63.0;181.0;1336.0;1309.0;26.0;0.0
2639;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2014;1605.0;1531.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;26.0;1459.0;11.0;0.0;74.0;1605.0;248.0;64.0;184.0;1357.0;1330.0;27.0;0.0
2640;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2015;1560.0;1488.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;25.0;1418.0;11.0;0.0;72.0;1560.0;226.0;69.0;157.0;1337.0;1312.0;25.0;0.0
2641;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2016;1631.0;1555.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;26.0;1482.0;11.0;0.0;75.0;1631.0;252.0;65.0;187.0;1379.0;1352.0;27.0;0.0
2642;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2017;1663.0;1586.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;27.0;1511.0;11.0;0.0;77.0;1663.0;257.0;66.0;191.0;1406.0;1379.0;28.0;0.0
2643;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2018;1567.0;1487.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;38.0;1401.0;11.0;0.0;80.0;1567.0;275.0;63.0;212.0;1292.0;1264.0;28.0;0.0
2644;370 Afvalwaterinzameling en -behandeling;Totaal bedrijfsafvalstoffen;2019;1601.0;1520.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;39.0;1432.0;12.0;0.0;81.0;1601.0;281.0;64.0;216.0;1320.0;1292.0;28.0;0.0
2645;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;1994;;;;;;;;;;;;;;;;;;;;;;
2646;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;1996;;;;;;;;;;;;;;;;;;;;;;
2647;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;1998;;;;;;;;;;;;;;;;;;;;;;
2648;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2000;;;;;;;;;;;;;;;;;;;;;;
2649;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2001;;;;;;;;;;;;;;;;;;;;;;
2650;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2002;;;;;;;;;;;;;;;;;;;;;;
2651;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2003;;;;;;;;;;;;;;;;;;;;;;
2652;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2004;;;;;;;;;;;;;;;;;;;;;;
2653;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2005;;;;;;;;;;;;;;;;;;;;;;
2654;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2006;;;;;;;;;;;;;;;;;;;;;;
2655;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2007;194.0;194.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;8.0;158.0;10.0;0.0;0.0;194.0;194.0;2.0;193.0;;;;
2656;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2008;206.0;206.0;1.0;0.0;0.0;0.0;0.0;0.0;19.0;8.0;168.0;11.0;0.0;0.0;206.0;206.0;2.0;205.0;;;;
2657;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2009;220.0;220.0;1.0;0.0;0.0;0.0;0.0;0.0;20.0;9.0;179.0;11.0;0.0;0.0;220.0;220.0;2.0;218.0;;;;
2658;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2010;331.0;306.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;5.0;252.0;7.0;0.0;25.0;331.0;331.0;25.0;306.0;;;;
2659;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2011;340.0;315.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;5.0;259.0;7.0;0.0;25.0;340.0;340.0;26.0;315.0;;;;
2660;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2012;238.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;10.0;130.0;7.0;0.0;58.0;238.0;238.0;61.0;177.0;;;;
2661;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2013;244.0;185.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;10.0;134.0;7.0;0.0;59.0;244.0;244.0;63.0;181.0;;;;
2662;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2014;248.0;188.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;10.0;136.0;7.0;0.0;60.0;248.0;248.0;64.0;184.0;;;;
2663;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2015;223.0;164.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;10.0;114.0;7.0;0.0;58.0;223.0;226.0;69.0;157.0;;;;
2664;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2016;252.0;191.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;10.0;138.0;7.0;0.0;61.0;252.0;252.0;65.0;187.0;;;;
2665;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2017;257.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;11.0;141.0;8.0;0.0;62.0;257.0;257.0;66.0;191.0;;;;
2666;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2018;275.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;36.0;130.0;8.0;0.0;65.0;275.0;275.0;63.0;212.0;;;;
2667;370 Afvalwaterinzameling en -behandeling;Totaal nuttige toepassing;2019;281.0;214.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;37.0;133.0;8.0;0.0;66.0;281.0;281.0;64.0;216.0;;;;
2668;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;1994;;;;;;;;;;;;;;;;;;;;;;
2669;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;1996;;;;;;;;;;;;;;;;;;;;;;
2670;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;1998;;;;;;;;;;;;;;;;;;;;;;
2671;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2000;;;;;;;;;;;;;;;;;;;;;;
2672;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2001;;;;;;;;;;;;;;;;;;;;;;
2673;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2002;;;;;;;;;;;;;;;;;;;;;;
2674;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2003;;;;;;;;;;;;;;;;;;;;;;
2675;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2004;;;;;;;;;;;;;;;;;;;;;;
2676;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2005;;;;;;;;;;;;;;;;;;;;;;
2677;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2006;;;;;;;;;;;;;;;;;;;;;;
2678;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2007;1123.0;1123.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;19.0;1089.0;5.0;0.0;0.0;1123.0;;;;1123.0;1095.0;11.0;17.0
2679;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2008;1191.0;1190.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;20.0;1155.0;5.0;0.0;0.0;1191.0;;;;1191.0;1161.0;11.0;18.0
2680;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2009;1272.0;1271.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;21.0;1234.0;5.0;0.0;0.0;1272.0;;;;1272.0;1240.0;12.0;19.0
2681;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2010;1177.0;1176.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;21.0;1152.0;3.0;0.0;1.0;1177.0;;;;1177.0;1153.0;24.0;0.0
2682;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2011;1210.0;1209.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;1185.0;3.0;0.0;1.0;1210.0;;;;1210.0;1186.0;24.0;0.0
2683;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2012;1303.0;1290.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;1270.0;4.0;0.0;13.0;1303.0;;;;1303.0;1277.0;26.0;0.0
2684;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2013;1336.0;1322.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;1302.0;4.0;0.0;14.0;1336.0;;;;1336.0;1309.0;26.0;0.0
2685;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2014;1357.0;1343.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;1323.0;4.0;0.0;14.0;1357.0;;;;1357.0;1330.0;27.0;0.0
2686;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2015;1337.0;1324.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;1304.0;4.0;0.0;14.0;1337.0;;;;1337.0;1312.0;25.0;0.0
2687;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2016;1379.0;1365.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;1344.0;4.0;0.0;14.0;1379.0;;;;1379.0;1352.0;27.0;0.0
2688;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2017;1406.0;1392.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;1371.0;4.0;0.0;15.0;1406.0;;;;1406.0;1379.0;28.0;0.0
2689;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2018;1292.0;1278.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1271.0;4.0;0.0;15.0;1292.0;;;;1292.0;1264.0;28.0;0.0
2690;370 Afvalwaterinzameling en -behandeling;Totaal eindverwerking;2019;1320.0;1306.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1299.0;4.0;0.0;15.0;1320.0;;;;1320.0;1292.0;28.0;0.0
2691;381 Inzameling van afval;Totaal bedrijfsafvalstoffen;1994;;;;;;;;;;;;;;;;;;;;;;
2692;381 Inzameling van afval;Totaal bedrijfsafvalstoffen;1996;;;;;;;;;;;;;;;;;;;;;;
