ID;Provincies;Perioden;Busritten_1;Voertuigkilometers_2;Reizigers_3;Reizigerskilometers_4
576;Zuid-Holland;1999 4e kwartaal;5596;3243;249;151
577;Zuid-Holland;1999 Totaal;28670;24175;1298;1155
578;Zuid-Holland;2000 januari;1353;1087;59;49
579;Zuid-Holland;2000 februari;1361;983;58;44
580;Zuid-Holland;2000 maart;1764;1250;76;56
581;Zuid-Holland;2000 1e kwartaal;4478;3320;193;149
582;Zuid-Holland;2000 april;2164;1460;97;68
583;Zuid-Holland;2000 mei;3207;2684;144;127
584;Zuid-Holland;2000 juni;3021;2764;138;132
585;Zuid-Holland;2000 2e kwartaal;8392;6908;379;327
586;Zuid-Holland;2000 juli;2777;3295;131;161
587;Zuid-Holland;2000 augustus;2575;2692;118;129
588;Zuid-Holland;2000 september;2473;2145;109;102
589;Zuid-Holland;2000 3e kwartaal;7825;8132;358;392
590;Zuid-Holland;2000 oktober;2150;1497;96;71
591;Zuid-Holland;2000 november;1269;661;53;29
592;Zuid-Holland;2000 december;1993;1081;89;50
593;Zuid-Holland;2000 4e kwartaal;5412;3239;238;150
594;Zuid-Holland;2000 Totaal;26106;21600;1167;1018
595;Zuid-Holland;2001 januari;1207;1004;51;45
596;Zuid-Holland;2001 februari;1124;902;45;38
597;Zuid-Holland;2001 maart;1493;1238;61;54
598;Zuid-Holland;2001 1e kwartaal;3824;3144;157;137
599;Zuid-Holland;2001 april;2000;1759;86;80
600;Zuid-Holland;2001 mei;2809;2020;117;89
601;Zuid-Holland;2001 juni;2693;2839;116;130
602;Zuid-Holland;2001 2e kwartaal;7502;6618;319;299
603;Zuid-Holland;2001 juli;2603;2624;116;122
604;Zuid-Holland;2001 augustus;2330;2764;104;131
605;Zuid-Holland;2001 september;2187;2013;93;92
606;Zuid-Holland;2001 3e kwartaal;7120;7401;313;345
607;Zuid-Holland;2001 oktober;1671;1314;72;60
608;Zuid-Holland;2001 november;1116;626;45;26
609;Zuid-Holland;2001 december;1673;936;72;42
610;Zuid-Holland;2001 4e kwartaal;4460;2876;189;128
611;Zuid-Holland;2001 Totaal;22905;20039;980;907
612;Zeeland;1998 januari;108;119;4;5
613;Zeeland;1998 februari;259;187;10;7
614;Zeeland;1998 maart;327;227;12;8
615;Zeeland;1998 1e kwartaal;694;533;26;20
616;Zeeland;1998 april;432;290;17;12
617;Zeeland;1998 mei;577;554;23;21
618;Zeeland;1998 juni;698;546;29;21
619;Zeeland;1998 2e kwartaal;1707;1390;69;54
620;Zeeland;1998 juli;498;365;22;15
621;Zeeland;1998 augustus;313;315;12;12
622;Zeeland;1998 september;339;280;13;11
623;Zeeland;1998 3e kwartaal;1150;960;47;38
624;Zeeland;1998 oktober;314;183;13;8
625;Zeeland;1998 november;161;44;7;2
626;Zeeland;1998 december;228;86;9;3
627;Zeeland;1998 4e kwartaal;703;313;29;13
628;Zeeland;1998 Totaal;4255;3195;170;125
629;Zeeland;1999 januari;119;100;4;4
630;Zeeland;1999 februari;198;116;8;4
631;Zeeland;1999 maart;174;118;7;4
632;Zeeland;1999 1e kwartaal;491;334;19;12
633;Zeeland;1999 april;349;242;13;9
634;Zeeland;1999 mei;540;506;21;20
635;Zeeland;1999 juni;647;416;28;16
636;Zeeland;1999 2e kwartaal;1536;1164;62;45
637;Zeeland;1999 juli;259;221;11;9
638;Zeeland;1999 augustus;253;318;9;12
639;Zeeland;1999 september;369;330;14;13
640;Zeeland;1999 3e kwartaal;881;869;34;34
641;Zeeland;1999 oktober;298;198;12;8
642;Zeeland;1999 november;229;89;9;3
643;Zeeland;1999 december;302;90;12;3
644;Zeeland;1999 4e kwartaal;829;377;33;14
645;Zeeland;1999 Totaal;3738;2743;148;106
646;Zeeland;2000 januari;125;82;4;3
647;Zeeland;2000 februari;144;102;5;3
648;Zeeland;2000 maart;201;123;8;5
649;Zeeland;2000 1e kwartaal;470;307;17;11
650;Zeeland;2000 april;417;260;15;10
651;Zeeland;2000 mei;673;444;27;17
652;Zeeland;2000 juni;636;406;27;16
653;Zeeland;2000 2e kwartaal;1726;1110;69;43
654;Zeeland;2000 juli;336;472;12;18
655;Zeeland;2000 augustus;256;308;9;12
656;Zeeland;2000 september;393;291;15;11
657;Zeeland;2000 3e kwartaal;985;1071;36;41
658;Zeeland;2000 oktober;302;217;11;9
659;Zeeland;2000 november;176;69;6;2
660;Zeeland;2000 december;278;121;11;4
661;Zeeland;2000 4e kwartaal;756;407;28;15
662;Zeeland;2000 Totaal;3938;2895;151;111
663;Zeeland;2001 januari;131;84;4;3
664;Zeeland;2001 februari;64;69;3;3
665;Zeeland;2001 maart;219;137;8;5
666;Zeeland;2001 1e kwartaal;414;290;15;11
667;Zeeland;2001 april;236;132;9;5
668;Zeeland;2001 mei;617;401;24;15
669;Zeeland;2001 juni;393;228;17;9
670;Zeeland;2001 2e kwartaal;1246;761;50;29
671;Zeeland;2001 juli;207;256;8;10
672;Zeeland;2001 augustus;258;294;9;12
673;Zeeland;2001 september;386;336;15;13
674;Zeeland;2001 3e kwartaal;851;886;32;35
675;Zeeland;2001 oktober;288;135;11;6
676;Zeeland;2001 november;162;70;6;3
677;Zeeland;2001 december;274;77;11;3
678;Zeeland;2001 4e kwartaal;724;282;28;12
679;Zeeland;2001 Totaal;3234;2217;125;86
680;Noord-Brabant;1998 januari;1564;1314;70;62
681;Noord-Brabant;1998 februari;1668;1234;71;53
682;Noord-Brabant;1998 maart;1308;690;52;28
683;Noord-Brabant;1998 1e kwartaal;4540;3238;193;143
684;Noord-Brabant;1998 april;2124;1235;91;55
685;Noord-Brabant;1998 mei;3452;1998;147;86
686;Noord-Brabant;1998 juni;3678;1987;159;84
687;Noord-Brabant;1998 2e kwartaal;9254;5220;397;225
688;Noord-Brabant;1998 juli;2952;2479;129;111
689;Noord-Brabant;1998 augustus;2524;2174;107;95
690;Noord-Brabant;1998 september;3061;1585;130;69
691;Noord-Brabant;1998 3e kwartaal;8537;6238;366;275
692;Noord-Brabant;1998 oktober;2303;1196;96;52
693;Noord-Brabant;1998 november;1185;361;48;15
694;Noord-Brabant;1998 december;1953;759;85;34
695;Noord-Brabant;1998 4e kwartaal;5441;2316;229;101
696;Noord-Brabant;1998 Totaal;27772;17012;1185;744
697;Noord-Brabant;1999 januari;1263;984;50;41
698;Noord-Brabant;1999 februari;1522;1144;64;49
699;Noord-Brabant;1999 maart;1531;826;62;34
700;Noord-Brabant;1999 1e kwartaal;4316;2954;176;124
701;Noord-Brabant;1999 april;2437;1467;107;67
702;Noord-Brabant;1999 mei;3668;2432;159;107
703;Noord-Brabant;1999 juni;3647;2000;161;88
704;Noord-Brabant;1999 2e kwartaal;9752;5899;427;262
705;Noord-Brabant;1999 juli;2586;2415;112;108
706;Noord-Brabant;1999 augustus;2189;1904;93;84
707;Noord-Brabant;1999 september;2474;1269;105;56
708;Noord-Brabant;1999 3e kwartaal;7249;5588;310;248
709;Noord-Brabant;1999 oktober;2621;1803;113;83
710;Noord-Brabant;1999 november;1097;392;45;17
711;Noord-Brabant;1999 december;1559;584;68;25
712;Noord-Brabant;1999 4e kwartaal;5277;2779;226;125
713;Noord-Brabant;1999 Totaal;26592;17221;1140;759
714;Noord-Brabant;2000 januari;1227;899;51;38
715;Noord-Brabant;2000 februari;1260;894;52;38
716;Noord-Brabant;2000 maart;1484;1054;62;45
717;Noord-Brabant;2000 1e kwartaal;3971;2847;165;121
718;Noord-Brabant;2000 april;2363;1351;105;61
719;Noord-Brabant;2000 mei;3909;2099;171;93
720;Noord-Brabant;2000 juni;3443;2045;150;88
721;Noord-Brabant;2000 2e kwartaal;9715;5495;426;242
722;Noord-Brabant;2000 juli;2392;2470;104;111
723;Noord-Brabant;2000 augustus;2475;1941;105;85
724;Noord-Brabant;2000 september;3119;1806;136;80
725;Noord-Brabant;2000 3e kwartaal;7986;6217;345;276
726;Noord-Brabant;2000 oktober;2138;1207;91;54
727;Noord-Brabant;2000 november;1062;468;43;20
728;Noord-Brabant;2000 december;1682;703;74;31
729;Noord-Brabant;2000 4e kwartaal;4882;2378;208;105
730;Noord-Brabant;2000 Totaal;26554;16936;1143;746
731;Noord-Brabant;2001 januari;648;486;26;20
732;Noord-Brabant;2001 februari;508;389;21;17
733;Noord-Brabant;2001 maart;1234;800;50;33
734;Noord-Brabant;2001 1e kwartaal;2390;1675;97;70
735;Noord-Brabant;2001 april;1831;1017;78;45
736;Noord-Brabant;2001 mei;2884;1489;126;66
737;Noord-Brabant;2001 juni;2934;1492;128;65
738;Noord-Brabant;2001 2e kwartaal;7649;3998;332;176
739;Noord-Brabant;2001 juli;1285;1290;55;59
740;Noord-Brabant;2001 augustus;1867;1263;78;54
741;Noord-Brabant;2001 september;2376;1088;100;48
742;Noord-Brabant;2001 3e kwartaal;5528;3641;233;161
743;Noord-Brabant;2001 oktober;1556;797;65;37
744;Noord-Brabant;2001 november;909;237;37;10
745;Noord-Brabant;2001 december;1447;504;61;22
746;Noord-Brabant;2001 4e kwartaal;3912;1538;163;69
747;Noord-Brabant;2001 Totaal;19479;10853;827;475
748;Limburg;1998 januari;1155;676;46;28
749;Limburg;1998 februari;1122;700;44;29
750;Limburg;1998 maart;1287;608;49;25
751;Limburg;1998 1e kwartaal;3564;1984;139;82
752;Limburg;1998 april;1811;881;76;39
753;Limburg;1998 mei;2813;1312;111;53
754;Limburg;1998 juni;3473;1390;141;55
755;Limburg;1998 2e kwartaal;8097;3583;328;147
756;Limburg;1998 juli;3132;1896;131;85
757;Limburg;1998 augustus;2456;1740;98;72
758;Limburg;1998 september;3131;1338;130;57
759;Limburg;1998 3e kwartaal;8719;4974;359;214
760;Limburg;1998 oktober;2356;1004;93;42
761;Limburg;1998 november;1374;389;57;17
762;Limburg;1998 december;1898;618;80;27
763;Limburg;1998 4e kwartaal;5628;2011;230;86
764;Limburg;1998 Totaal;26009;12551;1056;529
765;Limburg;1999 januari;899;585;35;25
766;Limburg;1999 februari;1017;637;42;27
767;Limburg;1999 maart;1037;557;39;23
768;Limburg;1999 1e kwartaal;2953;1779;116;75
769;Limburg;1999 april;1607;778;64;34
770;Limburg;1999 mei;2708;1349;110;57
771;Limburg;1999 juni;3480;1325;144;54
772;Limburg;1999 2e kwartaal;7795;3452;318;145
773;Limburg;1999 juli;2416;1729;100;76
774;Limburg;1999 augustus;1912;1247;75;51
775;Limburg;1999 september;3003;1165;122;49
776;Limburg;1999 3e kwartaal;7331;4141;297;176
777;Limburg;1999 oktober;1941;956;77;41
778;Limburg;1999 november;1122;343;43;15
779;Limburg;1999 december;1620;521;66;22
780;Limburg;1999 4e kwartaal;4683;1820;186;78
781;Limburg;1999 Totaal;22762;11192;919;474
782;Limburg;2000 januari;943;561;37;23
783;Limburg;2000 februari;973;512;37;21
784;Limburg;2000 maart;1429;783;57;33
785;Limburg;2000 1e kwartaal;3345;1856;131;77
786;Limburg;2000 april;1563;798;63;35
787;Limburg;2000 mei;3594;1407;147;61
788;Limburg;2000 juni;3218;1390;134;59
789;Limburg;2000 2e kwartaal;8375;3595;344;155
790;Limburg;2000 juli;2186;1800;90;80
791;Limburg;2000 augustus;2165;1282;86;54
792;Limburg;2000 september;3506;1406;141;60
793;Limburg;2000 3e kwartaal;7857;4488;317;194
794;Limburg;2000 oktober;2026;941;80;42
795;Limburg;2000 november;1153;329;45;14
796;Limburg;2000 december;1749;583;72;26
797;Limburg;2000 4e kwartaal;4928;1853;197;82
798;Limburg;2000 Totaal;24504;11792;989;509
799;Limburg;2001 januari;994;527;38;22
800;Limburg;2001 februari;992;528;39;23
801;Limburg;2001 maart;1241;618;46;27
802;Limburg;2001 1e kwartaal;3227;1673;123;72
803;Limburg;2001 april;1575;754;62;32
804;Limburg;2001 mei;2873;1217;118;52
805;Limburg;2001 juni;3052;1308;127;56
806;Limburg;2001 2e kwartaal;7500;3279;307;140
807;Limburg;2001 juli;1913;1571;79;71
808;Limburg;2001 augustus;1976;1216;79;53
809;Limburg;2001 september;2951;1167;121;50
810;Limburg;2001 3e kwartaal;6840;3954;279;174
811;Limburg;2001 oktober;1656;703;69;33
812;Limburg;2001 november;972;266;37;11
813;Limburg;2001 december;1536;483;64;21
814;Limburg;2001 4e kwartaal;4164;1452;170;65
815;Limburg;2001 Totaal;21730;10358;879;451
