ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWAOWIAUitkering_1;PersonenMetEenWajongUitkering_2
269;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;8;2007 september;13570;1130
270;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;57360;29690
271;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;52870;30350
272;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;50430;31040
273;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2005 september;84080;28160
274;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2006 september;69140;28830
275;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;0;2007 september;63150;29630
276;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2005 september;2500;190
277;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2006 september;2790;270
278;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;1;2007 september;2600;400
279;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2005 september;3750;240
280;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2006 september;2100;240
281;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2;2007 september;3580;370
282;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5;2005 september;8510;480
283;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5;2006 september;5030;440
284;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5;2007 september;4030;490
285;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2005 september;8040;430
286;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2006 september;6090;470
287;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;6;2007 september;4180;470
288;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;8;2005 september;15990;830
289;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;8;2006 september;11830;930
290;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;8;2007 september;9690;930
291;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;45290;26000
292;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;41290;26480
293;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;39070;26970
294;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;9050;2610
295;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;7600;2670
296;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;7090;2720
297;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;300;30
298;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;390;30
299;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;360;60
300;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;470;30
301;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;270;30
302;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;480;30
303;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2005 september;1090;50
304;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2006 september;610;70
305;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2007 september;550;70
306;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;1000;50
307;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;810;60
308;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2007 september;490;60
309;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2005 september;1950;120
310;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2006 september;1530;120
311;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2007 september;1250;110
312;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2005 september;4240;2330
313;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2006 september;4010;2370
314;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2007 september;3960;2390
315;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2005 september;18260;1590
316;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2006 september;15090;1760
317;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2007 september;14640;1940
318;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2005 september;720;20
319;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2006 september;890;30
320;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2007 september;810;30
321;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2005 september;910;20
322;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2006 september;540;40
323;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2007 september;1430;40
324;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2005 september;2310;40
325;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2006 september;1350;50
326;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2007 september;1210;60
327;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2005 september;2510;40
328;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2006 september;1650;40
329;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2007 september;1160;50
330;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2005 september;3980;110
331;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2006 september;3090;110
332;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2007 september;2640;90
333;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;7830;1360
334;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;7570;1500
335;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;7390;1670
336;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2005 september;201530;23780
337;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2006 september;185220;24410
338;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2007 september;173870;25300
339;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2005 september;6110;90
340;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2006 september;5280;120
341;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2007 september;4750;200
342;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2005 september;6360;100
343;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2006 september;3790;130
344;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2007 september;6830;200
345;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2005 september;15650;280
346;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2006 september;11070;220
347;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2007 september;7620;240
348;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2005 september;15780;250
349;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2006 september;13030;290
350;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2007 september;9750;220
351;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2005 september;31960;350
352;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2006 september;26640;460
353;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2007 september;22610;600
354;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;125670;22700
355;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;125420;23190
356;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;122310;23840
357;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2005 september;162140;21110
358;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2006 september;148270;21720
359;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;0;2007 september;137720;22510
360;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2005 september;4520;80
361;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2006 september;4040;100
362;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;1;2007 september;3560;180
363;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2005 september;5040;80
364;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2006 september;2930;110
365;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2;2007 september;4920;160
366;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5;2005 september;12110;230
367;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5;2006 september;8420;190
368;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5;2007 september;5790;210
369;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2005 september;12330;210
370;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2006 september;10040;240
371;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;6;2007 september;7370;190
372;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;8;2005 september;25460;290
373;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;8;2006 september;20980;390
374;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;8;2007 september;17500;490
375;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2005 september;102680;20210
376;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2006 september;101870;20700
377;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2007 september;98580;21290
378;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2005 september;18470;2020
379;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2006 september;16620;2040
380;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2007 september;15260;2090
381;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2005 september;610;10
382;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2006 september;500;10
383;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2007 september;520;20
384;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2005 september;620;10
385;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2006 september;400;20
386;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2007 september;630;20
387;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2005 september;1670;30
388;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2006 september;1090;20
389;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2007 september;730;30
390;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2005 september;1390;20
391;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;1340;40
392;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;930;20
393;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2005 september;3190;30
394;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2006 september;2570;40
395;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2007 september;2120;70
396;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;10990;1920
397;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;10720;1910
398;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;10330;1930
399;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;20920;640
400;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;20330;660
401;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;20880;710
402;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;970;0
403;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;740;10
404;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;670;10
405;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;700;10
406;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;470;10
407;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;1280;10
408;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2005 september;1880;20
409;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2006 september;1550;10
410;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2007 september;1100;10
411;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;2070;20
412;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;1650;20
413;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;1450;10
414;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2005 september;3310;20
415;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2006 september;3090;30
416;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2007 september;2990;40
417;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;12000;570
418;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;12830;590
419;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;13400;630
420;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;317790;13060
421;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;310990;13850
422;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;310000;14670
423;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;9490;40
424;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;4100;20
425;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;3590;40
426;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;5100;50
427;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;3210;30
428;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;6320;50
429;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2005 september;13210;140
430;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2006 september;14680;90
431;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2007 september;7250;70
432;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;14190;80
433;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;13170;140
434;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;14460;90
435;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2005 september;35440;120
436;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2006 september;30270;140
437;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2007 september;27270;240
438;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;240360;12640
439;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;245570;13430
440;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;251120;14190
441;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2005 september;263030;11390
442;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2006 september;257490;12090
443;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;0;2007 september;256870;12820
444;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2005 september;7390;30
445;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2006 september;3380;20
446;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;1;2007 september;2900;30
447;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2005 september;4240;40
448;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2006 september;2620;30
449;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2;2007 september;5120;40
450;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5;2005 september;10910;120
451;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5;2006 september;11700;70
452;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5;2007 september;5920;60
453;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2005 september;11650;60
454;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2006 september;10860;120
455;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;6;2007 september;11540;70
456;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;8;2005 september;29890;110
457;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;8;2006 september;25180;120
458;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;8;2007 september;22410;200
459;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;198960;11030
460;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;203770;11730
461;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;208980;12410
462;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;33590;1340
463;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;32520;1410
464;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;31800;1470
465;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;1100;0
466;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;440;0
467;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;450;0
468;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;550;10
469;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;390;0
470;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;650;0
471;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2005 september;1480;20
472;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2006 september;1630;10
473;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2007 september;790;10
474;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;1540;10
475;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;1470;20
476;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;1560;10
477;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2005 september;3770;10
478;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2006 september;3290;10
479;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2007 september;3020;20
480;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;25160;1300
481;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;25320;1360
482;Totaal mannen en vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;25340;1430
483;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;21170;330
484;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;20980;350
485;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;21320;390
486;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;1010;0
487;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;290;0
488;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;250;0
489;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;310;0
490;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;210;0
491;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;550;0
492;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2005 september;820;10
493;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2006 september;1350;10
494;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2007 september;530;10
495;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;1000;10
496;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;850;10
497;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;1360;10
498;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2005 september;1790;10
499;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2006 september;1810;10
500;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2007 september;1840;20
501;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;16230;310
502;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;16480;330
503;Totaal mannen en vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;16800;350
504;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2005 september;357660;73500
505;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2006 september;328920;78300
506;Mannen;Totaal leeftijd;Totaal herkomstgroepering;0;2007 september;314850;83820
507;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2005 september;6420;2880
508;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2006 september;8040;3480
509;Mannen;Totaal leeftijd;Totaal herkomstgroepering;1;2007 september;7160;4450
510;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2005 september;9960;2830
511;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2006 september;5730;3840
512;Mannen;Totaal leeftijd;Totaal herkomstgroepering;2;2007 september;11140;4020
513;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5;2005 september;25110;5030
514;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5;2006 september;14730;5490
515;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5;2007 september;11770;6650
516;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2005 september;24950;3990
517;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2006 september;20900;4660
518;Mannen;Totaal leeftijd;Totaal herkomstgroepering;6;2007 september;13290;5200
519;Mannen;Totaal leeftijd;Totaal herkomstgroepering;8;2005 september;47800;6530
520;Mannen;Totaal leeftijd;Totaal herkomstgroepering;8;2006 september;40560;7180
521;Mannen;Totaal leeftijd;Totaal herkomstgroepering;8;2007 september;36430;8110
522;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2005 september;243430;52250
523;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2006 september;238950;53650
524;Mannen;Totaal leeftijd;Totaal herkomstgroepering;5 jaar of langer;2007 september;235060;55400
525;Mannen;Totaal leeftijd;Autochtoon;0;2005 september;288290;61990
526;Mannen;Totaal leeftijd;Autochtoon;0;2006 september;265590;65690
527;Mannen;Totaal leeftijd;Autochtoon;0;2007 september;253580;69810
528;Mannen;Totaal leeftijd;Autochtoon;1;2005 september;4610;2270
529;Mannen;Totaal leeftijd;Autochtoon;1;2006 september;6020;2700
530;Mannen;Totaal leeftijd;Autochtoon;1;2007 september;5320;3380
531;Mannen;Totaal leeftijd;Autochtoon;2;2005 september;7750;2240
532;Mannen;Totaal leeftijd;Autochtoon;2;2006 september;4360;3020
533;Mannen;Totaal leeftijd;Autochtoon;2;2007 september;8110;3090
534;Mannen;Totaal leeftijd;Autochtoon;5;2005 september;19330;4010
535;Mannen;Totaal leeftijd;Autochtoon;5;2006 september;11130;4350
536;Mannen;Totaal leeftijd;Autochtoon;5;2007 september;8880;5220
537;Mannen;Totaal leeftijd;Autochtoon;6;2005 september;19130;3140
538;Mannen;Totaal leeftijd;Autochtoon;6;2006 september;16230;3720
539;Mannen;Totaal leeftijd;Autochtoon;6;2007 september;10060;4130
540;Mannen;Totaal leeftijd;Autochtoon;8;2005 september;38150;5230
541;Mannen;Totaal leeftijd;Autochtoon;8;2006 september;32180;5690
542;Mannen;Totaal leeftijd;Autochtoon;8;2007 september;28550;6450
543;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2005 september;199320;45100
544;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2006 september;195670;46200
545;Mannen;Totaal leeftijd;Autochtoon;5 jaar of langer;2007 september;192670;47540
546;Mannen;Totaal leeftijd;Westerse allochtoon;0;2005 september;32480;5820
547;Mannen;Totaal leeftijd;Westerse allochtoon;0;2006 september;29750;6120
548;Mannen;Totaal leeftijd;Westerse allochtoon;0;2007 september;27960;6510
549;Mannen;Totaal leeftijd;Westerse allochtoon;1;2005 september;560;220
550;Mannen;Totaal leeftijd;Westerse allochtoon;1;2006 september;760;240
551;Mannen;Totaal leeftijd;Westerse allochtoon;1;2007 september;710;360
552;Mannen;Totaal leeftijd;Westerse allochtoon;2;2005 september;890;220
