ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWAOWIAUitkering_1;PersonenMetEenWajongUitkering_2
1199;Vrouwen;25 tot 35 jaar;Autochtoon;0;2007 september;11590;13940
1200;Vrouwen;25 tot 35 jaar;Autochtoon;1;2005 september;740;210
1201;Vrouwen;25 tot 35 jaar;Autochtoon;1;2006 september;940;290
1202;Vrouwen;25 tot 35 jaar;Autochtoon;1;2007 september;890;380
1203;Vrouwen;25 tot 35 jaar;Autochtoon;2;2005 september;1260;220
1204;Vrouwen;25 tot 35 jaar;Autochtoon;2;2006 september;720;310
1205;Vrouwen;25 tot 35 jaar;Autochtoon;2;2007 september;950;380
1206;Vrouwen;25 tot 35 jaar;Autochtoon;5;2005 september;2760;470
1207;Vrouwen;25 tot 35 jaar;Autochtoon;5;2006 september;1440;470
1208;Vrouwen;25 tot 35 jaar;Autochtoon;5;2007 september;1250;620
1209;Vrouwen;25 tot 35 jaar;Autochtoon;6;2005 september;2490;490
1210;Vrouwen;25 tot 35 jaar;Autochtoon;6;2006 september;1730;530
1211;Vrouwen;25 tot 35 jaar;Autochtoon;6;2007 september;1070;500
1212;Vrouwen;25 tot 35 jaar;Autochtoon;8;2005 september;4630;1300
1213;Vrouwen;25 tot 35 jaar;Autochtoon;8;2006 september;3240;1230
1214;Vrouwen;25 tot 35 jaar;Autochtoon;8;2007 september;2550;1240
1215;Vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2005 september;6610;10450
1216;Vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2006 september;5300;10590
1217;Vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2007 september;4880;10820
1218;Vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2005 september;1820;1130
1219;Vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2006 september;1320;1160
1220;Vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2007 september;1170;1230
1221;Vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2005 september;80;30
1222;Vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2006 september;120;30
1223;Vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2007 september;120;50
1224;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2005 september;160;30
1225;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2006 september;60;40
1226;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2007 september;120;50
1227;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5;2005 september;360;50
1228;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5;2006 september;180;60
1229;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5;2007 september;130;70
1230;Vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2005 september;290;60
1231;Vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2006 september;220;50
1232;Vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2007 september;130;50
1233;Vrouwen;25 tot 35 jaar;Westerse allochtoon;8;2005 september;460;130
1234;Vrouwen;25 tot 35 jaar;Westerse allochtoon;8;2006 september;360;130
1235;Vrouwen;25 tot 35 jaar;Westerse allochtoon;8;2007 september;300;130
1236;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2005 september;470;840
1237;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2006 september;390;850
1238;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2007 september;370;880
1239;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2005 september;4880;1410
1240;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2006 september;3600;1570
1241;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2007 september;3390;1770
1242;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2005 september;240;20
1243;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2006 september;340;40
1244;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2007 september;350;70
1245;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2005 september;410;30
1246;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2006 september;210;50
1247;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2007 september;410;50
1248;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5;2005 september;840;50
1249;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5;2006 september;480;50
1250;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5;2007 september;410;100
1251;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2005 september;900;60
1252;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2006 september;550;60
1253;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2007 september;360;60
1254;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;8;2005 september;1180;150
1255;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;8;2006 september;930;150
1256;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;8;2007 september;800;150
1257;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;1310;1110
1258;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;1100;1220
1259;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;1070;1340
1260;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2005 september;65080;14850
1261;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2006 september;53570;15260
1262;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2007 september;49690;15700
1263;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2005 september;2380;100
1264;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2006 september;2130;150
1265;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2007 september;2020;220
1266;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2005 september;2820;80
1267;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2006 september;1570;120
1268;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2007 september;2920;170
1269;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2005 september;6160;220
1270;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2006 september;4130;210
1271;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2007 september;3140;270
1272;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2005 september;5920;220
1273;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2006 september;4390;220
1274;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2007 september;3490;220
1275;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;8;2005 september;12570;450
1276;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;8;2006 september;8960;480
1277;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;8;2007 september;7210;460
1278;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;35230;13780
1279;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;32400;14080
1280;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;30910;14360
1281;Vrouwen;35 tot 45 jaar;Autochtoon;0;2005 september;50130;12990
1282;Vrouwen;35 tot 45 jaar;Autochtoon;0;2006 september;41100;13290
1283;Vrouwen;35 tot 45 jaar;Autochtoon;0;2007 september;37750;13640
1284;Vrouwen;35 tot 45 jaar;Autochtoon;1;2005 september;1740;80
1285;Vrouwen;35 tot 45 jaar;Autochtoon;1;2006 september;1490;130
1286;Vrouwen;35 tot 45 jaar;Autochtoon;1;2007 september;1430;180
1287;Vrouwen;35 tot 45 jaar;Autochtoon;2;2005 september;2100;70
1288;Vrouwen;35 tot 45 jaar;Autochtoon;2;2006 september;1160;100
1289;Vrouwen;35 tot 45 jaar;Autochtoon;2;2007 september;1940;140
1290;Vrouwen;35 tot 45 jaar;Autochtoon;5;2005 september;4490;190
1291;Vrouwen;35 tot 45 jaar;Autochtoon;5;2006 september;3040;170
1292;Vrouwen;35 tot 45 jaar;Autochtoon;5;2007 september;2220;220
1293;Vrouwen;35 tot 45 jaar;Autochtoon;6;2005 september;4200;180
1294;Vrouwen;35 tot 45 jaar;Autochtoon;6;2006 september;3170;190
1295;Vrouwen;35 tot 45 jaar;Autochtoon;6;2007 september;2560;180
1296;Vrouwen;35 tot 45 jaar;Autochtoon;8;2005 september;9300;360
1297;Vrouwen;35 tot 45 jaar;Autochtoon;8;2006 september;6530;390
1298;Vrouwen;35 tot 45 jaar;Autochtoon;8;2007 september;5220;380
1299;Vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;28300;12110
1300;Vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;25720;12310
1301;Vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;24390;12540
1302;Vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;5560;1190
1303;Vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;4630;1220
1304;Vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;4320;1230
1305;Vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;210;10
1306;Vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;220;10
1307;Vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;200;30
1308;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;280;10
1309;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;160;10
1310;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;280;20
1311;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2005 september;600;20
1312;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2006 september;370;30
1313;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2007 september;330;20
1314;Vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;540;20
1315;Vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;440;20
1316;Vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2007 september;300;30
1317;Vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2005 september;1160;50
1318;Vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2006 september;860;40
1319;Vrouwen;35 tot 45 jaar;Westerse allochtoon;8;2007 september;690;40
1320;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2005 september;2770;1080
1321;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2006 september;2580;1110
1322;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2007 september;2520;1090
1323;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2005 september;9400;670
1324;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2006 september;7840;750
1325;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2007 september;7610;830
1326;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2005 september;440;10
1327;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2006 september;420;10
1328;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2007 september;390;10
1329;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2005 september;440;0
1330;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2006 september;260;20
1331;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2007 september;700;10
1332;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2005 september;1070;10
1333;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2006 september;720;10
1334;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2007 september;590;20
1335;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2005 september;1180;20
1336;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2006 september;770;10
1337;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2007 september;640;10
1338;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2005 september;2120;50
1339;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2006 september;1570;50
1340;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;8;2007 september;1290;40
1341;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;4160;580
1342;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;4100;660
1343;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;4000;730
1344;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2005 september;97800;10330
1345;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2006 september;91580;10670
1346;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2007 september;86930;11200
1347;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2005 september;4010;40
1348;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2006 september;2640;40
1349;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2007 september;2440;100
1350;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2005 september;3170;40
1351;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2006 september;1890;50
1352;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2007 september;3170;80
1353;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2005 september;7530;100
1354;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2006 september;6410;80
1355;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2007 september;3820;90
1356;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2005 september;7540;110
1357;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2006 september;6310;100
1358;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2007 september;5630;90
1359;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2005 september;16800;150
1360;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2006 september;13590;200
1361;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;8;2007 september;11200;240
1362;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;58740;9900
1363;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;60740;10200
1364;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;60670;10610
1365;Vrouwen;45 tot 55 jaar;Autochtoon;0;2005 september;78170;9210
1366;Vrouwen;45 tot 55 jaar;Autochtoon;0;2006 september;73000;9550
1367;Vrouwen;45 tot 55 jaar;Autochtoon;0;2007 september;68810;10030
1368;Vrouwen;45 tot 55 jaar;Autochtoon;1;2005 september;3020;30
1369;Vrouwen;45 tot 55 jaar;Autochtoon;1;2006 september;2050;40
1370;Vrouwen;45 tot 55 jaar;Autochtoon;1;2007 september;1840;80
1371;Vrouwen;45 tot 55 jaar;Autochtoon;2;2005 september;2530;30
1372;Vrouwen;45 tot 55 jaar;Autochtoon;2;2006 september;1460;40
1373;Vrouwen;45 tot 55 jaar;Autochtoon;2;2007 september;2340;70
1374;Vrouwen;45 tot 55 jaar;Autochtoon;5;2005 september;5800;80
1375;Vrouwen;45 tot 55 jaar;Autochtoon;5;2006 september;4910;70
1376;Vrouwen;45 tot 55 jaar;Autochtoon;5;2007 september;2920;80
1377;Vrouwen;45 tot 55 jaar;Autochtoon;6;2005 september;5880;90
1378;Vrouwen;45 tot 55 jaar;Autochtoon;6;2006 september;4840;80
1379;Vrouwen;45 tot 55 jaar;Autochtoon;6;2007 september;4300;80
1380;Vrouwen;45 tot 55 jaar;Autochtoon;8;2005 september;13280;140
1381;Vrouwen;45 tot 55 jaar;Autochtoon;8;2006 september;10610;170
1382;Vrouwen;45 tot 55 jaar;Autochtoon;8;2007 september;8640;200
1383;Vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2005 september;47650;8840
1384;Vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2006 september;49130;9150
1385;Vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2007 september;48760;9530
1386;Vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2005 september;10010;890
1387;Vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2006 september;9130;880
1388;Vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2007 september;8430;910
1389;Vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2005 september;420;0
1390;Vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2006 september;270;0
1391;Vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2007 september;290;10
1392;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2005 september;340;10
1393;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2006 september;210;10
1394;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2007 september;330;10
1395;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2005 september;870;10
1396;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2006 september;680;10
1397;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5;2007 september;390;10
1398;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2005 september;730;10
1399;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2006 september;720;20
1400;Vrouwen;45 tot 55 jaar;Westerse allochtoon;6;2007 september;590;10
1401;Vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2005 september;1850;10
1402;Vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2006 september;1440;10
1403;Vrouwen;45 tot 55 jaar;Westerse allochtoon;8;2007 september;1140;30
1404;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2005 september;5780;850
1405;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2006 september;5800;830
1406;Vrouwen;45 tot 55 jaar;Westerse allochtoon;5 jaar of langer;2007 september;5700;850
1407;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2005 september;9620;230
1408;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2006 september;9450;240
1409;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;0;2007 september;9690;260
1410;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2005 september;570;0
1411;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2006 september;330;0
1412;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;1;2007 september;320;0
1413;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2005 september;290;0
1414;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2006 september;210;0
1415;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2;2007 september;500;0
1416;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2005 september;860;0
1417;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2006 september;810;0
1418;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5;2007 september;510;0
1419;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2005 september;920;10
1420;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2006 september;750;0
1421;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;6;2007 september;740;0
1422;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2005 september;1670;10
1423;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2006 september;1530;10
1424;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;8;2007 september;1420;10
1425;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;5310;220
1426;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;5820;220
1427;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;6210;240
1428;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2005 september;123390;5900
1429;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2006 september;123840;6190
1430;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;0;2007 september;126140;6500
1431;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2005 september;6810;20
1432;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2006 september;1600;10
1433;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;1;2007 september;1370;20
1434;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2005 september;1890;20
1435;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2006 september;1310;10
1436;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2;2007 september;2360;20
1437;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2005 september;4780;60
1438;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2006 september;8650;40
1439;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5;2007 september;3010;30
1440;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2005 september;5380;30
1441;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2006 september;4890;60
1442;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;6;2007 september;8480;50
1443;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2005 september;15150;40
1444;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2006 september;12650;50
1445;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;8;2007 september;10890;100
1446;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;89380;5720
1447;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;94730;6010
1448;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;100040;6290
1449;Vrouwen;55 tot 65 jaar;Autochtoon;0;2005 september;102150;5160
1450;Vrouwen;55 tot 65 jaar;Autochtoon;0;2006 september;102290;5420
1451;Vrouwen;55 tot 65 jaar;Autochtoon;0;2007 september;103910;5690
1452;Vrouwen;55 tot 65 jaar;Autochtoon;1;2005 september;5390;20
1453;Vrouwen;55 tot 65 jaar;Autochtoon;1;2006 september;1330;10
1454;Vrouwen;55 tot 65 jaar;Autochtoon;1;2007 september;1070;20
1455;Vrouwen;55 tot 65 jaar;Autochtoon;2;2005 september;1540;20
1456;Vrouwen;55 tot 65 jaar;Autochtoon;2;2006 september;1060;10
1457;Vrouwen;55 tot 65 jaar;Autochtoon;2;2007 september;1890;20
1458;Vrouwen;55 tot 65 jaar;Autochtoon;5;2005 september;3860;50
1459;Vrouwen;55 tot 65 jaar;Autochtoon;5;2006 september;6880;40
1460;Vrouwen;55 tot 65 jaar;Autochtoon;5;2007 september;2450;20
1461;Vrouwen;55 tot 65 jaar;Autochtoon;6;2005 september;4370;30
1462;Vrouwen;55 tot 65 jaar;Autochtoon;6;2006 september;3950;50
1463;Vrouwen;55 tot 65 jaar;Autochtoon;6;2007 september;6740;40
1464;Vrouwen;55 tot 65 jaar;Autochtoon;8;2005 september;12730;40
1465;Vrouwen;55 tot 65 jaar;Autochtoon;8;2006 september;10410;50
1466;Vrouwen;55 tot 65 jaar;Autochtoon;8;2007 september;8780;80
1467;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2005 september;74260;5010
1468;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2006 september;78660;5270
1469;Vrouwen;55 tot 65 jaar;Autochtoon;5 jaar of langer;2007 september;82970;5510
1470;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2005 september;14080;630
1471;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2006 september;14010;660
1472;Vrouwen;55 tot 65 jaar;Westerse allochtoon;0;2007 september;14150;690
1473;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2005 september;860;0
1474;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2006 september;170;0
1475;Vrouwen;55 tot 65 jaar;Westerse allochtoon;1;2007 september;190;0
1476;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2005 september;230;0
1477;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2006 september;160;0
1478;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2;2007 september;290;0
1479;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2005 september;580;10
1480;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2006 september;1050;0
1481;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5;2007 september;340;0
1482;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2005 september;640;0
1483;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2006 september;590;10
1484;Vrouwen;55 tot 65 jaar;Westerse allochtoon;6;2007 september;990;0
1485;Vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2005 september;1690;0
1486;Vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2006 september;1490;10
1487;Vrouwen;55 tot 65 jaar;Westerse allochtoon;8;2007 september;1330;10
1488;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2005 september;10070;610
1489;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2006 september;10550;640
1490;Vrouwen;55 tot 65 jaar;Westerse allochtoon;5 jaar of langer;2007 september;11010;670
1491;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2005 september;7160;100
1492;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2006 september;7540;110
1493;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;0;2007 september;8090;130
1494;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2005 september;570;0
1495;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2006 september;110;0
1496;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;1;2007 september;110;0
1497;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2005 september;110;0
1498;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2006 september;90;0
1499;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2;2007 september;190;0
1500;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2005 september;340;0
1501;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2006 september;720;0
1502;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5;2007 september;210;0
1503;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2005 september;370;0
1504;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2006 september;340;0
1505;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;6;2007 september;740;0
1506;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2005 september;730;0
1507;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2006 september;750;0
1508;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;8;2007 september;780;0
1509;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;5040;100
1510;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;5520;110
1511;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;6060;110
