ID;Wegvoertuigen;BrandstofsoortVoertuig;Perioden;TotaalVerkochteWegvoertuigen_1;NieuwVerkochteWegvoertuigen_2;TweedehandsVerkochteWegvoertuigen_3
1361;Totaal wegvoertuigen;Full elektric (BEV);2014 maart;1159;698;461
1362;Totaal wegvoertuigen;Full elektric (BEV);2014 1e kwartaal;2259;1140;1119
1363;Totaal wegvoertuigen;Full elektric (BEV);2014 april;1104;633;471
1364;Totaal wegvoertuigen;Full elektric (BEV);2014 mei;1367;841;526
1365;Totaal wegvoertuigen;Full elektric (BEV);2014 juni;1473;873;600
1366;Totaal wegvoertuigen;Full elektric (BEV);2014 2e kwartaal;3944;2347;1597
1367;Totaal wegvoertuigen;Full elektric (BEV);2014 juli;1268;726;542
1368;Totaal wegvoertuigen;Full elektric (BEV);2014 augustus;1206;698;508
1369;Totaal wegvoertuigen;Full elektric (BEV);2014 september;1524;983;541
1370;Totaal wegvoertuigen;Full elektric (BEV);2014 3e kwartaal;3998;2407;1591
1371;Totaal wegvoertuigen;Full elektric (BEV);2014 oktober;1207;691;516
1372;Totaal wegvoertuigen;Full elektric (BEV);2014 november;1064;657;407
1373;Totaal wegvoertuigen;Full elektric (BEV);2014 december;1970;1507;463
1374;Totaal wegvoertuigen;Full elektric (BEV);2014 4e kwartaal;4241;2855;1386
1375;Totaal wegvoertuigen;Full elektric (BEV);2014;14442;8749;5693
1376;Totaal wegvoertuigen;Full elektric (BEV);2015 januari;1202;778;424
1377;Totaal wegvoertuigen;Full elektric (BEV);2015 februari;926;518;408
1378;Totaal wegvoertuigen;Full elektric (BEV);2015 maart;1615;1052;563
1379;Totaal wegvoertuigen;Full elektric (BEV);2015 1e kwartaal;3743;2348;1395
1380;Totaal wegvoertuigen;Full elektric (BEV);2015 april;1362;794;568
1381;Totaal wegvoertuigen;Full elektric (BEV);2015 mei;1332;733;599
1382;Totaal wegvoertuigen;Full elektric (BEV);2015 juni;1669;1006;663
1383;Totaal wegvoertuigen;Full elektric (BEV);2015 2e kwartaal;4363;2533;1830
1384;Totaal wegvoertuigen;Full elektric (BEV);2015 juli;1447;763;684
1385;Totaal wegvoertuigen;Full elektric (BEV);2015 augustus;1245;709;536
1386;Totaal wegvoertuigen;Full elektric (BEV);2015 september;1485;887;598
1387;Totaal wegvoertuigen;Full elektric (BEV);2015 3e kwartaal;4177;2359;1818
1388;Totaal wegvoertuigen;Full elektric (BEV);2015 oktober;1217;699;518
1389;Totaal wegvoertuigen;Full elektric (BEV);2015 november;1009;556;453
1390;Totaal wegvoertuigen;Full elektric (BEV);2015 december;1373;841;532
1391;Totaal wegvoertuigen;Full elektric (BEV);2015 4e kwartaal;3599;2096;1503
1392;Totaal wegvoertuigen;Full elektric (BEV);2015;15882;9336;6546
1393;Totaal wegvoertuigen;Full elektric (BEV);2016 januari;875;486;389
1394;Totaal wegvoertuigen;Full elektric (BEV);2016 februari;1133;693;440
1395;Totaal wegvoertuigen;Full elektric (BEV);2016 maart;1786;1243;543
1396;Totaal wegvoertuigen;Full elektric (BEV);2016 1e kwartaal;3794;2422;1372
1397;Totaal wegvoertuigen;Full elektric (BEV);2016 april;1524;820;704
1398;Totaal wegvoertuigen;Full elektric (BEV);2016 mei;1518;700;818
1399;Totaal wegvoertuigen;Full elektric (BEV);2016 juni;1706;995;711
1400;Totaal wegvoertuigen;Full elektric (BEV);2016 2e kwartaal;4748;2515;2233
1401;Totaal wegvoertuigen;Full elektric (BEV);2016 juli;1248;566;682
1402;Totaal wegvoertuigen;Full elektric (BEV);2016 augustus;1300;680;620
1403;Totaal wegvoertuigen;Full elektric (BEV);2016 september;1793;1070;723
1404;Totaal wegvoertuigen;Full elektric (BEV);2016 3e kwartaal;4341;2316;2025
1405;Totaal wegvoertuigen;Full elektric (BEV);2016 oktober;1305;680;625
1406;Totaal wegvoertuigen;Full elektric (BEV);2016 november;1225;677;548
1407;Totaal wegvoertuigen;Full elektric (BEV);2016 december;1720;1071;649
1408;Totaal wegvoertuigen;Full elektric (BEV);2016 4e kwartaal;4250;2428;1822
1409;Totaal wegvoertuigen;Full elektric (BEV);2016;17133;9681;7452
1410;Totaal wegvoertuigen;Full elektric (BEV);2017 januari;1303;772;531
1411;Totaal wegvoertuigen;Full elektric (BEV);2017 februari;1320;737;583
1412;Totaal wegvoertuigen;Full elektric (BEV);2017 maart;2135;1268;867
1413;Totaal wegvoertuigen;Full elektric (BEV);2017 1e kwartaal;4758;2777;1981
1414;Totaal wegvoertuigen;Full elektric (BEV);2017 april;1584;826;758
1415;Totaal wegvoertuigen;Full elektric (BEV);2017 mei;1995;1118;877
1416;Totaal wegvoertuigen;Full elektric (BEV);2017 juni;2459;1453;1006
1417;Totaal wegvoertuigen;Full elektric (BEV);2017 2e kwartaal;6038;3397;2641
1418;Totaal wegvoertuigen;Full elektric (BEV);2017 juli;2109;1153;956
1419;Totaal wegvoertuigen;Full elektric (BEV);2017 augustus;2053;1197;856
1420;Totaal wegvoertuigen;Full elektric (BEV);2017 september;2569;1613;956
1421;Totaal wegvoertuigen;Full elektric (BEV);2017 3e kwartaal;6731;3963;2768
1422;Totaal wegvoertuigen;Full elektric (BEV);2017 oktober;2026;1202;824
1423;Totaal wegvoertuigen;Full elektric (BEV);2017 november;2435;1579;856
1424;Totaal wegvoertuigen;Full elektric (BEV);2017 december;4059;3219;840
1425;Totaal wegvoertuigen;Full elektric (BEV);2017 4e kwartaal;8520;6000;2520
1426;Totaal wegvoertuigen;Full elektric (BEV);2017;26047;16137;9910
1427;Totaal wegvoertuigen;Full elektric (BEV);2018 januari;3169;2093;1076
1428;Totaal wegvoertuigen;Full elektric (BEV);2018 februari;2561;1381;1180
1429;Totaal wegvoertuigen;Full elektric (BEV);2018 maart;3503;2356;1147
1430;Totaal wegvoertuigen;Full elektric (BEV);2018 1e kwartaal;9233;5830;3403
1431;Totaal wegvoertuigen;Full elektric (BEV);2018 april;2877;1566;1311
1432;Totaal wegvoertuigen;Full elektric (BEV);2018 mei;3302;2011;1291
1433;Totaal wegvoertuigen;Full elektric (BEV);2018 juni;4300;2877;1423
1434;Totaal wegvoertuigen;Full elektric (BEV);2018 2e kwartaal;10479;6454;4025
1435;Totaal wegvoertuigen;Full elektric (BEV);2018 juli;3365;1985;1380
1436;Totaal wegvoertuigen;Full elektric (BEV);2018 augustus;3946;2707;1239
1437;Totaal wegvoertuigen;Full elektric (BEV);2018 september;4841;3604;1237
1438;Totaal wegvoertuigen;Full elektric (BEV);2018 3e kwartaal;12152;8296;3856
1439;Totaal wegvoertuigen;Full elektric (BEV);2018 oktober;3919;2561;1358
1440;Totaal wegvoertuigen;Full elektric (BEV);2018 november;5271;3968;1303
1441;Totaal wegvoertuigen;Full elektric (BEV);2018 december;7999;6669;1330
1442;Totaal wegvoertuigen;Full elektric (BEV);2018 4e kwartaal;17189;13198;3991
1443;Totaal wegvoertuigen;Full elektric (BEV);2018;49053;33778;15275
1444;Totaal wegvoertuigen;Full elektric (BEV);2019 januari;5037;3287;1750
1445;Totaal wegvoertuigen;Full elektric (BEV);2019 februari;4418;2972;1446
1446;Totaal wegvoertuigen;Full elektric (BEV);2019 maart;7219;5393;1826
1447;Totaal wegvoertuigen;Full elektric (BEV);2019 1e kwartaal;16674;11652;5022
1448;Totaal wegvoertuigen;Full elektric (BEV);2019 april;5074;3512;1562
1449;Totaal wegvoertuigen;Full elektric (BEV);2019 mei;6291;3722;2569
1450;Totaal wegvoertuigen;Full elektric (BEV);2019 juni;7221;5580;1641
1451;Totaal wegvoertuigen;Full elektric (BEV);2019 2e kwartaal;18586;12814;5772
1452;Totaal wegvoertuigen;Full elektric (BEV);2019 juli;5544;3719;1825
1453;Totaal wegvoertuigen;Full elektric (BEV);2019 augustus;5986;4206;1780
1454;Totaal wegvoertuigen;Full elektric (BEV);2019 september;10695;8966;1729
1455;Totaal wegvoertuigen;Full elektric (BEV);2019 3e kwartaal;22225;16891;5334
1456;Totaal wegvoertuigen;Full elektric (BEV);2019 oktober;5862;3396;2466
1457;Totaal wegvoertuigen;Full elektric (BEV);2019 november;10466;7993;2473
1458;Totaal wegvoertuigen;Full elektric (BEV);2019 december;26459;23856;2603
1459;Totaal wegvoertuigen;Full elektric (BEV);2019 4e kwartaal;42787;35245;7542
1460;Totaal wegvoertuigen;Full elektric (BEV);2019;100272;76602;23670
1461;Totaal wegvoertuigen;Full elektric (BEV);2020 januari;6881;3500;3381
1462;Totaal wegvoertuigen;Full elektric (BEV);2020 februari;6782;4171;2611
1463;Totaal wegvoertuigen;Full elektric (BEV);2020 maart;7812;5188;2624
1464;Totaal wegvoertuigen;Full elektric (BEV);2020 1e kwartaal;21475;12859;8616
1465;Totaal wegvoertuigen;Full elektric (BEV);2020 april;5459;3168;2291
1466;Totaal wegvoertuigen;Full elektric (BEV);2020 mei;6092;3427;2665
1467;Totaal wegvoertuigen;Full elektric (BEV);2020 juni;9024;5666;3358
1468;Totaal wegvoertuigen;Full elektric (BEV);2020 2e kwartaal;20575;12261;8314
1469;Totaal wegvoertuigen;Full elektric (BEV);2020 juli;10438;6881;3557
1470;Totaal wegvoertuigen;Full elektric (BEV);2020 augustus;9923;6756;3167
1471;Totaal wegvoertuigen;Full elektric (BEV);2020 september;12967;8845;4122
1472;Totaal wegvoertuigen;Full elektric (BEV);2020 3e kwartaal;33328;22482;10846
1473;Totaal wegvoertuigen;Full elektric (BEV);2020 oktober;12915;9247;3668
1474;Totaal wegvoertuigen;Full elektric (BEV);2020 november;14125;10146;3979
1475;Totaal wegvoertuigen;Full elektric (BEV);2020 december;35341;31180;4161
1476;Totaal wegvoertuigen;Full elektric (BEV);2020 4e kwartaal;62381;50573;11808
1477;Totaal wegvoertuigen;Full elektric (BEV);2020;137759;98175;39584
1478;Totaal wegvoertuigen;Full elektric (BEV);2021 januari;8633;3102;5531
1479;Totaal wegvoertuigen;Full elektric (BEV);2021 februari;7325;3348;3977
1480;Totaal wegvoertuigen;Full elektric (BEV);2021 maart;10882;5136;5746
1481;Totaal wegvoertuigen;Full elektric (BEV);2021 1e kwartaal;26840;11586;15254
1482;Totaal wegvoertuigen;Full elektric (BEV);2021 april;10148;5241;4907
1483;Totaal wegvoertuigen;Full elektric (BEV);2021 mei;11834;6788;5046
1484;Totaal wegvoertuigen;Full elektric (BEV);2021 juni;15736;9663;6073
1485;Totaal wegvoertuigen;Full elektric (BEV);2021 2e kwartaal;37718;21692;16026
1486;Totaal wegvoertuigen;Full elektric (BEV);2021 juli;14522;7938;6584
1487;Totaal wegvoertuigen;Full elektric (BEV);2021 augustus;14615;8187;6428
1488;Totaal wegvoertuigen;Full elektric (BEV);2021 september;15143;8058;7085
1489;Totaal wegvoertuigen;Full elektric (BEV);2021 3e kwartaal;44280;24183;20097
1490;Totaal wegvoertuigen;Full elektric (BEV);2021 oktober;14904;8012;6892
1491;Totaal wegvoertuigen;Full elektric (BEV);2021 november;16421;9831;6590
1492;Totaal wegvoertuigen;Full elektric (BEV);2021 december;29509;23046;6463
1493;Totaal wegvoertuigen;Full elektric (BEV);2021 4e kwartaal;60834;40889;19945
1494;Totaal wegvoertuigen;Full elektric (BEV);2021;169672;98350;71322
1495;Totaal wegvoertuigen;Full elektric (BEV);2022 januari;16338;5860;10478
1496;Totaal wegvoertuigen;Full elektric (BEV);2022 februari;12278;5906;6372
1497;Totaal wegvoertuigen;Full elektric (BEV);2022 maart;18662;9522;9140
1498;Totaal wegvoertuigen;Full elektric (BEV);2022 1e kwartaal;47278;21288;25990
1499;Totaal wegvoertuigen;Full elektric (BEV);2022 april;16571;8849;7722
1500;Totaal wegvoertuigen;Full elektric (BEV);2022 mei;15954;9028;6926
1501;Totaal wegvoertuigen;Full elektric (BEV);2022 juni;18977;11201;7776
1502;Totaal wegvoertuigen;Full elektric (BEV);2022 2e kwartaal;51502;29078;22424
1503;Totaal wegvoertuigen;Full elektric (BEV);2022 juli;16504;9185;7319
1504;Totaal wegvoertuigen;Full elektric (BEV);2022 augustus;17508;9214;8294
1505;Totaal wegvoertuigen;Full elektric (BEV);2022 september;15637;9166;6471
1506;Totaal wegvoertuigen;Full elektric (BEV);2022 3e kwartaal;49649;27565;22084
1507;Totaal wegvoertuigen;Full elektric (BEV);2022 oktober;14854;9169;5685
1508;Totaal wegvoertuigen;Full elektric (BEV);2022 november;15395;9752;5643
1509;Totaal wegvoertuigen;Full elektric (BEV);2022 december;22443;16052;6391
1510;Totaal wegvoertuigen;Full elektric (BEV);2022 4e kwartaal;52692;34973;17719
1511;Totaal wegvoertuigen;Full elektric (BEV);2022;201121;112904;88217
1512;Totaal wegvoertuigen;Full elektric (BEV);2023 januari;16487;6983;9504
1513;Totaal wegvoertuigen;Full elektric (BEV);2023 februari;16593;9216;7377
1514;Totaal wegvoertuigen;Full elektric (BEV);2023 maart;24311;15857;8454
1515;Totaal wegvoertuigen;Full elektric (BEV);2023 1e kwartaal;57391;32056;25335
1516;Totaal wegvoertuigen;Full elektric (BEV);2023 april;18281;10619;7662
1517;Totaal wegvoertuigen;Full elektric (BEV);2023 mei;22305;13737;8568
1518;Totaal wegvoertuigen;Full elektric (BEV);2023 juni;27262;17198;10064
1519;Totaal wegvoertuigen;Full elektric (BEV);2023 2e kwartaal;67848;41554;26294
1520;Totaal wegvoertuigen;Full elektric (BEV);2023 juli;27851;10840;17011
1521;Totaal wegvoertuigen;Full elektric (BEV);2023 augustus;22109;11892;10217
1522;Totaal wegvoertuigen;Full elektric (BEV);2023 september;26040;14089;11951
1523;Totaal wegvoertuigen;Full elektric (BEV);2023 3e kwartaal;76000;36821;39179
1524;Totaal wegvoertuigen;Full elektric (BEV);2023 oktober;23240;11133;12107
1525;Totaal wegvoertuigen;Full elektric (BEV);2023 november;23676;11916;11760
1526;Totaal wegvoertuigen;Full elektric (BEV);2023 december;23490;13018;10472
1527;Totaal wegvoertuigen;Full elektric (BEV);2023 4e kwartaal;70406;36067;34339
1528;Totaal wegvoertuigen;Full elektric (BEV);2023;271645;146498;125147
1529;Totaal wegvoertuigen;Full elektric (BEV);2024 januari;24325;10650;13675
1530;Totaal wegvoertuigen;Full elektric (BEV);2024 februari;22060;10283;11777
1531;Totaal wegvoertuigen;Full elektric (BEV);2024 maart;29193;15634;13559
1532;Totaal wegvoertuigen;Full elektric (BEV);2024 1e kwartaal;75578;36567;39011
1533;Totaal wegvoertuigen;Full elektric (BEV);2024 april;25326;11852;13474
1534;Totaal wegvoertuigen;Full elektric (BEV);2024 mei;26607;12417;14190
1535;Totaal wegvoertuigen;Full elektric (BEV);2024 juni;27731;14325;13406
1536;Totaal wegvoertuigen;Full elektric (BEV);2024 2e kwartaal;79664;38594;41070
1537;Totaal wegvoertuigen;Full elektric (BEV);2024 juli;25370;10888;14482
1538;Totaal wegvoertuigen;Full elektric (BEV);2024 augustus;23683;11487;12196
1539;Totaal wegvoertuigen;Full elektric (BEV);2024 september;28820;14647;14173
1540;Totaal wegvoertuigen;Full elektric (BEV);2024 3e kwartaal;77873;37022;40851
1541;Totaal wegvoertuigen;Full elektric (BEV);2024 oktober;30491;13667;16824
1542;Totaal wegvoertuigen;Full elektric (BEV);2024 november;32623;16197;16426
1543;Totaal wegvoertuigen;Full elektric (BEV);2024 december;39594;20276;19318
1544;Totaal wegvoertuigen;Full elektric (BEV);2024 4e kwartaal;102708;50140;52568
1545;Totaal wegvoertuigen;Full elektric (BEV);2024;335823;162323;173500
1546;Totaal wegvoertuigen;Full elektric (BEV);2025 januari;33680;13602;20078
1547;Totaal wegvoertuigen;Full elektric (BEV);2025 februari;29071;12811;16260
1548;Totaal wegvoertuigen;Full elektric (BEV);2025 maart;31118;14455;16663
1549;Totaal wegvoertuigen;Full elektric (BEV);2025 1e kwartaal;93869;40868;53001
1550;Totaal wegvoertuigen;Totaal hybrides;2007 januari;199;97;102
1551;Totaal wegvoertuigen;Totaal hybrides;2007 februari;115;27;88
1552;Totaal wegvoertuigen;Totaal hybrides;2007 maart;366;265;101
1553;Totaal wegvoertuigen;Totaal hybrides;2007 1e kwartaal;680;389;291
1554;Totaal wegvoertuigen;Totaal hybrides;2007 april;405;311;94
1555;Totaal wegvoertuigen;Totaal hybrides;2007 mei;477;371;106
1556;Totaal wegvoertuigen;Totaal hybrides;2007 juni;621;496;125
1557;Totaal wegvoertuigen;Totaal hybrides;2007 2e kwartaal;1503;1178;325
1558;Totaal wegvoertuigen;Totaal hybrides;2007 juli;528;390;138
1559;Totaal wegvoertuigen;Totaal hybrides;2007 augustus;478;369;109
1560;Totaal wegvoertuigen;Totaal hybrides;2007 september;394;286;108
1561;Totaal wegvoertuigen;Totaal hybrides;2007 3e kwartaal;1400;1045;355
1562;Totaal wegvoertuigen;Totaal hybrides;2007 oktober;436;261;175
1563;Totaal wegvoertuigen;Totaal hybrides;2007 november;343;189;154
1564;Totaal wegvoertuigen;Totaal hybrides;2007 december;218;67;151
1565;Totaal wegvoertuigen;Totaal hybrides;2007 4e kwartaal;997;517;480
1566;Totaal wegvoertuigen;Totaal hybrides;2007;4580;3129;1451
1567;Totaal wegvoertuigen;Totaal hybrides;2008 januari;675;482;193
1568;Totaal wegvoertuigen;Totaal hybrides;2008 februari;1228;1043;185
1569;Totaal wegvoertuigen;Totaal hybrides;2008 maart;1275;1062;213
1570;Totaal wegvoertuigen;Totaal hybrides;2008 1e kwartaal;3178;2587;591
1571;Totaal wegvoertuigen;Totaal hybrides;2008 april;1196;993;203
1572;Totaal wegvoertuigen;Totaal hybrides;2008 mei;1229;1011;218
1573;Totaal wegvoertuigen;Totaal hybrides;2008 juni;1603;1352;251
1574;Totaal wegvoertuigen;Totaal hybrides;2008 2e kwartaal;4028;3356;672
1575;Totaal wegvoertuigen;Totaal hybrides;2008 juli;1586;1303;283
1576;Totaal wegvoertuigen;Totaal hybrides;2008 augustus;1694;1433;261
1577;Totaal wegvoertuigen;Totaal hybrides;2008 september;1659;1387;272
1578;Totaal wegvoertuigen;Totaal hybrides;2008 3e kwartaal;4939;4123;816
1579;Totaal wegvoertuigen;Totaal hybrides;2008 oktober;1292;1036;256
1580;Totaal wegvoertuigen;Totaal hybrides;2008 november;956;692;264
1581;Totaal wegvoertuigen;Totaal hybrides;2008 december;293;52;241
1582;Totaal wegvoertuigen;Totaal hybrides;2008 4e kwartaal;2541;1780;761
1583;Totaal wegvoertuigen;Totaal hybrides;2008;14686;11846;2840
1584;Totaal wegvoertuigen;Totaal hybrides;2009 januari;1965;1687;278
1585;Totaal wegvoertuigen;Totaal hybrides;2009 februari;1499;1245;254
1586;Totaal wegvoertuigen;Totaal hybrides;2009 maart;1837;1463;374
1587;Totaal wegvoertuigen;Totaal hybrides;2009 1e kwartaal;5301;4395;906
1588;Totaal wegvoertuigen;Totaal hybrides;2009 april;1719;1396;323
1589;Totaal wegvoertuigen;Totaal hybrides;2009 mei;2055;1680;375
1590;Totaal wegvoertuigen;Totaal hybrides;2009 juni;1597;1190;407
1591;Totaal wegvoertuigen;Totaal hybrides;2009 2e kwartaal;5371;4266;1105
1592;Totaal wegvoertuigen;Totaal hybrides;2009 juli;2046;1503;543
1593;Totaal wegvoertuigen;Totaal hybrides;2009 augustus;2429;1943;486
1594;Totaal wegvoertuigen;Totaal hybrides;2009 september;2406;1871;535
1595;Totaal wegvoertuigen;Totaal hybrides;2009 3e kwartaal;6881;5317;1564
1596;Totaal wegvoertuigen;Totaal hybrides;2009 oktober;2171;1491;680
1597;Totaal wegvoertuigen;Totaal hybrides;2009 november;1394;722;672
1598;Totaal wegvoertuigen;Totaal hybrides;2009 december;743;108;635
1599;Totaal wegvoertuigen;Totaal hybrides;2009 4e kwartaal;4308;2321;1987
1600;Totaal wegvoertuigen;Totaal hybrides;2009;21861;16299;5562
1601;Totaal wegvoertuigen;Totaal hybrides;2010 januari;2826;2249;577
1602;Totaal wegvoertuigen;Totaal hybrides;2010 februari;1814;1231;583
1603;Totaal wegvoertuigen;Totaal hybrides;2010 maart;2310;1620;690
1604;Totaal wegvoertuigen;Totaal hybrides;2010 1e kwartaal;6950;5100;1850
1605;Totaal wegvoertuigen;Totaal hybrides;2010 april;2270;1571;699
1606;Totaal wegvoertuigen;Totaal hybrides;2010 mei;2026;1436;590
1607;Totaal wegvoertuigen;Totaal hybrides;2010 juni;2207;1371;836
1608;Totaal wegvoertuigen;Totaal hybrides;2010 2e kwartaal;6503;4378;2125
1609;Totaal wegvoertuigen;Totaal hybrides;2010 juli;1903;1102;801
1610;Totaal wegvoertuigen;Totaal hybrides;2010 augustus;2237;1465;772
1611;Totaal wegvoertuigen;Totaal hybrides;2010 september;2472;1667;805
1612;Totaal wegvoertuigen;Totaal hybrides;2010 3e kwartaal;6612;4234;2378
1613;Totaal wegvoertuigen;Totaal hybrides;2010 oktober;2312;1313;999
1614;Totaal wegvoertuigen;Totaal hybrides;2010 november;1750;911;839
1615;Totaal wegvoertuigen;Totaal hybrides;2010 december;1223;188;1035
1616;Totaal wegvoertuigen;Totaal hybrides;2010 4e kwartaal;5285;2412;2873
1617;Totaal wegvoertuigen;Totaal hybrides;2010;25350;16124;9226
1618;Totaal wegvoertuigen;Totaal hybrides;2011 januari;2818;1931;887
1619;Totaal wegvoertuigen;Totaal hybrides;2011 februari;2449;1500;949
1620;Totaal wegvoertuigen;Totaal hybrides;2011 maart;3026;1866;1160
1621;Totaal wegvoertuigen;Totaal hybrides;2011 1e kwartaal;8293;5297;2996
1622;Totaal wegvoertuigen;Totaal hybrides;2011 april;2896;1761;1135
1623;Totaal wegvoertuigen;Totaal hybrides;2011 mei;2255;1117;1138
1624;Totaal wegvoertuigen;Totaal hybrides;2011 juni;1918;915;1003
1625;Totaal wegvoertuigen;Totaal hybrides;2011 2e kwartaal;7069;3793;3276
1626;Totaal wegvoertuigen;Totaal hybrides;2011 juli;2107;1011;1096
1627;Totaal wegvoertuigen;Totaal hybrides;2011 augustus;2451;1302;1149
1628;Totaal wegvoertuigen;Totaal hybrides;2011 september;2370;1216;1154
1629;Totaal wegvoertuigen;Totaal hybrides;2011 3e kwartaal;6928;3529;3399
1630;Totaal wegvoertuigen;Totaal hybrides;2011 oktober;1863;769;1094
1631;Totaal wegvoertuigen;Totaal hybrides;2011 november;2218;1007;1211
1632;Totaal wegvoertuigen;Totaal hybrides;2011 december;1898;499;1399
1633;Totaal wegvoertuigen;Totaal hybrides;2011 4e kwartaal;5979;2275;3704
1634;Totaal wegvoertuigen;Totaal hybrides;2011;28269;14894;13375
1635;Totaal wegvoertuigen;Totaal hybrides;2012 januari;3768;2392;1376
1636;Totaal wegvoertuigen;Totaal hybrides;2012 februari;2673;1171;1502
1637;Totaal wegvoertuigen;Totaal hybrides;2012 maart;3620;1980;1640
1638;Totaal wegvoertuigen;Totaal hybrides;2012 1e kwartaal;10061;5543;4518
1639;Totaal wegvoertuigen;Totaal hybrides;2012 april;3355;1608;1747
1640;Totaal wegvoertuigen;Totaal hybrides;2012 mei;3625;2094;1531
1641;Totaal wegvoertuigen;Totaal hybrides;2012 juni;4390;2600;1790
1642;Totaal wegvoertuigen;Totaal hybrides;2012 2e kwartaal;11370;6302;5068
1643;Totaal wegvoertuigen;Totaal hybrides;2012 juli;4557;2132;2425
1644;Totaal wegvoertuigen;Totaal hybrides;2012 augustus;4944;3105;1839
1645;Totaal wegvoertuigen;Totaal hybrides;2012 september;4650;2767;1883
1646;Totaal wegvoertuigen;Totaal hybrides;2012 3e kwartaal;14151;8004;6147
1647;Totaal wegvoertuigen;Totaal hybrides;2012 oktober;4145;2236;1909
1648;Totaal wegvoertuigen;Totaal hybrides;2012 november;4187;2241;1946
1649;Totaal wegvoertuigen;Totaal hybrides;2012 december;2981;1202;1779
1650;Totaal wegvoertuigen;Totaal hybrides;2012 4e kwartaal;11313;5679;5634
1651;Totaal wegvoertuigen;Totaal hybrides;2012;46895;25528;21367
1652;Totaal wegvoertuigen;Totaal hybrides;2013 januari;5046;2843;2203
1653;Totaal wegvoertuigen;Totaal hybrides;2013 februari;4602;1934;2668
1654;Totaal wegvoertuigen;Totaal hybrides;2013 maart;4938;2710;2228
1655;Totaal wegvoertuigen;Totaal hybrides;2013 1e kwartaal;14586;7487;7099
1656;Totaal wegvoertuigen;Totaal hybrides;2013 april;4173;2052;2121
1657;Totaal wegvoertuigen;Totaal hybrides;2013 mei;4384;2091;2293
1658;Totaal wegvoertuigen;Totaal hybrides;2013 juni;4138;1965;2173
1659;Totaal wegvoertuigen;Totaal hybrides;2013 2e kwartaal;12695;6108;6587
1660;Totaal wegvoertuigen;Totaal hybrides;2013 juli;4705;2383;2322
1661;Totaal wegvoertuigen;Totaal hybrides;2013 augustus;4997;2701;2296
1662;Totaal wegvoertuigen;Totaal hybrides;2013 september;4947;2678;2269
1663;Totaal wegvoertuigen;Totaal hybrides;2013 3e kwartaal;14649;7762;6887
1664;Totaal wegvoertuigen;Totaal hybrides;2013 oktober;6962;4269;2693
1665;Totaal wegvoertuigen;Totaal hybrides;2013 november;9408;6687;2721
1666;Totaal wegvoertuigen;Totaal hybrides;2013 december;13852;11018;2834
1667;Totaal wegvoertuigen;Totaal hybrides;2013 4e kwartaal;30222;21974;8248
1668;Totaal wegvoertuigen;Totaal hybrides;2013;72152;43331;28821
1669;Totaal wegvoertuigen;Totaal hybrides;2014 januari;5024;1819;3205
1670;Totaal wegvoertuigen;Totaal hybrides;2014 februari;4962;2224;2738
1671;Totaal wegvoertuigen;Totaal hybrides;2014 maart;5354;2634;2720
1672;Totaal wegvoertuigen;Totaal hybrides;2014 1e kwartaal;15340;6677;8663
1673;Totaal wegvoertuigen;Totaal hybrides;2014 april;5981;3105;2876
1674;Totaal wegvoertuigen;Totaal hybrides;2014 mei;5759;2921;2838
1675;Totaal wegvoertuigen;Totaal hybrides;2014 juni;4978;2258;2720
1676;Totaal wegvoertuigen;Totaal hybrides;2014 2e kwartaal;16718;8284;8434
1677;Totaal wegvoertuigen;Totaal hybrides;2014 juli;4718;1708;3010
1678;Totaal wegvoertuigen;Totaal hybrides;2014 augustus;4264;1753;2511
1679;Totaal wegvoertuigen;Totaal hybrides;2014 september;4775;1617;3158
1680;Totaal wegvoertuigen;Totaal hybrides;2014 3e kwartaal;13757;5078;8679
1681;Totaal wegvoertuigen;Totaal hybrides;2014 oktober;5230;2087;3143
1682;Totaal wegvoertuigen;Totaal hybrides;2014 november;5176;2205;2971
1683;Totaal wegvoertuigen;Totaal hybrides;2014 december;6005;2410;3595
1684;Totaal wegvoertuigen;Totaal hybrides;2014 4e kwartaal;16411;6702;9709
1685;Totaal wegvoertuigen;Totaal hybrides;2014;62226;26741;35485
1686;Totaal wegvoertuigen;Totaal hybrides;2015 januari;6794;3308;3486
1687;Totaal wegvoertuigen;Totaal hybrides;2015 februari;5397;2177;3220
1688;Totaal wegvoertuigen;Totaal hybrides;2015 maart;5041;1727;3314
1689;Totaal wegvoertuigen;Totaal hybrides;2015 1e kwartaal;17232;7212;10020
1690;Totaal wegvoertuigen;Totaal hybrides;2015 april;5172;1805;3367
1691;Totaal wegvoertuigen;Totaal hybrides;2015 mei;5205;2261;2944
1692;Totaal wegvoertuigen;Totaal hybrides;2015 juni;6700;3358;3342
1693;Totaal wegvoertuigen;Totaal hybrides;2015 2e kwartaal;17077;7424;9653
1694;Totaal wegvoertuigen;Totaal hybrides;2015 juli;7083;3493;3590
1695;Totaal wegvoertuigen;Totaal hybrides;2015 augustus;5812;2679;3133
1696;Totaal wegvoertuigen;Totaal hybrides;2015 september;7058;3303;3755
1697;Totaal wegvoertuigen;Totaal hybrides;2015 3e kwartaal;19953;9475;10478
1698;Totaal wegvoertuigen;Totaal hybrides;2015 oktober;9383;5296;4087
1699;Totaal wegvoertuigen;Totaal hybrides;2015 november;10497;6380;4117
