ID;Wegvoertuigen;BrandstofsoortVoertuig;Perioden;TotaalVerkochteWegvoertuigen_1;NieuwVerkochteWegvoertuigen_2;TweedehandsVerkochteWegvoertuigen_3
1700;Totaal wegvoertuigen;Totaal hybrides;2015 december;25562;20457;5105
1701;Totaal wegvoertuigen;Totaal hybrides;2015 4e kwartaal;45442;32133;13309
1702;Totaal wegvoertuigen;Totaal hybrides;2015;99704;56244;43460
1703;Totaal wegvoertuigen;Totaal hybrides;2016 januari;6786;1052;5734
1704;Totaal wegvoertuigen;Totaal hybrides;2016 februari;6553;801;5752
1705;Totaal wegvoertuigen;Totaal hybrides;2016 maart;7539;1164;6375
1706;Totaal wegvoertuigen;Totaal hybrides;2016 1e kwartaal;20878;3017;17861
1707;Totaal wegvoertuigen;Totaal hybrides;2016 april;6933;1262;5671
1708;Totaal wegvoertuigen;Totaal hybrides;2016 mei;6387;1243;5144
1709;Totaal wegvoertuigen;Totaal hybrides;2016 juni;6797;1307;5490
1710;Totaal wegvoertuigen;Totaal hybrides;2016 2e kwartaal;20117;3812;16305
1711;Totaal wegvoertuigen;Totaal hybrides;2016 juli;6464;1487;4977
1712;Totaal wegvoertuigen;Totaal hybrides;2016 augustus;6235;1602;4633
1713;Totaal wegvoertuigen;Totaal hybrides;2016 september;7302;2304;4998
1714;Totaal wegvoertuigen;Totaal hybrides;2016 3e kwartaal;20001;5393;14608
1715;Totaal wegvoertuigen;Totaal hybrides;2016 oktober;7225;2200;5025
1716;Totaal wegvoertuigen;Totaal hybrides;2016 november;8681;3499;5182
1717;Totaal wegvoertuigen;Totaal hybrides;2016 december;17873;12005;5868
1718;Totaal wegvoertuigen;Totaal hybrides;2016 4e kwartaal;33779;17704;16075
1719;Totaal wegvoertuigen;Totaal hybrides;2016;94775;29926;64849
1720;Totaal wegvoertuigen;Totaal hybrides;2017 januari;9292;2567;6725
1721;Totaal wegvoertuigen;Totaal hybrides;2017 februari;7756;1429;6327
1722;Totaal wegvoertuigen;Totaal hybrides;2017 maart;8178;1460;6718
1723;Totaal wegvoertuigen;Totaal hybrides;2017 1e kwartaal;25226;5456;19770
1724;Totaal wegvoertuigen;Totaal hybrides;2017 april;7009;1248;5761
1725;Totaal wegvoertuigen;Totaal hybrides;2017 mei;8126;1852;6274
1726;Totaal wegvoertuigen;Totaal hybrides;2017 juni;8279;1917;6362
1727;Totaal wegvoertuigen;Totaal hybrides;2017 2e kwartaal;23414;5017;18397
1728;Totaal wegvoertuigen;Totaal hybrides;2017 juli;7928;1742;6186
1729;Totaal wegvoertuigen;Totaal hybrides;2017 augustus;8061;1606;6455
1730;Totaal wegvoertuigen;Totaal hybrides;2017 september;7878;1862;6016
1731;Totaal wegvoertuigen;Totaal hybrides;2017 3e kwartaal;23867;5210;18657
1732;Totaal wegvoertuigen;Totaal hybrides;2017 oktober;8132;1873;6259
1733;Totaal wegvoertuigen;Totaal hybrides;2017 november;8339;1932;6407
1734;Totaal wegvoertuigen;Totaal hybrides;2017 december;7096;1248;5848
1735;Totaal wegvoertuigen;Totaal hybrides;2017 4e kwartaal;23567;5053;18514
1736;Totaal wegvoertuigen;Totaal hybrides;2017;96074;20736;75338
1737;Totaal wegvoertuigen;Totaal hybrides;2018 januari;9741;2635;7106
1738;Totaal wegvoertuigen;Totaal hybrides;2018 februari;8030;1764;6266
1739;Totaal wegvoertuigen;Totaal hybrides;2018 maart;9449;2739;6710
1740;Totaal wegvoertuigen;Totaal hybrides;2018 1e kwartaal;27220;7138;20082
1741;Totaal wegvoertuigen;Totaal hybrides;2018 april;8267;2105;6162
1742;Totaal wegvoertuigen;Totaal hybrides;2018 mei;8931;2484;6447
1743;Totaal wegvoertuigen;Totaal hybrides;2018 juni;9780;2916;6864
1744;Totaal wegvoertuigen;Totaal hybrides;2018 2e kwartaal;26978;7505;19473
1745;Totaal wegvoertuigen;Totaal hybrides;2018 juli;10047;2054;7993
1746;Totaal wegvoertuigen;Totaal hybrides;2018 augustus;8635;2192;6443
1747;Totaal wegvoertuigen;Totaal hybrides;2018 september;8821;2192;6629
1748;Totaal wegvoertuigen;Totaal hybrides;2018 3e kwartaal;27503;6438;21065
1749;Totaal wegvoertuigen;Totaal hybrides;2018 oktober;10088;1854;8234
1750;Totaal wegvoertuigen;Totaal hybrides;2018 november;10485;2030;8455
1751;Totaal wegvoertuigen;Totaal hybrides;2018 december;9897;1214;8683
1752;Totaal wegvoertuigen;Totaal hybrides;2018 4e kwartaal;30470;5098;25372
1753;Totaal wegvoertuigen;Totaal hybrides;2018;112171;26179;85992
1754;Totaal wegvoertuigen;Totaal hybrides;2019 januari;12506;2874;9632
1755;Totaal wegvoertuigen;Totaal hybrides;2019 februari;9538;1899;7639
1756;Totaal wegvoertuigen;Totaal hybrides;2019 maart;11177;3309;7868
1757;Totaal wegvoertuigen;Totaal hybrides;2019 1e kwartaal;33221;8082;25139
1758;Totaal wegvoertuigen;Totaal hybrides;2019 april;9805;2582;7223
1759;Totaal wegvoertuigen;Totaal hybrides;2019 mei;11447;3212;8235
1760;Totaal wegvoertuigen;Totaal hybrides;2019 juni;10325;3282;7043
1761;Totaal wegvoertuigen;Totaal hybrides;2019 2e kwartaal;31577;9076;22501
1762;Totaal wegvoertuigen;Totaal hybrides;2019 juli;10578;2624;7954
1763;Totaal wegvoertuigen;Totaal hybrides;2019 augustus;9857;2778;7079
1764;Totaal wegvoertuigen;Totaal hybrides;2019 september;10555;3039;7516
1765;Totaal wegvoertuigen;Totaal hybrides;2019 3e kwartaal;30990;8441;22549
1766;Totaal wegvoertuigen;Totaal hybrides;2019 oktober;13450;3185;10265
1767;Totaal wegvoertuigen;Totaal hybrides;2019 november;13512;3067;10445
1768;Totaal wegvoertuigen;Totaal hybrides;2019 december;12188;2024;10164
1769;Totaal wegvoertuigen;Totaal hybrides;2019 4e kwartaal;39150;8276;30874
1770;Totaal wegvoertuigen;Totaal hybrides;2019;134938;33875;101063
1771;Totaal wegvoertuigen;Totaal hybrides;2020 januari;18517;5878;12639
1772;Totaal wegvoertuigen;Totaal hybrides;2020 februari;14846;4226;10620
1773;Totaal wegvoertuigen;Totaal hybrides;2020 maart;14346;4803;9543
1774;Totaal wegvoertuigen;Totaal hybrides;2020 1e kwartaal;47709;14907;32802
1775;Totaal wegvoertuigen;Totaal hybrides;2020 april;10264;2638;7626
1776;Totaal wegvoertuigen;Totaal hybrides;2020 mei;12609;2727;9882
1777;Totaal wegvoertuigen;Totaal hybrides;2020 juni;14982;3872;11110
1778;Totaal wegvoertuigen;Totaal hybrides;2020 2e kwartaal;37855;9237;28618
1779;Totaal wegvoertuigen;Totaal hybrides;2020 juli;18538;6159;12379
1780;Totaal wegvoertuigen;Totaal hybrides;2020 augustus;15268;5213;10055
1781;Totaal wegvoertuigen;Totaal hybrides;2020 september;18735;6759;11976
1782;Totaal wegvoertuigen;Totaal hybrides;2020 3e kwartaal;52541;18131;34410
1783;Totaal wegvoertuigen;Totaal hybrides;2020 oktober;20830;7519;13311
1784;Totaal wegvoertuigen;Totaal hybrides;2020 november;21341;7931;13410
1785;Totaal wegvoertuigen;Totaal hybrides;2020 december;20775;5014;15761
1786;Totaal wegvoertuigen;Totaal hybrides;2020 4e kwartaal;62946;20464;42482
1787;Totaal wegvoertuigen;Totaal hybrides;2020;201051;62739;138312
1788;Totaal wegvoertuigen;Totaal hybrides;2021 januari;27090;11852;15238
1789;Totaal wegvoertuigen;Totaal hybrides;2021 februari;19891;7065;12826
1790;Totaal wegvoertuigen;Totaal hybrides;2021 maart;23387;8104;15283
1791;Totaal wegvoertuigen;Totaal hybrides;2021 1e kwartaal;70368;27021;43347
1792;Totaal wegvoertuigen;Totaal hybrides;2021 april;22561;8525;14036
1793;Totaal wegvoertuigen;Totaal hybrides;2021 mei;22214;8434;13780
1794;Totaal wegvoertuigen;Totaal hybrides;2021 juni;24870;10362;14508
1795;Totaal wegvoertuigen;Totaal hybrides;2021 2e kwartaal;69645;27321;42324
1796;Totaal wegvoertuigen;Totaal hybrides;2021 juli;22990;8695;14295
1797;Totaal wegvoertuigen;Totaal hybrides;2021 augustus;19846;7299;12547
1798;Totaal wegvoertuigen;Totaal hybrides;2021 september;22318;8949;13369
1799;Totaal wegvoertuigen;Totaal hybrides;2021 3e kwartaal;65154;24943;40211
1800;Totaal wegvoertuigen;Totaal hybrides;2021 oktober;22345;8121;14224
1801;Totaal wegvoertuigen;Totaal hybrides;2021 november;22934;9152;13782
1802;Totaal wegvoertuigen;Totaal hybrides;2021 december;21353;6498;14855
1803;Totaal wegvoertuigen;Totaal hybrides;2021 4e kwartaal;66632;23771;42861
1804;Totaal wegvoertuigen;Totaal hybrides;2021;271799;103056;168743
1805;Totaal wegvoertuigen;Totaal hybrides;2022 januari;28059;12618;15441
1806;Totaal wegvoertuigen;Totaal hybrides;2022 februari;24034;9148;14886
1807;Totaal wegvoertuigen;Totaal hybrides;2022 maart;25639;9753;15886
1808;Totaal wegvoertuigen;Totaal hybrides;2022 1e kwartaal;77732;31519;46213
1809;Totaal wegvoertuigen;Totaal hybrides;2022 april;24099;8925;15174
1810;Totaal wegvoertuigen;Totaal hybrides;2022 mei;22450;8459;13991
1811;Totaal wegvoertuigen;Totaal hybrides;2022 juni;24537;9475;15062
1812;Totaal wegvoertuigen;Totaal hybrides;2022 2e kwartaal;71086;26859;44227
1813;Totaal wegvoertuigen;Totaal hybrides;2022 juli;22436;7487;14949
1814;Totaal wegvoertuigen;Totaal hybrides;2022 augustus;21600;7887;13713
1815;Totaal wegvoertuigen;Totaal hybrides;2022 september;24278;9644;14634
1816;Totaal wegvoertuigen;Totaal hybrides;2022 3e kwartaal;68314;25018;43296
1817;Totaal wegvoertuigen;Totaal hybrides;2022 oktober;26108;11417;14691
1818;Totaal wegvoertuigen;Totaal hybrides;2022 november;26068;10204;15864
1819;Totaal wegvoertuigen;Totaal hybrides;2022 december;23307;7733;15574
1820;Totaal wegvoertuigen;Totaal hybrides;2022 4e kwartaal;75483;29354;46129
1821;Totaal wegvoertuigen;Totaal hybrides;2022;292615;112750;179865
1822;Totaal wegvoertuigen;Totaal hybrides;2023 januari;28918;11805;17113
1823;Totaal wegvoertuigen;Totaal hybrides;2023 februari;27642;10812;16830
1824;Totaal wegvoertuigen;Totaal hybrides;2023 maart;32381;13044;19337
1825;Totaal wegvoertuigen;Totaal hybrides;2023 1e kwartaal;88941;35661;53280
1826;Totaal wegvoertuigen;Totaal hybrides;2023 april;29111;11126;17985
1827;Totaal wegvoertuigen;Totaal hybrides;2023 mei;30304;11770;18534
1828;Totaal wegvoertuigen;Totaal hybrides;2023 juni;35566;14340;21226
1829;Totaal wegvoertuigen;Totaal hybrides;2023 2e kwartaal;94981;37236;57745
1830;Totaal wegvoertuigen;Totaal hybrides;2023 juli;33097;11627;21470
1831;Totaal wegvoertuigen;Totaal hybrides;2023 augustus;31251;10337;20914
1832;Totaal wegvoertuigen;Totaal hybrides;2023 september;33793;11496;22297
1833;Totaal wegvoertuigen;Totaal hybrides;2023 3e kwartaal;98141;33460;64681
1834;Totaal wegvoertuigen;Totaal hybrides;2023 oktober;35181;11262;23919
1835;Totaal wegvoertuigen;Totaal hybrides;2023 november;36332;10484;25848
1836;Totaal wegvoertuigen;Totaal hybrides;2023 december;35193;9302;25891
1837;Totaal wegvoertuigen;Totaal hybrides;2023 4e kwartaal;106706;31048;75658
1838;Totaal wegvoertuigen;Totaal hybrides;2023;388769;137405;251364
1839;Totaal wegvoertuigen;Totaal hybrides;2024 januari;43262;15119;28143
1840;Totaal wegvoertuigen;Totaal hybrides;2024 februari;41067;13331;27736
1841;Totaal wegvoertuigen;Totaal hybrides;2024 maart;45844;15334;30510
1842;Totaal wegvoertuigen;Totaal hybrides;2024 1e kwartaal;130173;43784;86389
1843;Totaal wegvoertuigen;Totaal hybrides;2024 april;42479;12546;29933
1844;Totaal wegvoertuigen;Totaal hybrides;2024 mei;42052;12232;29820
1845;Totaal wegvoertuigen;Totaal hybrides;2024 juni;46006;15518;30488
1846;Totaal wegvoertuigen;Totaal hybrides;2024 2e kwartaal;130537;40296;90241
1847;Totaal wegvoertuigen;Totaal hybrides;2024 juli;45403;12544;32859
1848;Totaal wegvoertuigen;Totaal hybrides;2024 augustus;41477;12144;29333
1849;Totaal wegvoertuigen;Totaal hybrides;2024 september;42791;12155;30636
1850;Totaal wegvoertuigen;Totaal hybrides;2024 3e kwartaal;129671;36843;92828
1851;Totaal wegvoertuigen;Totaal hybrides;2024 oktober;50853;14465;36388
1852;Totaal wegvoertuigen;Totaal hybrides;2024 november;50183;13865;36318
1853;Totaal wegvoertuigen;Totaal hybrides;2024 december;47357;11879;35478
1854;Totaal wegvoertuigen;Totaal hybrides;2024 4e kwartaal;148393;40209;108184
1855;Totaal wegvoertuigen;Totaal hybrides;2024;538774;161132;377642
1856;Totaal wegvoertuigen;Totaal hybrides;2025 januari;54993;14842;40151
1857;Totaal wegvoertuigen;Totaal hybrides;2025 februari;49809;12428;37381
1858;Totaal wegvoertuigen;Totaal hybrides;2025 maart;55079;15739;39340
1859;Totaal wegvoertuigen;Totaal hybrides;2025 1e kwartaal;159881;43009;116872
1860;Totaal wegvoertuigen;Milde hybride (MEV);2007 januari;0;0;0
1861;Totaal wegvoertuigen;Milde hybride (MEV);2007 februari;0;0;0
1862;Totaal wegvoertuigen;Milde hybride (MEV);2007 maart;0;0;0
1863;Totaal wegvoertuigen;Milde hybride (MEV);2007 1e kwartaal;0;0;0
1864;Totaal wegvoertuigen;Milde hybride (MEV);2007 april;0;0;0
1865;Totaal wegvoertuigen;Milde hybride (MEV);2007 mei;0;0;0
1866;Totaal wegvoertuigen;Milde hybride (MEV);2007 juni;0;0;0
1867;Totaal wegvoertuigen;Milde hybride (MEV);2007 2e kwartaal;0;0;0
1868;Totaal wegvoertuigen;Milde hybride (MEV);2007 juli;0;0;0
1869;Totaal wegvoertuigen;Milde hybride (MEV);2007 augustus;0;0;0
1870;Totaal wegvoertuigen;Milde hybride (MEV);2007 september;0;0;0
1871;Totaal wegvoertuigen;Milde hybride (MEV);2007 3e kwartaal;0;0;0
1872;Totaal wegvoertuigen;Milde hybride (MEV);2007 oktober;0;0;0
1873;Totaal wegvoertuigen;Milde hybride (MEV);2007 november;0;0;0
1874;Totaal wegvoertuigen;Milde hybride (MEV);2007 december;0;0;0
1875;Totaal wegvoertuigen;Milde hybride (MEV);2007 4e kwartaal;0;0;0
1876;Totaal wegvoertuigen;Milde hybride (MEV);2007;0;0;0
1877;Totaal wegvoertuigen;Milde hybride (MEV);2008 januari;0;0;0
1878;Totaal wegvoertuigen;Milde hybride (MEV);2008 februari;0;0;0
1879;Totaal wegvoertuigen;Milde hybride (MEV);2008 maart;0;0;0
1880;Totaal wegvoertuigen;Milde hybride (MEV);2008 1e kwartaal;0;0;0
1881;Totaal wegvoertuigen;Milde hybride (MEV);2008 april;0;0;0
1882;Totaal wegvoertuigen;Milde hybride (MEV);2008 mei;0;0;0
1883;Totaal wegvoertuigen;Milde hybride (MEV);2008 juni;0;0;0
1884;Totaal wegvoertuigen;Milde hybride (MEV);2008 2e kwartaal;0;0;0
1885;Totaal wegvoertuigen;Milde hybride (MEV);2008 juli;0;0;0
1886;Totaal wegvoertuigen;Milde hybride (MEV);2008 augustus;0;0;0
1887;Totaal wegvoertuigen;Milde hybride (MEV);2008 september;0;0;0
1888;Totaal wegvoertuigen;Milde hybride (MEV);2008 3e kwartaal;0;0;0
1889;Totaal wegvoertuigen;Milde hybride (MEV);2008 oktober;0;0;0
1890;Totaal wegvoertuigen;Milde hybride (MEV);2008 november;0;0;0
1891;Totaal wegvoertuigen;Milde hybride (MEV);2008 december;0;0;0
1892;Totaal wegvoertuigen;Milde hybride (MEV);2008 4e kwartaal;0;0;0
1893;Totaal wegvoertuigen;Milde hybride (MEV);2008;0;0;0
1894;Totaal wegvoertuigen;Milde hybride (MEV);2009 januari;0;0;0
1895;Totaal wegvoertuigen;Milde hybride (MEV);2009 februari;0;0;0
1896;Totaal wegvoertuigen;Milde hybride (MEV);2009 maart;0;0;0
1897;Totaal wegvoertuigen;Milde hybride (MEV);2009 1e kwartaal;0;0;0
1898;Totaal wegvoertuigen;Milde hybride (MEV);2009 april;0;0;0
1899;Totaal wegvoertuigen;Milde hybride (MEV);2009 mei;0;0;0
1900;Totaal wegvoertuigen;Milde hybride (MEV);2009 juni;0;0;0
1901;Totaal wegvoertuigen;Milde hybride (MEV);2009 2e kwartaal;0;0;0
1902;Totaal wegvoertuigen;Milde hybride (MEV);2009 juli;0;0;0
1903;Totaal wegvoertuigen;Milde hybride (MEV);2009 augustus;0;0;0
1904;Totaal wegvoertuigen;Milde hybride (MEV);2009 september;0;0;0
1905;Totaal wegvoertuigen;Milde hybride (MEV);2009 3e kwartaal;0;0;0
1906;Totaal wegvoertuigen;Milde hybride (MEV);2009 oktober;0;0;0
1907;Totaal wegvoertuigen;Milde hybride (MEV);2009 november;0;0;0
1908;Totaal wegvoertuigen;Milde hybride (MEV);2009 december;0;0;0
1909;Totaal wegvoertuigen;Milde hybride (MEV);2009 4e kwartaal;0;0;0
1910;Totaal wegvoertuigen;Milde hybride (MEV);2009;0;0;0
1911;Totaal wegvoertuigen;Milde hybride (MEV);2010 januari;0;0;0
1912;Totaal wegvoertuigen;Milde hybride (MEV);2010 februari;0;0;0
1913;Totaal wegvoertuigen;Milde hybride (MEV);2010 maart;0;0;0
1914;Totaal wegvoertuigen;Milde hybride (MEV);2010 1e kwartaal;0;0;0
1915;Totaal wegvoertuigen;Milde hybride (MEV);2010 april;0;0;0
1916;Totaal wegvoertuigen;Milde hybride (MEV);2010 mei;0;0;0
1917;Totaal wegvoertuigen;Milde hybride (MEV);2010 juni;0;0;0
1918;Totaal wegvoertuigen;Milde hybride (MEV);2010 2e kwartaal;0;0;0
1919;Totaal wegvoertuigen;Milde hybride (MEV);2010 juli;0;0;0
1920;Totaal wegvoertuigen;Milde hybride (MEV);2010 augustus;0;0;0
1921;Totaal wegvoertuigen;Milde hybride (MEV);2010 september;0;0;0
1922;Totaal wegvoertuigen;Milde hybride (MEV);2010 3e kwartaal;0;0;0
1923;Totaal wegvoertuigen;Milde hybride (MEV);2010 oktober;0;0;0
1924;Totaal wegvoertuigen;Milde hybride (MEV);2010 november;0;0;0
1925;Totaal wegvoertuigen;Milde hybride (MEV);2010 december;0;0;0
1926;Totaal wegvoertuigen;Milde hybride (MEV);2010 4e kwartaal;0;0;0
1927;Totaal wegvoertuigen;Milde hybride (MEV);2010;0;0;0
1928;Totaal wegvoertuigen;Milde hybride (MEV);2011 januari;0;0;0
1929;Totaal wegvoertuigen;Milde hybride (MEV);2011 februari;0;0;0
1930;Totaal wegvoertuigen;Milde hybride (MEV);2011 maart;0;0;0
1931;Totaal wegvoertuigen;Milde hybride (MEV);2011 1e kwartaal;0;0;0
1932;Totaal wegvoertuigen;Milde hybride (MEV);2011 april;0;0;0
1933;Totaal wegvoertuigen;Milde hybride (MEV);2011 mei;0;0;0
1934;Totaal wegvoertuigen;Milde hybride (MEV);2011 juni;0;0;0
1935;Totaal wegvoertuigen;Milde hybride (MEV);2011 2e kwartaal;0;0;0
1936;Totaal wegvoertuigen;Milde hybride (MEV);2011 juli;0;0;0
1937;Totaal wegvoertuigen;Milde hybride (MEV);2011 augustus;0;0;0
1938;Totaal wegvoertuigen;Milde hybride (MEV);2011 september;0;0;0
1939;Totaal wegvoertuigen;Milde hybride (MEV);2011 3e kwartaal;0;0;0
1940;Totaal wegvoertuigen;Milde hybride (MEV);2011 oktober;0;0;0
1941;Totaal wegvoertuigen;Milde hybride (MEV);2011 november;0;0;0
1942;Totaal wegvoertuigen;Milde hybride (MEV);2011 december;0;0;0
1943;Totaal wegvoertuigen;Milde hybride (MEV);2011 4e kwartaal;0;0;0
1944;Totaal wegvoertuigen;Milde hybride (MEV);2011;0;0;0
1945;Totaal wegvoertuigen;Milde hybride (MEV);2012 januari;0;0;0
1946;Totaal wegvoertuigen;Milde hybride (MEV);2012 februari;0;0;0
1947;Totaal wegvoertuigen;Milde hybride (MEV);2012 maart;0;0;0
1948;Totaal wegvoertuigen;Milde hybride (MEV);2012 1e kwartaal;0;0;0
1949;Totaal wegvoertuigen;Milde hybride (MEV);2012 april;0;0;0
1950;Totaal wegvoertuigen;Milde hybride (MEV);2012 mei;0;0;0
1951;Totaal wegvoertuigen;Milde hybride (MEV);2012 juni;0;0;0
1952;Totaal wegvoertuigen;Milde hybride (MEV);2012 2e kwartaal;0;0;0
1953;Totaal wegvoertuigen;Milde hybride (MEV);2012 juli;0;0;0
1954;Totaal wegvoertuigen;Milde hybride (MEV);2012 augustus;1;1;0
1955;Totaal wegvoertuigen;Milde hybride (MEV);2012 september;1;1;0
1956;Totaal wegvoertuigen;Milde hybride (MEV);2012 3e kwartaal;2;2;0
1957;Totaal wegvoertuigen;Milde hybride (MEV);2012 oktober;0;0;0
1958;Totaal wegvoertuigen;Milde hybride (MEV);2012 november;0;0;0
1959;Totaal wegvoertuigen;Milde hybride (MEV);2012 december;0;0;0
1960;Totaal wegvoertuigen;Milde hybride (MEV);2012 4e kwartaal;0;0;0
1961;Totaal wegvoertuigen;Milde hybride (MEV);2012;2;2;0
1962;Totaal wegvoertuigen;Milde hybride (MEV);2013 januari;0;0;0
1963;Totaal wegvoertuigen;Milde hybride (MEV);2013 februari;1;1;0
1964;Totaal wegvoertuigen;Milde hybride (MEV);2013 maart;0;0;0
1965;Totaal wegvoertuigen;Milde hybride (MEV);2013 1e kwartaal;1;1;0
1966;Totaal wegvoertuigen;Milde hybride (MEV);2013 april;1;1;0
1967;Totaal wegvoertuigen;Milde hybride (MEV);2013 mei;1;0;1
1968;Totaal wegvoertuigen;Milde hybride (MEV);2013 juni;0;0;0
1969;Totaal wegvoertuigen;Milde hybride (MEV);2013 2e kwartaal;2;1;1
1970;Totaal wegvoertuigen;Milde hybride (MEV);2013 juli;0;0;0
1971;Totaal wegvoertuigen;Milde hybride (MEV);2013 augustus;1;0;1
1972;Totaal wegvoertuigen;Milde hybride (MEV);2013 september;0;0;0
1973;Totaal wegvoertuigen;Milde hybride (MEV);2013 3e kwartaal;1;0;1
1974;Totaal wegvoertuigen;Milde hybride (MEV);2013 oktober;0;0;0
1975;Totaal wegvoertuigen;Milde hybride (MEV);2013 november;0;0;0
1976;Totaal wegvoertuigen;Milde hybride (MEV);2013 december;0;0;0
1977;Totaal wegvoertuigen;Milde hybride (MEV);2013 4e kwartaal;0;0;0
1978;Totaal wegvoertuigen;Milde hybride (MEV);2013;4;2;2
1979;Totaal wegvoertuigen;Milde hybride (MEV);2014 januari;0;0;0
1980;Totaal wegvoertuigen;Milde hybride (MEV);2014 februari;1;0;1
1981;Totaal wegvoertuigen;Milde hybride (MEV);2014 maart;1;0;1
1982;Totaal wegvoertuigen;Milde hybride (MEV);2014 1e kwartaal;2;0;2
1983;Totaal wegvoertuigen;Milde hybride (MEV);2014 april;1;0;1
1984;Totaal wegvoertuigen;Milde hybride (MEV);2014 mei;1;0;1
1985;Totaal wegvoertuigen;Milde hybride (MEV);2014 juni;1;0;1
1986;Totaal wegvoertuigen;Milde hybride (MEV);2014 2e kwartaal;3;0;3
1987;Totaal wegvoertuigen;Milde hybride (MEV);2014 juli;1;0;1
1988;Totaal wegvoertuigen;Milde hybride (MEV);2014 augustus;1;0;1
1989;Totaal wegvoertuigen;Milde hybride (MEV);2014 september;0;0;0
1990;Totaal wegvoertuigen;Milde hybride (MEV);2014 3e kwartaal;2;0;2
1991;Totaal wegvoertuigen;Milde hybride (MEV);2014 oktober;0;0;0
1992;Totaal wegvoertuigen;Milde hybride (MEV);2014 november;0;0;0
1993;Totaal wegvoertuigen;Milde hybride (MEV);2014 december;5;5;0
1994;Totaal wegvoertuigen;Milde hybride (MEV);2014 4e kwartaal;5;5;0
1995;Totaal wegvoertuigen;Milde hybride (MEV);2014;12;5;7
1996;Totaal wegvoertuigen;Milde hybride (MEV);2015 januari;52;51;1
