ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;RegioS;Perioden;Gediplomeerden_1
897;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zaanstreek (CR);2017/'18;1944.0
898;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zaanstreek (CR);2018/'19;1817.0
899;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zaanstreek (CR);2019/'20;1849.0
900;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zaanstreek (CR);2020/'21;1784.0
901;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zaanstreek (CR);2021/'22;1701.0
902;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2000/'01;
903;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2001/'02;
904;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2002/'03;
905;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2003/'04;8230.0
906;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2004/'05;8443.0
907;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2005/'06;9951.0
908;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2006/'07;9977.0
909;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2007/'08;10319.0
910;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2008/'09;9854.0
911;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2009/'10;9741.0
912;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2010/'11;9681.0
913;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2011/'12;9458.0
914;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2012/'13;9908.0
915;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2013/'14;10328.0
916;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2014/'15;10875.0
917;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2015/'16;11292.0
918;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2016/'17;11407.0
919;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2017/'18;11422.0
920;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2018/'19;11402.0
921;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2019/'20;12593.0
922;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2020/'21;11779.0
923;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Amsterdam (CR);2021/'22;11253.0
924;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2000/'01;
925;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2001/'02;
926;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2002/'03;
927;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2003/'04;2286.0
928;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2004/'05;2290.0
929;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2005/'06;2473.0
930;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2006/'07;2446.0
931;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2007/'08;2516.0
932;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2008/'09;2465.0
933;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2009/'10;2495.0
934;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2010/'11;2544.0
935;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2011/'12;2551.0
936;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2012/'13;2524.0
937;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2013/'14;2654.0
938;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2014/'15;2733.0
939;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2015/'16;2860.0
940;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2016/'17;2781.0
941;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2017/'18;2866.0
942;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2018/'19;2853.0
943;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2019/'20;3154.0
944;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2020/'21;2946.0
945;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Het Gooi en Vechtstreek (CR);2021/'22;2718.0
946;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2000/'01;
947;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2001/'02;
948;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2002/'03;
949;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2003/'04;3909.0
950;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2004/'05;3834.0
951;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2005/'06;4097.0
952;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2006/'07;4252.0
953;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2007/'08;4325.0
954;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2008/'09;4393.0
955;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2009/'10;4209.0
956;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2010/'11;4092.0
957;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2011/'12;4098.0
958;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2012/'13;4346.0
959;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2013/'14;4366.0
960;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2014/'15;4483.0
961;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2015/'16;4478.0
962;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2016/'17;4520.0
963;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2017/'18;4532.0
964;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2018/'19;4569.0
965;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2019/'20;4781.0
966;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2020/'21;4264.0
967;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie Leiden en Bollenstreek (CR);2021/'22;4249.0
968;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2000/'01;
969;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2001/'02;
970;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2002/'03;
971;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2003/'04;6327.0
972;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2004/'05;6050.0
973;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2005/'06;7077.0
974;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2006/'07;7099.0
975;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2007/'08;7357.0
976;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2008/'09;7448.0
977;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2009/'10;7037.0
978;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2010/'11;7034.0
979;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2011/'12;6825.0
980;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2012/'13;7068.0
981;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2013/'14;7212.0
982;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2014/'15;7484.0
983;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2015/'16;7725.0
984;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2016/'17;7725.0
985;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2017/'18;7736.0
986;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2018/'19;7914.0
987;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2019/'20;8786.0
988;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2020/'21;8364.0
989;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Agglomeratie 's-Gravenhage (CR);2021/'22;7910.0
990;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2000/'01;
991;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2001/'02;
992;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2002/'03;
993;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2003/'04;1867.0
994;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2004/'05;2006.0
995;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2005/'06;2258.0
996;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2006/'07;2328.0
997;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2007/'08;2367.0
998;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2008/'09;2374.0
999;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2009/'10;2346.0
1000;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2010/'11;2207.0
1001;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2011/'12;2225.0
1002;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2012/'13;2221.0
1003;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2013/'14;2212.0
1004;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2014/'15;2324.0
1005;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2015/'16;2299.0
1006;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2016/'17;2356.0
1007;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2017/'18;2242.0
1008;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2018/'19;2315.0
1009;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2019/'20;2406.0
1010;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2020/'21;2211.0
1011;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Delft en Westland (CR);2021/'22;2144.0
1012;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2000/'01;
1013;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2001/'02;
1014;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2002/'03;
1015;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2003/'04;3288.0
1016;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2004/'05;2935.0
1017;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2005/'06;3763.0
1018;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2006/'07;3844.0
1019;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2007/'08;3915.0
1020;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2008/'09;3776.0
1021;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2009/'10;3501.0
1022;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2010/'11;3131.0
1023;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2011/'12;3193.0
1024;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2012/'13;3269.0
1025;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2013/'14;3245.0
1026;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2014/'15;3470.0
1027;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2015/'16;3806.0
1028;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2016/'17;3799.0
1029;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2017/'18;3848.0
1030;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2018/'19;3779.0
1031;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2019/'20;3933.0
1032;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2020/'21;3582.0
1033;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Oost-Zuid-Holland (CR);2021/'22;3514.0
1034;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2000/'01;
1035;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2001/'02;
1036;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2002/'03;
1037;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2003/'04;11467.0
1038;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2004/'05;11726.0
1039;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2005/'06;13129.0
1040;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2006/'07;13507.0
1041;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2007/'08;13417.0
1042;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2008/'09;13432.0
1043;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2009/'10;13007.0
1044;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2010/'11;13087.0
1045;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2011/'12;13064.0
1046;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2012/'13;13618.0
1047;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2013/'14;13465.0
1048;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2014/'15;13831.0
1049;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2015/'16;13768.0
1050;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2016/'17;13965.0
1051;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2017/'18;14317.0
1052;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2018/'19;13983.0
1053;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2019/'20;14812.0
1054;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2020/'21;13960.0
1055;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Groot-Rijnmond (CR);2021/'22;13151.0
1056;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2000/'01;
1057;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2001/'02;
1058;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2002/'03;
1059;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2003/'04;3750.0
1060;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2004/'05;3749.0
1061;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2005/'06;4364.0
1062;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2006/'07;4581.0
1063;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2007/'08;4546.0
1064;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2008/'09;4436.0
1065;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2009/'10;4314.0
1066;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2010/'11;4266.0
1067;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2011/'12;4274.0
1068;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2012/'13;4359.0
1069;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2013/'14;4511.0
1070;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2014/'15;4555.0
1071;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2015/'16;4756.0
1072;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2016/'17;4651.0
1073;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2017/'18;4661.0
1074;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2018/'19;4542.0
1075;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2019/'20;4234.0
1076;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2020/'21;3869.0
1077;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuidoost-Zuid-Holland (CR);2021/'22;3669.0
1078;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2000/'01;
1079;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2001/'02;
1080;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2002/'03;
1081;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2003/'04;1021.0
1082;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2004/'05;587.0
1083;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2005/'06;1086.0
1084;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2006/'07;1098.0
1085;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2007/'08;1120.0
1086;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2008/'09;1092.0
1087;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2009/'10;1138.0
1088;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2010/'11;1078.0
1089;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2011/'12;1075.0
1090;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeuwsch-Vlaanderen (CR);2012/'13;1138.0
