ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;RegioS;Perioden;Gediplomeerden_1
8200;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Kollumerland en Nieuwkruisland;2016/'17;147.0
8201;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Kollumerland en Nieuwkruisland;2017/'18;141.0
8202;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Kollumerland en Nieuwkruisland;2018/'19;155.0
8203;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Kollumerland en Nieuwkruisland;2019/'20;
8204;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Kollumerland en Nieuwkruisland;2020/'21;
8205;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Kollumerland en Nieuwkruisland;2021/'22;
8206;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2000/'01;
8207;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2001/'02;
8208;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2002/'03;
8209;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2003/'04;115.0
8210;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2004/'05;118.0
8211;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2005/'06;140.0
8212;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2006/'07;116.0
8213;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2007/'08;135.0
8214;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2008/'09;134.0
8215;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2009/'10;127.0
8216;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2010/'11;116.0
8217;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2011/'12;115.0
8218;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2012/'13;119.0
8219;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2013/'14;136.0
8220;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2014/'15;117.0
8221;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2015/'16;132.0
8222;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2016/'17;133.0
8223;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2017/'18;144.0
8224;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2018/'19;140.0
8225;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2019/'20;
8226;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2020/'21;
8227;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Korendijk;2021/'22;
8228;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2000/'01;
8229;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2001/'02;
8230;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2002/'03;
8231;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2003/'04;299.0
8232;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2004/'05;340.0
8233;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2005/'06;337.0
8234;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2006/'07;335.0
8235;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2007/'08;398.0
8236;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2008/'09;317.0
8237;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2009/'10;367.0
8238;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2010/'11;314.0
8239;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2011/'12;338.0
8240;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2012/'13;363.0
8241;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2013/'14;316.0
8242;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2014/'15;315.0
8243;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2015/'16;324.0
8244;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2016/'17;380.0
8245;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2017/'18;379.0
8246;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2018/'19;392.0
8247;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2019/'20;362.0
8248;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2020/'21;370.0
8249;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpen aan den IJssel;2021/'22;333.0
8250;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2000/'01;
8251;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2001/'02;
8252;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2002/'03;
8253;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2003/'04;
8254;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2004/'05;
8255;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2005/'06;
8256;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2006/'07;
8257;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2007/'08;
8258;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2008/'09;
8259;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2009/'10;
8260;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2010/'11;
8261;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2011/'12;
8262;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2012/'13;
8263;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2013/'14;
8264;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2014/'15;
8265;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2015/'16;682.0
8266;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2016/'17;714.0
8267;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2017/'18;719.0
8268;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2018/'19;684.0
8269;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2019/'20;717.0
8270;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2020/'21;620.0
8271;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Krimpenerwaard;2021/'22;612.0
8272;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2000/'01;
8273;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2001/'02;
8274;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2002/'03;
8275;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2003/'04;251.0
8276;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2004/'05;242.0
8277;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2005/'06;225.0
8278;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2006/'07;271.0
8279;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2007/'08;237.0
8280;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2008/'09;263.0
8281;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2009/'10;271.0
8282;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2010/'11;240.0
8283;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2011/'12;227.0
8284;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2012/'13;218.0
8285;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2013/'14;262.0
8286;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2014/'15;281.0
8287;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2015/'16;268.0
8288;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2016/'17;264.0
8289;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2017/'18;234.0
8290;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2018/'19;259.0
8291;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2019/'20;278.0
8292;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2020/'21;281.0
8293;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laarbeek;2021/'22;226.0
8294;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2000/'01;
8295;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2001/'02;
8296;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2002/'03;
8297;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2003/'04;156.0
8298;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2004/'05;159.0
8299;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2005/'06;171.0
8300;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2006/'07;158.0
8301;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2007/'08;197.0
8302;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2008/'09;173.0
8303;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2009/'10;192.0
8304;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2010/'11;161.0
8305;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2011/'12;204.0
8306;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2012/'13;225.0
8307;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2013/'14;181.0
8308;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2014/'15;222.0
8309;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2015/'16;204.0
8310;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2016/'17;179.0
8311;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2017/'18;200.0
8312;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2018/'19;174.0
8313;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2019/'20;205.0
8314;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2020/'21;195.0
8315;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landerd;2021/'22;146.0
8316;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2000/'01;
8317;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2001/'02;
8318;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2002/'03;
8319;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2003/'04;401.0
8320;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2004/'05;377.0
8321;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2005/'06;467.0
8322;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2006/'07;462.0
8323;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2007/'08;465.0
8324;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2008/'09;406.0
8325;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2009/'10;405.0
8326;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2010/'11;355.0
8327;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2011/'12;373.0
8328;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2012/'13;351.0
8329;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2013/'14;345.0
8330;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2014/'15;379.0
8331;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2015/'16;334.0
8332;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2016/'17;345.0
8333;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2017/'18;319.0
8334;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2018/'19;346.0
8335;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2019/'20;367.0
8336;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2020/'21;341.0
8337;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landgraaf;2021/'22;271.0
8338;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2000/'01;
8339;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2001/'02;
8340;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2002/'03;
8341;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2003/'04;99.0
8342;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2004/'05;86.0
8343;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2005/'06;143.0
8344;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2006/'07;101.0
8345;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2007/'08;114.0
8346;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2008/'09;115.0
8347;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2009/'10;95.0
8348;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2010/'11;122.0
8349;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2011/'12;108.0
8350;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2012/'13;85.0
8351;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2013/'14;120.0
8352;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2014/'15;124.0
8353;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2015/'16;131.0
8354;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2016/'17;115.0
8355;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2017/'18;125.0
8356;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2018/'19;117.0
8357;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2019/'20;118.0
8358;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2020/'21;115.0
8359;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Landsmeer;2021/'22;117.0
8360;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2000/'01;
8361;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2001/'02;
8362;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2002/'03;
8363;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2003/'04;288.0
8364;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2004/'05;307.0
8365;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2005/'06;348.0
8366;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2006/'07;338.0
8367;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2007/'08;345.0
8368;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2008/'09;312.0
8369;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2009/'10;344.0
8370;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2010/'11;328.0
8371;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2011/'12;320.0
8372;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2012/'13;291.0
8373;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2013/'14;351.0
8374;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2014/'15;355.0
8375;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2015/'16;379.0
8376;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2016/'17;395.0
8377;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2017/'18;369.0
8378;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2018/'19;364.0
8379;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2019/'20;388.0
8380;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2020/'21;345.0
8381;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Langedijk;2021/'22;300.0
8382;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2000/'01;
8383;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2001/'02;
8384;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2002/'03;
8385;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2003/'04;
8386;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2004/'05;
8387;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2005/'06;
8388;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2006/'07;
8389;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2007/'08;568.0
8390;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2008/'09;652.0
8391;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2009/'10;559.0
8392;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2010/'11;620.0
8393;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2011/'12;621.0
8394;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2012/'13;650.0
8395;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2013/'14;694.0
8396;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2014/'15;740.0
8397;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2015/'16;769.0
8398;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2016/'17;775.0
8399;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2017/'18;859.0
8400;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2018/'19;805.0
8401;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2019/'20;879.0
8402;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2020/'21;808.0
8403;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Lansingerland;2021/'22;801.0
8404;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2000/'01;
8405;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2001/'02;
8406;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2002/'03;
8407;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2003/'04;90.0
8408;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2004/'05;82.0
8409;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2005/'06;105.0
8410;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2006/'07;99.0
8411;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2007/'08;113.0
8412;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2008/'09;99.0
8413;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2009/'10;104.0
8414;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2010/'11;118.0
8415;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2011/'12;131.0
8416;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2012/'13;100.0
8417;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2013/'14;118.0
8418;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2014/'15;114.0
8419;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2015/'16;107.0
8420;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2016/'17;118.0
8421;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2017/'18;105.0
8422;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2018/'19;139.0
8423;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Laren (NH.);2019/'20;148.0
