ID;Geslacht;Leeftijd;AOWetten;Perioden;TotaalInstroom_1;Werknemers_2;Overheidspersoneel_3;Zelfstandigen_4;Jonggehandicapten_5;OverigeInstromers_6;TotaalUitstroom_7;RedenHerstel_8;Bereiken65JarigeLeeftijd_9;OverigeUitstromers_10
757;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 april;1080;0;0;0;1020;60;120;0;0;110
758;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 mei;1150;0;0;0;1070;80;90;10;0;80
759;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 juni;1210;0;0;0;1150;60;100;10;0;90
760;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 juli;1230;0;0;0;1170;70;150;0;0;150
761;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 augustus;1070;0;0;0;1020;50;80;0;0;80
762;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 september;1190;0;0;0;1120;70;120;10;0;110
763;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 oktober;1210;0;0;0;1160;50;110;10;0;100
764;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 november;1130;0;0;0;1070;60;100;10;0;90
765;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014 december;1310;0;0;0;1240;70;90;10;0;80
766;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2014;14040;0;0;0;13320;720;1280;90;0;1190
767;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 januari;560;0;0;0;530;20;150;10;0;140
768;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 februari;240;0;0;0;230;10;120;0;0;120
769;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 maart;120;0;0;0;120;10;210;10;0;200
770;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 april;80;0;0;0;80;0;120;0;0;120
771;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 mei;60;0;0;0;60;0;100;10;0;90
772;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 juni;80;0;0;0;80;0;130;10;0;120
773;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 juli;80;0;0;0;80;0;110;10;0;100
774;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 augustus;60;0;0;0;60;0;100;10;0;90
775;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 september;50;0;0;0;50;0;110;10;0;110
776;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 oktober;60;0;0;0;60;0;110;10;0;100
777;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 november;50;0;0;0;50;0;100;10;0;90
778;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015 december;40;0;0;0;40;0;70;10;0;70
779;Totaal mannen en vrouwen;Jonger dan 25 jaar;Wajong;2015;1480;0;0;0;1430;60;1440;90;0;1350
780;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 januari;0;0;0;0;0;0;0;0;0;0
781;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 februari;10;0;0;0;0;10;0;0;0;0
782;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 maart;0;0;0;0;0;0;0;0;0;0
783;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 april;10;0;0;0;0;0;0;0;0;0
784;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 mei;0;0;0;0;0;0;0;0;0;0
785;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 juni;0;0;0;0;0;0;0;0;0;0
786;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 juli;0;0;0;0;0;0;0;0;0;0
787;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 augustus;0;0;0;0;0;0;0;0;0;0
788;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 september;0;0;0;0;0;0;0;0;0;0
789;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 oktober;0;0;0;0;0;0;0;0;0;0
790;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 november;0;0;0;0;0;0;0;0;0;0
791;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010 december;0;0;0;0;0;0;0;0;0;0
792;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2010;40;20;0;0;0;20;0;0;0;0
793;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 januari;0;0;0;0;0;0;0;0;0;0
794;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 februari;0;0;0;0;0;0;0;0;0;0
795;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 maart;0;0;0;0;0;0;0;0;0;0
796;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 april;0;0;0;0;0;0;0;0;0;0
797;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 mei;0;0;0;0;0;0;0;0;0;0
798;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 juni;0;0;0;0;0;0;0;0;0;0
799;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 juli;0;0;0;0;0;0;0;0;0;0
800;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 augustus;0;0;0;0;0;0;0;0;0;0
801;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 september;0;0;0;0;0;0;0;0;0;0
802;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 oktober;10;0;0;0;0;0;0;0;0;0
803;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 november;0;0;0;0;0;0;0;0;0;0
804;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011 december;0;0;0;0;0;0;0;0;0;0
805;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2011;30;20;0;0;0;20;0;0;0;0
806;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 januari;0;0;0;0;0;0;0;0;0;0
807;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 februari;10;10;0;0;0;0;0;0;0;0
808;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 maart;10;0;0;0;0;0;0;0;0;0
809;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 april;0;0;0;0;0;0;0;0;0;0
810;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 mei;10;0;0;0;0;0;0;0;0;0
811;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 juni*;0;0;0;0;0;0;0;0;0;0
812;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 juli;0;0;0;0;0;0;0;0;0;0
813;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 augustus;10;0;0;0;0;0;0;0;0;0
814;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 september;0;0;0;0;0;0;0;0;0;0
815;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 oktober;0;0;0;0;0;0;0;0;0;0
816;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 november;0;0;0;0;0;0;0;0;0;0
817;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012 december;0;0;0;0;0;0;0;0;0;0
818;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2012;40;20;0;0;0;20;0;0;0;0
819;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 januari;0;0;0;0;0;0;0;0;0;0
820;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 februari;0;0;0;0;0;0;0;0;0;0
821;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 maart;10;0;0;0;0;0;0;0;0;0
822;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 april;0;0;0;0;0;0;0;0;0;0
823;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 mei;0;0;0;0;0;0;0;0;0;0
824;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 juni;10;10;0;0;0;0;0;0;0;0
825;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 juli;10;0;0;0;0;0;0;0;0;0
826;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 augustus;0;0;0;0;0;0;0;0;0;0
827;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 september;10;0;0;0;0;0;0;0;0;0
828;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 oktober;0;0;0;0;0;0;0;0;0;0
829;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 november;0;0;0;0;0;0;0;0;0;0
830;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013 december;0;0;0;0;0;0;0;0;0;0
831;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2013;40;30;0;0;0;20;0;0;0;0
832;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 januari;0;0;0;0;0;0;0;0;0;0
833;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 februari;0;0;0;0;0;0;0;0;0;0
834;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 maart;0;0;0;0;0;0;0;0;0;0
835;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 april;0;0;0;0;0;0;0;0;0;0
836;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 mei;10;0;0;0;0;0;0;0;0;0
837;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 juni;0;0;0;0;0;0;0;0;0;0
838;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 juli;0;0;0;0;0;0;0;0;0;0
839;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 augustus;0;0;0;0;0;0;0;0;0;0
840;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 september;10;0;0;0;0;0;0;0;0;0
841;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 oktober;0;0;0;0;0;0;0;0;0;0
842;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 november;10;0;0;0;0;0;0;0;0;0
843;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014 december;10;10;0;0;0;0;0;0;0;0
844;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2014;50;30;0;0;0;20;0;0;0;0
845;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 januari;0;0;0;0;0;0;0;0;0;0
846;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 februari;0;0;0;0;0;0;0;0;0;0
847;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 maart;10;0;0;0;0;0;0;0;0;0
848;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 april;0;0;0;0;0;0;0;0;0;0
849;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 mei;0;0;0;0;0;0;0;0;0;0
850;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 juni;10;10;0;0;0;0;0;0;0;0
851;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 juli;0;0;0;0;0;0;0;0;0;0
852;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 augustus;0;0;0;0;0;0;0;0;0;0
853;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 september;0;0;0;0;0;0;0;0;0;0
854;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 oktober;0;0;0;0;0;0;0;0;0;0
855;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 november;0;0;0;0;0;0;0;0;0;0
856;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015 december;0;0;0;0;0;0;0;0;0;0
857;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling IVA;2015;40;30;0;0;0;10;0;0;0;0
858;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 januari;80;30;0;0;0;50;20;20;0;0
859;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 februari;60;20;0;0;0;40;10;10;0;0
860;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 maart;60;20;0;0;0;40;20;20;0;0
861;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 april;60;20;0;0;0;40;20;20;0;0
862;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 mei;70;20;0;0;0;50;10;10;0;0
863;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 juni;60;20;0;0;0;40;10;10;0;0
864;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 juli;60;20;0;0;0;40;20;10;0;10
865;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 augustus;50;10;0;0;0;40;10;10;0;0
866;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 september;60;20;0;0;0;40;10;10;0;0
867;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 oktober;80;20;0;0;0;60;20;20;0;0
868;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 november;40;10;0;0;0;30;20;20;0;0
869;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010 december;40;20;0;0;0;30;10;10;0;0
870;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2010;890;310;0;0;0;580;240;210;0;30
871;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 januari;70;20;0;0;0;50;10;10;0;0
872;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 februari;70;30;0;0;0;40;10;10;0;0
873;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 maart;40;10;0;0;0;40;10;10;0;0
874;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 april;70;20;0;0;0;50;20;20;0;0
875;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 mei;80;30;0;0;0;60;10;10;0;0
876;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 juni;50;20;0;0;0;30;10;10;0;0
877;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 juli;60;20;0;0;0;40;10;10;0;0
878;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 augustus;80;30;0;0;0;50;20;10;0;0
879;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 september;70;20;0;0;0;40;10;10;0;0
880;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 oktober;70;30;0;0;0;50;20;10;0;0
881;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 november;40;10;0;0;0;30;20;10;0;0
882;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011 december;60;20;0;0;0;40;10;10;0;0
883;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2011;730;240;0;0;0;490;150;130;0;20
884;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 januari;70;20;0;0;0;50;10;10;0;0
885;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 februari;70;30;0;0;0;30;10;10;0;0
886;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 maart;60;20;0;0;0;30;20;10;0;0
887;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 april;40;10;0;0;0;30;10;10;0;0
888;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 mei;50;10;0;0;0;30;10;10;0;0
889;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 juni*;10;0;0;0;0;10;0;0;0;0
890;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 juli;40;20;0;0;0;20;10;10;0;0
891;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 augustus;40;20;0;0;0;20;10;10;0;0
892;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 september;40;10;0;0;0;30;10;10;0;0
893;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 oktober;50;20;0;0;0;40;0;0;0;0
894;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 november;50;20;0;0;0;30;10;0;0;0
895;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012 december;50;10;0;0;0;30;10;10;0;0
896;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2012;560;200;0;0;0;360;110;90;0;30
897;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 januari;60;20;0;0;0;40;10;10;0;0
898;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 februari;60;20;0;0;0;30;10;10;0;0
899;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 maart;60;20;0;0;0;30;10;10;0;0
900;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 april;60;10;0;0;0;40;10;10;0;0
901;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 mei;50;20;0;0;0;30;10;10;0;0
902;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 juni;60;20;0;0;0;40;10;10;0;0
903;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 juli;70;20;0;0;0;50;10;10;0;0
904;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 augustus;40;20;0;0;0;30;10;10;0;0
905;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 september;70;30;0;0;0;40;10;10;0;0
906;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 oktober;50;20;0;0;0;30;10;10;0;0
907;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 november;50;20;0;0;0;30;10;10;0;0
908;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013 december;50;20;0;0;0;30;10;10;0;0
909;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2013;670;240;0;0;0;430;120;100;0;20
910;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 januari;60;20;0;0;0;40;10;10;0;0
911;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 februari;50;20;0;0;0;40;10;10;0;0
912;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 maart;50;20;0;0;0;30;10;10;0;0
913;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 april;50;20;0;0;0;30;10;10;0;0
914;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 mei;60;20;0;0;0;40;10;0;0;0
915;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 juni;40;20;0;0;0;20;10;10;0;0
916;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 juli;40;20;0;0;0;30;0;0;0;0
917;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 augustus;50;20;0;0;0;30;10;10;0;0
918;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 september;50;30;0;0;0;30;10;10;0;0
919;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 oktober;50;20;0;0;0;40;10;10;0;0
920;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 november;50;20;0;0;0;30;10;0;0;0
921;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014 december;50;20;0;0;0;20;10;10;0;0
922;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2014;610;230;0;0;0;380;90;70;0;20
923;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 januari;40;20;0;0;0;20;10;10;0;0
924;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 februari;40;20;0;0;0;20;10;10;0;0
925;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 maart;40;10;0;0;0;30;10;10;0;0
926;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 april;40;10;0;0;0;20;10;10;0;0
927;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 mei;40;20;0;0;0;20;10;10;0;0
928;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 juni;40;10;0;0;0;30;10;10;0;0
929;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 juli;40;20;0;0;0;20;10;10;0;0
930;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 augustus;40;10;0;0;0;30;0;0;0;0
931;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 september;40;20;0;0;0;20;10;0;0;0
932;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 oktober;50;30;0;0;0;30;10;10;0;0
933;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 november;30;20;0;0;0;20;10;0;0;0
934;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015 december;40;20;0;0;0;20;10;10;0;0
935;Totaal mannen en vrouwen;Jonger dan 25 jaar;WIA: regeling WGA;2015;480;220;0;0;0;270;80;60;0;20
936;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 januari;830;310;0;0;230;290;250;130;0;120
937;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 februari;640;260;0;0;160;220;240;120;0;110
938;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 maart;650;250;0;0;150;250;220;130;0;90
939;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 april;700;250;0;0;110;340;350;110;0;230
940;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 mei;600;210;0;0;70;320;170;80;0;80
941;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 juni;660;230;0;0;80;340;220;120;0;100
942;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 juli;770;250;0;0;90;430;230;120;0;110
943;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 augustus;590;230;0;0;60;300;170;90;0;90
944;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 september;610;230;0;0;50;330;170;110;0;60
945;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 oktober;790;280;0;0;190;310;210;120;0;90
946;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 november;730;240;0;0;190;300;260;110;0;140
947;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010 december;700;240;0;0;190;270;170;110;0;70
948;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2010;8250;3090;10;0;1460;3690;2700;1380;0;1310
949;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 januari;790;280;0;0;200;320;230;130;0;100
950;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 februari;690;270;0;0;160;260;170;100;0;70
951;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 maart;620;230;0;0;130;260;210;120;0;90
952;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 april;710;260;0;0;170;270;200;110;0;90
953;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 mei;700;280;0;0;150;280;190;90;0;100
954;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 juni;580;220;0;0;130;220;210;90;0;120
955;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 juli;730;290;0;0;160;280;250;80;0;170
956;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 augustus;600;250;0;0;110;230;180;90;0;90
957;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 september;650;290;0;10;110;250;210;100;0;100
958;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 oktober;770;300;0;0;160;300;210;110;0;100
959;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 november;510;200;0;0;100;210;200;90;0;100
960;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011 december;690;270;0;0;150;260;200;100;0;100
961;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2011;8020;3120;10;20;1740;3140;2430;1200;0;1220
962;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 januari;710;300;0;0;160;240;280;120;0;160
963;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 februari;660;270;0;0;150;240;250;120;0;130
964;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 maart;670;260;0;0;170;240;220;130;0;100
965;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 april;670;280;0;0;170;220;240;130;0;110
966;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 mei;570;220;0;0;130;210;210;110;0;90
967;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 juni*;180;50;0;0;60;70;80;10;0;70
968;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 juli;600;210;0;0;160;230;220;110;0;110
969;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 augustus;610;230;0;0;170;210;200;110;0;90
