ID;Geslacht;Leeftijd;AOWetten;Perioden;TotaalInstroom_1;Werknemers_2;Overheidspersoneel_3;Zelfstandigen_4;Jonggehandicapten_5;OverigeInstromers_6;TotaalUitstroom_7;RedenHerstel_8;Bereiken65JarigeLeeftijd_9;OverigeUitstromers_10
3435;Mannen;Jonger dan 25 jaar;WAZ;2010 april;0;0;0;0;0;0;0;0;0;0
3436;Mannen;Jonger dan 25 jaar;WAZ;2010 mei;0;0;0;0;0;0;0;0;0;0
3437;Mannen;Jonger dan 25 jaar;WAZ;2010 juni;0;0;0;0;0;0;0;0;0;0
3438;Mannen;Jonger dan 25 jaar;WAZ;2010 juli;0;0;0;0;0;0;0;0;0;0
3439;Mannen;Jonger dan 25 jaar;WAZ;2010 augustus;0;0;0;0;0;0;0;0;0;0
3440;Mannen;Jonger dan 25 jaar;WAZ;2010 september;0;0;0;0;0;0;0;0;0;0
3441;Mannen;Jonger dan 25 jaar;WAZ;2010 oktober;0;0;0;0;0;0;0;0;0;0
3442;Mannen;Jonger dan 25 jaar;WAZ;2010 november;0;0;0;0;0;0;0;0;0;0
3443;Mannen;Jonger dan 25 jaar;WAZ;2010 december;0;0;0;0;0;0;0;0;0;0
3444;Mannen;Jonger dan 25 jaar;WAZ;2010;0;0;0;0;0;0;0;0;0;0
3445;Mannen;Jonger dan 25 jaar;WAZ;2011 januari;0;0;0;0;0;0;0;0;0;0
3446;Mannen;Jonger dan 25 jaar;WAZ;2011 februari;0;0;0;0;0;0;0;0;0;0
3447;Mannen;Jonger dan 25 jaar;WAZ;2011 maart;0;0;0;0;0;0;0;0;0;0
3448;Mannen;Jonger dan 25 jaar;WAZ;2011 april;0;0;0;0;0;0;0;0;0;0
3449;Mannen;Jonger dan 25 jaar;WAZ;2011 mei;0;0;0;0;0;0;0;0;0;0
3450;Mannen;Jonger dan 25 jaar;WAZ;2011 juni;0;0;0;0;0;0;0;0;0;0
3451;Mannen;Jonger dan 25 jaar;WAZ;2011 juli;0;0;0;0;0;0;0;0;0;0
3452;Mannen;Jonger dan 25 jaar;WAZ;2011 augustus;0;0;0;0;0;0;0;0;0;0
3453;Mannen;Jonger dan 25 jaar;WAZ;2011 september;0;0;0;0;0;0;0;0;0;0
3454;Mannen;Jonger dan 25 jaar;WAZ;2011 oktober;0;0;0;0;0;0;0;0;0;0
3455;Mannen;Jonger dan 25 jaar;WAZ;2011 november;0;0;0;0;0;0;0;0;0;0
3456;Mannen;Jonger dan 25 jaar;WAZ;2011 december;0;0;0;0;0;0;0;0;0;0
3457;Mannen;Jonger dan 25 jaar;WAZ;2011;0;0;0;0;0;0;0;0;0;0
3458;Mannen;Jonger dan 25 jaar;WAZ;2012 januari;0;0;0;0;0;0;0;0;0;0
3459;Mannen;Jonger dan 25 jaar;WAZ;2012 februari;0;0;0;0;0;0;0;0;0;0
3460;Mannen;Jonger dan 25 jaar;WAZ;2012 maart;0;0;0;0;0;0;0;0;0;0
3461;Mannen;Jonger dan 25 jaar;WAZ;2012 april;0;0;0;0;0;0;0;0;0;0
3462;Mannen;Jonger dan 25 jaar;WAZ;2012 mei;0;0;0;0;0;0;0;0;0;0
3463;Mannen;Jonger dan 25 jaar;WAZ;2012 juni*;0;0;0;0;0;0;0;0;0;0
3464;Mannen;Jonger dan 25 jaar;WAZ;2012 juli;0;0;0;0;0;0;0;0;0;0
3465;Mannen;Jonger dan 25 jaar;WAZ;2012 augustus;0;0;0;0;0;0;0;0;0;0
3466;Mannen;Jonger dan 25 jaar;WAZ;2012 september;0;0;0;0;0;0;0;0;0;0
3467;Mannen;Jonger dan 25 jaar;WAZ;2012 oktober;0;0;0;0;0;0;0;0;0;0
3468;Mannen;Jonger dan 25 jaar;WAZ;2012 november;0;0;0;0;0;0;0;0;0;0
3469;Mannen;Jonger dan 25 jaar;WAZ;2012 december;0;0;0;0;0;0;0;0;0;0
3470;Mannen;Jonger dan 25 jaar;WAZ;2012;0;0;0;0;0;0;0;0;0;0
3471;Mannen;Jonger dan 25 jaar;WAZ;2013 januari;0;0;0;0;0;0;0;0;0;0
3472;Mannen;Jonger dan 25 jaar;WAZ;2013 februari;0;0;0;0;0;0;0;0;0;0
3473;Mannen;Jonger dan 25 jaar;WAZ;2013 maart;0;0;0;0;0;0;0;0;0;0
3474;Mannen;Jonger dan 25 jaar;WAZ;2013 april;0;0;0;0;0;0;0;0;0;0
3475;Mannen;Jonger dan 25 jaar;WAZ;2013 mei;0;0;0;0;0;0;0;0;0;0
3476;Mannen;Jonger dan 25 jaar;WAZ;2013 juni;0;0;0;0;0;0;0;0;0;0
3477;Mannen;Jonger dan 25 jaar;WAZ;2013 juli;0;0;0;0;0;0;0;0;0;0
3478;Mannen;Jonger dan 25 jaar;WAZ;2013 augustus;0;0;0;0;0;0;0;0;0;0
3479;Mannen;Jonger dan 25 jaar;WAZ;2013 september;0;0;0;0;0;0;0;0;0;0
3480;Mannen;Jonger dan 25 jaar;WAZ;2013 oktober;0;0;0;0;0;0;0;0;0;0
3481;Mannen;Jonger dan 25 jaar;WAZ;2013 november;0;0;0;0;0;0;0;0;0;0
3482;Mannen;Jonger dan 25 jaar;WAZ;2013 december;0;0;0;0;0;0;0;0;0;0
3483;Mannen;Jonger dan 25 jaar;WAZ;2013;0;0;0;0;0;0;0;0;0;0
3484;Mannen;Jonger dan 25 jaar;WAZ;2014 januari;0;0;0;0;0;0;0;0;0;0
3485;Mannen;Jonger dan 25 jaar;WAZ;2014 februari;0;0;0;0;0;0;0;0;0;0
3486;Mannen;Jonger dan 25 jaar;WAZ;2014 maart;0;0;0;0;0;0;0;0;0;0
3487;Mannen;Jonger dan 25 jaar;WAZ;2014 april;0;0;0;0;0;0;0;0;0;0
3488;Mannen;Jonger dan 25 jaar;WAZ;2014 mei;0;0;0;0;0;0;0;0;0;0
3489;Mannen;Jonger dan 25 jaar;WAZ;2014 juni;0;0;0;0;0;0;0;0;0;0
3490;Mannen;Jonger dan 25 jaar;WAZ;2014 juli;0;0;0;0;0;0;0;0;0;0
3491;Mannen;Jonger dan 25 jaar;WAZ;2014 augustus;0;0;0;0;0;0;0;0;0;0
3492;Mannen;Jonger dan 25 jaar;WAZ;2014 september;0;0;0;0;0;0;0;0;0;0
3493;Mannen;Jonger dan 25 jaar;WAZ;2014 oktober;0;0;0;0;0;0;0;0;0;0
3494;Mannen;Jonger dan 25 jaar;WAZ;2014 november;0;0;0;0;0;0;0;0;0;0
3495;Mannen;Jonger dan 25 jaar;WAZ;2014 december;0;0;0;0;0;0;0;0;0;0
3496;Mannen;Jonger dan 25 jaar;WAZ;2014;0;0;0;0;0;0;0;0;0;0
3497;Mannen;Jonger dan 25 jaar;WAZ;2015 januari;0;0;0;0;0;0;0;0;0;0
3498;Mannen;Jonger dan 25 jaar;WAZ;2015 februari;0;0;0;0;0;0;0;0;0;0
3499;Mannen;Jonger dan 25 jaar;WAZ;2015 maart;0;0;0;0;0;0;0;0;0;0
3500;Mannen;Jonger dan 25 jaar;WAZ;2015 april;0;0;0;0;0;0;0;0;0;0
3501;Mannen;Jonger dan 25 jaar;WAZ;2015 mei;0;0;0;0;0;0;0;0;0;0
3502;Mannen;Jonger dan 25 jaar;WAZ;2015 juni;0;0;0;0;0;0;0;0;0;0
3503;Mannen;Jonger dan 25 jaar;WAZ;2015 juli;0;0;0;0;0;0;0;0;0;0
3504;Mannen;Jonger dan 25 jaar;WAZ;2015 augustus;0;0;0;0;0;0;0;0;0;0
3505;Mannen;Jonger dan 25 jaar;WAZ;2015 september;0;0;0;0;0;0;0;0;0;0
3506;Mannen;Jonger dan 25 jaar;WAZ;2015 oktober;0;0;0;0;0;0;0;0;0;0
3507;Mannen;Jonger dan 25 jaar;WAZ;2015 november;0;0;0;0;0;0;0;0;0;0
3508;Mannen;Jonger dan 25 jaar;WAZ;2015 december;0;0;0;0;0;0;0;0;0;0
3509;Mannen;Jonger dan 25 jaar;WAZ;2015;0;0;0;0;0;0;0;0;0;0
3510;Mannen;Jonger dan 25 jaar;Wajong;2010 januari;790;0;0;0;740;50;60;10;0;60
3511;Mannen;Jonger dan 25 jaar;Wajong;2010 februari;650;0;0;0;630;20;60;10;0;50
3512;Mannen;Jonger dan 25 jaar;Wajong;2010 maart;450;0;0;0;410;40;70;10;0;60
3513;Mannen;Jonger dan 25 jaar;Wajong;2010 april;630;0;0;0;350;290;160;10;0;150
3514;Mannen;Jonger dan 25 jaar;Wajong;2010 mei;660;0;0;0;240;430;50;0;0;50
3515;Mannen;Jonger dan 25 jaar;Wajong;2010 juni;710;0;0;0;180;530;80;10;0;70
3516;Mannen;Jonger dan 25 jaar;Wajong;2010 juli;870;0;0;0;200;670;80;0;0;70
3517;Mannen;Jonger dan 25 jaar;Wajong;2010 augustus;550;0;0;0;160;380;50;0;0;50
3518;Mannen;Jonger dan 25 jaar;Wajong;2010 september;530;0;0;0;120;410;50;10;0;50
3519;Mannen;Jonger dan 25 jaar;Wajong;2010 oktober;750;0;0;0;710;40;60;10;0;60
3520;Mannen;Jonger dan 25 jaar;Wajong;2010 november;730;0;0;0;690;40;60;10;0;50
3521;Mannen;Jonger dan 25 jaar;Wajong;2010 december;800;0;0;0;770;30;50;0;0;40
3522;Mannen;Jonger dan 25 jaar;Wajong;2010;8270;0;0;0;5290;2980;880;70;0;810
3523;Mannen;Jonger dan 25 jaar;Wajong;2011 januari;720;0;0;0;690;30;60;0;0;60
3524;Mannen;Jonger dan 25 jaar;Wajong;2011 februari;630;0;0;0;610;20;50;10;0;50
3525;Mannen;Jonger dan 25 jaar;Wajong;2011 maart;620;0;0;0;590;30;50;10;0;50
3526;Mannen;Jonger dan 25 jaar;Wajong;2011 april;700;0;0;0;670;30;80;0;0;70
3527;Mannen;Jonger dan 25 jaar;Wajong;2011 mei;680;0;0;0;660;30;90;10;0;80
3528;Mannen;Jonger dan 25 jaar;Wajong;2011 juni;630;0;0;0;610;20;100;0;0;100
3529;Mannen;Jonger dan 25 jaar;Wajong;2011 juli;750;0;0;0;720;30;100;0;0;100
3530;Mannen;Jonger dan 25 jaar;Wajong;2011 augustus;630;0;0;0;610;20;60;10;0;50
3531;Mannen;Jonger dan 25 jaar;Wajong;2011 september;590;0;0;0;570;20;80;10;0;70
3532;Mannen;Jonger dan 25 jaar;Wajong;2011 oktober;640;0;0;0;620;20;80;10;0;70
3533;Mannen;Jonger dan 25 jaar;Wajong;2011 november;440;0;0;0;420;30;80;0;0;70
3534;Mannen;Jonger dan 25 jaar;Wajong;2011 december;630;0;0;0;610;20;80;10;0;70
3535;Mannen;Jonger dan 25 jaar;Wajong;2011;7650;0;0;0;7360;290;910;70;0;840
3536;Mannen;Jonger dan 25 jaar;Wajong;2012 januari;690;0;0;0;660;40;100;20;0;90
3537;Mannen;Jonger dan 25 jaar;Wajong;2012 februari;650;0;0;0;630;30;90;10;0;80
3538;Mannen;Jonger dan 25 jaar;Wajong;2012 maart;660;0;0;0;640;20;70;0;0;60
3539;Mannen;Jonger dan 25 jaar;Wajong;2012 april;740;0;0;0;720;30;100;10;0;90
3540;Mannen;Jonger dan 25 jaar;Wajong;2012 mei;620;0;0;0;590;20;80;10;0;70
3541;Mannen;Jonger dan 25 jaar;Wajong;2012 juni*;100;0;0;0;100;0;40;0;0;40
3542;Mannen;Jonger dan 25 jaar;Wajong;2012 juli;670;0;0;0;650;20;100;10;0;90
3543;Mannen;Jonger dan 25 jaar;Wajong;2012 augustus;700;0;0;0;680;20;70;10;0;60
3544;Mannen;Jonger dan 25 jaar;Wajong;2012 september;620;0;0;0;600;20;70;10;0;60
3545;Mannen;Jonger dan 25 jaar;Wajong;2012 oktober;710;0;0;0;680;30;80;10;0;80
3546;Mannen;Jonger dan 25 jaar;Wajong;2012 november;630;0;0;0;610;20;80;10;0;80
3547;Mannen;Jonger dan 25 jaar;Wajong;2012 december;530;0;0;0;510;20;60;10;0;50
3548;Mannen;Jonger dan 25 jaar;Wajong;2012;7320;0;0;0;7050;270;920;80;0;840
3549;Mannen;Jonger dan 25 jaar;Wajong;2013 januari;730;0;0;0;700;30;80;10;0;70
3550;Mannen;Jonger dan 25 jaar;Wajong;2013 februari;650;0;0;0;630;20;70;10;0;60
3551;Mannen;Jonger dan 25 jaar;Wajong;2013 maart;710;0;0;0;690;20;100;10;0;90
3552;Mannen;Jonger dan 25 jaar;Wajong;2013 april;620;0;0;0;590;20;90;10;0;80
3553;Mannen;Jonger dan 25 jaar;Wajong;2013 mei;700;0;0;0;680;30;60;0;0;60
3554;Mannen;Jonger dan 25 jaar;Wajong;2013 juni;680;0;0;0;650;30;90;10;0;90
3555;Mannen;Jonger dan 25 jaar;Wajong;2013 juli;810;0;0;0;790;30;100;10;0;100
3556;Mannen;Jonger dan 25 jaar;Wajong;2013 augustus;680;0;0;0;660;20;70;0;0;60
3557;Mannen;Jonger dan 25 jaar;Wajong;2013 september;740;0;0;0;700;30;80;10;0;70
3558;Mannen;Jonger dan 25 jaar;Wajong;2013 oktober;850;0;0;0;840;20;90;0;0;90
3559;Mannen;Jonger dan 25 jaar;Wajong;2013 november;640;0;0;0;610;30;80;10;0;80
3560;Mannen;Jonger dan 25 jaar;Wajong;2013 december;560;0;0;0;540;20;70;10;0;60
3561;Mannen;Jonger dan 25 jaar;Wajong;2013;8370;0;0;0;8080;290;980;70;0;920
3562;Mannen;Jonger dan 25 jaar;Wajong;2014 januari;730;0;0;0;720;20;90;0;0;90
3563;Mannen;Jonger dan 25 jaar;Wajong;2014 februari;590;0;0;0;570;20;80;0;0;70
3564;Mannen;Jonger dan 25 jaar;Wajong;2014 maart;690;0;0;0;660;30;60;0;0;60
3565;Mannen;Jonger dan 25 jaar;Wajong;2014 april;630;0;0;0;600;30;90;0;0;90
3566;Mannen;Jonger dan 25 jaar;Wajong;2014 mei;650;0;0;0;620;30;70;10;0;70
3567;Mannen;Jonger dan 25 jaar;Wajong;2014 juni;720;0;0;0;700;20;70;0;0;70
3568;Mannen;Jonger dan 25 jaar;Wajong;2014 juli;720;0;0;0;680;30;120;0;0;120
3569;Mannen;Jonger dan 25 jaar;Wajong;2014 augustus;660;0;0;0;630;20;70;0;0;60
3570;Mannen;Jonger dan 25 jaar;Wajong;2014 september;720;0;0;0;690;30;100;10;0;90
3571;Mannen;Jonger dan 25 jaar;Wajong;2014 oktober;710;0;0;0;690;20;90;10;0;80
3572;Mannen;Jonger dan 25 jaar;Wajong;2014 november;690;0;0;0;650;30;80;0;0;70
3573;Mannen;Jonger dan 25 jaar;Wajong;2014 december;760;0;0;0;730;30;70;0;0;70
3574;Mannen;Jonger dan 25 jaar;Wajong;2014;8270;0;0;0;7950;320;970;40;0;940
3575;Mannen;Jonger dan 25 jaar;Wajong;2015 januari;320;0;0;0;320;10;110;0;0;110
3576;Mannen;Jonger dan 25 jaar;Wajong;2015 februari;160;0;0;0;150;10;100;0;0;100
3577;Mannen;Jonger dan 25 jaar;Wajong;2015 maart;90;0;0;0;90;0;160;10;0;150
3578;Mannen;Jonger dan 25 jaar;Wajong;2015 april;70;0;0;0;70;0;90;0;0;90
3579;Mannen;Jonger dan 25 jaar;Wajong;2015 mei;50;0;0;0;50;0;80;10;0;70
3580;Mannen;Jonger dan 25 jaar;Wajong;2015 juni;60;0;0;0;60;0;100;10;0;100
3581;Mannen;Jonger dan 25 jaar;Wajong;2015 juli;60;0;0;0;60;0;80;0;0;70
3582;Mannen;Jonger dan 25 jaar;Wajong;2015 augustus;50;0;0;0;50;0;80;10;0;70
3583;Mannen;Jonger dan 25 jaar;Wajong;2015 september;40;0;0;0;40;0;90;0;0;90
3584;Mannen;Jonger dan 25 jaar;Wajong;2015 oktober;50;0;0;0;50;0;80;0;0;80
3585;Mannen;Jonger dan 25 jaar;Wajong;2015 november;40;0;0;0;30;0;80;10;0;70
3586;Mannen;Jonger dan 25 jaar;Wajong;2015 december;30;0;0;0;30;0;60;0;0;50
3587;Mannen;Jonger dan 25 jaar;Wajong;2015;1020;0;0;0;990;30;1110;50;0;1050
3588;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 januari;0;0;0;0;0;0;0;0;0;0
3589;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 februari;0;0;0;0;0;0;0;0;0;0
3590;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 maart;0;0;0;0;0;0;0;0;0;0
3591;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 april;0;0;0;0;0;0;0;0;0;0
3592;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 mei;0;0;0;0;0;0;0;0;0;0
3593;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 juni;0;0;0;0;0;0;0;0;0;0
3594;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 juli;0;0;0;0;0;0;0;0;0;0
3595;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 augustus;0;0;0;0;0;0;0;0;0;0
3596;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 september;0;0;0;0;0;0;0;0;0;0
3597;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 oktober;0;0;0;0;0;0;0;0;0;0
3598;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 november;0;0;0;0;0;0;0;0;0;0
3599;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010 december;0;0;0;0;0;0;0;0;0;0
3600;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2010;20;10;0;0;0;10;0;0;0;0
3601;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 januari;0;0;0;0;0;0;0;0;0;0
3602;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 februari;0;0;0;0;0;0;0;0;0;0
3603;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 maart;0;0;0;0;0;0;0;0;0;0
3604;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 april;0;0;0;0;0;0;0;0;0;0
3605;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 mei;0;0;0;0;0;0;0;0;0;0
3606;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 juni;0;0;0;0;0;0;0;0;0;0
3607;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 juli;0;0;0;0;0;0;0;0;0;0
3608;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 augustus;0;0;0;0;0;0;0;0;0;0
3609;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 september;0;0;0;0;0;0;0;0;0;0
3610;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 oktober;0;0;0;0;0;0;0;0;0;0
3611;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 november;0;0;0;0;0;0;0;0;0;0
3612;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011 december;0;0;0;0;0;0;0;0;0;0
3613;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2011;20;10;0;0;0;10;0;0;0;0
3614;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 januari;0;0;0;0;0;0;0;0;0;0
3615;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 februari;10;10;0;0;0;0;0;0;0;0
3616;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 maart;0;0;0;0;0;0;0;0;0;0
3617;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 april;0;0;0;0;0;0;0;0;0;0
3618;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 mei;0;0;0;0;0;0;0;0;0;0
3619;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 juni*;0;0;0;0;0;0;0;0;0;0
3620;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 juli;0;0;0;0;0;0;0;0;0;0
3621;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 augustus;0;0;0;0;0;0;0;0;0;0
3622;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 september;0;0;0;0;0;0;0;0;0;0
3623;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 oktober;0;0;0;0;0;0;0;0;0;0
3624;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 november;0;0;0;0;0;0;0;0;0;0
3625;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012 december;0;0;0;0;0;0;0;0;0;0
3626;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2012;30;10;0;0;0;10;0;0;0;0
3627;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 januari;0;0;0;0;0;0;0;0;0;0
3628;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 februari;0;0;0;0;0;0;0;0;0;0
3629;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 maart;0;0;0;0;0;0;0;0;0;0
3630;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 april;0;0;0;0;0;0;0;0;0;0
3631;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 mei;0;0;0;0;0;0;0;0;0;0
3632;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 juni;0;0;0;0;0;0;0;0;0;0
3633;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 juli;0;0;0;0;0;0;0;0;0;0
3634;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 augustus;0;0;0;0;0;0;0;0;0;0
3635;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 september;10;0;0;0;0;0;0;0;0;0
3636;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 oktober;0;0;0;0;0;0;0;0;0;0
3637;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 november;0;0;0;0;0;0;0;0;0;0
3638;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013 december;0;0;0;0;0;0;0;0;0;0
3639;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2013;30;20;0;0;0;10;0;0;0;0
3640;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 januari;0;0;0;0;0;0;0;0;0;0
3641;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 februari;0;0;0;0;0;0;0;0;0;0
3642;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 maart;0;0;0;0;0;0;0;0;0;0
3643;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 april;0;0;0;0;0;0;0;0;0;0
3644;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 mei;0;0;0;0;0;0;0;0;0;0
3645;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 juni;0;0;0;0;0;0;0;0;0;0
3646;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 juli;0;0;0;0;0;0;0;0;0;0
3647;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 augustus;0;0;0;0;0;0;0;0;0;0
3648;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 september;0;0;0;0;0;0;0;0;0;0
3649;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 oktober;0;0;0;0;0;0;0;0;0;0
3650;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 november;0;0;0;0;0;0;0;0;0;0
3651;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014 december;10;0;0;0;0;0;0;0;0;0
3652;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2014;20;20;0;0;0;10;0;0;0;0
3653;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 januari;0;0;0;0;0;0;0;0;0;0
3654;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 februari;0;0;0;0;0;0;0;0;0;0
3655;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 maart;0;0;0;0;0;0;0;0;0;0
3656;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 april;0;0;0;0;0;0;0;0;0;0
3657;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 mei;0;0;0;0;0;0;0;0;0;0
3658;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 juni;0;0;0;0;0;0;0;0;0;0
3659;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 juli;0;0;0;0;0;0;0;0;0;0
3660;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 augustus;0;0;0;0;0;0;0;0;0;0
3661;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 september;0;0;0;0;0;0;0;0;0;0
3662;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 oktober;0;0;0;0;0;0;0;0;0;0
3663;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 november;0;0;0;0;0;0;0;0;0;0
3664;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015 december;0;0;0;0;0;0;0;0;0;0
3665;Mannen;Jonger dan 25 jaar;WIA: regeling IVA;2015;20;10;0;0;0;10;0;0;0;0
3666;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 januari;30;10;0;0;0;20;10;10;0;0
3667;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 februari;20;10;0;0;0;10;10;0;0;0
3668;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 maart;20;10;0;0;0;20;10;10;0;0
3669;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 april;20;10;0;0;0;20;10;10;0;0
3670;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 mei;30;10;0;0;0;20;0;0;0;0
3671;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 juni;30;10;0;0;0;20;10;10;0;0
3672;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 juli;30;10;0;0;0;20;10;0;0;0
3673;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 augustus;20;10;0;0;0;20;0;0;0;0
3674;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 september;30;10;0;0;0;20;10;10;0;0
3675;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 oktober;30;10;0;0;0;30;10;10;0;0
3676;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 november;20;10;0;0;0;10;10;10;0;0
3677;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010 december;20;10;0;0;0;10;10;10;0;0
3678;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2010;370;130;0;0;0;240;110;90;0;20
3679;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 januari;30;10;0;0;0;20;10;0;0;0
3680;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 februari;20;10;0;0;0;10;10;10;0;0
3681;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 maart;20;0;0;0;0;10;10;10;0;0
3682;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 april;20;10;0;0;0;20;10;10;0;0
3683;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 mei;30;10;0;0;0;20;0;0;0;0
3684;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 juni;20;10;0;0;0;10;0;0;0;0
3685;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 juli;20;10;0;0;0;20;10;10;0;0
3686;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 augustus;30;10;0;0;0;20;10;10;0;0
3687;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 september;20;10;0;0;0;20;0;0;0;0
3688;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 oktober;30;10;0;0;0;20;10;10;0;0
3689;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 november;10;0;0;0;0;10;10;10;0;0
3690;Mannen;Jonger dan 25 jaar;WIA: regeling WGA;2011 december;20;10;0;0;0;10;0;0;0;0
