ID;BouwactiviteitenSBI93;Grootteklasse;Perioden;TotaalMateriaalverbruik_1;TBVBouwEnBouwinstallatieAct_2;TBVHandelsactiviteiten_3;TBVOverigeActiviteiten_4;MateriaalverbruikNietTeSpecificeren_5;TotaalBetalingen_6;Constructiewerkplaatsen_7;Loodgietersbedrijven_8;ElectrotechnischeInstallBedrijven_9;CentraleVerwarmingsbedrijven_10;TimmerSchilderGlaszettersBehangbedr_11;SteengaasMuurbewerkingsbedrijven_12;AndereOnderaannemers_13;OnderaannemersNietTeSpecificeren_14
162;SBI 454 Afwerken van gebouwen;1 of meer werknemers;1998;1145.0;604.0;17.0;2.0;523.0;462.0;0.0;1.0;1.0;2.0;133.0;33.0;170.0;121.0
163;SBI 454 Afwerken van gebouwen;1 of meer werknemers;1999;1165.0;604.0;26.0;1.0;534.0;481.0;0.0;1.0;2.0;0.0;138.0;31.0;191.0;118.0
164;SBI 454 Afwerken van gebouwen;1 tot 10 werknemers;1996;470.0;;;;470.0;105.0;;;;;;;;105.0
165;SBI 454 Afwerken van gebouwen;1 tot 10 werknemers;1997;480.0;;;;480.0;108.0;;;;;;;;108.0
166;SBI 454 Afwerken van gebouwen;1 tot 10 werknemers;1998;523.0;;;;523.0;121.0;;;;;;;;121.0
167;SBI 454 Afwerken van gebouwen;1 tot 10 werknemers;1999;534.0;;;;534.0;118.0;;;;;;;;118.0
168;SBI 454 Afwerken van gebouwen;10 of meer werknemers;1996;540.0;;;;0.0;278.0;;;;;;;;0.0
169;SBI 454 Afwerken van gebouwen;10 of meer werknemers;1997;555.0;;;;0.0;283.0;;;;;;;;0.0
170;SBI 454 Afwerken van gebouwen;10 of meer werknemers;1998;622.0;;;;0.0;341.0;;;;;;;;0.0
171;SBI 454 Afwerken van gebouwen;10 of meer werknemers;1999;631.0;;;;0.0;363.0;;;;;;;;0.0
172;SBI 454 Afwerken van gebouwen;10 tot 100 werknemers;1996;483.0;463.0;14.0;6.0;0.0;246.0;0.0;0.0;0.0;1.0;95.0;19.0;131.0;0.0
173;SBI 454 Afwerken van gebouwen;10 tot 100 werknemers;1997;508.0;491.0;16.0;1.0;0.0;257.0;4.0;1.0;0.0;2.0;107.0;16.0;127.0;0.0
174;SBI 454 Afwerken van gebouwen;10 tot 100 werknemers;1998;565.0;546.0;17.0;2.0;0.0;301.0;0.0;1.0;1.0;2.0;120.0;27.0;148.0;0.0
175;SBI 454 Afwerken van gebouwen;10 tot 100 werknemers;1999;560.0;533.0;25.0;1.0;0.0;314.0;0.0;1.0;1.0;0.0;121.0;26.0;165.0;0.0
176;SBI 454 Afwerken van gebouwen;100 of meer werknemers;1996;57.0;57.0;0.0;0.0;0.0;32.0;1.0;0.0;0.0;0.0;11.0;3.0;17.0;0.0
177;SBI 454 Afwerken van gebouwen;100 of meer werknemers;1997;47.0;47.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;7.0;3.0;15.0;0.0
178;SBI 454 Afwerken van gebouwen;100 of meer werknemers;1998;57.0;57.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;13.0;5.0;22.0;0.0
179;SBI 454 Afwerken van gebouwen;100 of meer werknemers;1999;72.0;71.0;0.0;0.0;0.0;49.0;0.0;0.0;0.0;0.0;17.0;5.0;26.0;0.0
180;SBI 455 Verhuur van bouwmachines;1 of meer werknemers;1996;72.0;28.0;15.0;17.0;12.0;77.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;24.0
181;SBI 455 Verhuur van bouwmachines;1 of meer werknemers;1997;50.0;19.0;6.0;12.0;12.0;88.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;24.0
182;SBI 455 Verhuur van bouwmachines;1 of meer werknemers;1998;50.0;21.0;8.0;13.0;10.0;102.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;27.0
183;SBI 455 Verhuur van bouwmachines;1 of meer werknemers;1999;48.0;17.0;8.0;11.0;12.0;107.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0;22.0
184;SBI 455 Verhuur van bouwmachines;1 tot 10 werknemers;1996;12.0;;;;12.0;23.0;;;;;;;;23.0
185;SBI 455 Verhuur van bouwmachines;1 tot 10 werknemers;1997;12.0;;;;12.0;24.0;;;;;;;;24.0
186;SBI 455 Verhuur van bouwmachines;1 tot 10 werknemers;1998;10.0;;;;10.0;27.0;;;;;;;;27.0
187;SBI 455 Verhuur van bouwmachines;1 tot 10 werknemers;1999;12.0;;;;12.0;22.0;;;;;;;;22.0
188;SBI 455 Verhuur van bouwmachines;10 of meer werknemers;1996;60.0;;;;0.0;54.0;;;;;;;;1.0
189;SBI 455 Verhuur van bouwmachines;10 of meer werknemers;1997;38.0;;;;0.0;64.0;;;;;;;;0.0
190;SBI 455 Verhuur van bouwmachines;10 of meer werknemers;1998;40.0;;;;0.0;75.0;;;;;;;;0.0
191;SBI 455 Verhuur van bouwmachines;10 of meer werknemers;1999;36.0;;;;0.0;85.0;;;;;;;;0.0
192;SBI 455 Verhuur van bouwmachines;10 tot 100 werknemers;1996;;;;;;;;;;;;;;
193;SBI 455 Verhuur van bouwmachines;10 tot 100 werknemers;1997;;;;;;;;;;;;;;
194;SBI 455 Verhuur van bouwmachines;10 tot 100 werknemers;1998;;;;;;;;;;;;;;
195;SBI 455 Verhuur van bouwmachines;10 tot 100 werknemers;1999;;;;;;;;;;;;;;
196;SBI 455 Verhuur van bouwmachines;100 of meer werknemers;1996;;;;;;;;;;;;;;
197;SBI 455 Verhuur van bouwmachines;100 of meer werknemers;1997;;;;;;;;;;;;;;
198;SBI 455 Verhuur van bouwmachines;100 of meer werknemers;1998;;;;;;;;;;;;;;
199;SBI 455 Verhuur van bouwmachines;100 of meer werknemers;1999;;;;;;;;;;;;;;
200;SBI 4511a B&U;1 of meer werknemers;1996;5598.0;4566.0;35.0;23.0;974.0;6853.0;296.0;356.0;347.0;261.0;508.0;139.0;3132.0;1813.0
201;SBI 4511a B&U;1 of meer werknemers;1997;5975.0;4988.0;26.0;22.0;939.0;7156.0;382.0;401.0;392.0;308.0;520.0;188.0;3480.0;1485.0
202;SBI 4511a B&U;1 of meer werknemers;1998;6211.0;5253.0;29.0;33.0;896.0;7552.0;401.0;437.0;446.0;368.0;574.0;219.0;3798.0;1311.0
203;SBI 4511a B&U;1 of meer werknemers;1999;6979.0;5914.0;36.0;58.0;971.0;8150.0;428.0;442.0;436.0;362.0;537.0;227.0;4971.0;748.0
204;SBI 4511a B&U;1 tot 10 werknemers;1996;974.0;;;;974.0;763.0;;;;;;;;763.0
205;SBI 4511a B&U;1 tot 10 werknemers;1997;939.0;;;;939.0;764.0;;;;;;;;764.0
206;SBI 4511a B&U;1 tot 10 werknemers;1998;896.0;;;;896.0;698.0;;;;;;;;698.0
207;SBI 4511a B&U;1 tot 10 werknemers;1999;971.0;;;;971.0;611.0;;;;;;;;611.0
208;SBI 4511a B&U;10 of meer werknemers;1996;4624.0;;;;0.0;6090.0;;;;;;;;1050.0
209;SBI 4511a B&U;10 of meer werknemers;1997;5036.0;;;;0.0;6392.0;;;;;;;;721.0
210;SBI 4511a B&U;10 of meer werknemers;1998;5315.0;;;;0.0;6854.0;;;;;;;;613.0
211;SBI 4511a B&U;10 of meer werknemers;1999;6008.0;;;;0.0;7539.0;;;;;;;;137.0
212;SBI 4511a B&U;10 tot 100 werknemers;1996;2560.0;2515.0;34.0;10.0;0.0;3087.0;161.0;198.0;171.0;114.0;259.0;74.0;1910.0;199.0
213;SBI 4511a B&U;10 tot 100 werknemers;1997;2757.0;2723.0;25.0;8.0;0.0;3264.0;182.0;234.0;215.0;144.0;261.0;91.0;2055.0;82.0
214;SBI 4511a B&U;10 tot 100 werknemers;1998;2885.0;2848.0;29.0;8.0;0.0;3350.0;177.0;247.0;249.0;184.0;287.0;114.0;2081.0;10.0
215;SBI 4511a B&U;10 tot 100 werknemers;1999;3191.0;3146.0;35.0;9.0;0.0;3640.0;212.0;248.0;239.0;187.0;306.0;123.0;2320.0;4.0
216;SBI 4511a B&U;100 of meer werknemers;1996;2064.0;2051.0;1.0;12.0;0.0;3004.0;135.0;159.0;176.0;147.0;250.0;65.0;1222.0;852.0
217;SBI 4511a B&U;100 of meer werknemers;1997;2280.0;2266.0;0.0;13.0;0.0;3129.0;200.0;167.0;177.0;165.0;259.0;97.0;1425.0;639.0
218;SBI 4511a B&U;100 of meer werknemers;1998;2431.0;2405.0;0.0;25.0;0.0;3504.0;223.0;190.0;197.0;183.0;286.0;104.0;1717.0;603.0
219;SBI 4511a B&U;100 of meer werknemers;1999;2818.0;2768.0;1.0;49.0;0.0;3900.0;216.0;194.0;197.0;174.0;231.0;103.0;2651.0;133.0
220;SBI 4511b GWW;1 of meer werknemers;1996;1803.0;1578.0;24.0;20.0;182.0;1880.0;25.0;6.0;21.0;0.0;3.0;1.0;1629.0;195.0
221;SBI 4511b GWW;1 of meer werknemers;1997;1890.0;1698.0;27.0;7.0;158.0;1931.0;14.0;1.0;11.0;0.0;2.0;0.0;1778.0;123.0
222;SBI 4511b GWW;1 of meer werknemers;1998;2043.0;1873.0;31.0;8.0;131.0;2109.0;28.0;3.0;10.0;1.0;10.0;0.0;1959.0;98.0
223;SBI 4511b GWW;1 of meer werknemers;1999;2386.0;2195.0;39.0;10.0;142.0;2516.0;44.0;7.0;12.0;2.0;18.0;0.0;2322.0;110.0
224;SBI 4511b GWW;1 tot 10 werknemers;1996;182.0;;;;182.0;167.0;;;;;;;;167.0
225;SBI 4511b GWW;1 tot 10 werknemers;1997;158.0;;;;158.0;118.0;;;;;;;;118.0
226;SBI 4511b GWW;1 tot 10 werknemers;1998;131.0;;;;131.0;98.0;;;;;;;;98.0
227;SBI 4511b GWW;1 tot 10 werknemers;1999;142.0;;;;142.0;110.0;;;;;;;;110.0
228;SBI 4511b GWW;10 of meer werknemers;1996;1621.0;;;;0.0;1713.0;;;;;;;;28.0
229;SBI 4511b GWW;10 of meer werknemers;1997;1732.0;;;;0.0;1813.0;;;;;;;;5.0
230;SBI 4511b GWW;10 of meer werknemers;1998;1912.0;;;;0.0;2011.0;;;;;;;;0.0
231;SBI 4511b GWW;10 of meer werknemers;1999;2244.0;;;;0.0;2406.0;;;;;;;;0.0
232;SBI 4511b GWW;10 tot 100 werknemers;1996;582.0;559.0;17.0;7.0;0.0;553.0;6.0;0.0;9.0;0.0;1.0;0.0;530.0;6.0
233;SBI 4511b GWW;10 tot 100 werknemers;1997;588.0;561.0;20.0;6.0;0.0;584.0;8.0;0.0;9.0;0.0;1.0;0.0;561.0;5.0
234;SBI 4511b GWW;10 tot 100 werknemers;1998;584.0;553.0;23.0;7.0;0.0;667.0;6.0;0.0;5.0;0.0;0.0;0.0;654.0;0.0
235;SBI 4511b GWW;10 tot 100 werknemers;1999;692.0;650.0;32.0;10.0;0.0;780.0;7.0;1.0;1.0;0.0;0.0;0.0;769.0;0.0
236;SBI 4511b GWW;100 of meer werknemers;1996;1039.0;1020.0;7.0;12.0;0.0;1160.0;19.0;6.0;12.0;0.0;2.0;0.0;1100.0;19.0
237;SBI 4511b GWW;100 of meer werknemers;1997;1144.0;1136.0;6.0;1.0;0.0;1229.0;6.0;0.0;3.0;0.0;2.0;0.0;1217.0;21.0
238;SBI 4511b GWW;100 of meer werknemers;1998;1328.0;1320.0;8.0;1.0;0.0;1344.0;21.0;2.0;5.0;1.0;9.0;0.0;1305.0;0.0
239;SBI 4511b GWW;100 of meer werknemers;1999;1552.0;1545.0;7.0;0.0;0.0;1626.0;37.0;6.0;10.0;2.0;17.0;0.0;1553.0;0.0
