ID;WoonlandVanGasten;Sterklassen;Perioden;Gasten_1;Overnachtingen_2
7011;Denemarken;Hotels met 4 sterren;2012 2e kwartaal;22;38
7012;Denemarken;Hotels met 4 sterren;2012 juli;7;14
7013;Denemarken;Hotels met 4 sterren;2012 augustus;6;11
7014;Denemarken;Hotels met 4 sterren;2012 september;6;10
7015;Denemarken;Hotels met 4 sterren;2012 3e kwartaal;19;35
7016;Denemarken;Hotels met 4 sterren;2012 oktober;6;10
7017;Denemarken;Hotels met 4 sterren;2012 november;5;8
7018;Denemarken;Hotels met 4 sterren;2012 december;4;6
7019;Denemarken;Hotels met 4 sterren;2012 4e kwartaal;16;25
7020;Denemarken;Hotels met 4 sterren;2012;69;116
7021;Denemarken;Hotels met 4 sterren;2013 januari;5;8
7022;Denemarken;Hotels met 4 sterren;2013 februari;5;7
7023;Denemarken;Hotels met 4 sterren;2013 maart;6;10
7024;Denemarken;Hotels met 4 sterren;2013 1e kwartaal;17;25
7025;Denemarken;Hotels met 4 sterren;2013 april;9;16
7026;Denemarken;Hotels met 4 sterren;2013 mei;8;14
7027;Denemarken;Hotels met 4 sterren;2013 juni;7;10
7028;Denemarken;Hotels met 4 sterren;2013 2e kwartaal;25;41
7029;Denemarken;Hotels met 4 sterren;2013 juli;8;15
7030;Denemarken;Hotels met 4 sterren;2013 augustus;6;9
7031;Denemarken;Hotels met 4 sterren;2013 september;7;10
7032;Denemarken;Hotels met 4 sterren;2013 3e kwartaal;20;34
7033;Denemarken;Hotels met 4 sterren;2013 oktober;7;10
7034;Denemarken;Hotels met 4 sterren;2013 november;6;8
7035;Denemarken;Hotels met 4 sterren;2013 december;3;5
7036;Denemarken;Hotels met 4 sterren;2013 4e kwartaal;15;24
7037;Denemarken;Hotels met 4 sterren;2013;76;124
7038;Denemarken;Hotels met 4 sterren;2014 januari;4;5
7039;Denemarken;Hotels met 4 sterren;2014 februari;4;7
7040;Denemarken;Hotels met 4 sterren;2014 maart;5;7
7041;Denemarken;Hotels met 4 sterren;2014 1e kwartaal;13;19
7042;Denemarken;Hotels met 4 sterren;2014 april;8;14
7043;Denemarken;Hotels met 4 sterren;2014 mei;7;11
7044;Denemarken;Hotels met 4 sterren;2014 juni;5;9
7045;Denemarken;Hotels met 4 sterren;2014 2e kwartaal;20;35
7046;Denemarken;Hotels met 4 sterren;2014 juli;7;13
7047;Denemarken;Hotels met 4 sterren;2014 augustus;5;8
7048;Denemarken;Hotels met 4 sterren;2014 september;6;9
7049;Denemarken;Hotels met 4 sterren;2014 3e kwartaal;17;30
7050;Denemarken;Hotels met 4 sterren;2014 oktober;6;10
7051;Denemarken;Hotels met 4 sterren;2014 november;4;6
7052;Denemarken;Hotels met 4 sterren;2014 december;3;4
7053;Denemarken;Hotels met 4 sterren;2014 4e kwartaal;13;21
7054;Denemarken;Hotels met 4 sterren;2014;64;105
7055;Denemarken;Hotels met 4 sterren;2015 januari;4;5
7056;Denemarken;Hotels met 4 sterren;2015 februari;4;6
7057;Denemarken;Hotels met 4 sterren;2015 maart;5;8
7058;Denemarken;Hotels met 4 sterren;2015 1e kwartaal;13;20
7059;Denemarken;Hotels met 4 sterren;2015 april;10;17
7060;Denemarken;Hotels met 4 sterren;2015 mei;8;14
7061;Denemarken;Hotels met 4 sterren;2015 juni;7;11
7062;Denemarken;Hotels met 4 sterren;2015 2e kwartaal;25;42
7063;Denemarken;Hotels met 4 sterren;2015 juli;8;15
7064;Denemarken;Hotels met 4 sterren;2015 augustus;5;9
7065;Denemarken;Hotels met 4 sterren;2015 september;7;10
7066;Denemarken;Hotels met 4 sterren;2015 3e kwartaal;20;34
7067;Denemarken;Hotels met 4 sterren;2015 oktober;6;9
7068;Denemarken;Hotels met 4 sterren;2015 november;5;8
7069;Denemarken;Hotels met 4 sterren;2015 december;3;5
7070;Denemarken;Hotels met 4 sterren;2015 4e kwartaal;14;22
7071;Denemarken;Hotels met 4 sterren;2015;72;118
7072;Denemarken;Hotels met 5 sterren;2012 januari;0;0
7073;Denemarken;Hotels met 5 sterren;2012 februari;0;0
7074;Denemarken;Hotels met 5 sterren;2012 maart;1;1
7075;Denemarken;Hotels met 5 sterren;2012 1e kwartaal;1;2
7076;Denemarken;Hotels met 5 sterren;2012 april;1;1
7077;Denemarken;Hotels met 5 sterren;2012 mei;1;1
7078;Denemarken;Hotels met 5 sterren;2012 juni;1;1
7079;Denemarken;Hotels met 5 sterren;2012 2e kwartaal;2;3
7080;Denemarken;Hotels met 5 sterren;2012 juli;1;1
7081;Denemarken;Hotels met 5 sterren;2012 augustus;1;1
7082;Denemarken;Hotels met 5 sterren;2012 september;1;1
7083;Denemarken;Hotels met 5 sterren;2012 3e kwartaal;2;3
7084;Denemarken;Hotels met 5 sterren;2012 oktober;1;1
7085;Denemarken;Hotels met 5 sterren;2012 november;1;1
7086;Denemarken;Hotels met 5 sterren;2012 december;0;0
7087;Denemarken;Hotels met 5 sterren;2012 4e kwartaal;2;2
7088;Denemarken;Hotels met 5 sterren;2012;7;10
7089;Denemarken;Hotels met 5 sterren;2013 januari;0;0
7090;Denemarken;Hotels met 5 sterren;2013 februari;0;0
7091;Denemarken;Hotels met 5 sterren;2013 maart;1;1
7092;Denemarken;Hotels met 5 sterren;2013 1e kwartaal;1;2
7093;Denemarken;Hotels met 5 sterren;2013 april;1;1
7094;Denemarken;Hotels met 5 sterren;2013 mei;1;1
7095;Denemarken;Hotels met 5 sterren;2013 juni;1;1
7096;Denemarken;Hotels met 5 sterren;2013 2e kwartaal;2;3
7097;Denemarken;Hotels met 5 sterren;2013 juli;1;1
7098;Denemarken;Hotels met 5 sterren;2013 augustus;0;0
7099;Denemarken;Hotels met 5 sterren;2013 september;1;1
7100;Denemarken;Hotels met 5 sterren;2013 3e kwartaal;2;3
7101;Denemarken;Hotels met 5 sterren;2013 oktober;1;1
7102;Denemarken;Hotels met 5 sterren;2013 november;1;1
7103;Denemarken;Hotels met 5 sterren;2013 december;0;0
7104;Denemarken;Hotels met 5 sterren;2013 4e kwartaal;2;2
7105;Denemarken;Hotels met 5 sterren;2013;7;11
7106;Denemarken;Hotels met 5 sterren;2014 januari;0;0
7107;Denemarken;Hotels met 5 sterren;2014 februari;0;0
7108;Denemarken;Hotels met 5 sterren;2014 maart;0;0
7109;Denemarken;Hotels met 5 sterren;2014 1e kwartaal;1;2
7110;Denemarken;Hotels met 5 sterren;2014 april;1;1
7111;Denemarken;Hotels met 5 sterren;2014 mei;1;1
7112;Denemarken;Hotels met 5 sterren;2014 juni;0;0
7113;Denemarken;Hotels met 5 sterren;2014 2e kwartaal;2;3
7114;Denemarken;Hotels met 5 sterren;2014 juli;0;0
7115;Denemarken;Hotels met 5 sterren;2014 augustus;0;0
7116;Denemarken;Hotels met 5 sterren;2014 september;1;1
7117;Denemarken;Hotels met 5 sterren;2014 3e kwartaal;1;2
7118;Denemarken;Hotels met 5 sterren;2014 oktober;1;1
7119;Denemarken;Hotels met 5 sterren;2014 november;0;0
7120;Denemarken;Hotels met 5 sterren;2014 december;0;0
7121;Denemarken;Hotels met 5 sterren;2014 4e kwartaal;1;2
7122;Denemarken;Hotels met 5 sterren;2014;6;9
7123;Denemarken;Hotels met 5 sterren;2015 januari;0;0
7124;Denemarken;Hotels met 5 sterren;2015 februari;0;0
7125;Denemarken;Hotels met 5 sterren;2015 maart;0;0
7126;Denemarken;Hotels met 5 sterren;2015 1e kwartaal;1;2
7127;Denemarken;Hotels met 5 sterren;2015 april;1;1
7128;Denemarken;Hotels met 5 sterren;2015 mei;1;1
7129;Denemarken;Hotels met 5 sterren;2015 juni;0;0
7130;Denemarken;Hotels met 5 sterren;2015 2e kwartaal;2;3
7131;Denemarken;Hotels met 5 sterren;2015 juli;0;0
7132;Denemarken;Hotels met 5 sterren;2015 augustus;0;0
7133;Denemarken;Hotels met 5 sterren;2015 september;0;0
7134;Denemarken;Hotels met 5 sterren;2015 3e kwartaal;1;2
7135;Denemarken;Hotels met 5 sterren;2015 oktober;1;1
7136;Denemarken;Hotels met 5 sterren;2015 november;0;0
7137;Denemarken;Hotels met 5 sterren;2015 december;0;0
7138;Denemarken;Hotels met 5 sterren;2015 4e kwartaal;1;2
7139;Denemarken;Hotels met 5 sterren;2015;6;9
7140;Denemarken;Totaal Amsterdamse hotels;2012 januari;2;4
7141;Denemarken;Totaal Amsterdamse hotels;2012 februari;3;5
7142;Denemarken;Totaal Amsterdamse hotels;2012 maart;5;10
7143;Denemarken;Totaal Amsterdamse hotels;2012 1e kwartaal;10;18
7144;Denemarken;Totaal Amsterdamse hotels;2012 april;5;12
7145;Denemarken;Totaal Amsterdamse hotels;2012 mei;6;12
7146;Denemarken;Totaal Amsterdamse hotels;2012 juni;5;9
7147;Denemarken;Totaal Amsterdamse hotels;2012 2e kwartaal;16;33
7148;Denemarken;Totaal Amsterdamse hotels;2012 juli;7;15
7149;Denemarken;Totaal Amsterdamse hotels;2012 augustus;4;9
7150;Denemarken;Totaal Amsterdamse hotels;2012 september;6;11
7151;Denemarken;Totaal Amsterdamse hotels;2012 3e kwartaal;17;34
7152;Denemarken;Totaal Amsterdamse hotels;2012 oktober;6;13
7153;Denemarken;Totaal Amsterdamse hotels;2012 november;4;7
7154;Denemarken;Totaal Amsterdamse hotels;2012 december;2;4
7155;Denemarken;Totaal Amsterdamse hotels;2012 4e kwartaal;13;24
7156;Denemarken;Totaal Amsterdamse hotels;2012;56;109
7157;Denemarken;Totaal Amsterdamse hotels;2013 januari;3;5
7158;Denemarken;Totaal Amsterdamse hotels;2013 februari;2;4
7159;Denemarken;Totaal Amsterdamse hotels;2013 maart;4;9
7160;Denemarken;Totaal Amsterdamse hotels;2013 1e kwartaal;9;18
7161;Denemarken;Totaal Amsterdamse hotels;2013 april;5;10
7162;Denemarken;Totaal Amsterdamse hotels;2013 mei;6;11
7163;Denemarken;Totaal Amsterdamse hotels;2013 juni;4;8
7164;Denemarken;Totaal Amsterdamse hotels;2013 2e kwartaal;15;29
7165;Denemarken;Totaal Amsterdamse hotels;2013 juli;6;15
7166;Denemarken;Totaal Amsterdamse hotels;2013 augustus;4;9
7167;Denemarken;Totaal Amsterdamse hotels;2013 september;5;10
7168;Denemarken;Totaal Amsterdamse hotels;2013 3e kwartaal;15;33
7169;Denemarken;Totaal Amsterdamse hotels;2013 oktober;6;12
7170;Denemarken;Totaal Amsterdamse hotels;2013 november;4;7
7171;Denemarken;Totaal Amsterdamse hotels;2013 december;2;4
7172;Denemarken;Totaal Amsterdamse hotels;2013 4e kwartaal;12;23
7173;Denemarken;Totaal Amsterdamse hotels;2013;51;103
7174;Denemarken;Totaal Amsterdamse hotels;2014 januari;2;4
7175;Denemarken;Totaal Amsterdamse hotels;2014 februari;3;6
7176;Denemarken;Totaal Amsterdamse hotels;2014 maart;4;9
7177;Denemarken;Totaal Amsterdamse hotels;2014 1e kwartaal;10;19
7178;Denemarken;Totaal Amsterdamse hotels;2014 april;7;13
7179;Denemarken;Totaal Amsterdamse hotels;2014 mei;5;10
7180;Denemarken;Totaal Amsterdamse hotels;2014 juni;4;9
7181;Denemarken;Totaal Amsterdamse hotels;2014 2e kwartaal;16;32
7182;Denemarken;Totaal Amsterdamse hotels;2014 juli;6;14
7183;Denemarken;Totaal Amsterdamse hotels;2014 augustus;4;9
7184;Denemarken;Totaal Amsterdamse hotels;2014 september;5;9
7185;Denemarken;Totaal Amsterdamse hotels;2014 3e kwartaal;16;33
7186;Denemarken;Totaal Amsterdamse hotels;2014 oktober;7;14
7187;Denemarken;Totaal Amsterdamse hotels;2014 november;4;7
7188;Denemarken;Totaal Amsterdamse hotels;2014 december;2;5
7189;Denemarken;Totaal Amsterdamse hotels;2014 4e kwartaal;13;26
7190;Denemarken;Totaal Amsterdamse hotels;2014;55;110
7191;Denemarken;Totaal Amsterdamse hotels;2015 januari;2;4
7192;Denemarken;Totaal Amsterdamse hotels;2015 februari;3;5
7193;Denemarken;Totaal Amsterdamse hotels;2015 maart;4;8
7194;Denemarken;Totaal Amsterdamse hotels;2015 1e kwartaal;10;18
7195;Denemarken;Totaal Amsterdamse hotels;2015 april;7;15
7196;Denemarken;Totaal Amsterdamse hotels;2015 mei;5;9
7197;Denemarken;Totaal Amsterdamse hotels;2015 juni;4;8
7198;Denemarken;Totaal Amsterdamse hotels;2015 2e kwartaal;15;32
7199;Denemarken;Totaal Amsterdamse hotels;2015 juli;7;14
7200;Denemarken;Totaal Amsterdamse hotels;2015 augustus;4;9
7201;Denemarken;Totaal Amsterdamse hotels;2015 september;5;9
7202;Denemarken;Totaal Amsterdamse hotels;2015 3e kwartaal;16;32
7203;Denemarken;Totaal Amsterdamse hotels;2015 oktober;6;12
7204;Denemarken;Totaal Amsterdamse hotels;2015 november;4;7
7205;Denemarken;Totaal Amsterdamse hotels;2015 december;2;4
7206;Denemarken;Totaal Amsterdamse hotels;2015 4e kwartaal;12;23
7207;Denemarken;Totaal Amsterdamse hotels;2015;53;105
7208;Denemarken;Amsterdamse hotels zonder ster;2012 januari;0;0
7209;Denemarken;Amsterdamse hotels zonder ster;2012 februari;0;0
7210;Denemarken;Amsterdamse hotels zonder ster;2012 maart;1;3
7211;Denemarken;Amsterdamse hotels zonder ster;2012 1e kwartaal;1;4
7212;Denemarken;Amsterdamse hotels zonder ster;2012 april;1;3
7213;Denemarken;Amsterdamse hotels zonder ster;2012 mei;1;3
7214;Denemarken;Amsterdamse hotels zonder ster;2012 juni;0;0
7215;Denemarken;Amsterdamse hotels zonder ster;2012 2e kwartaal;3;7
7216;Denemarken;Amsterdamse hotels zonder ster;2012 juli;1;2
7217;Denemarken;Amsterdamse hotels zonder ster;2012 augustus;1;2
7218;Denemarken;Amsterdamse hotels zonder ster;2012 september;1;3
7219;Denemarken;Amsterdamse hotels zonder ster;2012 3e kwartaal;3;7
7220;Denemarken;Amsterdamse hotels zonder ster;2012 oktober;1;3
7221;Denemarken;Amsterdamse hotels zonder ster;2012 november;0;0
7222;Denemarken;Amsterdamse hotels zonder ster;2012 december;0;0
7223;Denemarken;Amsterdamse hotels zonder ster;2012 4e kwartaal;2;5
7224;Denemarken;Amsterdamse hotels zonder ster;2012;9;22
7225;Denemarken;Amsterdamse hotels zonder ster;2013 januari;0;0
7226;Denemarken;Amsterdamse hotels zonder ster;2013 februari;0;0
7227;Denemarken;Amsterdamse hotels zonder ster;2013 maart;1;2
7228;Denemarken;Amsterdamse hotels zonder ster;2013 1e kwartaal;1;3
7229;Denemarken;Amsterdamse hotels zonder ster;2013 april;1;2
7230;Denemarken;Amsterdamse hotels zonder ster;2013 mei;1;2
7231;Denemarken;Amsterdamse hotels zonder ster;2013 juni;1;1
7232;Denemarken;Amsterdamse hotels zonder ster;2013 2e kwartaal;2;5
7233;Denemarken;Amsterdamse hotels zonder ster;2013 juli;1;2
7234;Denemarken;Amsterdamse hotels zonder ster;2013 augustus;0;0
7235;Denemarken;Amsterdamse hotels zonder ster;2013 september;1;3
7236;Denemarken;Amsterdamse hotels zonder ster;2013 3e kwartaal;2;6
7237;Denemarken;Amsterdamse hotels zonder ster;2013 oktober;1;3
7238;Denemarken;Amsterdamse hotels zonder ster;2013 november;0;0
7239;Denemarken;Amsterdamse hotels zonder ster;2013 december;0;0
7240;Denemarken;Amsterdamse hotels zonder ster;2013 4e kwartaal;1;4
7241;Denemarken;Amsterdamse hotels zonder ster;2013;6;18
7242;Denemarken;Amsterdamse hotels zonder ster;2014 januari;0;0
7243;Denemarken;Amsterdamse hotels zonder ster;2014 februari;0;0
7244;Denemarken;Amsterdamse hotels zonder ster;2014 maart;1;4
7245;Denemarken;Amsterdamse hotels zonder ster;2014 1e kwartaal;2;6
7246;Denemarken;Amsterdamse hotels zonder ster;2014 april;1;3
7247;Denemarken;Amsterdamse hotels zonder ster;2014 mei;1;3
7248;Denemarken;Amsterdamse hotels zonder ster;2014 juni;1;2
7249;Denemarken;Amsterdamse hotels zonder ster;2014 2e kwartaal;3;8
7250;Denemarken;Amsterdamse hotels zonder ster;2014 juli;1;2
7251;Denemarken;Amsterdamse hotels zonder ster;2014 augustus;1;2
7252;Denemarken;Amsterdamse hotels zonder ster;2014 september;1;3
7253;Denemarken;Amsterdamse hotels zonder ster;2014 3e kwartaal;3;7
7254;Denemarken;Amsterdamse hotels zonder ster;2014 oktober;2;5
7255;Denemarken;Amsterdamse hotels zonder ster;2014 november;1;1
7256;Denemarken;Amsterdamse hotels zonder ster;2014 december;0;0
7257;Denemarken;Amsterdamse hotels zonder ster;2014 4e kwartaal;3;8
7258;Denemarken;Amsterdamse hotels zonder ster;2014;11;28
7259;Denemarken;Amsterdamse hotels zonder ster;2015 januari;0;0
7260;Denemarken;Amsterdamse hotels zonder ster;2015 februari;0;0
7261;Denemarken;Amsterdamse hotels zonder ster;2015 maart;1;3
7262;Denemarken;Amsterdamse hotels zonder ster;2015 1e kwartaal;2;4
7263;Denemarken;Amsterdamse hotels zonder ster;2015 april;2;5
7264;Denemarken;Amsterdamse hotels zonder ster;2015 mei;0;0
7265;Denemarken;Amsterdamse hotels zonder ster;2015 juni;0;0
7266;Denemarken;Amsterdamse hotels zonder ster;2015 2e kwartaal;3;7
7267;Denemarken;Amsterdamse hotels zonder ster;2015 juli;1;2
7268;Denemarken;Amsterdamse hotels zonder ster;2015 augustus;1;2
7269;Denemarken;Amsterdamse hotels zonder ster;2015 september;1;3
7270;Denemarken;Amsterdamse hotels zonder ster;2015 3e kwartaal;2;6
7271;Denemarken;Amsterdamse hotels zonder ster;2015 oktober;2;4
7272;Denemarken;Amsterdamse hotels zonder ster;2015 november;1;1
7273;Denemarken;Amsterdamse hotels zonder ster;2015 december;0;0
7274;Denemarken;Amsterdamse hotels zonder ster;2015 4e kwartaal;2;5
7275;Denemarken;Amsterdamse hotels zonder ster;2015;9;22
7276;Denemarken;Amsterdamse hotels met 1 ster;2012 januari;0;0
7277;Denemarken;Amsterdamse hotels met 1 ster;2012 februari;0;0
7278;Denemarken;Amsterdamse hotels met 1 ster;2012 maart;0;0
7279;Denemarken;Amsterdamse hotels met 1 ster;2012 1e kwartaal;0;0
7280;Denemarken;Amsterdamse hotels met 1 ster;2012 april;0;0
7281;Denemarken;Amsterdamse hotels met 1 ster;2012 mei;0;0
7282;Denemarken;Amsterdamse hotels met 1 ster;2012 juni;0;0
7283;Denemarken;Amsterdamse hotels met 1 ster;2012 2e kwartaal;1;1
7284;Denemarken;Amsterdamse hotels met 1 ster;2012 juli;0;0
7285;Denemarken;Amsterdamse hotels met 1 ster;2012 augustus;0;0
7286;Denemarken;Amsterdamse hotels met 1 ster;2012 september;0;0
7287;Denemarken;Amsterdamse hotels met 1 ster;2012 3e kwartaal;0;0
7288;Denemarken;Amsterdamse hotels met 1 ster;2012 oktober;0;0
7289;Denemarken;Amsterdamse hotels met 1 ster;2012 november;0;0
7290;Denemarken;Amsterdamse hotels met 1 ster;2012 december;0;0
7291;Denemarken;Amsterdamse hotels met 1 ster;2012 4e kwartaal;0;0
7292;Denemarken;Amsterdamse hotels met 1 ster;2012;1;3
7293;Denemarken;Amsterdamse hotels met 1 ster;2013 januari;0;0
7294;Denemarken;Amsterdamse hotels met 1 ster;2013 februari;0;0
7295;Denemarken;Amsterdamse hotels met 1 ster;2013 maart;0;0
7296;Denemarken;Amsterdamse hotels met 1 ster;2013 1e kwartaal;0;0
7297;Denemarken;Amsterdamse hotels met 1 ster;2013 april;0;0
7298;Denemarken;Amsterdamse hotels met 1 ster;2013 mei;0;0
7299;Denemarken;Amsterdamse hotels met 1 ster;2013 juni;0;0
7300;Denemarken;Amsterdamse hotels met 1 ster;2013 2e kwartaal;0;0
7301;Denemarken;Amsterdamse hotels met 1 ster;2013 juli;0;0
7302;Denemarken;Amsterdamse hotels met 1 ster;2013 augustus;0;0
7303;Denemarken;Amsterdamse hotels met 1 ster;2013 september;0;0
7304;Denemarken;Amsterdamse hotels met 1 ster;2013 3e kwartaal;0;0
7305;Denemarken;Amsterdamse hotels met 1 ster;2013 oktober;0;0
7306;Denemarken;Amsterdamse hotels met 1 ster;2013 november;0;0
7307;Denemarken;Amsterdamse hotels met 1 ster;2013 december;0;0
7308;Denemarken;Amsterdamse hotels met 1 ster;2013 4e kwartaal;0;0
7309;Denemarken;Amsterdamse hotels met 1 ster;2013;1;3
7310;Denemarken;Amsterdamse hotels met 1 ster;2014 januari;0;0
7311;Denemarken;Amsterdamse hotels met 1 ster;2014 februari;0;0
7312;Denemarken;Amsterdamse hotels met 1 ster;2014 maart;0;0
7313;Denemarken;Amsterdamse hotels met 1 ster;2014 1e kwartaal;0;0
7314;Denemarken;Amsterdamse hotels met 1 ster;2014 april;0;0
7315;Denemarken;Amsterdamse hotels met 1 ster;2014 mei;0;0
7316;Denemarken;Amsterdamse hotels met 1 ster;2014 juni;0;0
7317;Denemarken;Amsterdamse hotels met 1 ster;2014 2e kwartaal;0;0
7318;Denemarken;Amsterdamse hotels met 1 ster;2014 juli;0;0
7319;Denemarken;Amsterdamse hotels met 1 ster;2014 augustus;0;0
7320;Denemarken;Amsterdamse hotels met 1 ster;2014 september;0;0
7321;Denemarken;Amsterdamse hotels met 1 ster;2014 3e kwartaal;0;0
7322;Denemarken;Amsterdamse hotels met 1 ster;2014 oktober;0;0
7323;Denemarken;Amsterdamse hotels met 1 ster;2014 november;0;0
7324;Denemarken;Amsterdamse hotels met 1 ster;2014 december;0;0
7325;Denemarken;Amsterdamse hotels met 1 ster;2014 4e kwartaal;0;0
7326;Denemarken;Amsterdamse hotels met 1 ster;2014;2;3
7327;Denemarken;Amsterdamse hotels met 1 ster;2015 januari;0;0
7328;Denemarken;Amsterdamse hotels met 1 ster;2015 februari;0;0
7329;Denemarken;Amsterdamse hotels met 1 ster;2015 maart;0;0
7330;Denemarken;Amsterdamse hotels met 1 ster;2015 1e kwartaal;0;0
7331;Denemarken;Amsterdamse hotels met 1 ster;2015 april;0;0
7332;Denemarken;Amsterdamse hotels met 1 ster;2015 mei;0;0
7333;Denemarken;Amsterdamse hotels met 1 ster;2015 juni;0;0
7334;Denemarken;Amsterdamse hotels met 1 ster;2015 2e kwartaal;0;0
7335;Denemarken;Amsterdamse hotels met 1 ster;2015 juli;0;0
7336;Denemarken;Amsterdamse hotels met 1 ster;2015 augustus;0;0
7337;Denemarken;Amsterdamse hotels met 1 ster;2015 september;0;0
7338;Denemarken;Amsterdamse hotels met 1 ster;2015 3e kwartaal;0;0
7339;Denemarken;Amsterdamse hotels met 1 ster;2015 oktober;0;0
7340;Denemarken;Amsterdamse hotels met 1 ster;2015 november;0;0
7341;Denemarken;Amsterdamse hotels met 1 ster;2015 december;0;0
7342;Denemarken;Amsterdamse hotels met 1 ster;2015 4e kwartaal;0;0
7343;Denemarken;Amsterdamse hotels met 1 ster;2015;1;3
7344;Denemarken;Amsterdamse hotels met 2 sterren;2012 januari;0;0
7345;Denemarken;Amsterdamse hotels met 2 sterren;2012 februari;0;0
7346;Denemarken;Amsterdamse hotels met 2 sterren;2012 maart;1;2
7347;Denemarken;Amsterdamse hotels met 2 sterren;2012 1e kwartaal;1;3
7348;Denemarken;Amsterdamse hotels met 2 sterren;2012 april;1;1
7349;Denemarken;Amsterdamse hotels met 2 sterren;2012 mei;1;1
7350;Denemarken;Amsterdamse hotels met 2 sterren;2012 juni;0;0
7351;Denemarken;Amsterdamse hotels met 2 sterren;2012 2e kwartaal;2;3
7352;Denemarken;Amsterdamse hotels met 2 sterren;2012 juli;1;2
7353;Denemarken;Amsterdamse hotels met 2 sterren;2012 augustus;1;1
7354;Denemarken;Amsterdamse hotels met 2 sterren;2012 september;1;2
7355;Denemarken;Amsterdamse hotels met 2 sterren;2012 3e kwartaal;2;5
7356;Denemarken;Amsterdamse hotels met 2 sterren;2012 oktober;1;1
7357;Denemarken;Amsterdamse hotels met 2 sterren;2012 november;0;0
7358;Denemarken;Amsterdamse hotels met 2 sterren;2012 december;0;0
7359;Denemarken;Amsterdamse hotels met 2 sterren;2012 4e kwartaal;1;2
7360;Denemarken;Amsterdamse hotels met 2 sterren;2012;6;13
7361;Denemarken;Amsterdamse hotels met 2 sterren;2013 januari;0;0
7362;Denemarken;Amsterdamse hotels met 2 sterren;2013 februari;0;0
7363;Denemarken;Amsterdamse hotels met 2 sterren;2013 maart;0;0
7364;Denemarken;Amsterdamse hotels met 2 sterren;2013 1e kwartaal;0;0
7365;Denemarken;Amsterdamse hotels met 2 sterren;2013 april;0;0
7366;Denemarken;Amsterdamse hotels met 2 sterren;2013 mei;0;0
7367;Denemarken;Amsterdamse hotels met 2 sterren;2013 juni;0;0
7368;Denemarken;Amsterdamse hotels met 2 sterren;2013 2e kwartaal;1;2
7369;Denemarken;Amsterdamse hotels met 2 sterren;2013 juli;1;2
7370;Denemarken;Amsterdamse hotels met 2 sterren;2013 augustus;0;0
7371;Denemarken;Amsterdamse hotels met 2 sterren;2013 september;0;0
7372;Denemarken;Amsterdamse hotels met 2 sterren;2013 3e kwartaal;1;3
7373;Denemarken;Amsterdamse hotels met 2 sterren;2013 oktober;0;0
7374;Denemarken;Amsterdamse hotels met 2 sterren;2013 november;0;0
7375;Denemarken;Amsterdamse hotels met 2 sterren;2013 december;0;0
7376;Denemarken;Amsterdamse hotels met 2 sterren;2013 4e kwartaal;1;2
7377;Denemarken;Amsterdamse hotels met 2 sterren;2013;3;7
7378;Denemarken;Amsterdamse hotels met 2 sterren;2014 januari;0;0
7379;Denemarken;Amsterdamse hotels met 2 sterren;2014 februari;0;0
7380;Denemarken;Amsterdamse hotels met 2 sterren;2014 maart;0;0
7381;Denemarken;Amsterdamse hotels met 2 sterren;2014 1e kwartaal;0;0
7382;Denemarken;Amsterdamse hotels met 2 sterren;2014 april;0;0
7383;Denemarken;Amsterdamse hotels met 2 sterren;2014 mei;0;0
7384;Denemarken;Amsterdamse hotels met 2 sterren;2014 juni;0;0
7385;Denemarken;Amsterdamse hotels met 2 sterren;2014 2e kwartaal;0;0
7386;Denemarken;Amsterdamse hotels met 2 sterren;2014 juli;1;2
7387;Denemarken;Amsterdamse hotels met 2 sterren;2014 augustus;0;0
7388;Denemarken;Amsterdamse hotels met 2 sterren;2014 september;0;0
7389;Denemarken;Amsterdamse hotels met 2 sterren;2014 3e kwartaal;1;3
7390;Denemarken;Amsterdamse hotels met 2 sterren;2014 oktober;0;0
7391;Denemarken;Amsterdamse hotels met 2 sterren;2014 november;0;0
7392;Denemarken;Amsterdamse hotels met 2 sterren;2014 december;0;0
7393;Denemarken;Amsterdamse hotels met 2 sterren;2014 4e kwartaal;1;1
7394;Denemarken;Amsterdamse hotels met 2 sterren;2014;3;5
7395;Denemarken;Amsterdamse hotels met 2 sterren;2015 januari;0;0
7396;Denemarken;Amsterdamse hotels met 2 sterren;2015 februari;0;0
7397;Denemarken;Amsterdamse hotels met 2 sterren;2015 maart;0;0
7398;Denemarken;Amsterdamse hotels met 2 sterren;2015 1e kwartaal;0;0
7399;Denemarken;Amsterdamse hotels met 2 sterren;2015 april;0;0
7400;Denemarken;Amsterdamse hotels met 2 sterren;2015 mei;0;0
7401;Denemarken;Amsterdamse hotels met 2 sterren;2015 juni;0;0
7402;Denemarken;Amsterdamse hotels met 2 sterren;2015 2e kwartaal;1;2
7403;Denemarken;Amsterdamse hotels met 2 sterren;2015 juli;0;0
7404;Denemarken;Amsterdamse hotels met 2 sterren;2015 augustus;0;0
7405;Denemarken;Amsterdamse hotels met 2 sterren;2015 september;0;0
7406;Denemarken;Amsterdamse hotels met 2 sterren;2015 3e kwartaal;1;2
7407;Denemarken;Amsterdamse hotels met 2 sterren;2015 oktober;0;0
7408;Denemarken;Amsterdamse hotels met 2 sterren;2015 november;0;0
7409;Denemarken;Amsterdamse hotels met 2 sterren;2015 december;0;0
