ID;WoonlandVanGasten;Sterklassen;Perioden;Gasten_1;Overnachtingen_2
1161;Nederland;Hotels met 2 sterren;2012 mei;45;88
1162;Nederland;Hotels met 2 sterren;2012 juni;40;72
1163;Nederland;Hotels met 2 sterren;2012 2e kwartaal;119;226
1164;Nederland;Hotels met 2 sterren;2012 juli;41;87
1165;Nederland;Hotels met 2 sterren;2012 augustus;47;94
1166;Nederland;Hotels met 2 sterren;2012 september;40;74
1167;Nederland;Hotels met 2 sterren;2012 3e kwartaal;128;255
1168;Nederland;Hotels met 2 sterren;2012 oktober;34;62
1169;Nederland;Hotels met 2 sterren;2012 november;29;50
1170;Nederland;Hotels met 2 sterren;2012 december;29;49
1171;Nederland;Hotels met 2 sterren;2012 4e kwartaal;91;161
1172;Nederland;Hotels met 2 sterren;2012;412;763
1173;Nederland;Hotels met 2 sterren;2013 januari;21;38
1174;Nederland;Hotels met 2 sterren;2013 februari;22;37
1175;Nederland;Hotels met 2 sterren;2013 maart;30;64
1176;Nederland;Hotels met 2 sterren;2013 1e kwartaal;73;139
1177;Nederland;Hotels met 2 sterren;2013 april;35;64
1178;Nederland;Hotels met 2 sterren;2013 mei;44;87
1179;Nederland;Hotels met 2 sterren;2013 juni;50;86
1180;Nederland;Hotels met 2 sterren;2013 2e kwartaal;130;238
1181;Nederland;Hotels met 2 sterren;2013 juli;56;105
1182;Nederland;Hotels met 2 sterren;2013 augustus;51;103
1183;Nederland;Hotels met 2 sterren;2013 september;41;71
1184;Nederland;Hotels met 2 sterren;2013 3e kwartaal;148;279
1185;Nederland;Hotels met 2 sterren;2013 oktober;42;76
1186;Nederland;Hotels met 2 sterren;2013 november;35;59
1187;Nederland;Hotels met 2 sterren;2013 december;25;48
1188;Nederland;Hotels met 2 sterren;2013 4e kwartaal;102;184
1189;Nederland;Hotels met 2 sterren;2013;454;840
1190;Nederland;Hotels met 2 sterren;2014 januari;26;44
1191;Nederland;Hotels met 2 sterren;2014 februari;28;48
1192;Nederland;Hotels met 2 sterren;2014 maart;37;63
1193;Nederland;Hotels met 2 sterren;2014 1e kwartaal;92;156
1194;Nederland;Hotels met 2 sterren;2014 april;41;70
1195;Nederland;Hotels met 2 sterren;2014 mei;48;82
1196;Nederland;Hotels met 2 sterren;2014 juni;44;86
1197;Nederland;Hotels met 2 sterren;2014 2e kwartaal;133;238
1198;Nederland;Hotels met 2 sterren;2014 juli;42;89
1199;Nederland;Hotels met 2 sterren;2014 augustus;46;96
1200;Nederland;Hotels met 2 sterren;2014 september;44;82
1201;Nederland;Hotels met 2 sterren;2014 3e kwartaal;132;267
1202;Nederland;Hotels met 2 sterren;2014 oktober;40;72
1203;Nederland;Hotels met 2 sterren;2014 november;33;60
1204;Nederland;Hotels met 2 sterren;2014 december;33;58
1205;Nederland;Hotels met 2 sterren;2014 4e kwartaal;106;190
1206;Nederland;Hotels met 2 sterren;2014;463;851
1207;Nederland;Hotels met 2 sterren;2015 januari;22;41
1208;Nederland;Hotels met 2 sterren;2015 februari;28;44
1209;Nederland;Hotels met 2 sterren;2015 maart;29;53
1210;Nederland;Hotels met 2 sterren;2015 1e kwartaal;78;139
1211;Nederland;Hotels met 2 sterren;2015 april;34;63
1212;Nederland;Hotels met 2 sterren;2015 mei;37;70
1213;Nederland;Hotels met 2 sterren;2015 juni;35;69
1214;Nederland;Hotels met 2 sterren;2015 2e kwartaal;106;202
1215;Nederland;Hotels met 2 sterren;2015 juli;34;76
1216;Nederland;Hotels met 2 sterren;2015 augustus;43;83
1217;Nederland;Hotels met 2 sterren;2015 september;38;73
1218;Nederland;Hotels met 2 sterren;2015 3e kwartaal;115;232
1219;Nederland;Hotels met 2 sterren;2015 oktober;33;60
1220;Nederland;Hotels met 2 sterren;2015 november;31;54
1221;Nederland;Hotels met 2 sterren;2015 december;29;49
1222;Nederland;Hotels met 2 sterren;2015 4e kwartaal;93;163
1223;Nederland;Hotels met 2 sterren;2015;393;735
1224;Nederland;Hotels met 3 sterren;2012 januari;196;308
1225;Nederland;Hotels met 3 sterren;2012 februari;218;345
1226;Nederland;Hotels met 3 sterren;2012 maart;259;415
1227;Nederland;Hotels met 3 sterren;2012 1e kwartaal;673;1069
1228;Nederland;Hotels met 3 sterren;2012 april;291;496
1229;Nederland;Hotels met 3 sterren;2012 mei;324;561
1230;Nederland;Hotels met 3 sterren;2012 juni;312;545
1231;Nederland;Hotels met 3 sterren;2012 2e kwartaal;926;1602
1232;Nederland;Hotels met 3 sterren;2012 juli;314;568
1233;Nederland;Hotels met 3 sterren;2012 augustus;340;631
1234;Nederland;Hotels met 3 sterren;2012 september;313;542
1235;Nederland;Hotels met 3 sterren;2012 3e kwartaal;967;1742
1236;Nederland;Hotels met 3 sterren;2012 oktober;306;514
1237;Nederland;Hotels met 3 sterren;2012 november;254;408
1238;Nederland;Hotels met 3 sterren;2012 december;223;366
1239;Nederland;Hotels met 3 sterren;2012 4e kwartaal;783;1289
1240;Nederland;Hotels met 3 sterren;2012;3350;5702
1241;Nederland;Hotels met 3 sterren;2013 januari;195;312
1242;Nederland;Hotels met 3 sterren;2013 februari;227;366
1243;Nederland;Hotels met 3 sterren;2013 maart;272;439
1244;Nederland;Hotels met 3 sterren;2013 1e kwartaal;694;1117
1245;Nederland;Hotels met 3 sterren;2013 april;296;497
1246;Nederland;Hotels met 3 sterren;2013 mei;335;569
1247;Nederland;Hotels met 3 sterren;2013 juni;329;556
1248;Nederland;Hotels met 3 sterren;2013 2e kwartaal;960;1622
1249;Nederland;Hotels met 3 sterren;2013 juli;328;591
1250;Nederland;Hotels met 3 sterren;2013 augustus;352;646
1251;Nederland;Hotels met 3 sterren;2013 september;327;559
1252;Nederland;Hotels met 3 sterren;2013 3e kwartaal;1006;1796
1253;Nederland;Hotels met 3 sterren;2013 oktober;319;525
1254;Nederland;Hotels met 3 sterren;2013 november;266;415
1255;Nederland;Hotels met 3 sterren;2013 december;252;392
1256;Nederland;Hotels met 3 sterren;2013 4e kwartaal;837;1332
1257;Nederland;Hotels met 3 sterren;2013;3497;5867
1258;Nederland;Hotels met 3 sterren;2014 januari;206;317
1259;Nederland;Hotels met 3 sterren;2014 februari;233;353
1260;Nederland;Hotels met 3 sterren;2014 maart;298;468
1261;Nederland;Hotels met 3 sterren;2014 1e kwartaal;737;1137
1262;Nederland;Hotels met 3 sterren;2014 april;302;487
1263;Nederland;Hotels met 3 sterren;2014 mei;331;543
1264;Nederland;Hotels met 3 sterren;2014 juni;335;567
1265;Nederland;Hotels met 3 sterren;2014 2e kwartaal;969;1597
1266;Nederland;Hotels met 3 sterren;2014 juli;338;581
1267;Nederland;Hotels met 3 sterren;2014 augustus;365;632
1268;Nederland;Hotels met 3 sterren;2014 september;346;575
1269;Nederland;Hotels met 3 sterren;2014 3e kwartaal;1048;1789
1270;Nederland;Hotels met 3 sterren;2014 oktober;339;553
1271;Nederland;Hotels met 3 sterren;2014 november;284;432
1272;Nederland;Hotels met 3 sterren;2014 december;255;392
1273;Nederland;Hotels met 3 sterren;2014 4e kwartaal;877;1377
1274;Nederland;Hotels met 3 sterren;2014;3631;5900
1275;Nederland;Hotels met 3 sterren;2015 januari;197;310
1276;Nederland;Hotels met 3 sterren;2015 februari;223;352
1277;Nederland;Hotels met 3 sterren;2015 maart;258;407
1278;Nederland;Hotels met 3 sterren;2015 1e kwartaal;678;1068
1279;Nederland;Hotels met 3 sterren;2015 april;289;488
1280;Nederland;Hotels met 3 sterren;2015 mei;338;557
1281;Nederland;Hotels met 3 sterren;2015 juni;324;536
1282;Nederland;Hotels met 3 sterren;2015 2e kwartaal;952;1581
1283;Nederland;Hotels met 3 sterren;2015 juli;321;556
1284;Nederland;Hotels met 3 sterren;2015 augustus;356;621
1285;Nederland;Hotels met 3 sterren;2015 september;320;530
1286;Nederland;Hotels met 3 sterren;2015 3e kwartaal;997;1707
1287;Nederland;Hotels met 3 sterren;2015 oktober;329;537
1288;Nederland;Hotels met 3 sterren;2015 november;284;431
1289;Nederland;Hotels met 3 sterren;2015 december;259;408
1290;Nederland;Hotels met 3 sterren;2015 4e kwartaal;873;1376
1291;Nederland;Hotels met 3 sterren;2015;3499;5732
1292;Nederland;Hotels met 4 sterren;2012 januari;437;638
1293;Nederland;Hotels met 4 sterren;2012 februari;426;650
1294;Nederland;Hotels met 4 sterren;2012 maart;496;747
1295;Nederland;Hotels met 4 sterren;2012 1e kwartaal;1360;2035
1296;Nederland;Hotels met 4 sterren;2012 april;516;824
1297;Nederland;Hotels met 4 sterren;2012 mei;552;908
1298;Nederland;Hotels met 4 sterren;2012 juni;538;854
1299;Nederland;Hotels met 4 sterren;2012 2e kwartaal;1606;2586
1300;Nederland;Hotels met 4 sterren;2012 juli;533;931
1301;Nederland;Hotels met 4 sterren;2012 augustus;574;1027
1302;Nederland;Hotels met 4 sterren;2012 september;549;865
1303;Nederland;Hotels met 4 sterren;2012 3e kwartaal;1655;2823
1304;Nederland;Hotels met 4 sterren;2012 oktober;561;865
1305;Nederland;Hotels met 4 sterren;2012 november;476;707
1306;Nederland;Hotels met 4 sterren;2012 december;468;724
1307;Nederland;Hotels met 4 sterren;2012 4e kwartaal;1505;2296
1308;Nederland;Hotels met 4 sterren;2012;6127;9741
1309;Nederland;Hotels met 4 sterren;2013 januari;391;580
1310;Nederland;Hotels met 4 sterren;2013 februari;398;604
1311;Nederland;Hotels met 4 sterren;2013 maart;462;701
1312;Nederland;Hotels met 4 sterren;2013 1e kwartaal;1251;1885
1313;Nederland;Hotels met 4 sterren;2013 april;494;771
1314;Nederland;Hotels met 4 sterren;2013 mei;540;873
1315;Nederland;Hotels met 4 sterren;2013 juni;550;869
1316;Nederland;Hotels met 4 sterren;2013 2e kwartaal;1584;2513
1317;Nederland;Hotels met 4 sterren;2013 juli;540;937
1318;Nederland;Hotels met 4 sterren;2013 augustus;565;1009
1319;Nederland;Hotels met 4 sterren;2013 september;539;837
1320;Nederland;Hotels met 4 sterren;2013 3e kwartaal;1644;2783
1321;Nederland;Hotels met 4 sterren;2013 oktober;552;867
1322;Nederland;Hotels met 4 sterren;2013 november;479;723
1323;Nederland;Hotels met 4 sterren;2013 december;476;730
1324;Nederland;Hotels met 4 sterren;2013 4e kwartaal;1507;2320
1325;Nederland;Hotels met 4 sterren;2013;5985;9501
1326;Nederland;Hotels met 4 sterren;2014 januari;414;610
1327;Nederland;Hotels met 4 sterren;2014 februari;404;605
1328;Nederland;Hotels met 4 sterren;2014 maart;513;785
1329;Nederland;Hotels met 4 sterren;2014 1e kwartaal;1331;2000
1330;Nederland;Hotels met 4 sterren;2014 april;491;784
1331;Nederland;Hotels met 4 sterren;2014 mei;580;934
1332;Nederland;Hotels met 4 sterren;2014 juni;571;922
1333;Nederland;Hotels met 4 sterren;2014 2e kwartaal;1642;2641
1334;Nederland;Hotels met 4 sterren;2014 juli;554;959
1335;Nederland;Hotels met 4 sterren;2014 augustus;619;1090
1336;Nederland;Hotels met 4 sterren;2014 september;578;914
1337;Nederland;Hotels met 4 sterren;2014 3e kwartaal;1751;2963
1338;Nederland;Hotels met 4 sterren;2014 oktober;603;922
1339;Nederland;Hotels met 4 sterren;2014 november;521;770
1340;Nederland;Hotels met 4 sterren;2014 december;511;778
1341;Nederland;Hotels met 4 sterren;2014 4e kwartaal;1635;2470
1342;Nederland;Hotels met 4 sterren;2014;6358;10073
1343;Nederland;Hotels met 4 sterren;2015 januari;438;649
1344;Nederland;Hotels met 4 sterren;2015 februari;453;678
1345;Nederland;Hotels met 4 sterren;2015 maart;499;737
1346;Nederland;Hotels met 4 sterren;2015 1e kwartaal;1390;2065
1347;Nederland;Hotels met 4 sterren;2015 april;544;828
1348;Nederland;Hotels met 4 sterren;2015 mei;601;954
1349;Nederland;Hotels met 4 sterren;2015 juni;574;877
1350;Nederland;Hotels met 4 sterren;2015 2e kwartaal;1719;2659
1351;Nederland;Hotels met 4 sterren;2015 juli;588;966
1352;Nederland;Hotels met 4 sterren;2015 augustus;626;1072
1353;Nederland;Hotels met 4 sterren;2015 september;578;874
1354;Nederland;Hotels met 4 sterren;2015 3e kwartaal;1791;2912
1355;Nederland;Hotels met 4 sterren;2015 oktober;627;940
1356;Nederland;Hotels met 4 sterren;2015 november;541;783
1357;Nederland;Hotels met 4 sterren;2015 december;539;804
1358;Nederland;Hotels met 4 sterren;2015 4e kwartaal;1707;2526
1359;Nederland;Hotels met 4 sterren;2015;6607;10162
1360;Nederland;Hotels met 5 sterren;2012 januari;18;26
1361;Nederland;Hotels met 5 sterren;2012 februari;17;23
1362;Nederland;Hotels met 5 sterren;2012 maart;19;27
1363;Nederland;Hotels met 5 sterren;2012 1e kwartaal;54;76
1364;Nederland;Hotels met 5 sterren;2012 april;23;33
1365;Nederland;Hotels met 5 sterren;2012 mei;26;35
1366;Nederland;Hotels met 5 sterren;2012 juni;25;35
1367;Nederland;Hotels met 5 sterren;2012 2e kwartaal;74;103
1368;Nederland;Hotels met 5 sterren;2012 juli;20;32
1369;Nederland;Hotels met 5 sterren;2012 augustus;21;33
1370;Nederland;Hotels met 5 sterren;2012 september;24;34
1371;Nederland;Hotels met 5 sterren;2012 3e kwartaal;65;99
1372;Nederland;Hotels met 5 sterren;2012 oktober;23;34
1373;Nederland;Hotels met 5 sterren;2012 november;25;34
1374;Nederland;Hotels met 5 sterren;2012 december;22;32
1375;Nederland;Hotels met 5 sterren;2012 4e kwartaal;70;99
1376;Nederland;Hotels met 5 sterren;2012;263;377
1377;Nederland;Hotels met 5 sterren;2013 januari;20;29
1378;Nederland;Hotels met 5 sterren;2013 februari;19;29
1379;Nederland;Hotels met 5 sterren;2013 maart;23;36
1380;Nederland;Hotels met 5 sterren;2013 1e kwartaal;62;94
1381;Nederland;Hotels met 5 sterren;2013 april;27;41
1382;Nederland;Hotels met 5 sterren;2013 mei;26;36
1383;Nederland;Hotels met 5 sterren;2013 juni;25;38
1384;Nederland;Hotels met 5 sterren;2013 2e kwartaal;79;115
1385;Nederland;Hotels met 5 sterren;2013 juli;24;40
1386;Nederland;Hotels met 5 sterren;2013 augustus;25;40
1387;Nederland;Hotels met 5 sterren;2013 september;25;36
1388;Nederland;Hotels met 5 sterren;2013 3e kwartaal;73;115
1389;Nederland;Hotels met 5 sterren;2013 oktober;23;33
1390;Nederland;Hotels met 5 sterren;2013 november;24;33
1391;Nederland;Hotels met 5 sterren;2013 december;23;36
1392;Nederland;Hotels met 5 sterren;2013 4e kwartaal;69;102
1393;Nederland;Hotels met 5 sterren;2013;284;426
1394;Nederland;Hotels met 5 sterren;2014 januari;19;27
1395;Nederland;Hotels met 5 sterren;2014 februari;21;33
1396;Nederland;Hotels met 5 sterren;2014 maart;23;35
1397;Nederland;Hotels met 5 sterren;2014 1e kwartaal;63;95
1398;Nederland;Hotels met 5 sterren;2014 april;20;30
1399;Nederland;Hotels met 5 sterren;2014 mei;23;34
1400;Nederland;Hotels met 5 sterren;2014 juni;29;43
1401;Nederland;Hotels met 5 sterren;2014 2e kwartaal;73;107
1402;Nederland;Hotels met 5 sterren;2014 juli;26;44
1403;Nederland;Hotels met 5 sterren;2014 augustus;24;39
1404;Nederland;Hotels met 5 sterren;2014 september;26;38
1405;Nederland;Hotels met 5 sterren;2014 3e kwartaal;77;121
1406;Nederland;Hotels met 5 sterren;2014 oktober;26;39
1407;Nederland;Hotels met 5 sterren;2014 november;24;36
1408;Nederland;Hotels met 5 sterren;2014 december;22;32
1409;Nederland;Hotels met 5 sterren;2014 4e kwartaal;73;107
1410;Nederland;Hotels met 5 sterren;2014;285;431
1411;Nederland;Hotels met 5 sterren;2015 januari;20;30
1412;Nederland;Hotels met 5 sterren;2015 februari;17;25
1413;Nederland;Hotels met 5 sterren;2015 maart;20;28
1414;Nederland;Hotels met 5 sterren;2015 1e kwartaal;57;82
1415;Nederland;Hotels met 5 sterren;2015 april;24;34
1416;Nederland;Hotels met 5 sterren;2015 mei;23;35
1417;Nederland;Hotels met 5 sterren;2015 juni;25;36
1418;Nederland;Hotels met 5 sterren;2015 2e kwartaal;72;105
1419;Nederland;Hotels met 5 sterren;2015 juli;22;33
1420;Nederland;Hotels met 5 sterren;2015 augustus;25;41
1421;Nederland;Hotels met 5 sterren;2015 september;25;36
1422;Nederland;Hotels met 5 sterren;2015 3e kwartaal;73;110
1423;Nederland;Hotels met 5 sterren;2015 oktober;24;34
1424;Nederland;Hotels met 5 sterren;2015 november;27;39
1425;Nederland;Hotels met 5 sterren;2015 december;25;39
1426;Nederland;Hotels met 5 sterren;2015 4e kwartaal;76;111
1427;Nederland;Hotels met 5 sterren;2015;278;409
1428;Nederland;Totaal Amsterdamse hotels;2012 januari;70;114
1429;Nederland;Totaal Amsterdamse hotels;2012 februari;74;121
1430;Nederland;Totaal Amsterdamse hotels;2012 maart;81;138
1431;Nederland;Totaal Amsterdamse hotels;2012 1e kwartaal;225;373
1432;Nederland;Totaal Amsterdamse hotels;2012 april;89;158
1433;Nederland;Totaal Amsterdamse hotels;2012 mei;101;175
1434;Nederland;Totaal Amsterdamse hotels;2012 juni;101;171
1435;Nederland;Totaal Amsterdamse hotels;2012 2e kwartaal;291;504
1436;Nederland;Totaal Amsterdamse hotels;2012 juli;87;157
1437;Nederland;Totaal Amsterdamse hotels;2012 augustus;89;161
1438;Nederland;Totaal Amsterdamse hotels;2012 september;89;155
1439;Nederland;Totaal Amsterdamse hotels;2012 3e kwartaal;265;472
1440;Nederland;Totaal Amsterdamse hotels;2012 oktober;101;172
1441;Nederland;Totaal Amsterdamse hotels;2012 november;89;146
1442;Nederland;Totaal Amsterdamse hotels;2012 december;93;153
1443;Nederland;Totaal Amsterdamse hotels;2012 4e kwartaal;283;471
1444;Nederland;Totaal Amsterdamse hotels;2012;1064;1821
1445;Nederland;Totaal Amsterdamse hotels;2013 januari;95;162
1446;Nederland;Totaal Amsterdamse hotels;2013 februari;84;138
1447;Nederland;Totaal Amsterdamse hotels;2013 maart;101;167
1448;Nederland;Totaal Amsterdamse hotels;2013 1e kwartaal;280;467
1449;Nederland;Totaal Amsterdamse hotels;2013 april;106;176
1450;Nederland;Totaal Amsterdamse hotels;2013 mei;118;197
1451;Nederland;Totaal Amsterdamse hotels;2013 juni;117;191
1452;Nederland;Totaal Amsterdamse hotels;2013 2e kwartaal;342;565
1453;Nederland;Totaal Amsterdamse hotels;2013 juli;113;193
1454;Nederland;Totaal Amsterdamse hotels;2013 augustus;114;202
1455;Nederland;Totaal Amsterdamse hotels;2013 september;113;187
1456;Nederland;Totaal Amsterdamse hotels;2013 3e kwartaal;340;582
1457;Nederland;Totaal Amsterdamse hotels;2013 oktober;121;202
1458;Nederland;Totaal Amsterdamse hotels;2013 november;111;183
1459;Nederland;Totaal Amsterdamse hotels;2013 december;98;161
1460;Nederland;Totaal Amsterdamse hotels;2013 4e kwartaal;329;545
1461;Nederland;Totaal Amsterdamse hotels;2013;1292;2159
1462;Nederland;Totaal Amsterdamse hotels;2014 januari;104;164
1463;Nederland;Totaal Amsterdamse hotels;2014 februari;98;158
1464;Nederland;Totaal Amsterdamse hotels;2014 maart;114;180
1465;Nederland;Totaal Amsterdamse hotels;2014 1e kwartaal;315;502
1466;Nederland;Totaal Amsterdamse hotels;2014 april;107;183
1467;Nederland;Totaal Amsterdamse hotels;2014 mei;130;211
1468;Nederland;Totaal Amsterdamse hotels;2014 juni;125;207
1469;Nederland;Totaal Amsterdamse hotels;2014 2e kwartaal;363;601
1470;Nederland;Totaal Amsterdamse hotels;2014 juli;121;213
1471;Nederland;Totaal Amsterdamse hotels;2014 augustus;123;211
1472;Nederland;Totaal Amsterdamse hotels;2014 september;118;199
1473;Nederland;Totaal Amsterdamse hotels;2014 3e kwartaal;362;623
1474;Nederland;Totaal Amsterdamse hotels;2014 oktober;133;221
1475;Nederland;Totaal Amsterdamse hotels;2014 november;118;196
1476;Nederland;Totaal Amsterdamse hotels;2014 december;121;197
1477;Nederland;Totaal Amsterdamse hotels;2014 4e kwartaal;372;615
1478;Nederland;Totaal Amsterdamse hotels;2014;1411;2341
1479;Nederland;Totaal Amsterdamse hotels;2015 januari;107;176
1480;Nederland;Totaal Amsterdamse hotels;2015 februari;104;172
1481;Nederland;Totaal Amsterdamse hotels;2015 maart;113;183
1482;Nederland;Totaal Amsterdamse hotels;2015 1e kwartaal;324;531
1483;Nederland;Totaal Amsterdamse hotels;2015 april;119;201
1484;Nederland;Totaal Amsterdamse hotels;2015 mei;115;195
1485;Nederland;Totaal Amsterdamse hotels;2015 juni;122;200
1486;Nederland;Totaal Amsterdamse hotels;2015 2e kwartaal;355;596
1487;Nederland;Totaal Amsterdamse hotels;2015 juli;109;186
1488;Nederland;Totaal Amsterdamse hotels;2015 augustus;104;179
1489;Nederland;Totaal Amsterdamse hotels;2015 september;114;188
1490;Nederland;Totaal Amsterdamse hotels;2015 3e kwartaal;327;554
1491;Nederland;Totaal Amsterdamse hotels;2015 oktober;125;202
1492;Nederland;Totaal Amsterdamse hotels;2015 november;114;183
1493;Nederland;Totaal Amsterdamse hotels;2015 december;106;172
1494;Nederland;Totaal Amsterdamse hotels;2015 4e kwartaal;345;557
1495;Nederland;Totaal Amsterdamse hotels;2015;1351;2238
1496;Nederland;Amsterdamse hotels zonder ster;2012 januari;5;11
1497;Nederland;Amsterdamse hotels zonder ster;2012 februari;7;13
1498;Nederland;Amsterdamse hotels zonder ster;2012 maart;8;17
1499;Nederland;Amsterdamse hotels zonder ster;2012 1e kwartaal;21;41
1500;Nederland;Amsterdamse hotels zonder ster;2012 april;10;21
1501;Nederland;Amsterdamse hotels zonder ster;2012 mei;9;18
1502;Nederland;Amsterdamse hotels zonder ster;2012 juni;8;18
1503;Nederland;Amsterdamse hotels zonder ster;2012 2e kwartaal;26;57
1504;Nederland;Amsterdamse hotels zonder ster;2012 juli;7;15
1505;Nederland;Amsterdamse hotels zonder ster;2012 augustus;9;18
1506;Nederland;Amsterdamse hotels zonder ster;2012 september;10;22
1507;Nederland;Amsterdamse hotels zonder ster;2012 3e kwartaal;25;55
1508;Nederland;Amsterdamse hotels zonder ster;2012 oktober;10;20
1509;Nederland;Amsterdamse hotels zonder ster;2012 november;9;17
1510;Nederland;Amsterdamse hotels zonder ster;2012 december;10;18
1511;Nederland;Amsterdamse hotels zonder ster;2012 4e kwartaal;29;55
1512;Nederland;Amsterdamse hotels zonder ster;2012;101;208
1513;Nederland;Amsterdamse hotels zonder ster;2013 januari;11;22
1514;Nederland;Amsterdamse hotels zonder ster;2013 februari;9;16
1515;Nederland;Amsterdamse hotels zonder ster;2013 maart;9;18
1516;Nederland;Amsterdamse hotels zonder ster;2013 1e kwartaal;28;57
1517;Nederland;Amsterdamse hotels zonder ster;2013 april;9;19
1518;Nederland;Amsterdamse hotels zonder ster;2013 mei;12;25
1519;Nederland;Amsterdamse hotels zonder ster;2013 juni;12;22
1520;Nederland;Amsterdamse hotels zonder ster;2013 2e kwartaal;33;66
1521;Nederland;Amsterdamse hotels zonder ster;2013 juli;13;23
1522;Nederland;Amsterdamse hotels zonder ster;2013 augustus;11;22
1523;Nederland;Amsterdamse hotels zonder ster;2013 september;11;21
1524;Nederland;Amsterdamse hotels zonder ster;2013 3e kwartaal;35;66
1525;Nederland;Amsterdamse hotels zonder ster;2013 oktober;11;22
1526;Nederland;Amsterdamse hotels zonder ster;2013 november;8;17
1527;Nederland;Amsterdamse hotels zonder ster;2013 december;8;15
1528;Nederland;Amsterdamse hotels zonder ster;2013 4e kwartaal;28;54
1529;Nederland;Amsterdamse hotels zonder ster;2013;124;242
1530;Nederland;Amsterdamse hotels zonder ster;2014 januari;10;18
1531;Nederland;Amsterdamse hotels zonder ster;2014 februari;6;12
1532;Nederland;Amsterdamse hotels zonder ster;2014 maart;9;19
1533;Nederland;Amsterdamse hotels zonder ster;2014 1e kwartaal;25;49
1534;Nederland;Amsterdamse hotels zonder ster;2014 april;9;21
1535;Nederland;Amsterdamse hotels zonder ster;2014 mei;10;19
1536;Nederland;Amsterdamse hotels zonder ster;2014 juni;8;19
1537;Nederland;Amsterdamse hotels zonder ster;2014 2e kwartaal;28;58
1538;Nederland;Amsterdamse hotels zonder ster;2014 juli;7;15
1539;Nederland;Amsterdamse hotels zonder ster;2014 augustus;9;19
1540;Nederland;Amsterdamse hotels zonder ster;2014 september;7;15
1541;Nederland;Amsterdamse hotels zonder ster;2014 3e kwartaal;23;49
1542;Nederland;Amsterdamse hotels zonder ster;2014 oktober;14;23
1543;Nederland;Amsterdamse hotels zonder ster;2014 november;13;21
1544;Nederland;Amsterdamse hotels zonder ster;2014 december;14;21
1545;Nederland;Amsterdamse hotels zonder ster;2014 4e kwartaal;40;65
1546;Nederland;Amsterdamse hotels zonder ster;2014;116;221
1547;Nederland;Amsterdamse hotels zonder ster;2015 januari;12;21
1548;Nederland;Amsterdamse hotels zonder ster;2015 februari;14;25
1549;Nederland;Amsterdamse hotels zonder ster;2015 maart;11;20
1550;Nederland;Amsterdamse hotels zonder ster;2015 1e kwartaal;37;66
1551;Nederland;Amsterdamse hotels zonder ster;2015 april;14;27
1552;Nederland;Amsterdamse hotels zonder ster;2015 mei;16;33
1553;Nederland;Amsterdamse hotels zonder ster;2015 juni;13;24
1554;Nederland;Amsterdamse hotels zonder ster;2015 2e kwartaal;42;85
1555;Nederland;Amsterdamse hotels zonder ster;2015 juli;11;19
1556;Nederland;Amsterdamse hotels zonder ster;2015 augustus;10;22
1557;Nederland;Amsterdamse hotels zonder ster;2015 september;12;21
1558;Nederland;Amsterdamse hotels zonder ster;2015 3e kwartaal;34;62
1559;Nederland;Amsterdamse hotels zonder ster;2015 oktober;14;25
1560;Nederland;Amsterdamse hotels zonder ster;2015 november;14;22
1561;Nederland;Amsterdamse hotels zonder ster;2015 december;13;22
1562;Nederland;Amsterdamse hotels zonder ster;2015 4e kwartaal;40;69
1563;Nederland;Amsterdamse hotels zonder ster;2015;153;282
1564;Nederland;Amsterdamse hotels met 1 ster;2012 januari;2;3
1565;Nederland;Amsterdamse hotels met 1 ster;2012 februari;1;2
1566;Nederland;Amsterdamse hotels met 1 ster;2012 maart;1;3
1567;Nederland;Amsterdamse hotels met 1 ster;2012 1e kwartaal;4;9
1568;Nederland;Amsterdamse hotels met 1 ster;2012 april;2;4
1569;Nederland;Amsterdamse hotels met 1 ster;2012 mei;2;5
1570;Nederland;Amsterdamse hotels met 1 ster;2012 juni;1;3
1571;Nederland;Amsterdamse hotels met 1 ster;2012 2e kwartaal;6;12
1572;Nederland;Amsterdamse hotels met 1 ster;2012 juli;2;4
1573;Nederland;Amsterdamse hotels met 1 ster;2012 augustus;1;3
1574;Nederland;Amsterdamse hotels met 1 ster;2012 september;1;3
1575;Nederland;Amsterdamse hotels met 1 ster;2012 3e kwartaal;4;10
1576;Nederland;Amsterdamse hotels met 1 ster;2012 oktober;1;3
1577;Nederland;Amsterdamse hotels met 1 ster;2012 november;1;2
1578;Nederland;Amsterdamse hotels met 1 ster;2012 december;1;2
1579;Nederland;Amsterdamse hotels met 1 ster;2012 4e kwartaal;4;7
1580;Nederland;Amsterdamse hotels met 1 ster;2012;17;38
1581;Nederland;Amsterdamse hotels met 1 ster;2013 januari;1;2
1582;Nederland;Amsterdamse hotels met 1 ster;2013 februari;1;1
1583;Nederland;Amsterdamse hotels met 1 ster;2013 maart;1;1
1584;Nederland;Amsterdamse hotels met 1 ster;2013 1e kwartaal;2;4
1585;Nederland;Amsterdamse hotels met 1 ster;2013 april;1;2
1586;Nederland;Amsterdamse hotels met 1 ster;2013 mei;2;4
1587;Nederland;Amsterdamse hotels met 1 ster;2013 juni;1;1
1588;Nederland;Amsterdamse hotels met 1 ster;2013 2e kwartaal;4;7
1589;Nederland;Amsterdamse hotels met 1 ster;2013 juli;1;2
