ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
2601;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2001 september;;;;;;
2602;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2001 oktober;;;;;;
2603;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2001 november;;;;;;
2604;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2001 december;;;;;;
2605;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2001;;;;;;
2606;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 januari;;;;;;
2607;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 februari;;;;;;
2608;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 maart;;;;;;
2609;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 april;;;;;;
2610;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 mei;;;;;;
2611;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 juni;;;;;;
2612;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 juli;;;;;;
2613;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 augustus;;;;;;
2614;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 september;;;;;;
2615;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 oktober;;;;;;
2616;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 november;;;;;;
2617;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002 december;;;;;;
2618;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2002;;;;;;
2619;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 januari;;;;;;
2620;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 februari;;;;;;
2621;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 maart;;;;;;
2622;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 april;;;;;;
2623;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 mei;;;;;;
2624;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 juni;;;;;;
2625;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 juli;;;;;;
2626;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 augustus;;;;;;
2627;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 september;;;;;;
2628;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 oktober;;;;;;
2629;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 november;;;;;;
2630;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003 december;;;;;;
2631;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2003;;;;;;
2632;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 januari;;;;;;
2633;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 februari;;;;;;
2634;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 maart;;;;;;
2635;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 april;;;;;;
2636;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 mei;;;;;;
2637;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 juni;;;;;;
2638;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 juli;;;;;;
2639;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 augustus;;;;;;
2640;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 september;;;;;;
2641;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 oktober;;;;;;
2642;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 november;;;;;;
2643;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004 december;;;;;;
2644;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2004;;;;;;
2645;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 januari;;;;;;
2646;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 februari;;;;;;
2647;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 maart;;;;;;
2648;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 april;;;;;;
2649;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 mei;;;;;;
2650;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 juni;;;;;;
2651;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 juli;;;;;;
2652;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 augustus;;;;;;
2653;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 september;;;;;;
2654;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 oktober;;;;;;
2655;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 november;;;;;;
2656;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005 december;;;;;;
2657;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2005;;;;;;
2658;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 januari;;;;;;
2659;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 februari;;;;;;
2660;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 maart;;;;;;
2661;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 april;;;;;;
2662;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 mei;;;;;;
2663;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 juni;;;;;;
2664;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 juli;;;;;;
2665;Totale Nederlandse afzet;"14502000 Edelstenen en halfedelstenen; p";2006 augustus;;;;;;
2666;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 januari;;;;;;
2667;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 februari;;;;;;
2668;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 maart;;;;;;
2669;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 april;;;;;;
2670;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 mei;;;;;;
2671;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 juni;;;;;;
2672;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 juli;;;;;;
2673;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 augustus;;;;;;
2674;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 september;;;;;;
2675;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 oktober;;;;;;
2676;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 november;;;;;;
2677;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000 december;;;;;;
2678;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2000;100.0;;;100.0;;
2679;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 januari;;;;;;
2680;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 februari;;;;;;
2681;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 maart;;;;;;
2682;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 april;;;;;;
2683;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 mei;;;;;;
2684;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 juni;;;;;;
2685;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 juli;;;;;;
2686;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 augustus;;;;;;
2687;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 september;;;;;;
2688;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 oktober;;;;;;
2689;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 november;;;;;;
2690;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001 december;;;;;;
2691;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2001;;;;;;
2692;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 januari;;;;;;
2693;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 februari;;;;;;
2694;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 maart;;;;;;
2695;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 april;;;;;;
2696;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 mei;;;;;;
2697;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 juni;;;;;;
2698;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 juli;;;;;;
2699;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 augustus;;;;;;
2700;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 september;;;;;;
2701;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 oktober;;;;;;
2702;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 november;;;;;;
2703;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002 december;;;;;;
2704;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2002;;;;;;
2705;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 januari;;;;;;
2706;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 februari;;;;;;
2707;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 maart;;;;;;
2708;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 april;;;;;;
2709;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 mei;;;;;;
2710;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 juni;;;;;;
2711;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 juli;;;;;;
2712;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 augustus;;;;;;
2713;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 september;;;;;;
2714;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 oktober;;;;;;
2715;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 november;;;;;;
2716;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003 december;;;;;;
2717;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2003;;;;;;
2718;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 januari;;;;;;
2719;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 februari;;;;;;
2720;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 maart;;;;;;
2721;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 april;;;;;;
2722;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 mei;;;;;;
2723;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 juni;;;;;;
2724;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 juli;;;;;;
2725;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 augustus;;;;;;
2726;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 september;;;;;;
2727;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 oktober;;;;;;
2728;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 november;;;;;;
2729;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004 december;;;;;;
2730;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2004;;;;;;
2731;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 januari;;;;;;
2732;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 februari;;;;;;
2733;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 maart;;;;;;
2734;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 april;;;;;;
2735;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 mei;;;;;;
2736;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 juni;;;;;;
2737;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 juli;;;;;;
2738;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 augustus;;;;;;
2739;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 september;;;;;;
2740;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 oktober;;;;;;
2741;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 november;;;;;;
2742;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005 december;;;;;;
2743;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2005;;;;;;
2744;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 januari;;;;;;
2745;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 februari;;;;;;
2746;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 maart;;;;;;
2747;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 april;;;;;;
2748;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 mei;;;;;;
2749;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 juni;;;;;;
2750;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 juli;;;;;;
2751;Totale Nederlandse afzet;14502300 Andere mineralen, n.e.g.;2006 augustus;;;;;;
2752;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 januari;94.8;;;95.1;;
2753;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 februari;96.0;1.3;;96.3;1.2;
2754;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 maart;97.0;1.0;;97.2;1.0;
2755;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 april;97.6;0.6;;97.8;0.6;
2756;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 mei;99.2;1.7;;99.3;1.6;
2757;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 juni;99.7;0.5;;99.8;0.5;
2758;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 juli;100.5;0.8;;100.5;0.8;
2759;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 augustus;101.3;0.8;;101.2;0.7;
2760;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 september;103.4;2.1;;103.2;1.9;
2761;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 oktober;104.2;0.7;;103.9;0.7;
2762;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 november;104.1;-0.1;;103.8;-0.1;
2763;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000 december;102.1;-1.9;;102.0;-1.8;
2764;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2000;100.0;;;100.0;;
2765;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 januari;101.3;-0.7;6.9;101.4;-0.6;6.7
2766;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 februari;101.9;0.5;6.1;102.0;0.5;5.9
2767;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 maart;102.1;0.2;5.2;102.2;0.2;5.2
2768;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 april;102.4;0.3;4.9;102.5;0.3;4.8
2769;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 mei;102.9;0.5;3.7;102.9;0.5;3.7
2770;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 juni;102.5;-0.4;2.8;102.5;-0.4;2.8
2771;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 juli;101.1;-1.3;0.6;101.2;-1.3;0.7
2772;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 augustus;100.7;-0.4;-0.6;100.8;-0.4;-0.5
2773;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 september;100.7;0.1;-2.6;100.9;0.1;-2.2
2774;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 oktober;99.4;-1.4;-4.6;99.6;-1.3;-4.2
2775;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 november;98.5;-0.8;-5.3;98.8;-0.8;-4.9
2776;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001 december;98.0;-0.6;-4.0;98.2;-0.5;-3.7
2777;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2001;101.0;;1.0;101.1;;1.1
2778;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 januari;98.0;0.0;-3.3;98.3;0.1;-3.1
2779;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 februari;98.0;0.0;-3.8;98.3;0.0;-3.6
2780;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 maart;99.0;1.0;-3.1;99.2;0.9;-2.9
2781;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 april;100.2;1.2;-2.2;100.4;1.1;-2.0
2782;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 mei;100.0;-0.2;-2.9;100.2;-0.2;-2.7
2783;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 juni;99.5;-0.5;-3.0;99.7;-0.5;-2.7
2784;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 juli;100.1;0.6;-1.0;100.3;0.6;-0.9
2785;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 augustus;100.5;0.4;-0.1;100.7;0.4;0.0
2786;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 september;101.4;0.9;0.6;101.5;0.8;0.7
2787;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 oktober;101.3;-0.1;1.9;101.4;-0.1;1.9
2788;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 november;100.0;-1.2;1.5;100.3;-1.1;1.5
2789;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002 december;100.8;0.7;2.8;100.9;0.7;2.7
2790;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2002;99.9;;-1.1;100.1;;-1.0
2791;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 januari;102.0;1.2;4.0;102.1;1.2;3.9
2792;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 februari;103.2;1.2;5.3;103.3;1.1;5.0
2793;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 maart;102.7;-0.5;3.7;102.8;-0.5;3.5
2794;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 april;100.5;-2.1;0.4;100.8;-1.9;0.4
2795;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 mei;99.3;-1.2;-0.6;99.6;-1.1;-0.5
2796;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 juni;99.4;0.1;0.0;99.7;0.1;0.0
2797;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 juli;99.4;0.0;-0.7;99.7;0.0;-0.6
2798;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 augustus;100.1;0.7;-0.4;100.3;0.7;-0.4
2799;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 september;100.0;0.0;-1.3;100.3;0.0;-1.2
2800;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 oktober;100.3;0.2;-1.0;100.5;0.2;-0.9
2801;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 november;100.5;0.2;0.5;100.8;0.2;0.5
2802;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003 december;99.8;-0.7;-0.9;100.1;-0.7;-0.8
2803;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2003;100.6;;0.7;100.8;;0.7
2804;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 januari;100.7;0.9;-1.3;101.2;1.1;-0.9
2805;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 februari;100.8;0.1;-2.3;101.4;0.2;-1.8
2806;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 maart;102.1;1.3;-0.6;102.7;1.2;-0.1
2807;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 april;103.3;1.2;2.8;103.9;1.2;3.1
2808;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 mei;104.4;1.0;5.1;104.9;1.0;5.2
2809;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 juni;104.0;-0.3;4.7;104.6;-0.3;4.9
2810;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 juli;105.5;1.4;6.1;105.9;1.3;6.3
2811;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 augustus;106.5;1.0;6.5;106.9;1.0;6.6
2812;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 september;107.1;0.6;7.1;107.5;0.5;7.2
2813;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 oktober;108.8;1.6;8.5;109.1;1.5;8.5
2814;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 november;107.5;-1.2;7.0;107.9;-1.1;7.1
2815;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004 december;105.9;-1.5;6.1;106.4;-1.4;6.3
2816;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2004;104.7;;4.1;105.2;;4.3
2817;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 januari;106.6;0.6;5.9;107.0;0.6;5.8
2818;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 februari;107.5;0.8;6.7;107.9;0.8;6.4
2819;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 maart;109.2;1.6;7.0;109.5;1.5;6.7
2820;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 april;110.0;0.8;6.5;110.3;0.8;6.2
2821;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 mei;109.2;-0.7;4.6;109.5;-0.7;4.5
2822;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 juni;110.9;1.5;6.6;111.1;1.4;6.3
2823;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 juli;112.0;1.0;6.2;112.2;1.0;5.9
2824;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 augustus;112.8;0.8;5.9;113.0;0.7;5.6
2825;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 september;114.2;1.2;6.6;114.3;1.2;6.3
2826;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 oktober;114.8;0.5;5.4;114.8;0.4;5.2
2827;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 november;113.3;-1.3;5.4;113.4;-1.2;5.2
2828;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005 december;113.0;-0.3;6.7;113.2;-0.3;6.4
2829;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2005;111.1;;6.1;111.4;;5.9
2830;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 januari;114.4;1.2;7.3;114.5;1.2;6.9
2831;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 februari;114.7;0.3;6.7;114.8;0.2;6.4
2832;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 maart;115.2;0.5;5.5;115.3;0.4;5.3
2833;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 april;117.3;1.8;6.6;117.4;1.8;6.4
2834;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 mei;117.2;-0.1;7.3;117.3;-0.1;7.1
2835;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 juni;117.6;0.3;6.1;117.6;0.3;5.9
2836;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 juli;118.5;0.8;5.8;118.5;0.8;5.7
2837;Totale Nederlandse afzet;D INDUSTRIËLE PRODUCTEN;2006 augustus;118.6;0.0;5.1;118.6;0.0;4.9
2838;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 januari;96.0;;;96.2;;
2839;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 februari;97.2;1.2;;97.3;1.2;
2840;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 maart;97.7;0.6;;97.8;0.5;
2841;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 april;98.3;0.6;;98.3;0.5;
2842;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 mei;99.2;1.0;;99.2;0.9;
2843;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 juni;99.6;0.3;;99.6;0.3;
2844;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 juli;100.1;0.5;;100.1;0.5;
2845;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 augustus;100.7;0.7;;100.7;0.7;
2846;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 september;101.4;0.6;;101.3;0.6;
2847;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 oktober;102.7;1.3;;102.6;1.2;
2848;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 november;103.3;0.6;;103.2;0.6;
2849;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000 december;103.8;0.5;;103.7;0.5;
2850;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2000;100.0;;;100.0;;
2851;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2001 januari;103.6;-0.2;7.8;103.6;-0.1;7.7
2852;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2001 februari;104.7;1.1;7.8;104.7;1.1;7.7
2853;Totale Nederlandse afzet;DA VOEDINGS- EN GENOTMIDDELEN;2001 maart;106.1;1.3;8.5;106.0;1.2;8.4
