ID;Bedrijfstypen;RegioS;Perioden;TotaalAantalLandbouwbedrijven_1;VerkoopAanHuisTotaal_2;RechtstreekseVerkoopAanDeConsument_3;VerkoopVia1Tussenschakel_4;StallingVanGoederenOfDieren_5;Agrotoerisme_6;VerwerkingLandbouwproducten_7;Zorglandbouw_8;Aquacultuur_9;LoonwerkVoorDerden_10;AgrarischNatuurEnLandschapsbeheer_11;AgrarischeKinderopvang_12;BoerderijEducatie_13;EnergieproductieLeveringAanDerden_14;OpbrengstMinderDan10_15;Opbrengst1050_16;OpbrengstMeerDan50_17
1538;Totaal gewascombinaties;Limburg (PV);2007;127;29;;;3.0;6;3;0;0.0;3.0;13;;;;;;
1539;Totaal gewascombinaties;Limburg (PV);2008;125;24;;;3.0;4;1;0;0.0;4.0;7;;;;44.0;38.0;18.0
1540;Totaal gewascombinaties;Limburg (PV);2009;121;26;;;4.0;3;1;2;0.0;2.0;8;0.0;0.0;;29.0;54.0;17.0
1541;Totaal gewascombinaties;Limburg (PV);2010;122;28;;;3.0;5;3;1;0.0;7.0;15;0.0;1.0;1.0;40.0;50.0;10.0
1542;Totaal gewascombinaties;Limburg (PV);2011;121;28;;;4.0;4;3;0;0.0;4.0;13;0.0;1.0;1.0;51.0;37.0;12.0
1543;Totaal gewascombinaties;Limburg (PV);2013;132;31;;;3.0;4;4;2;0.0;5.0;17;0.0;0.0;1.0;41.0;45.0;14.0
1544;Totaal gewascombinaties;Limburg (PV);2016;178;35;;;5.0;8;3;3;0.0;5.0;27;0.0;0.0;3.0;40.0;52.0;8.0
1545;Totaal gewascombinaties;Limburg (PV);2020;167;64;56.0;25.0;9.0;9;8;5;0.0;15.0;35;0.0;0.0;6.0;42.0;31.0;27.0
1546;Totaal gewascombinaties;Limburg (PV);2023;161;56;47.0;25.0;10.0;5;5;1;0.0;19.0;33;0.0;1.0;14.0;42.0;32.0;26.0
1547;Totaal veeteeltcombinaties;Nederland;1998;3951;157;;;;103;31;24;;;108;;;;;;
1548;Totaal veeteeltcombinaties;Nederland;1999;3428;128;;;63.0;84;31;24;;;146;;;;;;
1549;Totaal veeteeltcombinaties;Nederland;2003;2069;107;;;50.0;41;27;9;4.0;77.0;636;;;;;;
1550;Totaal veeteeltcombinaties;Nederland;2005;1876;96;;;30.0;53;21;14;1.0;54.0;319;;;;;;
1551;Totaal veeteeltcombinaties;Nederland;2007;1567;62;;;29.0;36;12;14;1.0;39.0;158;;;;;;
1552;Totaal veeteeltcombinaties;Nederland;2008;1365;25;;;30.0;22;11;15;0.0;34.0;70;;;;66.0;27.0;7.0
1553;Totaal veeteeltcombinaties;Nederland;2009;1194;33;;;25.0;26;12;15;0.0;30.0;75;2.0;5.0;;68.0;31.0;1.0
1554;Totaal veeteeltcombinaties;Nederland;2010;1072;52;;;19.0;30;17;29;0.0;38.0;105;5.0;12.0;4.0;71.0;22.0;7.0
1555;Totaal veeteeltcombinaties;Nederland;2011;942;43;;;27.0;28;17;26;1.0;43.0;105;6.0;11.0;9.0;69.0;28.0;3.0
1556;Totaal veeteeltcombinaties;Nederland;2013;724;35;;;16.0;30;14;18;0.0;40.0;73;4.0;12.0;14.0;70.0;24.0;6.0
1557;Totaal veeteeltcombinaties;Nederland;2016;608;27;;;15.0;17;4;15;0.0;30.0;55;2.0;12.0;9.0;79.0;19.0;2.0
1558;Totaal veeteeltcombinaties;Nederland;2020;372;58;49.0;18.0;14.0;12;9;7;0.0;28.0;66;2.0;17.0;32.0;70.0;20.0;10.0
1559;Totaal veeteeltcombinaties;Nederland;2023;349;75;62.0;32.0;13.0;20;23;11;0.0;44.0;85;4.0;12.0;72.0;67.0;17.0;16.0
1560;Totaal veeteeltcombinaties;Noord-Nederland (LD);1998;161;4;;;;4;0;1;;;4;;;;;;
1561;Totaal veeteeltcombinaties;Noord-Nederland (LD);1999;151;9;;;1.0;7;2;1;;;15;;;;;;
1562;Totaal veeteeltcombinaties;Noord-Nederland (LD);2003;94;5;;;1.0;2;2;0;0.0;4.0;34;;;;;;
1563;Totaal veeteeltcombinaties;Noord-Nederland (LD);2005;91;7;;;0.0;3;0;0;0.0;2.0;21;;;;;;
1564;Totaal veeteeltcombinaties;Noord-Nederland (LD);2007;67;7;;;0.0;3;0;1;0.0;1.0;11;;;;;;
1565;Totaal veeteeltcombinaties;Noord-Nederland (LD);2008;55;2;;;2.0;0;0;0;0.0;2.0;7;;;;83.0;17.0;0.0
1566;Totaal veeteeltcombinaties;Noord-Nederland (LD);2009;50;1;;;0.0;1;0;0;0.0;2.0;7;0.0;0.0;;75.0;25.0;0.0
1567;Totaal veeteeltcombinaties;Noord-Nederland (LD);2010;47;3;;;0.0;1;0;0;0.0;7.0;9;0.0;0.0;1.0;83.0;17.0;0.0
1568;Totaal veeteeltcombinaties;Noord-Nederland (LD);2011;46;2;;;0.0;1;0;0;0.0;3.0;13;0.0;1.0;2.0;65.0;35.0;0.0
1569;Totaal veeteeltcombinaties;Noord-Nederland (LD);2013;44;2;;;0.0;1;1;0;0.0;3.0;11;0.0;1.0;2.0;67.0;33.0;0.0
1570;Totaal veeteeltcombinaties;Noord-Nederland (LD);2016;40;3;;;0.0;1;0;0;0.0;2.0;9;0.0;0.0;5.0;87.0;13.0;0.0
1571;Totaal veeteeltcombinaties;Noord-Nederland (LD);2020;24;8;6.0;4.0;0.0;1;2;1;0.0;3.0;9;0.0;0.0;2.0;57.0;14.0;29.0
1572;Totaal veeteeltcombinaties;Noord-Nederland (LD);2023;21;9;9.0;5.0;1.0;2;2;0;0.0;4.0;7;0.0;0.0;8.0;53.0;18.0;29.0
1573;Totaal veeteeltcombinaties;Oost-Nederland (LD);1998;2317;59;;;;60;7;12;;;56;;;;;;
1574;Totaal veeteeltcombinaties;Oost-Nederland (LD);1999;1947;54;;;35.0;46;14;15;;;67;;;;;;
1575;Totaal veeteeltcombinaties;Oost-Nederland (LD);2003;1175;51;;;25.0;23;11;3;1.0;38.0;364;;;;;;
1576;Totaal veeteeltcombinaties;Oost-Nederland (LD);2005;1083;47;;;13.0;28;8;8;0.0;36.0;173;;;;;;
1577;Totaal veeteeltcombinaties;Oost-Nederland (LD);2007;923;24;;;16.0;19;5;7;0.0;26.0;81;;;;;;
1578;Totaal veeteeltcombinaties;Oost-Nederland (LD);2008;801;11;;;13.0;13;3;8;0.0;21.0;23;;;;67.0;28.0;5.0
1579;Totaal veeteeltcombinaties;Oost-Nederland (LD);2009;701;17;;;8.0;13;5;7;0.0;16.0;29;0.0;2.0;;72.0;28.0;0.0
1580;Totaal veeteeltcombinaties;Oost-Nederland (LD);2010;634;22;;;8.0;13;8;17;0.0;17.0;45;1.0;5.0;2.0;76.0;19.0;5.0
1581;Totaal veeteeltcombinaties;Oost-Nederland (LD);2011;550;17;;;14.0;13;7;15;0.0;26.0;43;3.0;2.0;4.0;69.0;27.0;4.0
1582;Totaal veeteeltcombinaties;Oost-Nederland (LD);2013;431;14;;;10.0;15;4;11;0.0;24.0;32;2.0;5.0;7.0;73.0;21.0;6.0
1583;Totaal veeteeltcombinaties;Oost-Nederland (LD);2016;348;11;;;9.0;7;0;8;0.0;19.0;24;2.0;8.0;2.0;79.0;20.0;1.0
1584;Totaal veeteeltcombinaties;Oost-Nederland (LD);2020;210;24;23.0;4.0;8.0;5;2;2;0.0;16.0;26;2.0;9.0;20.0;80.0;15.0;5.0
1585;Totaal veeteeltcombinaties;Oost-Nederland (LD);2023;220;43;34.0;16.0;7.0;11;11;8;0.0;23.0;48;3.0;6.0;47.0;73.0;12.0;15.0
1586;Totaal veeteeltcombinaties;West-Nederland (LD);1998;385;23;;;;15;9;5;;;22;;;;;;
1587;Totaal veeteeltcombinaties;West-Nederland (LD);1999;336;16;;;15.0;10;7;5;;;20;;;;;;
1588;Totaal veeteeltcombinaties;West-Nederland (LD);2003;224;15;;;10.0;4;8;2;0.0;11.0;93;;;;;;
1589;Totaal veeteeltcombinaties;West-Nederland (LD);2005;215;12;;;10.0;5;9;1;0.0;9.0;68;;;;;;
1590;Totaal veeteeltcombinaties;West-Nederland (LD);2007;198;13;;;6.0;6;6;2;0.0;6.0;43;;;;;;
1591;Totaal veeteeltcombinaties;West-Nederland (LD);2008;169;6;;;12.0;3;6;2;0.0;7.0;28;;;;67.0;26.0;7.0
1592;Totaal veeteeltcombinaties;West-Nederland (LD);2009;158;9;;;12.0;6;6;3;0.0;10.0;30;2.0;1.0;;62.0;35.0;3.0
1593;Totaal veeteeltcombinaties;West-Nederland (LD);2010;143;13;;;6.0;7;8;7;0.0;13.0;43;4.0;2.0;1.0;65.0;26.0;9.0
1594;Totaal veeteeltcombinaties;West-Nederland (LD);2011;134;14;;;9.0;8;8;7;0.0;10.0;40;3.0;7.0;2.0;71.0;27.0;2.0
1595;Totaal veeteeltcombinaties;West-Nederland (LD);2013;82;10;;;3.0;2;7;4;0.0;10.0;24;2.0;3.0;2.0;55.0;36.0;9.0
1596;Totaal veeteeltcombinaties;West-Nederland (LD);2016;77;9;;;4.0;6;4;6;0.0;5.0;14;0.0;1.0;1.0;68.0;26.0;6.0
1597;Totaal veeteeltcombinaties;West-Nederland (LD);2020;54;13;10.0;6.0;5.0;3;4;2;0.0;6.0;20;0.0;3.0;7.0;58.0;29.0;13.0
1598;Totaal veeteeltcombinaties;West-Nederland (LD);2023;41;7;7.0;5.0;4.0;2;5;1;0.0;10.0;22;0.0;1.0;11.0;60.0;31.0;9.0
1599;Totaal veeteeltcombinaties;Zuid-Nederland (LD);1998;1088;71;;;;24;15;6;;;26;;;;;;
1600;Totaal veeteeltcombinaties;Zuid-Nederland (LD);1999;994;49;;;12.0;21;8;3;;;44;;;;;;
1601;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2003;576;36;;;14.0;12;6;4;3.0;24.0;145;;;;;;
1602;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2005;487;30;;;7.0;17;4;5;1.0;7.0;57;;;;;;
1603;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2007;379;18;;;7.0;8;1;4;1.0;6.0;23;;;;;;
1604;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2008;340;6;;;3.0;6;2;5;0.0;4.0;12;;;;57.0;30.0;13.0
1605;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2009;285;6;;;5.0;6;1;5;0.0;2.0;9;0.0;2.0;;64.0;32.0;4.0
1606;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2010;248;14;;;5.0;9;1;5;0.0;1.0;8;0.0;5.0;0.0;62.0;31.0;7.0
1607;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2011;212;10;;;4.0;6;2;4;1.0;4.0;9;0.0;1.0;1.0;68.0;26.0;6.0
1608;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2013;167;9;;;3.0;12;2;3;0.0;3.0;6;0.0;3.0;3.0;74.0;19.0;7.0
1609;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2016;143;4;;;2.0;3;0;1;0.0;4.0;8;0.0;3.0;1.0;84.0;12.0;4.0
1610;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2020;84;13;10.0;4.0;1.0;3;1;2;0.0;3.0;11;0.0;5.0;3.0;66.0;24.0;10.0
1611;Totaal veeteeltcombinaties;Zuid-Nederland (LD);2023;67;16;12.0;6.0;1.0;5;5;2;0.0;7.0;8;1.0;5.0;6.0;61.0;21.0;18.0
1612;Totaal veeteeltcombinaties;Groningen (PV);1998;35;1;;;;1;0;0;;;0;;;;;;
1613;Totaal veeteeltcombinaties;Groningen (PV);1999;32;4;;;0.0;2;1;0;;;2;;;;;;
1614;Totaal veeteeltcombinaties;Groningen (PV);2003;20;1;;;0.0;0;0;0;0.0;2.0;4;;;;;;
1615;Totaal veeteeltcombinaties;Groningen (PV);2005;21;2;;;0.0;0;0;0;0.0;1.0;4;;;;;;
1616;Totaal veeteeltcombinaties;Groningen (PV);2007;18;2;;;0.0;0;0;0;0.0;0.0;3;;;;;;
1617;Totaal veeteeltcombinaties;Groningen (PV);2008;15;1;;;0.0;0;0;0;0.0;0.0;2;;;;100.0;0.0;0.0
1618;Totaal veeteeltcombinaties;Groningen (PV);2009;13;0;;;0.0;0;0;0;0.0;0.0;2;0.0;0.0;;50.0;50.0;0.0
1619;Totaal veeteeltcombinaties;Groningen (PV);2010;11;1;;;0.0;0;0;0;0.0;3.0;2;0.0;0.0;0.0;100.0;0.0;0.0
1620;Totaal veeteeltcombinaties;Groningen (PV);2011;12;1;;;0.0;0;0;0;0.0;1.0;4;0.0;0.0;0.0;50.0;50.0;0.0
1621;Totaal veeteeltcombinaties;Groningen (PV);2013;13;1;;;0.0;0;0;0;0.0;1.0;2;0.0;0.0;0.0;100.0;0.0;0.0
1622;Totaal veeteeltcombinaties;Groningen (PV);2016;8;2;;;0.0;0;0;0;0.0;1.0;1;0.0;0.0;0.0;100.0;0.0;0.0
1623;Totaal veeteeltcombinaties;Groningen (PV);2020;5;2;2.0;1.0;0.0;1;1;0;0.0;1.0;1;0.0;0.0;0.0;0.0;50.0;50.0
1624;Totaal veeteeltcombinaties;Groningen (PV);2023;4;1;1.0;0.0;0.0;0;0;0;0.0;1.0;2;0.0;0.0;0.0;50.0;50.0;0.0
1625;Totaal veeteeltcombinaties;Fryslân (PV);1998;46;1;;;;2;0;1;;;1;;;;;;
1626;Totaal veeteeltcombinaties;Fryslân (PV);1999;54;3;;;1.0;4;0;0;;;8;;;;;;
1627;Totaal veeteeltcombinaties;Fryslân (PV);2003;31;3;;;0.0;2;1;0;0.0;2.0;17;;;;;;
1628;Totaal veeteeltcombinaties;Fryslân (PV);2005;26;3;;;0.0;2;0;0;0.0;1.0;12;;;;;;
1629;Totaal veeteeltcombinaties;Fryslân (PV);2007;19;3;;;0.0;2;0;0;0.0;1.0;7;;;;;;
1630;Totaal veeteeltcombinaties;Fryslân (PV);2008;19;1;;;1.0;0;0;0;0.0;2.0;5;;;;75.0;25.0;0.0
1631;Totaal veeteeltcombinaties;Fryslân (PV);2009;19;1;;;0.0;1;0;0;0.0;2.0;5;0.0;0.0;;83.0;17.0;0.0
1632;Totaal veeteeltcombinaties;Fryslân (PV);2010;17;1;;;0.0;1;0;0;0.0;3.0;6;0.0;0.0;1.0;67.0;33.0;0.0
1633;Totaal veeteeltcombinaties;Fryslân (PV);2011;17;1;;;0.0;1;0;0;0.0;2.0;9;0.0;1.0;2.0;64.0;36.0;0.0
1634;Totaal veeteeltcombinaties;Fryslân (PV);2013;17;1;;;0.0;1;1;0;0.0;2.0;9;0.0;1.0;2.0;54.0;46.0;0.0
1635;Totaal veeteeltcombinaties;Fryslân (PV);2016;15;1;;;0.0;1;0;0;0.0;1.0;8;0.0;0.0;5.0;82.0;18.0;0.0
1636;Totaal veeteeltcombinaties;Fryslân (PV);2020;8;2;1.0;1.0;0.0;0;0;0;0.0;1.0;7;0.0;0.0;2.0;72.0;14.0;14.0
1637;Totaal veeteeltcombinaties;Fryslân (PV);2023;5;2;2.0;1.0;0.0;1;0;0;0.0;1.0;2;0.0;0.0;2.0;40.0;20.0;40.0
1638;Totaal veeteeltcombinaties;Drenthe (PV);1998;80;2;;;;1;0;0;;;3;;;;;;
1639;Totaal veeteeltcombinaties;Drenthe (PV);1999;65;2;;;0.0;1;1;1;;;5;;;;;;
1640;Totaal veeteeltcombinaties;Drenthe (PV);2003;43;1;;;1.0;0;1;0;0.0;0.0;13;;;;;;
1641;Totaal veeteeltcombinaties;Drenthe (PV);2005;44;2;;;0.0;1;0;0;0.0;0.0;5;;;;;;
1642;Totaal veeteeltcombinaties;Drenthe (PV);2007;30;2;;;0.0;1;0;1;0.0;0.0;1;;;;;;
1643;Totaal veeteeltcombinaties;Drenthe (PV);2008;21;0;;;1.0;0;0;0;0.0;0.0;0;;;;100.0;0.0;0.0
1644;Totaal veeteeltcombinaties;Drenthe (PV);2009;18;0;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;;0.0;0.0;0.0
1645;Totaal veeteeltcombinaties;Drenthe (PV);2010;19;1;;;0.0;0;0;0;0.0;1.0;1;0.0;0.0;0.0;100.0;0.0;0.0
1646;Totaal veeteeltcombinaties;Drenthe (PV);2011;17;0;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;100.0;0.0;0.0
1647;Totaal veeteeltcombinaties;Drenthe (PV);2013;14;0;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;100.0;0.0;0.0
1648;Totaal veeteeltcombinaties;Drenthe (PV);2016;17;0;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;100.0;0.0;0.0
1649;Totaal veeteeltcombinaties;Drenthe (PV);2020;11;4;3.0;2.0;0.0;0;1;1;0.0;1.0;1;0.0;0.0;0.0;60.0;0.0;40.0
1650;Totaal veeteeltcombinaties;Drenthe (PV);2023;12;6;6.0;4.0;1.0;1;2;0;0.0;2.0;3;0.0;0.0;6.0;60.0;10.0;30.0
1651;Totaal veeteeltcombinaties;Overijssel (PV);1998;892;14;;;;24;4;4;;;12;;;;;;
1652;Totaal veeteeltcombinaties;Overijssel (PV);1999;767;16;;;13.0;20;5;6;;;16;;;;;;
1653;Totaal veeteeltcombinaties;Overijssel (PV);2003;509;17;;;14.0;15;6;1;1.0;18.0;159;;;;;;
1654;Totaal veeteeltcombinaties;Overijssel (PV);2005;426;17;;;4.0;17;4;2;0.0;9.0;53;;;;;;
1655;Totaal veeteeltcombinaties;Overijssel (PV);2007;367;7;;;6.0;7;1;2;0.0;8.0;34;;;;;;
1656;Totaal veeteeltcombinaties;Overijssel (PV);2008;313;4;;;3.0;8;1;3;0.0;5.0;7;;;;64.0;32.0;4.0
1657;Totaal veeteeltcombinaties;Overijssel (PV);2009;250;7;;;2.0;4;1;2;0.0;3.0;7;0.0;1.0;;68.0;32.0;0.0
1658;Totaal veeteeltcombinaties;Overijssel (PV);2010;231;9;;;4.0;5;3;5;0.0;2.0;11;1.0;1.0;0.0;78.0;20.0;2.0
1659;Totaal veeteeltcombinaties;Overijssel (PV);2011;201;5;;;4.0;4;2;2;0.0;7.0;12;3.0;1.0;1.0;71.0;27.0;2.0
1660;Totaal veeteeltcombinaties;Overijssel (PV);2013;141;5;;;5.0;7;2;4;0.0;5.0;6;2.0;2.0;3.0;73.0;16.0;11.0
1661;Totaal veeteeltcombinaties;Overijssel (PV);2016;116;2;;;3.0;2;0;0;0.0;7.0;5;1.0;3.0;0.0;82.0;18.0;0.0
1662;Totaal veeteeltcombinaties;Overijssel (PV);2020;70;9;8.0;2.0;3.0;2;1;0;0.0;3.0;5;1.0;2.0;11.0;77.0;15.0;8.0
1663;Totaal veeteeltcombinaties;Overijssel (PV);2023;66;13;12.0;4.0;1.0;6;2;1;0.0;7.0;12;1.0;0.0;13.0;71.0;11.0;18.0
1664;Totaal veeteeltcombinaties;Flevoland (PV);1998;19;1;;;;2;1;0;;;2;;;;;;
1665;Totaal veeteeltcombinaties;Flevoland (PV);1999;11;2;;;0.0;1;1;0;;;2;;;;;;
1666;Totaal veeteeltcombinaties;Flevoland (PV);2003;7;1;;;0.0;0;2;0;0.0;0.0;2;;;;;;
1667;Totaal veeteeltcombinaties;Flevoland (PV);2005;4;0;;;0.0;0;1;0;0.0;0.0;2;;;;;;
1668;Totaal veeteeltcombinaties;Flevoland (PV);2007;6;0;;;0.0;0;1;0;0.0;0.0;0;;;;;;
1669;Totaal veeteeltcombinaties;Flevoland (PV);2008;5;0;;;0.0;0;0;0;0.0;0.0;0;;;;0.0;0.0;0.0
1670;Totaal veeteeltcombinaties;Flevoland (PV);2009;8;0;;;0.0;0;1;0;0.0;1.0;0;0.0;0.0;;50.0;50.0;0.0
1671;Totaal veeteeltcombinaties;Flevoland (PV);2010;5;0;;;0.0;0;1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;100.0;0.0
1672;Totaal veeteeltcombinaties;Flevoland (PV);2011;5;0;;;0.0;0;1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;100.0;0.0
1673;Totaal veeteeltcombinaties;Flevoland (PV);2013;6;0;;;0.0;0;1;0;0.0;0.0;0;0.0;0.0;0.0;0.0;100.0;0.0
1674;Totaal veeteeltcombinaties;Flevoland (PV);2016;3;0;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
1675;Totaal veeteeltcombinaties;Flevoland (PV);2020;2;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
1676;Totaal veeteeltcombinaties;Flevoland (PV);2023;3;1;0.0;1.0;0.0;0;0;0;0.0;0.0;1;0.0;0.0;1.0;0.0;50.0;50.0
1677;Totaal veeteeltcombinaties;Gelderland (PV);1998;1406;44;;;;34;2;8;;;42;;;;;;
1678;Totaal veeteeltcombinaties;Gelderland (PV);1999;1169;36;;;22.0;25;8;9;;;49;;;;;;
1679;Totaal veeteeltcombinaties;Gelderland (PV);2003;659;33;;;11.0;8;3;2;0.0;20.0;203;;;;;;
1680;Totaal veeteeltcombinaties;Gelderland (PV);2005;653;30;;;9.0;11;3;6;0.0;27.0;118;;;;;;
1681;Totaal veeteeltcombinaties;Gelderland (PV);2007;550;17;;;10.0;12;3;5;0.0;18.0;47;;;;;;
1682;Totaal veeteeltcombinaties;Gelderland (PV);2008;483;7;;;10.0;5;2;5;0.0;16.0;16;;;;68.0;26.0;6.0
1683;Totaal veeteeltcombinaties;Gelderland (PV);2009;443;10;;;6.0;9;3;5;0.0;12.0;22;0.0;1.0;;75.0;25.0;0.0
1684;Totaal veeteeltcombinaties;Gelderland (PV);2010;398;13;;;4.0;8;4;12;0.0;15.0;34;0.0;4.0;2.0;76.0;17.0;7.0
1685;Totaal veeteeltcombinaties;Gelderland (PV);2011;344;12;;;10.0;9;4;13;0.0;19.0;31;0.0;1.0;3.0;69.0;26.0;5.0
1686;Totaal veeteeltcombinaties;Gelderland (PV);2013;284;9;;;5.0;8;1;7;0.0;19.0;26;0.0;3.0;4.0;75.0;22.0;3.0
1687;Totaal veeteeltcombinaties;Gelderland (PV);2016;229;9;;;6.0;5;0;8;0.0;12.0;19;1.0;5.0;2.0;76.0;22.0;2.0
1688;Totaal veeteeltcombinaties;Gelderland (PV);2020;138;15;15.0;2.0;5.0;3;1;2;0.0;13.0;21;1.0;7.0;9.0;81.0;15.0;4.0
1689;Totaal veeteeltcombinaties;Gelderland (PV);2023;151;29;22.0;11.0;6.0;5;9;7;0.0;16.0;35;2.0;6.0;33.0;75.0;12.0;13.0
1690;Totaal veeteeltcombinaties;Utrecht (PV);1998;220;5;;;;7;4;3;;;7;;;;;;
1691;Totaal veeteeltcombinaties;Utrecht (PV);1999;199;9;;;9.0;5;4;3;;;8;;;;;;
1692;Totaal veeteeltcombinaties;Utrecht (PV);2003;151;7;;;6.0;2;5;2;0.0;4.0;58;;;;;;
1693;Totaal veeteeltcombinaties;Utrecht (PV);2005;153;8;;;7.0;2;6;1;0.0;8.0;40;;;;;;
1694;Totaal veeteeltcombinaties;Utrecht (PV);2007;135;9;;;4.0;4;4;1;0.0;5.0;23;;;;;;
1695;Totaal veeteeltcombinaties;Utrecht (PV);2008;114;3;;;8.0;2;4;1;0.0;5.0;14;;;;54.0;38.0;8.0
1696;Totaal veeteeltcombinaties;Utrecht (PV);2009;109;6;;;9.0;5;5;2;0.0;7.0;16;2.0;0.0;;56.0;42.0;2.0
1697;Totaal veeteeltcombinaties;Utrecht (PV);2010;102;10;;;4.0;5;6;3;0.0;10.0;29;3.0;1.0;1.0;64.0;28.0;8.0
1698;Totaal veeteeltcombinaties;Utrecht (PV);2011;95;10;;;6.0;5;5;2;0.0;7.0;25;2.0;3.0;2.0;74.0;26.0;0.0
1699;Totaal veeteeltcombinaties;Utrecht (PV);2013;60;7;;;1.0;2;5;3;0.0;8.0;17;2.0;3.0;2.0;48.0;43.0;9.0
1700;Totaal veeteeltcombinaties;Utrecht (PV);2016;58;7;;;1.0;6;3;5;0.0;2.0;9;0.0;1.0;1.0;68.0;23.0;9.0
1701;Totaal veeteeltcombinaties;Utrecht (PV);2020;37;8;7.0;4.0;4.0;2;1;1;0.0;4.0;15;0.0;3.0;5.0;57.0;31.0;12.0
1702;Totaal veeteeltcombinaties;Utrecht (PV);2023;28;3;3.0;2.0;2.0;2;1;0;0.0;5.0;15;0.0;1.0;3.0;60.0;30.0;10.0
1703;Totaal veeteeltcombinaties;Noord-Holland (PV);1998;33;4;;;;2;0;1;;;4;;;;;;
1704;Totaal veeteeltcombinaties;Noord-Holland (PV);1999;25;3;;;1.0;1;0;1;;;5;;;;;;
1705;Totaal veeteeltcombinaties;Noord-Holland (PV);2003;10;2;;;0.0;1;1;0;0.0;1.0;6;;;;;;
1706;Totaal veeteeltcombinaties;Noord-Holland (PV);2005;10;2;;;2.0;1;2;0;0.0;0.0;6;;;;;;
1707;Totaal veeteeltcombinaties;Noord-Holland (PV);2007;10;2;;;0.0;1;1;0;0.0;0.0;2;;;;;;
1708;Totaal veeteeltcombinaties;Noord-Holland (PV);2008;9;1;;;1.0;0;1;0;0.0;1.0;3;;;;67.0;33.0;0.0
1709;Totaal veeteeltcombinaties;Noord-Holland (PV);2009;6;1;;;1.0;0;1;0;0.0;1.0;2;0.0;0.0;;50.0;50.0;0.0
1710;Totaal veeteeltcombinaties;Noord-Holland (PV);2010;6;1;;;0.0;0;1;1;0.0;0.0;1;0.0;0.0;0.0;50.0;0.0;50.0
1711;Totaal veeteeltcombinaties;Noord-Holland (PV);2011;6;2;;;1.0;1;1;1;0.0;0.0;1;0.0;2.0;0.0;50.0;50.0;0.0
1712;Totaal veeteeltcombinaties;Noord-Holland (PV);2013;4;2;;;1.0;0;1;0;0.0;0.0;1;0.0;0.0;0.0;50.0;0.0;50.0
1713;Totaal veeteeltcombinaties;Noord-Holland (PV);2016;2;0;;;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
1714;Totaal veeteeltcombinaties;Noord-Holland (PV);2020;1;0;0.0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
1715;Totaal veeteeltcombinaties;Noord-Holland (PV);2023;2;2;2.0;1.0;0.0;0;0;0;0.0;1.0;1;0.0;0.0;1.0;100.0;0.0;0.0
1716;Totaal veeteeltcombinaties;Zuid-Holland (PV);1998;105;8;;;;4;4;0;;;8;;;;;;
1717;Totaal veeteeltcombinaties;Zuid-Holland (PV);1999;87;2;;;5.0;2;2;1;;;4;;;;;;
1718;Totaal veeteeltcombinaties;Zuid-Holland (PV);2003;53;1;;;3.0;1;1;0;0.0;4.0;24;;;;;;
1719;Totaal veeteeltcombinaties;Zuid-Holland (PV);2005;46;0;;;1.0;1;1;0;0.0;1.0;21;;;;;;
1720;Totaal veeteeltcombinaties;Zuid-Holland (PV);2007;45;0;;;2.0;1;0;1;0.0;1.0;17;;;;;;
1721;Totaal veeteeltcombinaties;Zuid-Holland (PV);2008;37;0;;;3.0;1;1;1;0.0;1.0;11;;;;92.0;0.0;8.0
1722;Totaal veeteeltcombinaties;Zuid-Holland (PV);2009;35;0;;;2.0;1;0;1;0.0;2.0;12;0.0;1.0;;80.0;13.0;7.0
1723;Totaal veeteeltcombinaties;Zuid-Holland (PV);2010;29;0;;;2.0;2;1;3;0.0;2.0;12;1.0;1.0;0.0;71.0;24.0;5.0
1724;Totaal veeteeltcombinaties;Zuid-Holland (PV);2011;27;1;;;2.0;2;2;4;0.0;3.0;14;1.0;2.0;0.0;68.0;26.0;6.0
1725;Totaal veeteeltcombinaties;Zuid-Holland (PV);2013;13;1;;;1.0;0;1;1;0.0;2.0;6;0.0;0.0;0.0;87.0;13.0;0.0
