ID;Bedrijfstypen;RegioS;Perioden;TotaalAantalLandbouwbedrijven_1;VerkoopAanHuisTotaal_2;RechtstreekseVerkoopAanDeConsument_3;VerkoopVia1Tussenschakel_4;StallingVanGoederenOfDieren_5;Agrotoerisme_6;VerwerkingLandbouwproducten_7;Zorglandbouw_8;Aquacultuur_9;LoonwerkVoorDerden_10;AgrarischNatuurEnLandschapsbeheer_11;AgrarischeKinderopvang_12;BoerderijEducatie_13;EnergieproductieLeveringAanDerden_14;OpbrengstMinderDan10_15;Opbrengst1050_16;OpbrengstMeerDan50_17
426;Totaal akkerbouwbedrijven;Noord-Brabant (PV);2016;1859;72;;;92.0;26;7;6;1.0;168.0;78;3.0;4.0;13.0;53.0;37.0;10.0
427;Totaal akkerbouwbedrijven;Noord-Brabant (PV);2020;2180;162;121.0;81.0;150.0;37;18;11;0.0;293.0;188;4.0;9.0;87.0;52.0;31.0;17.0
428;Totaal akkerbouwbedrijven;Noord-Brabant (PV);2023;2235;173;132.0;84.0;182.0;40;36;9;0.0;322.0;220;4.0;14.0;148.0;50.0;35.0;15.0
429;Totaal akkerbouwbedrijven;Limburg (PV);1998;1101;103;;;;31;11;2;;;44;;;;;;
430;Totaal akkerbouwbedrijven;Limburg (PV);1999;1109;91;;;19.0;16;15;5;;;48;;;;;;
431;Totaal akkerbouwbedrijven;Limburg (PV);2003;1064;120;;;59.0;27;13;4;0.0;114.0;236;;;;;;
432;Totaal akkerbouwbedrijven;Limburg (PV);2005;1050;92;;;48.0;25;10;2;1.0;73.0;127;;;;;;
433;Totaal akkerbouwbedrijven;Limburg (PV);2007;963;59;;;40.0;20;5;1;0.0;51.0;65;;;;;;
434;Totaal akkerbouwbedrijven;Limburg (PV);2008;944;45;;;43.0;20;7;3;1.0;51.0;48;;;;44.0;39.0;17.0
435;Totaal akkerbouwbedrijven;Limburg (PV);2009;949;49;;;44.0;22;8;2;1.0;59.0;54;0.0;0.0;;43.0;39.0;18.0
436;Totaal akkerbouwbedrijven;Limburg (PV);2010;976;63;;;53.0;19;11;3;0.0;90.0;85;1.0;0.0;1.0;42.0;40.0;18.0
437;Totaal akkerbouwbedrijven;Limburg (PV);2011;951;55;;;50.0;25;7;3;0.0;86.0;90;1.0;0.0;3.0;42.0;41.0;17.0
438;Totaal akkerbouwbedrijven;Limburg (PV);2013;1005;48;;;42.0;25;14;3;0.0;72.0;89;1.0;3.0;5.0;38.0;46.0;16.0
439;Totaal akkerbouwbedrijven;Limburg (PV);2016;900;45;;;32.0;19;8;2;0.0;62.0;62;0.0;2.0;2.0;44.0;43.0;13.0
440;Totaal akkerbouwbedrijven;Limburg (PV);2020;913;94;72.0;39.0;51.0;23;13;0;0.0;89.0;96;0.0;4.0;13.0;48.0;33.0;19.0
441;Totaal akkerbouwbedrijven;Limburg (PV);2023;959;103;83.0;41.0;69.0;25;13;6;0.0;129.0;150;1.0;1.0;43.0;50.0;33.0;17.0
442;Totaal tuinbouwbedrijven;Nederland;1998;14475;950;;;;230;288;41;;;35;;;;;;
443;Totaal tuinbouwbedrijven;Nederland;1999;14144;698;;;83.0;162;222;70;;;42;;;;;;
444;Totaal tuinbouwbedrijven;Nederland;2003;14645;1726;;;272.0;204;178;57;68.0;488.0;2230;;;;;;
445;Totaal tuinbouwbedrijven;Nederland;2005;13415;1152;;;170.0;242;151;67;9.0;281.0;612;;;;;;
446;Totaal tuinbouwbedrijven;Nederland;2007;12043;615;;;123.0;174;50;61;6.0;118.0;140;;;;;;
447;Totaal tuinbouwbedrijven;Nederland;2008;11401;412;;;105.0;149;45;61;1.0;126.0;72;;;;42.0;37.0;21.0
448;Totaal tuinbouwbedrijven;Nederland;2009;10814;434;;;109.0;152;61;61;0.0;138.0;68;0.0;12.0;;45.0;40.0;15.0
449;Totaal tuinbouwbedrijven;Nederland;2010;10198;669;;;149.0;168;171;72;3.0;307.0;80;7.0;36.0;243.0;54.0;31.0;15.0
450;Totaal tuinbouwbedrijven;Nederland;2011;9871;755;;;176.0;162;198;83;4.0;320.0;102;9.0;46.0;288.0;53.0;30.0;17.0
451;Totaal tuinbouwbedrijven;Nederland;2013;8925;727;;;179.0;187;154;65;2.0;290.0;91;11.0;46.0;96.0;52.0;32.0;16.0
452;Totaal tuinbouwbedrijven;Nederland;2016;7388;492;;;113.0;111;72;34;2.0;204.0;57;7.0;27.0;39.0;50.0;34.0;16.0
453;Totaal tuinbouwbedrijven;Nederland;2020;6920;2069;1370.0;1195.0;159.0;117;116;33;2.0;375.0;124;0.0;38.0;287.0;44.0;21.0;35.0
454;Totaal tuinbouwbedrijven;Nederland;2023;6768;2125;1350.0;1296.0;182.0;132;139;28;4.0;443.0;163;2.0;68.0;422.0;41.0;22.0;37.0
455;Totaal tuinbouwbedrijven;Noord-Nederland (LD);1998;458;48;;;;15;13;4;;;3;;;;;;
456;Totaal tuinbouwbedrijven;Noord-Nederland (LD);1999;466;39;;;1.0;8;12;4;;;4;;;;;;
457;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2003;573;117;;;9.0;15;14;5;3.0;44.0;117;;;;;;
458;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2005;513;83;;;6.0;11;11;11;1.0;22.0;31;;;;;;
459;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2007;479;54;;;9.0;14;5;13;1.0;8.0;11;;;;;;
460;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2008;459;34;;;3.0;10;2;8;0.0;12.0;4;;;;30.0;47.0;23.0
461;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2009;412;34;;;4.0;6;3;8;0.0;9.0;3;0.0;1.0;;39.0;39.0;22.0
462;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2010;374;53;;;4.0;8;10;10;1.0;20.0;6;0.0;3.0;6.0;48.0;33.0;19.0
463;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2011;356;48;;;5.0;5;7;8;0.0;25.0;11;0.0;2.0;7.0;52.0;34.0;14.0
464;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2013;309;47;;;4.0;7;8;6;0.0;24.0;7;0.0;5.0;3.0;53.0;30.0;17.0
465;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2016;287;33;;;4.0;2;5;3;1.0;14.0;4;0.0;2.0;4.0;48.0;37.0;15.0
466;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2020;286;132;98.0;70.0;7.0;8;9;3;0.0;26.0;9;0.0;3.0;15.0;38.0;20.0;42.0
467;Totaal tuinbouwbedrijven;Noord-Nederland (LD);2023;272;120;97.0;69.0;3.0;7;13;3;0.0;37.0;13;0.0;8.0;19.0;37.0;17.0;46.0
468;Totaal tuinbouwbedrijven;Oost-Nederland (LD);1998;1633;161;;;;28;25;7;;;7;;;;;;
469;Totaal tuinbouwbedrijven;Oost-Nederland (LD);1999;1623;110;;;6.0;19;27;11;;;8;;;;;;
470;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2003;1943;306;;;39.0;37;24;23;8.0;69.0;296;;;;;;
471;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2005;1796;205;;;29.0;51;27;17;2.0;50.0;119;;;;;;
472;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2007;1684;112;;;25.0;34;12;15;0.0;22.0;33;;;;;;
473;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2008;1573;93;;;10.0;23;15;18;1.0;16.0;12;;;;39.0;30.0;31.0
474;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2009;1520;99;;;14.0;28;18;23;0.0;25.0;12;0.0;6.0;;44.0;37.0;19.0
475;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2010;1411;126;;;21.0;29;32;20;0.0;54.0;19;3.0;8.0;29.0;48.0;31.0;21.0
476;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2011;1369;147;;;26.0;33;31;24;1.0;54.0;26;3.0;17.0;37.0;48.0;31.0;21.0
477;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2013;1240;122;;;33.0;27;22;15;0.0;59.0;15;3.0;11.0;13.0;45.0;36.0;19.0
478;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2016;1014;100;;;19.0;21;13;9;0.0;43.0;13;3.0;9.0;11.0;47.0;33.0;20.0
479;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2020;1010;361;259.0;198.0;21.0;11;18;8;0.0;67.0;20;0.0;10.0;41.0;34.0;23.0;43.0
480;Totaal tuinbouwbedrijven;Oost-Nederland (LD);2023;1035;380;265.0;232.0;28.0;16;29;8;0.0;91.0;39;1.0;15.0;55.0;34.0;24.0;42.0
481;Totaal tuinbouwbedrijven;West-Nederland (LD);1998;9085;267;;;;126;189;19;;;15;;;;;;
482;Totaal tuinbouwbedrijven;West-Nederland (LD);1999;8854;206;;;51.0;81;134;38;;;20;;;;;;
483;Totaal tuinbouwbedrijven;West-Nederland (LD);2003;8019;488;;;142.0;90;85;15;42.0;270.0;1162;;;;;;
484;Totaal tuinbouwbedrijven;West-Nederland (LD);2005;7272;304;;;78.0;89;62;19;4.0;149.0;290;;;;;;
485;Totaal tuinbouwbedrijven;West-Nederland (LD);2007;6327;168;;;47.0;64;16;15;5.0;57.0;57;;;;;;
486;Totaal tuinbouwbedrijven;West-Nederland (LD);2008;5931;113;;;46.0;60;15;14;0.0;69.0;30;;;;48.0;36.0;16.0
487;Totaal tuinbouwbedrijven;West-Nederland (LD);2009;5571;108;;;51.0;59;24;12;0.0;75.0;29;0.0;1.0;;51.0;36.0;13.0
488;Totaal tuinbouwbedrijven;West-Nederland (LD);2010;5204;179;;;63.0;68;82;16;2.0;152.0;30;2.0;9.0;138.0;61.0;29.0;10.0
489;Totaal tuinbouwbedrijven;West-Nederland (LD);2011;5000;213;;;68.0;66;103;20;3.0;152.0;30;1.0;10.0;168.0;59.0;27.0;14.0
490;Totaal tuinbouwbedrijven;West-Nederland (LD);2013;4440;230;;;63.0;79;68;21;2.0;127.0;34;7.0;11.0;51.0;56.0;32.0;12.0
491;Totaal tuinbouwbedrijven;West-Nederland (LD);2016;3666;126;;;43.0;52;28;10;1.0;85.0;23;4.0;7.0;17.0;56.0;30.0;14.0
492;Totaal tuinbouwbedrijven;West-Nederland (LD);2020;3315;771;440.0;466.0;56.0;57;54;13;1.0;176.0;55;0.0;13.0;150.0;47.0;19.0;34.0
493;Totaal tuinbouwbedrijven;West-Nederland (LD);2023;3166;812;438.0;515.0;68.0;62;53;8;3.0;165.0;59;0.0;26.0;216.0;46.0;18.0;36.0
494;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);1998;3299;474;;;;61;61;11;;;10;;;;;;
495;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);1999;3201;343;;;25.0;54;49;17;;;10;;;;;;
496;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2003;4110;815;;;82.0;62;55;14;15.0;105.0;655;;;;;;
497;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2005;3834;560;;;57.0;91;51;20;2.0;60.0;172;;;;;;
498;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2007;3553;281;;;42.0;62;17;18;0.0;31.0;39;;;;;;
499;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2008;3438;172;;;46.0;56;13;21;0.0;29.0;26;;;;40.0;38.0;22.0
500;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2009;3311;193;;;40.0;59;16;18;0.0;29.0;24;0.0;4.0;;41.0;45.0;14.0
501;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2010;3209;311;;;61.0;63;47;26;0.0;81.0;25;2.0;16.0;70.0;48.0;34.0;18.0
502;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2011;3146;347;;;77.0;58;57;31;0.0;89.0;35;5.0;17.0;76.0;49.0;32.0;19.0
503;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2013;2936;328;;;79.0;74;56;23;0.0;80.0;35;1.0;19.0;29.0;51.0;31.0;18.0
504;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2016;2421;233;;;47.0;36;26;12;0.0;62.0;17;0.0;9.0;7.0;48.0;37.0;15.0
505;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2020;2309;805;573.0;461.0;75.0;41;35;9;1.0;106.0;40;0.0;12.0;81.0;43.0;24.0;33.0
506;Totaal tuinbouwbedrijven;Zuid-Nederland (LD);2023;2295;813;550.0;480.0;83.0;47;44;9;1.0;150.0;52;1.0;19.0;132.0;41.0;25.0;34.0
507;Totaal tuinbouwbedrijven;Groningen (PV);1998;127;23;;;;2;2;1;;;1;;;;;;
508;Totaal tuinbouwbedrijven;Groningen (PV);1999;124;11;;;0.0;3;4;2;;;2;;;;;;
509;Totaal tuinbouwbedrijven;Groningen (PV);2003;158;34;;;3.0;5;2;1;1.0;9.0;24;;;;;;
510;Totaal tuinbouwbedrijven;Groningen (PV);2005;151;30;;;2.0;6;4;3;0.0;5.0;12;;;;;;
511;Totaal tuinbouwbedrijven;Groningen (PV);2007;139;14;;;2.0;5;2;2;0.0;3.0;3;;;;;;
512;Totaal tuinbouwbedrijven;Groningen (PV);2008;136;10;;;1.0;5;0;3;0.0;4.0;1;;;;38.0;44.0;18.0
513;Totaal tuinbouwbedrijven;Groningen (PV);2009;129;13;;;0.0;4;1;4;0.0;4.0;1;0.0;1.0;;30.0;40.0;30.0
514;Totaal tuinbouwbedrijven;Groningen (PV);2010;117;21;;;0.0;5;3;5;0.0;7.0;3;0.0;2.0;0.0;45.0;39.0;16.0
515;Totaal tuinbouwbedrijven;Groningen (PV);2011;111;19;;;0.0;3;4;3;0.0;7.0;5;0.0;1.0;1.0;46.0;36.0;18.0
516;Totaal tuinbouwbedrijven;Groningen (PV);2013;103;16;;;1.0;3;3;2;0.0;8.0;3;0.0;3.0;0.0;45.0;33.0;22.0
517;Totaal tuinbouwbedrijven;Groningen (PV);2016;81;13;;;1.0;1;1;1;0.0;4.0;1;0.0;1.0;2.0;38.0;48.0;14.0
518;Totaal tuinbouwbedrijven;Groningen (PV);2020;79;42;34.0;20.0;1.0;2;2;0;0.0;7.0;3;0.0;0.0;4.0;40.0;17.0;43.0
519;Totaal tuinbouwbedrijven;Groningen (PV);2023;81;42;36.0;24.0;2.0;1;4;1;0.0;9.0;4;0.0;2.0;5.0;24.0;17.0;59.0
520;Totaal tuinbouwbedrijven;Fryslân (PV);1998;127;13;;;;7;4;3;;;0;;;;;;
521;Totaal tuinbouwbedrijven;Fryslân (PV);1999;126;18;;;1.0;2;2;2;;;0;;;;;;
522;Totaal tuinbouwbedrijven;Fryslân (PV);2003;150;34;;;2.0;1;4;1;1.0;13.0;38;;;;;;
523;Totaal tuinbouwbedrijven;Fryslân (PV);2005;133;24;;;3.0;2;2;3;1.0;7.0;6;;;;;;
524;Totaal tuinbouwbedrijven;Fryslân (PV);2007;120;18;;;3.0;2;0;5;1.0;2.0;2;;;;;;
525;Totaal tuinbouwbedrijven;Fryslân (PV);2008;114;13;;;1.0;2;1;2;0.0;3.0;0;;;;28.0;50.0;22.0
526;Totaal tuinbouwbedrijven;Fryslân (PV);2009;101;11;;;2.0;1;1;3;0.0;3.0;0;0.0;0.0;;40.0;47.0;13.0
527;Totaal tuinbouwbedrijven;Fryslân (PV);2010;92;15;;;3.0;1;3;3;0.0;5.0;0;0.0;0.0;4.0;52.0;36.0;12.0
528;Totaal tuinbouwbedrijven;Fryslân (PV);2011;89;14;;;4.0;1;2;2;0.0;6.0;2;0.0;0.0;4.0;50.0;39.0;11.0
529;Totaal tuinbouwbedrijven;Fryslân (PV);2013;71;15;;;2.0;2;1;2;0.0;7.0;3;0.0;1.0;2.0;50.0;38.0;12.0
530;Totaal tuinbouwbedrijven;Fryslân (PV);2016;74;7;;;1.0;0;1;0;0.0;3.0;1;0.0;0.0;1.0;58.0;42.0;0.0
531;Totaal tuinbouwbedrijven;Fryslân (PV);2020;69;31;26.0;14.0;2.0;2;3;1;0.0;7.0;6;0.0;1.0;6.0;44.0;18.0;38.0
532;Totaal tuinbouwbedrijven;Fryslân (PV);2023;54;28;21.0;17.0;0.0;2;3;0;0.0;10.0;4;0.0;2.0;4.0;40.0;11.0;49.0
533;Totaal tuinbouwbedrijven;Drenthe (PV);1998;204;12;;;;6;7;0;;;2;;;;;;
534;Totaal tuinbouwbedrijven;Drenthe (PV);1999;216;10;;;0.0;3;6;0;;;2;;;;;;
535;Totaal tuinbouwbedrijven;Drenthe (PV);2003;265;49;;;4.0;9;8;3;1.0;22.0;55;;;;;;
536;Totaal tuinbouwbedrijven;Drenthe (PV);2005;229;29;;;1.0;3;5;5;0.0;10.0;13;;;;;;
537;Totaal tuinbouwbedrijven;Drenthe (PV);2007;220;22;;;4.0;7;3;6;0.0;3.0;6;;;;;;
538;Totaal tuinbouwbedrijven;Drenthe (PV);2008;209;11;;;1.0;3;1;3;0.0;5.0;3;;;;26.0;47.0;27.0
539;Totaal tuinbouwbedrijven;Drenthe (PV);2009;182;10;;;2.0;1;1;1;0.0;2.0;2;0.0;0.0;;50.0;29.0;21.0
540;Totaal tuinbouwbedrijven;Drenthe (PV);2010;165;17;;;1.0;2;4;2;1.0;8.0;3;0.0;1.0;2.0;48.0;24.0;28.0
541;Totaal tuinbouwbedrijven;Drenthe (PV);2011;156;15;;;1.0;1;1;3;0.0;12.0;4;0.0;1.0;2.0;58.0;27.0;15.0
542;Totaal tuinbouwbedrijven;Drenthe (PV);2013;135;16;;;1.0;2;4;2;0.0;9.0;1;0.0;1.0;1.0;62.0;21.0;17.0
543;Totaal tuinbouwbedrijven;Drenthe (PV);2016;132;13;;;2.0;1;3;2;1.0;7.0;2;0.0;1.0;1.0;51.0;28.0;21.0
544;Totaal tuinbouwbedrijven;Drenthe (PV);2020;138;59;38.0;36.0;4.0;4;4;2;0.0;12.0;0;0.0;2.0;5.0;35.0;23.0;42.0
545;Totaal tuinbouwbedrijven;Drenthe (PV);2023;137;50;40.0;28.0;1.0;4;6;2;0.0;18.0;5;0.0;4.0;10.0;44.0;19.0;37.0
546;Totaal tuinbouwbedrijven;Overijssel (PV);1998;196;35;;;;7;5;3;;;3;;;;;;
547;Totaal tuinbouwbedrijven;Overijssel (PV);1999;200;28;;;0.0;6;6;4;;;4;;;;;;
548;Totaal tuinbouwbedrijven;Overijssel (PV);2003;317;75;;;11.0;13;6;1;4.0;15.0;65;;;;;;
549;Totaal tuinbouwbedrijven;Overijssel (PV);2005;298;61;;;8.0;18;4;2;2.0;14.0;25;;;;;;
550;Totaal tuinbouwbedrijven;Overijssel (PV);2007;288;36;;;7.0;12;4;1;0.0;5.0;4;;;;;;
551;Totaal tuinbouwbedrijven;Overijssel (PV);2008;284;26;;;2.0;11;8;3;0.0;4.0;3;;;;39.0;32.0;29.0
552;Totaal tuinbouwbedrijven;Overijssel (PV);2009;277;28;;;4.0;15;9;4;0.0;3.0;6;0.0;2.0;;41.0;37.0;22.0
553;Totaal tuinbouwbedrijven;Overijssel (PV);2010;269;35;;;5.0;15;10;4;0.0;15.0;7;1.0;2.0;5.0;44.0;37.0;19.0
554;Totaal tuinbouwbedrijven;Overijssel (PV);2011;252;41;;;9.0;16;9;2;0.0;17.0;8;1.0;3.0;8.0;39.0;38.0;23.0
555;Totaal tuinbouwbedrijven;Overijssel (PV);2013;234;34;;;11.0;10;7;1;0.0;16.0;6;1.0;2.0;6.0;47.0;39.0;14.0
556;Totaal tuinbouwbedrijven;Overijssel (PV);2016;179;27;;;5.0;11;6;1;0.0;10.0;7;1.0;3.0;2.0;44.0;40.0;16.0
557;Totaal tuinbouwbedrijven;Overijssel (PV);2020;175;90;65.0;51.0;6.0;5;8;0;0.0;11.0;6;0.0;4.0;4.0;26.0;20.0;54.0
558;Totaal tuinbouwbedrijven;Overijssel (PV);2023;175;83;63.0;51.0;11.0;4;12;0;0.0;19.0;5;0.0;4.0;7.0;28.0;25.0;47.0
559;Totaal tuinbouwbedrijven;Flevoland (PV);1998;179;11;;;;5;10;0;;;0;;;;;;
560;Totaal tuinbouwbedrijven;Flevoland (PV);1999;207;12;;;1.0;4;10;2;;;0;;;;;;
561;Totaal tuinbouwbedrijven;Flevoland (PV);2003;240;21;;;2.0;5;7;1;1.0;22.0;52;;;;;;
562;Totaal tuinbouwbedrijven;Flevoland (PV);2005;222;9;;;1.0;5;9;1;0.0;13.0;13;;;;;;
563;Totaal tuinbouwbedrijven;Flevoland (PV);2007;229;7;;;3.0;4;0;2;0.0;6.0;6;;;;;;
564;Totaal tuinbouwbedrijven;Flevoland (PV);2008;212;8;;;1.0;3;1;1;1.0;3.0;1;;;;47.0;33.0;20.0
565;Totaal tuinbouwbedrijven;Flevoland (PV);2009;209;7;;;2.0;3;1;3;0.0;9.0;1;0.0;1.0;;50.0;45.0;5.0
566;Totaal tuinbouwbedrijven;Flevoland (PV);2010;196;8;;;4.0;3;3;1;0.0;12.0;1;0.0;1.0;9.0;64.0;19.0;17.0
567;Totaal tuinbouwbedrijven;Flevoland (PV);2011;190;12;;;4.0;5;9;1;1.0;9.0;1;0.0;2.0;10.0;69.0;15.0;16.0
568;Totaal tuinbouwbedrijven;Flevoland (PV);2013;170;10;;;4.0;7;4;2;0.0;12.0;1;1.0;3.0;4.0;55.0;37.0;8.0
569;Totaal tuinbouwbedrijven;Flevoland (PV);2016;171;12;;;3.0;2;4;2;0.0;10.0;1;1.0;1.0;8.0;72.0;18.0;10.0
570;Totaal tuinbouwbedrijven;Flevoland (PV);2020;187;46;30.0;28.0;4.0;1;6;1;0.0;21.0;1;0.0;0.0;20.0;44.0;27.0;29.0
571;Totaal tuinbouwbedrijven;Flevoland (PV);2023;201;53;33.0;32.0;5.0;2;5;0;0.0;33.0;7;1.0;2.0;27.0;51.0;24.0;25.0
572;Totaal tuinbouwbedrijven;Gelderland (PV);1998;1258;115;;;;16;10;4;;;4;;;;;;
573;Totaal tuinbouwbedrijven;Gelderland (PV);1999;1216;70;;;5.0;9;11;5;;;4;;;;;;
574;Totaal tuinbouwbedrijven;Gelderland (PV);2003;1386;210;;;26.0;19;11;21;3.0;32.0;179;;;;;;
575;Totaal tuinbouwbedrijven;Gelderland (PV);2005;1276;135;;;20.0;28;14;14;0.0;23.0;81;;;;;;
576;Totaal tuinbouwbedrijven;Gelderland (PV);2007;1167;69;;;15.0;18;8;12;0.0;11.0;23;;;;;;
577;Totaal tuinbouwbedrijven;Gelderland (PV);2008;1077;59;;;7.0;9;6;14;0.0;9.0;8;;;;37.0;29.0;34.0
578;Totaal tuinbouwbedrijven;Gelderland (PV);2009;1034;64;;;8.0;10;8;16;0.0;13.0;5;0.0;3.0;;43.0;35.0;22.0
579;Totaal tuinbouwbedrijven;Gelderland (PV);2010;946;83;;;12.0;11;19;15;0.0;27.0;11;2.0;5.0;15.0;45.0;32.0;23.0
580;Totaal tuinbouwbedrijven;Gelderland (PV);2011;927;94;;;13.0;12;13;21;0.0;28.0;17;2.0;12.0;19.0;47.0;31.0;22.0
581;Totaal tuinbouwbedrijven;Gelderland (PV);2013;836;78;;;18.0;10;11;12;0.0;31.0;8;1.0;6.0;3.0;42.0;34.0;24.0
582;Totaal tuinbouwbedrijven;Gelderland (PV);2016;664;61;;;11.0;8;3;6;0.0;23.0;5;1.0;5.0;1.0;39.0;36.0;25.0
583;Totaal tuinbouwbedrijven;Gelderland (PV);2020;648;225;164.0;119.0;11.0;5;4;7;0.0;35.0;13;0.0;6.0;17.0;35.0;23.0;42.0
584;Totaal tuinbouwbedrijven;Gelderland (PV);2023;659;244;169.0;149.0;12.0;10;12;8;0.0;39.0;27;0.0;9.0;21.0;30.0;24.0;46.0
585;Totaal tuinbouwbedrijven;Utrecht (PV);1998;230;23;;;;7;4;1;;;1;;;;;;
586;Totaal tuinbouwbedrijven;Utrecht (PV);1999;213;15;;;0.0;4;1;2;;;1;;;;;;
587;Totaal tuinbouwbedrijven;Utrecht (PV);2003;218;37;;;6.0;4;1;3;2.0;11.0;39;;;;;;
588;Totaal tuinbouwbedrijven;Utrecht (PV);2005;201;23;;;6.0;5;2;4;1.0;5.0;12;;;;;;
589;Totaal tuinbouwbedrijven;Utrecht (PV);2007;174;11;;;3.0;6;0;2;0.0;4.0;6;;;;;;
590;Totaal tuinbouwbedrijven;Utrecht (PV);2008;164;6;;;3.0;3;0;1;0.0;4.0;3;;;;36.0;36.0;28.0
591;Totaal tuinbouwbedrijven;Utrecht (PV);2009;152;5;;;4.0;4;0;1;0.0;4.0;4;0.0;0.0;;43.0;21.0;36.0
592;Totaal tuinbouwbedrijven;Utrecht (PV);2010;139;14;;;5.0;5;0;2;0.0;6.0;3;0.0;1.0;4.0;61.0;23.0;16.0
593;Totaal tuinbouwbedrijven;Utrecht (PV);2011;137;15;;;4.0;6;2;4;0.0;6.0;5;1.0;1.0;6.0;42.0;27.0;31.0
594;Totaal tuinbouwbedrijven;Utrecht (PV);2013;124;21;;;5.0;7;3;3;0.0;3.0;3;1.0;2.0;1.0;31.0;36.0;33.0
595;Totaal tuinbouwbedrijven;Utrecht (PV);2016;94;7;;;2.0;1;0;2;0.0;2.0;1;1.0;1.0;0.0;35.0;36.0;29.0
596;Totaal tuinbouwbedrijven;Utrecht (PV);2020;84;29;23.0;19.0;1.0;1;3;2;0.0;2.0;4;0.0;3.0;1.0;21.0;12.0;67.0
597;Totaal tuinbouwbedrijven;Utrecht (PV);2023;81;39;30.0;20.0;2.0;2;2;2;0.0;10.0;4;0.0;4.0;5.0;19.0;17.0;64.0
598;Totaal tuinbouwbedrijven;Noord-Holland (PV);1998;2865;116;;;;57;102;6;;;9;;;;;;
599;Totaal tuinbouwbedrijven;Noord-Holland (PV);1999;2815;91;;;24.0;38;80;15;;;9;;;;;;
600;Totaal tuinbouwbedrijven;Noord-Holland (PV);2003;2415;193;;;60.0;45;52;7;21.0;128.0;491;;;;;;
601;Totaal tuinbouwbedrijven;Noord-Holland (PV);2005;2203;119;;;33.0;42;32;8;1.0;77.0;102;;;;;;
602;Totaal tuinbouwbedrijven;Noord-Holland (PV);2007;1934;63;;;21.0;28;10;5;3.0;29.0;30;;;;;;
603;Totaal tuinbouwbedrijven;Noord-Holland (PV);2008;1866;49;;;26.0;35;9;6;0.0;39.0;17;;;;47.0;37.0;16.0
604;Totaal tuinbouwbedrijven;Noord-Holland (PV);2009;1754;44;;;32.0;29;15;6;0.0;50.0;13;0.0;1.0;;51.0;39.0;10.0
605;Totaal tuinbouwbedrijven;Noord-Holland (PV);2010;1619;57;;;37.0;37;44;8;0.0;78.0;13;2.0;2.0;31.0;63.0;28.0;9.0
606;Totaal tuinbouwbedrijven;Noord-Holland (PV);2011;1557;79;;;38.0;33;52;9;1.0;81.0;12;0.0;4.0;39.0;61.0;27.0;12.0
607;Totaal tuinbouwbedrijven;Noord-Holland (PV);2013;1411;68;;;29.0;33;31;9;1.0;63.0;16;3.0;6.0;19.0;59.0;31.0;10.0
608;Totaal tuinbouwbedrijven;Noord-Holland (PV);2016;1250;42;;;24.0;32;17;6;0.0;49.0;9;3.0;3.0;9.0;55.0;31.0;14.0
609;Totaal tuinbouwbedrijven;Noord-Holland (PV);2020;1129;234;145.0;131.0;34.0;31;33;4;0.0;106.0;27;0.0;8.0;101.0;52.0;20.0;28.0
610;Totaal tuinbouwbedrijven;Noord-Holland (PV);2023;1073;260;145.0;159.0;42.0;36;36;4;0.0;96.0;35;0.0;13.0;143.0;52.0;17.0;31.0
611;Totaal tuinbouwbedrijven;Zuid-Holland (PV);1998;5814;94;;;;53;72;11;;;5;;;;;;
612;Totaal tuinbouwbedrijven;Zuid-Holland (PV);1999;5655;78;;;26.0;34;48;21;;;8;;;;;;
