ID;BedrijfstakBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
469;46 Groothandel en handelsbemiddeling;2010 1e kwartaal;93.9;5.0;;;0.6;13.2;-2.9;34.1;12.4;3.0;-0.5;-0.9;226.0;-1.7;;;;;;;;;;
470;46 Groothandel en handelsbemiddeling;2010 2e kwartaal;100.7;10.4;;;15.9;6.6;1.9;30.3;11.7;4.0;6.3;6.7;224.0;-12.2;;;;;;;;;;
471;46 Groothandel en handelsbemiddeling;2010 3e kwartaal;97.3;9.4;;;-4.5;6.3;-6.2;31.4;11.4;7.2;4.6;-0.1;209.0;-2.8;;;;;;;;;;
472;46 Groothandel en handelsbemiddeling;2010 4e kwartaal;108.1;11.9;;;22.7;16.7;-0.4;28.2;10.0;4.6;7.8;3.7;211.0;-9.8;;;;;;;;;;
473;46 Groothandel en handelsbemiddeling;2010;100.0;9.2;;;;;;;;;;;870.0;-6.9;585.7;392144.0;389009.0;3135.0;376817.0;303691.0;25357.0;44157.0;3612.0;15328.0
474;46 Groothandel en handelsbemiddeling;2011 1e kwartaal;106.9;13.8;;;16.8;31.8;7.0;21.6;7.9;8.6;7.3;3.8;191.0;-15.5;;;;;;;;;;
475;46 Groothandel en handelsbemiddeling;2011 2e kwartaal;109.6;8.8;;;29.3;22.0;7.8;20.9;7.9;3.0;4.2;0.8;179.0;-20.1;;;;;;;;;;
476;46 Groothandel en handelsbemiddeling;2011 3e kwartaal;106.5;9.4;;;-5.9;11.6;7.5;19.9;8.8;1.0;1.7;-1.2;174.0;-16.7;;;;;;;;;;
477;46 Groothandel en handelsbemiddeling;2011 4e kwartaal;108.3;0.2;;;16.8;11.1;-1.4;28.2;10.3;3.0;3.0;3.7;207.0;-1.9;;;;;;;;;;
478;46 Groothandel en handelsbemiddeling;2011;107.8;7.8;;;;;;;;;;;751.0;-13.7;601.9;441389.0;437813.0;3576.0;425996.0;348914.0;26507.0;46721.0;3854.0;15393.0
479;46 Groothandel en handelsbemiddeling;2012 1e kwartaal;106.6;-0.3;;;6.9;22.4;2.1;27.6;13.6;12.6;5.6;0.7;221.0;15.7;;;;;;;;;;
480;46 Groothandel en handelsbemiddeling;2012 2e kwartaal;107.5;-1.8;;;15.7;7.6;-2.6;29.1;14.0;8.0;2.0;2.8;233.0;30.2;;;;;;;;;;
481;46 Groothandel en handelsbemiddeling;2012 3e kwartaal;107.1;0.6;;;-8.1;4.2;-3.2;31.0;13.7;7.9;0.7;1.0;199.0;14.4;;;;;;;;;;
482;46 Groothandel en handelsbemiddeling;2012 4e kwartaal;108.7;0.4;;;11.8;6.9;-11.8;32.5;14.3;2.5;1.8;3.1;219.0;5.8;;;;;;;;;;
483;46 Groothandel en handelsbemiddeling;2012;107.5;-0.3;;;;;;;;;;;872.0;16.1;599.2;450141.0;446432.0;3709.0;434989.0;356052.0;26880.0;48148.0;3909.0;15152.0
484;46 Groothandel en handelsbemiddeling;2013 1e kwartaal;102.6;-3.8;;;-10.8;20.0;-8.3;33.2;12.6;7.2;1.7;1.5;241.0;9.0;;;;;;;;;;
485;46 Groothandel en handelsbemiddeling;2013 2e kwartaal;105.0;-2.3;;;2.4;3.1;-7.1;34.8;14.2;6.7;1.8;1.1;263.0;12.9;;;;;;;;;;
486;46 Groothandel en handelsbemiddeling;2013 3e kwartaal;104.2;-2.7;;;-10.1;1.8;-6.6;34.8;15.2;9.1;2.8;1.2;283.0;42.2;;;;;;;;;;
487;46 Groothandel en handelsbemiddeling;2013 4e kwartaal;105.3;-3.2;;;18.4;5.8;-5.9;34.2;14.7;5.0;3.6;3.5;228.0;4.1;;;;;;;;;;
488;46 Groothandel en handelsbemiddeling;2013;104.3;-3.0;;;;;;;;;;;1015.0;16.4;596.8;439959.0;436386.0;3575.0;421904.0;345327.0;26791.0;45943.0;3843.0;18056.0
489;46 Groothandel en handelsbemiddeling;2014 1e kwartaal;100.1;-2.5;;;7.5;17.6;-3.8;31.0;12.3;11.3;5.4;3.4;217.0;-10.0;;;;;;;;;;
490;46 Groothandel en handelsbemiddeling;2014 2e kwartaal;103.6;-1.3;;;19.3;6.0;-1.6;30.1;14.8;9.3;4.5;3.0;192.0;-27.0;;;;;;;;;;
491;46 Groothandel en handelsbemiddeling;2014 3e kwartaal;101.5;-2.6;;;0.6;-0.9;-2.9;30.6;14.3;6.3;2.3;1.6;197.0;-30.4;;;;;;;;;;
492;46 Groothandel en handelsbemiddeling;2014 4e kwartaal;102.4;-2.8;;;25.0;3.8;1.0;29.7;14.2;9.2;3.8;3.7;222.0;-2.6;;;;;;;;;;
493;46 Groothandel en handelsbemiddeling;2014;101.9;-2.3;;;;;;;;;;;828.0;-18.4;591.1;418637.0;413809.0;4828.0;400123.0;331086.0;26715.0;38535.0;3788.0;18514.0
494;46 Groothandel en handelsbemiddeling;2015 1e kwartaal;98.2;-1.9;;;6.7;13.8;-0.1;27.1;14.1;13.0;4.6;1.8;169.0;-22.1;;;;;;;;;;
495;46 Groothandel en handelsbemiddeling;2015 2e kwartaal;103.0;-0.6;;;26.0;12.3;5.2;24.2;13.4;8.3;3.6;1.5;144.0;-25.0;;;;;;;;;;
496;46 Groothandel en handelsbemiddeling;2015 3e kwartaal;102.6;1.0;;;12.9;9.2;4.8;22.2;12.6;12.1;3.1;1.5;136.0;-31.0;;;;;;;;;;
497;46 Groothandel en handelsbemiddeling;2015 4e kwartaal;105.2;2.8;;;29.9;7.8;10.2;21.0;13.2;7.7;6.2;3.6;154.0;-30.6;;;;;;;;;;
498;46 Groothandel en handelsbemiddeling;2015;102.3;0.4;;;;;;;;;;;603.0;-27.2;602.1;423269.0;418382.0;4887.0;403395.0;329024.0;27701.0;42598.0;4071.0;19875.0
499;46 Groothandel en handelsbemiddeling;2016 1e kwartaal;99.2;1.0;;;13.6;18.5;8.8;18.7;10.0;13.4;6.4;2.1;149.0;-11.8;;;;;;;;;;
500;46 Groothandel en handelsbemiddeling;2016 2e kwartaal;105.4;2.3;;;31.5;7.2;13.6;18.6;11.3;12.9;8.1;4.3;120.0;-16.7;;;;;;;;;;
501;46 Groothandel en handelsbemiddeling;2016 3e kwartaal;105.8;3.1;;;11.3;-0.4;8.3;17.8;10.9;11.2;3.7;1.7;105.0;-22.8;;;;;;;;;;
502;46 Groothandel en handelsbemiddeling;2016 4e kwartaal;112.8;7.1;;;34.3;7.9;12.8;16.5;11.3;9.0;4.9;5.0;117.0;-24.0;;;;;;;;;;
503;46 Groothandel en handelsbemiddeling;2016;105.8;3.4;;;;;;;;;;;491.0;-18.6;;;;;;;;;;
504;46 Groothandel en handelsbemiddeling;2017 1e kwartaal;111.0;11.9;;;18.3;25.1;14.5;13.4;9.1;15.9;8.1;6.2;110.0;-26.2;;;;;;;;;;
505;46 Groothandel en handelsbemiddeling;2017 2e kwartaal;112.4;6.6;;;34.9;7.7;23.0;13.5;9.5;9.4;4.7;2.8;95.0;-20.8;;;;;;;;;;
506;46 Groothandel en handelsbemiddeling;2017 3e kwartaal;109.5;3.5;;;16.5;10.9;15.2;14.2;9.1;11.7;5.2;3.0;89.0;-15.2;;;;;;;;;;
507;46 Groothandel en handelsbemiddeling;2017 4e kwartaal;116.0;2.9;;;29.0;16.6;18.4;12.5;8.8;7.6;3.1;1.3;95.0;-18.8;;;;;;;;;;
508;46 Groothandel en handelsbemiddeling;2017;112.2;6.1;;;;;;;;;;;389.0;-20.8;;;;;;;;;;
509;46 Groothandel en handelsbemiddeling;2018 1e kwartaal;;;;;24.5;28.1;19.0;11.8;8.7;14.4;8.4;3.9;;;;;;;;;;;;
510;47 Detailhandel (niet in auto’s);2008 1e kwartaal;97.9;3.6;98.0;2.0;;;;;;;;;113.0;14.1;;;;;;;;;;
511;47 Detailhandel (niet in auto’s);2008 2e kwartaal;109.1;3.0;100.6;2.2;47.5;0.7;18.1;;;;;;103.0;3.0;;;;;;;;;;
512;47 Detailhandel (niet in auto’s);2008 3e kwartaal;103.8;3.2;99.1;2.6;13.0;19.7;7.3;;;;;;122.0;25.8;;;;;;;;;;
513;47 Detailhandel (niet in auto’s);2008 4e kwartaal;111.3;1.0;99.1;1.0;42.5;9.3;8.3;;;;;;128.0;19.6;;;;;;;;;;
514;47 Detailhandel (niet in auto’s);2008;105.5;2.6;99.2;1.9;;;;;;;;;466.0;15.6;;;;;;;;;;
515;47 Detailhandel (niet in auto’s);2009 1e kwartaal;93.3;-4.6;98.2;0.1;-12.7;-4.8;-15.6;;;;;;179.0;58.4;;;;;;;;;;
516;47 Detailhandel (niet in auto’s);2009 2e kwartaal;103.1;-5.5;100.5;-0.1;5.7;-7.7;-0.9;;;;;;172.0;67.0;;;;;;;;;;
517;47 Detailhandel (niet in auto’s);2009 3e kwartaal;97.7;-5.8;98.3;-0.9;-13.6;-16.3;-6.2;;;;;;182.0;49.2;;;;;;;;;;
518;47 Detailhandel (niet in auto’s);2009 4e kwartaal;106.1;-4.7;99.4;0.4;5.0;-3.3;3.8;;;;;;157.0;22.7;;;;;;;;;;
519;47 Detailhandel (niet in auto’s);2009;100.1;-5.2;99.1;-0.1;;;;;;;;;690.0;48.1;829.3;100372.0;99702.0;670.0;95321.0;67000.0;12957.0;13154.0;2211.0;5052.0
520;47 Detailhandel (niet in auto’s);2010 1e kwartaal;91.7;-1.8;99.1;0.9;-19.3;-6.6;-16.9;;;;;;159.0;-11.2;;;;;;;;;;
521;47 Detailhandel (niet in auto’s);2010 2e kwartaal;102.5;-0.6;101.2;0.7;27.5;-21.6;6.9;;;;;;136.0;-20.9;;;;;;;;;;
522;47 Detailhandel (niet in auto’s);2010 3e kwartaal;99.0;1.3;99.2;0.9;-9.2;-19.0;-2.1;;;;;;132.0;-27.5;;;;;;;;;;
523;47 Detailhandel (niet in auto’s);2010 4e kwartaal;106.9;0.7;100.6;1.1;44.1;-16.8;28.5;;;;;;126.0;-19.7;;;;;;;;;;
524;47 Detailhandel (niet in auto’s);2010;100.0;-0.1;100.0;0.9;;;;;;;;;553.0;-19.9;852.6;102575.0;101897.0;678.0;96915.0;68290.0;12977.0;13336.0;2312.0;5660.0
525;47 Detailhandel (niet in auto’s);2011 1e kwartaal;93.0;1.4;100.6;1.5;-22.6;-19.3;-20.9;;;;;;131.0;-17.6;;;;;;;;;;
526;47 Detailhandel (niet in auto’s);2011 2e kwartaal;103.6;1.1;103.3;2.1;39.0;20.8;-1.7;;;;;;126.0;-7.4;;;;;;;;;;
527;47 Detailhandel (niet in auto’s);2011 3e kwartaal;98.9;0.0;101.6;2.4;-16.4;26.4;18.3;;;;;;151.0;14.4;;;;;;;;;;
528;47 Detailhandel (niet in auto’s);2011 4e kwartaal;106.8;0.0;102.9;2.3;26.1;6.0;-10.0;12.6;6.8;7.2;;;165.0;31.0;;;;;;;;;;
529;47 Detailhandel (niet in auto’s);2011;100.6;0.6;102.1;2.1;;;;;;;;;573.0;3.6;864.9;104925.0;104328.0;597.0;99208.0;70051.0;13411.0;13483.0;2264.0;5717.0
530;47 Detailhandel (niet in auto’s);2012 1e kwartaal;94.1;1.2;102.8;2.2;-21.4;1.1;-18.0;16.8;7.8;10.0;;;192.0;46.6;;;;;;;;;;
531;47 Detailhandel (niet in auto’s);2012 2e kwartaal;101.3;-2.2;105.0;1.6;33.1;2.0;3.7;15.5;11.0;9.5;;;194.0;54.0;;;;;;;;;;
532;47 Detailhandel (niet in auto’s);2012 3e kwartaal;97.5;-1.5;103.2;1.6;-17.2;3.2;-1.4;16.8;6.6;4.2;;;167.0;10.6;;;;;;;;;;
533;47 Detailhandel (niet in auto’s);2012 4e kwartaal;104.4;-2.3;105.4;2.5;22.6;34.1;-5.5;18.5;8.7;6.8;;;161.0;-2.4;;;;;;;;;;
534;47 Detailhandel (niet in auto’s);2012;99.3;-1.3;104.1;2.0;;;;;;;;;714.0;24.6;882.7;106187.0;105506.0;681.0;100945.0;71423.0;13750.0;13509.0;2264.0;5242.0
535;47 Detailhandel (niet in auto’s);2013 1e kwartaal;90.7;-3.6;105.5;2.6;-17.9;1.4;-8.9;20.2;8.4;17.5;;;216.0;12.5;;;;;;;;;;
536;47 Detailhandel (niet in auto’s);2013 2e kwartaal;99.5;-1.8;107.5;2.4;28.8;1.7;-2.5;18.0;8.1;17.6;;;204.0;5.2;;;;;;;;;;
537;47 Detailhandel (niet in auto’s);2013 3e kwartaal;95.8;-1.7;105.4;2.2;-20.2;-10.4;-15.0;20.6;7.3;12.0;;;238.0;42.5;;;;;;;;;;
538;47 Detailhandel (niet in auto’s);2013 4e kwartaal;102.8;-1.5;105.6;0.1;17.2;-9.0;-8.7;21.1;10.2;8.9;;;246.0;52.8;;;;;;;;;;
539;47 Detailhandel (niet in auto’s);2013;97.2;-2.1;106.0;1.8;;;;;;;;;904.0;26.6;887.1;103398.0;102844.0;554.0;98671.0;69419.0;13622.0;13395.0;2235.0;4728.0
540;47 Detailhandel (niet in auto’s);2014 1e kwartaal;90.6;-0.1;105.3;-0.2;-19.1;-0.9;-9.0;25.3;7.5;9.1;;;175.0;-19.0;;;;;;;;;;
541;47 Detailhandel (niet in auto’s);2014 2e kwartaal;100.2;0.7;107.1;-0.4;30.3;4.4;-2.0;20.1;7.2;7.8;;;177.0;-13.2;;;;;;;;;;
542;47 Detailhandel (niet in auto’s);2014 3e kwartaal;95.8;0.0;104.7;-0.7;-9.0;-12.0;-0.6;18.9;8.2;-4.8;;;166.0;-30.3;;;;;;;;;;
543;47 Detailhandel (niet in auto’s);2014 4e kwartaal;104.4;1.5;104.8;-0.7;44.9;0.2;4.2;18.5;9.1;3.3;;;127.0;-48.4;;;;;;;;;;
544;47 Detailhandel (niet in auto’s);2014;97.7;0.5;105.5;-0.5;;;;;;;;;645.0;-28.7;900.1;104629.0;104044.0;585.0;99793.0;70126.0;13894.0;13555.0;2218.0;4836.0
545;47 Detailhandel (niet in auto’s);2015 1e kwartaal;91.1;0.5;103.4;-1.8;-28.1;-7.0;-7.6;19.8;7.5;1.9;;;169.0;-3.4;;;;;;;;;;
546;47 Detailhandel (niet in auto’s);2015 2e kwartaal;101.7;1.5;106.2;-0.8;39.4;2.8;4.7;16.0;9.1;8.6;;;133.0;-24.9;;;;;;;;;;
547;47 Detailhandel (niet in auto’s);2015 3e kwartaal;97.8;2.2;104.1;-0.6;-12.9;-2.3;2.5;14.9;8.1;-1.4;;;127.0;-23.5;;;;;;;;;;
548;47 Detailhandel (niet in auto’s);2015 4e kwartaal;105.8;1.3;104.6;-0.2;38.8;8.6;5.8;13.2;8.3;2.3;;;109.0;-14.2;;;;;;;;;;
549;47 Detailhandel (niet in auto’s);2015;99.1;1.4;104.6;-0.9;;;;;;;;;538.0;-16.6;907.5;108072.0;107109.0;964.0;102910.0;72324.0;14419.0;13956.0;2211.0;5162.0
550;47 Detailhandel (niet in auto’s);2016 1e kwartaal;92.7;1.8;103.8;0.4;-10.3;3.3;-0.5;13.1;11.6;20.3;;;176.0;4.1;;;;;;;;;;
551;47 Detailhandel (niet in auto’s);2016 2e kwartaal;102.3;0.6;106.3;0.1;30.5;6.2;6.2;12.5;9.6;8.5;;;130.0;-2.3;;;;;;;;;;
552;47 Detailhandel (niet in auto’s);2016 3e kwartaal;99.0;1.2;104.4;0.3;4.6;-3.3;1.3;9.6;7.5;5.9;;;95.0;-25.2;;;;;;;;;;
553;47 Detailhandel (niet in auto’s);2016 4e kwartaal;109.9;3.9;105.7;1.1;34.9;3.9;5.9;10.5;6.4;5.1;;;114.0;4.6;;;;;;;;;;
554;47 Detailhandel (niet in auto’s);2016;101.0;1.9;105.1;0.5;;;;;;;;;515.0;-4.3;;;;;;;;;;
555;47 Detailhandel (niet in auto’s);2017 1e kwartaal;95.8;3.4;105.7;1.8;-9.4;0.5;3.7;9.1;5.0;11.7;;;109.0;-38.1;;;;;;;;;;
556;47 Detailhandel (niet in auto’s);2017 2e kwartaal;106.7;4.3;106.9;0.6;34.4;3.8;12.6;5.2;4.1;3.6;;;75.0;-42.3;;;;;;;;;;
557;47 Detailhandel (niet in auto’s);2017 3e kwartaal;103.7;4.7;105.6;1.2;4.6;-2.6;9.2;5.7;4.8;8.0;;;97.0;2.1;;;;;;;;;;
558;47 Detailhandel (niet in auto’s);2017 4e kwartaal;112.4;2.3;107.0;1.2;38.1;0.1;10.3;9.0;5.5;5.0;;;66.0;-42.1;;;;;;;;;;
559;47 Detailhandel (niet in auto’s);2017;104.7;3.6;106.3;1.2;;;;;;;;;347.0;-32.6;;;;;;;;;;
560;47 Detailhandel (niet in auto’s);2018 1e kwartaal;;;;;4.1;3.0;8.7;5.5;5.1;13.7;;;;;;;;;;;;;;
561;H Vervoer en opslag;2008 1e kwartaal;104.8;5.4;101.9;3.2;;;;;;;;;42.0;-10.6;;;;;;;;;;
562;H Vervoer en opslag;2008 2e kwartaal;114.0;5.2;102.2;3.3;;;;;;;;;74.0;42.3;;;;;;;;;;
563;H Vervoer en opslag;2008 3e kwartaal;113.6;3.7;104.1;4.3;;;;;;;;;50.0;-13.8;;;;;;;;;;
564;H Vervoer en opslag;2008 4e kwartaal;114.2;0.1;103.9;3.7;;;;;;;;;78.0;85.7;;;;;;;;;;
565;H Vervoer en opslag;2008;111.6;3.6;103.0;3.6;;;;;;;;;244.0;22.6;;;;;;;;;;
566;H Vervoer en opslag;2009 1e kwartaal;93.2;-11.0;100.2;-1.7;;;;;;;;;87.0;107.1;;;;;;;;;;
567;H Vervoer en opslag;2009 2e kwartaal;97.7;-14.3;97.2;-4.9;;;;;;;;;97.0;31.1;;;;;;;;;;
568;H Vervoer en opslag;2009 3e kwartaal;98.0;-13.7;97.1;-6.7;;;;;;;;;114.0;128.0;;;;;;;;;;
569;H Vervoer en opslag;2009 4e kwartaal;100.9;-11.6;98.8;-4.9;;;;;;;;;88.0;12.8;;;;;;;;;;
570;H Vervoer en opslag;2009;97.5;-12.7;98.3;-4.6;;;;;;;;;386.0;58.2;498.2;67748.0;64269.0;3479.0;64015.0;18923.0;18440.0;21875.0;4776.0;3733.0
571;H Vervoer en opslag;2010 1e kwartaal;91.3;-2.1;98.6;-1.5;;;;;;;;;114.0;31.0;;;;;;;;;;
572;H Vervoer en opslag;2010 2e kwartaal;99.8;2.1;100.7;3.5;;;;;;;;;91.0;-6.2;;;;;;;;;;
573;H Vervoer en opslag;2010 3e kwartaal;103.1;5.2;100.8;3.8;;;;;;;;;70.0;-38.6;;;;;;;;;;
574;H Vervoer en opslag;2010 4e kwartaal;105.9;4.9;99.9;1.2;;;;;;;;;82.0;-6.8;;;;;;;;;;
575;H Vervoer en opslag;2010;100.0;2.6;100.0;1.7;;;;;;;;;357.0;-7.5;497.1;70894.0;67318.0;3576.0;66136.0;20254.0;18313.0;22848.0;4722.0;4759.0
576;H Vervoer en opslag;2011 1e kwartaal;96.9;6.2;101.3;2.7;;;;;;;;;76.0;-33.3;;;;;;;;;;
577;H Vervoer en opslag;2011 2e kwartaal;105.7;5.9;102.1;1.4;;;;;;;;;88.0;-3.3;;;;;;;;;;
578;H Vervoer en opslag;2011 3e kwartaal;106.3;3.1;102.4;1.5;;;;;;;;;64.0;-8.6;;;;;;;;;;
579;H Vervoer en opslag;2011 4e kwartaal;108.3;2.3;101.8;1.9;-16.2;8.8;-5.6;16.1;16.4;-3.7;-2.8;-0.6;102.0;24.4;;;;;;;;;;
580;H Vervoer en opslag;2011;104.3;4.3;101.9;1.9;;;;;;;;;330.0;-7.6;505.5;75485.0;71874.0;3611.0;70537.0;22083.0;19277.0;24368.0;4809.0;4948.0
581;H Vervoer en opslag;2012 1e kwartaal;100.7;3.9;102.4;1.1;-17.4;24.9;-15.5;30.1;16.8;-3.2;-6.4;-2.8;124.0;63.2;;;;;;;;;;
582;H Vervoer en opslag;2012 2e kwartaal;109.3;3.4;104.3;2.2;18.9;5.4;-4.6;33.4;14.5;-6.9;-6.0;-3.6;93.0;5.7;;;;;;;;;;
583;H Vervoer en opslag;2012 3e kwartaal;109.6;3.1;104.7;2.3;-5.9;-1.5;-22.7;22.4;21.3;-5.9;2.0;-2.0;144.0;125.0;;;;;;;;;;
584;H Vervoer en opslag;2012 4e kwartaal;110.5;2.0;104.0;2.2;9.0;12.2;-0.7;29.3;15.1;-9.1;6.3;-1.6;130.0;27.5;;;;;;;;;;
585;H Vervoer en opslag;2012;107.5;3.1;103.8;1.9;;;;;;;;;491.0;48.8;497.1;77031.0;73540.0;3491.0;72802.0;22349.0;19706.0;25748.0;5000.0;4229.0
586;H Vervoer en opslag;2013 1e kwartaal;100.8;0.1;104.4;2.0;-23.1;25.6;-34.6;35.0;17.0;-8.1;6.6;-1.2;142.0;14.5;;;;;;;;;;
587;H Vervoer en opslag;2013 2e kwartaal;109.2;0.0;104.2;-0.1;6.8;-0.7;-9.6;32.6;13.2;-8.9;5.8;-2.3;96.0;3.2;;;;;;;;;;
588;H Vervoer en opslag;2013 3e kwartaal;110.9;1.2;104.7;0.0;-20.6;6.6;-18.1;30.6;22.0;-10.4;5.0;-2.4;85.0;-41.0;;;;;;;;;;
589;H Vervoer en opslag;2013 4e kwartaal;112.0;1.4;104.8;0.8;12.9;12.2;-19.9;32.6;15.5;-7.1;4.3;-1.3;112.0;-13.8;;;;;;;;;;
590;H Vervoer en opslag;2013;108.2;0.7;104.6;0.7;;;;;;;;;435.0;-11.4;490.0;78593.0;75243.0;3350.0;73781.0;23913.0;19857.0;25064.0;4948.0;4812.0
591;H Vervoer en opslag;2014 1e kwartaal;102.4;1.6;104.3;-0.1;-10.4;31.2;-14.4;19.9;10.9;-2.2;7.2;1.4;92.0;-35.2;;;;;;;;;;
592;H Vervoer en opslag;2014 2e kwartaal;111.9;2.5;104.6;0.4;17.6;2.1;-5.0;18.9;15.4;-1.8;4.6;-1.3;95.0;-1.0;;;;;;;;;;
593;H Vervoer en opslag;2014 3e kwartaal;114.0;2.8;104.6;-0.1;-9.1;-0.9;-9.0;22.1;14.6;0.7;7.0;-0.1;69.0;-18.8;;;;;;;;;;
594;H Vervoer en opslag;2014 4e kwartaal;114.3;2.1;104.3;-0.5;17.6;3.7;-11.5;21.7;14.0;3.2;10.3;0.7;85.0;-24.1;;;;;;;;;;
595;H Vervoer en opslag;2014;110.7;2.2;104.5;-0.1;;;;;;;;;341.0;-21.6;487.6;81040.0;77674.0;3366.0;74401.0;25277.0;19423.0;24852.0;4850.0;6639.0
596;H Vervoer en opslag;2015 1e kwartaal;104.9;2.4;104.8;0.4;-16.0;22.9;-16.5;15.1;15.3;-0.5;8.5;1.7;72.0;-21.7;;;;;;;;;;
597;H Vervoer en opslag;2015 2e kwartaal;114.3;2.2;105.7;1.1;8.5;-1.0;3.4;16.1;15.9;0.0;-1.1;0.3;66.0;-30.5;;;;;;;;;;
598;H Vervoer en opslag;2015 3e kwartaal;116.3;2.0;105.7;1.1;-5.0;0.2;-5.0;14.1;12.9;2.8;0.7;-0.1;54.0;-21.7;;;;;;;;;;
599;H Vervoer en opslag;2015 4e kwartaal;118.1;3.3;104.8;0.5;18.4;14.9;5.1;15.5;12.2;0.5;-0.2;-0.5;52.0;-38.8;;;;;;;;;;
600;H Vervoer en opslag;2015;113.4;2.5;105.3;0.8;;;;;;;;;244.0;-28.4;495.8;83666.0;80475.0;3192.0;76641.0;26316.0;21078.0;24356.0;4890.0;7026.0
601;H Vervoer en opslag;2016 1e kwartaal;105.8;0.9;103.7;-1.0;-12.8;20.8;-8.2;16.3;12.3;0.6;-2.1;-0.2;65.0;-9.7;;;;;;;;;;
602;H Vervoer en opslag;2016 2e kwartaal;113.6;-0.6;103.8;-1.9;17.3;3.7;8.4;16.8;10.3;1.7;-2.2;0.2;56.0;-15.2;;;;;;;;;;
603;H Vervoer en opslag;2016 3e kwartaal;114.3;-1.7;103.9;-1.7;-3.3;0.2;7.7;13.4;7.9;-0.6;-2.7;-0.9;47.0;-13.0;;;;;;;;;;
604;H Vervoer en opslag;2016 4e kwartaal;118.3;0.2;103.0;-1.8;25.1;9.0;1.6;13.2;8.7;-1.0;-4.8;-1.8;71.0;36.5;;;;;;;;;;
605;H Vervoer en opslag;2016;113.0;-0.3;103.6;-1.6;;;;;;;;;239.0;-2.0;;;;;;;;;;
606;H Vervoer en opslag;2017 1e kwartaal;111.4;5.3;103.4;-0.3;-15.9;20.2;-2.6;11.6;8.3;0.8;-0.6;2.3;54.0;-16.9;;;;;;;;;;
607;H Vervoer en opslag;2017 2e kwartaal;119.0;4.7;104.7;0.9;22.3;1.8;4.0;14.1;8.0;0.8;0.1;0.8;55.0;-1.8;;;;;;;;;;
608;H Vervoer en opslag;2017 3e kwartaal;119.9;4.8;104.5;0.6;6.0;9.2;4.8;9.0;6.4;0.6;0.7;-1.5;39.0;-17.0;;;;;;;;;;
609;H Vervoer en opslag;2017 4e kwartaal;123.5;4.4;104.2;1.2;23.3;16.5;11.8;8.6;4.7;2.6;0.8;-1.1;48.0;-32.4;;;;;;;;;;
610;H Vervoer en opslag;2017;118.4;4.8;104.2;0.6;;;;;;;;;196.0;-18.0;;;;;;;;;;
611;H Vervoer en opslag;2018 1e kwartaal;;;;;-7.6;29.1;1.6;7.8;6.7;4.5;1.1;0.8;;;;;;;;;;;;
612;49 Vervoer over land;2008 1e kwartaal;99.3;6.2;100.1;4.0;28.6;47.7;19.4;;;;;;21.0;-40.0;;;;;;;;;;
613;49 Vervoer over land;2008 2e kwartaal;109.4;5.5;101.0;4.2;12.6;7.8;3.4;;;;;;49.0;25.6;;;;;;;;;;
614;49 Vervoer over land;2008 3e kwartaal;106.5;6.0;102.4;5.4;-8.8;13.3;8.7;;;;;;32.0;6.7;;;;;;;;;;
615;49 Vervoer over land;2008 4e kwartaal;111.0;1.5;101.5;4.0;-2.9;4.5;12.1;;;;;;62.0;158.3;;;;;;;;;;
616;49 Vervoer over land;2008;106.5;4.7;101.2;4.4;;;;;;;;;164.0;28.1;;;;;;;;;;
617;49 Vervoer over land;2009 1e kwartaal;91.8;-7.5;100.8;0.7;-27.4;17.9;-5.2;;;;;;54.0;157.1;;;;;;;;;;
618;49 Vervoer over land;2009 2e kwartaal;99.5;-9.0;100.1;-0.8;-12.0;-2.3;-16.3;;;;;;65.0;32.7;;;;;;;;;;
619;49 Vervoer over land;2009 3e kwartaal;95.6;-10.3;99.5;-2.8;-34.5;-8.4;-12.2;;;;;;76.0;137.5;;;;;;;;;;
620;49 Vervoer over land;2009 4e kwartaal;103.8;-6.5;99.7;-1.7;11.4;-5.2;-14.6;;;;;;58.0;-6.5;;;;;;;;;;
621;49 Vervoer over land;2009;97.7;-8.3;100.0;-1.2;;;;;;;;;253.0;54.3;235.9;25046.0;23336.0;1710.0;24066.0;6023.0;8394.0;7960.0;1689.0;980.0
622;49 Vervoer over land;2010 1e kwartaal;89.8;-2.1;99.9;-0.9;-15.5;18.3;-7.9;;;;;;71.0;31.5;;;;;;;;;;
623;49 Vervoer over land;2010 2e kwartaal;101.0;1.5;100.0;-0.1;19.7;10.2;4.4;;;;;;71.0;9.2;;;;;;;;;;
624;49 Vervoer over land;2010 3e kwartaal;99.2;3.8;99.9;0.4;-18.4;2.5;-0.6;18.1;15.9;;;;44.0;-42.1;;;;;;;;;;
