ID;BedrijfstakBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
625;49 Vervoer over land;2010 4e kwartaal;110.0;6.0;100.2;0.5;14.5;5.1;4.5;14.9;13.6;;;;56.0;-3.4;;;;;;;;;;
626;49 Vervoer over land;2010;100.0;2.4;100.0;0.0;;;;;;;;;242.0;-4.3;232.6;26135.0;24488.0;1648.0;24882.0;6459.0;8508.0;8257.0;1658.0;1253.0
627;49 Vervoer over land;2011 1e kwartaal;97.6;8.6;102.3;2.4;-3.2;38.5;-9.3;12.6;21.2;;;;56.0;-21.1;;;;;;;;;;
628;49 Vervoer over land;2011 2e kwartaal;106.5;5.5;104.0;3.9;10.2;15.8;10.3;7.4;16.9;;;;51.0;-28.2;;;;;;;;;;
629;49 Vervoer over land;2011 3e kwartaal;102.5;3.3;103.8;3.9;-15.0;1.0;-4.6;11.8;18.7;;;;45.0;2.3;;;;;;;;;;
630;49 Vervoer over land;2011 4e kwartaal;109.2;-0.7;104.1;3.9;1.7;16.3;-6.8;16.6;22.2;-10.0;-8.2;-1.2;47.0;-16.1;;;;;;;;;;
631;49 Vervoer over land;2011;104.0;4.0;103.5;3.5;;;;;;;;;199.0;-17.8;234.6;27935.0;26244.0;1691.0;26305.0;6849.0;8898.0;8892.0;1667.0;1630.0
632;49 Vervoer over land;2012 1e kwartaal;99.3;1.8;105.0;2.6;-9.7;32.4;-20.5;28.8;21.7;-8.7;-11.9;-3.3;74.0;32.1;;;;;;;;;;
633;49 Vervoer over land;2012 2e kwartaal;109.5;2.8;105.5;1.5;10.7;3.2;-6.7;33.0;20.3;-11.8;-9.0;-4.5;51.0;0.0;;;;;;;;;;
634;49 Vervoer over land;2012 3e kwartaal;104.7;2.2;105.5;1.7;-28.0;-3.9;-23.5;29.8;22.0;-11.8;-14.7;-3.1;78.0;73.3;;;;;;;;;;
635;49 Vervoer over land;2012 4e kwartaal;110.7;1.3;105.9;1.8;13.2;-0.5;-13.7;33.5;23.8;-14.8;-5.3;-3.4;82.0;74.5;;;;;;;;;;
636;49 Vervoer over land;2012;106.0;2.0;105.5;1.9;;;;;;;;;285.0;43.2;228.3;27718.0;26154.0;1565.0;26390.0;6870.0;8880.0;9036.0;1605.0;1329.0
637;49 Vervoer over land;2013 1e kwartaal;98.1;-1.3;106.6;1.5;-1.4;22.9;-24.8;35.8;23.5;-14.4;-6.3;-1.2;75.0;1.4;;;;;;;;;;
638;49 Vervoer over land;2013 2e kwartaal;106.5;-2.7;106.3;0.7;9.8;-2.6;1.5;35.0;15.8;-13.7;-8.4;-2.6;58.0;13.7;;;;;;;;;;
639;49 Vervoer over land;2013 3e kwartaal;103.0;-1.6;106.1;0.5;-31.2;-3.4;-13.3;31.3;24.7;-19.7;-10.3;-4.4;61.0;-21.8;;;;;;;;;;
640;49 Vervoer over land;2013 4e kwartaal;113.3;2.3;106.1;0.2;14.5;2.3;-15.2;31.3;23.8;-16.0;-7.9;-3.4;59.0;-28.0;;;;;;;;;;
641;49 Vervoer over land;2013;105.2;-0.8;106.2;0.7;;;;;;;;;253.0;-11.2;226.8;27510.0;26170.0;1339.0;26133.0;7236.0;8892.0;8511.0;1494.0;1377.0
642;49 Vervoer over land;2014 1e kwartaal;100.1;2.0;106.5;-0.1;-3.3;32.8;-6.0;22.8;15.5;-8.3;-2.7;0.7;60.0;-20.0;;;;;;;;;;
643;49 Vervoer over land;2014 2e kwartaal;109.7;3.0;106.5;0.2;22.8;1.1;3.0;21.0;22.4;-5.6;-4.2;-1.9;64.0;10.3;;;;;;;;;;
644;49 Vervoer over land;2014 3e kwartaal;107.6;4.4;106.6;0.5;-14.3;-2.4;-5.3;16.6;24.3;1.2;-3.0;0.7;37.0;-39.3;;;;;;;;;;
645;49 Vervoer over land;2014 4e kwartaal;114.3;0.9;106.4;0.3;15.2;4.2;-2.3;16.9;21.9;-1.8;-1.6;-0.1;54.0;-8.5;;;;;;;;;;
646;49 Vervoer over land;2014;107.9;2.6;106.5;0.2;;;;;;;;;215.0;-15.0;224.5;27707.0;26355.0;1351.0;26154.0;7419.0;8919.0;8392.0;1423.0;1553.0
647;49 Vervoer over land;2015 1e kwartaal;102.8;2.8;106.0;-0.4;-10.3;29.8;-7.8;14.5;21.0;-4.1;-3.5;-0.6;45.0;-25.0;;;;;;;;;;
648;49 Vervoer over land;2015 2e kwartaal;112.7;2.8;106.2;-0.2;15.8;0.8;-0.3;17.0;20.5;-0.2;-1.9;2.2;51.0;-20.3;;;;;;;;;;
649;49 Vervoer over land;2015 3e kwartaal;109.2;1.5;106.1;-0.5;-1.6;1.4;3.0;13.1;17.5;2.3;-1.4;0.1;38.0;2.7;;;;;;;;;;
650;49 Vervoer over land;2015 4e kwartaal;119.1;4.1;105.8;-0.6;16.5;3.6;10.8;14.2;17.8;1.9;-1.2;-0.8;30.0;-44.4;;;;;;;;;;
651;49 Vervoer over land;2015;111.0;2.8;106.0;-0.4;;;;;;;;;164.0;-23.7;225.9;28031.0;26822.0;1209.0;25811.0;7846.0;9026.0;7637.0;1302.0;2220.0
652;49 Vervoer over land;2016 1e kwartaal;106.3;3.4;105.7;-0.3;-1.2;32.1;-0.4;14.3;17.1;0.9;-2.7;-1.1;45.0;0.0;;;;;;;;;;
653;49 Vervoer over land;2016 2e kwartaal;115.6;2.6;106.2;-0.1;21.0;7.2;10.6;12.6;13.1;2.8;-1.7;1.4;25.0;-51.0;;;;;;;;;;
654;49 Vervoer over land;2016 3e kwartaal;111.5;2.1;106.3;0.2;7.0;-0.8;12.9;9.4;9.2;0.0;-2.2;0.0;20.0;-47.4;;;;;;;;;;
655;49 Vervoer over land;2016 4e kwartaal;123.6;3.8;106.6;0.7;24.5;-0.3;6.3;8.8;9.8;-1.7;-5.1;-0.9;28.0;-6.7;;;;;;;;;;
656;49 Vervoer over land;2016;114.3;3.0;106.2;0.1;;;;;;;;;118.0;-28.0;;;;;;;;;;
657;49 Vervoer over land;2017 1e kwartaal;112.9;6.2;107.4;1.6;-13.5;23.4;5.9;10.1;9.8;1.7;0.7;1.9;30.0;-33.3;;;;;;;;;;
658;49 Vervoer over land;2017 2e kwartaal;121.2;4.8;107.7;1.4;26.0;2.0;10.8;14.2;10.8;-0.7;-2.8;-0.7;33.0;32.0;;;;;;;;;;
659;49 Vervoer over land;2017 3e kwartaal;117.2;5.2;107.7;1.3;-11.5;11.3;1.5;8.3;8.2;0.6;-1.2;-3.3;22.0;10.0;;;;;;;;;;
660;49 Vervoer over land;2017 4e kwartaal;128.7;4.1;108.0;1.4;24.4;9.7;15.3;8.2;6.9;4.4;1.2;0.2;34.0;21.4;;;;;;;;;;
661;49 Vervoer over land;2017;120.0;5.0;107.7;1.4;;;;;;;;;119.0;0.8;;;;;;;;;;
662;49 Vervoer over land;2018 1e kwartaal;;;;;-7.4;38.7;11.1;5.7;9.2;3.2;0.3;-0.5;;;;;;;;;;;;
663;50 Vervoer over water;2008 1e kwartaal;124.8;8.7;110.9;2.5;17.1;10.2;9.8;;;;;;2.0;0.0;;;;;;;;;;
664;50 Vervoer over water;2008 2e kwartaal;130.9;4.4;108.8;0.1;26.6;8.1;8.6;;;;;;1.0;-50.0;;;;;;;;;;
665;50 Vervoer over water;2008 3e kwartaal;133.8;0.9;114.0;0.9;-12.2;-25.6;9.2;;;;;;2.0;-66.7;;;;;;;;;;
666;50 Vervoer over water;2008 4e kwartaal;136.0;4.8;116.5;4.9;0.6;-11.4;15.9;;;;;;1.0;-66.7;;;;;;;;;;
667;50 Vervoer over water;2008;131.4;4.6;112.5;2.1;;;;;;;;;6.0;-53.8;;;;;;;;;;
668;50 Vervoer over water;2009 1e kwartaal;108.0;-13.5;98.6;-11.1;-36.5;-19.7;-6.1;;;;;;2.0;0.0;;;;;;;;;;
669;50 Vervoer over water;2009 2e kwartaal;105.4;-19.5;89.4;-17.9;-17.3;-2.5;-9.3;;;;;;2.0;100.0;;;;;;;;;;
670;50 Vervoer over water;2009 3e kwartaal;105.5;-21.1;90.4;-20.6;-20.9;-19.6;-17.7;;;;;;2.0;0.0;;;;;;;;;;
671;50 Vervoer over water;2009 4e kwartaal;101.9;-25.0;98.1;-15.8;-31.2;-20.5;-13.6;;;;;;3.0;200.0;;;;;;;;;;
672;50 Vervoer over water;2009;105.2;-19.9;94.1;-16.4;;;;;;;;;9.0;50.0;31.4;7293.0;7224.0;69.0;6542.0;1217.0;1231.0;3136.0;957.0;751.0
673;50 Vervoer over water;2010 1e kwartaal;94.7;-12.3;100.1;1.5;-13.1;-19.3;-13.5;;;;;;6.0;200.0;;;;;;;;;;
674;50 Vervoer over water;2010 2e kwartaal;101.3;-3.9;102.9;15.1;30.5;4.8;-4.1;;;;;;1.0;-50.0;;;;;;;;;;
675;50 Vervoer over water;2010 3e kwartaal;103.5;-2.0;98.9;9.3;18.5;5.1;2.5;26.0;11.9;;;;4.0;100.0;;;;;;;;;;
676;50 Vervoer over water;2010 4e kwartaal;100.6;-1.3;98.2;0.1;-24.2;-1.3;-3.3;27.9;3.8;;;;5.0;66.7;;;;;;;;;;
677;50 Vervoer over water;2010;100.0;-4.9;100.0;6.2;;;;;;;;;16.0;77.8;34.8;7205.0;7133.0;72.0;6776.0;1448.0;1246.0;3212.0;870.0;429.0
678;50 Vervoer over water;2011 1e kwartaal;92.7;-2.1;100.7;0.6;-30.0;-20.5;19.4;31.8;3.2;;;;1.0;-83.3;;;;;;;;;;
679;50 Vervoer over water;2011 2e kwartaal;105.1;3.8;100.8;-2.0;21.9;4.5;-1.4;23.1;3.4;;;;1.0;0.0;;;;;;;;;;
680;50 Vervoer over water;2011 3e kwartaal;108.3;4.7;100.7;1.8;23.1;6.8;5.2;23.2;8.5;;;;5.0;25.0;;;;;;;;;;
681;50 Vervoer over water;2011 4e kwartaal;108.2;7.5;101.7;3.6;-16.1;-1.4;-8.6;33.1;8.6;-6.2;-2.0;0.0;12.0;140.0;;;;;;;;;;
682;50 Vervoer over water;2011;103.6;3.6;101.0;1.0;;;;;;;;;19.0;18.8;34.5;7608.0;7514.0;94.0;7198.0;1418.0;1338.0;3580.0;862.0;410.0
683;50 Vervoer over water;2012 1e kwartaal;103.1;11.2;103.3;2.6;-16.0;-1.1;3.8;34.6;8.8;-7.4;-4.3;-0.1;14.0;1300.0;;;;;;;;;;
684;50 Vervoer over water;2012 2e kwartaal;107.6;2.4;103.8;3.0;14.0;0.4;14.1;40.1;9.1;-8.4;-3.1;-4.2;4.0;300.0;;;;;;;;;;
685;50 Vervoer over water;2012 3e kwartaal;109.0;0.6;104.3;3.5;4.5;1.6;2.4;30.3;13.9;-12.2;-9.4;-4.7;18.0;260.0;;;;;;;;;;
686;50 Vervoer over water;2012 4e kwartaal;112.2;3.6;102.4;0.7;-11.3;-5.8;-3.6;32.5;11.4;-11.5;-0.3;-6.1;5.0;-58.3;;;;;;;;;;
687;50 Vervoer over water;2012;108.0;4.2;103.4;2.4;;;;;;;;;41.0;115.8;36.6;8334.0;8261.0;73.0;8076.0;1615.0;1494.0;3952.0;1016.0;258.0
688;50 Vervoer over water;2013 1e kwartaal;101.3;-1.7;102.3;-0.9;-10.6;11.1;0.3;32.9;15.1;-7.9;-4.0;-6.0;11.0;-21.4;;;;;;;;;;
689;50 Vervoer over water;2013 2e kwartaal;113.3;5.2;99.1;-4.5;13.3;3.2;9.5;34.3;14.2;-11.7;-0.1;-0.1;4.0;0.0;;;;;;;;;;
690;50 Vervoer over water;2013 3e kwartaal;116.8;7.2;97.3;-6.6;14.0;2.0;-0.2;34.8;16.8;-12.6;-5.3;-3.6;6.0;-66.7;;;;;;;;;;
691;50 Vervoer over water;2013 4e kwartaal;114.0;1.7;98.9;-3.4;3.4;-4.9;-5.6;18.5;18.9;-8.9;-1.8;-1.8;9.0;80.0;;;;;;;;;;
692;50 Vervoer over water;2013;111.3;3.1;99.4;-3.9;;;;;;;;;30.0;-26.8;35.9;8574.0;8493.0;81.0;7974.0;1700.0;1536.0;3765.0;974.0;600.0
693;50 Vervoer over water;2014 1e kwartaal;107.8;6.4;96.0;-6.2;9.3;4.4;3.1;22.8;19.1;-5.6;-4.7;-3.2;6.0;-45.5;;;;;;;;;;
694;50 Vervoer over water;2014 2e kwartaal;114.2;0.9;96.9;-2.2;22.0;5.0;15.3;22.3;23.2;-2.5;-1.6;-1.8;3.0;-25.0;;;;;;;;;;
695;50 Vervoer over water;2014 3e kwartaal;115.9;-0.7;94.6;-2.8;7.1;2.2;4.3;20.5;22.2;-3.9;-6.8;-2.3;3.0;-50.0;;;;;;;;;;
696;50 Vervoer over water;2014 4e kwartaal;113.4;-0.5;92.7;-6.2;-6.7;-2.0;-2.5;26.6;17.7;-5.0;-1.9;-2.8;4.0;-55.6;;;;;;;;;;
697;50 Vervoer over water;2014;112.9;1.4;95.1;-4.4;;;;;;;;;16.0;-46.7;37.3;8991.0;8906.0;85.0;8097.0;1967.0;1546.0;3619.0;966.0;894.0
698;50 Vervoer over water;2015 1e kwartaal;106.0;-1.7;94.1;-2.0;10.2;3.5;-0.8;21.9;17.2;-5.9;-4.1;-1.0;7.0;16.7;;;;;;;;;;
699;50 Vervoer over water;2015 2e kwartaal;116.4;1.9;94.9;-2.1;18.5;-0.9;1.4;16.1;16.1;-2.2;-2.0;-3.4;0.0;-100.0;;;;;;;;;;
700;50 Vervoer over water;2015 3e kwartaal;118.8;2.5;93.3;-1.4;6.9;-6.7;-1.0;10.7;16.9;-4.8;-1.6;-2.9;3.0;0.0;;;;;;;;;;
701;50 Vervoer over water;2015 4e kwartaal;114.2;0.6;92.9;0.1;-16.9;-6.5;-5.7;17.2;6.9;-5.4;0.0;-2.1;5.0;25.0;;;;;;;;;;
702;50 Vervoer over water;2015;113.8;0.9;93.8;-1.3;;;;;;;;;15.0;-6.3;37.0;9366.0;9261.0;106.0;8279.0;2235.0;1617.0;3382.0;1045.0;1088.0
703;50 Vervoer over water;2016 1e kwartaal;101.0;-4.7;89.5;-4.9;-5.0;-5.5;-0.1;12.7;6.9;2.9;0.4;-2.5;2.0;-71.4;;;;;;;;;;
704;50 Vervoer over water;2016 2e kwartaal;107.1;-8.1;87.1;-8.2;12.8;-3.4;5.6;16.1;7.0;-0.3;-2.5;-2.6;3.0;;;;;;;;;;;
705;50 Vervoer over water;2016 3e kwartaal;104.7;-11.9;85.0;-8.9;6.5;-1.2;1.3;18.4;4.6;-2.6;-2.3;0.0;1.0;-66.7;;;;;;;;;;
706;50 Vervoer over water;2016 4e kwartaal;104.0;-8.9;85.4;-8.1;-18.3;-7.1;-4.3;27.3;9.9;-4.4;-10.5;-7.4;26.0;420.0;;;;;;;;;;
707;50 Vervoer over water;2016;104.2;-8.5;86.7;-7.5;;;;;;;;;32.0;113.3;;;;;;;;;;
708;50 Vervoer over water;2017 1e kwartaal;107.1;6.0;85.2;-4.8;-7.1;-4.8;0.1;23.3;8.8;-8.7;-12.9;-4.9;7.0;250.0;;;;;;;;;;
709;50 Vervoer over water;2017 2e kwartaal;111.1;3.8;88.7;1.9;15.9;3.5;7.0;28.0;4.3;-3.2;-2.6;3.2;1.0;-66.7;;;;;;;;;;
710;50 Vervoer over water;2017 3e kwartaal;111.5;6.5;85.3;0.4;13.7;0.9;4.9;18.3;4.7;0.6;1.0;1.3;2.0;100.0;;;;;;;;;;
711;50 Vervoer over water;2017 4e kwartaal;107.8;3.6;87.8;2.8;-14.7;-0.1;0.5;21.4;3.3;-6.4;-5.2;-4.5;0.0;-100.0;;;;;;;;;;
712;50 Vervoer over water;2017;109.4;5.0;86.8;0.0;;;;;;;;;10.0;-68.8;;;;;;;;;;
713;50 Vervoer over water;2018 1e kwartaal;;;;;3.6;5.3;4.0;15.6;2.5;-0.2;-1.1;2.4;;;;;;;;;;;;
714;51 Vervoer door de lucht;2008 1e kwartaal;101.8;2.3;;;5.4;0.0;-1.6;;;;;;0.0;;;;;;;;;;;
715;51 Vervoer door de lucht;2008 2e kwartaal;124.0;6.9;;;0.0;0.0;-2.0;;;;;;1.0;;;;;;;;;;;
716;51 Vervoer door de lucht;2008 3e kwartaal;128.9;1.8;;;80.2;5.3;-5.3;;;;;;0.0;;;;;;;;;;;
717;51 Vervoer door de lucht;2008 4e kwartaal;110.6;0.5;;;-81.6;-83.6;-12.6;;;;;;0.0;;;;;;;;;;;
718;51 Vervoer door de lucht;2008;116.3;2.9;;;;;;;;;;;1.0;-50.0;;;;;;;;;;
719;51 Vervoer door de lucht;2009 1e kwartaal;79.6;-21.8;;;-92.7;-90.8;-7.3;;;;;;1.0;;;;;;;;;;;
720;51 Vervoer door de lucht;2009 2e kwartaal;91.9;-25.9;;;4.9;0.0;-2.4;;;;;;2.0;100.0;;;;;;;;;;
721;51 Vervoer door de lucht;2009 3e kwartaal;107.9;-16.3;;;97.3;-1.2;4.6;;;;;;1.0;;;;;;;;;;;
722;51 Vervoer door de lucht;2009 4e kwartaal;95.2;-13.9;;;-99.7;97.5;-98.3;;;;;;0.0;;;;;;;;;;;
723;51 Vervoer door de lucht;2009;93.6;-19.5;;;;;;;;;;;4.0;300.0;30.3;8109.0;8103.0;5.0;8552.0;290.0;1991.0;5794.0;476.0;-443.0
724;51 Vervoer door de lucht;2010 1e kwartaal;83.1;4.4;;;-99.7;-1.1;-0.8;;;;;;2.0;100.0;;;;;;;;;;
725;51 Vervoer door de lucht;2010 2e kwartaal;97.4;6.0;;;99.7;0.0;0.3;;;;;;1.0;-50.0;;;;;;;;;;
726;51 Vervoer door de lucht;2010 3e kwartaal;118.8;10.1;;;99.7;99.7;0.3;12.8;0.0;;;;1.0;0.0;;;;;;;;;;
727;51 Vervoer door de lucht;2010 4e kwartaal;100.7;5.8;;;-94.3;5.4;0.0;0.0;0.0;;;;0.0;;;;;;;;;;;
728;51 Vervoer door de lucht;2010;100.0;6.8;;;;;;;;;;;4.0;0.0;29.4;9402.0;9385.0;17.0;9290.0;293.0;2001.0;6518.0;479.0;112.0
729;51 Vervoer door de lucht;2011 1e kwartaal;90.6;9.0;;;-99.7;0.0;0.0;0.0;0.0;;;;0.0;-100.0;;;;;;;;;;
730;51 Vervoer door de lucht;2011 2e kwartaal;107.4;10.2;;;99.7;0.0;99.7;0.0;0.0;;;;4.0;300.0;;;;;;;;;;
731;51 Vervoer door de lucht;2011 3e kwartaal;122.6;3.2;;;100.0;0.0;100.0;0.0;0.0;;;;0.0;-100.0;;;;;;;;;;
732;51 Vervoer door de lucht;2011 4e kwartaal;103.5;2.8;;;-81.1;2.5;-13.3;0.1;0.5;1.9;-0.6;-0.6;6.0;;;;;;;;;;;
733;51 Vervoer door de lucht;2011;106.0;6.0;;;;;;;;;;;10.0;150.0;29.5;9694.0;9687.0;7.0;9585.0;326.0;2056.0;6728.0;476.0;109.0
734;51 Vervoer door de lucht;2012 1e kwartaal;96.9;7.0;;;-97.7;0.0;-16.1;93.9;0.6;0.0;0.0;0.0;1.0;;;;;;;;;;;
735;51 Vervoer door de lucht;2012 2e kwartaal;115.4;7.5;;;97.2;0.2;15.3;95.7;0.5;-0.5;0.5;0.0;0.0;-100.0;;;;;;;;;;
736;51 Vervoer door de lucht;2012 3e kwartaal;133.0;8.4;;;98.0;-0.1;0.2;0.4;95.9;-0.3;-0.6;0.0;2.0;;;;;;;;;;;
737;51 Vervoer door de lucht;2012 4e kwartaal;111.7;7.9;;;-79.8;0.2;-15.5;80.4;0.5;-0.2;-0.2;-0.1;1.0;-83.3;;;;;;;;;;
738;51 Vervoer door de lucht;2012;114.3;7.8;;;;;;;;;;;4.0;-60.0;27.1;10336.0;10330.0;6.0;10254.0;365.0;2143.0;7291.0;455.0;82.0
739;51 Vervoer door de lucht;2013 1e kwartaal;101.0;4.2;;;-97.3;0.1;-72.3;95.9;0.4;-0.1;-0.2;-0.2;0.0;-100.0;;;;;;;;;;
740;51 Vervoer door de lucht;2013 2e kwartaal;120.3;4.2;;;88.3;0.0;16.0;80.6;0.2;0.0;-0.1;-0.1;1.0;;;;;;;;;;;
741;51 Vervoer door de lucht;2013 3e kwartaal;137.9;3.7;;;87.9;0.2;0.1;47.0;41.8;0.1;-0.1;0.2;0.0;-100.0;;;;;;;;;;
742;51 Vervoer door de lucht;2013 4e kwartaal;109.5;-2.0;;;-79.2;-0.1;-16.1;96.1;0.1;-0.1;-0.7;0.0;0.0;-100.0;;;;;;;;;;
743;51 Vervoer door de lucht;2013;117.2;2.6;;;;;;;;;;;1.0;-75.0;30.2;10926.0;10919.0;7.0;10607.0;675.0;2125.0;7358.0;448.0;319.0
744;51 Vervoer door de lucht;2014 1e kwartaal;98.9;-2.1;;;-10.1;0.3;0.3;0.4;1.4;1.0;0.0;0.1;0.0;;;;;;;;;;;
745;51 Vervoer door de lucht;2014 2e kwartaal;120.8;0.5;;;86.7;0.1;9.3;7.8;1.8;0.7;-0.6;-0.7;0.0;-100.0;;;;;;;;;;
746;51 Vervoer door de lucht;2014 3e kwartaal;138.2;0.2;;;87.5;-0.9;0.3;48.6;0.1;0.7;0.1;0.8;1.0;;;;;;;;;;;
747;51 Vervoer door de lucht;2014 4e kwartaal;110.8;1.3;;;-82.1;1.7;-8.2;48.1;1.1;1.2;-0.6;-0.7;0.0;;;;;;;;;;;
748;51 Vervoer door de lucht;2014;117.2;0.0;;;;;;;;;;;1.0;0.0;30.3;10855.0;10853.0;2.0;9874.0;736.0;1416.0;7214.0;508.0;981.0
749;51 Vervoer door de lucht;2015 1e kwartaal;99.6;0.7;;;-65.3;-7.0;0.1;11.7;6.0;-0.5;-1.8;0.4;1.0;;;;;;;;;;;
750;51 Vervoer door de lucht;2015 2e kwartaal;123.2;2.0;;;76.1;1.3;7.4;70.5;8.2;4.2;0.8;1.4;2.0;;;;;;;;;;;
751;51 Vervoer door de lucht;2015 3e kwartaal;143.6;3.9;;;76.9;-1.1;-1.8;67.0;2.3;2.8;-2.8;-1.0;0.0;-100.0;;;;;;;;;;
752;51 Vervoer door de lucht;2015 4e kwartaal;114.7;3.5;;;-65.2;6.7;-73.4;69.9;9.5;-3.0;-3.8;-3.8;1.0;;;;;;;;;;;
753;51 Vervoer door de lucht;2015;120.3;2.6;;;;;;;;;;;4.0;300.0;30.1;11185.0;11181.0;3.0;10909.0;900.0;2299.0;7225.0;485.0;276.0
754;51 Vervoer door de lucht;2016 1e kwartaal;101.2;1.7;;;-71.5;-1.1;6.3;65.9;5.9;1.5;1.5;0.1;0.0;-100.0;;;;;;;;;;
755;51 Vervoer door de lucht;2016 2e kwartaal;119.3;-3.2;;;74.5;2.0;72.3;67.0;6.0;-3.4;4.3;0.3;1.0;-50.0;;;;;;;;;;
756;51 Vervoer door de lucht;2016 3e kwartaal;138.9;-3.3;;;75.2;0.0;6.1;43.1;2.9;-0.3;0.2;0.2;0.0;;;;;;;;;;;
757;51 Vervoer door de lucht;2016 4e kwartaal;110.4;-3.7;;;-73.8;0.1;-75.2;70.7;3.8;1.4;1.4;0.1;0.0;-100.0;;;;;;;;;;
758;51 Vervoer door de lucht;2016;117.4;-2.3;;;;;;;;;;;1.0;-75.0;;;;;;;;;;
759;51 Vervoer door de lucht;2017 1e kwartaal;105.8;4.5;;;-70.3;-5.4;-6.8;66.1;6.3;-1.1;-1.0;-1.0;2.0;;;;;;;;;;;
760;51 Vervoer door de lucht;2017 2e kwartaal;125.6;5.3;;;79.5;1.3;25.5;63.0;4.8;-1.3;-1.3;-2.6;0.0;-100.0;;;;;;;;;;
761;51 Vervoer door de lucht;2017 3e kwartaal;142.1;2.3;;;71.5;0.0;8.9;3.0;0.1;-1.3;0.0;0.0;0.0;;;;;;;;;;;
762;51 Vervoer door de lucht;2017 4e kwartaal;116.4;5.4;;;-75.8;-5.1;-13.7;7.8;1.3;7.3;2.4;-1.3;0.0;;;;;;;;;;;
763;51 Vervoer door de lucht;2017;122.5;4.3;;;;;;;;;;;2.0;100.0;;;;;;;;;;
764;51 Vervoer door de lucht;2018 1e kwartaal;;;;;62.5;5.4;-2.6;61.6;0.2;1.4;2.7;0.0;;;;;;;;;;;;
765;52 Opslag, dienstverlening voor vervoer;2008 1e kwartaal;104.1;5.4;99.9;4.5;;;;;;;;;13.0;116.7;;;;;;;;;;
766;52 Opslag, dienstverlening voor vervoer;2008 2e kwartaal;110.4;5.3;101.9;6.0;;;;;;;;;14.0;100.0;;;;;;;;;;
767;52 Opslag, dienstverlening voor vervoer;2008 3e kwartaal;110.7;3.5;101.4;5.1;;;;;;;;;13.0;30.0;;;;;;;;;;
768;52 Opslag, dienstverlening voor vervoer;2008 4e kwartaal;110.2;-4.0;102.2;5.7;;;;;;;;;14.0;75.0;;;;;;;;;;
769;52 Opslag, dienstverlening voor vervoer;2008;108.8;2.4;101.3;5.3;;;;;;;;;54.0;74.2;;;;;;;;;;
770;52 Opslag, dienstverlening voor vervoer;2009 1e kwartaal;93.5;-10.1;103.8;3.9;;;;;;;;;17.0;30.8;;;;;;;;;;
771;52 Opslag, dienstverlening voor vervoer;2009 2e kwartaal;94.6;-14.3;102.4;0.5;;;;;;;;;21.0;50.0;;;;;;;;;;
772;52 Opslag, dienstverlening voor vervoer;2009 3e kwartaal;94.3;-14.8;101.5;0.1;;;;;;;;;29.0;123.1;;;;;;;;;;
773;52 Opslag, dienstverlening voor vervoer;2009 4e kwartaal;96.3;-12.6;102.5;0.3;;;;;;;;;20.0;42.9;;;;;;;;;;
774;52 Opslag, dienstverlening voor vervoer;2009;94.7;-13.0;102.5;1.2;;;;;;;;;87.0;61.1;105.1;22001.0;20429.0;1572.0;20289.0;10341.0;4856.0;3588.0;1504.0;1712.0
775;52 Opslag, dienstverlening voor vervoer;2010 1e kwartaal;93.1;-0.5;98.8;-4.8;;;;;;;;;25.0;47.1;;;;;;;;;;
776;52 Opslag, dienstverlening voor vervoer;2010 2e kwartaal;99.3;5.0;100.7;-1.6;;;;;;;;;10.0;-52.4;;;;;;;;;;
777;52 Opslag, dienstverlening voor vervoer;2010 3e kwartaal;103.3;9.5;99.7;-1.8;-6.5;3.0;-5.3;4.6;7.7;;;;16.0;-44.8;;;;;;;;;;
778;52 Opslag, dienstverlening voor vervoer;2010 4e kwartaal;104.4;8.4;100.8;-1.6;26.8;-6.4;-22.2;28.9;2.6;;;;11.0;-45.0;;;;;;;;;;
779;52 Opslag, dienstverlening voor vervoer;2010;100.0;5.6;100.0;-2.5;;;;;;;;;62.0;-28.7;97.8;23131.0;21427.0;1704.0;20879.0;10896.0;4772.0;3643.0;1568.0;2252.0
780;52 Opslag, dienstverlening voor vervoer;2011 1e kwartaal;100.2;7.6;103.4;4.6;1.7;11.6;-6.9;8.8;0.0;;;;13.0;-48.0;;;;;;;;;;
781;52 Opslag, dienstverlening voor vervoer;2011 2e kwartaal;106.1;6.9;104.2;3.4;6.1;8.9;-0.8;18.6;7.1;;;;20.0;100.0;;;;;;;;;;
782;52 Opslag, dienstverlening voor vervoer;2011 3e kwartaal;106.1;2.8;103.4;3.7;-9.0;-2.3;-8.7;9.5;60.1;;;;9.0;-43.8;;;;;;;;;;
