ID;Geslacht;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
49;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;Startjaar 2008;9513.0;18.0;39.0;47.0;;;;;18.0;39.0;47.0;;;;;0.0;0.0;0.0;;;;;24.0;32.0;36.0;38.0;40.0;;;;75.0;63.0;47.0;23.0;13.0;;;;75.0;62.0;46.0;22.0;13.0;;;;0.0;1.0;1.0;0.0;0.0;;;
50;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;Startjaar 2009;9749.0;17.0;37.0;;;;;;17.0;37.0;;;;;;0.0;0.0;;;;;;24.0;33.0;36.0;39.0;;;;;75.0;62.0;46.0;24.0;;;;;75.0;61.0;46.0;24.0;;;;;0.0;1.0;1.0;0.0;;;;
51;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;Startjaar 2010;9212.0;16.0;;;;;;;16.0;;;;;;;0.0;;;;;;;26.0;34.0;38.0;;;;;;74.0;61.0;46.0;;;;;;73.0;60.0;46.0;;;;;;0.0;1.0;1.0;;;;;
52;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;Startjaar 2011;7822.0;;;;;;;;;;;;;;;;;;;;;;25.0;33.0;;;;;;;73.0;62.0;;;;;;;73.0;61.0;;;;;;;1.0;1.0;;;;;;
53;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Totaal herkomstgroepering;Deeltijd;Startjaar 2012;6327.0;;;;;;;;;;;;;;;;;;;;;;26.0;;;;;;;;73.0;;;;;;;;72.0;;;;;;;;1.0;;;;;;;
54;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 1995;52155.0;4.0;42.0;60.0;66.0;69.0;71.0;73.0;4.0;42.0;60.0;66.0;68.0;70.0;71.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;14.0;18.0;20.0;22.0;23.0;24.0;24.0;24.0;86.0;81.0;75.0;36.0;17.0;10.0;6.0;5.0;84.0;78.0;73.0;34.0;15.0;8.0;5.0;4.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0
55;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 1996;55519.0;6.0;43.0;60.0;67.0;70.0;72.0;73.0;6.0;43.0;60.0;66.0;69.0;70.0;71.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;14.0;18.0;20.0;22.0;22.0;23.0;23.0;23.0;86.0;80.0;74.0;35.0;18.0;10.0;7.0;5.0;84.0;78.0;71.0;33.0;16.0;9.0;6.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0
56;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 1997;54973.0;7.0;43.0;60.0;66.0;70.0;72.0;74.0;6.0;43.0;59.0;66.0;69.0;70.0;71.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;14.0;18.0;20.0;21.0;22.0;22.0;22.0;23.0;86.0;81.0;73.0;36.0;18.0;11.0;8.0;5.0;84.0;78.0;70.0;33.0;16.0;9.0;6.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0
57;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 1998;56776.0;8.0;44.0;59.0;66.0;70.0;72.0;73.0;8.0;44.0;59.0;65.0;68.0;70.0;71.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;15.0;19.0;21.0;22.0;22.0;22.0;23.0;23.0;85.0;79.0;71.0;35.0;19.0;12.0;8.0;5.0;83.0;76.0;68.0;32.0;16.0;10.0;6.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0
58;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 1999;60490.0;8.0;43.0;59.0;66.0;69.0;72.0;73.0;8.0;43.0;58.0;65.0;68.0;70.0;71.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;16.0;20.0;21.0;22.0;22.0;22.0;23.0;23.0;84.0;78.0;70.0;35.0;19.0;12.0;8.0;5.0;82.0;75.0;67.0;32.0;17.0;10.0;6.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0
59;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2000;60899.0;9.0;43.0;58.0;65.0;69.0;72.0;73.0;9.0;43.0;58.0;64.0;67.0;69.0;71.0;0.0;0.0;1.0;1.0;2.0;2.0;3.0;16.0;20.0;21.0;21.0;21.0;22.0;22.0;23.0;84.0;79.0;70.0;36.0;20.0;13.0;8.0;6.0;82.0;75.0;67.0;33.0;18.0;11.0;7.0;5.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0
60;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2001;59008.0;10.0;44.0;59.0;66.0;70.0;72.0;74.0;10.0;44.0;58.0;65.0;68.0;70.0;71.0;0.0;0.0;1.0;2.0;2.0;2.0;3.0;16.0;19.0;20.0;21.0;21.0;22.0;22.0;22.0;84.0;79.0;69.0;35.0;19.0;12.0;8.0;5.0;82.0;76.0;66.0;32.0;17.0;10.0;7.0;5.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0
61;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2002;57871.0;10.0;44.0;60.0;67.0;71.0;73.0;75.0;10.0;44.0;59.0;65.0;69.0;71.0;72.0;0.0;0.0;1.0;2.0;2.0;2.0;3.0;13.0;17.0;19.0;20.0;20.0;21.0;21.0;21.0;86.0;81.0;71.0;36.0;20.0;13.0;8.0;6.0;84.0;78.0;68.0;33.0;18.0;11.0;7.0;5.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
62;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2003;62876.0;10.0;44.0;59.0;67.0;71.0;73.0;75.0;10.0;43.0;58.0;65.0;69.0;71.0;72.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;14.0;17.0;19.0;20.0;21.0;21.0;21.0;21.0;86.0;81.0;71.0;36.0;20.0;13.0;8.0;5.0;84.0;78.0;68.0;34.0;18.0;11.0;7.0;5.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
63;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2004;64268.0;9.0;42.0;58.0;66.0;70.0;72.0;74.0;9.0;41.0;57.0;64.0;68.0;70.0;71.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;14.0;18.0;19.0;20.0;20.0;21.0;21.0;22.0;86.0;81.0;71.0;38.0;21.0;13.0;9.0;5.0;84.0;78.0;68.0;35.0;19.0;12.0;8.0;5.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0
64;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2005;65106.0;9.0;40.0;56.0;64.0;69.0;71.0;;9.0;40.0;55.0;62.0;66.0;68.0;;0.0;1.0;1.0;2.0;2.0;3.0;;14.0;19.0;20.0;21.0;21.0;22.0;23.0;23.0;86.0;80.0;71.0;39.0;22.0;14.0;9.0;6.0;84.0;77.0;68.0;36.0;20.0;13.0;8.0;5.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0
65;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2006;65970.0;8.0;38.0;54.0;63.0;67.0;;;8.0;38.0;53.0;61.0;64.0;;;0.0;1.0;1.0;2.0;2.0;;;16.0;21.0;21.0;22.0;22.0;23.0;24.0;;84.0;78.0;71.0;40.0;23.0;14.0;9.0;;82.0;76.0;68.0;37.0;21.0;12.0;9.0;;2.0;3.0;3.0;3.0;2.0;1.0;1.0;
66;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2007;66586.0;7.0;37.0;55.0;62.0;;;;7.0;37.0;53.0;60.0;;;;0.0;1.0;1.0;2.0;;;;17.0;20.0;20.0;21.0;22.0;23.0;;;83.0;79.0;72.0;42.0;23.0;15.0;;;81.0;77.0;69.0;39.0;21.0;14.0;;;2.0;3.0;3.0;3.0;2.0;1.0;;
67;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2008;67123.0;7.0;37.0;54.0;;;;;7.0;36.0;52.0;;;;;0.0;1.0;1.0;;;;;14.0;18.0;19.0;20.0;21.0;;;;86.0;81.0;74.0;43.0;25.0;;;;84.0;78.0;71.0;40.0;24.0;;;;2.0;3.0;3.0;2.0;2.0;;;
68;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2009;70882.0;6.0;33.0;;;;;;6.0;33.0;;;;;;0.0;1.0;;;;;;14.0;18.0;20.0;21.0;;;;;86.0;81.0;74.0;46.0;;;;;84.0;78.0;71.0;43.0;;;;;2.0;3.0;3.0;3.0;;;;
69;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2010;70600.0;5.0;;;;;;;5.0;;;;;;;0.0;;;;;;;14.0;19.0;20.0;;;;;;85.0;80.0;74.0;;;;;;83.0;77.0;71.0;;;;;;2.0;3.0;3.0;;;;;
70;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2011;68707.0;;;;;;;;;;;;;;;;;;;;;;15.0;19.0;;;;;;;85.0;80.0;;;;;;;83.0;77.0;;;;;;;2.0;3.0;;;;;;
71;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Totaal opleidingsvorm;Startjaar 2012;67671.0;;;;;;;;;;;;;;;;;;;;;;14.0;;;;;;;;86.0;;;;;;;;84.0;;;;;;;;2.0;;;;;;;
72;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 1995;47466.0;3.0;42.0;61.0;68.0;71.0;73.0;74.0;3.0;42.0;61.0;67.0;70.0;71.0;72.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;13.0;17.0;19.0;20.0;21.0;22.0;22.0;23.0;87.0;83.0;78.0;38.0;18.0;10.0;7.0;5.0;85.0;80.0;75.0;35.0;15.0;8.0;5.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0
73;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 1996;50299.0;5.0;44.0;61.0;68.0;72.0;74.0;75.0;5.0;44.0;61.0;67.0;70.0;72.0;73.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;13.0;16.0;19.0;20.0;21.0;21.0;21.0;22.0;87.0;82.0;77.0;36.0;18.0;11.0;7.0;5.0;85.0;80.0;74.0;34.0;16.0;9.0;6.0;4.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0
74;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 1997;49421.0;5.0;44.0;61.0;68.0;72.0;74.0;75.0;5.0;44.0;61.0;67.0;70.0;72.0;73.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;13.0;16.0;19.0;19.0;20.0;20.0;20.0;21.0;87.0;83.0;76.0;37.0;19.0;12.0;8.0;5.0;85.0;80.0;73.0;34.0;16.0;9.0;6.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0
75;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 1998;49816.0;6.0;44.0;61.0;68.0;72.0;74.0;76.0;6.0;44.0;60.0;67.0;70.0;72.0;73.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;13.0;18.0;19.0;19.0;20.0;20.0;20.0;21.0;86.0;82.0;75.0;36.0;20.0;13.0;8.0;5.0;84.0;79.0;72.0;33.0;17.0;10.0;6.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0
76;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 1999;52740.0;7.0;44.0;60.0;67.0;71.0;74.0;75.0;7.0;44.0;60.0;66.0;70.0;71.0;73.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;15.0;18.0;19.0;19.0;19.0;20.0;20.0;21.0;85.0;81.0;74.0;37.0;21.0;13.0;8.0;5.0;83.0;78.0;71.0;34.0;17.0;10.0;7.0;5.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0
77;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2000;52430.0;7.0;43.0;60.0;67.0;72.0;74.0;76.0;7.0;43.0;59.0;66.0;69.0;71.0;73.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;14.0;18.0;18.0;18.0;19.0;19.0;20.0;20.0;86.0;81.0;75.0;39.0;22.0;14.0;9.0;6.0;83.0;78.0;71.0;35.0;19.0;11.0;7.0;5.0;2.0;3.0;4.0;4.0;3.0;2.0;1.0;1.0
78;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2001;49847.0;8.0;44.0;61.0;68.0;73.0;75.0;77.0;8.0;44.0;59.0;66.0;70.0;72.0;74.0;0.0;1.0;1.0;2.0;3.0;3.0;3.0;14.0;17.0;18.0;18.0;18.0;19.0;19.0;19.0;86.0;82.0;74.0;38.0;21.0;13.0;8.0;6.0;83.0;79.0;71.0;35.0;19.0;11.0;7.0;5.0;2.0;3.0;4.0;3.0;3.0;2.0;1.0;1.0
79;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2002;49051.0;8.0;44.0;61.0;69.0;73.0;76.0;77.0;8.0;43.0;60.0;67.0;70.0;73.0;74.0;0.0;1.0;1.0;2.0;2.0;3.0;3.0;12.0;15.0;16.0;17.0;17.0;18.0;18.0;18.0;88.0;84.0;76.0;39.0;22.0;14.0;9.0;6.0;85.0;81.0;72.0;36.0;19.0;12.0;8.0;5.0;2.0;3.0;4.0;3.0;2.0;2.0;1.0;1.0
80;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2003;54197.0;8.0;44.0;60.0;68.0;73.0;75.0;77.0;8.0;43.0;59.0;66.0;70.0;72.0;74.0;0.0;0.0;1.0;2.0;3.0;3.0;3.0;12.0;15.0;17.0;17.0;18.0;18.0;19.0;19.0;88.0;84.0;76.0;39.0;22.0;13.0;9.0;6.0;86.0;80.0;72.0;36.0;19.0;12.0;8.0;5.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0
81;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2004;56852.0;8.0;41.0;59.0;67.0;71.0;74.0;76.0;7.0;41.0;58.0;65.0;69.0;71.0;73.0;0.0;1.0;1.0;2.0;2.0;3.0;3.0;13.0;16.0;18.0;18.0;19.0;19.0;19.0;20.0;87.0;83.0;75.0;40.0;23.0;14.0;9.0;6.0;85.0;80.0;72.0;37.0;20.0;13.0;8.0;5.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
82;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2005;57704.0;7.0;40.0;57.0;65.0;70.0;73.0;;7.0;39.0;56.0;63.0;68.0;70.0;;0.0;1.0;1.0;2.0;3.0;3.0;;13.0;17.0;19.0;19.0;19.0;20.0;21.0;21.0;87.0;82.0;74.0;41.0;24.0;15.0;9.0;6.0;85.0;79.0;71.0;38.0;22.0;14.0;8.0;6.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
83;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2006;58877.0;6.0;38.0;55.0;64.0;68.0;;;6.0;37.0;53.0;62.0;65.0;;;0.0;1.0;1.0;2.0;3.0;;;15.0;19.0;20.0;20.0;21.0;22.0;22.0;;85.0;80.0;74.0;42.0;25.0;14.0;10.0;;83.0;77.0;71.0;39.0;22.0;13.0;9.0;;2.0;3.0;3.0;3.0;2.0;1.0;1.0;
84;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2007;59467.0;6.0;36.0;55.0;63.0;;;;6.0;36.0;54.0;61.0;;;;0.0;1.0;2.0;2.0;;;;16.0;18.0;19.0;19.0;20.0;21.0;;;84.0;81.0;76.0;44.0;25.0;16.0;;;82.0;78.0;72.0;41.0;23.0;15.0;;;2.0;3.0;3.0;3.0;2.0;1.0;;
85;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2008;60229.0;6.0;37.0;54.0;;;;;5.0;36.0;53.0;;;;;0.0;1.0;2.0;;;;;13.0;16.0;17.0;18.0;19.0;;;;87.0;83.0;77.0;45.0;27.0;;;;85.0;80.0;74.0;43.0;25.0;;;;2.0;3.0;3.0;3.0;2.0;;;
86;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2009;63825.0;5.0;33.0;;;;;;5.0;32.0;;;;;;0.0;1.0;;;;;;13.0;17.0;19.0;19.0;;;;;87.0;83.0;77.0;48.0;;;;;85.0;79.0;73.0;45.0;;;;;2.0;3.0;3.0;3.0;;;;
87;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2010;63952.0;4.0;;;;;;;4.0;;;;;;;0.0;;;;;;;13.0;18.0;19.0;;;;;;87.0;82.0;77.0;;;;;;84.0;79.0;74.0;;;;;;2.0;3.0;4.0;;;;;
88;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2011;63091.0;;;;;;;;;;;;;;;;;;;;;;14.0;18.0;;;;;;;85.0;82.0;;;;;;;83.0;79.0;;;;;;;2.0;3.0;;;;;;
89;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Voltijd;Startjaar 2012;63237.0;;;;;;;;;;;;;;;;;;;;;;13.0;;;;;;;;87.0;;;;;;;;85.0;;;;;;;;2.0;;;;;;;
90;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 1995;4689.0;18.0;38.0;48.0;53.0;55.0;56.0;57.0;18.0;38.0;48.0;52.0;54.0;55.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;31.0;36.0;37.0;39.0;39.0;40.0;40.0;76.0;61.0;47.0;24.0;13.0;8.0;5.0;4.0;75.0;60.0;46.0;24.0;12.0;7.0;5.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
91;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 1996;5220.0;19.0;39.0;48.0;52.0;55.0;56.0;58.0;19.0;39.0;48.0;52.0;54.0;56.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;31.0;35.0;37.0;38.0;39.0;39.0;39.0;75.0;60.0;46.0;24.0;13.0;8.0;6.0;4.0;74.0;59.0;45.0;24.0;13.0;8.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 1997;5552.0;18.0;38.0;47.0;52.0;53.0;55.0;56.0;18.0;37.0;47.0;51.0;53.0;55.0;56.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;23.0;33.0;37.0;39.0;40.0;40.0;40.0;41.0;75.0;60.0;45.0;24.0;13.0;8.0;6.0;4.0;74.0;59.0;44.0;23.0;12.0;8.0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
93;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 1998;6960.0;20.0;40.0;49.0;53.0;55.0;56.0;57.0;20.0;40.0;49.0;53.0;55.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;24.0;32.0;36.0;38.0;39.0;39.0;40.0;40.0;74.0;60.0;44.0;22.0;12.0;8.0;5.0;4.0;74.0;59.0;43.0;21.0;11.0;8.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
94;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 1999;7750.0;21.0;41.0;50.0;54.0;56.0;57.0;58.0;21.0;41.0;49.0;53.0;55.0;56.0;57.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;25.0;33.0;36.0;37.0;38.0;39.0;39.0;39.0;73.0;59.0;43.0;22.0;12.0;7.0;5.0;4.0;72.0;58.0;42.0;21.0;11.0;7.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
95;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2000;8469.0;22.0;43.0;51.0;54.0;56.0;58.0;58.0;21.0;43.0;51.0;54.0;56.0;57.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;33.0;35.0;37.0;38.0;38.0;39.0;39.0;73.0;60.0;43.0;20.0;12.0;7.0;5.0;4.0;73.0;60.0;43.0;20.0;11.0;7.0;5.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
96;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2001;9161.0;23.0;44.0;51.0;54.0;56.0;57.0;58.0;22.0;44.0;51.0;54.0;56.0;57.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;33.0;36.0;37.0;38.0;39.0;39.0;39.0;72.0;60.0;41.0;18.0;10.0;7.0;5.0;4.0;71.0;60.0;41.0;18.0;10.0;7.0;5.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
97;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2002;8820.0;25.0;46.0;54.0;57.0;59.0;60.0;61.0;25.0;46.0;53.0;57.0;59.0;60.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;29.0;32.0;34.0;35.0;36.0;36.0;36.0;78.0;63.0;43.0;20.0;11.0;7.0;5.0;4.0;77.0;63.0;42.0;20.0;11.0;7.0;5.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
98;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2003;8679.0;25.0;45.0;53.0;57.0;59.0;60.0;60.0;25.0;45.0;53.0;56.0;58.0;59.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;31.0;34.0;35.0;36.0;37.0;37.0;37.0;76.0;62.0;41.0;20.0;11.0;7.0;5.0;3.0;75.0;61.0;41.0;20.0;11.0;7.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
99;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2004;7416.0;24.0;45.0;53.0;57.0;59.0;60.0;61.0;24.0;45.0;53.0;56.0;58.0;60.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;30.0;33.0;35.0;36.0;36.0;37.0;37.0;76.0;62.0;43.0;21.0;11.0;7.0;5.0;3.0;75.0;62.0;42.0;20.0;11.0;7.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2005;7402.0;23.0;44.0;52.0;56.0;58.0;58.0;;23.0;44.0;52.0;55.0;57.0;58.0;;0.0;0.0;0.0;0.0;0.0;0.0;;23.0;31.0;34.0;36.0;37.0;37.0;38.0;38.0;76.0;63.0;43.0;21.0;11.0;7.0;4.0;3.0;76.0;63.0;43.0;20.0;11.0;6.0;4.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2006;7093.0;22.0;42.0;51.0;54.0;56.0;;;21.0;42.0;50.0;54.0;55.0;;;0.0;0.0;0.0;0.0;1.0;;;25.0;32.0;35.0;37.0;38.0;40.0;40.0;;74.0;62.0;43.0;21.0;11.0;6.0;4.0;;74.0;62.0;43.0;21.0;11.0;6.0;4.0;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;
102;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2007;7119.0;21.0;43.0;51.0;54.0;;;;21.0;43.0;51.0;54.0;;;;0.0;0.0;0.0;0.0;;;;25.0;32.0;34.0;36.0;38.0;39.0;;;74.0;63.0;44.0;21.0;10.0;7.0;;;74.0;62.0;44.0;20.0;10.0;7.0;;;0.0;1.0;1.0;0.0;0.0;0.0;;
103;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2008;6894.0;20.0;42.0;49.0;;;;;20.0;42.0;49.0;;;;;0.0;0.0;0.0;;;;;23.0;31.0;34.0;37.0;38.0;;;;76.0;64.0;46.0;22.0;13.0;;;;76.0;63.0;45.0;21.0;12.0;;;;0.0;1.0;0.0;0.0;0.0;;;
104;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2009;7057.0;20.0;40.0;;;;;;20.0;40.0;;;;;;0.0;0.0;;;;;;23.0;32.0;35.0;37.0;;;;;75.0;62.0;45.0;23.0;;;;;75.0;61.0;44.0;22.0;;;;;0.0;1.0;1.0;0.0;;;;
105;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2010;6648.0;18.0;;;;;;;18.0;;;;;;;0.0;;;;;;;25.0;33.0;36.0;;;;;;74.0;61.0;45.0;;;;;;74.0;61.0;45.0;;;;;;0.0;0.0;0.0;;;;;
106;Totaal mannen en vrouwen;0;Totaal vooropleidingen;Autochtoon;Deeltijd;Startjaar 2011;5616.0;;;;;;;;;;;;;;;;;;;;;;24.0;32.0;;;;;;;75.0;63.0;;;;;;;74.0;62.0;;;;;;;1.0;1.0;;;;;;
