ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
2229;Total male and female;6 years;Divorced;Saba;2014;
2230;Total male and female;6 years;Divorced;Saba;2015;
2231;Total male and female;6 years;Divorced;Saba;2016;
2232;Total male and female;6 years;Divorced;Saba;2017;
2233;Total male and female;6 years;Divorced;Saba;2018;
2234;Total male and female;6 years;Divorced;Saba;2019;
2235;Total male and female;6 years;Divorced;Saba;2020;
2236;Total male and female;6 years;Divorced;Saba;2021;
2237;Total male and female;6 years;Divorced;Saba;2022;
2238;Total male and female;6 years;Divorced;Saba;2023;
2239;Total male and female;6 years;Divorced;Saba;2024;
2240;Total male and female;7 years;Total marital status;Caribbean Netherlands;2011;240.0
2241;Total male and female;7 years;Total marital status;Caribbean Netherlands;2012;259.0
2242;Total male and female;7 years;Total marital status;Caribbean Netherlands;2013;275.0
2243;Total male and female;7 years;Total marital status;Caribbean Netherlands;2014;284.0
2244;Total male and female;7 years;Total marital status;Caribbean Netherlands;2015;281.0
2245;Total male and female;7 years;Total marital status;Caribbean Netherlands;2016;283.0
2246;Total male and female;7 years;Total marital status;Caribbean Netherlands;2017;329.0
2247;Total male and female;7 years;Total marital status;Caribbean Netherlands;2018;322.0
2248;Total male and female;7 years;Total marital status;Caribbean Netherlands;2019;284.0
2249;Total male and female;7 years;Total marital status;Caribbean Netherlands;2020;300.0
2250;Total male and female;7 years;Total marital status;Caribbean Netherlands;2021;305.0
2251;Total male and female;7 years;Total marital status;Caribbean Netherlands;2022;324.0
2252;Total male and female;7 years;Total marital status;Caribbean Netherlands;2023;285.0
2253;Total male and female;7 years;Total marital status;Caribbean Netherlands;2024;288.0
2254;Total male and female;7 years;Total marital status;Bonaire;2011;186.0
2255;Total male and female;7 years;Total marital status;Bonaire;2012;182.0
2256;Total male and female;7 years;Total marital status;Bonaire;2013;210.0
2257;Total male and female;7 years;Total marital status;Bonaire;2014;219.0
2258;Total male and female;7 years;Total marital status;Bonaire;2015;219.0
2259;Total male and female;7 years;Total marital status;Bonaire;2016;229.0
2260;Total male and female;7 years;Total marital status;Bonaire;2017;260.0
2261;Total male and female;7 years;Total marital status;Bonaire;2018;251.0
2262;Total male and female;7 years;Total marital status;Bonaire;2019;232.0
2263;Total male and female;7 years;Total marital status;Bonaire;2020;245.0
2264;Total male and female;7 years;Total marital status;Bonaire;2021;249.0
2265;Total male and female;7 years;Total marital status;Bonaire;2022;261.0
2266;Total male and female;7 years;Total marital status;Bonaire;2023;231.0
2267;Total male and female;7 years;Total marital status;Bonaire;2024;241.0
2268;Total male and female;7 years;Total marital status;St. Eustatius;2011;37.0
2269;Total male and female;7 years;Total marital status;St. Eustatius;2012;56.0
2270;Total male and female;7 years;Total marital status;St. Eustatius;2013;43.0
2271;Total male and female;7 years;Total marital status;St. Eustatius;2014;43.0
2272;Total male and female;7 years;Total marital status;St. Eustatius;2015;47.0
2273;Total male and female;7 years;Total marital status;St. Eustatius;2016;34.0
2274;Total male and female;7 years;Total marital status;St. Eustatius;2017;47.0
2275;Total male and female;7 years;Total marital status;St. Eustatius;2018;50.0
2276;Total male and female;7 years;Total marital status;St. Eustatius;2019;40.0
2277;Total male and female;7 years;Total marital status;St. Eustatius;2020;35.0
2278;Total male and female;7 years;Total marital status;St. Eustatius;2021;40.0
2279;Total male and female;7 years;Total marital status;St. Eustatius;2022;42.0
2280;Total male and female;7 years;Total marital status;St. Eustatius;2023;33.0
2281;Total male and female;7 years;Total marital status;St. Eustatius;2024;31.0
2282;Total male and female;7 years;Total marital status;Saba;2011;17.0
2283;Total male and female;7 years;Total marital status;Saba;2012;21.0
2284;Total male and female;7 years;Total marital status;Saba;2013;22.0
2285;Total male and female;7 years;Total marital status;Saba;2014;22.0
2286;Total male and female;7 years;Total marital status;Saba;2015;15.0
2287;Total male and female;7 years;Total marital status;Saba;2016;20.0
2288;Total male and female;7 years;Total marital status;Saba;2017;22.0
2289;Total male and female;7 years;Total marital status;Saba;2018;21.0
2290;Total male and female;7 years;Total marital status;Saba;2019;12.0
2291;Total male and female;7 years;Total marital status;Saba;2020;20.0
2292;Total male and female;7 years;Total marital status;Saba;2021;16.0
2293;Total male and female;7 years;Total marital status;Saba;2022;21.0
2294;Total male and female;7 years;Total marital status;Saba;2023;21.0
2295;Total male and female;7 years;Total marital status;Saba;2024;16.0
2296;Total male and female;7 years;Never married;Caribbean Netherlands;2011;240.0
2297;Total male and female;7 years;Never married;Caribbean Netherlands;2012;259.0
2298;Total male and female;7 years;Never married;Caribbean Netherlands;2013;275.0
2299;Total male and female;7 years;Never married;Caribbean Netherlands;2014;284.0
2300;Total male and female;7 years;Never married;Caribbean Netherlands;2015;281.0
2301;Total male and female;7 years;Never married;Caribbean Netherlands;2016;283.0
2302;Total male and female;7 years;Never married;Caribbean Netherlands;2017;329.0
2303;Total male and female;7 years;Never married;Caribbean Netherlands;2018;322.0
2304;Total male and female;7 years;Never married;Caribbean Netherlands;2019;284.0
2305;Total male and female;7 years;Never married;Caribbean Netherlands;2020;300.0
2306;Total male and female;7 years;Never married;Caribbean Netherlands;2021;305.0
2307;Total male and female;7 years;Never married;Caribbean Netherlands;2022;324.0
2308;Total male and female;7 years;Never married;Caribbean Netherlands;2023;285.0
2309;Total male and female;7 years;Never married;Caribbean Netherlands;2024;288.0
2310;Total male and female;7 years;Never married;Bonaire;2011;186.0
2311;Total male and female;7 years;Never married;Bonaire;2012;182.0
2312;Total male and female;7 years;Never married;Bonaire;2013;210.0
2313;Total male and female;7 years;Never married;Bonaire;2014;219.0
2314;Total male and female;7 years;Never married;Bonaire;2015;219.0
2315;Total male and female;7 years;Never married;Bonaire;2016;229.0
2316;Total male and female;7 years;Never married;Bonaire;2017;260.0
2317;Total male and female;7 years;Never married;Bonaire;2018;251.0
2318;Total male and female;7 years;Never married;Bonaire;2019;232.0
2319;Total male and female;7 years;Never married;Bonaire;2020;245.0
2320;Total male and female;7 years;Never married;Bonaire;2021;249.0
2321;Total male and female;7 years;Never married;Bonaire;2022;261.0
2322;Total male and female;7 years;Never married;Bonaire;2023;231.0
2323;Total male and female;7 years;Never married;Bonaire;2024;241.0
2324;Total male and female;7 years;Never married;St. Eustatius;2011;37.0
2325;Total male and female;7 years;Never married;St. Eustatius;2012;56.0
2326;Total male and female;7 years;Never married;St. Eustatius;2013;43.0
2327;Total male and female;7 years;Never married;St. Eustatius;2014;43.0
2328;Total male and female;7 years;Never married;St. Eustatius;2015;47.0
2329;Total male and female;7 years;Never married;St. Eustatius;2016;34.0
2330;Total male and female;7 years;Never married;St. Eustatius;2017;47.0
2331;Total male and female;7 years;Never married;St. Eustatius;2018;50.0
2332;Total male and female;7 years;Never married;St. Eustatius;2019;40.0
2333;Total male and female;7 years;Never married;St. Eustatius;2020;35.0
2334;Total male and female;7 years;Never married;St. Eustatius;2021;40.0
2335;Total male and female;7 years;Never married;St. Eustatius;2022;42.0
2336;Total male and female;7 years;Never married;St. Eustatius;2023;33.0
2337;Total male and female;7 years;Never married;St. Eustatius;2024;31.0
2338;Total male and female;7 years;Never married;Saba;2011;17.0
2339;Total male and female;7 years;Never married;Saba;2012;21.0
2340;Total male and female;7 years;Never married;Saba;2013;22.0
2341;Total male and female;7 years;Never married;Saba;2014;22.0
2342;Total male and female;7 years;Never married;Saba;2015;15.0
2343;Total male and female;7 years;Never married;Saba;2016;20.0
2344;Total male and female;7 years;Never married;Saba;2017;22.0
2345;Total male and female;7 years;Never married;Saba;2018;21.0
2346;Total male and female;7 years;Never married;Saba;2019;12.0
2347;Total male and female;7 years;Never married;Saba;2020;20.0
2348;Total male and female;7 years;Never married;Saba;2021;16.0
2349;Total male and female;7 years;Never married;Saba;2022;21.0
2350;Total male and female;7 years;Never married;Saba;2023;21.0
2351;Total male and female;7 years;Never married;Saba;2024;16.0
2352;Total male and female;7 years;Married;Caribbean Netherlands;2011;
2353;Total male and female;7 years;Married;Caribbean Netherlands;2012;
2354;Total male and female;7 years;Married;Caribbean Netherlands;2013;
2355;Total male and female;7 years;Married;Caribbean Netherlands;2014;
2356;Total male and female;7 years;Married;Caribbean Netherlands;2015;
2357;Total male and female;7 years;Married;Caribbean Netherlands;2016;
2358;Total male and female;7 years;Married;Caribbean Netherlands;2017;
2359;Total male and female;7 years;Married;Caribbean Netherlands;2018;
2360;Total male and female;7 years;Married;Caribbean Netherlands;2019;
2361;Total male and female;7 years;Married;Caribbean Netherlands;2020;
2362;Total male and female;7 years;Married;Caribbean Netherlands;2021;
2363;Total male and female;7 years;Married;Caribbean Netherlands;2022;
2364;Total male and female;7 years;Married;Caribbean Netherlands;2023;
2365;Total male and female;7 years;Married;Caribbean Netherlands;2024;
2366;Total male and female;7 years;Married;Bonaire;2011;
2367;Total male and female;7 years;Married;Bonaire;2012;
2368;Total male and female;7 years;Married;Bonaire;2013;
2369;Total male and female;7 years;Married;Bonaire;2014;
2370;Total male and female;7 years;Married;Bonaire;2015;
2371;Total male and female;7 years;Married;Bonaire;2016;
2372;Total male and female;7 years;Married;Bonaire;2017;
2373;Total male and female;7 years;Married;Bonaire;2018;
2374;Total male and female;7 years;Married;Bonaire;2019;
2375;Total male and female;7 years;Married;Bonaire;2020;
2376;Total male and female;7 years;Married;Bonaire;2021;
2377;Total male and female;7 years;Married;Bonaire;2022;
2378;Total male and female;7 years;Married;Bonaire;2023;
2379;Total male and female;7 years;Married;Bonaire;2024;
2380;Total male and female;7 years;Married;St. Eustatius;2011;
2381;Total male and female;7 years;Married;St. Eustatius;2012;
2382;Total male and female;7 years;Married;St. Eustatius;2013;
2383;Total male and female;7 years;Married;St. Eustatius;2014;
2384;Total male and female;7 years;Married;St. Eustatius;2015;
2385;Total male and female;7 years;Married;St. Eustatius;2016;
2386;Total male and female;7 years;Married;St. Eustatius;2017;
2387;Total male and female;7 years;Married;St. Eustatius;2018;
2388;Total male and female;7 years;Married;St. Eustatius;2019;
2389;Total male and female;7 years;Married;St. Eustatius;2020;
2390;Total male and female;7 years;Married;St. Eustatius;2021;
2391;Total male and female;7 years;Married;St. Eustatius;2022;
2392;Total male and female;7 years;Married;St. Eustatius;2023;
2393;Total male and female;7 years;Married;St. Eustatius;2024;
2394;Total male and female;7 years;Married;Saba;2011;
2395;Total male and female;7 years;Married;Saba;2012;
2396;Total male and female;7 years;Married;Saba;2013;
2397;Total male and female;7 years;Married;Saba;2014;
2398;Total male and female;7 years;Married;Saba;2015;
2399;Total male and female;7 years;Married;Saba;2016;
2400;Total male and female;7 years;Married;Saba;2017;
2401;Total male and female;7 years;Married;Saba;2018;
2402;Total male and female;7 years;Married;Saba;2019;
2403;Total male and female;7 years;Married;Saba;2020;
2404;Total male and female;7 years;Married;Saba;2021;
2405;Total male and female;7 years;Married;Saba;2022;
2406;Total male and female;7 years;Married;Saba;2023;
2407;Total male and female;7 years;Married;Saba;2024;
2408;Total male and female;7 years;Widowed;Caribbean Netherlands;2011;
2409;Total male and female;7 years;Widowed;Caribbean Netherlands;2012;
2410;Total male and female;7 years;Widowed;Caribbean Netherlands;2013;
2411;Total male and female;7 years;Widowed;Caribbean Netherlands;2014;
2412;Total male and female;7 years;Widowed;Caribbean Netherlands;2015;
2413;Total male and female;7 years;Widowed;Caribbean Netherlands;2016;
2414;Total male and female;7 years;Widowed;Caribbean Netherlands;2017;
2415;Total male and female;7 years;Widowed;Caribbean Netherlands;2018;
2416;Total male and female;7 years;Widowed;Caribbean Netherlands;2019;
2417;Total male and female;7 years;Widowed;Caribbean Netherlands;2020;
2418;Total male and female;7 years;Widowed;Caribbean Netherlands;2021;
2419;Total male and female;7 years;Widowed;Caribbean Netherlands;2022;
2420;Total male and female;7 years;Widowed;Caribbean Netherlands;2023;
2421;Total male and female;7 years;Widowed;Caribbean Netherlands;2024;
2422;Total male and female;7 years;Widowed;Bonaire;2011;
2423;Total male and female;7 years;Widowed;Bonaire;2012;
2424;Total male and female;7 years;Widowed;Bonaire;2013;
2425;Total male and female;7 years;Widowed;Bonaire;2014;
2426;Total male and female;7 years;Widowed;Bonaire;2015;
2427;Total male and female;7 years;Widowed;Bonaire;2016;
2428;Total male and female;7 years;Widowed;Bonaire;2017;
2429;Total male and female;7 years;Widowed;Bonaire;2018;
2430;Total male and female;7 years;Widowed;Bonaire;2019;
2431;Total male and female;7 years;Widowed;Bonaire;2020;
2432;Total male and female;7 years;Widowed;Bonaire;2021;
2433;Total male and female;7 years;Widowed;Bonaire;2022;
2434;Total male and female;7 years;Widowed;Bonaire;2023;
2435;Total male and female;7 years;Widowed;Bonaire;2024;
2436;Total male and female;7 years;Widowed;St. Eustatius;2011;
2437;Total male and female;7 years;Widowed;St. Eustatius;2012;
2438;Total male and female;7 years;Widowed;St. Eustatius;2013;
2439;Total male and female;7 years;Widowed;St. Eustatius;2014;
2440;Total male and female;7 years;Widowed;St. Eustatius;2015;
2441;Total male and female;7 years;Widowed;St. Eustatius;2016;
2442;Total male and female;7 years;Widowed;St. Eustatius;2017;
2443;Total male and female;7 years;Widowed;St. Eustatius;2018;
2444;Total male and female;7 years;Widowed;St. Eustatius;2019;
2445;Total male and female;7 years;Widowed;St. Eustatius;2020;
2446;Total male and female;7 years;Widowed;St. Eustatius;2021;
2447;Total male and female;7 years;Widowed;St. Eustatius;2022;
2448;Total male and female;7 years;Widowed;St. Eustatius;2023;
2449;Total male and female;7 years;Widowed;St. Eustatius;2024;
2450;Total male and female;7 years;Widowed;Saba;2011;
2451;Total male and female;7 years;Widowed;Saba;2012;
2452;Total male and female;7 years;Widowed;Saba;2013;
2453;Total male and female;7 years;Widowed;Saba;2014;
2454;Total male and female;7 years;Widowed;Saba;2015;
2455;Total male and female;7 years;Widowed;Saba;2016;
2456;Total male and female;7 years;Widowed;Saba;2017;
2457;Total male and female;7 years;Widowed;Saba;2018;
2458;Total male and female;7 years;Widowed;Saba;2019;
2459;Total male and female;7 years;Widowed;Saba;2020;
2460;Total male and female;7 years;Widowed;Saba;2021;
2461;Total male and female;7 years;Widowed;Saba;2022;
2462;Total male and female;7 years;Widowed;Saba;2023;
2463;Total male and female;7 years;Widowed;Saba;2024;
2464;Total male and female;7 years;Divorced;Caribbean Netherlands;2011;
2465;Total male and female;7 years;Divorced;Caribbean Netherlands;2012;
2466;Total male and female;7 years;Divorced;Caribbean Netherlands;2013;
2467;Total male and female;7 years;Divorced;Caribbean Netherlands;2014;
2468;Total male and female;7 years;Divorced;Caribbean Netherlands;2015;
2469;Total male and female;7 years;Divorced;Caribbean Netherlands;2016;
2470;Total male and female;7 years;Divorced;Caribbean Netherlands;2017;
2471;Total male and female;7 years;Divorced;Caribbean Netherlands;2018;
2472;Total male and female;7 years;Divorced;Caribbean Netherlands;2019;
2473;Total male and female;7 years;Divorced;Caribbean Netherlands;2020;
2474;Total male and female;7 years;Divorced;Caribbean Netherlands;2021;
2475;Total male and female;7 years;Divorced;Caribbean Netherlands;2022;
2476;Total male and female;7 years;Divorced;Caribbean Netherlands;2023;
2477;Total male and female;7 years;Divorced;Caribbean Netherlands;2024;
2478;Total male and female;7 years;Divorced;Bonaire;2011;
2479;Total male and female;7 years;Divorced;Bonaire;2012;
2480;Total male and female;7 years;Divorced;Bonaire;2013;
2481;Total male and female;7 years;Divorced;Bonaire;2014;
2482;Total male and female;7 years;Divorced;Bonaire;2015;
2483;Total male and female;7 years;Divorced;Bonaire;2016;
2484;Total male and female;7 years;Divorced;Bonaire;2017;
2485;Total male and female;7 years;Divorced;Bonaire;2018;
2486;Total male and female;7 years;Divorced;Bonaire;2019;
2487;Total male and female;7 years;Divorced;Bonaire;2020;
2488;Total male and female;7 years;Divorced;Bonaire;2021;
2489;Total male and female;7 years;Divorced;Bonaire;2022;
2490;Total male and female;7 years;Divorced;Bonaire;2023;
2491;Total male and female;7 years;Divorced;Bonaire;2024;
2492;Total male and female;7 years;Divorced;St. Eustatius;2011;
2493;Total male and female;7 years;Divorced;St. Eustatius;2012;
2494;Total male and female;7 years;Divorced;St. Eustatius;2013;
2495;Total male and female;7 years;Divorced;St. Eustatius;2014;
2496;Total male and female;7 years;Divorced;St. Eustatius;2015;
2497;Total male and female;7 years;Divorced;St. Eustatius;2016;
2498;Total male and female;7 years;Divorced;St. Eustatius;2017;
2499;Total male and female;7 years;Divorced;St. Eustatius;2018;
2500;Total male and female;7 years;Divorced;St. Eustatius;2019;
2501;Total male and female;7 years;Divorced;St. Eustatius;2020;
2502;Total male and female;7 years;Divorced;St. Eustatius;2021;
2503;Total male and female;7 years;Divorced;St. Eustatius;2022;
2504;Total male and female;7 years;Divorced;St. Eustatius;2023;
2505;Total male and female;7 years;Divorced;St. Eustatius;2024;
2506;Total male and female;7 years;Divorced;Saba;2011;
2507;Total male and female;7 years;Divorced;Saba;2012;
2508;Total male and female;7 years;Divorced;Saba;2013;
2509;Total male and female;7 years;Divorced;Saba;2014;
2510;Total male and female;7 years;Divorced;Saba;2015;
2511;Total male and female;7 years;Divorced;Saba;2016;
2512;Total male and female;7 years;Divorced;Saba;2017;
2513;Total male and female;7 years;Divorced;Saba;2018;
2514;Total male and female;7 years;Divorced;Saba;2019;
2515;Total male and female;7 years;Divorced;Saba;2020;
2516;Total male and female;7 years;Divorced;Saba;2021;
2517;Total male and female;7 years;Divorced;Saba;2022;
2518;Total male and female;7 years;Divorced;Saba;2023;
2519;Total male and female;7 years;Divorced;Saba;2024;
2520;Total male and female;8 years;Total marital status;Caribbean Netherlands;2011;296.0
2521;Total male and female;8 years;Total marital status;Caribbean Netherlands;2012;253.0
2522;Total male and female;8 years;Total marital status;Caribbean Netherlands;2013;263.0
2523;Total male and female;8 years;Total marital status;Caribbean Netherlands;2014;286.0
2524;Total male and female;8 years;Total marital status;Caribbean Netherlands;2015;292.0
2525;Total male and female;8 years;Total marital status;Caribbean Netherlands;2016;285.0
2526;Total male and female;8 years;Total marital status;Caribbean Netherlands;2017;284.0
2527;Total male and female;8 years;Total marital status;Caribbean Netherlands;2018;338.0
2528;Total male and female;8 years;Total marital status;Caribbean Netherlands;2019;327.0
2529;Total male and female;8 years;Total marital status;Caribbean Netherlands;2020;295.0
2530;Total male and female;8 years;Total marital status;Caribbean Netherlands;2021;312.0
2531;Total male and female;8 years;Total marital status;Caribbean Netherlands;2022;318.0
2532;Total male and female;8 years;Total marital status;Caribbean Netherlands;2023;331.0
2533;Total male and female;8 years;Total marital status;Caribbean Netherlands;2024;301.0
2534;Total male and female;8 years;Total marital status;Bonaire;2011;216.0
2535;Total male and female;8 years;Total marital status;Bonaire;2012;201.0
2536;Total male and female;8 years;Total marital status;Bonaire;2013;190.0
2537;Total male and female;8 years;Total marital status;Bonaire;2014;218.0
2538;Total male and female;8 years;Total marital status;Bonaire;2015;223.0
2539;Total male and female;8 years;Total marital status;Bonaire;2016;219.0
2540;Total male and female;8 years;Total marital status;Bonaire;2017;230.0
2541;Total male and female;8 years;Total marital status;Bonaire;2018;265.0
2542;Total male and female;8 years;Total marital status;Bonaire;2019;256.0
2543;Total male and female;8 years;Total marital status;Bonaire;2020;242.0
2544;Total male and female;8 years;Total marital status;Bonaire;2021;256.0
2545;Total male and female;8 years;Total marital status;Bonaire;2022;259.0
2546;Total male and female;8 years;Total marital status;Bonaire;2023;267.0
2547;Total male and female;8 years;Total marital status;Bonaire;2024;248.0
2548;Total male and female;8 years;Total marital status;St. Eustatius;2011;62.0
2549;Total male and female;8 years;Total marital status;St. Eustatius;2012;38.0
2550;Total male and female;8 years;Total marital status;St. Eustatius;2013;53.0
2551;Total male and female;8 years;Total marital status;St. Eustatius;2014;45.0
2552;Total male and female;8 years;Total marital status;St. Eustatius;2015;43.0
2553;Total male and female;8 years;Total marital status;St. Eustatius;2016;48.0
2554;Total male and female;8 years;Total marital status;St. Eustatius;2017;34.0
2555;Total male and female;8 years;Total marital status;St. Eustatius;2018;50.0
2556;Total male and female;8 years;Total marital status;St. Eustatius;2019;50.0
2557;Total male and female;8 years;Total marital status;St. Eustatius;2020;41.0
2558;Total male and female;8 years;Total marital status;St. Eustatius;2021;36.0
2559;Total male and female;8 years;Total marital status;St. Eustatius;2022;43.0
2560;Total male and female;8 years;Total marital status;St. Eustatius;2023;44.0
2561;Total male and female;8 years;Total marital status;St. Eustatius;2024;32.0
2562;Total male and female;8 years;Total marital status;Saba;2011;18.0
2563;Total male and female;8 years;Total marital status;Saba;2012;14.0
2564;Total male and female;8 years;Total marital status;Saba;2013;20.0
2565;Total male and female;8 years;Total marital status;Saba;2014;23.0
2566;Total male and female;8 years;Total marital status;Saba;2015;26.0
2567;Total male and female;8 years;Total marital status;Saba;2016;18.0
2568;Total male and female;8 years;Total marital status;Saba;2017;20.0
2569;Total male and female;8 years;Total marital status;Saba;2018;23.0
2570;Total male and female;8 years;Total marital status;Saba;2019;21.0
2571;Total male and female;8 years;Total marital status;Saba;2020;12.0
2572;Total male and female;8 years;Total marital status;Saba;2021;20.0
2573;Total male and female;8 years;Total marital status;Saba;2022;16.0
2574;Total male and female;8 years;Total marital status;Saba;2023;20.0
2575;Total male and female;8 years;Total marital status;Saba;2024;21.0
2576;Total male and female;8 years;Never married;Caribbean Netherlands;2011;296.0
2577;Total male and female;8 years;Never married;Caribbean Netherlands;2012;253.0
2578;Total male and female;8 years;Never married;Caribbean Netherlands;2013;263.0
2579;Total male and female;8 years;Never married;Caribbean Netherlands;2014;286.0
2580;Total male and female;8 years;Never married;Caribbean Netherlands;2015;292.0
2581;Total male and female;8 years;Never married;Caribbean Netherlands;2016;285.0
2582;Total male and female;8 years;Never married;Caribbean Netherlands;2017;284.0
2583;Total male and female;8 years;Never married;Caribbean Netherlands;2018;338.0
2584;Total male and female;8 years;Never married;Caribbean Netherlands;2019;327.0
2585;Total male and female;8 years;Never married;Caribbean Netherlands;2020;295.0
2586;Total male and female;8 years;Never married;Caribbean Netherlands;2021;312.0
2587;Total male and female;8 years;Never married;Caribbean Netherlands;2022;318.0
2588;Total male and female;8 years;Never married;Caribbean Netherlands;2023;331.0
2589;Total male and female;8 years;Never married;Caribbean Netherlands;2024;301.0
2590;Total male and female;8 years;Never married;Bonaire;2011;216.0
2591;Total male and female;8 years;Never married;Bonaire;2012;201.0
2592;Total male and female;8 years;Never married;Bonaire;2013;190.0
2593;Total male and female;8 years;Never married;Bonaire;2014;218.0
2594;Total male and female;8 years;Never married;Bonaire;2015;223.0
2595;Total male and female;8 years;Never married;Bonaire;2016;219.0
2596;Total male and female;8 years;Never married;Bonaire;2017;230.0
2597;Total male and female;8 years;Never married;Bonaire;2018;265.0
2598;Total male and female;8 years;Never married;Bonaire;2019;256.0
2599;Total male and female;8 years;Never married;Bonaire;2020;242.0
2600;Total male and female;8 years;Never married;Bonaire;2021;256.0
2601;Total male and female;8 years;Never married;Bonaire;2022;259.0
2602;Total male and female;8 years;Never married;Bonaire;2023;267.0
2603;Total male and female;8 years;Never married;Bonaire;2024;248.0
2604;Total male and female;8 years;Never married;St. Eustatius;2011;62.0
2605;Total male and female;8 years;Never married;St. Eustatius;2012;38.0
2606;Total male and female;8 years;Never married;St. Eustatius;2013;53.0
2607;Total male and female;8 years;Never married;St. Eustatius;2014;45.0
2608;Total male and female;8 years;Never married;St. Eustatius;2015;43.0
2609;Total male and female;8 years;Never married;St. Eustatius;2016;48.0
2610;Total male and female;8 years;Never married;St. Eustatius;2017;34.0
2611;Total male and female;8 years;Never married;St. Eustatius;2018;50.0
2612;Total male and female;8 years;Never married;St. Eustatius;2019;50.0
2613;Total male and female;8 years;Never married;St. Eustatius;2020;41.0
2614;Total male and female;8 years;Never married;St. Eustatius;2021;36.0
2615;Total male and female;8 years;Never married;St. Eustatius;2022;43.0
2616;Total male and female;8 years;Never married;St. Eustatius;2023;44.0
2617;Total male and female;8 years;Never married;St. Eustatius;2024;32.0
2618;Total male and female;8 years;Never married;Saba;2011;18.0
2619;Total male and female;8 years;Never married;Saba;2012;14.0
2620;Total male and female;8 years;Never married;Saba;2013;20.0
2621;Total male and female;8 years;Never married;Saba;2014;23.0
2622;Total male and female;8 years;Never married;Saba;2015;26.0
2623;Total male and female;8 years;Never married;Saba;2016;18.0
2624;Total male and female;8 years;Never married;Saba;2017;20.0
2625;Total male and female;8 years;Never married;Saba;2018;23.0
2626;Total male and female;8 years;Never married;Saba;2019;21.0
2627;Total male and female;8 years;Never married;Saba;2020;12.0
2628;Total male and female;8 years;Never married;Saba;2021;20.0
2629;Total male and female;8 years;Never married;Saba;2022;16.0
2630;Total male and female;8 years;Never married;Saba;2023;20.0
2631;Total male and female;8 years;Never married;Saba;2024;21.0
2632;Total male and female;8 years;Married;Caribbean Netherlands;2011;
2633;Total male and female;8 years;Married;Caribbean Netherlands;2012;
2634;Total male and female;8 years;Married;Caribbean Netherlands;2013;
2635;Total male and female;8 years;Married;Caribbean Netherlands;2014;
2636;Total male and female;8 years;Married;Caribbean Netherlands;2015;
2637;Total male and female;8 years;Married;Caribbean Netherlands;2016;
2638;Total male and female;8 years;Married;Caribbean Netherlands;2017;
2639;Total male and female;8 years;Married;Caribbean Netherlands;2018;
2640;Total male and female;8 years;Married;Caribbean Netherlands;2019;
2641;Total male and female;8 years;Married;Caribbean Netherlands;2020;
2642;Total male and female;8 years;Married;Caribbean Netherlands;2021;
2643;Total male and female;8 years;Married;Caribbean Netherlands;2022;
2644;Total male and female;8 years;Married;Caribbean Netherlands;2023;
2645;Total male and female;8 years;Married;Caribbean Netherlands;2024;
2646;Total male and female;8 years;Married;Bonaire;2011;
2647;Total male and female;8 years;Married;Bonaire;2012;
2648;Total male and female;8 years;Married;Bonaire;2013;
2649;Total male and female;8 years;Married;Bonaire;2014;
2650;Total male and female;8 years;Married;Bonaire;2015;
2651;Total male and female;8 years;Married;Bonaire;2016;
2652;Total male and female;8 years;Married;Bonaire;2017;
2653;Total male and female;8 years;Married;Bonaire;2018;
2654;Total male and female;8 years;Married;Bonaire;2019;
2655;Total male and female;8 years;Married;Bonaire;2020;
2656;Total male and female;8 years;Married;Bonaire;2021;
2657;Total male and female;8 years;Married;Bonaire;2022;
2658;Total male and female;8 years;Married;Bonaire;2023;
2659;Total male and female;8 years;Married;Bonaire;2024;
2660;Total male and female;8 years;Married;St. Eustatius;2011;
2661;Total male and female;8 years;Married;St. Eustatius;2012;
2662;Total male and female;8 years;Married;St. Eustatius;2013;
2663;Total male and female;8 years;Married;St. Eustatius;2014;
2664;Total male and female;8 years;Married;St. Eustatius;2015;
2665;Total male and female;8 years;Married;St. Eustatius;2016;
2666;Total male and female;8 years;Married;St. Eustatius;2017;
2667;Total male and female;8 years;Married;St. Eustatius;2018;
2668;Total male and female;8 years;Married;St. Eustatius;2019;
2669;Total male and female;8 years;Married;St. Eustatius;2020;
2670;Total male and female;8 years;Married;St. Eustatius;2021;
2671;Total male and female;8 years;Married;St. Eustatius;2022;
2672;Total male and female;8 years;Married;St. Eustatius;2023;
2673;Total male and female;8 years;Married;St. Eustatius;2024;
2674;Total male and female;8 years;Married;Saba;2011;
2675;Total male and female;8 years;Married;Saba;2012;
2676;Total male and female;8 years;Married;Saba;2013;
2677;Total male and female;8 years;Married;Saba;2014;
2678;Total male and female;8 years;Married;Saba;2015;
2679;Total male and female;8 years;Married;Saba;2016;
2680;Total male and female;8 years;Married;Saba;2017;
2681;Total male and female;8 years;Married;Saba;2018;
2682;Total male and female;8 years;Married;Saba;2019;
2683;Total male and female;8 years;Married;Saba;2020;
2684;Total male and female;8 years;Married;Saba;2021;
2685;Total male and female;8 years;Married;Saba;2022;
2686;Total male and female;8 years;Married;Saba;2023;
2687;Total male and female;8 years;Married;Saba;2024;
2688;Total male and female;8 years;Widowed;Caribbean Netherlands;2011;
2689;Total male and female;8 years;Widowed;Caribbean Netherlands;2012;
2690;Total male and female;8 years;Widowed;Caribbean Netherlands;2013;
